dates,satname,nzd0054-0000,nzd0054-0001,nzd0054-0002,nzd0054-0003,nzd0054-0004,nzd0054-0005,nzd0054-0006,nzd0054-0007,nzd0054-0008,nzd0054-0009,nzd0054-0010,nzd0054-0011,nzd0054-0012,nzd0054-0013,nzd0054-0014,nzd0054-0015,nzd0054-0016,nzd0054-0017,nzd0054-0018,nzd0054-0019,nzd0054-0020,nzd0054-0021,nzd0054-0022,nzd0054-0023,nzd0054-0024,nzd0054-0025,nzd0054-0026,nzd0054-0027,nzd0054-0028,nzd0054-0029,nzd0054-0030,nzd0054-0031,nzd0054-0032,nzd0054-0033,nzd0054-0034,nzd0054-0035,nzd0054-0036,nzd0054-0037,nzd0054-0038,nzd0054-0039,nzd0054-0040,nzd0054-0041,nzd0054-0042,nzd0054-0043,nzd0054-0044,nzd0054-0045,nzd0054-0046,nzd0054-0047,nzd0054-0048,nzd0054-0049,nzd0054-0050,nzd0054-0051,nzd0054-0052,nzd0054-0053,nzd0054-0054,nzd0054-0055,nzd0054-0056,nzd0054-0057,nzd0054-0058,nzd0054-0059,nzd0054-0060,nzd0054-0061,nzd0054-0062,nzd0054-0063,nzd0054-0064,nzd0054-0065,nzd0054-0066,nzd0054-0067,nzd0054-0068,nzd0054-0069,nzd0054-0070,nzd0054-0071,nzd0054-0072,nzd0054-0073,nzd0054-0074,nzd0054-0075,nzd0054-0076,nzd0054-0077,nzd0054-0078,nzd0054-0079,nzd0054-0080,nzd0054-0081,nzd0054-0082,nzd0054-0083,nzd0054-0084,nzd0054-0085,nzd0054-0086,nzd0054-0087,nzd0054-0088,nzd0054-0089,nzd0054-0090,nzd0054-0091,nzd0054-0092,nzd0054-0093,nzd0054-0094
1999-10-04 22:10:38.131000,L7,337.41,347.31,361.14,369.37,296.61,310.97,324.91,340.54,346.37,335.21,398.37,369.36,367.23,366.11,325.77,356.59,378.45,400.19,404.54,405.83,409.02,348.44,337.21,353.48,357.87,359.29,363.03,365.23,370.24,350.74,436.23,434.13,438.49,383.92,360.82,391.55,373.35,375.59,376.97,393.14,401.84,398.96,440.64,395.90,387.95,386.41,385.93,391.96,399.94,403.21,414.91,422.44,415.86,423.56,407.79,405.21,472.15,475.36,468.41,399.33,398.51,362.16,359.78,496.71,495.00,371.16,375.53,378.27,384.04,388.92,404.41,407.81,392.81,389.60,364.60,411.24,401.13,402.12,434.02,471.49,465.91,485.44,482.41,359.97,382.47,494.74,468.81,508.45,516.15,519.08,518.89,514.36,523.93,380.10,360.54
2000-10-22 22:07:50.487000,L7,428.50,437.11,440.01,441.59,426.07,456.46,,,,,434.54,428.15,436.44,,,,,,483.28,489.14,483.34,482.98,471.18,469.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.86,442.60,444.40,457.63,,,,,,,496.84,504.04,502.74,506.65,,,,,,
2000-11-07 22:07:53.532000,L7,423.98,421.48,429.57,429.40,434.52,427.16,425.04,,,,,,,,,,,,,326.94,328.14,333.20,,,,,,,,461.36,461.68,485.46,479.79,,,456.85,429.16,,,373.16,387.29,386.19,394.31,485.43,477.19,487.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-27 22:07:54.461000,L7,,,,,446.71,508.71,371.47,545.69,362.05,507.39,301.72,210.00,541.91,323.47,272.38,208.62,273.54,315.32,320.23,319.93,318.95,268.03,319.02,299.83,549.22,525.77,435.96,,236.38,356.97,342.50,353.14,357.68,211.58,285.37,236.41,338.94,306.14,219.60,248.25,340.65,327.14,221.98,,,,,,,403.62,371.89,379.51,401.98,424.70,275.13,271.83,308.46,299.57,287.04,249.95,339.82,272.60,360.31,399.24,409.34,438.32,441.51,470.62,323.60,209.60,254.99,345.68,529.70,226.20,248.13,426.75,,555.06,304.76,298.72,310.92,314.02,317.08,350.90,343.61,407.19,366.26,511.25,400.70,367.76,323.40,323.54,320.82,484.12,474.24
2001-12-12 22:06:14.960000,L7,267.81,329.62,341.10,334.16,328.89,326.93,336.46,339.82,300.07,340.99,351.25,353.94,,356.57,355.47,298.27,305.84,297.43,298.53,286.63,287.54,272.38,244.83,239.63,237.72,252.48,287.54,305.85,308.21,,,494.65,324.14,363.40,303.18,299.22,287.99,286.74,388.05,393.13,417.36,443.40,453.30,510.42,413.57,350.37,,,,,,367.50,308.98,337.34,,298.36,319.79,,,,,,352.29,371.62,371.33,359.79,363.06,346.55,337.27,306.35,333.85,329.16,331.45,315.50,316.62,273.37,275.42,275.12,,,324.80,327.47,324.85,328.03,,,,,346.67,362.15,294.92,291.58,,,
2001-12-28 22:06:14.106000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.48,211.61,219.99,375.15,303.50,287.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.57,495.20,,386.50,384.67,326.98,368.79,,,269.52,,,,,,,,,,,,,,,,,,,,
2002-02-14 22:06:29.522000,L7,230.09,238.46,231.78,234.40,242.15,249.07,257.04,216.56,328.31,264.89,204.28,229.48,249.72,246.86,217.55,222.14,231.85,228.78,225.93,207.78,,,,,,,,,,,,,179.26,226.94,219.31,239.89,232.17,226.14,236.30,225.76,265.92,254.36,228.42,257.50,320.63,271.73,262.03,249.56,242.19,243.51,351.31,313.34,313.22,286.45,362.57,357.49,322.17,232.34,237.94,280.06,270.03,258.36,292.13,203.54,219.49,228.12,225.96,294.03,235.77,227.54,290.96,222.11,219.37,226.37,226.28,231.66,231.44,227.50,227.39,236.90,224.59,,315.35,267.68,229.15,223.72,233.42,226.34,284.69,358.20,363.05,322.03,278.51,288.04,406.10
2002-03-18 22:06:22.131000,L7,228.10,275.30,296.87,233.38,315.75,331.78,271.96,274.19,262.99,268.08,275.09,295.10,291.45,297.14,315.25,317.71,275.92,296.91,280.39,314.20,322.52,338.88,379.55,330.37,312.38,342.54,347.07,371.08,268.99,274.40,468.80,440.04,271.25,293.04,308.98,,,362.69,391.24,378.20,312.75,310.55,311.51,265.84,290.26,276.82,263.00,,,,389.94,375.19,401.27,381.34,385.90,336.56,368.02,372.50,359.70,364.73,485.78,528.62,505.78,519.61,317.88,347.89,389.52,374.94,372.06,370.87,372.54,247.85,245.80,503.62,544.10,218.67,192.02,271.58,280.43,308.61,298.94,356.99,342.99,360.20,261.87,250.97,257.44,402.66,400.84,343.36,347.01,354.34,349.38,348.56,366.47
2002-07-08 22:06:00.488000,L7,225.31,252.16,215.36,238.15,234.52,242.67,473.47,451.31,427.94,419.81,423.28,418.60,,305.89,284.86,241.55,264.13,238.87,225.04,213.48,209.49,271.40,218.91,364.28,220.23,457.42,457.26,405.11,478.60,321.57,307.47,320.34,349.66,334.69,276.86,262.55,274.02,269.86,269.70,509.01,,,313.79,349.41,350.40,368.03,345.29,344.87,322.76,204.04,,,341.88,339.71,343.67,297.27,301.81,295.43,289.54,293.10,294.22,306.24,314.41,329.03,259.33,,,,369.30,373.51,356.45,346.20,328.85,,,300.51,244.92,226.28,,,,,,,250.06,433.31,298.70,222.90,,,,,377.21,356.40,
2002-10-12 22:05:14.598000,L7,,,,,,,,476.92,510.49,524.54,,391.33,381.44,385.87,,,,517.91,492.22,526.26,,,,502.21,520.95,530.83,537.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-28 22:05:22.323000,L7,499.63,497.36,490.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-13 22:05:30.425000,L7,388.54,359.73,390.34,385.16,405.28,401.38,388.42,386.54,375.79,380.21,,372.56,409.21,395.64,426.27,414.29,397.99,402.35,407.89,400.56,352.40,396.87,361.49,340.65,382.35,398.63,408.74,401.39,396.90,390.40,390.21,357.46,,,439.95,440.80,436.49,430.53,445.56,454.86,398.91,442.27,396.86,400.80,451.43,414.66,427.18,430.55,428.60,399.27,429.69,411.66,410.06,430.29,455.73,454.36,468.55,417.88,480.10,439.85,430.57,425.48,424.28,428.82,428.40,433.38,430.68,409.44,460.53,456.51,421.23,408.67,410.76,422.81,427.82,430.65,440.90,413.22,,369.46,388.06,428.43,431.70,361.55,363.12,349.35,454.61,445.23,411.26,463.81,,,431.44,429.51,418.62
2003-01-16 22:06:02.914000,L7,275.45,264.75,272.97,293.79,277.89,322.09,300.31,283.58,291.43,320.12,275.56,258.36,266.13,275.63,289.76,261.68,257.07,260.70,267.78,271.37,321.72,382.60,327.69,333.69,315.48,258.13,236.28,251.47,257.41,256.99,242.66,260.54,269.37,267.73,277.16,297.32,281.63,293.24,298.94,293.41,296.36,272.46,259.42,311.65,283.88,299.22,306.15,291.19,303.15,312.35,286.47,280.27,273.52,261.91,271.99,289.95,326.55,341.38,367.88,369.80,360.72,390.63,374.11,300.43,329.56,288.39,301.50,275.27,265.36,347.54,258.62,270.94,286.82,242.14,270.11,325.46,281.41,311.50,333.05,256.00,266.83,277.18,334.62,328.09,339.98,346.21,343.86,368.22,296.66,344.81,282.71,314.31,277.78,299.20,318.85
2003-12-26 21:56:18.593000,L5,,,,,,,,,,,,,,190.98,187.12,197.03,192.72,204.91,213.01,,,,,,,,,,,,,,,,186.39,188.11,193.45,205.04,209.12,207.20,203.28,207.74,214.16,200.27,198.11,196.38,195.26,190.99,199.02,215.88,214.47,219.24,216.50,205.75,207.31,197.26,194.26,183.94,189.99,190.36,191.76,203.05,204.02,197.45,190.61,193.65,208.01,203.70,182.56,,,,,,189.32,189.72,189.42,190.65,190.93,195.98,184.47,174.85,,187.16,191.44,191.09,195.72,208.94,209.43,205.08,203.88,200.77,196.41,183.50,
2004-08-06 22:00:22.463000,L5,232.83,215.97,222.48,,,,,,,,,,,,,221.21,233.51,192.72,234.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-14 22:04:09.465000,L5,,,,,,,,,240.38,194.29,237.71,246.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-02 22:12:34.352000,L5,,557.90,330.57,220.55,234.16,376.79,320.14,223.65,220.06,225.66,235.45,242.24,267.50,257.39,250.85,356.36,334.64,369.50,217.22,212.97,209.96,214.17,211.57,210.44,213.17,214.77,222.21,210.61,211.76,215.83,218.64,220.65,220.31,214.98,231.31,234.36,240.84,236.75,241.79,237.55,233.15,219.34,221.06,224.92,232.12,230.76,230.41,245.38,242.27,239.62,234.15,243.37,245.10,245.23,227.26,222.38,233.82,223.15,221.38,225.09,223.91,233.96,233.27,239.66,249.84,241.43,249.28,249.14,232.67,227.26,228.40,217.06,208.34,210.56,205.33,216.39,223.91,215.81,222.09,220.48,217.53,217.94,211.95,221.11,228.33,222.70,227.06,219.09,214.71,227.73,254.16,242.01,224.35,219.28,239.45
