dates,satname,nzd0518-0000,nzd0518-0001,nzd0518-0002,nzd0518-0003,nzd0518-0004,nzd0518-0005,nzd0518-0006,nzd0518-0007,nzd0518-0008,nzd0518-0009,nzd0518-0020,nzd0518-0021,nzd0518-0022,nzd0518-0023,nzd0518-0024,nzd0518-0025,nzd0518-0026,nzd0518-0027,nzd0518-0028,nzd0518-0029,nzd0518-0030,nzd0518-0031,nzd0518-0032,nzd0518-0033,nzd0518-0034,nzd0518-0035,nzd0518-0036,nzd0518-0037,nzd0518-0038,nzd0518-0039,nzd0518-0040,nzd0518-0041,nzd0518-0042,nzd0518-0043,nzd0518-0044,nzd0518-0045,nzd0518-0046,nzd0518-0047,nzd0518-0048,nzd0518-0049,nzd0518-0050,nzd0518-0051,nzd0518-0052,nzd0518-0053,nzd0518-0054,nzd0518-0055,nzd0518-0056,nzd0518-0057,nzd0518-0058,nzd0518-0059,nzd0518-0060,nzd0518-0061,nzd0518-0062,nzd0518-0063,nzd0518-0064,nzd0518-0065,nzd0518-0066,nzd0518-0067,nzd0518-0068,nzd0518-0069,nzd0518-0070,nzd0518-0071,nzd0518-0072,nzd0518-0073,nzd0518-0074,nzd0518-0075,nzd0518-0076,nzd0518-0077,nzd0518-0078,nzd0518-0079,nzd0518-0080,nzd0518-0081,nzd0518-0082,nzd0518-0083,nzd0518-0084,nzd0518-0085,nzd0518-0086,nzd0518-0087,nzd0518-0088,nzd0518-0089,nzd0518-0090,nzd0518-0091,nzd0518-0092,nzd0518-0093,nzd0518-0094,nzd0518-0095,nzd0518-0096,nzd0518-0097,nzd0518-0098,nzd0518-0099,nzd0518-0100,nzd0518-0101,nzd0518-0102,nzd0518-0103,nzd0518-0104,nzd0518-0105,nzd0518-0106,nzd0518-0107,nzd0518-0108,nzd0518-0109,nzd0518-0110,nzd0518-0111,nzd0518-0112,nzd0518-0113,nzd0518-0114,nzd0518-0115,nzd0518-0116,nzd0518-0117,nzd0518-0118,nzd0518-0119,nzd0518-0120,nzd0518-0121,nzd0518-0122,nzd0518-0123,nzd0518-0124,nzd0518-0125,nzd0518-0126,nzd0518-0127,nzd0518-0128,nzd0518-0129,nzd0518-0130,nzd0518-0131,nzd0518-0132,nzd0518-0133,nzd0518-0134,nzd0518-0135,nzd0518-0136,nzd0518-0137,nzd0518-0138,nzd0518-0139,nzd0518-0140,nzd0518-0141,nzd0518-0142,nzd0518-0143,nzd0518-0144,nzd0518-0145,nzd0518-0146,nzd0518-0147,nzd0518-0148,nzd0518-0149,nzd0518-0150,nzd0518-0151,nzd0518-0152,nzd0518-0153,nzd0518-0154,nzd0518-0155,nzd0518-0156,nzd0518-0157,nzd0518-0158,nzd0518-0159,nzd0518-0160,nzd0518-0161,nzd0518-0162,nzd0518-0163,nzd0518-0164,nzd0518-0165,nzd0518-0166,nzd0518-0167,nzd0518-0168,nzd0518-0169,nzd0518-0170,nzd0518-0171,nzd0518-0172,nzd0518-0173,nzd0518-0174,nzd0518-0175,nzd0518-0176,nzd0518-0177,nzd0518-0178,nzd0518-0179,nzd0518-0180,nzd0518-0181,nzd0518-0182,nzd0518-0183,nzd0518-0010,nzd0518-0011,nzd0518-0012,nzd0518-0016,nzd0518-0017,nzd0518-0018,nzd0518-0019,nzd0518-0184,nzd0518-0013,nzd0518-0014,nzd0518-0015
2001-03-22 22:17:09.568000,L7,293.26,307.98,290.33,203.39,258.99,246.55,243.47,232.63,212.15,226.60,,225.81,309.21,333.50,333.54,320.17,339.24,327.64,321.08,318.56,322.99,311.46,309.95,298.79,297.41,305.74,299.68,301.20,391.30,373.60,390.49,366.04,305.74,279.85,301.37,302.05,285.13,287.34,291.15,281.28,283.34,281.06,266.85,258.31,370.23,393.01,359.32,384.10,432.51,434.81,292.61,290.37,270.71,278.91,281.97,279.93,266.39,276.81,288.44,248.69,242.30,243.45,250.20,246.98,255.24,254.85,257.81,251.83,266.35,261.84,224.66,227.17,262.35,274.50,266.00,243.84,234.54,247.48,248.70,249.35,243.07,241.83,232.36,227.80,428.92,478.33,396.17,469.18,247.19,204.49,215.00,267.32,304.55,313.70,278.35,251.63,240.86,259.20,303.69,277.69,297.05,317.67,321.23,315.19,315.07,274.13,277.68,286.36,278.44,343.04,272.06,274.17,264.67,266.14,261.57,278.21,273.16,268.59,261.58,277.13,285.23,266.12,258.72,254.89,255.82,256.60,253.67,252.57,265.19,259.19,253.34,270.65,260.65,344.58,339.47,352.30,350.43,363.38,285.93,280.03,288.61,281.18,260.05,273.42,295.20,280.00,292.61,285.85,297.11,282.77,284.65,289.05,282.41,297.72,306.05,303.16,300.94,249.38,291.70,278.70,290.28,276.28,266.75,274.04,264.52,261.38,259.13,251.65,256.46,258.18,355.86,410.57,449.51,453.22,216.20,215.91,222.28,,,,,478.30,241.58,,
2001-04-07 22:17:01.469000,L7,,,,,,,,,,,,,281.14,330.44,293.63,290.43,289.02,325.91,328.04,287.81,276.79,285.24,284.43,300.53,266.09,283.82,276.49,289.27,285.89,286.06,283.28,281.87,274.71,285.37,276.28,280.33,281.91,274.26,268.81,276.40,251.11,243.07,251.67,265.28,253.93,228.65,237.07,227.46,228.46,221.09,225.86,225.08,219.61,225.64,222.20,230.73,234.80,220.46,227.80,225.04,220.66,219.75,226.39,227.56,228.96,234.08,229.56,229.63,208.64,207.54,204.47,200.71,225.34,230.63,228.17,223.56,220.57,237.34,237.65,237.14,236.51,230.23,370.31,404.04,424.96,219.03,204.79,218.13,214.71,186.82,155.46,,223.91,268.20,243.15,222.90,221.69,223.50,220.19,240.87,243.82,237.76,247.63,239.29,237.99,243.43,265.00,271.83,248.83,247.96,249.67,255.21,246.25,247.12,239.86,258.50,259.76,250.29,232.56,237.53,250.18,252.44,244.83,239.99,246.47,234.83,218.17,232.84,244.99,251.01,231.43,250.94,250.28,259.45,249.24,238.46,273.72,275.79,275.99,268.65,274.76,260.18,242.83,250.70,263.14,231.27,263.62,268.21,277.12,267.63,267.73,272.06,271.55,279.91,279.35,298.98,293.31,224.08,282.02,262.27,277.08,250.74,249.66,256.97,245.72,259.00,235.41,223.38,233.03,231.91,253.38,286.00,322.97,310.35,,,,,,,,433.43,,,
2001-11-01 22:15:17.839000,L7,254.13,252.81,251.69,253.65,248.75,236.00,233.39,221.79,234.05,226.24,157.63,286.56,308.95,314.10,322.42,322.55,322.41,327.78,321.38,320.59,317.27,314.73,332.76,305.29,301.89,299.16,289.43,288.78,293.73,285.19,286.61,285.30,293.02,296.87,288.00,285.99,284.14,285.24,281.50,372.10,263.08,256.76,258.54,252.71,347.40,347.84,329.63,394.13,363.82,393.38,268.40,266.52,262.86,258.55,260.71,261.07,258.86,267.71,252.83,254.46,248.97,260.76,257.68,255.62,255.49,262.43,258.95,261.26,264.94,262.58,248.90,238.17,184.07,183.99,181.14,177.35,187.90,189.45,205.87,259.08,260.74,258.17,252.88,245.44,247.46,235.19,247.64,243.73,251.17,234.93,214.76,142.16,257.95,506.45,514.94,489.92,496.32,512.51,486.79,321.73,441.84,,,,,,469.80,350.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.90,225.04,197.31,232.64,241.63,252.01,146.21,,209.48,202.09,212.19
2001-12-19 22:15:37.819000,L7,263.83,271.55,273.85,256.74,240.24,243.47,,232.67,235.98,239.42,308.16,328.51,330.12,360.81,347.45,350.94,346.29,345.81,299.52,280.21,252.02,283.17,285.08,283.26,279.17,281.04,304.56,308.66,311.45,327.14,323.19,489.82,,,,,,,,,,,,,,415.16,295.86,290.14,293.87,291.88,289.96,301.67,294.18,308.49,303.30,319.89,323.61,321.98,307.67,321.25,312.52,311.90,312.56,318.98,319.34,327.23,341.52,344.53,345.77,357.86,360.01,365.89,376.09,375.84,372.29,372.75,365.43,363.51,372.22,355.53,355.59,327.03,333.51,259.50,235.38,233.54,346.52,350.28,340.12,317.76,242.19,238.97,288.95,390.18,394.17,388.82,385.20,374.64,383.07,367.95,372.91,339.91,337.33,347.84,347.92,398.06,397.21,412.94,424.84,424.57,418.07,419.53,416.69,414.57,410.82,413.46,416.46,419.30,414.14,412.92,403.62,399.70,402.86,409.99,418.60,425.07,416.40,412.18,415.81,414.07,417.74,414.94,413.43,414.54,405.40,402.80,406.41,402.90,396.49,397.81,470.41,,,293.21,194.63,311.96,473.00,,417.29,417.04,440.26,382.11,394.78,441.29,350.22,342.24,359.47,370.80,356.11,,,,,,,,,,,,,,,,240.94,247.88,241.23,257.69,274.30,279.51,298.55,,238.46,235.52,241.90
2002-07-31 22:15:11.713000,L7,388.33,360.60,306.84,336.20,316.21,312.20,398.79,390.61,357.72,361.16,,159.77,269.87,282.79,264.69,268.97,272.78,330.96,206.78,195.94,399.11,369.56,385.35,359.29,359.69,348.57,269.17,386.59,344.55,453.70,320.32,325.39,431.73,163.80,327.48,383.11,351.45,339.89,459.13,401.43,375.19,316.91,345.11,331.73,307.73,363.04,370.35,364.10,384.80,478.17,475.10,361.04,369.59,,,,,,,,,,149.85,153.01,157.50,169.50,185.42,192.00,193.30,201.96,204.98,194.37,220.00,216.94,220.24,215.65,221.77,231.55,241.39,241.31,238.56,235.99,228.01,212.24,206.48,212.68,197.46,217.36,,,,,273.99,277.85,243.94,222.62,223.44,225.26,225.58,244.76,247.65,236.79,239.61,238.84,247.49,256.13,263.32,268.20,253.34,243.64,246.63,255.92,245.79,243.78,243.00,250.19,256.75,253.74,222.29,239.40,237.87,249.38,246.77,242.03,243.35,237.52,219.01,230.29,246.14,253.52,244.49,259.92,259.23,264.02,253.71,271.61,278.97,280.59,278.30,270.37,286.13,279.83,247.25,264.55,272.03,257.91,278.43,282.77,280.03,278.70,271.67,278.00,271.11,294.68,284.76,295.80,289.42,279.00,290.72,277.59,282.91,259.37,266.68,264.07,258.06,252.12,240.78,232.59,236.41,244.10,252.09,282.30,321.50,519.10,373.53,380.15,397.00,,,,,463.64,,,
2002-10-03 22:14:41.164000,L7,,,,,,,,,,,,,250.03,258.43,257.06,267.35,264.19,251.24,254.63,205.72,202.34,,,,255.78,207.17,160.35,248.40,251.15,242.87,252.35,253.00,256.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.63,205.85,177.23,213.60,219.05,222.32,213.18,228.57,221.81,221.52,209.09,211.44,205.79,212.59,185.43,211.66,195.20,186.35,,,,,,,,,,,,,,,,,,,,,,161.89,238.00,229.86,221.89,229.79,201.41,,,,177.14,240.45,229.81,225.18,228.12,,,186.83,231.06,236.82,196.97,163.22,239.10,242.06,238.63,227.55,208.42,180.89,155.80,,,,,,,,,,,,,,243.86,247.39,252.45,262.00,235.82,,,,,,,,,,,,,,,249.65,242.89,291.59,,,,,,,,,,,
2003-02-24 22:15:37.262000,L7,350.33,356.19,362.05,284.31,295.81,309.38,,,,,381.31,376.22,340.85,412.81,350.03,364.36,311.65,442.42,420.82,408.15,446.55,478.39,467.24,449.81,342.78,445.07,436.66,467.81,398.65,420.83,422.36,343.77,411.32,444.26,408.56,398.39,373.56,418.95,410.70,397.96,408.49,361.43,429.71,517.54,282.43,276.86,521.85,431.31,438.91,455.53,457.78,447.07,450.26,457.05,264.98,253.40,258.09,257.31,263.88,270.14,263.07,253.05,259.39,258.41,265.02,255.50,241.52,227.55,229.27,247.80,221.09,238.87,290.78,286.97,287.38,281.70,274.98,248.18,251.28,252.99,236.23,229.41,240.31,235.39,234.06,233.29,246.17,237.89,258.81,272.64,520.08,507.01,517.68,488.45,517.83,316.96,325.25,311.86,321.83,498.89,427.23,475.76,498.45,492.87,,463.67,292.76,239.51,195.21,440.76,261.80,,348.32,346.05,357.06,365.40,364.74,362.51,330.92,248.64,204.76,528.37,491.20,489.87,484.94,485.63,495.06,517.45,494.83,486.77,486.09,373.52,378.94,377.25,367.38,,516.87,414.34,457.68,486.46,513.93,417.93,502.57,474.75,427.48,462.18,423.36,418.25,416.38,455.17,462.32,408.07,394.34,400.02,412.04,414.62,478.29,493.65,484.73,469.74,463.99,511.32,292.52,285.09,485.78,500.31,492.38,403.97,414.07,413.39,369.91,422.23,472.07,473.22,,,,333.70,347.93,360.94,367.69,,,,
2003-04-13 22:15:43.669000,L7,,,,,,,,,,,,,148.88,158.38,178.17,166.93,177.62,183.29,186.75,183.14,175.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.77,204.62,204.21,199.59,,,,,,,,,,153.69,156.73,189.92,179.01,191.71,187.20,196.70,,210.79,216.33,209.54,207.59,214.26,221.81,227.56,234.17,227.11,224.76,215.72,205.37,195.66,199.90,176.30,196.83,191.54,168.58,,,,,,,,,200.45,220.56,226.52,219.29,209.16,,,,251.41,250.09,235.08,,136.63,229.78,228.08,228.96,214.08,199.60,240.33,225.57,,,,234.11,232.34,221.56,224.73,181.40,149.38,196.89,230.24,251.53,213.18,237.00,231.22,245.55,241.48,216.50,266.21,256.62,266.94,254.86,264.94,244.14,222.45,,,,,,,,,226.06,230.68,251.44,234.74,265.10,271.44,,,,,201.56,207.47,236.21,220.09,197.02,171.11,176.87,155.75,,207.89,256.42,295.45,298.42,,,,,,,,271.44,,,
2003-05-15 22:15:40.676000,L7,,,,,,,,,,,,,,146.87,171.53,164.64,166.33,179.85,165.46,181.51,172.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.31,159.17,172.59,174.16,181.48,185.83,190.39,,211.53,209.38,203.50,198.15,218.58,221.92,239.45,226.66,232.68,221.51,218.43,206.15,194.68,205.58,169.73,171.80,,,,,,,,,,,,212.18,220.12,213.60,229.59,,,,,,,,,,,,,,,,,,,220.80,230.79,216.83,215.61,,,,,,,231.16,226.63,244.64,247.78,204.00,276.50,245.79,268.32,251.41,265.52,243.29,,,,,,,,231.88,218.67,228.98,236.49,235.84,222.57,251.50,252.28,,,,,,,,,,,,,,,248.67,282.09,227.44,,,,,,,,265.53,,,
2003-08-11 22:03:51.447000,L5,,,,,,,,,,,199.74,299.09,311.18,315.52,321.01,319.16,318.96,319.40,316.02,300.50,309.65,315.23,310.55,310.91,299.95,297.12,299.89,296.60,298.75,296.19,299.57,294.87,296.58,294.04,290.39,288.69,290.59,288.34,283.05,285.93,277.34,273.62,274.67,269.80,256.23,263.62,257.92,257.03,252.70,253.86,250.19,252.01,250.05,255.74,258.17,254.28,253.17,257.50,256.37,254.38,245.48,257.51,246.50,253.19,255.81,214.93,256.63,259.22,246.06,242.36,233.08,251.40,248.83,250.28,247.22,250.56,245.46,256.25,263.46,265.28,264.15,252.61,252.33,240.22,230.09,238.34,232.14,234.62,252.80,208.18,248.49,151.53,264.23,292.81,297.14,262.68,266.72,269.43,268.02,273.58,281.37,269.71,272.98,272.83,283.49,285.08,299.27,288.15,285.60,294.60,292.72,284.48,284.07,282.36,283.29,300.01,284.71,287.57,284.14,274.08,283.84,282.75,273.19,268.82,272.39,270.17,277.99,267.65,270.38,274.50,276.17,285.44,281.35,287.28,278.24,301.30,300.48,305.26,306.58,300.45,308.80,305.30,298.58,317.59,305.19,301.13,306.91,309.09,310.87,304.25,302.93,312.79,298.62,313.99,310.41,315.16,320.91,325.17,318.36,299.62,316.62,305.68,296.57,298.80,293.47,285.81,314.28,264.14,308.96,284.60,306.53,334.51,359.31,335.39,,,,,,,,518.26,,,
2003-10-14 22:04:51.425000,L5,249.92,249.76,240.61,,,240.18,239.81,230.41,231.55,238.02,306.93,318.54,333.21,333.66,329.15,331.72,329.04,331.69,330.07,329.06,327.03,330.03,320.53,321.68,316.84,317.63,312.53,315.01,311.16,319.32,310.92,311.08,306.53,311.09,308.79,312.87,308.23,303.10,301.29,298.69,293.34,286.63,289.23,289.27,296.25,282.96,273.75,284.35,284.84,316.73,287.76,279.76,278.51,270.29,270.18,275.50,274.44,276.87,276.66,279.11,281.00,274.62,289.04,290.00,303.24,285.75,303.41,316.06,327.93,325.08,332.47,368.02,336.01,357.33,348.62,338.33,336.24,337.84,322.73,311.78,296.33,310.94,300.56,301.34,304.21,295.05,285.36,294.37,289.52,290.37,304.44,309.29,305.95,309.92,338.15,337.28,350.32,352.35,364.00,355.79,361.30,351.68,348.18,352.22,345.09,359.91,373.57,372.95,378.74,386.82,387.21,385.56,360.02,363.14,367.97,364.69,372.49,373.28,370.12,374.57,388.25,380.95,369.66,381.66,391.35,381.81,362.92,345.97,342.08,337.58,339.26,346.10,348.43,348.85,353.59,356.92,356.10,354.84,345.18,353.46,345.15,341.76,339.74,334.44,326.86,330.02,331.09,329.84,331.29,330.77,343.32,347.52,362.90,363.78,376.67,352.90,385.41,378.46,367.83,369.82,371.97,375.54,359.11,352.59,351.71,349.95,353.87,356.35,363.65,370.34,375.20,500.70,,,247.38,218.00,250.99,233.45,205.72,314.96,313.95,,,,
2004-04-23 22:06:53.682000,L5,,,,,,,,,,,,171.36,173.52,179.76,193.98,183.95,191.31,204.45,203.37,196.84,187.97,,,,,,,,,,,169.53,180.25,182.29,181.66,183.15,166.73,168.45,177.81,171.13,169.39,163.50,161.53,153.97,229.86,,,,,,,,,,,,,,,,149.10,154.26,161.05,161.93,171.38,169.25,193.12,193.06,207.67,204.85,213.96,198.98,224.79,227.03,223.69,212.28,202.81,150.95,,225.78,215.26,214.86,205.56,222.14,219.33,224.15,202.89,208.86,,,,,,,,,,148.66,215.88,227.41,240.02,231.64,227.09,,,,,,,,231.93,256.09,244.14,250.32,227.51,227.71,257.94,229.02,156.87,218.29,194.62,251.83,240.14,239.51,240.66,232.81,184.53,221.91,250.49,252.06,231.73,249.82,243.16,250.30,245.07,218.92,271.73,237.27,202.45,255.01,270.06,250.85,239.00,249.09,249.26,207.36,258.44,262.61,271.62,249.56,148.53,213.17,238.69,271.05,218.45,282.97,285.84,214.58,265.58,258.77,275.97,243.35,228.39,256.06,248.25,239.41,214.64,220.43,247.39,206.72,253.95,267.55,314.00,308.97,,,,,,,,276.08,,,
2004-07-12 22:09:13.408000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.11,204.81,192.06,143.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.20,217.93,257.05,243.09,,,,,,,,,,,,,,209.36,252.78,258.49,294.58,,,,,,,,,,,
2004-08-29 22:10:22.051000,L5,,,,,,,,,,,198.68,251.15,282.58,309.73,339.16,336.42,322.55,328.37,329.74,326.40,322.30,323.79,316.34,318.44,312.34,310.99,313.57,310.26,305.97,300.78,305.47,299.82,299.20,298.92,297.43,296.57,298.36,295.69,294.98,286.34,281.96,273.08,274.92,273.41,267.98,264.13,267.38,260.18,257.33,256.76,257.54,255.66,255.35,254.84,258.52,252.74,253.08,252.56,254.09,252.99,255.63,257.08,262.43,262.81,267.78,272.72,274.25,269.20,273.64,269.31,242.57,242.03,268.90,275.73,272.77,274.97,249.54,261.86,265.95,271.60,265.05,257.35,252.59,244.64,240.77,242.70,248.92,252.12,267.03,227.45,250.43,179.17,267.95,302.23,300.43,282.72,280.63,290.20,276.64,294.42,288.05,284.86,288.06,306.16,304.05,295.73,308.13,305.36,300.72,327.35,314.01,302.42,294.82,294.21,290.94,300.60,293.96,305.16,298.20,344.88,306.76,293.26,279.81,284.73,293.29,289.30,283.47,282.30,303.45,280.14,288.39,293.84,296.33,287.44,296.29,338.72,305.29,311.61,304.63,308.18,311.88,318.75,294.24,321.03,312.00,313.95,321.57,313.66,323.42,309.57,313.51,316.11,312.69,323.96,326.21,325.05,324.85,340.12,317.71,317.58,315.62,318.79,309.04,302.19,302.21,290.29,288.89,298.43,278.76,311.23,305.52,339.80,459.04,484.65,,,,147.58,153.47,154.67,183.31,512.17,,,
2004-11-01 22:11:49.961000,L5,,,,,,,,,,,201.61,210.44,244.83,293.46,319.94,329.63,319.61,322.92,326.13,321.03,313.25,318.31,311.10,309.34,306.23,306.30,303.85,299.63,299.50,295.70,299.56,297.03,296.27,296.61,293.73,299.11,298.70,290.20,288.94,284.12,278.77,271.78,272.31,268.48,267.00,261.62,262.53,258.38,258.15,256.63,257.92,257.14,254.73,254.27,251.05,248.93,250.05,244.97,249.72,248.40,250.63,248.42,255.93,254.46,255.93,260.52,259.96,258.19,264.42,264.77,244.16,241.65,270.46,276.06,273.94,274.15,267.93,264.28,266.34,268.52,264.40,263.24,255.63,256.63,256.08,253.87,257.77,256.38,268.16,239.47,220.44,168.60,242.03,287.17,301.56,303.52,302.33,308.85,304.07,309.24,304.48,304.90,305.04,311.72,317.79,313.84,311.72,321.84,322.04,326.47,323.73,321.59,328.19,334.29,336.41,349.70,349.77,352.58,345.98,348.79,335.54,334.24,336.91,335.42,331.49,329.43,327.21,319.78,317.88,320.18,322.29,321.44,329.16,333.93,335.64,345.26,342.94,342.78,336.53,343.22,339.14,334.32,330.05,322.09,320.24,320.29,323.83,323.53,325.67,321.60,323.49,332.29,331.39,337.71,338.72,337.74,330.85,354.71,338.92,350.72,352.64,344.48,341.92,342.70,337.48,334.37,337.39,344.85,347.59,347.12,366.71,,,,,,,147.03,155.32,174.66,186.03,,,,
2005-05-12 22:14:14.883000,L5,,,,,,,,,,,191.00,220.25,226.83,294.76,315.25,326.48,321.41,322.87,320.90,319.04,322.96,316.92,309.06,311.94,304.47,306.79,313.75,303.91,300.94,305.62,299.07,299.32,295.46,294.98,317.19,436.72,459.00,460.19,345.06,285.18,289.45,270.14,266.82,263.26,261.85,256.21,250.19,259.81,262.86,268.75,280.48,309.41,337.34,360.34,437.35,455.13,458.67,254.52,273.23,311.30,307.00,321.58,330.91,338.07,327.67,331.58,337.77,334.83,330.22,346.30,370.95,382.30,451.70,514.48,,,,,,,,,,457.07,372.36,253.36,247.97,251.21,252.89,249.71,259.55,259.30,341.06,353.06,323.32,315.48,304.27,313.20,320.30,292.11,301.20,293.72,294.25,304.10,322.74,334.85,332.98,338.30,322.78,350.84,353.88,330.59,317.81,332.47,344.19,334.24,381.59,395.27,472.32,430.59,419.78,435.66,438.84,453.20,411.42,331.30,311.47,342.33,350.66,345.21,358.94,371.99,338.35,336.09,324.07,339.01,336.88,326.41,323.66,321.48,321.13,331.97,321.84,384.10,343.27,457.59,,,,,472.41,507.46,477.90,387.58,338.63,367.38,335.48,348.95,332.09,339.55,350.52,339.69,333.83,340.44,326.84,333.49,330.99,342.06,337.71,330.76,339.45,396.24,428.79,520.12,,,,,,160.09,187.87,499.68,,,
2005-06-13 22:14:31.246000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.83,228.33,217.45,207.80,212.93,193.44,214.44,165.30,157.99,,,,,,,,,,,,,,,,,,,,,,,217.16,243.55,242.42,232.01,224.43,191.26,255.12,220.38,,,,241.55,235.68,215.37,230.08,218.56,181.88,,223.22,240.09,205.54,242.15,240.49,,,,,,144.00,255.70,259.20,251.32,234.10,250.20,260.65,221.52,246.58,267.67,268.01,255.48,259.99,259.42,257.91,263.09,247.04,268.74,283.17,212.62,145.63,262.57,261.47,225.44,224.85,259.46,237.66,221.35,169.50,178.15,166.34,197.27,231.66,190.16,206.96,236.08,,,,,,,,184.66,,,
2005-07-15 22:14:43.392000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.44,178.30,172.34,177.39,148.33,,,,,223.17,218.29,203.32,150.92,200.76,198.73,208.29,,,,,,,,,,,,,,,,,,,,,,,,,230.61,252.79,239.03,236.70,214.89,208.37,,,,,162.13,236.60,236.15,216.55,207.46,193.25,178.92,,,,,244.76,234.51,245.30,224.40,189.05,199.82,153.15,,,,241.76,244.16,245.31,244.53,215.13,249.38,245.58,257.70,254.35,164.63,257.09,241.72,258.68,248.77,259.78,279.16,,,259.41,251.79,240.41,207.79,251.79,231.19,212.56,169.29,190.57,167.52,,,254.32,286.63,300.66,,,,,,,,263.44,,,
2005-07-31 22:14:53.418000,L5,,,,,,,,,,,261.06,216.17,227.90,274.16,305.66,314.50,335.53,294.32,318.78,300.90,316.33,311.01,293.12,296.92,288.35,295.80,297.35,286.46,290.30,288.90,291.71,286.40,275.01,258.09,274.57,277.30,270.65,268.10,257.59,258.39,256.05,262.79,252.12,248.04,247.87,236.17,235.15,232.11,235.71,235.83,236.33,242.15,227.25,229.61,233.16,222.41,241.73,237.23,223.35,223.75,220.51,233.03,220.56,234.07,217.04,247.79,250.62,243.56,241.90,247.25,238.69,218.40,227.14,227.84,242.52,230.62,232.30,242.50,237.42,235.33,237.70,217.29,204.60,214.38,216.68,212.50,225.06,174.57,142.38,,,,222.15,268.11,262.34,260.80,252.65,254.18,264.70,266.13,261.03,260.08,255.69,257.97,272.01,273.38,285.05,282.03,281.53,283.53,279.37,272.80,266.58,276.68,276.67,284.58,281.55,273.43,262.36,257.51,282.03,271.08,264.44,260.68,265.19,266.30,271.63,248.96,266.81,270.35,253.96,270.32,262.14,275.19,257.75,281.82,285.42,274.61,273.47,285.80,280.21,275.42,251.57,293.17,293.92,294.75,278.08,272.00,295.50,286.07,289.71,290.36,285.79,299.00,307.48,308.81,298.99,327.11,293.37,295.05,298.77,273.08,279.86,275.63,286.14,275.38,272.15,255.18,280.68,262.40,281.92,339.02,362.84,332.40,165.75,203.06,197.57,257.72,199.89,287.89,239.38,353.14,196.34,186.26,216.49
2005-08-16 22:15:00.645000,L5,,,,,,,,,,,190.40,204.40,212.59,276.11,309.05,317.76,315.97,315.51,319.70,311.68,312.03,311.23,307.97,301.04,301.13,305.28,300.44,295.75,299.95,291.38,294.21,295.09,291.38,287.14,285.57,286.31,282.22,279.32,279.90,272.76,265.79,260.86,260.49,253.39,252.81,250.25,248.02,242.65,249.69,245.21,245.62,238.95,238.40,239.00,237.01,233.65,239.92,238.67,242.75,238.41,242.00,245.42,241.66,254.65,246.13,253.09,255.16,252.80,248.27,246.75,229.70,218.94,243.69,246.80,250.97,244.20,242.49,256.31,255.83,243.37,244.53,249.22,242.60,232.90,233.84,230.87,231.19,238.48,247.29,205.66,212.47,138.52,257.89,288.38,275.43,276.95,267.40,274.43,261.61,272.02,270.38,264.36,271.66,275.77,273.29,285.65,291.51,293.66,286.62,297.52,290.68,290.85,286.50,283.34,273.39,295.47,285.13,289.59,281.29,309.93,279.07,277.09,270.05,267.03,270.16,273.63,262.43,263.63,267.87,273.22,277.78,274.28,273.37,279.53,284.95,303.51,298.45,300.01,295.06,292.99,292.91,306.68,277.05,309.19,305.96,298.35,296.19,307.72,307.02,302.90,303.69,301.82,300.05,310.17,314.50,315.98,315.02,329.54,309.76,299.59,306.55,301.94,307.35,287.02,279.87,279.98,291.09,295.58,285.20,279.25,297.08,334.18,439.34,345.93,,,,,,,173.35,473.30,,,
