dates,satname,nzd0476-0000,nzd0476-0001,nzd0476-0002,nzd0476-0003,nzd0476-0004,nzd0476-0005,nzd0476-0006,nzd0476-0007,nzd0476-0008,nzd0476-0009,nzd0476-0012,nzd0476-0011,nzd0476-0010
1999-10-13 22:07:12.582000,L7,,196.48,306.37,289.48,293.73,315.08,311.09,317.47,314.65,153.47,245.75,,
1999-11-30 22:06:59.059000,L7,255.29,311.96,323.59,272.07,299.08,296.78,303.19,335.81,302.69,191.51,258.85,,
1999-12-16 22:07:09.748000,L7,292.39,307.46,292.14,269.86,284.94,301.92,315.17,317.31,321.96,204.78,255.25,,
2000-05-08 22:06:20.956000,L7,234.48,277.43,284.44,283.84,289.58,300.77,292.25,303.62,237.03,,,,
2000-06-25 22:05:55.844000,L7,,,,260.90,273.46,266.89,209.23,245.37,262.34,,204.55,,
2000-07-27 22:05:24.302000,L7,,268.94,260.73,272.42,281.57,282.45,294.59,248.28,283.95,,,,
2000-08-03 22:11:31.842000,L7,,280.74,298.10,286.61,296.93,307.10,280.28,,,,,,
2000-08-12 22:05:17.927000,L7,285.31,303.63,317.91,167.54,198.10,180.71,321.55,309.46,312.90,160.69,273.70,156.58,
2000-09-20 22:10:50.972000,L7,280.16,274.53,247.26,229.81,275.47,286.20,285.33,179.76,275.84,,203.56,,
2000-12-18 22:04:37.758000,L7,303.63,310.92,327.38,327.96,332.46,332.13,335.87,341.48,351.14,354.87,274.19,,
2001-01-03 22:04:36.218000,L7,281.26,298.91,244.20,230.52,287.24,327.08,328.90,312.22,305.60,172.55,270.82,,
2001-01-03 22:05:00.181000,L7,,,,,,326.44,300.80,303.14,301.43,174.40,267.68,,
2001-02-20 22:04:36.568000,L7,260.38,193.38,,,,219.02,267.97,,,,,,
2001-04-09 22:04:17.927000,L7,312.55,309.81,315.34,289.98,290.17,315.58,320.74,325.72,295.88,251.22,192.09,,
2001-04-09 22:04:41.882000,L7,314.37,311.76,318.16,286.71,289.23,320.51,307.01,322.51,296.47,255.07,193.43,,
2001-11-03 22:02:34.745000,L7,264.18,289.34,303.32,277.79,286.44,300.65,289.49,305.77,297.96,,204.61,,
2002-03-11 22:03:07.402000,L7,280.13,276.51,246.05,279.27,195.68,288.49,297.04,299.50,288.96,,150.57,,
2002-04-12 22:03:01.345000,L7,297.27,292.01,299.57,275.08,209.68,171.09,231.29,306.81,301.31,172.10,186.45,,
2002-04-12 22:03:25.302000,L7,279.74,196.05,,,,,,,,,,,
2002-05-14 22:02:55.455000,L7,198.68,,,,,,216.35,239.08,,,,,
2002-11-22 22:02:21.568000,L7,317.38,315.63,321.67,277.84,325.27,331.30,326.97,329.18,334.34,341.72,,,
2002-12-08 22:02:27.564000,L7,278.14,242.13,,142.18,263.28,251.35,289.12,,,,,,
2002-12-24 22:02:33.044000,L7,,,,239.74,226.66,267.69,245.99,210.47,222.01,,,,
2003-08-13 21:51:08.818000,L5,,,293.64,288.86,292.45,291.40,297.86,296.26,298.92,,,,
2003-08-29 21:51:26.098000,L5,,172.59,290.00,282.41,293.63,306.49,309.56,,,,,,
2003-09-14 21:51:42.461000,L5,321.10,323.85,331.80,331.78,333.91,338.55,340.08,338.42,342.56,333.21,,,325.06
2003-10-16 21:52:08.058000,L5,327.29,329.92,330.48,329.34,338.77,353.35,354.72,354.05,358.76,350.79,318.73,351.67,352.90
2003-11-17 21:52:33.290000,L5,321.16,323.54,328.39,327.85,328.96,338.18,336.61,344.10,357.27,356.60,321.57,331.86,240.14
2004-04-25 21:54:11.287000,L5,,,170.16,278.73,267.21,292.91,290.06,287.06,275.20,,,,
2004-05-27 21:55:06.972000,L5,,,284.75,282.87,287.02,285.00,206.25,190.60,265.38,,,,
2004-06-28 21:56:04.477000,L5,266.81,285.64,299.33,303.74,305.78,311.05,308.63,317.81,309.78,142.96,,,
2004-07-30 21:56:51.838000,L5,282.43,293.24,301.55,301.95,311.71,312.15,312.33,318.93,309.03,162.06,,,
2004-08-15 21:57:13.549000,L5,,276.29,288.04,287.38,296.94,293.71,291.57,304.15,,,203.53,,
2004-10-18 21:58:47.729000,L5,323.43,329.76,332.78,329.30,337.06,343.18,342.70,344.33,334.86,320.73,,,305.64
2005-03-11 22:01:07.710000,L5,289.12,285.05,293.66,283.67,296.19,305.99,306.13,299.44,300.08,167.77,,,
2005-04-12 22:01:18.889000,L5,334.90,339.50,345.49,354.12,347.61,355.86,353.53,350.79,354.06,354.95,,365.66,248.88
2005-04-19 22:07:31.266000,L5,,218.13,295.95,284.34,294.34,307.10,,,,,,,
2005-05-05 22:07:37.767000,L5,,,292.59,282.47,291.95,303.13,302.85,,,,,,
2005-06-22 22:07:59.036000,L5,,,298.64,283.31,293.33,304.14,302.99,,,,,,
2005-07-08 22:08:03.465000,L5,,,,,374.98,368.61,373.01,375.37,364.81,375.63,,343.47,378.43
2005-10-05 22:02:17.195000,L5,326.05,320.06,324.40,317.31,326.97,333.15,332.56,330.80,334.31,332.34,,,313.55
2005-11-06 22:02:22.875000,L5,320.97,321.73,330.15,328.55,334.96,343.48,342.66,334.55,325.30,317.61,,,
2006-02-26 22:04:59.098000,L5,286.99,266.27,286.84,273.26,288.38,305.80,310.79,302.28,304.69,179.62,,,
2006-03-05 22:11:18.784000,L5,,,,,,283.03,288.70,281.69,286.65,168.97,,,
2006-07-04 22:07:05.212000,L5,,,,236.34,294.98,283.57,294.86,212.21,245.79,,,,
2006-07-27 22:13:34.900000,L5,,,295.50,282.31,296.66,301.40,470.65,,,,,,
2006-08-21 22:07:43.467000,L5,338.81,336.50,347.91,361.75,367.03,375.35,355.74,355.46,370.95,386.71,365.51,393.60,376.30
2006-08-28 22:13:59.628000,L5,283.32,294.65,298.67,,,,,,,,,,
2006-10-24 22:08:26.357000,L5,,263.05,297.89,290.23,292.59,303.78,300.60,311.71,299.26,,,,
2006-12-11 22:08:52.184000,L5,288.30,291.64,303.28,296.73,302.82,308.42,311.15,312.92,314.02,190.78,,,
2007-02-13 22:09:11.063000,L5,330.78,331.20,340.41,336.93,342.90,348.52,340.02,340.01,346.82,343.29,,343.36,358.25
2007-09-09 22:07:21.190000,L5,333.19,335.33,337.24,335.11,346.73,351.07,352.53,351.03,358.13,356.70,,,365.08
2007-09-16 22:13:28.554000,L5,314.16,323.01,328.14,323.66,331.58,338.10,339.32,323.52,322.62,314.45,,,
2008-02-16 22:04:45.714000,L5,320.35,326.15,338.27,341.72,344.31,342.06,349.66,349.53,349.99,348.44,,,344.94
2008-10-29 21:57:48.288000,L5,308.65,307.92,316.13,304.11,308.55,306.21,311.19,310.88,300.01,194.42,,,
2008-11-14 21:57:28.308000,L5,293.83,292.57,300.75,286.37,294.42,305.34,306.26,297.92,288.56,161.32,162.06,,
2008-11-14 21:57:52.281000,L5,297.82,296.68,303.74,290.40,300.66,308.97,309.02,303.47,293.74,178.61,,,
2009-01-01 21:58:55.309000,L5,325.15,331.56,339.08,337.43,344.07,356.05,353.28,358.53,354.05,350.74,346.77,340.46,348.69
2009-01-17 21:59:20.568000,L5,297.70,294.96,304.52,297.52,305.80,308.51,309.18,314.44,309.13,210.76,,,
2010-12-22 22:04:05.307000,L5,,,236.48,267.43,304.65,289.49,276.39,,,,,,
2011-02-08 22:04:11.186000,L5,339.10,351.01,361.24,361.15,360.28,368.86,374.81,363.16,357.62,354.35,350.74,337.45,351.08
2011-03-12 22:04:07.249000,L5,296.98,288.34,298.10,293.35,296.42,301.78,302.43,303.84,296.46,172.88,,,
2011-03-28 22:04:02.070000,L5,274.54,272.70,291.00,282.90,278.00,283.28,285.31,280.05,279.22,,,,
2013-05-11 22:22:18.973000,L8,269.02,268.48,288.24,274.78,286.82,282.36,288.58,282.76,277.61,,,,
2013-06-05 22:16:15.001000,L8,,,277.23,268.91,248.17,271.49,280.30,,,,,,
2013-06-28 22:22:20.943000,L8,,,279.68,267.26,,,,,,,,,
2013-07-07 22:16:11.966000,L8,240.86,265.88,283.91,272.11,279.32,277.09,286.99,285.54,274.32,,221.60,,
2013-07-07 22:16:35.929000,L8,243.43,266.64,284.64,272.52,280.07,278.26,287.77,286.95,275.70,,222.95,149.53,
2013-07-23 22:16:10.674000,L8,239.00,270.14,285.27,272.90,281.78,277.87,284.86,281.13,,,,,
2013-07-23 22:16:34.633000,L8,232.45,267.34,282.71,271.22,279.20,167.36,281.86,277.52,,,,,
2013-08-31 22:22:26.282000,L8,278.28,272.65,281.70,271.57,279.21,280.60,285.63,281.70,280.19,,,,
2013-09-25 22:16:04.975000,L8,279.35,270.03,278.06,266.10,213.96,243.23,278.06,279.77,,,166.71,,
2013-09-25 22:16:28.938000,L8,281.33,272.19,280.14,270.65,256.22,273.08,281.66,282.18,278.84,143.78,,,
2013-10-11 22:16:05.328000,L8,281.64,277.17,277.20,255.10,275.14,275.52,283.25,283.34,280.36,153.83,,,
2013-10-11 22:16:29.291000,L8,289.00,286.28,286.31,273.70,285.66,285.96,291.62,292.97,289.41,175.27,,,
2013-10-27 22:15:55.590000,L8,312.65,311.72,315.18,305.76,310.87,316.06,346.48,336.36,342.25,351.72,,353.74,357.59
2013-10-27 22:16:19.549000,L8,312.46,311.88,315.30,305.79,311.14,316.23,346.60,336.40,342.46,351.85,,353.91,357.70
2013-11-19 22:22:01.448000,L8,307.19,306.87,312.58,303.31,311.36,314.20,315.92,317.85,314.82,300.60,,,
2013-12-30 22:15:37.096000,L8,326.19,325.82,326.28,323.03,324.60,328.69,326.62,331.76,335.64,339.99,,,358.00
2013-12-30 22:16:01.055000,L8,324.18,322.44,324.23,320.91,322.94,327.19,325.04,330.38,334.07,337.47,,,
2014-01-22 22:21:31.494000,L8,318.58,311.98,316.82,314.19,311.53,320.87,317.23,322.31,324.61,328.01,,,344.28
2014-02-23 22:21:08.076000,L8,329.69,328.85,335.05,338.58,346.90,373.15,365.76,357.32,377.16,372.89,329.85,300.62,232.83
2014-03-11 22:20:55.957000,L8,224.87,218.66,280.80,269.06,267.11,286.78,277.82,,,,,,
2014-03-20 22:14:37.534000,L8,257.12,263.40,281.26,275.26,242.72,284.40,271.55,279.15,265.76,146.65,,,
2014-03-20 22:15:01.497000,L8,262.02,266.41,283.04,277.93,269.09,287.19,278.96,280.76,271.90,151.36,,,
2014-03-27 22:20:37.696000,L8,269.54,266.04,281.95,273.07,226.97,162.40,148.50,,,,,,
2014-05-30 22:19:58.900000,L8,,,277.40,265.60,226.49,228.44,,,,,206.89,,
2014-07-01 22:20:10.138000,L8,,,264.60,250.48,182.40,,,,,,,,
2014-08-11 22:14:15.733000,L8,212.81,211.57,278.90,263.42,234.81,231.67,236.10,279.39,280.66,,,,
2014-08-11 22:14:39.696000,L8,211.73,211.45,137.06,263.46,232.78,229.97,231.85,278.57,280.39,,,,
2014-09-03 22:20:30.612000,L8,345.43,346.36,345.41,344.98,351.04,358.32,364.44,360.45,359.07,371.70,366.75,326.80,254.24
2014-09-19 22:20:30.514000,L8,297.99,302.43,311.60,307.30,310.11,313.10,313.95,314.75,311.14,315.11,274.04,171.50,318.07
2014-09-28 22:14:20.662000,L8,364.43,351.64,348.02,347.38,350.97,353.00,355.54,349.85,346.15,356.99,369.74,310.00,251.53
2014-09-28 22:14:44.621000,L8,373.05,356.84,352.19,350.72,354.41,356.31,358.61,351.52,349.46,358.21,370.90,308.12,248.98
2014-10-21 22:20:37.449000,L8,202.79,216.40,297.25,290.02,293.99,301.09,303.73,304.01,301.54,216.67,,,
2014-11-06 22:20:37.163000,L8,,204.71,286.85,281.04,286.83,295.10,293.62,294.75,290.38,175.86,,,
2014-11-22 22:20:33.645000,L8,452.69,365.07,370.70,366.60,371.40,367.71,363.23,360.09,358.61,367.89,295.27,285.29,362.24
2014-12-01 22:14:24.062000,L8,307.62,303.69,315.44,314.11,316.90,321.17,320.07,314.75,316.02,321.72,,,312.20
2014-12-24 22:20:29.754000,L8,333.50,336.49,339.71,344.30,339.44,347.50,343.88,340.73,340.90,350.05,348.30,202.15,355.90
2015-01-02 22:14:14.716000,L8,342.00,336.37,343.95,347.11,344.36,343.46,341.48,335.18,339.45,340.39,306.10,314.19,261.93
2015-01-18 22:14:12.454000,L8,290.46,285.53,282.33,288.46,290.37,294.31,295.77,296.79,290.40,235.22,,,
2015-02-10 22:20:14.711000,L8,285.70,278.00,267.77,267.11,228.65,170.63,274.10,234.30,243.52,,153.46,,
2015-02-19 22:14:01.458000,L8,303.05,290.04,289.36,288.77,291.66,298.05,295.65,298.02,292.64,286.23,218.29,,
2015-02-26 22:20:10.708000,L8,279.87,273.90,267.65,249.02,217.97,173.26,280.21,239.26,253.60,,,,
2015-03-14 22:19:59.243000,L8,284.94,281.85,279.34,276.27,275.62,280.21,282.83,284.91,280.98,152.98,,,
2015-04-15 22:19:46.550000,L8,275.58,278.32,272.37,266.91,213.18,256.82,204.71,239.62,258.41,,,,
2015-04-24 22:13:32.133000,L8,267.40,270.97,240.48,259.26,196.46,,,,,,,,
2015-05-01 22:19:36.381000,L8,,,270.24,270.58,216.73,137.41,232.14,281.01,269.36,,,,
2015-06-11 22:13:52.284000,L8,,250.58,275.70,278.99,282.66,272.62,288.27,290.91,286.19,,,,
