dates,satname,nzd0084-0000,nzd0084-0001,nzd0084-0002,nzd0084-0003
1999-09-27 22:04:48.949000,L7,324.35,288.73,291.04,241.68
1999-11-14 22:04:42.286000,L7,292.67,287.43,280.48,243.67
2000-01-01 22:04:37.439000,L7,293.26,301.05,284.01,244.15
2000-01-17 22:04:35.821000,L7,329.43,303.17,284.91,240.84
2000-02-18 22:04:29.218000,L7,290.24,283.98,276.91,237.80
2000-10-15 22:01:56.204000,L7,284.92,276.16,264.54,234.70
2001-01-03 22:02:12.432000,L7,284.58,273.96,264.98,
2001-03-24 22:01:59.719000,L7,282.11,262.33,241.18,
2001-08-15 22:00:38.680000,L7,295.52,296.51,286.86,371.20
2001-10-02 22:00:04.650000,L7,280.10,267.84,259.69,
2001-11-03 22:00:10.954000,L7,343.60,327.70,333.65,352.61
2002-01-06 22:00:31.992000,L7,282.03,280.19,271.04,189.89
2002-01-22 22:00:40.906000,L7,290.59,281.93,275.15,
2002-02-23 22:00:43.620000,L7,291.18,281.01,204.49,
2002-06-15 22:00:19.658000,L7,306.06,296.14,304.50,252.58
2002-07-01 22:00:15.186000,L7,301.23,292.57,289.41,237.32
2002-07-17 22:00:08.747000,L7,281.71,250.12,256.53,
2002-08-02 22:00:01.321000,L7,263.30,253.94,,
2002-08-18 21:59:57.690000,L7,338.01,286.22,294.85,229.49
2002-09-19 21:59:35.083000,L7,293.24,281.68,266.52,194.66
2002-12-24 22:00:09.147000,L7,287.34,277.92,271.79,203.68
2003-01-25 22:00:18.779000,L7,293.03,291.28,285.61,237.64
2003-09-14 21:49:18.766000,L5,267.69,250.09,225.86,
2004-07-30 21:54:28.143000,L5,277.19,266.78,254.29,188.56
2004-09-16 21:55:41.721000,L5,327.64,311.29,312.51,313.28
2004-11-03 21:56:42.977000,L5,262.87,246.45,225.36,
2004-11-19 21:56:55.269000,L5,317.95,301.13,296.78,270.98
2005-02-23 21:58:31.621000,L5,277.83,263.43,246.71,189.66
2005-03-11 21:58:44.158000,L5,276.74,261.23,252.80,
2005-03-27 21:58:51.619000,L5,337.34,316.05,310.19,314.30
2005-04-12 21:58:55.193000,L5,328.03,307.97,306.98,309.19
2005-05-30 21:59:15.499000,L5,273.08,264.41,258.85,
2005-07-17 21:59:35.576000,L5,279.51,261.72,,
2005-09-03 21:59:56.285000,L5,256.81,257.23,244.57,
2006-04-15 22:03:30.798000,L5,314.09,290.84,287.66,238.87
2006-05-17 22:03:57.969000,L5,328.88,311.01,311.88,302.30
2006-07-04 22:04:41.660000,L5,278.25,262.90,259.02,185.31
2006-10-24 22:06:02.805000,L5,264.26,259.65,248.67,194.69
