dates,satname,nzd0179-0000,nzd0179-0001,nzd0179-0002,nzd0179-0003,nzd0179-0004,nzd0179-0005,nzd0179-0006,nzd0179-0007,nzd0179-0008,nzd0179-0009,nzd0179-0010,nzd0179-0011,nzd0179-0012,nzd0179-0013,nzd0179-0014,nzd0179-0015,nzd0179-0016,nzd0179-0017,nzd0179-0018,nzd0179-0019,nzd0179-0020,nzd0179-0024,nzd0179-0025,nzd0179-0026,nzd0179-0027,nzd0179-0028,nzd0179-0021,nzd0179-0022,nzd0179-0023,nzd0179-0029
1999-09-20 21:58:32.521000,L7,325.65,320.27,318.29,317.83,322.81,365.60,364.05,336.95,279.72,328.45,311.15,242.21,239.34,259.66,331.04,354.62,350.25,344.83,341.72,349.24,291.32,213.65,392.37,409.82,340.72,223.85,,,,
1999-10-22 21:58:28.758000,L7,,,,,,,,,,,173.13,270.15,242.03,266.69,263.07,272.83,276.02,252.79,,255.97,248.27,232.89,278.23,285.37,,,271.02,,279.36,
1999-12-09 21:58:33.708000,L7,,,252.34,260.66,274.70,282.76,284.15,285.15,285.48,286.00,289.50,281.21,273.40,274.85,276.28,286.33,223.81,275.38,185.15,283.43,263.50,298.84,291.15,292.61,301.80,289.62,286.85,268.93,288.55,312.29
1999-12-09 21:58:57.676000,L7,,,251.12,259.19,274.95,283.33,283.95,284.98,189.74,246.49,289.81,280.92,273.06,276.16,275.51,285.78,212.42,271.58,226.73,278.99,262.13,298.11,288.73,290.26,300.79,285.21,283.72,265.75,287.56,310.04
2000-02-27 21:58:16.566000,L7,,,,269.83,444.92,492.36,462.55,427.72,347.04,390.84,365.82,340.43,345.41,267.87,277.25,290.35,290.92,297.67,304.12,292.35,292.62,298.51,294.01,298.29,308.25,306.69,299.86,293.19,294.33,315.21
2000-02-27 21:58:40.521000,L7,,,,287.80,445.19,492.38,462.14,428.46,423.57,390.39,364.73,266.41,345.30,268.93,277.34,290.28,290.79,299.19,304.77,292.57,293.71,298.77,294.00,298.62,308.28,306.61,300.23,294.01,294.43,314.83
2000-03-14 21:58:11.336000,L7,,,,,,,249.12,222.64,253.23,252.51,,,,269.04,258.29,285.95,193.23,252.35,,,,273.73,281.83,293.34,187.35,,,,279.88,314.67
2000-03-14 21:58:35.291000,L7,,,,,,,,,,,,,,267.50,257.17,,,,,,,,,,,,,,,312.19
2000-03-30 21:58:09.573000,L7,,,,,,,,,,,,,,,,,,,,209.36,240.93,295.41,275.24,291.78,,,263.48,266.37,,280.64
2000-03-30 21:58:33.541000,L7,,,,,,,,,,,,,,,,,,,,211.47,241.70,295.81,276.62,291.79,,,266.34,175.82,276.37,312.07
2000-08-05 21:56:44.750000,L7,209.79,237.10,250.76,258.13,268.55,273.30,277.42,273.32,276.50,278.00,278.15,274.73,272.13,266.76,265.32,278.68,278.28,270.79,250.62,279.50,278.75,282.79,276.32,283.68,196.42,,281.84,278.78,211.07,
2000-08-05 21:57:08.715000,L7,207.38,234.24,246.48,255.00,265.98,270.20,275.74,272.75,270.32,277.13,277.26,272.29,270.35,265.24,263.30,276.68,276.22,266.75,248.97,275.09,260.50,279.92,267.88,224.43,,,277.39,273.82,207.60,
2001-01-12 21:56:06.772000,L7,226.11,239.59,262.85,269.61,279.42,287.02,286.26,288.23,288.62,294.86,291.25,284.63,280.23,278.92,278.68,287.07,285.86,291.06,288.13,288.69,280.52,360.67,361.91,318.89,300.75,304.73,296.28,285.08,310.73,320.59
2001-01-12 21:56:30.696000,L7,221.97,240.29,263.31,269.98,279.68,286.73,286.46,289.26,289.10,293.96,291.99,284.93,281.34,279.28,279.16,287.83,290.53,292.14,290.90,290.44,282.58,364.58,363.80,320.51,302.93,306.45,297.30,285.93,278.36,321.10
2001-03-01 21:55:57.624000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.80
2001-06-05 21:55:16.607000,L7,,,,,,,237.74,,,281.39,273.52,,,,256.29,272.53,,,,202.40,253.49,,,,,299.13,269.06,,,310.11
2001-06-05 21:55:40.577000,L7,,,250.99,199.54,,,284.52,277.09,283.39,287.23,275.71,210.98,270.70,267.06,259.15,275.97,235.41,250.17,245.54,251.96,255.44,,258.34,256.39,,303.83,273.05,,,312.10
2001-06-21 21:55:05.323000,L7,,,254.56,264.40,269.99,276.63,283.66,273.84,282.10,289.98,280.32,276.40,271.41,271.06,263.88,286.53,235.44,265.56,289.93,284.29,286.08,,,299.55,300.46,301.29,287.17,284.17,276.59,309.61
2001-09-09 21:54:12.928000,L7,,,248.54,252.39,265.53,274.88,275.69,275.49,228.63,237.94,246.63,237.52,234.33,213.42,169.76,239.33,276.39,275.87,241.65,277.96,260.36,194.08,,225.52,264.85,234.53,280.64,265.65,257.95,256.33
2001-09-09 21:54:36.880000,L7,,,247.80,234.53,227.18,230.01,232.89,271.54,279.08,271.65,279.30,273.61,270.46,269.00,263.57,,222.10,209.51,230.30,281.16,257.41,224.90,,,,211.55,278.63,268.94,269.64,230.25
2001-09-25 21:54:28.694000,L7,216.06,237.46,255.92,263.26,274.36,280.55,285.51,279.59,283.26,284.69,280.29,278.33,272.24,272.15,272.09,287.24,283.97,295.86,297.63,292.01,296.14,284.41,221.07,,,195.37,302.04,291.66,289.18,244.48
2001-10-11 21:54:09.862000,L7,,,,,,,,,,,,,258.71,267.29,263.86,,,,,205.97,245.23,,,,,,279.25,266.23,,308.28
2001-12-30 21:54:13.275000,L7,391.97,489.35,556.23,525.90,381.34,305.57,292.88,292.67,294.20,298.48,300.05,380.69,504.70,540.63,285.87,309.93,292.67,,227.56,297.88,305.50,306.33,316.03,312.86,316.13,439.65,308.16,297.77,305.01,406.15
2001-12-30 21:54:37.254000,L7,,,,520.90,390.67,288.64,293.06,293.33,294.26,298.64,299.47,368.51,498.78,544.35,284.95,307.77,291.24,,,293.56,304.75,303.19,313.48,310.71,313.46,433.69,306.22,296.63,303.30,398.69
2002-01-15 21:54:23.534000,L7,218.84,245.70,263.48,271.65,281.76,289.21,286.53,288.62,287.72,292.75,292.18,285.33,279.98,281.48,278.50,288.93,292.60,292.79,293.67,283.51,277.12,258.68,285.18,296.51,304.88,302.27,274.62,281.10,194.63,319.74
2002-01-31 21:54:50.570000,L7,,,262.22,267.82,281.14,287.86,288.47,289.77,290.70,295.24,294.38,289.26,284.08,281.02,280.19,290.02,292.68,294.28,302.19,314.63,297.99,,,,,,318.31,305.10,280.97,
2002-02-16 21:54:54.191000,L7,,,240.77,244.61,259.63,263.91,,269.69,274.57,262.18,278.46,268.08,,268.91,268.92,271.35,276.76,233.53,289.08,228.56,285.00,288.74,290.30,299.05,274.29,318.37,251.40,250.81,278.49,325.27
2002-03-20 21:54:48.224000,L7,,,,242.02,260.87,268.58,,,,,,,,,,249.51,214.77,236.83,,,,219.18,219.55,,,,,,266.64,
2002-08-27 21:53:36.267000,L7,,,,,262.51,270.00,,,,,,,,265.57,264.56,240.82,230.62,252.23,,,195.30,,,,,,267.31,,,282.32
2002-08-27 21:54:00.253000,L7,,,,,265.37,272.26,283.76,275.02,,,,,,268.32,205.27,279.94,232.01,253.54,,,246.85,,,,,,271.03,,,311.52
2002-10-14 21:53:19.813000,L7,,,240.42,237.37,267.57,272.97,226.10,,,274.14,278.75,273.55,257.66,268.04,260.61,,216.11,249.15,193.84,,246.98,294.90,283.50,,,,271.82,271.55,194.57,312.42
