dates,satname,nzd0548-0000,nzd0548-0001,nzd0548-0002,nzd0548-0003,nzd0548-0004,nzd0548-0005,nzd0548-0006,nzd0548-0007,nzd0548-0008
1999-08-08 22:19:52.507000,L7,,,,,,,220.60,212.91,240.99
1999-10-27 22:19:51.122000,L7,290.50,300.38,323.14,307.90,307.13,302.43,291.08,287.51,315.75
1999-11-05 22:13:40.966000,L7,285.96,299.15,321.08,319.53,341.44,360.79,363.03,365.84,356.98
1999-12-07 22:13:41.663000,L7,267.59,282.31,302.43,291.25,296.07,287.27,288.66,284.77,320.28
2000-04-20 22:19:15.385000,L7,306.28,311.41,347.65,337.58,342.35,328.72,266.60,282.11,303.53
2000-05-31 22:12:42.435000,L7,233.44,214.60,293.53,221.97,248.20,267.50,244.15,253.63,308.79
2000-06-07 22:18:48.627000,L7,265.60,285.63,315.16,239.98,268.74,271.49,251.50,269.89,301.30
2000-09-04 22:11:34.434000,L7,275.41,290.40,315.90,312.32,324.89,313.13,326.08,356.55,328.81
2000-09-20 22:11:14.930000,L7,261.59,271.36,298.57,256.80,279.33,280.27,277.19,287.94,329.43
2000-09-27 22:17:24.534000,L7,276.21,289.61,304.60,271.74,293.84,279.84,273.66,289.26,314.92
2000-10-29 22:17:19.582000,L7,307.40,319.41,329.84,322.41,343.33,337.88,232.23,215.71,230.31
2001-02-11 22:11:12.788000,L7,251.60,250.99,247.92,271.44,271.83,270.07,241.95,278.94,254.19
2001-02-27 22:11:06.137000,L7,273.17,287.57,313.95,309.31,312.67,309.46,305.10,300.24,333.83
2001-03-22 22:17:09.568000,L7,302.99,311.87,335.21,326.98,331.98,316.79,308.13,306.75,330.64
2001-04-07 22:17:01.469000,L7,,,,,,248.43,235.17,239.64,248.19
2001-04-16 22:10:54.636000,L7,241.42,243.28,290.67,240.06,255.83,267.90,258.28,261.09,298.59
2001-07-05 22:10:09.496000,L7,,,,,,161.12,230.40,229.64,247.32
2001-11-26 22:09:21.320000,L7,267.95,281.33,309.29,298.76,306.15,299.49,294.08,292.52,324.46
2001-12-19 22:15:37.819000,L7,300.85,308.32,335.67,321.48,326.32,305.22,294.85,288.13,324.65
2002-02-14 22:09:41.178000,L7,275.24,293.21,324.76,315.65,313.59,305.75,295.92,298.13,337.92
2002-03-25 22:15:47.156000,L7,481.42,452.52,444.06,383.36,358.82,335.91,356.74,405.35,372.00
2002-07-31 22:15:11.713000,L7,,,,,,,,,219.18
2002-10-03 22:14:41.164000,L7,239.76,239.80,264.56,234.96,269.54,246.38,254.50,267.20,293.07
2003-01-07 22:15:16.778000,L7,350.31,369.94,401.39,382.75,387.35,390.21,391.23,384.72,378.13
2003-02-24 22:15:37.262000,L7,282.82,290.70,316.39,304.18,304.84,314.01,308.68,303.06,321.88
2003-03-21 22:09:27.545000,L7,279.67,294.57,320.17,314.01,317.78,315.02,293.54,304.05,322.48
2003-04-13 22:15:43.669000,L7,249.27,269.02,314.07,263.56,270.30,272.25,259.01,270.88,298.48
2003-05-15 22:15:40.676000,L7,254.04,265.51,284.91,240.86,258.60,259.88,256.84,264.82,275.04
2003-08-11 22:03:51.447000,L5,,,,,,217.44,254.96,241.15,298.95
2003-10-07 21:58:35.519000,L5,245.90,256.10,281.94,275.20,287.62,279.69,284.40,287.57,321.92
2003-12-26 21:59:30.091000,L5,310.88,333.77,369.00,374.35,368.41,355.68,357.38,363.01,366.32
2004-01-27 21:59:38.149000,L5,241.36,252.47,283.17,278.22,278.60,275.74,270.44,284.74,320.80
2004-03-31 21:59:59.745000,L5,,,,,,,,249.61,291.99
2004-04-23 22:06:53.682000,L5,,226.25,196.45,252.30,271.03,263.95,260.46,254.19,286.35
2004-05-02 22:00:57.398000,L5,,,253.10,221.33,254.90,247.74,244.82,254.38,307.90
2004-05-09 22:07:21.512000,L5,,,163.94,179.04,266.77,186.46,237.38,244.95,299.94
2004-05-18 22:01:26.569000,L5,,,,,,177.73,242.86,257.11,305.73
2004-06-10 22:08:17.839000,L5,,,,,,178.38,230.23,222.48,289.29
2004-07-21 22:03:15.748000,L5,,,,,254.39,253.37,264.42,261.49,315.72
2004-08-29 22:10:22.051000,L5,272.96,289.56,314.81,300.07,301.24,287.55,284.06,293.44,324.83
2004-11-01 22:11:49.961000,L5,282.20,293.17,310.03,295.72,299.11,289.82,284.22,288.91,308.95
2005-01-13 22:06:52.927000,L5,272.39,280.01,309.97,299.05,302.99,297.90,297.43,298.90,330.94
2005-02-14 22:07:21.106000,L5,255.08,260.21,294.39,275.65,287.17,270.83,273.89,276.74,314.06
2005-05-12 22:14:14.883000,L5,252.01,269.17,282.15,247.55,270.87,263.54,253.39,268.54,302.16
2005-05-28 22:14:23.742000,L5,243.66,266.33,230.00,231.07,269.33,252.68,248.31,267.87,298.58
2005-07-15 22:14:43.392000,L5,230.86,236.12,161.68,214.78,262.10,244.11,249.74,260.99,290.36
2005-08-09 22:08:46.932000,L5,237.07,241.83,269.13,232.89,259.51,252.76,270.40,278.34,319.40
2005-09-10 22:08:55.708000,L5,259.66,270.39,294.08,265.88,285.34,280.90,282.10,290.32,323.88
2005-11-13 22:09:08.414000,L5,291.12,305.07,329.28,328.08,329.62,326.64,326.89,335.18,342.50
2006-01-23 22:16:59.639000,L5,262.83,266.64,289.69,277.39,278.49,270.44,272.88,273.34,298.15
2006-02-08 22:17:21.928000,L5,259.49,270.28,291.63,283.89,285.88,274.68,272.49,278.55,296.40
2006-02-17 22:11:22.491000,L5,268.20,276.64,306.60,297.41,301.51,293.12,293.74,297.28,322.34
2006-03-12 22:18:01.902000,L5,274.91,275.50,290.69,280.06,283.31,274.30,269.87,276.09,297.31
2006-04-13 22:18:38.042000,L5,251.03,267.00,270.21,259.34,275.93,266.20,272.05,271.21,306.35
2006-04-22 22:12:36.093000,L5,295.02,307.86,334.91,322.33,328.50,327.62,323.25,342.24,346.08
2006-04-29 22:18:53.476000,L5,257.53,270.12,269.27,255.46,284.57,274.14,271.19,281.96,311.64
2006-05-31 22:19:19.777000,L5,,,,206.82,145.35,224.96,254.25,246.77,296.28
2006-07-27 22:13:58.731000,L5,,,,,,167.97,241.57,243.54,297.53
2006-08-03 22:20:15.113000,L5,,199.40,222.79,167.57,248.37,216.68,254.89,252.57,291.32
2006-08-28 22:14:23.601000,L5,265.87,278.96,302.07,275.78,283.32,282.77,282.19,293.33,325.56
2006-09-20 22:20:51.034000,L5,252.38,256.48,272.12,256.62,281.84,265.40,267.23,279.00,297.43
2006-12-09 22:21:36.590000,L5,305.50,313.93,336.87,332.23,337.68,328.59,323.27,325.38,333.70
2007-02-04 22:15:45.266000,L5,235.46,241.36,279.77,280.33,279.63,247.84,260.38,260.81,290.51
2007-10-02 22:13:42.645000,L5,,,,,,218.88,244.23,234.41,274.57
2008-10-27 22:10:37.958000,L5,,255.42,272.08,252.54,267.01,251.30,258.20,256.88,292.84
2009-01-31 22:12:28.607000,L5,252.38,254.14,282.08,265.96,266.43,256.06,262.32,256.05,284.27
2010-10-26 22:10:38.745000,L5,313.65,284.16,311.06,301.37,300.73,297.54,295.51,299.25,313.18
