dates,satname,nzd0445-0000,nzd0445-0001,nzd0445-0002,nzd0445-0003,nzd0445-0004,nzd0445-0005,nzd0445-0006,nzd0445-0007,nzd0445-0008,nzd0445-0009,nzd0445-0010,nzd0445-0011,nzd0445-0012,nzd0445-0013,nzd0445-0014,nzd0445-0015,nzd0445-0016,nzd0445-0017,nzd0445-0018,nzd0445-0019,nzd0445-0020,nzd0445-0021,nzd0445-0022,nzd0445-0023,nzd0445-0024,nzd0445-0025,nzd0445-0026
1999-11-05 22:12:52.965000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,203.71
1999-11-21 22:12:47.994000,L7,281.88,279.67,401.46,393.60,344.80,386.01,367.58,369.48,353.71,282.69,341.15,342.69,337.39,327.81,318.29,311.88,304.28,310.52,318.49,332.29,327.05,321.16,310.45,310.02,313.50,314.93,327.48
1999-11-21 22:13:11.963000,L7,209.81,258.40,249.63,221.70,256.49,259.30,249.65,252.27,251.49,214.61,219.71,217.74,237.45,209.27,203.88,191.53,237.30,291.97,308.23,302.78,223.26,,237.05,228.97,301.01,249.18,285.66
1999-11-28 22:18:56.993000,L7,264.85,258.88,257.46,253.01,246.83,252.64,251.98,248.10,241.82,214.25,211.32,208.07,231.02,217.18,197.04,187.10,428.51,376.00,411.64,294.31,229.15,215.53,224.46,235.99,271.70,243.61,294.24
1999-12-07 22:12:53.785000,L7,420.31,419.62,275.90,275.81,272.38,267.57,268.51,260.45,255.91,229.79,224.60,323.36,335.10,331.85,338.60,334.23,337.58,338.65,326.98,349.14,329.70,345.37,331.35,326.21,334.43,344.42,369.18
1999-12-07 22:13:17.706000,L7,282.53,276.92,275.36,275.62,273.09,267.06,267.81,260.46,255.32,229.37,224.95,323.72,332.91,331.52,339.30,330.01,337.64,337.50,327.41,346.74,280.08,240.90,295.33,248.48,332.32,344.07,357.80
2000-08-19 22:11:01.988000,L7,,,,,,236.83,221.36,187.69,188.76,193.69,,,,,,,,,,,,,,,,,
2000-08-19 22:11:25.950000,L7,,,,,246.92,245.22,238.12,227.03,196.68,199.36,210.89,205.87,,,,,,,,,,,,232.50,260.13,194.27,229.69
2000-09-04 22:10:46.607000,L7,,,,,,182.25,204.57,219.69,192.70,193.15,,,,,,,,,,,,,,,,,
2000-09-20 22:10:27.007000,L7,,,,,228.99,219.22,212.80,223.85,185.74,,,,,,,,,,,,,,,,,,
2000-09-27 22:16:36.610000,L7,,,,,220.24,217.17,181.77,,,,,,,,,,,,,,,,,,,,
2001-01-26 22:10:54.748000,L7,,,,,,,,,,,,,,,,,,,,,,,,,247.86,185.91,222.13
2001-02-18 22:16:35.003000,L7,,,233.53,220.96,215.11,201.59,192.35,186.18,,,,,,,,,,,,,,,,,,,
2001-09-23 22:08:26.958000,L7,,,,,232.11,244.77,232.19,224.24,190.02,182.63,,,,,,,,,,,,,,214.55,250.66,197.57,214.27
2002-01-29 22:08:45.213000,L7,186.21,224.78,232.10,,206.73,220.20,202.37,220.59,,,,,,,,,,,,,,,182.97,216.51,250.99,205.20,229.17
2002-01-29 22:09:09.173000,L7,255.24,253.51,250.61,,232.62,244.07,237.47,232.62,197.56,195.12,197.64,205.63,238.14,256.35,188.21,,223.84,271.45,262.34,301.04,221.23,212.57,198.02,235.75,261.40,225.43,259.59
2002-02-05 22:15:01.569000,L7,,,,,,,,,,,,,,,,,,,,,,,,,250.86,175.27,205.68
2002-02-14 22:08:53.179000,L7,192.54,222.41,248.65,,223.44,226.07,217.47,209.98,191.40,182.21,,,,,,,,,,,,,190.34,210.78,258.89,186.66,266.25
2002-02-14 22:09:17.160000,L7,254.01,259.97,261.94,231.31,248.17,246.66,233.77,227.81,203.57,198.67,209.27,216.38,269.10,270.08,277.12,193.55,232.98,286.49,277.07,307.52,204.63,210.69,212.05,223.36,268.73,201.20,281.88
2002-10-12 22:07:38.359000,L7,250.26,234.89,248.90,,247.22,245.89,246.22,233.22,199.58,204.04,206.46,206.34,225.50,239.89,184.83,,225.21,262.17,253.74,282.37,185.50,182.47,204.99,218.12,253.71,209.05,259.34
2002-12-31 22:08:20.096000,L7,221.01,243.56,233.56,,218.25,242.82,220.91,221.56,188.28,194.03,204.80,205.01,225.77,210.03,243.92,,222.53,263.86,259.49,279.79,185.52,,191.72,222.98,256.85,221.54,219.52
2003-01-07 22:14:28.836000,L7,295.42,298.78,311.22,311.81,346.32,324.85,309.34,330.99,316.10,232.19,355.54,367.61,357.82,351.20,354.42,323.91,324.58,357.88,323.99,288.23,352.53,335.36,342.41,341.48,342.97,334.55,328.48
2003-03-21 22:08:39.628000,L7,,,,,,213.93,203.52,211.66,197.98,191.06,,,,,,,,,,,,,,201.84,253.50,164.70,
2003-08-11 22:03:03.501000,L5,,,,232.77,224.64,221.01,205.99,210.49,211.53,191.48,,,,,,,,,,,,,,,,,
2003-08-20 21:57:03.003000,L5,239.83,231.95,227.22,225.51,217.54,218.68,201.95,205.15,201.57,179.34,,,,,,,,,,,,,,,,,
2003-11-24 21:58:51.198000,L5,230.93,229.18,220.11,216.69,221.64,217.33,211.78,211.52,196.77,,,,,,,,,,,,,,,,195.98,216.58,234.96
2003-12-10 21:58:29.659000,L5,281.59,276.70,274.04,271.94,270.69,265.50,262.63,253.56,248.70,221.19,216.69,205.43,189.37,220.35,197.15,192.18,226.42,260.06,263.27,273.72,258.86,230.88,230.64,243.32,252.96,259.86,276.64
2003-12-10 21:58:53.775000,L5,242.20,239.86,233.67,228.72,231.94,221.06,211.46,209.81,206.53,177.12,,,,,,,171.43,219.84,214.59,224.06,210.83,196.47,194.77,,,,
2004-01-18 22:04:57.325000,L5,236.01,230.38,215.37,211.78,207.24,197.15,197.58,197.33,192.63,,,,,,,,,,,,,,,,,,
2004-01-27 21:58:50.060000,L5,233.95,231.14,227.92,223.46,225.15,213.00,214.56,216.55,211.98,181.40,163.11,,,,,,,,,,,,,,,,
2004-01-27 21:59:14.176000,L5,230.53,228.56,225.08,218.18,222.59,208.80,207.53,212.22,208.95,178.84,,,,,,,,,,,,,,,,,
2004-05-18 22:00:38.480000,L5,246.39,235.55,229.17,235.05,227.70,216.22,,,,,,,,,,,,,,,,,,,,,
2004-05-18 22:01:02.739000,L5,244.70,236.02,231.34,235.25,226.25,220.75,,,,,,,,,,,,,,,,,,,,,
2004-08-22 22:03:12.259000,L5,235.77,228.83,222.35,229.10,216.96,216.74,202.60,212.05,212.93,191.93,177.51,,,,,,,,,,,,,,,,
2004-09-30 22:10:21.832000,L5,231.47,226.67,225.40,222.62,215.54,206.51,,,,,,,,,,,,,,,,,,,,,
2004-11-10 22:04:59.688000,L5,279.22,276.87,272.31,264.69,263.51,257.47,255.68,254.29,246.81,221.78,217.14,210.23,198.59,225.62,197.44,194.05,213.39,257.46,267.63,270.82,261.60,228.72,229.80,231.34,249.26,262.43,283.04
2004-11-10 22:05:23.803000,L5,243.83,242.76,237.67,229.10,227.50,216.75,215.85,218.87,208.81,178.70,,,,,,,,,,,,,,,,,
2004-11-26 22:05:17.306000,L5,274.64,274.68,271.93,270.46,272.66,268.69,267.91,265.03,257.05,230.33,226.07,214.32,206.55,223.24,197.23,193.18,224.70,255.90,261.97,273.61,266.96,230.78,233.98,245.95,258.58,270.43,285.03
2004-11-26 22:05:41.422000,L5,274.80,274.95,271.88,270.55,273.51,269.34,268.55,264.88,258.89,231.71,227.91,216.38,209.97,223.60,198.26,192.47,224.77,255.01,263.30,273.86,269.89,232.41,236.37,248.24,259.33,272.64,285.58
2005-01-13 22:06:28.954000,L5,,,,231.70,228.24,209.67,205.60,215.47,210.41,184.98,,,,,,,,,,,,,,,,,
2005-02-14 22:06:33.160000,L5,238.36,236.54,234.94,230.63,233.51,222.78,215.04,206.61,202.08,177.31,,,,,,,,216.71,207.06,225.14,223.80,192.31,200.57,,,,
2005-02-14 22:06:57.276000,L5,239.64,233.74,229.97,228.92,229.78,214.90,201.57,195.93,197.42,,,,,,,,,,,,,,,,,,
2005-02-21 22:12:51.062000,L5,,,,227.61,230.00,222.87,221.07,220.82,213.39,187.86,171.49,,,,,,,215.68,208.01,229.17,213.15,191.92,199.77,188.14,,,
2005-03-02 22:06:47.890000,L5,,,,222.22,223.56,200.28,205.24,191.22,202.91,184.76,,,,,,,,,,,,,,,,,
2005-03-02 22:07:12.006000,L5,230.48,223.40,215.91,225.03,226.36,208.15,211.71,198.17,207.91,186.54,,,,,,,,,,,,,,,,,
2005-06-29 22:13:46.730000,L5,239.10,228.93,225.17,230.64,228.79,211.14,204.90,,,,,,,,,,,,,,,,,,,,
2005-07-08 22:07:39.349000,L5,236.82,224.66,220.25,226.00,213.34,,,,,,,,,,,,,,,,,,,,,,
2005-07-08 22:08:03.465000,L5,242.05,232.71,225.46,229.41,217.91,207.86,209.62,,,,,,,,,,,,,,,,,,,,
2005-08-09 22:08:23.101000,L5,251.83,241.83,225.07,233.71,230.82,222.66,220.56,,,,,,,,,,,,,,,,,,,,
2005-09-10 22:08:07.620000,L5,233.36,227.62,220.66,222.02,217.70,210.09,198.82,209.09,203.91,183.16,,,,,,,,,,,,,,,,,
2005-09-10 22:08:31.878000,L5,232.12,228.41,221.91,223.16,215.23,208.54,194.98,207.31,199.94,184.63,,,,,,,,,,,,,,,,,
2005-11-13 22:08:20.468000,L5,290.05,281.00,283.94,276.66,282.80,280.12,275.01,277.52,269.45,246.55,240.26,238.19,219.10,242.35,218.90,217.80,245.60,280.51,282.25,288.00,285.36,250.15,252.54,263.80,280.54,279.79,296.66
2005-11-13 22:08:44.584000,L5,289.88,280.23,283.97,275.32,282.71,279.97,274.40,276.26,269.80,246.93,240.37,238.58,219.41,241.23,219.25,217.45,245.13,278.51,283.28,287.99,286.79,250.72,253.37,264.14,280.33,279.57,296.72
2005-11-20 22:14:41.400000,L5,225.88,218.36,213.43,207.82,207.77,,,,,,,,,,,,,,,,,,,,,,
2006-01-23 22:16:11.550000,L5,277.74,270.89,267.70,266.01,262.77,257.08,259.21,253.39,249.05,224.97,218.65,208.93,196.10,221.77,197.79,196.82,227.06,249.81,253.23,260.23,257.29,224.60,227.97,239.15,249.21,262.30,270.53
2006-02-08 22:16:33.840000,L5,237.54,234.27,228.04,229.21,229.28,219.93,216.16,215.40,208.89,188.09,,,,,,,,212.58,193.14,218.25,208.05,186.97,193.01,,184.45,223.23,237.16
2006-04-13 22:17:50.097000,L5,,,212.71,219.22,213.20,193.00,202.97,207.46,208.94,184.30,,,,,,,,,,,,,,,,,
2006-06-25 22:12:44.015000,L5,243.85,230.06,229.85,230.56,175.63,,,,,,,,,,,,,,,,,,,,,,
2006-08-12 22:13:23.299000,L5,243.83,225.90,234.23,237.48,235.20,230.77,224.65,226.14,219.11,189.19,,,,,,,,,,,,,,,,,
2006-08-12 22:13:47.414000,L5,,,,231.56,222.52,220.68,211.00,216.80,207.14,,,,,,,,,,,,,,,,,,
2006-10-22 22:20:22.725000,L5,240.01,238.03,240.09,237.55,230.44,218.55,211.92,214.17,209.02,182.45,,,,,,,,216.14,206.52,235.91,212.06,195.56,198.35,,191.64,225.34,238.63
2006-10-31 22:14:17.081000,L5,235.98,231.30,231.50,226.25,221.75,210.75,211.70,211.83,206.20,184.37,,,,,,,,216.25,200.33,218.90,207.51,191.16,193.04,,,,
2006-10-31 22:14:41.196000,L5,235.13,230.94,228.79,225.17,215.72,211.12,207.87,210.67,204.70,183.07,,,,,,,,,,,,,,,,,
2007-01-26 22:21:06.903000,L5,228.72,225.52,231.01,228.30,230.09,217.88,216.71,217.26,208.80,186.25,,,,,,,,,,,,,,,,,
2007-02-04 22:14:57.320000,L5,278.79,276.52,265.15,265.80,268.29,262.57,264.50,259.34,256.19,236.92,231.72,219.57,218.02,234.03,209.27,207.86,236.69,269.01,262.12,270.26,264.74,232.17,232.25,244.62,257.77,262.43,279.46
2007-02-04 22:15:21.436000,L5,278.02,276.63,263.23,265.59,265.66,262.15,263.59,258.63,255.94,236.23,231.27,221.10,213.90,233.80,208.40,207.24,235.17,267.43,262.55,269.08,267.12,232.06,233.28,244.39,256.30,263.44,279.39
2007-02-11 22:21:08.430000,L5,230.13,223.12,222.97,221.13,224.42,209.03,207.22,211.41,207.49,190.30,174.41,,,,,,,204.62,184.00,200.91,207.47,187.78,191.23,,,,
2007-02-20 22:15:21.676000,L5,229.37,225.23,219.68,220.19,219.86,,,,,,,,,,,,,,,,,,,,,,
2007-09-07 22:19:19.580000,L5,229.62,226.02,225.04,227.53,224.78,213.04,217.99,213.20,211.44,192.63,,,,,,,,,,,,,,,,,
2007-10-02 22:12:54.699000,L5,279.35,271.21,272.16,270.59,274.17,272.53,267.56,272.03,260.99,243.21,236.09,227.74,197.59,233.05,204.74,204.76,223.10,258.82,270.24,271.91,285.41,246.00,246.01,261.81,265.04,272.38,283.47
2008-12-23 22:04:28.225000,L5,337.77,340.68,340.00,337.03,328.73,315.52,305.34,304.02,300.74,298.12,287.01,289.12,285.45,277.23,232.10,295.70,282.23,292.69,299.11,303.22,298.95,290.63,282.97,289.94,296.07,292.12,306.17
2008-12-23 22:04:52.340000,L5,282.26,278.96,281.52,273.94,273.96,273.35,265.18,263.82,256.59,232.94,227.97,214.08,200.75,226.93,209.45,206.36,230.51,269.55,274.00,282.66,266.83,242.77,241.21,252.46,255.80,266.84,281.13
2010-01-27 22:10:50.221000,L5,296.01,292.93,287.94,290.58,291.04,286.81,288.98,278.56,273.75,268.96,251.64,268.08,228.00,238.14,207.55,207.70,247.71,286.37,285.54,295.58,294.66,282.58,275.96,279.93,291.14,284.84,294.20
2010-01-27 22:11:14.336000,L5,304.11,299.01,294.49,296.74,297.72,296.56,294.88,285.67,282.02,280.92,274.34,279.89,284.34,283.86,290.63,295.50,263.08,298.29,296.17,301.11,301.92,297.56,290.73,293.59,298.35,291.80,300.25
2011-01-21 22:16:06.266000,L5,263.50,257.44,258.51,254.70,260.47,260.16,262.70,262.05,257.67,236.96,225.48,215.15,196.49,215.71,192.87,189.57,211.05,240.83,254.99,260.64,265.33,226.70,230.41,244.30,255.35,264.60,277.47
2011-01-30 22:10:20.732000,L5,235.11,228.10,224.18,218.71,214.18,206.74,209.71,215.60,212.04,190.39,,,,,,,,,,,,,,,,,
2011-02-06 22:16:08.397000,L5,230.43,229.35,221.76,222.32,227.83,227.02,222.67,225.85,218.00,198.23,175.42,,,,,,,,,,,,,,,,
2011-02-15 22:09:58.365000,L5,280.33,274.80,275.62,272.00,270.93,267.54,261.94,259.45,254.30,234.83,224.79,216.84,186.82,224.28,199.34,201.32,222.62,256.31,273.03,283.59,280.01,244.36,240.74,250.01,255.78,266.33,275.82
2011-02-15 22:10:22.480000,L5,238.65,236.73,229.93,227.95,227.41,220.60,217.15,215.63,213.02,192.84,,,,,,,,,,,,,,,,,
2013-05-02 22:27:58.439000,L8,254.12,247.61,248.55,237.12,243.21,234.65,226.15,236.86,224.69,216.88,204.09,,,,,,,,,,,,,,,,
2013-05-11 22:21:55.010000,L8,259.59,250.10,251.97,243.92,246.05,242.40,241.29,241.69,232.31,222.04,187.56,,,,,,,,,,,,,222.92,244.88,235.58,204.67
2013-05-11 22:22:18.973000,L8,254.55,246.70,248.09,237.25,242.87,226.93,,,,,,,,,,,,,,,,,,,,,
2013-05-27 22:22:02.838000,L8,256.10,240.34,242.71,242.47,227.32,232.82,,,,,,,,,,,,,,,,,,,,,
