dates,satname,nzd0173-0000,nzd0173-0001,nzd0173-0002,nzd0173-0003,nzd0173-0004,nzd0173-0005,nzd0173-0006,nzd0173-0007,nzd0173-0008,nzd0173-0009,nzd0173-0010,nzd0173-0011,nzd0173-0012,nzd0173-0013,nzd0173-0015,nzd0173-0016,nzd0173-0019,nzd0173-0020,nzd0173-0021,nzd0173-0022,nzd0173-0014,nzd0173-0017,nzd0173-0018
1999-07-18 21:58:49.681000,L7,243.33,294.57,286.02,212.60,226.12,242.98,263.83,283.17,265.41,267.79,263.25,273.61,253.83,217.09,290.01,277.39,267.44,273.76,280.67,245.91,,,
1999-09-20 21:58:32.521000,L7,246.43,281.87,,,,,,,,,,,,,,,,,,,,,
2000-01-10 21:58:52.465000,L7,379.52,319.23,337.28,315.23,314.42,319.47,340.68,462.93,472.36,487.37,292.51,297.84,340.53,327.04,289.02,322.96,273.75,277.70,279.91,263.76,316.03,277.52,277.49
2000-02-27 21:58:40.521000,L7,294.58,322.63,329.32,323.61,276.41,270.70,277.71,281.58,277.11,269.65,274.27,280.25,283.05,300.67,260.71,229.29,277.73,289.25,291.85,,299.52,186.21,282.64
2000-03-30 21:58:09.573000,L7,,285.41,263.18,209.17,,,,,,,,,,,248.30,,,,,,241.38,,
2000-03-30 21:58:33.541000,L7,258.76,220.64,287.59,212.08,,,,,,,,,,,,,,,,,,,
2000-05-17 21:58:07.485000,L7,300.46,294.57,304.16,293.78,272.08,277.74,271.50,277.03,270.16,192.98,189.70,,,267.86,256.80,263.62,,,,,250.56,,
2000-08-05 21:56:44.750000,L7,257.90,276.76,182.85,260.34,241.69,248.11,256.81,234.11,252.79,220.58,260.03,267.41,238.81,282.87,,,,251.75,258.94,,,,
2000-09-06 21:56:22.949000,L7,256.74,284.30,273.64,243.25,241.92,239.16,249.07,267.71,198.84,,,,,,250.78,230.98,,,256.64,229.41,237.17,,
2000-09-22 21:56:05.544000,L7,,,,,260.67,246.39,255.18,262.91,260.92,244.27,246.78,258.46,246.44,252.73,275.73,234.09,,,273.40,253.56,248.88,257.15,267.02
