dates,satname,nzd0245-0000,nzd0245-0001,nzd0245-0002,nzd0245-0003,nzd0245-0004,nzd0245-0005,nzd0245-0006,nzd0245-0007,nzd0245-0008,nzd0245-0009,nzd0245-0010
1999-12-09 21:58:57.676000,L7,219.73,226.21,213.54,200.47,208.78,216.10,191.35,225.69,246.43,256.13,274.46
1999-12-09 21:59:21.619000,L7,,,,,,,,215.26,237.70,242.32,236.84
2000-03-14 21:58:59.247000,L7,213.26,216.82,210.39,197.87,206.47,,,,224.92,243.23,254.08
2000-03-30 21:58:57.484000,L7,,,,,,,,,,244.55,252.67
2000-07-04 21:57:38.483000,L7,,,,,,,,,194.35,233.59,242.85
2000-07-04 21:58:02.420000,L7,212.14,220.72,203.96,199.87,194.13,,,,196.74,243.48,247.91
2000-11-09 21:56:21.390000,L7,240.66,237.21,228.22,234.52,245.89,250.21,240.53,238.60,259.94,270.82,291.36
2000-11-09 21:56:45.337000,L7,254.61,258.42,247.88,448.27,338.05,323.28,325.25,334.71,360.77,294.18,378.46
2001-03-01 21:56:21.596000,L7,244.49,244.11,265.21,248.36,267.63,261.51,262.91,276.80,279.44,298.22,309.46
2001-09-09 21:54:36.880000,L7,242.43,242.63,232.38,225.88,237.63,240.07,236.48,239.15,251.83,276.82,278.01
2001-10-11 21:54:09.862000,L7,,,,,,,,227.71,246.35,256.93,270.47
2001-10-11 21:54:33.822000,L7,,,,,,,,,210.92,236.93,252.48
2001-12-30 21:55:01.185000,L7,,,,,,,,,,,314.74
2002-02-16 21:54:54.191000,L7,318.90,305.69,306.63,302.25,319.27,307.09,341.38,370.84,340.32,343.06,370.88
2002-02-16 21:55:18.119000,L7,248.52,246.13,239.11,237.84,243.79,247.24,248.42,242.98,279.41,307.86,317.07
2002-12-01 21:54:16.937000,L7,,,,,,,,,,,195.17
2002-12-01 21:54:40.891000,L7,209.33,224.71,213.04,205.93,215.30,221.32,212.89,225.39,238.24,248.03,262.66
