dates,satname,nzd0491-0000,nzd0491-0001,nzd0491-0002,nzd0491-0003,nzd0491-0004,nzd0491-0005,nzd0491-0006,nzd0491-0007,nzd0491-0008,nzd0491-0009,nzd0491-0010,nzd0491-0011,nzd0491-0012,nzd0491-0013,nzd0491-0014
2000-08-01 22:24:18.789000,L7,242.75,168.08,199.35,239.51,229.65,191.63,,,,,,,,,
2000-12-16 22:17:23.176000,L7,,,,,,532.92,464.91,415.48,523.09,513.22,505.51,473.57,513.57,438.19,464.85
2001-02-25 22:23:29.546000,L7,425.71,449.20,436.85,444.25,441.67,448.90,430.08,429.52,472.55,440.00,435.22,378.96,454.32,524.30,
2002-01-27 22:21:58.051000,L7,224.14,193.17,205.06,223.84,223.93,214.25,,,,,,,,,
2003-01-14 22:21:34.915000,L7,209.74,193.86,209.39,216.30,218.01,209.67,,,,,,,,,
2003-02-24 22:15:37.262000,L7,,,213.61,219.00,246.12,199.37,,,,,,,,,
2003-05-22 22:21:49.832000,L7,,,,225.96,218.69,222.11,212.99,,,,,,,,
2003-08-11 22:03:51.447000,L5,290.58,286.05,291.00,295.59,281.99,282.59,198.09,,,,,,,,
2003-12-08 22:11:39.373000,L5,287.43,276.93,294.10,292.28,286.32,276.33,184.95,,,,,,,,
2004-02-26 22:12:08.650000,L5,293.42,276.48,291.87,288.37,288.31,283.87,193.63,,,,,,,,
2004-10-07 22:17:29.297000,L5,340.02,316.31,324.54,338.97,322.16,326.51,312.79,315.44,302.56,305.36,319.11,344.42,328.56,329.46,335.60
2005-09-08 22:21:17.190000,L5,296.25,278.19,286.18,277.06,261.45,271.30,174.29,,,,,,,,
2005-09-17 22:15:06.506000,L5,287.48,255.24,281.43,273.67,258.08,264.24,196.35,,,,,,,,
2005-09-24 22:21:16.380000,L5,284.27,262.27,287.16,274.92,257.96,263.57,173.42,,,,,,,,
2005-10-10 22:21:11.594000,L5,293.77,275.61,303.42,289.67,281.09,278.26,197.58,,,,,,,,
2006-02-08 22:17:21.928000,L5,294.87,286.02,298.30,287.49,274.86,282.24,202.52,,,,,,,,
2006-04-13 22:18:38.042000,L5,291.18,292.71,291.68,290.12,269.12,275.70,215.28,,,,,,,,
2006-05-31 22:19:19.777000,L5,332.48,332.87,361.63,351.14,324.58,323.43,320.05,325.42,318.48,190.88,,,,,
2006-08-26 22:26:43.606000,L5,314.95,313.02,322.53,348.30,484.08,475.02,503.47,472.99,321.61,297.50,304.03,312.77,304.33,309.63,314.40
2006-12-09 22:21:36.590000,L5,296.88,277.54,290.35,289.59,270.43,281.64,206.82,,,,,,,,
2007-01-01 22:27:57.970000,L5,284.53,282.47,292.49,278.74,270.19,267.18,170.27,,,,,,,,
2007-01-26 22:21:54.849000,L5,315.31,319.48,323.00,321.41,307.92,314.89,307.10,293.15,281.58,289.45,286.24,283.66,284.44,296.09,276.05
2007-02-27 22:21:56.031000,L5,305.03,289.98,294.20,281.88,273.08,279.19,228.07,,,,,,,,
2011-01-12 22:23:04.859000,L5,316.69,308.53,302.23,282.03,272.64,279.92,200.49,,,,,,,,
2011-01-21 22:16:54.354000,L5,329.51,322.43,331.80,327.36,323.15,324.10,320.14,308.96,313.46,231.92,166.86,183.06,189.46,185.66,175.04
2011-02-06 22:16:56.485000,L5,306.53,301.57,311.79,303.25,293.64,290.49,225.99,,,,,,,,
2013-08-29 22:35:12.017000,L8,310.18,315.48,313.64,315.69,317.51,310.83,304.12,199.35,,265.67,296.97,,,,
2013-12-28 22:28:23.669000,L8,301.74,325.84,300.56,311.82,304.09,311.09,235.16,,,,,,,,
2014-02-05 22:34:08.735000,L8,303.33,299.24,297.81,299.85,298.40,284.29,223.99,,,,,,,,
2014-07-15 22:33:01.426000,L8,308.46,311.37,305.67,311.39,313.16,302.91,251.91,285.27,,,,,,,
2014-11-04 22:33:22.057000,L8,326.77,335.36,336.70,325.64,303.74,290.25,228.84,,,,335.33,327.93,326.75,314.06,
2015-01-07 22:33:12.225000,L8,302.18,307.92,302.86,303.59,290.48,283.65,230.68,,,,,,,,
2015-02-24 22:32:57.004000,L8,310.51,316.62,305.38,312.49,301.41,298.97,289.40,287.42,,,,,,,
2015-09-20 22:32:43.512000,L8,312.48,309.95,296.66,304.42,297.09,289.76,236.09,,,,,,,,
2015-09-20 22:33:07.479000,L8,306.01,301.90,290.28,296.93,291.80,278.73,224.57,,,,,,,,
2015-09-29 22:26:59.056000,L8,378.48,429.51,478.92,395.73,385.89,419.45,357.18,328.43,305.26,297.48,297.66,280.89,184.35,,
2015-10-31 22:27:04.990000,L8,342.02,362.82,321.24,314.77,306.31,290.99,250.67,,,,,,,,
2016-06-18 22:32:52.538000,L8,222.98,214.90,247.96,243.14,217.20,235.73,,,,,,,,,
2016-07-20 22:33:08.012000,L8,340.77,460.81,449.94,466.14,329.06,342.19,328.70,324.85,321.11,293.50,292.85,,,,
2016-08-05 22:33:10.735000,L8,311.70,308.09,292.13,303.91,292.51,289.03,251.40,,,,,,,,
2016-10-08 22:33:26.871000,L8,255.58,239.45,261.33,257.99,249.95,250.50,163.18,,,,,,,,
2016-11-09 22:33:28.622000,L8,302.14,303.35,297.38,298.87,287.50,282.27,245.80,214.75,,,,,,,
2016-12-04 22:27:17.474000,L8,303.36,307.21,299.49,304.57,287.07,285.29,236.23,,,,,,,,
2017-03-17 22:32:50.611000,L8,305.66,305.54,293.90,294.23,289.71,286.93,250.84,284.84,,,,,,,
2017-04-02 22:32:42.811000,L8,316.44,310.72,302.41,307.75,305.16,301.57,303.16,286.50,212.52,,,,,,
2017-07-07 22:32:56.948000,L8,439.35,308.62,298.22,323.19,320.02,319.69,302.71,270.20,,,,,,,
2017-08-01 22:26:56.477000,L8,308.37,304.99,293.74,292.58,285.48,286.39,256.75,,,,,,,,
2017-09-02 22:27:04.783000,L8,297.25,290.31,282.86,283.36,275.86,275.26,221.48,,,,,,,,
2017-09-18 22:27:06.940000,L8,313.72,320.41,292.03,311.35,317.79,313.68,230.08,,,,,,,,
2017-10-04 22:27:13.567000,L8,324.31,315.02,303.80,311.53,313.71,317.33,316.19,314.85,,,,,,,
2017-10-11 22:33:02.069000,L8,300.30,296.95,290.67,287.83,279.67,277.74,233.51,,,,,,,,
2017-10-27 22:33:03.294000,L8,308.47,298.21,291.12,289.63,279.33,277.21,233.18,,,,,,,,
2017-10-27 22:33:27.257000,L8,307.56,297.71,290.82,289.25,278.96,276.82,233.34,,,,,,,,
2017-11-12 22:33:00.649000,L8,302.32,297.39,289.95,286.25,278.83,277.94,224.16,,,,,,,,
2017-11-12 22:33:24.612000,L8,302.03,297.45,289.88,286.08,278.83,277.76,224.00,,,,,,,,
2018-09-05 22:26:33.133000,L8,321.94,314.13,313.03,307.93,339.13,315.98,302.89,289.01,,244.06,257.81,228.27,,,
2018-10-14 22:32:35.417000,L8,300.57,294.96,286.35,282.14,275.15,275.43,218.18,,,,,,,,
2018-10-14 22:32:59.380000,L8,312.75,310.50,300.06,297.47,289.29,298.72,262.08,,,,507.49,528.32,541.28,,
