dates,satname,nzd0143-0000,nzd0143-0001,nzd0143-0002,nzd0143-0003,nzd0143-0004,nzd0143-0005,nzd0143-0006,nzd0143-0007,nzd0143-0008,nzd0143-0009,nzd0143-0010,nzd0143-0011,nzd0143-0012
1999-08-26 22:04:44.971000,L7,,,227.83,286.90,295.10,368.12,371.74,365.03,367.40,385.17,349.39,345.96,357.16
1999-09-20 21:58:32.521000,L7,363.04,358.80,361.08,367.94,365.30,370.79,373.56,370.70,358.40,353.09,350.86,356.40,355.51
1999-09-27 22:04:48.949000,L7,421.05,408.79,412.90,419.36,410.00,416.17,422.48,420.05,411.69,407.58,414.34,421.11,428.56
1999-10-22 21:58:28.758000,L7,333.66,347.84,362.62,318.34,367.44,362.23,357.36,342.21,349.74,345.97,339.02,236.79,244.15
1999-11-14 22:04:42.286000,L7,372.87,372.27,377.25,382.76,384.51,384.03,388.73,386.35,378.96,381.72,387.36,388.98,395.87
1999-12-09 21:58:57.676000,L7,372.39,370.82,376.71,382.45,380.06,383.56,389.52,384.57,379.74,369.67,323.88,176.43,366.11
1999-12-25 21:58:52.197000,L7,383.78,386.01,388.72,402.78,398.72,399.15,408.25,400.19,408.81,407.45,421.81,400.64,403.96
2000-01-01 22:04:37.439000,L7,,,,,,,200.23,310.13,399.75,373.69,386.30,380.98,381.18
2000-02-11 21:58:22.025000,L7,377.62,346.00,373.94,367.60,373.87,375.40,365.03,371.12,369.89,296.97,298.50,297.21,364.51
2000-02-18 22:04:29.218000,L7,357.52,299.33,255.84,373.68,379.17,380.77,398.09,396.74,391.44,394.52,401.79,398.78,400.44
2000-02-27 21:58:40.521000,L7,331.09,388.52,361.11,328.87,364.70,365.82,397.62,399.03,394.08,390.63,338.71,390.79,405.95
2000-03-14 21:58:11.336000,L7,330.32,299.87,305.86,325.29,311.11,303.80,262.02,235.63,,333.17,336.84,340.70,240.24
2000-03-30 21:58:09.573000,L7,383.03,366.84,368.83,377.27,376.07,384.63,398.30,400.93,397.51,391.49,400.40,394.98,402.53
2000-05-24 22:03:46.662000,L7,332.86,355.64,360.62,255.82,207.12,359.87,372.63,339.84,,186.67,232.72,350.32,358.70
2000-07-11 22:03:17.779000,L7,377.32,384.34,374.35,289.78,372.67,379.68,392.96,393.56,393.42,387.97,364.21,365.50,412.51
2000-07-20 21:56:59.837000,L7,325.06,334.34,283.98,263.82,211.50,164.25,315.35,330.60,351.38,350.89,346.80,349.77,350.83
