dates,satname,nzd0498-0000,nzd0498-0001,nzd0498-0002,nzd0498-0003,nzd0498-0004,nzd0498-0005,nzd0498-0006,nzd0498-0007,nzd0498-0008,nzd0498-0009,nzd0498-0010,nzd0498-0011,nzd0498-0012,nzd0498-0013,nzd0498-0014
1999-08-26 22:07:32.686000,L7,341.54,340.18,250.05,256.39,247.97,239.71,254.40,260.12,263.65,266.67,268.48,259.11,259.29,249.43,247.04
1999-12-07 22:13:41.663000,L7,347.89,344.83,259.68,233.75,243.61,241.55,254.80,260.82,258.92,262.82,268.52,261.97,257.48,249.65,246.28
1999-12-16 22:07:33.708000,L7,328.62,,269.24,257.03,258.78,230.37,260.23,261.07,265.60,263.76,273.67,265.78,261.88,249.45,182.63
2000-05-08 22:06:44.900000,L7,247.95,234.80,264.59,265.02,244.07,259.96,256.81,263.46,266.57,272.06,268.27,266.22,261.52,243.74,252.81
2000-05-31 22:12:42.435000,L7,,169.21,193.53,197.32,,,,,,,,,,,
2000-06-25 22:06:19.852000,L7,247.85,244.07,268.67,239.18,268.76,260.81,233.51,,,,,,,257.01,248.53
2000-09-20 22:11:14.930000,L7,244.90,326.32,262.43,263.03,260.77,263.97,265.18,270.42,270.20,271.69,269.54,266.49,266.27,254.28,247.15
2001-01-03 22:05:00.181000,L7,235.67,223.77,267.74,265.93,261.81,262.25,264.40,270.67,270.15,272.63,271.35,266.49,266.11,255.27,251.73
2001-02-20 22:05:00.525000,L7,318.32,,259.85,262.76,258.76,258.98,257.27,262.42,260.58,264.70,263.85,265.47,258.56,246.35,241.86
2001-02-27 22:11:06.137000,L7,227.71,225.06,234.01,268.72,253.74,253.48,256.66,264.03,265.26,271.84,267.36,265.99,260.25,251.88,246.97
2001-04-09 22:04:41.882000,L7,406.62,403.28,401.34,402.91,399.69,387.13,383.58,376.38,381.56,406.51,412.64,424.41,447.81,405.76,504.54
2001-04-16 22:10:54.636000,L7,238.72,247.43,262.70,256.62,254.15,259.84,258.13,262.00,266.93,265.93,266.90,265.90,258.23,246.10,247.08
2001-06-28 22:03:56.771000,L7,344.96,345.58,347.95,265.95,273.31,269.42,276.57,284.09,284.99,275.77,281.23,275.27,278.82,267.41,256.39
2001-07-05 22:10:09.496000,L7,247.95,242.23,262.15,260.25,250.28,262.60,240.88,270.93,230.16,268.09,214.13,266.98,255.90,255.68,250.88
2001-07-14 22:03:57.537000,L7,251.86,244.16,269.30,265.12,258.91,,,,,,276.04,269.80,268.85,255.85,
2001-08-15 22:03:26.328000,L7,161.08,212.66,260.64,261.69,241.29,252.46,261.35,260.51,254.24,263.05,197.66,227.25,261.88,255.48,221.57
2001-11-03 22:02:58.699000,L7,241.93,227.55,264.66,265.71,262.22,262.35,261.30,497.04,395.80,453.83,514.96,407.59,266.58,266.54,262.32
2001-11-26 22:09:21.320000,L7,,,,219.96,243.89,259.39,261.80,258.54,257.96,246.31,266.92,240.96,260.26,247.02,241.57
2001-12-12 22:09:26.650000,L7,,,229.27,263.29,259.30,262.59,261.74,264.18,267.36,268.73,183.76,244.62,262.52,254.22,247.78
2002-01-29 22:09:33.112000,L7,,159.92,258.89,261.52,186.28,201.78,251.76,218.93,,,,,,,
2002-02-23 22:03:31.354000,L7,,,252.44,240.22,232.39,236.31,235.68,242.61,239.45,246.28,255.66,241.88,212.45,,
2002-03-11 22:03:31.366000,L7,338.21,246.87,263.19,264.44,261.45,258.67,263.57,267.29,268.05,269.86,269.71,267.08,261.69,249.72,248.31
2002-04-12 22:03:25.302000,L7,371.28,339.71,336.84,374.72,360.83,267.83,268.10,275.02,278.70,275.91,273.25,267.48,263.33,251.25,254.25
2002-05-14 22:03:19.418000,L7,362.16,388.98,272.20,274.46,269.26,269.96,267.97,274.62,276.65,275.03,277.02,275.83,268.88,260.59,258.33
2002-06-06 22:09:22.654000,L7,306.86,344.84,357.37,354.57,353.77,353.72,277.74,272.29,340.26,199.73,206.00,224.75,161.41,383.69,471.39
2002-06-15 22:03:07.576000,L7,339.79,356.56,322.85,353.54,351.27,351.80,274.90,274.68,280.37,280.10,281.94,278.74,279.46,261.80,262.44
