dates,satname,nzd0163-0000,nzd0163-0001,nzd0163-0002,nzd0163-0003,nzd0163-0004,nzd0163-0005,nzd0163-0006,nzd0163-0007,nzd0163-0008
1999-10-22 21:58:28.758000,L7,275.63,364.40,261.68,305.03,253.55,260.83,300.58,283.00,292.27
1999-12-09 21:58:33.708000,L7,182.55,250.74,238.71,258.89,338.76,349.31,349.06,363.64,357.12
1999-12-09 21:58:57.676000,L7,182.39,260.81,240.99,260.15,347.01,351.11,348.86,366.67,358.48
2000-01-10 21:58:52.465000,L7,453.86,400.28,416.37,444.72,398.99,394.15,396.89,396.00,388.09
2000-02-11 21:58:22.025000,L7,383.69,363.62,377.87,375.29,369.03,369.22,366.57,368.09,367.50
2000-03-30 21:58:09.573000,L7,396.07,377.35,381.08,385.51,375.36,379.91,377.76,376.18,376.39
2000-03-30 21:58:33.541000,L7,394.98,377.62,381.18,385.87,376.15,380.54,377.73,377.20,376.17
2000-05-17 21:58:07.485000,L7,384.40,365.91,378.42,381.14,362.98,364.63,366.41,371.48,368.49
2000-09-06 21:56:22.949000,L7,391.18,364.55,371.24,371.17,357.45,405.15,468.06,422.39,290.01
2000-09-22 21:56:05.544000,L7,398.50,365.04,372.80,368.08,339.27,369.48,372.76,454.05,484.02
2000-09-22 21:56:29.431000,L7,402.43,365.14,372.72,369.59,341.06,369.08,370.99,327.19,485.05
2000-12-11 21:56:00.959000,L7,352.97,342.16,297.35,336.55,326.27,343.38,332.33,344.73,316.96
2000-12-27 21:56:05.061000,L7,387.42,363.40,372.31,370.22,359.74,363.32,363.81,366.38,366.29
2001-01-12 21:56:06.772000,L7,377.78,358.16,,444.40,440.87,456.72,352.43,360.90,345.65
2001-01-12 21:56:30.696000,L7,381.00,357.84,357.49,443.04,442.39,459.67,352.21,359.62,344.10
2001-02-13 21:56:03.778000,L7,402.92,364.11,373.38,381.20,364.71,366.05,364.43,371.74,367.31
2001-03-01 21:55:57.624000,L7,394.63,365.20,375.09,379.72,363.26,366.55,363.65,365.82,366.26
2001-03-01 21:56:21.596000,L7,395.80,366.40,375.77,379.43,365.40,368.46,365.32,367.85,367.26
2001-03-17 21:56:16.575000,L7,367.96,360.56,375.18,371.73,357.63,366.99,365.01,368.88,367.39
2001-05-20 21:55:29.073000,L7,380.72,368.51,372.55,365.59,351.94,357.33,374.27,372.11,367.40
2001-05-20 21:55:53.025000,L7,379.57,367.27,371.69,364.58,351.63,356.09,372.90,372.54,366.67
2001-06-05 21:55:16.607000,L7,272.70,348.73,159.55,,313.57,300.76,,234.59,319.22
2001-06-05 21:55:40.577000,L7,274.84,349.02,317.40,,317.01,309.83,,278.99,323.41
2001-06-21 21:55:05.323000,L7,352.29,363.51,343.66,357.49,331.36,350.72,359.87,365.48,364.98
2001-06-21 21:55:29.297000,L7,354.89,364.06,374.99,365.95,333.91,352.61,361.94,366.28,366.53
2001-08-24 21:54:24.664000,L7,354.86,355.75,371.48,365.75,337.59,329.73,364.53,366.59,362.05
2001-08-24 21:54:48.593000,L7,363.77,358.23,373.20,372.47,348.23,357.62,369.13,368.30,367.30
2001-09-09 21:54:12.928000,L7,382.16,365.78,375.22,374.75,358.02,366.21,364.50,364.93,365.22
2001-09-09 21:54:36.880000,L7,422.00,399.83,406.78,418.09,401.12,392.66,394.10,380.33,389.44
2001-09-25 21:54:04.740000,L7,403.56,379.69,383.98,388.89,382.00,381.53,373.26,372.94,376.14
2001-09-25 21:54:28.694000,L7,456.02,410.60,407.44,418.28,421.32,413.92,408.30,399.25,405.43
2001-10-11 21:53:46.024000,L7,437.25,411.45,414.48,415.32,423.86,414.05,404.21,405.15,408.41
2001-10-11 21:54:09.862000,L7,437.48,416.07,413.22,415.50,425.08,422.67,404.10,406.01,408.01
2001-12-30 21:54:13.275000,L7,259.68,432.95,243.41,350.19,327.77,342.03,,,
2001-12-30 21:54:37.254000,L7,427.37,438.97,273.39,353.65,332.26,347.77,347.43,378.25,369.64
2002-01-15 21:54:23.534000,L7,449.41,390.99,419.45,400.41,390.35,398.46,377.12,379.62,380.58
2002-02-16 21:54:54.191000,L7,403.12,371.85,386.34,413.31,392.95,365.08,365.97,377.04,369.45
2002-06-24 21:54:04.370000,L7,349.89,360.15,371.25,342.70,334.73,348.60,359.84,363.89,365.96
2002-08-27 21:53:36.267000,L7,424.82,402.30,400.53,410.60,395.67,389.01,396.39,405.76,384.52
