dates,satname,nzd0085-0000,nzd0085-0001
2023-08-28 22:11:44.258000,L9,295.19,267.34
2023-09-05 22:11:46.771000,L8,294.66,264.70
2023-10-07 22:11:57.146000,L8,292.42,260.11
2023-10-15 22:12:03.081000,L9,297.01,265.99
2023-11-24 22:12:03.999000,L8,302.04,275.84
2024-01-11 22:11:56.446000,L8,304.47,278.99
2024-02-04 22:12:07.739000,L9,300.26,273.09
2024-02-12 22:11:54.234000,L8,309.63,283.04
2024-02-28 22:11:48.270000,L8,295.44,271.05
2024-03-15 22:11:37.973000,L8,304.85,279.27
2024-04-16 22:11:19.307000,L8,297.96,278.43
2024-05-10 22:11:24.784000,L9,309.52,287.29
2024-05-18 22:10:55.940000,L8,301.18,276.89
2024-05-26 22:11:12.218000,L9,295.70,274.85
2024-06-11 22:11:06.286000,L9,300.73,278.12
2024-08-06 22:11:21.454000,L8,305.92,282.29
2024-08-22 22:11:34.534000,L8,308.40,287.18
2024-09-07 22:11:43.073000,L8,416.54,457.76
2024-11-18 22:11:59.014000,L9,289.05,262.98
2024-12-04 22:12:00.480000,L9,269.66,256.64
2024-12-28 22:11:50.695000,L8,295.11,257.54
2025-01-05 22:11:55.058000,L9,248.77,270.54
2025-02-06 22:11:55.429000,L9,270.04,252.74
2025-02-22 22:11:57.370000,L9,309.02,278.69
2025-03-10 22:11:52.276000,L9,298.69,256.63
2025-03-26 22:11:41.456000,L9,256.45,252.69
2025-04-11 22:11:41.675000,L9,286.18,257.04
