dates,satname,nzd0492-0000,nzd0492-0001,nzd0492-0002,nzd0492-0003,nzd0492-0004,nzd0492-0005,nzd0492-0006,nzd0492-0007,nzd0492-0008,nzd0492-0009,nzd0492-0010,nzd0492-0011,nzd0492-0017,nzd0492-0018,nzd0492-0019,nzd0492-0015,nzd0492-0016,nzd0492-0020,nzd0492-0012,nzd0492-0013,nzd0492-0014
1999-08-26 22:07:32.686000,L7,323.47,306.32,307.07,340.40,339.75,243.74,315.19,318.59,329.49,309.54,310.02,284.68,327.31,330.29,200.68,,,,,,
1999-12-16 22:07:33.708000,L7,,,,,,280.51,288.88,219.35,279.61,281.33,295.24,,,,,,,,,,
2000-05-08 22:06:44.900000,L7,328.81,294.04,300.50,358.29,346.50,317.60,329.22,337.46,334.57,329.07,328.32,306.16,400.29,395.00,380.54,403.82,411.22,372.02,,,
2000-06-25 22:06:19.852000,L7,329.23,306.89,332.83,355.57,391.39,369.58,331.21,375.46,393.64,384.50,327.64,333.54,400.32,238.29,356.57,248.40,384.12,381.47,,,
2000-07-11 22:06:05.496000,L7,210.32,285.59,292.77,342.92,332.52,235.75,278.96,253.06,313.82,305.00,315.72,,339.13,,336.63,,313.54,337.22,,,
2000-07-27 22:05:48.258000,L7,333.56,285.50,289.75,347.12,338.82,151.60,325.60,317.63,324.14,323.13,329.97,317.85,380.95,310.50,352.61,268.05,321.26,363.86,,,
2000-08-03 22:11:31.842000,L7,301.45,283.27,300.03,340.88,335.05,229.65,320.29,338.60,335.94,318.21,330.92,323.17,314.70,315.07,361.13,284.88,188.17,358.75,,,
2000-08-12 22:05:41.803000,L7,345.82,421.15,420.53,427.27,385.12,379.11,362.40,516.99,408.27,468.51,454.36,414.44,453.38,449.03,440.38,477.48,493.70,435.98,440.85,420.07,402.12
2000-09-20 22:11:14.930000,L7,336.60,310.31,308.80,341.15,329.34,322.83,319.05,342.02,343.94,326.03,325.78,,315.32,140.59,344.26,285.17,203.16,353.07,,,
2000-12-18 22:05:01.704000,L7,348.22,287.11,347.52,369.18,375.39,375.58,358.91,350.66,352.50,356.78,369.65,311.52,196.67,378.48,385.93,311.72,315.93,366.11,206.51,295.35,300.03
2001-01-03 22:05:00.181000,L7,268.80,284.35,291.54,306.51,309.63,310.14,305.42,269.28,305.90,310.93,299.83,,,317.59,268.51,245.22,280.31,235.66,,,
2001-02-20 22:05:00.525000,L7,322.01,435.92,430.48,431.00,423.17,389.30,326.53,303.71,356.49,341.84,315.56,327.56,434.91,410.47,407.35,426.25,433.01,371.34,430.90,433.88,435.86
2001-04-09 22:04:41.882000,L7,333.77,372.63,379.74,375.08,357.24,362.51,328.97,360.86,344.12,362.48,359.34,148.33,432.51,430.86,221.50,315.28,314.43,421.34,221.72,306.54,302.88
2001-07-14 22:03:57.537000,L7,328.64,441.82,456.02,457.47,454.66,388.27,404.45,407.30,413.32,419.63,420.56,428.03,301.56,403.46,392.92,423.58,220.12,382.83,418.07,223.14,437.06
2001-08-15 22:03:26.328000,L7,324.61,295.96,297.05,342.56,328.93,302.17,314.47,320.17,440.64,407.20,378.60,327.18,346.59,306.83,329.59,419.28,430.38,258.03,,267.32,395.41
2001-10-02 22:02:52.358000,L7,385.14,408.75,411.96,425.77,438.21,418.80,420.04,419.18,431.56,430.28,431.59,454.37,,,,,,,469.59,463.98,497.00
2002-02-23 22:03:31.354000,L7,339.34,341.46,330.15,351.00,360.87,373.74,366.43,354.70,345.17,353.17,320.98,,368.49,368.49,386.89,306.53,336.63,343.76,193.95,285.21,302.11
2002-03-11 22:03:31.366000,L7,342.65,299.10,342.39,372.07,409.41,421.83,438.11,360.96,348.78,353.37,471.02,450.33,366.70,385.39,374.37,314.30,319.15,369.42,475.08,304.08,304.83
2002-04-12 22:03:25.302000,L7,329.77,291.17,297.81,343.34,336.86,323.64,320.25,350.65,335.16,335.33,327.97,321.75,368.47,333.50,371.68,305.52,331.27,368.46,188.97,292.78,299.75
2002-05-14 22:03:19.418000,L7,339.62,305.23,379.82,368.67,370.15,334.44,335.91,377.87,341.29,341.32,380.77,340.58,377.38,391.65,388.65,387.07,395.44,374.78,,275.82,384.36
