dates,satname,nzd0507-0000,nzd0507-0001,nzd0507-0002,nzd0507-0003,nzd0507-0004,nzd0507-0005,nzd0507-0006
1999-08-26 22:07:32.686000,L7,333.12,323.83,316.30,158.74,203.43,266.72,245.50
1999-12-16 22:07:33.708000,L7,338.38,312.04,317.85,242.62,,323.49,292.23
2000-05-08 22:06:44.900000,L7,342.42,343.96,339.31,298.21,340.12,334.13,288.67
2000-06-25 22:06:19.852000,L7,343.37,353.32,327.26,334.03,332.50,337.89,332.73
2000-12-18 22:05:01.704000,L7,322.74,300.26,301.22,177.33,209.58,253.06,280.25
2001-01-03 22:05:00.181000,L7,334.16,307.72,316.44,277.11,,277.65,288.36
2001-02-20 22:05:00.525000,L7,334.95,179.13,295.31,193.37,,266.54,285.97
2001-04-09 22:04:41.882000,L7,359.40,351.43,343.53,349.96,350.66,340.83,297.45
2001-06-28 22:03:56.771000,L7,338.52,341.61,328.57,322.36,333.15,328.67,286.36
2001-07-14 22:03:57.537000,L7,327.38,327.14,319.53,288.83,296.00,294.57,278.28
2001-08-15 22:03:26.328000,L7,318.26,307.09,295.90,,,,230.41
2001-10-02 22:02:52.358000,L7,509.59,484.12,498.84,503.32,485.30,491.27,449.23
2001-11-03 22:02:58.699000,L7,356.04,331.25,322.16,367.22,346.94,322.84,302.61
2002-03-11 22:03:31.366000,L7,,176.50,281.17,,,277.87,254.42
2002-04-12 22:03:25.302000,L7,337.21,342.61,338.78,342.33,346.30,339.00,298.48
2002-05-30 22:03:13.672000,L7,341.84,334.59,343.28,343.17,347.20,354.70,347.62
2002-06-15 22:03:07.576000,L7,414.88,368.08,346.83,357.98,366.34,358.34,350.91
2002-11-22 22:02:45.529000,L7,340.67,363.43,401.47,392.04,394.40,409.87,376.69
2002-12-08 22:02:51.522000,L7,321.91,294.78,295.55,236.87,,286.90,267.18
2002-12-24 22:02:57.022000,L7,333.34,308.47,310.55,243.82,254.14,299.48,276.59
2003-09-30 21:52:18.101000,L5,354.43,338.51,336.06,341.83,340.86,346.39,333.41
2003-11-17 21:52:57.120000,L5,379.11,349.48,342.04,349.29,344.82,348.06,347.07
2004-06-12 21:55:59.429000,L5,364.16,356.83,353.09,349.54,336.50,339.86,330.72
2004-06-28 21:56:28.308000,L5,,,,,,229.14,252.51
2004-07-30 21:57:15.668000,L5,354.94,333.91,333.60,313.34,314.76,309.29,303.49
2004-10-18 21:59:11.702000,L5,369.39,372.40,370.49,379.97,374.77,370.58,366.28
2005-01-22 22:00:50.292000,L5,326.44,293.71,294.82,290.19,290.80,285.64,273.54
2005-02-07 22:01:03.020000,L5,318.13,293.99,290.88,263.75,248.90,236.39,
2005-03-11 22:01:31.683000,L5,358.12,330.57,327.98,308.50,307.06,311.47,310.47
2005-05-14 22:01:54.308000,L5,355.90,341.65,341.82,335.01,333.63,331.17,332.12
2005-10-05 22:02:41.026000,L5,354.40,332.91,328.70,311.78,311.53,307.85,300.63
2006-02-26 22:05:22.928000,L5,349.27,328.25,324.79,307.01,307.56,305.50,299.40
2006-03-14 22:05:42.635000,L5,348.29,326.53,325.29,309.51,310.11,302.75,297.99
2006-04-15 22:06:18.610000,L5,351.54,333.74,329.92,315.58,315.40,312.01,306.33
2006-06-02 22:07:00.083000,L5,,148.87,151.91,264.76,271.42,267.85,272.07
2006-11-25 22:09:07.763000,L5,366.24,350.17,347.72,340.42,334.76,329.02,321.98
2006-12-11 22:09:16.015000,L5,361.46,334.76,321.95,308.75,308.29,303.42,303.26
2008-11-14 21:57:52.281000,L5,360.36,335.36,332.04,315.58,316.79,313.47,308.62
2009-01-17 21:59:44.398000,L5,370.89,348.84,340.23,327.97,325.78,326.32,311.51
2010-02-05 22:05:29.575000,L5,345.20,310.23,305.26,294.93,294.71,287.11,279.40
2010-12-22 22:04:29.137000,L5,365.98,328.87,323.91,312.41,311.55,308.31,303.48
2011-02-08 22:04:35.159000,L5,358.44,356.42,369.10,371.87,365.19,363.64,358.28
2011-03-12 22:04:31.079000,L5,361.42,345.19,345.02,334.32,331.21,329.12,328.74
2013-06-05 22:16:38.960000,L8,234.87,189.28,186.01,194.90,281.23,282.77,290.23
