dates,satname,nzd0246-0000,nzd0246-0001,nzd0246-0003,nzd0246-0004,nzd0246-0005,nzd0246-0006,nzd0246-0007,nzd0246-0008,nzd0246-0009,nzd0246-0010,nzd0246-0011,nzd0246-0012,nzd0246-0013,nzd0246-0014,nzd0246-0002
2000-01-10 21:58:52.465000,L7,,,,,,,,,197.27,238.53,267.84,281.95,264.65,,
2000-01-10 21:59:16.407000,L7,245.67,252.10,255.53,254.05,212.00,237.37,196.10,182.03,202.76,242.45,274.53,290.90,268.70,261.55,
2000-02-27 21:58:40.521000,L7,,,,,,,,185.74,194.81,201.32,244.62,,,,
2000-03-14 21:58:35.291000,L7,,,,,,,,183.13,201.09,235.92,255.28,262.19,,,
2000-03-30 21:58:33.541000,L7,,,,,,,253.54,181.98,247.42,227.31,269.43,281.06,,,
2000-03-30 21:58:57.484000,L7,299.92,240.31,296.61,261.61,237.03,285.52,267.50,217.17,272.63,288.32,285.64,313.29,311.86,314.78,347.86
2000-07-04 21:57:38.483000,L7,299.95,269.89,288.08,276.66,,,278.73,291.05,266.25,283.56,303.38,314.78,322.52,,299.23
2000-07-04 21:58:02.420000,L7,302.37,272.73,291.12,280.41,,,279.22,289.68,263.62,287.02,301.59,312.81,294.63,,298.84
2000-11-09 21:56:21.390000,L7,328.09,341.74,373.59,373.72,363.26,356.90,348.57,343.76,343.49,348.18,392.79,380.67,383.24,398.42,384.40
2000-11-09 21:56:45.337000,L7,325.59,338.57,380.95,370.48,361.13,356.26,347.66,340.78,339.81,347.26,392.00,380.24,383.46,399.55,389.87
2001-03-01 21:56:21.596000,L7,302.81,300.85,321.22,318.53,315.78,320.36,326.33,318.76,311.19,326.54,339.11,358.98,351.21,365.37,324.11
2001-03-17 21:56:16.575000,L7,257.28,258.72,,,,,244.39,230.54,232.37,263.26,289.20,285.51,274.04,,
2001-03-17 21:56:40.512000,L7,256.99,260.12,,,,,,229.97,233.01,263.44,288.91,285.51,274.44,,
2001-06-05 21:55:40.577000,L7,300.51,253.25,298.28,321.34,266.85,289.99,267.72,223.87,256.58,269.88,327.23,298.86,321.37,,318.77
