dates,satname,nzd0367-0000,nzd0367-0001,nzd0367-0002,nzd0367-0003,nzd0367-0004,nzd0367-0005,nzd0367-0006,nzd0367-0007,nzd0367-0008,nzd0367-0009,nzd0367-0010,nzd0367-0011,nzd0367-0012,nzd0367-0013,nzd0367-0014,nzd0367-0015,nzd0367-0016,nzd0367-0017,nzd0367-0018,nzd0367-0019,nzd0367-0020,nzd0367-0021,nzd0367-0022,nzd0367-0023,nzd0367-0024,nzd0367-0025,nzd0367-0026,nzd0367-0027,nzd0367-0028,nzd0367-0029,nzd0367-0030,nzd0367-0031,nzd0367-0032,nzd0367-0033,nzd0367-0034,nzd0367-0035,nzd0367-0036,nzd0367-0037,nzd0367-0074,nzd0367-0075,nzd0367-0076,nzd0367-0077,nzd0367-0078,nzd0367-0079,nzd0367-0080,nzd0367-0081,nzd0367-0069,nzd0367-0070,nzd0367-0071,nzd0367-0067,nzd0367-0068,nzd0367-0072,nzd0367-0073,nzd0367-0066,nzd0367-0062,nzd0367-0063,nzd0367-0064,nzd0367-0065,nzd0367-0059,nzd0367-0060,nzd0367-0061,nzd0367-0038,nzd0367-0039,nzd0367-0040,nzd0367-0041,nzd0367-0042,nzd0367-0043,nzd0367-0044,nzd0367-0045,nzd0367-0046,nzd0367-0047,nzd0367-0048,nzd0367-0049,nzd0367-0050,nzd0367-0051,nzd0367-0052,nzd0367-0053,nzd0367-0054,nzd0367-0055,nzd0367-0056,nzd0367-0057,nzd0367-0058
2007-02-13 22:08:23.117000,L5,368.74,350.08,372.28,380.63,388.05,384.93,366.74,340.08,328.85,312.48,294.81,271.79,258.96,247.06,240.14,215.04,206.85,182.53,201.79,208.62,222.29,233.84,244.53,239.56,244.65,256.08,259.08,248.88,248.74,242.16,232.96,226.81,209.29,182.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-09 22:06:33.244000,L5,374.71,361.29,377.64,389.31,387.45,391.95,374.45,353.40,335.71,325.59,314.91,289.31,273.44,264.16,245.05,227.36,217.82,190.38,211.24,216.04,235.45,251.41,255.90,262.37,251.12,267.93,260.57,260.96,259.13,253.63,243.62,233.24,218.79,188.42,163.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-10-02 22:12:30.868000,L5,375.66,355.89,374.52,381.79,385.88,383.60,368.39,347.57,330.09,322.71,304.37,274.83,271.08,264.27,260.03,223.66,212.91,186.03,216.79,214.37,233.90,250.19,249.50,257.61,248.91,262.16,247.37,252.18,247.19,243.19,233.25,229.95,213.57,177.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-24 22:04:54.778000,L5,353.56,307.26,319.07,346.45,361.40,368.39,356.58,340.85,324.52,319.32,305.05,288.47,271.81,267.24,243.57,215.75,200.71,172.03,193.36,201.81,207.27,221.74,223.70,229.58,238.69,244.05,238.43,237.36,231.58,236.98,225.39,222.69,202.17,173.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-03 22:03:55.814000,L5,,,,,267.66,268.24,288.33,200.54,205.48,246.24,211.07,195.60,183.61,206.88,187.07,176.93,,,,,,,,,192.27,194.26,201.60,203.93,198.38,197.74,188.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-29 22:09:29.646000,L5,376.87,355.47,370.93,378.13,349.46,355.38,357.04,351.49,347.66,332.61,319.92,308.90,293.76,294.43,299.72,293.53,273.94,235.31,215.62,224.15,221.96,241.56,244.24,252.58,251.31,255.27,251.46,248.84,243.62,250.02,248.20,250.85,274.74,248.16,223.26,202.93,166.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-07 22:03:20.155000,L5,363.91,319.71,324.53,344.59,349.68,358.58,352.32,348.79,343.42,340.30,325.96,309.44,296.01,296.89,299.44,288.66,282.64,248.96,223.33,229.98,230.30,248.92,254.63,255.59,257.77,256.41,256.33,253.42,249.91,251.59,252.33,250.51,273.90,241.23,227.60,205.54,171.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-23 22:03:20.850000,L5,360.62,309.16,323.99,342.38,345.47,354.28,349.24,345.32,341.28,341.94,324.31,305.04,297.65,293.54,295.67,274.66,255.91,252.75,211.83,219.11,225.18,245.03,249.69,252.16,253.60,260.69,254.36,250.26,246.43,256.33,251.47,252.70,244.13,202.88,213.62,199.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-08 22:03:23.241000,L5,365.63,311.26,329.38,342.76,344.03,335.46,300.99,,,,,,,,,256.91,226.76,215.67,254.10,248.21,238.30,249.66,252.25,257.97,259.24,263.87,262.24,260.68,251.35,256.36,258.61,257.57,279.05,253.64,232.66,206.09,180.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.63,195.63,181.82,174.00,176.07,178.04,176.39,,,,,,,,,,,
2011-02-15 22:09:34.535000,L5,348.35,290.42,301.31,321.92,328.11,336.75,334.74,330.23,326.20,320.34,307.58,290.86,279.89,280.39,279.15,268.65,240.75,230.91,200.11,208.78,210.19,228.33,234.33,239.08,241.76,242.56,239.01,234.85,232.57,237.36,238.64,238.56,263.73,207.44,206.91,187.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-12 22:03:19.303000,L5,375.25,312.59,332.46,343.78,351.13,355.73,356.43,354.60,346.81,345.93,333.63,316.83,302.18,295.71,296.05,292.50,265.89,255.11,219.36,228.47,229.98,250.56,254.38,260.37,260.46,264.11,260.85,257.47,251.00,258.25,257.68,256.79,285.35,244.56,232.56,206.47,172.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.62,198.38,193.49,185.71,187.72,179.46,183.68,,,,,,,,,,,
2013-05-11 22:21:31.047000,L8,369.61,323.71,342.87,346.35,351.88,353.45,350.97,335.96,337.55,341.83,345.05,334.04,327.23,321.84,303.29,304.00,282.86,284.84,279.15,263.43,253.77,264.94,265.59,270.57,277.40,282.76,280.71,282.65,268.35,274.26,296.38,303.37,312.97,286.41,277.31,258.67,251.88,263.07,187.43,202.41,203.25,217.16,,,,,,167.24,177.13,,,187.62,188.06,,,,,,,,,275.75,245.00,242.95,222.44,183.25,172.91,,,195.82,250.58,201.18,194.64,205.61,171.07,,,,,,,
2013-05-27 22:21:38.875000,L8,394.12,336.00,357.15,347.85,353.67,354.87,362.59,333.79,332.95,351.15,369.35,345.70,338.60,329.81,321.42,310.32,294.61,289.12,294.83,298.62,280.57,283.44,391.22,382.91,351.11,287.07,286.30,305.64,294.53,315.52,306.92,312.05,343.72,314.69,297.46,274.17,264.13,275.37,191.98,204.54,201.63,221.98,,,,,167.58,172.43,180.41,,160.78,192.41,193.74,,,,,,,,,288.79,242.37,238.78,187.27,,,,,,,,,,,,,,,,,
2013-06-05 22:15:27.079000,L8,386.65,330.99,361.80,355.50,357.00,362.75,354.94,337.53,327.97,340.16,349.59,344.37,343.88,329.75,323.75,311.84,294.63,280.97,283.63,289.44,283.47,377.48,402.02,419.87,347.92,287.76,295.28,289.00,294.07,308.96,312.35,314.28,341.14,324.86,305.75,280.88,282.56,274.42,197.83,208.57,228.65,228.73,230.63,,,,168.20,174.62,179.60,,,192.36,197.69,,,,,,,,,285.59,248.19,252.57,180.10,,,,,,,,,,,,,,,,,
2013-06-28 22:21:33.030000,L8,376.26,353.29,358.87,354.42,354.59,356.58,341.31,323.26,321.84,329.92,340.81,349.13,349.28,336.06,330.39,316.71,305.29,294.89,293.83,306.19,311.47,279.65,380.48,389.40,372.38,285.85,292.98,312.32,337.21,350.81,349.89,355.01,360.01,359.46,290.58,270.72,258.73,271.33,190.95,204.36,205.51,167.05,,,,,164.70,172.48,178.74,,,189.57,192.22,,,,,,,,,282.80,243.56,247.33,218.04,178.84,169.81,,,170.22,257.41,279.16,210.86,231.10,215.05,,,,,,,
2013-07-14 22:21:34.493000,L8,358.16,337.38,356.18,349.21,350.17,354.73,339.88,326.38,321.58,330.44,335.34,336.19,336.13,330.82,325.96,316.17,291.28,275.94,281.44,297.43,271.69,271.96,268.68,271.97,281.93,284.54,282.35,289.06,282.03,316.25,303.45,308.01,321.09,295.36,289.78,275.48,261.19,270.50,189.82,200.70,201.20,218.72,,,,,,168.78,176.60,,,188.90,189.32,,,,,,,,,281.58,245.66,244.01,222.14,242.74,228.21,182.78,243.75,218.04,251.14,271.13,199.68,213.45,193.97,,,,,,,
2013-09-16 22:21:33.422000,L8,367.55,320.78,338.12,338.54,340.35,340.28,329.76,314.21,312.09,306.31,304.91,308.17,324.55,326.70,329.12,309.35,291.88,297.15,289.66,295.96,292.76,262.98,256.20,259.77,269.52,273.66,310.39,277.62,266.65,263.46,286.92,296.19,310.57,277.70,278.28,259.67,253.37,246.40,176.68,190.15,192.75,210.15,,,,,,,,,,175.30,180.35,,,,,,,,,273.85,237.64,236.37,220.98,243.64,230.39,231.37,245.33,215.87,246.02,269.67,208.40,217.01,199.49,,,,,,,
2013-09-25 22:15:17.057000,L8,367.45,339.38,346.00,338.46,334.41,334.17,324.81,315.97,312.37,307.98,303.41,306.67,317.42,313.06,318.64,308.30,298.51,304.86,300.03,302.00,312.67,269.80,282.56,356.04,364.89,368.05,310.42,283.53,267.16,264.40,287.32,295.86,309.21,279.19,277.54,264.50,254.42,258.39,177.39,190.20,191.33,207.51,,,,,,,,,,176.00,180.03,,,,,,,,,275.31,237.40,245.39,207.02,,,,,,,,,,,,,,,,,
2013-10-18 22:21:25.531000,L8,348.29,334.83,341.13,344.31,345.30,342.78,323.60,319.12,312.20,305.31,316.23,323.65,316.54,308.83,293.68,300.27,298.64,310.71,303.79,319.95,325.90,346.71,255.34,256.54,267.19,271.01,273.44,272.58,269.40,267.30,285.42,293.45,306.96,285.29,282.80,264.43,256.80,252.90,167.67,183.75,185.18,198.34,,,,,387.71,397.95,,360.99,373.12,174.62,177.24,339.27,,,,,,,,227.15,233.36,229.35,176.52,,,,,,,,,,,,,,,,,
2013-11-12 22:15:08.029000,L8,366.06,316.74,334.15,331.54,334.78,340.12,323.31,311.84,304.31,300.13,299.34,301.94,306.29,302.92,290.66,289.04,276.34,268.90,257.97,297.18,243.60,250.40,251.89,253.29,264.00,267.10,266.35,260.82,253.27,261.19,284.53,287.71,306.14,270.93,270.56,253.68,244.23,240.84,165.07,181.04,180.63,192.95,,,,,,,,,,170.11,170.12,,,,,,,,,257.13,228.84,222.67,207.58,227.06,220.32,220.29,227.46,206.88,237.70,184.28,186.96,189.29,,,,,,,,
2013-12-14 22:14:57.422000,L8,355.49,313.10,329.48,329.14,336.72,329.86,322.45,311.59,304.61,298.01,296.77,301.84,305.05,301.63,288.80,289.38,276.35,259.22,257.66,252.24,242.58,250.23,251.78,254.47,262.92,267.21,267.12,263.22,253.47,262.94,284.70,288.25,304.24,269.56,268.33,251.03,241.48,243.00,,,,,,,,,,,,,,,,,,,,,,,,237.56,228.34,222.75,205.22,216.20,210.71,216.06,217.20,204.92,234.91,183.54,182.13,193.99,,,,,,,,
2013-12-21 22:21:03.131000,L8,356.58,322.61,333.78,333.64,335.19,330.98,316.95,308.18,297.89,299.11,301.81,306.07,311.40,312.05,301.35,295.90,277.04,276.48,265.71,320.29,248.22,254.59,255.59,257.52,267.30,350.33,275.23,273.17,274.48,278.82,290.70,292.02,307.47,273.21,275.92,286.92,328.57,256.62,170.89,184.84,186.44,203.02,,,,,,,,,,174.43,177.12,,,,,,,,,235.19,228.01,223.96,208.33,211.29,197.01,204.47,225.11,207.91,231.98,185.77,173.74,,,,,,,,,
2014-02-07 22:20:33.142000,L8,379.10,317.94,333.35,331.08,332.41,329.85,314.38,298.13,292.03,287.56,293.97,294.67,298.51,303.02,300.84,298.07,294.74,274.12,263.43,293.91,305.31,260.67,253.76,258.41,267.00,270.56,270.82,270.73,270.01,267.39,289.00,295.83,308.66,278.16,265.18,252.68,238.95,251.87,170.71,186.16,186.59,202.03,,,,,,,,,,174.57,176.59,,,,,,,,,243.99,226.99,224.49,205.44,204.28,202.24,193.84,208.36,207.13,230.03,186.76,176.55,187.28,156.64,,,,,,,
2014-02-16 22:14:14.638000,L8,370.51,315.50,331.97,330.30,333.12,328.19,313.26,295.48,288.07,285.96,295.75,290.44,296.36,300.43,294.28,300.96,281.69,265.03,264.21,294.81,295.89,255.96,254.04,257.47,269.47,271.59,272.79,279.00,269.21,266.64,290.95,295.41,307.88,275.00,268.82,256.43,242.97,256.04,170.92,185.20,185.94,201.49,,,,,,,,,,173.83,174.30,,,,,,,,,263.01,230.44,223.87,205.58,209.86,207.89,204.02,212.76,207.68,233.69,186.26,178.66,189.82,,,,,,,,
2014-03-20 22:13:49.616000,L8,260.54,317.51,334.75,337.93,338.55,334.36,318.76,299.70,298.24,286.66,285.23,281.32,291.49,297.74,298.38,300.24,284.84,271.71,303.14,262.18,249.03,260.53,255.89,261.27,271.38,273.53,278.04,276.07,268.73,266.36,290.58,296.65,308.39,276.52,272.56,261.56,246.16,255.32,176.98,190.95,190.12,210.84,,,,,,,,,,175.98,179.32,,,,,,,,,267.37,233.48,229.56,213.66,228.00,206.94,206.77,215.22,210.95,240.20,188.33,183.19,192.65,155.05,,,,,,,
2014-04-05 22:13:34.516000,L8,393.07,322.91,337.75,342.08,341.51,340.14,322.96,305.96,298.15,291.56,286.84,284.33,295.19,303.98,304.60,305.42,294.74,317.42,313.79,311.55,328.11,264.38,265.75,298.28,281.81,281.17,285.38,288.46,287.16,286.80,296.77,299.95,311.98,285.40,282.80,265.25,250.02,268.13,182.05,195.81,194.09,214.30,,,,,,,169.08,,,177.68,183.91,,,,,,,,,275.55,238.93,234.80,216.71,231.11,216.38,217.13,230.34,215.18,243.11,197.97,192.93,199.64,166.32,,,,,,,
2014-05-14 22:19:08.687000,L8,378.37,314.63,340.56,344.98,336.41,331.89,318.99,310.95,295.67,281.81,272.40,272.60,284.96,298.02,295.49,310.68,317.21,282.15,306.89,310.85,290.36,282.53,271.27,278.53,283.25,283.01,282.90,292.81,279.93,350.81,365.42,375.15,328.67,306.51,288.81,258.02,253.04,274.32,189.93,200.93,196.09,221.82,,,,,,163.92,176.70,,,189.63,189.56,,,,,,,,,277.09,248.40,250.00,223.53,,,,,,,,,,,,,,,,,
2014-05-30 22:19:10.974000,L8,325.42,334.91,348.21,353.19,345.71,338.38,316.58,307.70,295.77,280.41,275.61,279.47,285.09,293.48,290.16,307.84,327.05,317.45,317.04,322.42,296.78,293.66,329.47,337.25,364.63,351.56,371.04,311.93,306.49,354.12,368.11,378.59,357.82,318.55,296.05,280.51,281.55,276.23,193.59,202.81,199.98,221.41,,,,,,168.19,177.66,,,191.43,194.21,,,,,,,,,286.70,250.33,241.27,185.76,171.92,,,,,,,,219.33,166.83,174.19,198.18,187.86,163.47,,,
2014-07-26 22:13:18.997000,L8,271.47,320.17,342.83,346.90,345.41,340.09,325.20,308.51,295.11,283.39,278.29,272.29,268.97,273.61,274.88,285.78,289.75,302.58,309.48,313.98,309.70,309.66,320.61,337.49,353.62,365.08,338.38,359.40,362.31,376.49,395.23,385.01,365.54,310.77,295.08,281.95,282.47,278.38,189.11,201.32,157.03,219.09,,,,,,167.66,178.12,,,189.49,191.10,,,,,,,,,292.20,248.83,248.34,232.44,245.64,182.22,170.92,173.15,227.51,245.75,207.58,224.19,305.38,312.99,314.35,324.07,192.37,190.05,188.66,,
2014-09-03 22:19:42.686000,L8,315.59,312.34,336.47,339.50,337.63,330.20,314.76,298.12,284.93,273.02,267.30,262.67,260.81,258.91,260.69,271.69,280.11,277.99,267.99,267.02,296.84,307.97,320.22,338.38,349.78,340.50,336.60,354.86,358.65,369.52,387.93,380.79,404.61,384.18,388.46,367.32,351.53,340.66,,,,,,,,,,,,,,,,,,,,,,,,331.74,242.79,243.75,239.55,253.32,232.46,234.61,248.37,218.83,232.53,199.64,218.86,212.42,165.39,,,,,,,
2014-09-28 22:13:32.732000,L8,309.33,309.90,332.12,334.88,329.97,323.65,310.72,292.48,283.14,270.48,262.27,256.63,255.80,254.76,253.17,263.46,273.52,268.46,260.69,259.03,278.83,289.43,301.90,318.07,339.76,328.30,325.69,312.13,347.24,353.66,372.77,370.18,351.21,291.84,288.09,280.37,275.26,262.80,173.93,188.21,189.10,209.53,,,,,,,,,,174.60,178.30,,,,,,,,,266.73,244.86,248.29,177.23,,,,,,,,,,,,,,,,,
2014-10-14 22:13:38.532000,L8,259.63,298.47,328.50,333.65,326.88,322.70,308.53,292.77,280.77,270.28,264.28,256.42,254.13,252.27,250.27,260.88,267.80,255.79,253.17,250.10,245.08,264.56,252.75,257.45,268.09,267.04,269.22,263.76,256.95,261.33,283.76,288.97,306.75,279.68,273.14,260.99,253.22,246.08,415.37,444.44,,,,,,,,,,,,,397.31,,,,,,,,,239.39,226.60,233.27,187.08,,,,,,,,,,,,,,,,,
2014-11-06 22:19:49.237000,L8,257.84,299.88,325.54,331.96,330.69,323.46,311.32,294.09,281.55,273.54,262.56,256.15,252.37,252.38,248.69,259.99,266.18,254.45,253.07,249.58,248.40,257.93,251.77,257.04,267.00,268.00,266.50,263.61,258.91,260.13,285.20,291.66,303.73,279.90,273.31,256.26,249.73,247.62,,,,,,,,,,,,,,,,,,,,,,,,237.81,221.38,223.47,196.55,,,,,,,,,,,,,,,,,
2014-11-22 22:19:45.715000,L8,310.90,306.68,331.41,338.96,338.40,329.13,316.60,298.31,284.91,274.73,269.68,258.64,255.51,257.00,256.86,263.93,280.03,285.26,257.35,257.15,261.80,285.25,300.83,310.28,293.79,272.61,274.59,291.38,280.65,267.77,302.96,300.25,311.02,296.42,283.61,275.19,277.79,263.17,173.00,186.70,185.27,168.89,,,,,,,,,,174.35,177.51,,,,,,,,,249.99,234.63,225.37,176.16,,,,,,,,,,,,,,,,,
2014-12-01 22:13:36.144000,L8,247.12,303.60,327.57,331.84,330.29,322.05,309.44,292.68,282.24,269.81,264.27,255.75,256.82,254.22,255.12,263.21,270.03,256.13,253.62,254.22,257.92,263.17,254.59,290.02,285.99,268.77,271.85,275.36,268.18,267.47,289.10,293.27,306.46,282.10,279.30,266.81,261.34,259.76,230.09,187.14,207.61,,,,,,,,199.00,,,204.52,192.20,,,,,,,,,259.87,231.64,241.27,170.15,,,,,,,,,,,,,,,,,
2015-01-25 22:19:32.598000,L8,372.28,304.07,326.89,332.21,332.32,324.30,310.51,294.60,283.78,274.78,267.94,260.56,256.81,258.18,256.98,267.08,273.06,262.22,258.95,255.19,263.36,266.75,254.96,283.02,273.30,270.03,274.56,282.83,279.37,284.53,291.78,296.38,307.41,281.07,276.75,264.75,257.22,262.96,173.34,186.46,184.31,208.84,,,,,,,,,,172.92,178.22,,,,,,,,,268.41,231.20,227.63,200.56,202.73,198.98,,190.22,204.66,227.01,190.68,182.84,191.52,158.29,,,,,,,
2015-02-10 22:19:26.793000,L8,312.99,305.62,330.77,335.41,335.95,325.09,312.91,296.27,284.30,276.43,267.44,260.52,256.98,258.10,258.95,266.90,274.69,263.99,261.08,260.83,269.06,270.32,289.48,297.14,293.50,271.66,276.09,304.62,284.02,285.52,328.63,349.09,309.37,280.26,277.91,266.70,259.79,263.75,178.44,191.21,188.63,212.28,,,,,,,,,,174.99,181.94,,,,,,,,,268.26,234.45,232.88,207.23,213.52,214.80,,201.46,215.13,231.57,200.03,200.09,205.86,164.88,,,,,,,
2015-02-19 22:13:13.545000,L8,367.75,305.37,331.36,336.32,335.23,328.05,312.51,297.78,285.13,275.62,267.13,260.58,257.64,259.16,258.64,266.78,275.17,258.80,261.28,262.72,266.03,272.61,256.55,297.03,285.15,275.93,279.59,305.62,330.44,329.48,333.64,330.57,341.55,279.03,278.96,267.18,259.07,267.82,177.44,192.12,186.59,167.77,,,,,,,,,,175.45,180.81,,,,,,,,,271.65,235.76,230.40,206.03,218.41,212.35,208.85,203.40,213.55,231.02,197.47,192.84,196.99,160.22,,,,,,,
2015-03-14 22:19:11.321000,L8,377.07,322.63,337.46,346.05,349.40,327.55,317.10,301.89,290.13,291.36,289.44,272.12,260.42,260.43,263.51,269.67,277.02,267.53,264.80,266.79,271.04,273.25,267.72,291.41,278.90,274.36,278.04,293.34,282.25,291.38,297.74,301.66,310.11,297.78,278.75,268.81,273.44,263.98,179.21,190.20,191.01,212.77,,,,,,,,,,175.40,182.23,,,,,,,,,267.18,239.46,227.86,174.18,,,,,,,,,,,,,,,,,
2015-04-15 22:18:58.633000,L8,379.23,331.10,339.26,345.79,350.21,335.41,320.18,305.33,293.83,294.59,291.75,274.12,265.69,262.78,268.45,275.20,279.86,271.53,270.35,272.03,272.19,277.14,273.69,295.66,285.03,280.31,283.90,295.98,331.37,329.40,353.15,356.92,366.22,293.09,289.78,276.89,282.41,273.01,187.66,197.43,194.48,218.13,228.34,,,,,164.19,172.19,,,183.70,188.11,,,,,,,,,277.63,252.84,242.42,193.12,,,,,,,,,,,,,,,,,
2015-05-26 22:12:28.969000,L8,370.96,353.18,368.89,372.25,372.01,375.03,331.48,325.85,308.63,311.13,302.11,296.54,283.92,284.97,285.57,287.79,294.14,283.59,280.68,285.12,288.02,294.76,296.92,304.80,305.71,311.29,321.60,336.41,344.43,351.59,358.15,358.37,377.46,324.08,299.59,279.52,309.40,285.37,197.21,209.82,207.78,228.87,,,,,173.20,176.06,181.45,169.61,168.26,192.81,197.64,159.58,,,,,,,,294.01,255.66,216.25,184.34,175.58,166.51,,,,,,,,,,,,,,,
2015-07-20 22:19:10.496000,L8,,283.22,297.92,279.53,270.56,288.26,268.11,246.58,213.76,235.57,208.11,245.44,206.32,171.58,,,,,,,,212.94,239.14,241.33,241.54,241.86,243.77,233.40,240.45,244.55,251.18,252.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05 22:19:12.883000,L8,,,,,,,,,,231.89,217.69,242.44,234.08,237.58,234.31,,,,,,168.77,218.70,239.01,238.85,232.23,228.73,178.18,228.71,230.78,238.90,246.65,246.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-06 22:19:26.774000,L8,390.76,368.67,384.20,390.27,403.91,371.43,352.03,326.57,302.36,308.13,302.44,293.69,284.01,288.18,288.61,296.42,296.67,288.86,281.50,284.12,281.55,278.75,272.44,267.66,272.39,277.07,278.31,285.24,306.68,315.69,327.59,342.85,369.05,377.52,381.83,370.41,381.80,384.80,195.69,206.00,206.67,229.54,231.10,,,,169.47,172.96,180.89,169.37,168.49,190.34,196.43,157.70,,,,,,,,360.90,354.00,352.98,368.22,368.56,331.73,382.28,358.25,286.91,376.62,316.72,,,,,,,,,,
2015-10-24 22:19:40.609000,L8,332.26,312.20,331.76,340.57,339.25,332.48,315.90,300.07,285.86,283.92,274.50,264.42,257.66,258.20,258.45,265.92,274.95,254.89,259.25,256.74,253.98,260.07,252.59,253.02,255.00,263.39,264.85,265.63,275.90,266.00,288.01,294.79,302.54,276.72,272.94,264.25,260.81,262.33,,,,,,,,,,,,,,,,,,,,,,,,269.70,238.74,220.30,171.12,,,,,,,,,,,,,,,,,
2015-12-20 22:13:33.327000,L8,327.45,316.63,342.38,350.97,346.91,342.27,318.57,312.70,301.71,279.33,280.95,269.23,258.23,259.43,260.88,270.45,280.07,258.94,255.76,263.56,264.33,264.21,254.76,266.22,297.84,301.14,334.46,381.00,380.05,386.69,374.07,320.63,344.92,287.40,346.47,341.66,348.56,285.58,177.92,190.12,186.57,208.77,,,,,,,,,,173.84,177.49,,,,,,,,,283.04,249.36,253.67,,,,,,,241.82,226.14,216.71,220.31,225.05,235.17,206.16,211.59,183.38,177.25,191.91,
2015-12-27 22:19:43.199000,L8,329.28,312.16,332.03,340.50,339.43,333.75,312.99,298.83,284.66,281.46,274.06,261.74,256.94,258.01,259.21,268.53,276.47,254.62,263.80,265.09,261.92,263.81,254.06,255.43,262.91,268.54,269.17,276.39,287.57,295.60,296.76,300.50,328.17,284.21,279.41,268.40,298.41,271.76,177.55,189.09,183.67,210.64,,,,,,,,,,174.13,177.14,,,,,,,,,276.18,237.15,234.33,211.38,228.63,,,164.41,212.81,233.66,209.87,211.03,201.06,161.63,,,,,,,
2016-01-05 22:13:29.107000,L8,329.81,312.55,332.34,341.49,340.34,334.61,312.57,298.87,284.57,280.39,274.14,262.25,257.12,257.45,259.24,265.36,275.63,257.57,261.62,266.71,260.10,261.78,254.20,255.45,261.54,268.47,269.66,276.39,286.74,296.80,297.26,298.70,332.24,277.60,278.80,271.09,299.54,271.45,176.95,188.91,185.40,210.24,,,,,,,,,,173.50,176.40,,,,,,,,,274.58,241.40,242.90,207.63,,,,,,241.55,215.83,211.73,217.21,200.41,179.85,194.56,179.00,181.47,174.35,,
2016-02-06 22:13:25.747000,L8,326.34,316.39,331.92,340.52,339.97,331.31,313.84,296.00,285.67,280.57,274.79,261.34,255.51,255.97,256.56,264.95,271.65,249.70,258.74,257.86,250.65,256.69,248.09,248.29,257.62,263.69,264.56,268.64,274.83,287.51,289.68,293.59,306.62,269.54,274.40,265.02,256.33,267.89,175.42,189.11,182.31,205.62,,,,,,,,,,172.37,177.70,,,,,,,,,273.00,234.88,229.01,207.44,210.15,178.98,,189.04,212.32,234.51,202.05,203.85,206.30,154.71,,,,,,,
2016-02-13 22:19:32.514000,L8,331.56,311.21,334.69,345.14,341.12,332.74,317.13,300.05,286.87,284.45,275.38,266.09,258.28,259.40,261.81,265.49,276.62,255.45,263.40,265.45,259.21,263.09,254.37,256.58,264.54,270.03,270.63,278.28,288.32,301.59,303.85,300.47,309.59,281.98,281.98,270.63,263.93,271.20,180.38,190.77,186.66,213.57,,,,,,,,,,175.92,179.43,,,,,,,,,275.54,236.99,233.80,214.26,222.76,205.66,217.19,208.40,218.09,237.25,212.15,215.77,214.48,208.44,178.20,195.06,178.47,171.81,178.87,,
2016-04-17 22:19:09.462000,L8,251.14,347.85,336.92,353.20,350.63,347.59,321.55,309.01,292.89,291.60,284.97,272.85,264.09,263.68,268.12,275.20,280.65,264.90,273.93,267.66,255.73,258.15,253.49,260.08,269.92,274.35,277.90,285.54,301.69,309.62,319.69,335.13,346.80,292.09,296.53,278.53,350.64,345.75,185.52,196.82,193.26,218.30,229.20,,,,,164.83,169.10,,,181.60,186.86,,,,,,,,,309.86,248.17,246.63,228.62,191.31,171.21,,160.84,216.66,245.62,229.55,247.39,225.84,214.31,200.76,212.41,197.87,179.75,178.69,,
2016-04-26 22:12:57.053000,L8,357.07,309.22,336.99,345.86,345.68,340.26,324.98,311.73,296.72,297.90,288.04,280.63,268.54,271.57,272.17,277.11,285.14,268.01,272.09,276.32,270.85,275.93,269.53,270.14,274.42,277.62,281.94,289.14,305.88,317.65,325.33,338.72,352.04,294.81,361.97,342.64,322.43,346.08,190.31,199.39,197.70,219.96,230.35,,,,,166.82,173.45,,,184.88,188.66,,,,,,,,,332.29,249.24,246.63,237.47,196.93,177.48,,169.28,229.19,248.25,235.65,241.90,232.94,221.92,227.12,226.37,207.21,186.92,178.64,164.44,
2016-06-04 22:19:16.236000,L8,,292.81,326.05,325.47,318.21,291.17,257.41,223.10,208.68,199.14,257.58,257.25,255.29,260.33,259.79,,,,216.14,224.64,214.15,235.45,247.77,247.76,247.61,247.75,259.43,255.44,255.99,254.08,254.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
