dates,satname,nzd0166-0000,nzd0166-0001,nzd0166-0002,nzd0166-0003
1999-09-20 21:58:32.521000,L7,,,205.53,204.16
1999-10-22 21:58:28.758000,L7,,,221.95,225.14
1999-12-09 21:58:33.708000,L7,200.85,,,
2000-03-14 21:58:11.336000,L7,,,198.89,166.41
2000-03-30 21:58:09.573000,L7,,231.16,203.12,369.85
2000-03-30 21:58:33.541000,L7,,224.17,203.19,203.98
2000-09-22 21:56:05.544000,L7,286.63,279.02,227.10,216.39
2000-09-22 21:56:29.431000,L7,,164.82,230.05,186.52
2000-12-27 21:56:05.061000,L7,331.23,296.25,345.34,344.64
2001-01-12 21:56:06.772000,L7,,,222.09,223.34
2001-06-05 21:55:16.607000,L7,,,195.75,217.54
2001-06-05 21:55:40.577000,L7,,,194.42,215.77
2001-10-11 21:53:46.024000,L7,300.15,,216.34,213.06
2001-10-11 21:54:09.862000,L7,,,195.50,187.85
2001-12-30 21:54:37.254000,L7,,,208.42,254.37
2002-01-15 21:54:23.534000,L7,,,207.14,253.77
2002-01-31 21:54:26.647000,L7,202.16,,,
2002-08-27 21:53:36.267000,L7,,208.52,219.71,215.04
2002-08-27 21:54:00.253000,L7,,195.28,198.56,223.72
2002-10-14 21:53:19.813000,L7,286.18,289.98,227.84,216.73
2002-10-14 21:53:43.769000,L7,284.55,256.91,225.65,205.52
2002-10-30 21:53:25.867000,L7,287.41,,,
2003-01-18 21:54:06.301000,L7,,,220.81,177.07
2003-01-18 21:54:30.278000,L7,302.37,244.54,227.79,254.96
2003-03-23 21:54:40.711000,L7,,,,222.80
2003-07-21 21:42:09.884000,L5,,250.54,259.00,285.36
2003-07-21 21:42:33.857000,L5,,246.38,256.41,282.89
2003-10-25 21:43:40.253000,L5,258.90,218.65,248.39,281.80
2003-10-25 21:44:04.226000,L5,274.27,237.44,262.19,291.56
2004-02-14 21:44:33.705000,L5,287.27,257.51,261.10,287.49
2004-02-14 21:44:57.678000,L5,272.58,244.41,252.99,278.88
2004-03-01 21:44:38.581000,L5,272.53,243.60,244.62,251.91
2004-03-01 21:45:02.553000,L5,287.20,259.77,263.51,276.04
2004-03-17 21:45:08.368000,L5,,215.21,214.53,257.44
2004-04-02 21:44:54.996000,L5,,238.32,253.38,280.65
2004-04-02 21:45:18.969000,L5,272.93,253.97,262.08,288.42
2004-06-21 21:47:16.748000,L5,323.61,332.76,351.06,322.21
2004-06-21 21:47:40.721000,L5,331.54,336.74,382.22,325.13
2004-07-23 21:48:09.192000,L5,,233.71,255.53,276.40
2004-07-23 21:48:33.165000,L5,,235.00,257.10,278.11
2004-09-25 21:49:43.196000,L5,270.43,233.06,250.86,275.77
2004-10-27 21:50:47.740000,L5,268.12,240.07,248.52,279.08
2005-01-15 21:51:45.464000,L5,255.74,215.70,233.86,258.52
2005-01-15 21:52:09.437000,L5,254.74,215.00,236.29,258.92
2005-02-16 21:52:13.954000,L5,268.87,226.98,230.08,
2005-02-16 21:52:37.927000,L5,268.72,227.68,231.96,
2005-04-21 21:52:46.920000,L5,,238.30,250.85,271.12
2005-04-21 21:53:10.893000,L5,,233.87,247.19,268.98
2005-05-23 21:53:00.685000,L5,,240.02,248.22,279.05
2005-06-08 21:53:33.007000,L5,,192.25,241.81,274.32
2005-10-30 21:53:39.558000,L5,274.02,237.28,239.73,273.48
2005-10-30 21:54:03.531000,L5,279.93,246.55,248.87,279.07
2006-02-19 21:56:15.936000,L5,260.61,241.94,249.55,263.33
2006-02-19 21:56:39.909000,L5,262.41,243.07,250.09,264.15
2006-04-08 21:57:12.628000,L5,,250.06,249.38,274.03
2006-04-08 21:57:36.601000,L5,,246.17,245.20,269.78
2006-06-27 21:58:24.681000,L5,,,245.28,271.54
2006-06-27 21:58:48.654000,L5,,,253.24,276.58
2006-07-13 21:59:02.335000,L5,,248.96,256.63,285.75
2007-09-18 21:58:42.182000,L5,284.50,254.07,252.26,261.33
2008-12-25 21:50:10.387000,L5,270.63,240.26,246.10,274.40
2008-12-25 21:50:34.359000,L5,275.02,246.69,250.97,278.03
2009-11-26 21:56:28.873000,L5,277.65,245.19,249.48,277.54
2010-01-13 21:56:25.416000,L5,274.88,244.57,256.10,284.12
2010-01-13 21:56:49.389000,L5,264.27,233.55,249.17,277.65
2010-10-28 21:55:27.339000,L5,270.54,237.22,243.98,273.67
2010-10-28 21:55:51.312000,L5,270.01,237.16,244.12,274.25
2010-12-31 21:55:32.560000,L5,269.69,233.04,246.13,269.95
2010-12-31 21:55:56.533000,L5,272.21,237.38,249.46,273.86
2011-01-16 21:55:58.174000,L5,271.77,241.85,243.49,268.12
2011-02-01 21:55:35.620000,L5,255.25,222.47,244.29,269.64
2013-05-13 22:07:59.284000,L8,,243.83,261.90,288.81
2013-05-29 22:07:41.466000,L8,,241.21,257.27,287.90
2013-05-29 22:08:05.425000,L8,,242.79,259.06,288.43
2013-06-30 22:07:36.163000,L8,,245.19,269.50,294.23
2013-06-30 22:08:00.117000,L8,,234.63,264.08,291.33
2013-07-16 22:07:36.609000,L8,,,213.98,283.78
2013-08-17 22:08:03.120000,L8,,222.05,253.02,286.46
2013-09-02 22:07:40.639000,L8,,235.28,249.67,284.34
2013-09-02 22:08:04.598000,L8,,225.63,219.68,278.63
2013-10-20 22:07:26.886000,L8,295.92,266.26,278.80,297.54
2013-11-05 22:07:22.900000,L8,223.97,233.18,249.76,277.92
2013-11-05 22:07:46.855000,L8,224.82,233.39,249.16,278.15
2013-11-21 22:07:13.797000,L8,248.20,245.27,263.63,286.58
2013-11-21 22:07:37.752000,L8,244.36,238.32,255.39,283.00
2014-02-09 22:06:33.299000,L8,313.97,297.82,309.53,332.77
2014-02-09 22:06:57.254000,L8,253.33,244.27,259.61,288.90
2014-02-25 22:06:20.497000,L8,249.82,239.50,255.23,285.75
2014-02-25 22:06:44.447000,L8,250.80,238.69,254.47,285.03
2014-03-29 22:05:52.007000,L8,290.21,267.29,280.74,304.70
2014-03-29 22:06:15.961000,L8,253.11,246.95,263.68,288.36
2014-04-30 22:05:22.578000,L8,,243.95,264.22,289.60
2014-04-30 22:05:46.536000,L8,,244.51,264.39,289.75
2014-05-16 22:05:09.831000,L8,,250.39,271.84,292.84
2014-08-04 22:05:38.545000,L8,,236.14,257.39,286.29
2014-08-20 22:05:42.763000,L8,,244.43,259.69,286.26
2014-08-20 22:06:06.726000,L8,,246.93,264.62,287.53
2014-10-07 22:05:49.968000,L8,288.70,273.61,277.03,297.14
2014-11-08 22:05:52.173000,L8,288.23,261.46,273.77,293.06
2014-11-08 22:06:16.124000,L8,297.83,273.97,287.33,306.54
2015-02-28 22:05:24.487000,L8,285.67,268.16,286.19,309.29
2015-02-28 22:05:48.437000,L8,285.83,267.93,283.93,308.54
2015-03-16 22:05:13.611000,L8,212.68,229.08,255.23,278.32
2015-05-19 22:04:40.718000,L8,,226.46,250.61,284.11
2015-05-19 22:05:04.672000,L8,,214.86,229.44,279.54
2015-06-04 22:04:48.656000,L8,,244.91,268.89,287.81
2015-06-04 22:05:12.611000,L8,,244.28,268.81,287.78
2015-06-20 22:04:57.007000,L8,,211.90,258.53,285.45
2015-06-20 22:05:20.970000,L8,,,242.10,283.69
2015-07-22 22:05:13.606000,L8,,,241.56,276.29
2015-07-22 22:05:37.569000,L8,,240.89,257.35,284.83
2015-08-07 22:05:16.273000,L8,,234.59,253.28,279.08
2015-08-07 22:05:40.232000,L8,,222.50,248.60,274.12
2015-10-26 22:05:43.801000,L8,278.73,259.89,279.89,294.27
2015-10-26 22:06:07.756000,L8,277.76,257.70,273.60,291.52
2015-12-29 22:05:45.209000,L8,245.10,241.86,261.87,282.75
2015-12-29 22:06:09.164000,L8,247.74,241.41,260.33,282.49
2016-03-02 22:05:31.567000,L8,253.25,248.77,267.23,288.43
2016-03-02 22:05:55.525000,L8,244.82,243.63,258.51,285.94
2016-05-21 22:05:14.459000,L8,,237.97,263.32,287.62
2016-05-21 22:05:38.418000,L8,,246.44,271.98,292.22
2016-07-24 22:06:01.938000,L8,,243.19,269.32,288.55
2016-09-10 22:05:51.530000,L8,,219.70,240.78,270.92
2016-09-10 22:06:15.488000,L8,,230.91,247.84,276.11
2016-10-12 22:05:57.250000,L8,282.74,264.20,281.26,303.84
2016-10-12 22:06:21.213000,L8,283.62,265.53,281.66,389.30
2016-12-15 22:06:18.115000,L8,287.28,265.74,287.09,305.66
2017-01-16 22:05:47.126000,L8,228.27,243.69,264.42,285.43
2017-01-16 22:06:11.085000,L8,277.69,255.51,275.91,294.44
2017-02-01 22:05:40.248000,L8,231.16,247.54,267.14,287.71
2017-03-05 22:05:27.019000,L8,252.97,242.82,261.38,285.94
2017-03-05 22:05:50.977000,L8,284.27,262.80,285.33,302.54
2017-04-06 22:05:10.007000,L8,,240.04,262.68,287.01
2017-04-06 22:05:33.966000,L8,226.07,245.41,268.47,289.91
2017-05-08 22:04:59.325000,L8,,247.05,269.85,292.99
2017-05-08 22:05:23.284000,L8,,244.19,267.56,290.47
2017-05-24 22:05:10.453000,L8,,230.98,254.52,284.80
2017-05-24 22:05:34.407000,L8,,226.24,251.76,283.97
2017-06-25 22:05:23.687000,L8,,,244.18,278.73
2017-06-25 22:05:47.638000,L8,,238.85,267.71,290.53
2017-07-11 22:05:26.464000,L8,,253.37,276.60,296.41
