dates,satname,nzd0211-0000,nzd0211-0001,nzd0211-0002,nzd0211-0004,nzd0211-0005,nzd0211-0006,nzd0211-0007,nzd0211-0008,nzd0211-0009,nzd0211-0010,nzd0211-0011,nzd0211-0065,nzd0211-0066,nzd0211-0067,nzd0211-0068,nzd0211-0069,nzd0211-0072,nzd0211-0073,nzd0211-0074,nzd0211-0075,nzd0211-0076,nzd0211-0077,nzd0211-0003,nzd0211-0012,nzd0211-0013,nzd0211-0014,nzd0211-0015,nzd0211-0016,nzd0211-0017,nzd0211-0018,nzd0211-0019,nzd0211-0020,nzd0211-0021,nzd0211-0022,nzd0211-0023,nzd0211-0024,nzd0211-0025,nzd0211-0026,nzd0211-0027,nzd0211-0028,nzd0211-0029,nzd0211-0030,nzd0211-0031,nzd0211-0032,nzd0211-0036,nzd0211-0037,nzd0211-0038,nzd0211-0039,nzd0211-0040,nzd0211-0041,nzd0211-0042,nzd0211-0043,nzd0211-0044,nzd0211-0045,nzd0211-0046,nzd0211-0047,nzd0211-0048,nzd0211-0049,nzd0211-0050,nzd0211-0051,nzd0211-0052,nzd0211-0053,nzd0211-0054,nzd0211-0055,nzd0211-0056,nzd0211-0057,nzd0211-0058,nzd0211-0059,nzd0211-0060,nzd0211-0061,nzd0211-0062,nzd0211-0063,nzd0211-0064,nzd0211-0070,nzd0211-0071,nzd0211-0078,nzd0211-0033,nzd0211-0034,nzd0211-0035
2003-05-28 21:42:22.600000,L7,235.97,260.89,263.44,258.11,257.53,266.52,267.25,274.26,276.61,280.91,293.85,347.36,356.07,288.71,341.81,334.79,,325.99,208.30,316.02,312.20,283.05,258.23,299.26,233.28,208.33,206.91,270.35,291.07,,212.45,213.32,245.80,187.52,,,,,,,,,,,,,,,,,,,,,,,,,218.37,244.92,270.10,288.29,243.64,266.65,266.99,259.11,,,,,,,332.85,236.92,,,,,
2003-07-23 21:30:14.355000,L5,284.57,292.78,291.52,290.79,296.42,309.53,313.03,320.27,325.50,322.99,324.91,189.12,223.81,332.35,310.39,245.24,324.43,314.49,310.58,301.50,306.39,270.93,292.17,326.18,323.74,324.13,331.53,326.67,338.43,340.51,308.91,302.27,,,,,,,,,,,,,,273.82,313.61,327.07,334.44,335.16,334.49,334.16,337.76,328.34,331.88,336.62,337.03,339.94,329.01,319.47,259.77,,,,,,,,,,,,,252.61,319.63,272.41,,,
2003-12-30 21:32:24.694000,L5,302.99,312.82,308.05,311.23,314.61,318.23,322.15,337.80,343.72,341.72,340.34,364.61,368.17,361.67,355.88,352.17,352.35,347.84,344.60,341.30,339.99,313.79,304.85,343.38,343.03,341.61,345.36,347.13,356.83,346.11,342.65,337.81,335.17,318.69,300.31,280.30,254.44,248.28,251.03,254.15,253.15,256.27,261.11,244.83,191.76,317.34,332.94,338.55,344.54,346.05,347.86,342.53,346.97,344.47,346.84,352.60,350.21,357.50,359.76,360.99,357.95,361.07,360.92,364.36,363.84,365.04,367.15,371.63,374.79,379.98,372.82,373.94,369.14,349.10,355.64,295.49,246.45,227.30,
2004-01-15 21:32:26.348000,L5,295.58,305.18,303.34,309.80,321.38,327.30,325.79,335.22,339.88,338.14,335.31,361.39,363.67,365.02,374.92,419.42,351.49,346.77,346.42,341.25,346.73,345.00,303.25,337.33,340.36,336.05,334.88,338.57,339.52,347.69,342.73,345.48,258.97,173.10,178.72,433.07,395.48,347.10,326.01,,,,,,325.73,,,,,,,260.19,353.24,354.66,359.93,352.69,361.91,359.29,361.94,359.83,356.54,360.45,412.16,236.13,,,216.98,376.87,377.50,371.18,374.01,369.59,368.62,361.56,349.70,344.10,,,352.15
2004-05-06 21:33:58.336000,L5,259.88,280.80,266.02,270.51,294.92,303.79,322.13,312.46,330.77,312.67,319.73,372.36,367.82,368.28,360.45,356.56,355.82,358.00,351.62,352.56,355.80,322.44,297.31,332.94,343.22,349.42,354.61,355.17,361.12,350.40,353.86,349.95,353.51,309.45,249.25,241.60,230.71,232.97,240.78,242.68,250.79,248.30,255.75,237.38,274.07,329.86,343.10,339.43,348.21,350.04,350.67,346.59,354.36,349.18,361.42,352.13,358.39,364.22,366.74,367.39,367.24,369.26,370.28,371.56,372.41,372.82,372.82,380.45,382.82,389.19,379.59,383.52,370.10,353.48,358.33,301.27,225.72,223.88,203.94
2004-05-22 21:34:26.036000,L5,342.84,344.23,341.13,337.84,337.03,338.59,338.25,342.61,350.25,350.05,340.45,366.89,369.70,370.30,359.57,359.88,356.69,357.41,355.72,346.25,350.07,309.93,334.59,345.42,348.06,350.77,347.57,352.20,358.86,355.07,358.68,352.05,347.00,321.09,257.64,255.00,239.33,241.63,246.58,247.80,256.49,249.90,257.49,239.00,262.04,320.07,345.33,340.10,345.90,350.17,353.06,350.93,356.20,353.46,356.59,358.76,361.75,366.39,368.46,368.51,371.00,374.06,376.53,379.48,380.73,379.27,380.71,384.68,387.70,385.03,384.53,377.61,372.71,358.33,358.44,296.54,247.08,212.76,
2004-06-07 21:34:54.755000,L5,335.39,332.04,329.79,330.99,324.46,334.03,334.03,336.13,346.84,339.80,340.10,367.05,371.35,368.60,360.54,353.05,356.52,352.41,351.80,350.66,354.12,322.57,330.12,347.78,344.49,347.35,347.53,349.87,358.57,350.11,348.58,345.55,345.85,319.48,254.33,247.31,237.97,239.54,249.53,251.64,252.94,245.66,254.65,245.31,227.85,313.80,337.36,337.28,346.97,348.04,347.84,352.09,349.30,350.44,352.89,359.50,362.43,369.19,365.66,367.52,370.09,369.61,367.49,371.87,378.19,373.51,376.55,375.39,385.76,382.06,376.96,378.29,372.61,356.79,357.76,300.54,255.84,202.40,
2004-06-23 21:35:22.995000,L5,520.47,475.16,452.47,444.19,429.82,411.61,406.26,408.93,422.74,416.24,427.23,414.26,418.53,406.29,410.64,406.52,402.47,407.10,403.98,394.67,410.19,377.62,470.02,426.88,419.61,425.26,414.86,423.56,427.76,424.82,411.65,406.85,404.39,403.97,402.91,404.38,403.90,410.12,414.93,410.24,414.21,419.23,414.27,406.61,416.59,435.56,405.15,408.84,408.25,405.83,404.57,398.80,405.66,407.46,411.03,416.50,418.85,417.15,429.68,422.83,415.93,407.89,418.06,417.16,420.48,420.96,423.79,428.94,427.77,427.80,425.34,417.91,416.35,405.84,396.68,364.68,415.89,400.66,423.13
2004-07-25 21:36:14.167000,L5,322.62,335.72,324.78,321.19,325.54,333.85,333.79,333.74,343.32,337.46,340.46,368.77,374.72,372.90,361.13,357.81,353.95,357.07,354.15,350.37,354.55,325.31,322.90,346.45,349.77,350.44,348.39,353.21,355.16,354.04,350.44,344.08,343.82,314.56,251.53,239.64,227.45,233.92,246.32,244.94,244.74,243.41,253.55,237.62,192.84,316.53,346.79,341.34,352.28,360.39,359.56,354.81,353.90,352.88,354.32,359.60,360.12,363.70,363.95,364.39,359.33,367.65,364.92,370.26,369.14,371.10,375.88,376.33,384.90,384.36,378.12,379.56,369.39,353.57,359.08,298.97,248.79,,
2004-08-26 21:36:59.731000,L5,,,,535.39,514.39,427.92,506.71,458.11,417.75,414.20,411.63,405.07,398.51,409.31,406.94,403.36,385.61,388.37,378.18,377.33,378.71,359.84,520.47,438.74,421.96,432.13,428.96,406.16,422.00,428.51,418.12,415.80,407.44,407.07,410.38,409.02,298.29,300.88,301.93,304.52,309.30,305.52,293.09,298.50,337.29,393.86,399.38,408.89,400.70,393.88,390.00,383.73,392.79,387.28,388.02,388.20,395.76,403.03,401.23,401.20,396.33,409.54,411.74,418.33,410.01,413.23,411.50,418.57,420.57,420.13,415.65,412.52,407.19,400.44,389.04,377.33,305.70,321.13,334.93
2004-12-16 21:39:23.215000,L5,391.03,387.99,377.96,387.44,373.30,364.99,368.88,367.02,365.22,373.06,367.29,385.57,384.09,377.40,388.69,377.41,374.22,380.10,375.67,378.32,372.54,352.20,383.24,371.92,363.79,369.34,382.39,380.52,388.63,385.72,380.21,374.85,374.14,364.91,325.22,371.04,319.05,312.13,321.59,367.34,368.30,365.89,370.08,364.33,267.19,337.80,357.81,379.93,381.78,378.67,379.91,377.12,377.28,375.59,378.25,379.51,389.18,382.22,387.08,385.15,380.71,376.45,381.18,382.48,382.70,386.43,388.99,393.96,398.01,409.36,397.27,389.46,392.19,372.65,374.43,337.72,373.54,367.49,193.56
2005-02-18 21:40:18.476000,L5,334.73,348.51,342.65,327.62,331.76,342.66,348.14,364.78,363.97,364.89,357.50,397.03,386.41,389.53,387.04,380.48,367.35,369.00,377.58,391.38,377.76,333.90,344.25,359.92,355.82,367.40,369.98,365.70,371.33,369.63,367.72,363.46,359.70,336.64,267.45,265.78,238.22,244.57,247.01,250.22,249.76,243.94,249.50,232.86,238.92,386.25,350.91,340.48,355.21,368.92,372.67,358.82,361.54,363.12,371.81,368.66,374.56,373.47,378.81,384.38,378.48,379.97,381.97,381.61,385.44,393.28,437.99,474.12,441.60,428.19,402.05,403.04,404.94,371.89,369.04,312.84,232.31,,
2005-03-22 21:40:41.327000,L5,,,,,,,,,,,,345.36,347.86,345.19,336.70,334.03,329.19,327.96,321.59,318.99,324.03,293.91,,184.87,218.31,298.41,309.63,310.16,313.28,282.47,,,,,,,,,219.56,221.76,231.92,232.34,240.47,218.75,169.29,283.28,296.48,299.86,316.88,318.50,321.71,322.09,321.49,320.95,325.44,328.98,330.77,333.65,335.76,335.71,334.87,336.86,341.48,342.31,343.51,341.82,349.61,353.92,353.58,359.39,349.32,343.68,344.98,330.05,335.71,280.98,213.02,,
2005-05-09 21:40:56.205000,L5,325.73,331.63,320.62,323.02,323.77,327.64,333.45,333.24,337.44,344.06,338.39,370.64,372.62,367.29,363.36,357.58,356.05,352.48,350.68,348.53,351.96,320.46,316.23,345.85,340.24,338.60,346.28,346.44,354.44,346.84,347.82,342.02,339.00,317.45,272.47,256.93,245.50,239.93,244.90,246.89,251.38,248.53,256.70,239.02,236.03,321.00,339.72,342.19,349.32,351.89,355.43,354.05,355.07,355.78,354.68,360.61,361.57,369.83,369.32,366.38,368.06,369.69,369.96,370.69,371.83,375.95,377.32,379.44,385.12,386.10,380.37,378.33,376.89,357.97,358.81,305.11,255.66,,177.20
2005-06-10 21:41:12.271000,L5,341.21,333.80,334.15,328.08,325.42,333.78,332.15,340.38,342.69,342.07,347.24,371.58,373.28,372.76,364.93,362.61,355.88,358.57,355.02,348.90,355.64,320.88,319.86,345.97,348.83,340.53,353.42,346.99,356.57,350.75,353.30,346.19,338.77,322.12,289.51,295.55,274.14,287.94,268.79,257.10,254.46,258.59,281.70,268.50,234.13,318.47,340.64,344.26,355.10,359.35,357.31,354.55,361.13,360.13,355.30,359.72,361.96,363.29,366.49,364.48,365.81,367.82,369.71,372.19,373.83,373.28,378.08,380.87,383.91,388.00,382.04,378.33,379.65,361.81,359.77,309.84,263.50,208.71,186.42
2005-06-26 21:41:16.724000,L5,344.81,338.57,338.92,333.93,328.48,329.88,331.32,343.89,345.68,344.68,340.31,374.61,377.23,374.64,367.48,364.98,358.92,360.47,359.33,354.06,356.70,323.95,331.22,345.51,343.69,347.68,352.00,352.10,362.27,358.53,355.39,340.19,343.91,326.53,279.50,265.09,244.76,244.13,252.41,252.68,261.03,256.61,262.14,245.28,246.44,315.44,339.72,339.51,353.06,355.77,355.73,356.17,352.84,356.14,358.97,362.27,363.14,370.38,366.54,369.21,366.38,372.71,369.14,373.08,374.45,370.26,375.34,380.98,386.53,389.01,383.01,381.29,376.64,364.01,361.52,311.18,254.31,,187.17
2005-07-12 21:41:23.560000,L5,348.36,333.04,335.39,331.55,332.93,338.82,336.80,343.46,347.19,345.42,348.65,375.97,377.95,373.77,373.98,366.26,360.01,361.43,352.45,347.86,357.29,323.58,324.71,348.24,355.45,344.69,357.10,355.20,360.42,356.23,354.63,338.04,343.17,326.07,259.17,244.89,241.56,244.20,247.92,250.54,250.59,251.53,253.44,237.40,249.44,327.67,342.47,353.53,357.12,357.11,353.72,354.17,356.36,353.86,358.35,363.29,362.55,365.55,369.04,366.03,367.52,369.58,367.25,369.97,374.12,374.49,380.24,387.21,389.40,389.60,390.71,384.41,386.57,364.34,361.84,312.09,258.69,,171.79
2005-08-29 21:41:46.875000,L5,312.23,319.60,317.48,318.52,322.14,327.93,326.02,332.61,335.26,337.33,335.38,369.89,371.01,371.45,359.35,361.36,352.04,353.20,351.09,343.66,354.53,321.37,313.15,337.13,330.71,334.83,337.72,344.43,348.03,337.42,339.39,324.63,327.61,310.69,270.45,262.32,238.25,241.70,249.77,250.72,250.16,246.09,248.34,237.41,229.58,309.51,327.42,332.43,347.78,348.67,345.38,343.57,347.58,344.84,350.57,349.73,350.84,355.83,360.85,362.42,361.14,366.37,369.12,371.89,373.45,372.07,371.90,380.13,383.58,383.93,380.32,375.38,370.32,356.06,360.75,307.49,255.23,,
2005-11-01 21:41:44.104000,L5,311.31,323.46,324.61,312.92,316.57,326.34,326.36,330.14,333.87,322.10,323.90,369.56,366.76,364.52,355.55,355.51,345.65,343.19,345.45,338.79,352.39,321.27,314.35,325.48,326.35,330.93,329.54,337.06,342.23,334.23,330.06,324.14,331.46,319.21,256.52,245.70,231.53,235.47,237.74,242.29,249.17,237.11,246.83,223.56,236.63,306.69,323.38,331.42,342.48,344.33,341.77,339.76,341.20,343.92,354.36,355.23,359.96,362.08,365.39,363.15,364.42,366.37,369.33,371.69,373.02,369.83,373.41,375.38,383.61,382.29,379.27,375.50,370.26,350.48,348.67,295.68,227.22,,175.68
2006-01-20 21:43:37.291000,L5,270.20,282.81,281.31,281.62,283.95,294.72,297.58,306.04,311.63,313.06,308.59,,342.93,342.14,321.93,326.19,284.81,304.89,300.62,315.86,318.50,293.29,281.85,310.56,320.96,312.08,318.42,318.74,321.29,318.38,312.13,300.33,306.59,270.08,239.80,244.21,231.91,229.89,229.94,236.28,249.12,243.45,249.10,230.85,192.11,307.13,301.01,298.23,316.32,324.40,316.61,321.49,323.25,323.25,328.16,330.21,332.65,334.44,337.71,335.79,332.12,337.92,339.95,341.23,341.66,343.03,346.70,348.90,356.96,264.21,297.70,254.04,,308.81,199.05,280.33,233.14,,
2006-06-13 21:46:13.914000,L5,482.41,429.71,433.41,425.95,417.70,432.52,423.30,410.14,400.23,393.49,407.27,401.65,404.73,399.33,394.34,398.85,373.86,383.26,378.47,375.93,389.23,367.98,433.21,400.90,391.12,395.59,396.31,447.56,399.28,394.90,389.95,396.11,388.97,394.98,390.19,388.13,396.76,405.16,406.35,297.53,296.65,274.50,399.44,404.78,317.53,396.08,390.76,401.23,408.22,398.15,406.51,402.55,400.80,397.04,395.42,397.12,406.90,409.56,416.79,404.74,416.54,402.95,409.41,404.98,409.61,414.33,420.80,418.00,426.65,427.80,419.92,416.84,407.27,396.41,375.70,364.97,399.78,302.32,327.65
2006-06-29 21:46:28.892000,L5,257.13,264.79,276.98,283.43,282.66,288.55,296.49,291.34,292.14,296.36,307.95,332.95,340.38,320.30,,311.81,319.59,319.68,332.44,324.01,329.06,295.91,280.27,305.29,304.10,302.55,302.56,316.03,320.37,319.81,300.38,287.19,244.39,223.62,,,,,,,,,,,,,,,,,,,,,,,,,,308.70,321.98,322.34,334.17,321.32,340.80,339.24,343.75,339.40,352.18,352.33,335.94,318.74,330.40,318.43,321.54,276.73,,,
2006-09-01 21:47:19.401000,L5,346.32,337.22,335.92,329.76,330.17,333.44,333.34,335.68,338.30,340.42,339.29,365.46,368.10,367.78,361.59,358.45,348.33,350.30,352.58,352.13,357.29,333.13,327.85,345.07,340.45,344.79,340.52,348.30,351.87,348.78,347.21,339.95,338.25,319.49,261.17,259.50,238.87,249.36,266.58,250.58,249.03,242.96,256.90,242.60,254.64,304.66,329.86,335.31,358.94,357.20,358.73,356.21,356.78,356.49,360.30,364.50,364.02,368.15,369.87,369.21,365.70,372.34,371.54,374.71,372.31,370.64,373.92,377.46,381.24,382.15,372.39,372.69,367.15,351.07,355.44,308.74,219.15,,187.76
2006-09-17 21:47:31.164000,L5,319.96,327.96,328.58,319.15,321.34,323.61,322.75,329.10,329.85,330.25,333.05,369.59,367.47,367.68,358.51,358.58,347.44,348.81,348.10,347.79,353.95,323.96,318.79,336.08,336.49,334.17,336.77,343.62,353.76,348.17,342.57,336.94,333.34,317.97,270.14,261.71,238.88,253.47,255.92,246.18,240.77,244.96,256.22,234.38,237.90,301.83,323.05,332.55,351.92,361.19,359.73,358.77,357.36,355.14,359.13,357.84,366.03,364.81,368.63,364.35,365.44,367.10,370.33,373.95,370.29,367.72,375.59,378.73,382.18,381.15,373.92,373.66,366.54,354.04,355.12,304.71,217.24,,184.84
2006-10-03 21:47:41.787000,L5,404.18,376.14,370.30,353.79,357.02,358.21,361.31,363.51,361.71,373.04,358.74,379.98,382.56,378.56,371.89,371.30,360.78,352.36,353.60,359.45,362.35,335.37,346.39,362.25,360.12,356.46,358.38,358.61,362.91,357.33,357.07,355.02,345.76,328.80,307.59,311.83,252.03,251.75,272.63,263.53,256.81,254.83,364.06,328.85,262.83,307.80,346.54,372.71,369.54,368.98,364.84,365.57,364.66,365.64,362.46,370.35,370.39,376.43,375.82,378.59,377.64,382.75,379.74,383.04,383.84,387.10,386.61,390.80,392.02,390.29,384.87,383.99,380.02,368.20,364.99,319.73,343.16,,211.48
2006-12-06 21:48:41.029000,L5,343.17,333.31,332.59,316.82,316.30,315.57,328.21,326.41,329.98,326.55,320.34,366.17,368.57,363.55,363.27,360.20,368.57,375.16,378.63,391.64,412.83,393.34,315.73,317.73,315.49,329.67,325.97,331.38,331.41,327.60,325.19,325.45,318.21,319.77,324.44,319.11,316.32,321.43,325.63,322.42,325.88,323.23,319.28,319.50,278.27,327.56,349.18,346.84,353.46,349.53,347.37,343.99,343.43,347.37,344.39,352.35,352.40,364.86,358.61,366.13,359.95,362.60,362.20,364.64,369.01,371.33,371.98,375.76,375.15,371.93,368.97,369.49,366.43,360.26,366.08,380.52,326.40,167.56,227.38
2007-01-07 21:48:55.368000,L5,,,,,,,,,,,,322.97,327.99,327.48,326.86,319.77,312.40,316.65,320.52,321.29,334.79,312.04,,,,,,,,,,,,,,,,,,,,,,,253.64,275.89,297.38,304.42,299.75,306.69,309.51,301.24,303.66,306.31,305.00,308.32,309.87,312.87,314.85,323.58,322.08,322.79,322.93,324.16,326.28,327.97,333.68,333.88,337.54,328.47,329.27,324.87,322.24,320.38,314.00,297.00,,,186.26
2011-03-07 21:43:36.874000,L5,362.49,365.70,356.94,349.22,353.45,351.49,351.02,356.42,360.11,357.39,354.16,368.57,369.99,362.78,358.86,352.37,353.29,351.70,348.54,342.94,348.87,316.48,353.31,356.09,356.51,352.54,357.49,356.16,361.38,358.92,355.84,354.81,346.03,338.53,318.18,324.68,251.89,315.39,256.33,265.88,262.78,332.25,334.34,324.38,278.75,293.48,312.05,320.57,319.86,346.09,352.88,364.61,364.95,369.46,370.34,372.94,370.84,374.50,372.70,371.65,369.91,374.00,376.03,378.78,381.03,381.27,382.88,382.54,383.58,385.75,377.51,377.50,372.71,353.37,355.18,299.87,217.24,194.28,241.25
2013-05-31 21:55:43.729000,L8,348.07,369.12,351.73,339.54,341.72,345.68,342.60,348.43,350.66,348.59,356.00,372.46,378.55,371.06,371.60,370.71,360.69,357.66,357.38,353.69,365.47,344.44,341.97,353.60,351.13,357.82,356.66,356.23,360.46,356.35,349.66,345.37,343.28,326.33,307.73,314.93,247.66,249.88,255.05,264.26,266.06,327.14,329.82,298.09,228.24,295.16,320.79,299.39,318.88,354.04,359.36,363.67,362.22,363.49,370.76,374.05,378.11,382.97,370.95,368.63,381.86,373.32,382.16,383.26,396.37,382.54,402.75,388.15,388.97,387.82,380.87,377.61,375.57,371.05,367.60,323.89,255.57,197.90,
2013-08-19 21:55:42.209000,L8,367.74,406.77,429.34,432.31,409.51,386.07,391.59,396.14,422.23,397.49,398.66,390.61,397.80,382.61,377.59,378.14,356.53,355.09,357.44,352.94,362.44,344.91,448.67,392.80,393.89,428.10,401.45,469.10,480.21,424.20,411.62,405.78,401.90,408.64,395.36,400.45,401.21,404.95,441.49,454.54,420.31,412.80,381.80,400.00,408.69,339.48,337.72,376.89,398.72,394.96,391.27,394.79,389.13,382.12,386.85,396.11,393.88,396.78,405.15,393.18,392.66,399.80,407.66,406.61,410.24,419.75,410.08,411.91,421.52,415.19,406.60,391.59,391.96,376.23,368.14,359.44,395.71,397.16,407.83
2013-09-04 21:55:42.619000,L8,330.26,343.86,335.95,328.81,330.16,335.72,332.62,337.73,339.74,339.38,341.25,360.31,380.51,360.44,366.36,362.79,347.00,325.27,322.66,320.96,348.77,329.78,331.97,345.90,343.85,342.88,345.07,344.68,349.62,347.70,341.66,339.24,334.17,314.81,277.50,256.01,243.46,235.19,242.08,247.88,253.54,313.24,310.91,249.28,205.67,273.16,296.83,267.59,311.85,337.71,348.59,358.05,370.47,356.93,347.82,345.95,347.69,352.09,353.19,359.71,365.33,369.08,372.04,374.98,381.58,394.37,379.87,401.47,406.35,385.48,372.18,374.02,377.47,354.86,359.96,323.87,211.53,,
2013-10-06 21:55:33.702000,L8,327.73,342.65,334.60,327.38,331.38,335.54,332.73,337.89,341.80,342.27,342.04,370.38,368.17,366.02,356.59,353.38,329.24,329.95,334.40,333.63,346.68,320.87,330.48,344.59,360.36,344.21,348.62,344.88,350.45,346.85,344.41,340.18,333.67,313.55,264.83,263.13,237.91,232.72,239.91,240.72,249.65,248.19,252.18,233.54,205.34,271.38,294.29,297.05,300.05,334.94,345.01,358.22,355.17,362.39,362.59,359.29,371.93,370.59,364.12,362.35,365.93,366.00,370.26,385.57,374.15,378.30,382.58,383.40,387.01,385.24,379.21,377.85,372.82,354.84,343.81,312.36,,,
2013-12-09 21:55:16.438000,L8,333.17,345.94,339.28,330.70,330.96,335.01,334.68,338.74,341.92,343.38,339.89,365.07,365.93,356.94,355.21,351.18,339.86,341.34,339.14,332.57,344.47,326.06,333.56,344.41,343.70,343.40,348.91,346.71,351.41,347.41,346.35,341.18,336.35,321.14,284.76,305.01,251.43,285.77,258.27,265.64,262.86,269.43,294.45,262.63,226.61,278.08,309.76,297.73,303.94,331.50,342.06,354.56,360.62,366.66,365.61,367.44,359.72,369.53,365.31,362.68,361.67,363.02,376.70,387.18,383.62,373.73,381.38,386.18,388.42,388.67,372.89,376.22,371.38,350.42,347.19,319.07,212.97,,
2014-01-10 21:54:55.235000,L8,336.07,349.41,343.89,332.98,333.06,338.05,336.35,341.01,342.85,345.83,339.41,382.00,372.84,374.17,364.36,358.26,351.43,344.70,339.95,340.28,350.41,341.37,335.19,343.59,344.70,342.68,348.93,345.73,352.78,348.26,348.66,342.49,339.55,325.39,278.63,305.59,246.47,292.23,258.02,258.58,264.17,262.45,291.82,264.86,210.46,313.03,288.25,294.53,301.01,331.95,340.35,353.02,359.58,355.61,360.62,357.41,361.06,364.56,379.49,362.44,428.06,385.99,383.74,370.97,378.02,372.35,375.56,388.46,387.27,391.62,374.16,373.89,376.76,357.49,349.28,317.52,235.83,191.01,
2014-02-11 21:54:32.873000,L8,332.46,342.92,337.27,329.87,332.14,337.01,336.39,340.17,341.59,345.47,339.18,374.61,376.36,367.92,367.13,359.26,340.56,340.02,335.04,331.94,340.98,331.74,331.11,343.85,344.19,343.32,347.71,345.16,355.64,346.98,347.17,342.77,338.86,322.28,266.75,244.68,232.94,236.94,253.58,254.14,252.69,258.91,292.76,262.16,221.83,283.69,293.32,299.84,300.81,327.93,380.51,376.43,374.66,356.17,359.08,356.71,362.86,362.66,388.10,384.75,361.18,380.91,383.18,388.32,381.92,393.14,376.72,378.78,384.50,393.67,391.56,378.78,382.50,358.94,351.27,316.17,216.29,185.50,
2014-03-15 21:54:10.286000,L8,287.04,307.15,316.14,,,330.02,346.92,342.82,343.12,347.46,345.83,362.73,369.52,360.25,353.97,348.79,336.92,334.76,332.40,328.90,331.95,323.00,,348.16,350.11,345.60,350.65,353.08,362.01,353.66,355.41,349.36,343.70,334.75,279.25,297.10,237.21,245.43,261.05,249.38,255.04,244.20,251.43,236.35,187.61,261.70,286.33,275.51,287.01,331.09,344.44,369.53,363.86,366.40,366.45,365.22,366.26,375.56,373.13,363.39,378.65,356.07,363.25,364.00,363.74,364.59,365.40,367.99,374.62,370.38,375.99,376.95,364.52,344.82,347.27,310.24,212.84,188.41,
2014-03-31 21:53:53.631000,L8,329.40,345.07,340.12,331.58,333.50,336.99,336.41,339.57,343.27,339.79,325.43,367.95,374.56,363.97,356.72,348.83,342.24,342.92,337.01,330.97,344.04,320.95,332.14,,,,,,,,249.49,310.35,327.23,291.84,,,,200.66,227.45,241.94,249.70,246.40,248.79,204.98,218.36,299.09,309.77,385.85,383.02,373.16,400.14,302.30,279.69,370.13,356.70,353.31,356.93,368.53,362.03,359.36,362.54,361.57,366.94,367.78,369.89,381.21,371.59,380.20,381.80,378.57,372.38,369.36,370.79,345.77,347.73,317.67,181.36,186.38,
2014-05-18 21:53:11.680000,L8,457.30,447.35,431.32,420.78,404.24,408.34,422.06,401.89,414.92,397.12,394.42,397.45,397.42,390.75,384.37,380.02,369.10,359.44,364.76,366.68,374.03,353.16,424.54,419.56,392.77,412.45,408.69,396.00,400.31,402.65,401.83,397.88,404.10,415.55,411.50,407.55,410.88,286.18,288.94,288.39,320.97,302.75,439.71,359.50,237.01,428.41,426.45,414.71,420.51,417.32,401.77,403.34,407.00,411.56,407.04,404.96,412.40,419.68,425.46,413.71,408.63,408.52,409.24,413.74,417.98,423.98,421.19,422.48,429.14,430.25,426.71,411.17,404.03,379.12,376.45,345.43,253.72,344.26,215.77
2014-06-19 21:53:23.387000,L8,345.25,359.37,353.81,344.26,345.26,349.51,347.99,350.80,352.40,352.55,353.81,373.99,374.81,367.65,361.42,358.90,341.96,339.64,340.67,337.31,361.95,325.67,346.83,356.52,356.10,353.64,357.38,355.71,359.99,356.64,353.75,352.36,346.88,332.28,312.96,314.83,253.25,271.03,264.46,262.14,257.65,257.58,268.73,252.43,221.77,288.91,311.59,297.80,313.57,346.61,357.09,361.79,363.68,361.25,362.22,363.41,366.39,369.84,369.78,368.95,374.18,372.58,373.24,377.44,380.69,383.52,382.81,388.86,391.82,393.10,384.53,381.36,378.45,351.76,350.65,321.12,223.57,195.10,
2014-07-05 21:53:29.728000,L8,344.83,360.45,357.19,379.41,378.81,378.56,381.16,377.91,380.51,386.01,378.58,383.87,382.74,375.05,366.04,365.43,353.63,350.13,348.22,346.41,352.89,343.30,384.42,379.41,386.50,379.84,387.11,384.91,390.89,386.71,381.58,389.93,390.23,378.48,350.81,399.75,398.56,364.38,361.65,404.26,353.49,332.58,322.09,359.09,332.60,327.99,326.81,304.91,327.07,367.19,368.08,380.80,377.09,378.76,376.61,387.75,383.93,394.02,390.75,371.62,383.11,388.67,384.44,387.88,389.49,397.77,404.75,399.83,403.09,402.41,394.94,386.80,385.74,358.92,359.36,341.45,289.14,289.98,263.41
2014-07-21 21:53:33.067000,L8,439.57,419.43,409.29,396.77,387.96,383.82,387.00,382.54,400.03,397.25,390.11,382.57,387.00,374.99,367.42,364.58,346.96,347.87,344.52,348.76,361.44,345.87,391.06,384.74,383.95,379.77,381.56,384.54,383.10,387.01,388.01,392.92,397.34,394.72,410.79,283.16,421.12,390.12,421.00,385.75,259.94,250.22,263.56,210.89,222.10,280.64,306.23,299.37,325.76,350.88,393.06,387.08,392.73,389.08,382.51,397.37,391.53,400.70,393.49,386.70,397.03,395.36,393.12,392.74,398.46,399.90,412.82,406.85,409.60,413.13,402.85,392.89,386.83,358.24,355.94,340.90,,,
