dates,satname,nzd0530-0000,nzd0530-0003,nzd0530-0004,nzd0530-0005,nzd0530-0006,nzd0530-0007,nzd0530-0008,nzd0530-0009,nzd0530-0010,nzd0530-0011,nzd0530-0012,nzd0530-0013,nzd0530-0014,nzd0530-0015,nzd0530-0016,nzd0530-0017,nzd0530-0018,nzd0530-0020,nzd0530-0021,nzd0530-0022,nzd0530-0023,nzd0530-0024,nzd0530-0025,nzd0530-0026,nzd0530-0027,nzd0530-0029,nzd0530-0030,nzd0530-0031,nzd0530-0032,nzd0530-0033,nzd0530-0034,nzd0530-0035,nzd0530-0036,nzd0530-0037,nzd0530-0038,nzd0530-0039,nzd0530-0040,nzd0530-0041,nzd0530-0042,nzd0530-0045,nzd0530-0046,nzd0530-0047,nzd0530-0048,nzd0530-0049,nzd0530-0050,nzd0530-0051,nzd0530-0052,nzd0530-0053,nzd0530-0054,nzd0530-0055,nzd0530-0056,nzd0530-0057,nzd0530-0058,nzd0530-0059,nzd0530-0060,nzd0530-0061,nzd0530-0062,nzd0530-0063,nzd0530-0067,nzd0530-0068,nzd0530-0069,nzd0530-0070,nzd0530-0071,nzd0530-0072,nzd0530-0073,nzd0530-0074,nzd0530-0075,nzd0530-0076,nzd0530-0077,nzd0530-0079,nzd0530-0080,nzd0530-0081,nzd0530-0082,nzd0530-0083,nzd0530-0084,nzd0530-0085,nzd0530-0086,nzd0530-0094,nzd0530-0095,nzd0530-0096,nzd0530-0097,nzd0530-0098,nzd0530-0099,nzd0530-0100,nzd0530-0101,nzd0530-0102,nzd0530-0103,nzd0530-0104,nzd0530-0105,nzd0530-0001,nzd0530-0002,nzd0530-0019,nzd0530-0078,nzd0530-0087,nzd0530-0088,nzd0530-0089,nzd0530-0090,nzd0530-0091,nzd0530-0092,nzd0530-0111,nzd0530-0112,nzd0530-0113,nzd0530-0118,nzd0530-0119,nzd0530-0120,nzd0530-0121,nzd0530-0122,nzd0530-0123,nzd0530-0124,nzd0530-0125,nzd0530-0126,nzd0530-0127,nzd0530-0128,nzd0530-0110,nzd0530-0114,nzd0530-0115,nzd0530-0116,nzd0530-0117,nzd0530-0028,nzd0530-0043,nzd0530-0044,nzd0530-0064,nzd0530-0093,nzd0530-0106,nzd0530-0107,nzd0530-0108,nzd0530-0109,nzd0530-0129,nzd0530-0130,nzd0530-0131,nzd0530-0132,nzd0530-0133,nzd0530-0134,nzd0530-0135,nzd0530-0136,nzd0530-0137,nzd0530-0138,nzd0530-0065,nzd0530-0066
2000-06-07 22:18:48.627000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.58,504.82,507.89,499.07,421.28,430.29,427.23,463.36,454.16,454.28,478.32,446.98,443.21,433.77,428.93,419.57,418.24,404.06,395.38,,,,,423.97,424.33,422.62,426.75,425.24,437.11,503.18,486.30,459.68,411.91,412.72,397.66,391.33,390.84,385.65,391.65,379.29,376.46,380.58,373.56,469.01,433.55,422.66,412.91,421.07,,,,,437.37,477.71,489.60,467.07,464.43,381.83,371.52,374.37,357.10,363.47,349.40,342.99,342.28,328.29,329.38,,
2000-06-16 22:12:38.425000,L7,516.32,484.10,478.67,497.94,499.43,493.14,497.03,498.10,490.62,494.20,476.61,463.69,442.68,433.91,419.78,412.09,380.08,305.99,483.26,494.68,514.94,,,526.25,349.40,410.83,420.99,355.15,380.20,354.98,308.35,275.27,274.65,338.56,433.45,413.92,,,,,,,,,,,,,,,,,,,,,,,235.82,290.28,175.31,,,,,,191.18,294.23,390.51,437.98,,,,,,,441.64,,,,,,,,,,,,,502.45,486.57,322.24,500.44,398.10,281.29,452.44,223.97,,,,,,,,,,,,,,458.15,439.71,366.34,,,,,,339.25,,,,,,,,,381.57,479.69,445.35,,,,425.91,412.12,429.61,398.95,,
2000-09-20 22:11:14.930000,L7,505.58,483.87,487.64,495.74,493.24,503.42,506.68,510.40,511.78,504.65,492.26,490.29,483.42,511.01,492.00,481.98,457.31,332.11,507.42,517.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.49,302.62,316.07,,,,,,,,,,,,,,,,,,,,,491.74,486.84,331.02,305.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-27 22:17:24.534000,L7,,,461.70,451.14,429.55,396.51,387.33,401.99,174.55,398.55,400.55,371.51,335.16,358.38,328.31,327.58,354.96,208.89,358.83,343.24,182.75,227.28,162.20,232.64,244.44,335.59,305.76,322.81,328.71,331.64,,,404.57,493.58,526.04,323.02,310.39,296.85,317.49,298.31,314.63,361.68,379.52,372.90,400.23,417.03,450.56,444.41,515.10,488.23,404.41,399.37,398.26,321.74,394.85,298.48,413.84,418.18,455.27,459.26,460.41,453.40,446.14,407.12,424.59,441.69,431.67,,,276.59,374.72,370.26,362.04,347.08,357.15,337.85,318.15,284.64,273.99,254.82,238.02,231.80,224.30,208.04,183.06,173.22,191.87,234.92,225.34,,,341.90,,358.23,354.60,,,,298.26,206.25,189.06,179.78,170.32,237.93,298.64,311.45,224.25,,,,,,,,164.32,173.54,159.99,162.03,317.12,254.82,293.66,384.41,289.28,211.44,221.80,201.61,,,,,,,,,,,,423.22,431.22
2000-10-29 22:17:19.582000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,444.62,442.75,445.18,440.15,394.11,291.15,294.16,295.32,285.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.79,497.76,469.72,449.44,456.87,490.70,475.74,473.36,393.66,382.60,375.56,378.70,389.21,475.62,472.28,464.23,458.17,442.51,442.69,440.35,417.51,413.94,405.66,413.03,426.33,,,,495.10,390.22,378.29,376.64,369.55,390.54,393.48,382.10,373.70,364.94,361.11,360.85,362.81,362.07,362.16,361.96,360.86,358.21,349.69,353.56,347.79,392.78,358.06,345.49,361.79,362.70,,,,,404.95,394.54,411.47,411.98,403.16,345.91,340.36,336.62,330.97,326.60,324.05,319.62,316.98,309.72,301.67,,
2001-02-11 22:11:12.788000,L7,,,,,,509.20,459.02,424.13,415.31,424.21,418.22,520.40,150.73,175.75,244.47,217.05,171.64,369.42,501.97,515.90,,480.92,408.85,399.72,261.34,271.62,386.05,398.29,,,,,,,,,,,,,,,,,,,,,,382.53,490.85,234.15,208.92,210.19,190.34,,,232.75,,358.51,391.89,458.90,480.51,,288.22,335.93,332.98,,,,,,,,,429.25,400.44,,,,402.97,248.05,213.03,478.46,400.52,,,,,,,430.77,,391.89,396.15,365.34,239.57,192.86,164.62,,,,,,,,,,,,,,,,,,,,295.28,,,387.97,,,,,,,,,,,,,,,,359.49,413.64
2001-03-22 22:17:09.568000,L7,,,,,,,,429.62,428.21,428.97,436.31,428.69,429.11,429.69,427.56,380.99,,,,,,,,,,425.96,449.99,452.91,452.17,450.14,,,,,,,,,,,,,,,,,,,,,,195.89,246.59,232.47,221.91,,,,,,,,,,510.03,503.79,480.00,473.42,459.69,504.49,512.08,406.55,408.70,410.41,386.83,383.62,386.61,474.77,487.08,468.27,472.97,465.19,459.52,442.62,416.96,408.19,402.02,399.21,389.83,,,,483.34,393.41,379.84,466.27,474.00,497.02,475.58,391.07,380.52,371.75,358.84,354.01,358.98,363.93,366.40,344.16,343.81,318.59,343.67,362.55,338.84,401.34,363.59,354.31,357.52,356.93,,,,,465.00,363.42,406.96,414.18,409.11,345.64,335.04,347.37,346.50,345.97,331.55,321.93,317.11,308.73,302.76,,
2001-04-07 22:17:01.469000,L7,,371.61,378.46,368.21,366.10,386.65,323.77,222.12,204.41,175.41,158.58,214.88,249.98,298.29,310.22,309.01,317.30,349.57,358.19,307.05,245.89,224.85,250.85,261.15,261.39,346.37,333.00,337.90,383.03,387.00,369.69,356.36,357.72,394.55,312.12,318.70,315.61,311.82,322.73,344.56,349.58,354.76,274.42,257.29,308.95,227.81,461.40,369.82,346.57,,402.09,402.12,398.38,398.33,386.98,218.12,381.94,306.14,412.72,364.79,357.90,338.54,456.05,457.19,459.24,462.85,208.21,338.36,332.84,218.73,273.09,254.32,282.78,293.44,305.27,303.37,281.91,268.44,363.83,376.42,391.84,336.71,210.77,190.86,343.86,340.15,182.67,247.96,265.58,,,,288.30,316.28,219.10,232.52,245.70,209.42,239.47,363.38,356.24,341.78,170.33,200.97,209.31,197.14,155.30,141.85,138.56,,,,,376.20,332.54,312.13,331.94,329.07,244.12,323.31,313.92,166.16,251.46,206.37,375.26,387.80,386.02,,,280.11,263.25,258.19,200.80,,,,,391.26,252.90
2001-04-16 22:10:54.636000,L7,482.78,464.74,464.73,472.27,470.95,469.26,462.08,479.89,476.97,471.79,452.72,418.86,423.16,408.40,399.49,383.15,343.02,286.78,176.31,451.93,475.33,486.99,502.43,519.05,,337.63,343.45,365.54,355.33,357.30,352.25,337.72,517.67,520.99,515.11,512.94,505.89,238.43,230.67,331.57,312.49,322.40,350.04,342.19,340.86,,,,,,158.81,174.14,198.59,210.29,256.86,317.58,,218.36,383.43,,,,,,497.03,482.58,488.53,466.35,460.94,477.66,467.05,437.27,424.90,429.02,436.15,429.46,429.83,,,415.13,394.35,418.81,331.85,224.16,246.85,381.06,374.08,,,477.59,458.63,299.05,443.89,442.73,452.28,450.47,475.38,495.68,495.68,451.92,448.95,402.40,,,,,,,448.76,478.64,360.45,484.87,169.15,241.02,209.44,202.86,207.38,,,245.64,291.17,318.27,511.52,,192.44,190.75,276.36,160.30,253.53,435.80,341.20,,,,,,,264.43,320.82
2001-07-05 22:10:09.496000,L7,,,,,246.45,260.08,244.72,389.07,387.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.74,441.90,,,,,196.15,185.45,139.10,156.50,,,275.30,300.12,272.90,311.61,287.81,326.24,331.37,355.23,165.06,,465.66,460.41,461.64,493.35,328.66,455.71,397.43,392.55,238.14,384.47,394.56,,,,,,,,,,,260.77,301.64,283.13,268.80,300.58,282.80,255.81,508.62,480.65,488.31,,,,431.98,,,,,,,290.89,307.40,276.39,344.87,320.66,329.52,369.83,317.50,295.04,327.57,310.05,252.13,283.78,296.65,289.14,345.35,329.23,284.06,289.42,,,,,,335.88,301.16,302.09,195.58,318.21,,,,336.60,251.78,218.92,273.82,,,395.50,417.93
2001-11-01 22:15:17.839000,L7,,,,,,,,,,,,,,229.79,243.13,260.81,233.28,,,,,,,,,432.92,435.92,447.94,409.12,447.70,436.77,,,,,,,,,253.68,261.58,159.43,,,,,,,,229.25,322.30,338.15,211.68,240.98,261.17,290.05,276.94,253.16,,,,,,499.04,485.31,482.42,451.49,432.69,425.76,449.67,392.00,381.15,377.67,367.88,365.53,362.54,357.00,456.56,449.69,448.09,452.92,449.29,435.75,420.70,402.75,395.32,395.54,391.35,377.45,,,,476.92,356.52,377.06,450.98,449.84,455.40,452.27,372.58,364.77,355.20,348.53,349.92,351.91,354.70,358.11,351.58,344.66,335.98,339.80,341.12,334.35,384.11,344.50,331.03,347.55,351.12,389.42,204.08,215.40,,462.14,324.73,391.20,400.42,394.89,338.14,331.03,329.77,329.40,324.22,320.36,314.05,310.99,306.30,299.87,,
2001-11-26 22:09:21.320000,L7,,,,512.45,495.16,487.40,484.58,503.76,493.98,485.66,471.80,463.18,454.96,453.30,464.79,468.06,469.76,481.13,498.99,508.43,526.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.81,260.16,216.70,188.41,171.08,176.38,194.61,181.10,514.42,,,,,,,,,,,,,,,478.57,266.42,243.16,,,,,,,510.17,507.04,499.12,438.72,488.09,468.76,521.25,,,,413.96,422.05,432.32,,503.23,495.06,491.97,477.44,,,,,,,,,,402.88,,,,,,,,,,,
2001-12-19 22:15:37.819000,L7,,192.83,326.70,,,,,,,,,,,220.54,204.34,,,,309.56,269.41,,,,,346.40,433.58,439.85,450.08,449.14,451.50,444.07,,,,,,272.27,253.99,280.86,249.99,262.11,,328.29,348.50,351.82,334.02,364.64,335.70,,,,,257.34,251.57,239.59,,,,,521.64,492.65,476.47,492.56,483.77,475.27,470.62,439.59,423.08,413.60,430.03,358.77,,,,,,334.82,437.21,484.54,468.08,496.56,426.20,437.80,397.79,385.42,387.80,388.30,377.11,424.16,370.68,266.16,,454.42,338.49,489.36,471.92,455.02,457.12,497.97,296.08,362.49,365.28,350.71,341.94,347.07,351.70,336.91,282.42,173.98,289.18,307.12,314.27,306.29,150.02,356.29,343.83,360.12,358.80,406.90,198.94,217.81,,484.90,358.28,399.71,397.96,319.99,344.44,334.81,336.19,336.61,335.09,331.47,325.37,320.53,312.86,303.91,241.45,328.82
2002-02-14 22:09:41.178000,L7,,492.83,376.37,348.06,228.85,,330.05,162.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-25 22:15:47.156000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.10,496.15,334.71,417.52,480.07,472.98,453.48,,,,,,,,,,,455.82,450.91,436.38,381.88,365.12,349.85,411.59,393.67,405.57,433.85,200.02,324.08,287.42,287.36,433.43,401.10,403.49,402.23,384.76,,,,,,447.59,433.04,445.35,433.61,,,479.59,480.43,452.62,355.81,315.04,184.98,465.72,455.73,,
2002-07-31 22:15:11.713000,L7,469.13,496.23,,388.07,,380.00,434.88,388.01,386.55,440.47,438.02,408.54,428.68,341.18,323.70,317.01,351.62,278.46,293.45,292.59,238.62,235.59,262.10,246.43,275.19,250.88,298.93,295.58,317.48,308.50,370.96,349.92,347.62,308.31,316.03,219.45,176.91,316.26,322.08,164.95,311.04,279.02,,,138.44,162.33,181.58,210.29,391.91,430.80,394.51,381.95,382.41,349.26,302.87,,,401.30,406.95,446.06,435.09,424.38,416.91,360.46,486.09,263.09,236.08,227.21,298.33,423.22,399.99,377.49,384.24,,,,,268.78,234.98,232.10,233.87,225.63,220.51,160.67,390.47,,,240.27,163.42,508.45,440.66,,434.88,,,,,,,354.36,345.28,334.03,153.84,,,,,,,,,,,360.28,321.53,267.20,153.52,164.13,298.25,281.19,296.30,435.24,,199.22,185.99,197.26,157.14,,,,,,,,,,,244.70,395.22
2002-10-03 22:14:41.164000,L7,,,,,,,,,,,,,,,,,,438.58,522.37,422.45,,,,,,,,,,,,,,,,,,,,,,,422.06,376.85,371.50,367.79,359.58,369.13,,,,,,,,411.23,414.07,355.26,,,,,,,,,,,,461.56,401.71,,,,,446.36,447.81,461.53,474.50,472.61,445.52,449.69,429.61,411.56,408.85,408.82,398.21,392.27,382.01,,,401.82,202.67,481.66,491.64,202.00,464.68,443.66,436.13,423.37,410.05,425.03,463.90,464.72,462.45,510.70,,,,,,,,433.64,419.97,419.76,402.26,417.37,,,,,465.12,337.62,433.94,429.32,423.21,,,,,402.07,471.35,,,,,,
2002-12-31 22:09:08.026000,L7,,,,,,,,,,,518.97,514.45,512.86,513.44,500.14,480.97,433.13,374.22,502.88,517.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-24 22:15:37.262000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.55,499.81,496.31,491.76,491.19,481.33,476.99,477.63,484.97,478.92,,,,,,,,,,,419.27,400.63,398.21,384.09,379.05,379.82,380.97,390.99,424.85,465.60,469.27,416.56,,,424.25,385.19,379.67,395.51,385.87,,,,,,476.68,449.54,436.23,431.52,,459.15,382.21,352.14,340.21,360.84,350.26,310.50,293.52,341.15,,
2003-03-21 22:09:27.545000,L7,,,,,,,,,,,,,,,,,,438.43,315.47,,,,,,,,,,258.25,266.98,271.76,271.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-13 22:15:43.669000,L7,,,,,,,,,,359.02,334.93,321.74,,,,,,,,,,,,306.57,368.92,397.70,465.52,464.01,485.77,480.25,476.33,459.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.89,495.49,478.05,462.53,444.81,510.84,507.77,399.57,398.10,390.71,371.62,424.50,426.33,468.30,443.95,432.62,434.89,449.13,419.50,421.59,408.28,400.51,396.53,385.93,379.24,,,,481.13,433.56,425.41,434.83,418.31,422.48,440.89,389.40,382.76,375.74,363.11,356.38,356.54,363.80,367.14,362.11,363.75,365.32,362.75,365.39,352.35,401.01,367.51,353.57,363.39,362.11,429.60,,,,448.50,353.66,410.28,412.57,410.28,345.43,334.91,335.94,331.33,331.44,329.81,317.96,320.11,308.17,303.29,,
