dates,satname,nzd0261-0000,nzd0261-0001,nzd0261-0002,nzd0261-0003,nzd0261-0004,nzd0261-0005,nzd0261-0006,nzd0261-0011,nzd0261-0012,nzd0261-0013,nzd0261-0014,nzd0261-0015,nzd0261-0016,nzd0261-0017,nzd0261-0018,nzd0261-0019,nzd0261-0020,nzd0261-0021,nzd0261-0022,nzd0261-0023,nzd0261-0024,nzd0261-0025,nzd0261-0026,nzd0261-0027,nzd0261-0028,nzd0261-0029,nzd0261-0030,nzd0261-0031,nzd0261-0032,nzd0261-0033,nzd0261-0034,nzd0261-0035,nzd0261-0007,nzd0261-0008,nzd0261-0009,nzd0261-0010
2001-09-25 21:54:52.649000,L7,341.79,325.33,301.93,317.69,315.95,295.90,284.60,299.43,312.49,304.49,323.96,326.33,339.14,328.75,324.19,319.28,461.22,489.23,481.29,434.05,332.59,326.93,437.78,466.29,413.29,477.91,459.37,458.55,447.34,418.47,464.89,380.42,224.59,306.05,315.02,296.76
2001-10-11 21:54:33.822000,L7,440.64,462.50,548.34,517.00,531.89,535.47,487.50,526.99,513.38,500.68,481.16,478.43,478.28,479.15,483.26,484.56,489.60,518.64,477.18,477.71,465.27,492.57,488.19,491.01,519.80,546.72,384.48,548.00,514.90,518.14,539.55,447.97,486.59,502.39,503.38,483.00
2002-02-16 21:55:18.119000,L7,335.21,312.20,303.21,318.30,307.62,288.97,279.94,289.39,307.13,298.97,311.85,335.61,344.14,333.59,338.32,332.02,320.35,285.51,346.56,330.94,336.55,316.05,327.47,318.81,286.14,290.75,338.96,290.86,285.76,320.93,253.03,299.65,221.26,279.26,273.98,289.99
2002-03-04 21:55:22.074000,L7,,,,,,,,202.22,303.07,280.17,274.12,265.53,243.16,271.23,277.43,222.38,238.04,247.62,219.57,249.33,,,,,288.98,276.61,254.53,247.01,220.91,,,,,,,271.20
2002-08-27 21:54:24.198000,L7,275.60,257.37,,257.65,287.33,249.68,,,220.56,268.09,278.59,183.65,,,,204.50,233.62,201.62,186.11,173.27,,,,,,,,,,,,,,,,
2002-10-14 21:54:07.948000,L7,336.13,309.83,302.03,317.83,311.49,287.86,269.86,292.82,320.24,302.38,316.99,456.73,450.04,408.40,322.45,322.93,336.88,297.00,318.91,302.40,314.02,315.83,297.45,401.24,413.04,402.34,473.48,455.57,419.74,369.00,365.19,337.85,252.62,316.05,286.29,299.24
2002-12-01 21:54:40.891000,L7,423.98,426.81,429.78,302.48,301.93,285.37,272.44,287.93,302.14,307.55,306.11,312.90,404.86,395.48,402.39,436.00,427.08,431.37,313.54,314.08,316.05,308.55,299.37,279.76,292.57,306.67,309.82,279.43,272.77,395.71,293.29,346.56,198.69,291.41,297.06,288.86
2003-02-19 21:55:06.528000,L7,283.51,290.30,256.98,273.43,284.26,260.13,246.75,241.66,277.32,267.31,259.34,222.36,214.34,232.04,261.30,215.03,228.74,236.23,210.90,244.67,,,173.22,235.76,257.89,239.12,285.32,250.39,220.07,212.63,203.74,249.84,,,232.88,219.36
2003-03-07 21:55:10.647000,L7,300.63,304.93,281.99,286.03,287.48,274.88,257.35,250.83,281.40,269.81,266.15,278.10,282.81,231.39,252.63,214.15,237.01,237.27,225.88,222.20,219.42,245.90,215.13,247.76,262.89,249.94,276.54,255.16,226.46,222.31,194.89,,,193.31,253.82,259.90
2003-04-24 21:55:10.390000,L7,,,,,,,,,225.41,210.51,225.31,189.42,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-21 21:42:57.544000,L5,,,,,,,,,259.77,250.39,230.72,199.19,191.66,211.45,,,,,,,,,,,,,,,,,,,,,,
2004-03-01 21:45:26.384000,L5,,,,,,,,229.96,258.87,259.22,240.98,205.96,198.16,211.05,228.14,187.57,205.45,215.10,191.14,214.11,,,,211.52,243.28,223.79,261.46,234.22,206.76,197.74,204.72,246.51,,,,235.96
2004-03-17 21:45:32.199000,L5,323.11,303.89,304.73,315.62,310.07,284.75,285.92,286.70,300.21,287.02,307.70,322.64,336.44,329.49,332.96,308.70,323.31,285.36,325.37,312.24,317.29,325.77,299.46,276.70,299.11,293.14,325.49,287.23,283.19,289.74,259.96,286.93,248.68,274.63,261.56,283.37
2004-04-02 21:45:42.656000,L5,290.68,286.36,253.93,272.32,270.38,246.40,224.58,245.06,280.01,267.98,250.83,221.83,208.14,225.97,255.91,215.03,242.26,226.01,222.91,228.63,,,,,,,,,187.63,200.77,191.67,254.42,,229.08,243.83,251.99
2004-04-18 21:46:13.246000,L5,320.11,304.26,292.72,296.92,297.17,278.47,269.87,286.85,292.77,278.05,308.20,309.89,322.91,238.55,292.75,253.34,299.60,257.94,266.04,279.55,304.04,324.55,297.64,274.31,269.92,286.16,305.09,275.55,246.95,253.86,231.39,287.95,210.19,255.27,259.01,272.87
2004-05-20 21:47:08.268000,L5,330.68,318.43,293.35,292.66,307.67,274.82,278.65,296.18,296.29,294.35,307.13,294.33,297.34,281.31,288.21,292.79,302.47,291.53,285.76,298.37,283.32,288.85,290.24,273.61,295.40,293.65,288.04,269.62,259.18,261.82,258.61,278.23,234.80,268.32,263.25,270.97
2004-07-23 21:48:56.995000,L5,315.73,303.95,279.07,291.55,290.09,271.26,283.55,270.51,282.30,268.92,288.82,246.42,215.60,239.97,247.98,215.85,260.68,247.63,230.54,210.22,233.79,244.95,282.00,253.51,255.89,247.16,240.64,253.25,214.59,235.67,229.10,249.59,205.01,256.54,253.97,257.63
2004-09-25 21:50:31.000000,L5,296.45,288.63,258.95,264.78,269.66,247.37,226.28,236.72,274.72,264.33,257.39,268.95,302.77,233.16,253.99,211.74,239.38,225.38,224.85,268.27,267.91,240.95,265.16,224.76,244.77,226.58,268.01,233.23,214.30,204.02,207.50,263.13,,,,235.93
2005-01-31 21:52:45.327000,L5,321.43,308.96,285.00,297.04,294.69,277.69,274.34,297.89,309.73,315.53,310.10,316.19,325.24,319.54,320.95,318.55,320.98,298.91,324.09,316.56,318.83,314.34,297.39,286.15,299.31,304.30,313.04,288.29,277.78,293.35,267.85,288.10,207.92,300.56,297.04,290.58
2005-03-04 21:53:16.048000,L5,326.65,310.28,296.84,307.11,298.75,286.30,289.51,301.71,345.31,351.50,348.45,337.14,342.40,348.71,338.52,322.58,327.47,300.82,326.27,327.90,329.25,324.50,306.68,302.68,311.85,306.95,325.36,288.01,281.40,295.71,282.56,290.91,218.11,285.32,276.84,288.81
2005-08-27 21:54:31.776000,L5,304.92,291.96,272.51,277.26,273.39,245.47,216.53,,252.92,253.32,286.13,283.20,312.54,256.49,276.99,254.34,278.31,229.54,269.20,279.06,272.48,251.14,267.61,248.26,276.36,283.72,294.48,272.07,254.89,241.54,205.84,,,,,
2005-09-12 21:54:34.182000,L5,287.93,286.51,260.89,270.97,274.11,259.76,239.58,236.98,276.12,260.68,266.96,271.47,293.88,237.30,284.28,222.79,235.97,220.38,242.87,256.18,,235.20,244.64,233.82,253.44,239.37,275.03,257.35,247.95,220.63,213.95,264.88,,,231.72,242.57
2005-09-28 21:54:32.218000,L5,286.23,277.49,251.54,265.23,275.71,253.02,232.87,229.50,274.02,261.83,255.05,270.67,301.55,233.08,239.17,222.05,191.64,,,,,246.21,250.71,227.18,243.27,211.58,282.28,254.52,244.42,215.91,211.25,264.77,,,,
2005-10-30 21:54:27.218000,L5,317.58,313.81,274.15,283.40,278.69,267.54,286.12,312.76,322.08,323.13,313.34,314.74,328.04,314.21,318.68,332.47,332.20,325.38,337.38,331.41,327.07,328.64,293.44,269.66,299.03,305.22,311.26,275.07,299.24,303.46,274.84,292.22,220.31,296.47,304.19,307.05
2006-02-03 21:56:42.865000,L5,316.00,304.07,291.70,303.44,303.14,283.51,284.93,291.95,302.51,317.18,309.01,317.36,325.48,325.32,332.00,320.49,322.45,311.96,328.84,312.77,319.42,317.32,294.24,283.50,303.28,312.63,323.37,288.52,284.33,295.42,285.11,301.10,234.10,296.90,294.77,290.21
2006-06-27 21:59:12.342000,L5,310.58,295.81,259.52,284.17,295.21,271.17,275.67,279.09,295.13,277.26,291.43,249.45,214.46,232.00,241.52,214.62,239.89,226.18,237.60,204.02,236.16,236.31,278.73,268.30,252.93,259.21,277.40,257.09,223.17,225.23,211.30,260.35,188.72,237.10,252.75,264.47
2006-11-02 22:00:44.654000,L5,349.79,338.18,311.44,324.12,306.61,286.36,282.88,317.89,339.61,366.13,341.91,339.74,341.56,327.63,328.50,331.72,338.39,343.02,341.98,335.34,339.17,341.67,353.60,308.62,340.78,332.46,337.19,330.83,303.17,322.55,329.81,327.76,220.12,308.51,315.56,319.17
2008-02-25 21:56:48.941000,L5,314.46,303.02,283.49,291.43,287.39,264.39,268.84,282.00,204.06,178.65,195.20,299.49,286.40,,,277.80,289.45,288.86,303.99,,,,,,,,,208.22,249.34,265.67,212.93,270.67,213.15,268.85,269.48,281.36
2009-12-12 21:57:01.642000,L5,368.05,344.02,324.05,311.79,299.87,319.59,289.49,298.40,327.44,327.63,342.79,334.32,337.52,349.88,331.70,324.59,332.96,359.94,367.27,389.50,388.73,375.43,367.86,359.17,344.15,324.36,321.22,300.09,322.88,308.19,295.97,310.96,227.69,293.11,296.06,300.57
2010-01-13 21:57:13.219000,L5,328.97,314.14,300.86,307.87,293.82,275.00,273.67,294.38,317.04,324.77,313.96,322.08,326.62,317.93,316.15,320.69,327.82,317.59,329.58,331.02,324.51,328.78,304.33,290.97,318.12,312.26,311.04,281.55,282.10,301.26,287.38,300.55,232.08,301.16,310.58,302.77
2010-01-29 21:57:17.114000,L5,340.46,337.29,317.77,314.64,323.16,297.28,287.14,312.20,327.96,351.58,337.29,346.39,355.16,348.84,340.28,336.27,329.76,339.84,342.30,328.04,326.23,338.65,327.01,330.95,341.72,338.34,340.77,307.23,299.10,306.61,325.79,305.39,225.02,293.09,314.06,306.62
2010-12-31 21:56:20.363000,L5,294.16,288.43,262.32,279.69,286.97,250.43,234.47,281.63,305.33,309.72,311.17,304.43,316.92,309.94,313.83,306.71,310.63,302.49,319.75,312.01,312.86,310.37,296.42,278.96,304.83,311.27,309.68,274.92,276.38,248.68,,,,260.94,284.36,288.98
2011-01-16 21:56:21.862000,L5,330.67,307.27,295.74,298.15,290.50,275.62,274.10,292.23,315.09,311.96,311.40,314.41,322.56,319.04,315.73,317.73,323.33,313.70,327.04,317.61,323.67,318.45,299.88,291.30,317.18,314.82,317.08,286.22,284.54,286.83,276.16,297.57,236.61,298.16,297.95,299.82
2013-05-13 22:08:23.242000,L8,326.99,309.96,291.70,298.93,296.10,275.32,283.83,291.64,300.62,283.20,321.08,298.54,267.68,248.14,256.75,236.31,267.65,248.81,276.71,292.90,310.26,332.67,296.92,262.32,266.71,271.64,301.41,283.93,222.02,233.46,223.98,295.35,201.15,260.42,263.94,275.47
2013-05-29 22:08:29.376000,L8,309.44,307.39,275.97,282.60,266.69,236.23,248.37,268.42,281.85,279.81,285.21,,228.42,221.04,248.05,191.53,221.27,221.82,225.22,249.85,239.89,287.45,286.79,255.57,256.89,259.16,268.11,253.36,217.74,216.58,204.78,233.86,,249.81,265.29,263.00
2013-08-17 22:08:27.088000,L8,282.97,293.30,,,,,,,185.76,245.98,222.71,202.53,209.01,226.80,228.36,195.42,207.84,203.83,177.49,,,230.09,248.99,200.75,209.23,200.01,192.09,228.80,203.54,184.02,,,,,,
2013-09-02 22:08:28.553000,L8,439.61,449.49,302.16,297.71,301.75,280.66,285.91,278.29,309.01,306.19,320.82,326.20,335.13,306.54,311.74,294.39,320.13,289.93,329.62,310.05,310.89,334.15,302.19,267.25,283.09,296.75,308.70,289.49,277.03,267.95,256.71,304.34,197.94,279.54,274.30,292.94
2013-11-21 22:08:01.711000,L8,348.75,335.50,321.09,327.53,318.49,286.74,286.82,303.62,321.43,330.92,355.48,334.79,334.31,325.75,323.29,326.44,328.49,345.62,337.75,334.04,329.56,339.23,339.71,298.31,338.76,327.59,328.10,310.07,294.00,316.07,294.33,328.61,216.09,308.31,306.95,309.54
2014-01-24 22:07:33.459000,L8,341.84,327.65,304.61,317.18,311.80,288.28,288.30,307.40,320.46,321.49,323.86,330.61,335.26,327.93,330.04,322.57,325.04,318.68,337.82,331.08,403.46,344.72,400.87,406.76,391.24,404.28,397.81,290.90,292.49,312.92,383.06,364.34,221.92,306.53,311.21,302.06
2014-02-25 22:07:08.406000,L8,338.78,321.29,372.93,388.88,376.34,359.17,363.54,388.16,406.48,436.03,434.35,394.51,335.57,328.14,329.33,390.22,380.13,359.04,373.57,370.20,368.47,353.64,393.89,381.75,386.61,388.28,370.62,340.66,361.70,357.44,355.82,360.92,368.67,301.72,308.08,298.07
2014-04-30 22:06:10.487000,L8,274.67,292.45,,221.03,278.37,,,215.16,272.32,262.73,261.47,184.22,208.49,224.34,184.20,183.04,211.80,,,,,,,,,,,,,,,,,,,
2014-06-01 22:06:02.776000,L8,335.97,311.49,304.47,301.18,303.46,283.15,288.69,302.09,301.11,286.24,317.71,289.43,231.33,252.57,255.44,391.45,384.95,377.36,368.82,249.41,252.34,324.91,298.89,392.59,391.70,386.93,299.43,261.29,364.30,340.25,332.00,341.50,225.81,259.11,266.56,274.11
2014-07-03 22:06:14.073000,L8,325.08,308.96,293.24,298.59,299.46,283.82,287.80,281.41,297.95,283.60,307.05,264.18,224.35,241.38,246.93,220.67,257.92,238.76,245.06,220.51,241.50,268.32,292.37,412.85,407.22,389.22,394.13,259.70,215.44,225.80,223.31,263.84,208.34,260.22,262.61,269.88
2014-08-04 22:06:26.455000,L8,336.48,318.85,305.49,299.45,300.41,281.85,285.36,275.39,300.90,294.59,317.77,299.06,304.28,285.47,284.78,298.63,306.47,311.77,304.75,297.29,300.62,317.26,300.52,272.10,299.59,298.54,307.27,384.05,373.67,366.77,363.32,294.59,212.26,267.63,275.18,285.93
2014-08-20 22:06:30.681000,L8,388.03,400.72,373.21,303.42,307.55,279.13,285.84,301.09,327.37,389.17,384.05,364.69,359.87,337.77,320.91,322.92,302.66,289.09,311.94,387.59,388.95,378.52,387.31,394.96,381.34,406.80,398.15,379.04,371.63,250.17,252.19,299.34,204.55,281.24,278.17,293.17
2014-11-08 22:06:40.082000,L8,292.24,289.82,253.34,,,,,260.31,299.23,242.57,180.97,219.13,300.36,276.71,294.16,289.59,283.97,288.70,301.29,296.67,292.62,290.46,269.42,210.49,,,,,,,,,,,230.53,280.40
2015-01-27 22:06:23.288000,L8,335.33,366.16,303.94,322.21,314.13,288.20,291.31,310.07,322.97,319.17,324.24,336.33,338.44,335.37,342.57,334.04,335.76,347.22,337.34,333.00,343.46,339.06,336.72,291.80,344.47,333.66,334.17,291.16,323.00,319.74,317.09,316.31,255.43,306.61,310.12,301.33
2015-02-12 22:06:15.200000,L8,333.11,323.04,392.11,388.78,387.09,384.97,366.39,435.11,428.77,415.67,428.27,405.64,410.93,399.71,443.21,444.02,369.85,411.26,402.78,371.62,406.07,412.69,403.01,422.32,404.15,411.38,417.08,393.46,398.48,388.13,387.22,298.17,394.68,386.30,414.90,419.76
2015-02-28 22:06:12.396000,L8,374.64,359.89,301.31,314.91,374.59,370.93,367.70,283.81,407.39,392.11,407.42,396.97,400.66,386.03,396.64,399.29,398.70,399.22,415.04,449.91,436.19,398.03,388.83,406.73,401.90,404.71,401.46,356.88,379.02,374.43,371.57,337.49,367.69,374.76,387.07,292.11
2015-04-01 22:05:49.742000,L8,324.60,300.40,286.86,287.28,286.68,263.47,249.71,260.44,289.99,274.09,291.13,290.53,217.38,241.60,275.17,224.41,273.13,236.49,288.37,255.30,297.92,294.38,277.42,237.56,247.36,221.07,298.23,250.99,219.59,,,228.82,,,257.11,261.45
2015-06-04 22:05:36.569000,L8,347.12,309.27,288.34,321.40,321.47,310.70,291.26,304.92,295.11,287.15,315.22,267.08,226.20,252.00,256.60,237.14,269.74,361.52,385.76,354.74,331.08,298.71,300.04,261.79,265.40,379.21,371.70,353.85,340.58,335.82,225.88,271.91,198.96,253.10,262.39,273.89
2015-07-22 22:06:01.523000,L8,328.82,313.17,300.44,306.06,300.93,278.96,298.65,309.96,296.13,288.53,316.71,286.03,231.45,250.46,258.34,237.61,273.62,246.54,264.47,261.73,278.20,327.00,297.59,265.54,264.83,267.68,287.37,269.16,227.34,234.90,230.95,272.16,204.27,339.59,265.55,279.38
2015-09-24 22:06:25.709000,L8,311.38,301.70,266.82,273.53,283.90,245.22,241.46,249.71,290.44,272.17,298.76,261.15,234.17,256.74,251.72,222.28,241.29,240.88,245.61,268.14,279.31,,183.76,200.25,260.57,271.91,279.43,251.75,246.65,199.76,202.95,247.91,,,,
2015-12-13 22:06:33.519000,L8,315.78,304.36,256.56,,,,,256.16,240.23,296.50,285.06,270.75,289.73,272.90,288.02,276.00,279.97,202.56,279.90,277.49,271.41,,,,172.69,277.33,281.08,264.65,264.67,257.32,183.58,256.45,,,,
2015-12-29 22:06:33.122000,L8,319.53,303.77,270.28,285.26,282.64,247.56,237.17,257.17,299.68,299.48,289.01,287.20,298.78,287.07,299.90,284.17,281.37,278.62,291.87,288.34,287.91,259.54,252.78,208.42,173.53,282.15,293.82,263.49,254.33,263.77,186.69,262.54,,,264.60,279.29
2016-01-30 22:06:29.534000,L8,339.49,323.58,303.56,308.63,309.85,287.32,293.15,301.38,319.47,324.38,324.93,338.97,336.25,329.44,340.47,338.46,342.19,309.72,338.81,326.28,357.05,338.23,385.16,358.60,341.85,318.81,327.53,288.97,293.60,336.15,309.81,317.16,219.85,304.76,309.83,295.75
2016-03-18 22:06:13.953000,L8,319.80,299.22,255.16,277.30,292.09,271.00,262.91,265.62,299.70,292.92,283.00,215.42,214.33,269.16,300.82,271.98,257.08,,,,,213.77,242.85,240.69,254.04,230.91,,,,,,,189.49,266.62,271.32,280.03
2016-05-21 22:06:02.377000,L8,,,,,,,,,,,,,174.63,222.60,217.41,193.69,220.72,220.55,211.01,,,,,,,,,,,,,,,,,
2016-06-06 22:06:07.051000,L8,284.36,297.01,,,,,,,265.67,263.67,258.94,193.45,207.68,222.56,182.39,,,,,,,,,,,,,,,,,,,,,
2016-07-08 22:06:20.711000,L8,,,,,,,,,235.42,253.81,234.64,207.50,211.94,225.68,210.39,195.00,207.91,208.82,200.83,175.22,,,,,212.15,200.15,175.22,215.77,199.18,186.26,,,,,,
2016-08-09 22:06:27.877000,L8,339.32,309.01,298.84,299.04,299.43,283.93,293.83,291.74,304.16,287.55,315.50,290.21,233.74,255.39,417.52,380.27,391.49,389.26,400.20,264.65,249.08,323.73,303.12,262.29,266.65,268.70,307.50,282.88,226.07,237.76,226.59,294.82,214.00,260.71,265.85,281.14
2016-09-10 22:06:39.443000,L8,304.63,299.75,278.96,280.59,283.77,212.70,247.07,252.75,284.49,270.26,283.49,220.34,220.96,242.25,261.48,223.69,238.06,229.71,241.96,258.17,271.12,,187.42,211.45,246.48,216.36,284.93,244.70,220.41,187.26,196.49,258.28,,,,252.31
2016-10-12 22:06:45.172000,L8,367.65,338.46,328.19,335.32,329.70,292.57,294.31,306.05,375.39,374.63,336.38,325.40,332.41,325.84,322.99,364.92,332.98,342.31,392.77,385.87,385.98,418.08,405.46,370.00,350.29,356.63,360.77,370.83,288.70,372.40,351.11,341.33,214.75,337.52,307.91,303.85
2017-01-16 22:06:35.035000,L8,294.95,307.92,277.98,286.18,285.01,255.66,236.39,259.82,300.79,298.01,300.24,294.85,305.11,302.58,299.71,237.16,280.27,258.27,293.13,292.19,302.39,294.45,210.62,219.15,183.86,280.18,287.19,266.89,262.22,269.12,262.25,262.65,,259.74,272.20,250.06
2017-04-06 22:05:57.916000,L8,349.87,316.83,303.49,307.76,306.90,289.07,281.05,291.17,313.17,303.32,324.95,328.24,334.31,325.87,329.89,313.28,328.81,294.59,333.19,311.45,323.49,328.66,305.09,283.31,284.80,304.01,354.98,351.30,344.58,351.65,351.14,335.64,214.78,275.98,277.62,291.50
2017-04-22 22:05:48.327000,L8,334.44,315.83,309.08,300.50,306.76,288.12,286.98,303.87,305.97,297.15,322.97,327.54,329.12,320.94,338.37,282.14,335.24,258.74,310.85,388.34,391.53,381.73,308.69,381.25,383.27,365.44,300.01,285.63,283.22,243.53,253.84,293.80,215.30,273.11,272.74,287.12
2017-05-08 22:05:47.247000,L8,335.72,320.77,302.11,305.28,305.02,286.38,290.40,317.73,306.32,295.52,344.57,354.65,359.21,365.26,357.12,365.91,290.69,258.94,298.85,296.03,316.98,339.78,302.88,355.15,269.26,298.59,301.22,287.06,252.00,242.43,346.94,304.88,210.99,266.45,272.17,287.90
2017-05-24 22:05:58.366000,L8,275.63,291.02,,,,,,222.10,273.22,262.42,264.81,200.18,205.85,216.48,,,,,,,,,,,,,,,,,,,,,,
2017-06-25 22:06:11.601000,L8,342.03,336.73,296.64,298.29,297.33,273.71,280.94,294.15,293.74,285.23,304.90,255.75,228.29,248.00,251.03,232.83,260.43,240.95,243.20,208.90,232.03,351.35,360.76,337.48,344.14,254.63,339.89,323.20,327.24,222.91,215.46,239.65,181.65,243.91,264.77,269.56
2017-11-16 22:06:40.336000,L8,439.11,427.53,434.31,440.54,434.45,387.13,380.88,411.36,399.09,444.16,447.80,459.61,449.12,432.63,378.02,387.31,395.15,385.89,400.22,394.30,391.98,373.71,367.25,361.97,372.50,381.11,380.05,364.06,350.71,350.28,343.99,344.06,369.18,394.44,365.02,429.84
2017-12-02 22:06:34.857000,L8,388.41,394.86,385.91,400.44,404.03,395.86,412.37,404.58,419.00,403.29,398.50,407.19,399.93,403.09,429.76,428.58,388.00,424.69,380.39,388.29,390.24,377.02,370.56,344.56,328.72,364.19,330.01,348.87,350.25,354.02,341.52,351.25,381.78,387.60,394.77,407.52
2018-03-08 22:06:03.851000,L8,273.47,300.55,278.29,268.36,283.12,245.90,235.70,250.85,289.47,270.83,285.73,281.95,308.72,264.87,273.37,266.28,238.40,230.52,286.13,250.17,,,,,,,289.19,256.77,222.41,166.39,195.94,251.10,,,,
2018-03-24 22:05:56.183000,L8,275.25,299.61,263.63,264.46,282.45,251.08,232.12,250.03,291.13,273.81,273.20,245.75,216.81,247.87,269.02,222.94,274.20,237.73,228.86,253.30,,,,,,,284.75,243.14,206.94,169.29,189.55,222.17,,,,256.53
2018-04-25 22:05:38.857000,L8,339.49,322.84,309.37,307.53,312.24,286.75,288.01,302.49,315.14,304.68,324.11,332.73,338.16,325.17,319.33,310.74,324.33,304.30,331.28,314.59,322.65,340.23,306.10,292.59,287.50,308.75,308.11,289.41,284.55,274.55,261.51,300.78,206.49,277.36,279.32,293.41
2018-05-27 22:05:16.737000,L8,416.77,327.67,336.64,316.57,333.08,326.74,349.97,304.00,306.62,305.93,320.11,301.37,312.84,298.65,298.83,300.82,298.26,301.10,365.97,359.27,331.98,370.05,366.05,364.02,369.96,338.11,352.22,352.25,334.77,329.07,326.41,328.33,188.67,277.99,286.44,292.43
2018-06-28 22:05:28.220000,L8,276.29,288.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-31 22:05:59.236000,L8,,,,,,,,265.00,293.91,331.47,323.51,308.92,331.56,317.73,304.50,295.58,298.03,287.91,303.23,302.81,312.37,322.57,295.63,261.80,279.13,289.97,303.31,280.46,275.72,263.59,255.65,299.66,,214.96,262.39,294.26
2018-10-18 22:06:17.672000,L8,349.00,332.86,303.91,319.03,310.49,293.72,295.42,302.05,322.47,330.33,331.62,334.05,333.99,327.14,325.69,337.01,328.62,315.12,334.82,324.79,323.62,340.72,313.01,275.12,325.47,311.96,324.16,289.68,285.93,314.85,283.22,341.36,200.37,302.89,308.81,308.41
2018-11-19 22:06:22.186000,L8,380.04,368.93,360.36,353.96,340.73,292.71,367.23,312.81,323.04,343.48,374.25,378.81,394.87,385.62,363.30,394.98,397.86,322.67,339.01,327.40,377.74,403.58,410.49,368.60,406.17,378.06,368.59,363.39,347.61,324.18,329.77,330.32,372.33,389.31,394.56,384.49
2018-12-21 22:06:18.644000,L8,432.37,426.68,415.57,385.50,423.30,431.90,429.77,436.16,454.34,453.48,446.66,448.70,451.56,446.83,453.19,481.46,559.36,,513.63,450.85,437.98,458.47,454.68,468.78,398.47,414.12,367.48,406.87,405.42,442.48,429.46,389.68,445.89,417.87,417.29,433.75
