dates,satname,nzd0235-0000,nzd0235-0001,nzd0235-0002,nzd0235-0005,nzd0235-0006,nzd0235-0007,nzd0235-0008,nzd0235-0009,nzd0235-0010,nzd0235-0011,nzd0235-0012,nzd0235-0013,nzd0235-0014,nzd0235-0015,nzd0235-0019,nzd0235-0020,nzd0235-0023,nzd0235-0024,nzd0235-0025,nzd0235-0026,nzd0235-0029,nzd0235-0030,nzd0235-0031,nzd0235-0003,nzd0235-0016,nzd0235-0017,nzd0235-0018,nzd0235-0021,nzd0235-0022,nzd0235-0027,nzd0235-0028,nzd0235-0004
1999-08-05 21:46:35.104000,L7,280.54,318.56,192.51,212.61,302.14,214.14,289.90,319.45,190.00,262.72,271.68,246.53,349.71,360.53,331.29,353.70,209.24,271.66,294.57,223.87,292.11,290.36,198.90,,,,,,,,,
1999-08-21 21:46:33.053000,L7,340.52,337.72,313.59,,,,255.57,372.24,372.19,379.54,375.01,370.46,360.78,362.30,335.99,358.85,360.05,320.81,329.92,242.10,305.94,302.81,320.13,311.76,384.11,376.58,372.76,172.71,376.89,313.46,305.78,
1999-09-22 21:46:36.849000,L7,340.27,342.47,316.70,,,,285.05,303.71,299.01,257.74,375.13,224.96,226.90,279.67,340.53,359.22,165.27,315.68,298.97,241.93,232.28,191.24,292.73,317.61,170.47,,,340.14,,202.48,259.96,
1999-10-24 21:46:32.266000,L7,370.16,382.11,338.86,227.97,347.10,204.14,316.92,376.90,378.81,404.10,288.24,228.59,381.98,386.78,358.88,367.32,265.10,343.56,348.85,283.43,307.81,300.78,327.18,321.15,394.81,391.73,387.80,376.61,386.69,300.60,312.88,
2000-04-01 21:46:10.627000,L7,386.61,368.07,328.88,242.97,318.21,237.76,348.11,370.54,392.42,379.24,388.52,374.96,366.05,371.03,361.98,367.59,297.34,342.73,351.70,320.59,308.92,307.89,343.41,302.47,381.37,378.06,352.13,375.95,378.56,313.55,316.18,
2000-05-03 21:45:55.224000,L7,383.86,381.25,335.87,308.57,333.19,296.99,363.43,387.91,384.18,416.18,414.37,421.66,442.83,450.00,486.58,483.42,396.55,415.56,451.59,412.06,348.24,347.24,375.77,330.63,434.87,435.24,432.53,422.95,401.36,389.98,394.93,188.84
2000-05-19 21:45:43.918000,L7,356.56,346.84,333.02,282.51,328.99,276.20,347.68,384.05,390.12,397.10,393.51,377.61,369.95,382.23,358.28,376.23,385.56,338.50,358.84,339.90,315.14,326.03,339.93,323.98,395.11,385.88,388.17,384.52,393.48,329.24,327.14,
2000-06-04 21:45:32.324000,L7,213.08,321.41,300.84,,,,312.29,357.87,363.59,366.91,363.78,361.22,357.68,363.37,338.20,356.25,358.09,278.97,308.71,254.90,305.25,313.46,320.31,,379.55,370.77,337.89,,364.65,178.32,270.68,
2000-08-07 21:44:45.034000,L7,356.94,347.35,322.95,278.86,321.30,253.20,346.55,376.18,380.96,394.82,379.36,374.13,369.22,151.89,352.46,370.00,296.23,334.77,342.13,324.59,310.58,311.70,341.10,321.10,259.80,169.85,377.83,248.22,315.59,303.79,321.00,
2001-01-14 21:44:09.210000,L7,238.42,,,,296.13,172.87,335.95,349.43,347.12,281.89,292.25,280.88,302.65,347.81,362.18,373.69,173.05,337.64,348.95,321.73,304.66,302.10,341.92,,362.12,354.03,338.98,379.34,332.80,264.14,307.32,
2001-04-04 21:43:43.008000,L7,310.77,303.06,,,,,,231.82,248.70,361.20,358.37,277.08,229.39,294.37,320.64,346.54,,,,,,,,,,,,,,,,
2001-04-20 21:43:46.702000,L7,208.47,321.95,284.14,208.27,296.64,177.52,,163.76,347.37,220.30,175.95,303.98,188.48,347.93,307.88,342.28,,,,,,,,,,,,,,,,
2001-05-22 21:43:30.869000,L7,348.66,350.28,319.58,278.25,322.43,229.74,165.22,372.86,371.94,377.25,368.31,369.52,362.18,373.48,350.38,365.82,357.77,257.49,344.03,236.79,311.51,313.91,347.89,317.02,382.68,380.66,378.72,349.97,370.19,325.49,320.08,
2001-07-25 21:42:54.824000,L7,336.64,346.42,311.41,276.76,316.90,223.33,325.42,375.15,391.68,385.02,374.81,372.70,353.06,370.93,346.71,375.57,324.98,316.05,299.95,272.00,299.31,300.08,360.40,314.81,263.22,302.58,393.03,272.87,323.67,342.22,341.83,
2001-08-10 21:42:36.562000,L7,261.47,341.27,315.06,,,,294.09,358.36,350.94,374.31,374.98,366.97,342.34,151.75,339.06,362.29,371.25,261.01,301.83,238.68,314.84,333.55,316.57,311.02,310.44,315.11,277.69,353.58,380.39,166.38,308.75,
2001-08-26 21:42:25.671000,L7,385.54,368.18,338.24,312.29,326.99,291.16,364.06,391.67,390.10,397.76,395.91,394.14,382.33,385.81,363.50,381.54,381.39,352.24,348.29,334.24,338.28,342.99,354.76,335.23,251.03,304.54,402.34,397.47,410.20,340.86,334.49,162.71
2001-09-11 21:42:14.303000,L7,149.95,268.66,278.27,,,,296.20,364.06,362.24,361.02,374.05,347.40,,288.32,324.91,350.68,207.12,299.44,289.44,242.05,293.90,291.17,,278.16,,,,,,247.94,290.05,
2001-09-27 21:42:05.338000,L7,386.30,370.72,346.36,312.85,335.73,311.56,372.78,388.73,389.35,398.36,396.02,395.50,385.20,390.15,361.92,382.08,377.88,355.92,350.97,340.01,322.87,339.78,357.33,349.07,404.52,406.92,397.11,396.56,393.72,333.77,328.75,160.91
2001-10-13 21:41:51.963000,L7,351.58,343.66,324.70,,315.26,232.74,165.45,254.85,305.58,262.76,376.13,353.57,349.42,291.17,332.62,352.65,178.60,316.17,305.19,277.41,244.28,200.29,262.62,319.32,222.65,,338.25,341.38,177.82,199.34,261.96,
2001-10-29 21:41:57.341000,L7,312.09,232.33,244.52,,,,,243.48,323.13,343.91,188.04,225.55,341.65,347.65,,,,,,,,,,218.97,348.59,,,,,,,
2002-02-02 21:42:30.783000,L7,369.32,356.93,334.65,,,,388.02,400.69,391.59,269.55,289.38,282.55,367.50,390.86,362.13,380.39,191.45,333.73,340.63,326.02,308.05,323.62,351.31,298.23,391.06,394.27,387.77,368.91,376.54,323.19,311.17,
2002-02-18 21:42:30.251000,L7,337.06,308.71,240.02,,,,,328.55,351.78,158.78,338.48,286.47,341.81,252.00,354.97,346.19,,334.94,300.13,275.33,295.63,295.00,328.63,282.23,222.50,,341.01,333.95,166.29,252.95,309.08,
2002-08-29 21:41:39.340000,L7,362.91,361.84,329.73,290.10,324.37,226.88,327.29,383.74,393.77,397.44,389.32,381.61,384.92,153.12,353.80,384.18,333.22,341.97,352.79,351.23,341.02,323.13,366.41,336.31,251.56,273.52,392.60,256.79,322.36,335.56,336.90,
2002-09-14 21:41:31.043000,L7,371.47,362.20,338.35,287.73,328.40,247.30,342.81,382.19,385.25,391.10,392.55,382.12,386.94,382.62,354.90,376.36,380.01,340.69,349.21,326.70,334.18,334.82,351.69,336.06,170.39,276.78,387.99,235.64,318.47,333.65,327.26,156.36
2002-11-01 21:41:30.201000,L7,385.08,374.79,351.29,349.98,352.86,301.05,379.33,392.43,397.44,399.90,395.01,389.72,385.68,392.42,386.31,385.29,382.73,355.76,355.62,349.22,341.84,341.29,360.26,349.69,400.48,397.39,394.73,390.81,394.74,349.54,344.88,337.57
2003-01-20 21:42:09.421000,L7,352.46,334.84,,,302.89,,285.20,328.68,355.78,413.20,405.73,400.66,395.18,247.97,359.57,339.57,191.54,262.10,338.73,325.13,316.05,303.01,355.99,,164.68,306.05,334.93,368.24,344.29,328.20,328.76,
2003-02-21 21:42:20.469000,L7,387.68,383.51,370.30,227.87,367.31,380.53,380.97,403.58,394.58,402.94,404.69,390.76,400.40,400.67,388.28,381.66,360.43,360.41,350.40,349.84,338.00,339.85,354.15,363.03,397.04,389.45,337.18,370.55,173.86,345.66,338.37,339.68
2003-04-26 21:42:25.606000,L7,295.66,305.77,273.87,,,,283.83,323.11,237.58,320.67,362.27,359.59,341.93,158.52,330.72,340.48,256.95,288.23,293.26,,288.78,289.90,,,368.83,367.89,330.13,,,,,
2003-05-28 21:42:22.600000,L7,352.73,336.45,306.38,271.99,305.58,215.91,166.31,368.13,375.32,373.39,373.09,370.59,348.16,363.87,344.09,352.64,373.12,323.92,304.37,262.20,300.92,303.98,314.75,320.54,378.37,367.48,339.89,338.05,384.04,266.31,315.74,
2003-09-25 21:31:19.142000,L5,389.13,370.00,342.67,301.55,331.14,266.20,372.11,396.32,399.71,405.97,406.20,397.12,389.82,396.33,386.12,389.64,392.44,363.15,358.75,354.98,336.20,341.03,363.51,340.97,407.14,403.76,394.89,410.90,401.18,341.47,341.01,183.64
2003-11-28 21:32:10.197000,L5,328.80,326.45,317.50,,,,304.69,346.46,347.58,358.65,356.77,352.66,347.99,369.60,337.91,361.03,,,,,313.91,324.42,345.79,294.50,376.47,369.44,335.95,327.82,,,190.79,
2003-12-14 21:32:14.677000,L5,365.27,356.85,343.55,284.41,328.38,252.00,330.84,369.94,365.26,380.87,379.42,373.11,373.90,395.61,377.05,383.85,365.53,340.87,338.36,333.00,338.24,341.62,360.61,334.59,404.41,401.33,392.06,373.00,377.63,336.11,339.24,174.77
2003-12-30 21:32:24.694000,L5,378.62,354.18,327.61,267.45,312.83,248.81,364.70,385.92,384.67,405.36,396.65,375.88,370.26,381.97,379.50,385.89,384.91,360.80,353.35,338.37,332.43,336.67,356.20,319.50,391.28,382.63,377.14,392.23,394.73,333.96,331.50,164.45
2004-01-15 21:32:26.348000,L5,388.14,372.22,378.28,376.80,372.24,380.43,409.65,424.90,409.90,409.15,403.53,395.31,399.26,405.06,414.54,413.36,399.21,369.04,354.82,357.72,342.53,354.74,378.51,342.10,404.01,416.36,415.89,414.76,413.68,350.11,345.99,356.13
2004-05-06 21:33:58.336000,L5,400.81,373.09,331.95,292.48,326.04,254.79,379.66,396.21,384.95,406.05,394.45,387.54,391.61,401.07,382.72,389.91,377.03,360.95,355.73,353.76,343.50,346.71,369.54,338.29,401.96,395.89,401.90,396.84,394.56,346.70,346.30,184.80
2004-06-07 21:34:54.755000,L5,371.04,368.00,331.78,297.84,319.24,225.65,358.70,389.68,387.36,392.87,393.42,388.77,382.15,390.48,377.56,385.57,378.48,354.86,354.00,345.85,339.82,345.19,369.97,330.76,401.34,400.20,401.10,393.45,388.07,344.66,339.44,181.25
2004-06-23 21:35:22.995000,L5,378.54,374.55,338.25,302.38,322.91,228.07,361.79,390.67,386.56,398.43,398.10,392.40,384.09,388.79,391.41,386.61,384.71,357.29,361.65,352.31,342.49,347.67,372.04,340.85,410.09,399.58,396.12,396.16,394.08,347.77,345.00,178.48
2004-07-25 21:36:14.167000,L5,387.22,371.12,329.02,310.99,322.71,234.43,384.07,395.75,399.81,408.44,406.19,403.12,391.34,394.09,377.92,391.60,394.00,365.47,365.95,355.73,346.26,353.44,374.41,335.35,409.65,402.71,404.45,408.87,399.90,347.21,345.26,176.54
2004-08-10 21:36:32.804000,L5,343.10,338.90,304.12,,,,,,,,,,346.23,341.61,322.21,335.28,333.71,260.78,228.76,,304.80,305.52,343.78,320.46,366.04,346.80,335.03,306.92,335.59,,305.02,
2005-02-18 21:40:18.476000,L5,360.47,352.15,321.10,242.01,299.88,222.18,347.16,382.64,379.34,391.99,376.10,374.44,368.34,375.73,358.37,377.78,373.75,340.44,339.16,329.73,315.45,324.24,319.00,319.68,391.32,386.53,380.58,384.73,384.22,325.26,315.71,
2005-03-22 21:40:41.327000,L5,,,,,,,300.15,350.84,351.49,315.64,348.19,349.36,343.06,355.39,347.01,364.10,359.01,323.26,325.25,319.27,308.88,315.31,338.04,,367.12,366.61,358.83,363.89,368.86,314.97,310.02,
2005-05-09 21:40:56.205000,L5,378.18,372.09,335.94,304.63,319.02,238.88,370.03,391.44,390.23,394.13,402.14,397.18,387.09,395.59,386.88,387.73,386.73,363.68,359.39,355.70,342.71,348.38,370.21,334.78,403.99,404.14,393.68,401.21,396.72,349.87,343.63,182.58
2005-06-10 21:41:12.271000,L5,385.72,376.43,317.88,313.86,321.05,243.39,386.37,399.56,398.08,404.56,404.98,403.80,391.04,398.98,389.77,391.47,394.96,372.02,369.03,362.65,352.32,366.33,381.85,344.25,414.16,403.90,397.35,410.87,400.47,352.81,352.45,208.90
2005-06-26 21:41:16.724000,L5,330.67,325.73,301.74,,,,296.85,347.42,347.33,350.25,359.72,356.40,343.07,352.01,336.41,351.35,350.03,299.85,322.91,253.49,199.30,314.91,334.36,240.27,377.21,363.76,348.01,353.52,364.20,306.06,314.03,
2005-07-12 21:41:23.560000,L5,320.90,317.98,285.54,,,,306.84,363.50,354.46,363.72,354.04,352.41,343.07,353.10,345.85,359.62,356.59,300.45,315.62,233.65,301.70,308.57,331.11,302.25,364.22,360.40,355.35,369.00,364.47,296.08,302.94,
2005-07-28 21:41:34.002000,L5,282.35,324.03,288.07,,,,301.89,364.59,361.91,350.27,350.77,347.36,340.14,344.25,346.50,364.99,360.76,294.10,313.36,237.51,294.15,301.41,339.36,296.92,366.96,358.76,360.18,370.62,372.76,294.47,298.45,
2005-08-29 21:41:46.875000,L5,378.40,374.99,334.71,323.69,335.48,284.77,383.91,410.33,392.29,395.79,398.64,396.81,394.36,390.48,408.60,397.85,387.66,362.90,366.78,348.66,352.48,359.21,387.66,341.65,420.94,412.28,410.61,415.64,402.49,354.21,343.40,235.23
2005-09-14 21:41:48.852000,L5,371.58,361.93,323.51,305.41,319.10,240.83,372.58,397.07,395.21,396.28,388.44,388.36,381.85,391.93,383.70,389.38,390.68,350.81,353.15,347.19,337.44,345.89,369.46,329.22,400.43,405.16,401.52,403.85,402.07,342.18,337.22,171.47
2005-11-01 21:41:44.104000,L5,360.58,344.52,327.44,281.90,306.33,223.14,350.81,376.04,370.70,385.69,380.98,374.54,371.28,398.52,374.03,393.94,368.01,338.42,340.78,334.22,342.60,350.80,365.98,337.39,413.33,405.49,399.44,380.91,382.15,335.24,344.84,165.31
2005-11-17 21:42:07.585000,L5,,,,286.58,289.61,253.72,367.59,393.59,397.49,414.07,388.02,378.87,379.79,387.79,397.35,405.49,404.25,349.19,349.53,349.93,343.19,348.69,375.69,,399.15,392.03,408.14,411.86,414.56,345.04,348.04,187.51
2006-01-20 21:43:37.291000,L5,362.16,346.90,316.92,259.42,295.68,221.82,355.07,391.05,381.01,402.79,383.77,374.29,379.96,386.91,375.86,386.34,381.20,349.82,344.50,340.43,331.05,334.99,354.94,322.10,398.76,391.81,381.96,390.51,390.23,337.43,334.88,156.30
2006-04-10 21:45:17.175000,L5,372.48,354.25,325.88,278.84,307.30,227.49,359.73,389.16,386.41,395.80,396.06,387.38,382.30,388.11,374.55,382.14,382.45,355.60,354.65,343.68,336.60,343.05,365.41,327.14,401.17,396.90,388.99,395.35,394.53,341.35,336.24,160.37
2006-06-13 21:46:13.914000,L5,377.96,362.73,337.91,307.09,315.33,235.51,379.72,392.72,397.91,404.50,400.71,393.46,395.19,400.88,395.80,388.34,388.98,346.92,366.08,356.50,344.47,350.83,372.54,332.74,402.62,408.40,398.35,402.14,400.35,350.37,344.28,181.98
2006-06-29 21:46:28.892000,L5,,,,,,,296.95,334.01,350.17,315.97,324.10,341.43,309.62,329.66,350.09,365.96,346.43,260.27,340.24,323.21,317.27,321.14,345.78,,353.76,363.39,362.07,370.95,367.64,321.39,315.84,
2006-09-01 21:47:19.401000,L5,378.19,356.19,330.20,292.80,309.07,222.14,337.07,375.18,379.58,379.54,385.55,390.63,369.43,381.52,376.50,375.64,376.11,341.24,363.10,353.78,342.67,347.95,366.48,340.59,397.63,400.10,399.17,391.86,389.87,346.29,339.49,174.60
2006-09-17 21:47:31.164000,L5,381.11,358.19,332.70,,,,342.32,371.57,376.00,384.96,398.32,398.10,382.09,390.52,375.17,380.85,372.88,341.75,364.90,354.69,341.53,351.30,368.20,341.72,405.99,405.08,388.51,392.20,390.64,348.91,342.59,
2006-10-03 21:47:41.787000,L5,441.62,413.41,358.16,307.20,336.42,308.67,374.41,396.47,395.94,403.32,396.40,391.97,383.25,397.94,435.65,413.66,385.24,356.03,358.50,358.73,360.11,365.07,378.50,344.39,424.98,416.89,417.25,410.24,405.67,360.27,355.82,309.57
2006-12-06 21:48:41.029000,L5,338.12,311.77,290.12,,,,303.58,322.98,325.51,346.02,333.34,324.77,336.27,344.85,346.86,339.71,317.62,302.22,298.04,295.70,298.58,312.85,328.72,287.54,363.69,372.14,344.55,331.97,335.42,287.76,293.84,
2007-01-07 21:48:55.368000,L5,335.35,319.18,263.13,,,,301.30,359.64,360.52,369.18,357.58,352.48,345.20,354.93,351.14,353.93,350.32,323.12,326.61,320.79,307.76,312.53,330.39,243.20,371.52,361.06,348.73,357.41,365.42,308.67,306.22,
2007-02-08 21:48:38.839000,L5,379.03,349.80,336.20,294.50,331.76,255.62,383.99,389.03,385.37,394.78,398.57,393.36,383.51,400.96,390.98,393.15,381.50,353.53,360.83,353.25,346.00,351.16,368.80,367.97,416.00,407.09,404.46,397.53,387.94,349.75,341.77,318.76
2011-01-02 21:43:35.332000,L5,361.11,343.74,325.36,268.75,288.83,224.21,371.05,392.41,381.13,393.48,389.98,390.47,381.12,391.54,389.10,388.37,371.36,349.04,346.20,340.00,347.95,353.57,371.91,330.96,409.28,404.68,392.14,393.85,385.67,338.88,335.13,181.73
