dates,satname,nzd0108-0000,nzd0108-0001,nzd0108-0047,nzd0108-0048,nzd0108-0049,nzd0108-0050,nzd0108-0051,nzd0108-0052,nzd0108-0053,nzd0108-0054,nzd0108-0055,nzd0108-0056,nzd0108-0057,nzd0108-0058,nzd0108-0059,nzd0108-0060,nzd0108-0061,nzd0108-0062,nzd0108-0063,nzd0108-0064,nzd0108-0065,nzd0108-0066,nzd0108-0067,nzd0108-0068,nzd0108-0069,nzd0108-0070,nzd0108-0071,nzd0108-0072,nzd0108-0073,nzd0108-0074,nzd0108-0075,nzd0108-0076,nzd0108-0077,nzd0108-0078,nzd0108-0079,nzd0108-0080,nzd0108-0081,nzd0108-0082,nzd0108-0083,nzd0108-0084,nzd0108-0085,nzd0108-0086,nzd0108-0087,nzd0108-0088,nzd0108-0089,nzd0108-0090,nzd0108-0091,nzd0108-0092,nzd0108-0093,nzd0108-0094,nzd0108-0095,nzd0108-0096,nzd0108-0097,nzd0108-0098,nzd0108-0099,nzd0108-0100,nzd0108-0101,nzd0108-0102,nzd0108-0103,nzd0108-0104,nzd0108-0105,nzd0108-0106,nzd0108-0107,nzd0108-0108,nzd0108-0109,nzd0108-0110,nzd0108-0111,nzd0108-0112,nzd0108-0113,nzd0108-0114,nzd0108-0115,nzd0108-0116,nzd0108-0117,nzd0108-0118,nzd0108-0119,nzd0108-0120,nzd0108-0121,nzd0108-0122,nzd0108-0123,nzd0108-0124,nzd0108-0125,nzd0108-0126,nzd0108-0127,nzd0108-0128,nzd0108-0129,nzd0108-0130,nzd0108-0131,nzd0108-0132,nzd0108-0134,nzd0108-0135,nzd0108-0136,nzd0108-0137,nzd0108-0139,nzd0108-0140,nzd0108-0141,nzd0108-0142,nzd0108-0143,nzd0108-0144,nzd0108-0145,nzd0108-0146,nzd0108-0147,nzd0108-0148,nzd0108-0149,nzd0108-0150,nzd0108-0151,nzd0108-0152,nzd0108-0154,nzd0108-0155,nzd0108-0156,nzd0108-0157,nzd0108-0162,nzd0108-0163,nzd0108-0172,nzd0108-0173,nzd0108-0174,nzd0108-0175,nzd0108-0002,nzd0108-0003,nzd0108-0004,nzd0108-0005,nzd0108-0006,nzd0108-0007,nzd0108-0008,nzd0108-0012,nzd0108-0013,nzd0108-0014,nzd0108-0015,nzd0108-0016,nzd0108-0021,nzd0108-0022,nzd0108-0023,nzd0108-0024,nzd0108-0025,nzd0108-0026,nzd0108-0027,nzd0108-0034,nzd0108-0035,nzd0108-0133,nzd0108-0138,nzd0108-0153,nzd0108-0158,nzd0108-0159,nzd0108-0160,nzd0108-0161,nzd0108-0164,nzd0108-0165,nzd0108-0166,nzd0108-0167,nzd0108-0168,nzd0108-0169,nzd0108-0170,nzd0108-0171,nzd0108-0176,nzd0108-0177,nzd0108-0178,nzd0108-0179,nzd0108-0029,nzd0108-0030,nzd0108-0031,nzd0108-0032,nzd0108-0040,nzd0108-0041,nzd0108-0042,nzd0108-0043,nzd0108-0044,nzd0108-0009,nzd0108-0010,nzd0108-0011,nzd0108-0017,nzd0108-0018,nzd0108-0019,nzd0108-0020,nzd0108-0028,nzd0108-0033,nzd0108-0036,nzd0108-0037,nzd0108-0038,nzd0108-0039,nzd0108-0045,nzd0108-0046
1999-08-26 22:04:44.971000,L7,289.38,343.30,388.81,242.93,232.05,255.36,273.65,270.82,292.88,265.46,257.39,254.68,260.04,235.37,220.32,207.55,237.95,261.05,307.48,285.24,277.59,268.69,196.67,220.00,199.90,338.01,239.53,335.63,348.05,338.73,345.53,339.65,343.52,332.76,348.80,387.50,393.01,357.94,390.63,397.91,380.92,355.38,355.87,337.69,381.27,377.93,341.15,329.38,389.97,393.22,418.14,449.47,458.99,449.39,473.77,176.69,364.19,408.37,416.05,186.90,197.96,201.53,320.07,282.51,330.62,368.21,313.12,479.83,484.41,483.37,396.48,416.94,481.96,477.43,467.59,467.68,458.38,498.22,348.71,399.74,486.94,478.72,427.05,504.72,490.63,473.11,464.00,427.00,533.42,546.59,488.96,502.39,423.22,433.32,505.66,365.74,366.91,380.99,474.36,484.84,486.31,490.57,347.83,428.32,516.04,475.53,477.33,429.33,455.66,419.99,507.93,549.06,466.39,465.93,492.01,487.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-27 22:04:48.949000,L7,,,489.48,490.80,,,,,,,,440.21,445.57,,,,,,,,,,,,,,,,,,178.28,195.31,251.77,291.41,253.31,,325.51,376.09,,,,,,,,,,,,,395.18,359.70,346.10,372.63,426.62,252.66,234.54,247.02,263.56,415.13,319.86,303.60,,,451.95,462.04,198.89,210.58,,,,,483.10,459.34,330.14,325.28,303.34,302.49,377.52,,,,,,,,,351.54,333.81,,448.47,440.77,,340.94,320.70,297.32,,,,,487.24,556.28,408.11,375.20,,427.69,280.71,283.35,475.24,280.83,258.34,280.85,284.41,231.71,243.67,214.75,,,,,,,,,,,,,,,,,,,,,,335.04,,274.01,263.83,242.49,228.24,247.17,265.59,227.32,296.18,291.65,286.56,271.62,288.82,295.76,265.49,355.15,308.12,313.33,,,,,,355.01,396.49,344.78,397.80,,,,,,,,,,,,,,333.60,514.33
1999-11-14 22:04:42.286000,L7,,,212.90,,,225.82,238.38,248.52,257.60,267.90,259.74,296.10,332.71,268.85,289.39,317.10,244.24,321.30,333.10,341.64,410.35,370.93,380.40,429.99,359.85,335.10,190.02,189.81,233.55,318.64,299.02,335.35,349.52,242.35,301.62,344.26,392.93,416.12,409.86,391.09,388.21,415.17,427.36,452.91,457.27,459.00,459.59,441.43,449.24,439.09,429.01,439.41,417.12,465.51,475.91,440.97,463.22,478.43,486.73,510.50,511.75,433.04,473.96,488.25,483.23,485.17,512.19,505.02,512.77,540.29,527.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.78,505.74,498.15,,,,,,,,,,,,,,,,,,,211.08,201.27,182.37,193.08,217.23,,,,,,507.09,485.48,478.35,484.35,517.79,404.71,388.69,394.31,301.39,350.72,492.39,,,,,,203.84,197.43,181.00,,185.69,230.64,291.19,336.78,355.92,,,,,,,,201.58,,,,181.49,192.01,348.85,219.94
2000-01-01 22:04:37.439000,L7,,,,,,,,,,,,,201.37,210.29,221.14,203.72,213.47,263.83,293.78,,,,,337.44,328.73,361.64,342.46,332.76,208.45,328.26,359.77,221.30,215.70,252.11,237.88,379.06,342.55,254.88,292.95,442.62,325.20,405.95,392.72,441.17,462.98,334.64,303.79,353.12,384.51,387.52,424.49,467.23,453.33,384.72,401.11,341.90,311.21,320.69,347.53,361.53,372.40,378.08,234.98,229.92,225.71,230.92,231.57,239.24,243.97,201.58,389.73,392.29,431.78,,,537.53,424.30,428.38,277.83,422.94,549.51,453.51,,,,,459.84,453.08,527.01,484.81,530.77,532.73,,,,,,,,,,,,,,,,,,,469.39,475.77,,,,,,,,,,,,,,,,,,,,,,,,,,530.49,,,478.14,456.39,451.12,432.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-18 22:04:29.218000,L7,,,505.48,483.44,501.23,430.84,509.50,,,,,483.89,306.71,367.65,,,,,,,,,,,,,,,,,,,,,,,,207.48,370.82,308.98,,,,,,,,,,,342.64,332.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.89,244.16,249.48,254.32,264.41,274.31,279.75,280.24,284.69,307.61,306.35,362.95,223.78,237.37,206.48,,,,,,,,,,,,,,,,,,,,,,,,273.09,273.80,213.14,276.02,309.88,321.64,330.99,330.30,328.89,296.92,265.96,267.57,368.74,217.46,380.08,314.71,303.12,,,,,372.40,423.25,442.99,471.76,450.48,,,,,,,,,,,,244.85,379.38,,502.69
2000-05-24 22:03:46.662000,L7,,,498.98,361.19,321.15,,,,,,548.10,458.88,,,,,,257.17,249.98,241.05,,,473.66,526.40,,,,,497.90,,332.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.83,339.76,366.83,,529.88,418.03,,411.28,,523.15,406.14,,,,,,,,,,,,,,,,544.89,501.17,,,,,,355.88,485.02,420.48,,,,,,,,,,,199.17,220.01,205.28,219.29,211.06,199.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.19,217.01,257.75,246.60,225.27,241.18,255.53,257.39,255.67,229.76,215.25,275.73,,,,,,,,,,,,,,,,,,,,,,,,474.19
2000-07-11 22:03:17.779000,L7,508.21,440.75,,,,,,,,,,,,,,,,,,,423.55,409.35,404.67,408.01,416.47,384.28,286.12,258.08,185.27,,,,,,,,,,,,,,,,,,,,,,222.44,256.88,277.17,409.04,427.90,489.07,447.65,508.19,,,528.24,296.92,308.56,364.18,440.66,341.71,337.12,309.65,326.22,235.34,261.88,217.19,216.44,211.28,231.84,209.93,,,211.62,211.82,220.81,240.48,230.90,251.98,262.95,257.55,269.68,270.71,282.42,290.69,222.40,304.40,304.55,291.74,280.40,,448.53,344.39,360.31,372.52,352.42,343.84,343.58,,,309.95,402.41,379.93,373.49,380.78,432.81,428.28,294.89,270.66,275.41,290.30,347.98,341.17,381.02,450.14,465.06,464.92,445.05,217.48,228.89,509.17,531.76,527.84,559.33,438.08,316.49,349.71,374.62,368.61,267.17,216.81,493.92,259.47,312.90,411.93,389.34,404.22,420.63,423.90,265.79,282.29,295.40,270.27,260.67,268.05,289.17,289.56,293.68,316.90,329.59,307.89,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-15 22:01:56.204000,L7,,,300.47,286.43,331.17,479.31,431.59,501.01,479.31,554.32,361.40,373.26,216.65,295.08,,383.34,324.05,,,,,,269.79,363.45,303.08,308.12,260.36,406.37,367.90,396.08,187.60,219.77,368.53,380.50,283.77,303.07,312.71,307.28,297.36,273.84,293.82,275.17,283.19,300.44,327.96,411.43,457.26,335.94,436.85,376.06,354.62,381.35,,303.23,502.85,395.87,387.12,395.12,465.55,495.76,475.04,397.39,344.61,377.13,505.55,487.54,455.56,470.44,423.16,415.66,444.15,,,,,,,507.67,514.84,438.39,480.24,561.37,,,491.76,473.10,409.40,387.42,536.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.54,422.35,,,396.89,478.53,235.42,275.46,,410.13,391.17,340.09,,,,,307.03,274.35,395.46,,,,,,,501.79,529.65,,,,,,,,,,,241.88,285.22,251.11,233.59,389.43,306.01,312.70,348.47,315.25,,,,,,,,246.17,316.01,,,470.07,487.48,195.22,
2001-01-03 22:02:12.432000,L7,,,346.37,380.93,316.65,309.14,334.98,338.56,425.24,449.28,455.69,547.90,416.17,,,,209.62,497.38,481.49,,,,,,548.74,509.18,475.86,458.98,432.14,419.27,429.78,,,,,498.46,541.12,541.08,540.85,506.84,471.29,442.30,421.17,455.01,498.85,491.27,504.61,450.58,251.84,225.75,230.22,228.63,,487.69,401.35,460.60,490.90,379.61,424.50,460.86,293.78,280.14,245.39,315.77,201.91,,221.40,224.25,234.95,320.80,382.85,447.85,442.77,270.76,366.82,388.96,397.41,316.86,282.00,,,,,,,,,,,,,244.05,271.82,271.07,270.90,212.34,228.18,230.05,236.30,226.52,259.72,289.38,300.40,314.78,314.77,325.37,224.88,264.45,396.97,350.79,306.17,362.80,387.05,457.58,464.42,464.74,,,,,,,,,,,198.11,218.22,377.00,547.44,312.33,514.03,446.30,423.92,381.00,505.30,327.99,,227.04,324.94,514.08,348.98,341.25,317.93,370.23,384.72,394.82,390.58,416.17,444.11,436.87,446.39,472.18,467.67,488.64,435.47,498.12,317.02,350.24,,,,,,,,,,452.74,,260.89,227.98,461.88,543.50,470.13,,,,,
2001-03-24 22:01:59.719000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.91,193.23,208.04,240.33,253.22,,,,,,286.42,246.28,230.91,237.56,247.33,,,,,253.39,361.82,381.22,401.24,,,180.85,219.54,201.55,197.88,245.93,262.67,268.08,272.18,299.26,232.80,296.56,230.37,268.93,308.23,294.82,274.91,208.08,386.21,247.06,322.84,279.39,244.80,284.75,297.67,316.45,191.85,300.58,343.07,449.56,496.54,447.09,464.51,333.58,410.40,469.36,486.46,495.24,553.00,392.10,398.11,382.54,429.10,476.18,462.10,420.70,473.54,,,,,,,,,,,,,,,,,,,,,,179.03,226.90,487.12,355.92,381.50,385.89,393.57,400.93,495.58,510.66,426.36,442.72,446.26,298.44,444.71,523.09,503.11,453.24,370.75,,,,,,,,,,,,,,,,,,,,,,,,
