dates,satname,nzd0562-0000,nzd0562-0001,nzd0562-0002,nzd0562-0003,nzd0562-0004,nzd0562-0005,nzd0562-0006,nzd0562-0007,nzd0562-0008,nzd0562-0009,nzd0562-0018,nzd0562-0010,nzd0562-0011,nzd0562-0012,nzd0562-0013,nzd0562-0014,nzd0562-0015,nzd0562-0016,nzd0562-0017
1999-07-18 21:58:49.681000,L7,197.37,170.15,163.04,156.44,145.15,147.57,149.04,149.25,152.55,142.28,146.54,,,,,,,,
1999-08-26 22:05:08.926000,L7,113.03,113.25,122.83,116.30,119.62,123.15,131.73,140.21,149.52,152.14,208.61,155.88,158.91,72.48,128.55,76.78,175.37,201.89,208.97
1999-09-27 22:04:48.949000,L7,179.48,148.16,153.01,137.55,132.79,132.20,140.45,139.52,146.48,140.81,144.39,,93.74,139.08,139.18,64.43,131.07,75.84,130.12
2000-01-01 22:04:37.439000,L7,185.67,146.90,112.22,25.98,45.49,54.69,68.24,46.58,,,,,,,,,,,
2000-01-10 21:58:52.465000,L7,175.54,118.05,105.38,111.24,45.01,98.72,62.84,,,,95.78,,,,,,,,124.86
2000-03-30 21:58:33.541000,L7,202.60,151.87,148.89,116.53,135.88,89.76,139.00,140.56,145.03,136.78,146.44,136.98,12.12,31.95,64.87,135.54,38.00,147.32,149.02
2000-05-17 21:58:07.485000,L7,168.45,151.81,49.65,66.30,30.75,,,,,,,,,,,,,,
2000-05-24 22:04:10.630000,L7,118.50,114.49,127.98,117.16,121.53,125.41,132.65,142.90,149.95,148.50,120.06,,,174.45,,177.53,182.88,123.75,202.63
2000-07-11 22:03:17.779000,L7,252.89,279.42,269.62,220.34,211.62,215.27,212.23,179.65,180.14,167.55,300.78,171.83,167.21,171.68,172.52,170.27,183.52,180.26,178.22
2000-08-12 22:03:18.130000,L7,143.17,124.13,127.25,121.13,118.88,136.32,136.14,145.13,155.85,154.93,207.46,159.02,164.34,176.37,180.48,173.69,26.57,198.42,202.71
2000-09-13 22:02:50.153000,L7,105.80,113.83,,,,,,,,,207.98,,142.27,,112.41,140.08,78.38,183.86,185.88
2000-09-22 21:56:29.431000,L7,187.26,151.09,156.43,140.35,133.52,110.47,140.91,141.67,146.21,141.52,146.51,139.88,135.64,141.07,140.48,138.13,34.64,145.41,146.21
2000-10-15 22:02:20.178000,L7,105.77,77.14,122.55,113.27,100.41,82.37,125.95,138.56,143.75,17.42,194.58,147.71,,,39.83,144.28,84.18,180.05,112.73
2001-01-03 22:02:12.432000,L7,190.52,147.70,113.90,13.81,108.31,92.34,98.17,39.37,106.29,131.36,141.17,131.24,135.82,,,133.12,96.53,140.11,148.03
2001-02-04 22:02:14.384000,L7,187.60,140.99,108.75,17.68,130.73,99.38,98.86,123.46,136.38,81.03,,,,,,,,,
