dates,satname,nzd0082-0000,nzd0082-0001,nzd0082-0002,nzd0082-0003,nzd0082-0004,nzd0082-0005,nzd0082-0006,nzd0082-0007,nzd0082-0008,nzd0082-0009,nzd0082-0010,nzd0082-0011,nzd0082-0012,nzd0082-0013,nzd0082-0014,nzd0082-0015,nzd0082-0016,nzd0082-0017,nzd0082-0018,nzd0082-0019,nzd0082-0020,nzd0082-0021,nzd0082-0022,nzd0082-0023,nzd0082-0024,nzd0082-0025,nzd0082-0026,nzd0082-0027,nzd0082-0028,nzd0082-0029,nzd0082-0030,nzd0082-0031,nzd0082-0032,nzd0082-0033,nzd0082-0034,nzd0082-0035,nzd0082-0036,nzd0082-0037,nzd0082-0038,nzd0082-0039,nzd0082-0040,nzd0082-0041,nzd0082-0042,nzd0082-0043,nzd0082-0044,nzd0082-0045,nzd0082-0046,nzd0082-0047,nzd0082-0048,nzd0082-0049,nzd0082-0050,nzd0082-0051,nzd0082-0052,nzd0082-0053,nzd0082-0054,nzd0082-0055,nzd0082-0056,nzd0082-0057,nzd0082-0058,nzd0082-0059,nzd0082-0060,nzd0082-0061,nzd0082-0062,nzd0082-0063,nzd0082-0064,nzd0082-0065,nzd0082-0066,nzd0082-0067,nzd0082-0068,nzd0082-0069,nzd0082-0070,nzd0082-0071,nzd0082-0072,nzd0082-0073,nzd0082-0074,nzd0082-0075,nzd0082-0076,nzd0082-0077,nzd0082-0078,nzd0082-0079,nzd0082-0080,nzd0082-0081,nzd0082-0082,nzd0082-0083,nzd0082-0084,nzd0082-0085,nzd0082-0086,nzd0082-0087,nzd0082-0088,nzd0082-0089,nzd0082-0090,nzd0082-0091,nzd0082-0092,nzd0082-0093,nzd0082-0094,nzd0082-0095,nzd0082-0096,nzd0082-0097,nzd0082-0098,nzd0082-0099,nzd0082-0100,nzd0082-0101,nzd0082-0102,nzd0082-0103,nzd0082-0104,nzd0082-0105,nzd0082-0106,nzd0082-0107,nzd0082-0108,nzd0082-0109,nzd0082-0111,nzd0082-0112,nzd0082-0113,nzd0082-0114,nzd0082-0115,nzd0082-0135,nzd0082-0136,nzd0082-0137,nzd0082-0110,nzd0082-0116,nzd0082-0117,nzd0082-0118,nzd0082-0119,nzd0082-0120,nzd0082-0121,nzd0082-0122,nzd0082-0123,nzd0082-0124,nzd0082-0125,nzd0082-0126,nzd0082-0127,nzd0082-0128,nzd0082-0129,nzd0082-0130,nzd0082-0131,nzd0082-0132,nzd0082-0133,nzd0082-0134,nzd0082-0138,nzd0082-0139,nzd0082-0140,nzd0082-0141
2002-01-22 22:00:40.906000,L7,194.59,216.71,278.80,251.90,246.31,252.86,261.56,269.26,254.05,261.12,296.21,352.27,376.69,365.94,356.03,308.35,328.82,386.08,350.00,235.95,183.63,185.65,197.42,173.24,202.78,209.29,208.75,420.97,396.19,365.04,250.59,213.34,209.80,238.25,254.04,332.26,303.51,369.00,377.01,374.47,367.13,347.32,278.10,400.27,420.44,318.18,395.14,432.02,445.99,423.00,390.25,411.22,233.40,266.21,261.21,369.85,374.03,358.34,335.95,346.88,350.69,340.02,377.81,398.48,400.63,370.56,284.45,274.26,273.85,484.02,525.27,543.40,549.63,535.52,539.28,333.34,559.13,526.37,476.10,479.85,516.13,506.94,475.35,490.89,505.32,511.39,501.72,444.45,243.85,183.55,196.59,200.24,220.74,233.46,232.52,240.68,244.65,533.02,521.23,534.93,541.27,535.20,262.57,334.02,316.38,330.27,341.50,343.05,545.63,529.57,515.05,520.22,536.66,539.93,538.66,508.64,447.88,511.44,527.08,528.26,542.22,360.78,384.83,407.28,402.36,416.82,420.49,500.69,518.66,547.45,538.19,544.92,,,,,497.21,515.07,509.84,516.88,480.47,466.19
2002-02-14 22:06:53.474000,L7,,375.22,,,,,,,397.89,416.45,358.00,356.04,515.80,419.53,,354.88,441.17,,339.89,302.51,310.23,412.56,329.92,,,,465.89,,,,,,,272.81,356.53,375.31,360.90,371.81,457.46,,,307.38,400.46,301.05,330.00,302.72,351.90,403.00,377.02,,,403.50,446.39,495.91,,,,,,438.21,445.83,460.67,480.61,512.00,501.10,389.15,412.11,,,,406.56,379.48,490.18,428.96,289.00,,,,312.47,248.39,,279.97,335.51,419.65,,395.74,333.25,292.21,415.67,537.92,411.12,,306.90,516.34,524.69,536.37,431.96,486.88,406.94,422.51,425.16,480.94,348.16,440.52,482.46,338.50,408.44,444.16,430.89,345.74,490.75,551.57,554.05,368.04,374.79,370.40,423.28,475.69,481.75,392.64,400.81,385.72,353.65,422.72,485.81,340.90,434.11,451.29,477.18,,494.98,517.46,530.93,,284.81,344.29,469.23,482.12,437.69,319.89,352.15,315.07
2002-02-23 22:00:43.620000,L7,182.29,246.07,272.85,268.85,534.18,530.54,521.59,495.23,484.26,502.86,290.29,345.27,370.83,,335.73,341.31,362.52,377.22,,,,,,,,,,,407.11,420.04,428.77,259.92,316.68,238.73,319.80,266.59,227.53,250.82,193.72,230.82,210.45,518.67,493.13,489.55,515.15,548.04,495.09,504.35,493.49,234.45,239.90,256.16,,,428.02,268.16,230.17,548.52,281.24,328.59,321.78,306.90,313.81,374.86,375.52,362.22,357.16,360.40,255.75,240.88,393.54,329.69,342.42,521.61,489.74,479.46,405.23,475.34,446.24,,,535.53,546.04,462.08,506.38,508.43,402.90,423.31,420.97,461.16,188.88,196.98,218.44,234.62,230.30,242.96,239.15,249.43,251.28,255.27,503.62,544.70,538.12,508.78,551.19,512.47,491.71,495.32,518.64,522.38,523.65,507.65,490.98,313.94,304.79,463.66,480.15,482.59,550.78,290.19,353.68,,183.26,331.95,330.40,407.12,419.96,423.28,236.60,207.45,217.75,407.42,322.40,416.11,474.42,436.00,450.15,430.84,468.12,455.00,422.26,401.70
2002-03-02 22:06:57.012000,L7,349.29,400.33,267.94,462.88,386.38,452.05,480.88,431.14,472.97,421.52,330.11,327.86,314.41,301.21,333.25,311.89,517.41,530.98,505.79,280.71,302.75,414.83,423.81,382.21,297.79,303.44,308.88,406.16,413.25,406.60,394.93,407.53,354.29,459.39,471.68,418.58,388.96,180.45,192.68,434.64,,,367.87,372.61,,,,264.59,388.17,400.14,423.06,424.67,476.26,486.42,498.24,444.28,449.50,458.22,440.55,504.20,492.72,490.85,502.67,500.22,531.52,323.33,332.86,412.77,389.89,429.74,273.77,260.81,263.22,218.11,353.62,362.24,349.61,364.81,286.33,321.33,338.47,430.14,460.93,315.40,334.14,254.63,239.17,187.54,222.93,247.08,437.57,353.98,313.10,463.37,471.07,386.68,448.68,480.27,267.81,363.01,403.36,314.69,277.76,347.07,391.68,202.34,367.48,453.20,270.20,352.67,353.89,322.19,378.19,341.50,,337.12,332.95,343.79,363.50,,,,381.83,381.62,399.25,203.28,294.46,279.51,357.61,454.90,449.99,418.78,454.41,467.91,470.58,469.96,293.92,352.55,335.34,467.02,476.53,318.61
2002-03-18 22:06:46.073000,L7,,,,,,,,,,,,399.91,366.79,415.09,,,,267.07,225.33,206.86,490.68,462.54,,,331.49,378.12,407.48,374.43,,,,,,,538.69,513.39,445.77,315.00,342.08,348.85,256.50,403.35,406.66,473.04,440.70,454.23,454.46,526.25,554.14,535.56,,553.37,492.68,527.78,224.11,249.32,488.54,554.82,448.69,,,,233.27,271.79,343.11,359.03,344.05,331.12,,,,,,,321.23,313.70,310.77,,,,337.11,328.33,340.67,365.56,356.26,222.85,319.96,315.86,371.37,350.78,214.31,220.18,266.38,184.64,187.52,310.13,187.55,190.55,191.83,233.39,223.52,236.88,226.02,220.46,217.82,186.95,189.51,338.47,322.10,327.02,210.20,193.50,409.91,403.77,557.38,208.88,211.80,219.66,196.14,461.30,520.73,498.77,188.96,262.08,229.07,212.64,204.87,414.98,322.78,204.39,375.28,384.40,384.70,289.41,375.76,324.41,295.52,225.10,226.26,182.69,237.95,332.97
2002-03-27 22:00:37.575000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.92,221.31,301.18,239.26,245.56,248.45,,,,,,,210.59,332.67,316.66,,,226.06,512.01,194.17,250.94,351.49,353.75,530.90,443.49,437.87,,,,,,207.48,238.57,461.05,,553.71,263.71,541.18,466.60,,,,256.45,283.31,521.84,434.72,484.78,438.71,465.69,323.12,296.97,294.44,536.20,,541.10,415.12,491.01,407.68,306.42,360.03,350.69,280.59,218.78,200.41,,,,,404.45,413.85,520.57,443.29,324.60,521.50,187.06,,282.83,420.84,451.73,,,403.18,
2002-04-12 22:00:37.812000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.19,267.21,278.27,288.16,257.50,,,,,,,,185.18,255.52,273.74,278.86,258.88,263.88,,,,,,,,,,,191.71,184.53,221.22,273.60,277.05,301.39,299.97,333.72,189.03,286.75,327.72,233.45,469.21,475.41,222.07,253.33,273.40,320.54,385.69,413.03,215.61,394.96,282.80,312.78,300.88,447.87,336.02,338.64,295.63,536.27,419.04,277.97,284.25,291.50,195.64,213.84,232.12,228.99,235.56,234.66,242.20,245.52,252.92,253.84,342.51,403.71,415.18,364.20,518.33,390.45,394.61,399.11,397.00,489.82,539.97,538.28,466.71,480.82,460.59,450.73,487.15,478.49,477.25,504.95,485.68,533.30,329.65,339.42,324.88,335.00,286.14,479.22,489.50,496.63,528.32,522.41,522.80,554.32,197.36,449.12,428.16,481.61,458.04,421.32,392.81
2002-05-21 22:06:41.364000,L7,,,,,,,,,417.83,384.71,,,,,,,,,,,453.47,314.65,407.96,,,,336.30,406.84,419.32,427.53,,,,550.65,497.04,517.28,513.56,487.69,502.03,466.28,466.24,468.13,465.58,466.72,463.85,461.73,485.64,486.55,490.34,509.85,505.35,550.29,447.18,355.97,277.98,256.46,274.31,311.82,,306.07,457.58,421.23,373.51,399.91,375.01,202.42,205.89,250.88,186.18,412.88,382.69,336.38,228.87,318.85,258.66,283.98,263.18,361.23,364.43,312.53,317.67,313.78,283.46,406.24,489.19,,,467.88,478.69,409.14,424.11,452.72,428.35,399.50,,,,507.26,486.38,484.86,,,,,431.32,433.64,435.40,481.89,448.07,464.86,,,,,352.90,,407.91,391.38,469.36,331.24,293.27,430.12,451.52,,454.76,466.85,329.07,341.51,346.28,349.36,364.46,363.55,343.82,324.83,447.22,324.63,279.31,278.23,504.18,474.46,472.11,457.25
2002-07-01 22:00:15.186000,L7,,,,,,,,,,,517.26,504.69,490.67,493.81,512.72,463.07,448.27,524.38,486.97,491.54,470.03,473.50,460.28,431.92,436.83,474.53,452.06,441.04,536.45,473.11,,,,,,,,,476.42,493.28,,,,403.68,362.11,474.42,508.41,424.47,440.71,450.58,454.93,469.70,531.33,255.37,214.38,190.21,301.02,290.98,286.04,,,,,347.88,324.45,223.43,228.38,175.03,176.64,181.16,185.21,217.65,178.04,,,,,,,458.91,380.49,284.32,282.93,307.43,406.28,245.84,251.85,266.40,279.91,290.26,295.38,294.51,266.58,406.97,297.92,239.05,243.64,248.46,257.02,306.72,258.32,251.82,258.85,264.74,396.95,382.11,413.33,437.40,257.74,276.81,305.17,381.65,417.17,402.77,310.34,459.85,477.17,499.58,305.69,390.42,296.57,304.87,,,,,,,,,,,,330.94,433.46,439.97,437.96,429.79,496.11,492.13,436.40,399.66
2002-10-21 21:59:36.443000,L7,,305.72,423.14,380.69,351.69,356.22,367.47,337.57,370.87,367.97,496.60,469.28,341.02,463.46,460.32,448.86,454.49,442.68,365.23,286.69,496.98,466.34,,472.44,335.91,394.88,510.49,440.94,437.43,505.62,,,,,,,,,,519.80,408.46,492.08,503.85,489.85,505.99,477.89,508.77,,,,,,,,,,,,,,,320.61,217.45,311.26,307.92,,,,256.05,192.20,188.64,227.63,,309.32,,236.96,233.11,259.21,,,,,,,,435.44,440.16,304.01,,,,340.99,208.79,215.81,218.60,222.80,229.83,245.91,240.66,251.30,248.27,248.95,252.89,,,,267.18,255.86,517.23,486.69,490.79,532.09,500.91,514.96,448.79,476.85,466.72,531.12,495.87,294.81,500.84,510.24,509.79,510.30,522.29,503.75,488.02,350.04,183.60,484.14,507.33,505.87,393.39,459.88,291.98,258.98,500.11,443.72,498.70,493.86,230.20,
2002-10-28 22:05:46.496000,L7,225.08,456.86,286.46,348.89,265.69,486.98,470.07,312.37,475.55,482.60,252.96,256.99,396.12,375.45,479.50,474.03,352.81,345.86,533.82,449.01,417.57,473.70,429.38,513.47,377.72,415.54,365.76,313.74,251.84,418.19,,,452.55,394.00,249.94,282.31,239.71,347.65,415.86,460.48,504.18,422.71,346.60,247.15,180.88,184.34,199.58,211.20,204.13,525.02,313.42,552.58,531.35,480.43,494.72,305.72,222.38,237.38,237.20,323.87,335.00,371.14,332.37,329.73,294.60,529.77,481.23,440.08,375.92,445.19,417.39,413.64,434.52,432.94,428.51,282.48,467.03,400.03,489.94,428.81,460.50,450.72,443.59,418.66,439.13,455.11,468.48,371.40,372.35,214.31,351.87,370.98,350.70,429.51,440.60,340.27,476.14,511.59,516.52,453.17,385.60,465.20,292.23,205.52,401.40,448.67,385.98,486.68,402.51,208.12,437.30,497.87,512.78,493.88,330.24,283.51,375.21,390.58,388.86,407.40,453.28,405.74,468.44,468.41,535.30,384.24,391.80,,,,420.70,399.54,,333.36,309.25,344.35,353.43,511.38,371.12,384.03,518.81,450.64
2002-11-06 21:59:41.879000,L7,,289.35,283.84,215.03,,,,,,,,418.94,419.92,316.81,251.95,199.79,,,,279.58,330.84,323.83,329.97,214.50,314.22,413.90,,,283.68,,314.08,532.19,553.03,469.49,,,,,,,,,,,413.18,510.35,,,,,,,,,,,,,,,,,,,,,,,,477.36,472.38,458.11,346.23,,,,,,,,,,,,,,,,442.43,,,,207.94,214.75,222.65,226.06,222.27,243.13,240.62,253.38,245.86,241.17,247.99,,,,266.01,246.19,226.64,263.44,297.54,295.36,302.60,330.99,308.03,486.48,471.37,362.15,272.68,290.94,181.90,,193.22,325.16,333.06,325.84,348.84,335.13,,,,209.57,318.78,429.63,489.01,444.42,460.33,444.62,490.52,487.02,327.78,
2002-11-13 22:05:54.371000,L7,364.97,554.44,392.20,447.95,515.47,369.78,358.05,197.30,218.33,204.28,331.56,419.70,474.39,474.96,466.52,337.02,504.40,345.72,304.00,408.12,387.88,367.06,532.31,545.90,406.91,500.53,475.29,512.52,499.01,225.17,440.34,492.49,211.59,207.97,489.42,516.15,208.65,209.58,397.99,426.22,308.16,524.15,332.75,559.74,541.51,536.10,502.07,539.72,483.06,454.68,480.95,503.06,441.01,392.12,177.79,194.40,203.39,201.60,355.26,344.71,448.70,292.34,245.68,323.32,326.65,284.32,293.60,369.05,523.45,510.28,344.37,359.01,366.41,375.43,348.62,285.93,454.36,442.22,457.72,422.70,354.01,469.46,431.65,499.61,399.65,465.28,454.33,542.84,554.61,260.38,255.96,465.45,463.16,436.77,458.26,482.59,536.40,269.39,287.76,295.44,353.42,358.77,545.09,538.13,403.63,337.95,302.57,307.50,342.39,537.70,445.23,318.52,497.37,536.78,394.10,520.59,518.14,541.32,463.29,490.92,369.31,378.38,484.79,381.24,480.36,436.92,434.48,259.43,317.68,341.53,,,,209.29,287.59,347.23,295.43,363.71,402.78,466.48,373.69,298.23
2002-12-24 22:00:09.147000,L7,,,,,,,,,,,,,342.38,324.50,287.69,289.90,331.58,285.74,320.74,342.31,389.43,332.58,315.15,347.75,362.00,,400.32,412.64,417.99,463.74,450.72,402.92,386.37,420.32,434.56,469.09,465.49,272.69,326.15,367.27,294.18,326.43,293.37,318.19,313.36,387.29,433.41,394.69,407.92,454.28,445.62,516.27,540.04,534.65,516.98,527.18,373.22,390.84,372.91,339.93,360.20,538.70,479.37,449.15,496.55,472.25,460.81,478.77,276.46,350.92,234.87,185.92,252.24,224.51,218.40,383.30,287.15,346.51,362.74,383.47,375.11,476.90,458.60,460.80,389.37,415.72,555.88,531.92,501.23,489.20,321.56,285.85,269.09,222.61,393.05,392.52,485.39,472.48,,485.09,485.30,366.38,450.13,228.20,,462.16,483.08,450.24,302.04,329.42,345.00,347.64,350.03,362.39,351.13,504.63,492.22,,340.35,403.01,272.92,326.72,371.48,373.22,400.36,382.86,414.59,361.59,389.76,375.31,398.65,375.55,408.61,535.49,,,,468.74,,500.46,478.25,471.66
2002-12-31 22:06:20.175000,L7,515.08,522.48,490.39,517.55,531.80,507.77,527.54,502.02,496.38,532.33,523.70,466.18,486.45,467.72,443.61,404.93,,,,,492.27,406.47,319.05,289.02,523.68,509.27,,175.23,193.54,198.73,196.60,524.28,558.04,,438.99,,252.91,223.93,247.86,232.51,262.91,526.46,373.70,243.95,388.39,351.16,,,,248.96,366.66,,,332.08,307.59,356.19,370.12,,,286.00,260.51,295.35,299.23,,239.72,277.12,293.91,500.09,463.96,,420.96,389.93,,419.79,393.00,250.12,263.48,327.63,288.32,499.12,497.64,445.94,410.02,297.81,469.95,411.54,,270.23,304.87,459.46,453.27,451.04,418.43,391.51,394.75,387.63,337.44,328.89,287.85,250.19,300.27,201.63,220.84,290.62,481.90,359.66,521.69,449.98,457.16,,283.51,291.95,283.41,449.73,465.89,357.30,371.79,459.91,275.04,407.12,527.70,540.01,468.82,,,,405.37,430.26,442.70,458.09,381.69,448.81,,269.24,262.64,276.92,223.44,329.48,492.85,547.26,426.54,407.78
2003-01-16 22:06:26.858000,L7,447.12,440.14,374.02,331.98,367.02,479.95,482.85,435.37,501.68,528.07,390.53,467.13,483.49,472.00,412.00,430.23,375.40,367.30,322.81,427.53,440.35,412.78,337.70,376.17,361.69,407.19,347.54,334.23,352.84,443.92,433.14,425.35,335.97,445.63,481.57,500.46,455.40,359.59,290.17,269.83,266.33,404.32,391.23,300.93,343.99,390.19,397.94,414.30,298.95,303.85,272.14,325.74,381.21,395.45,358.04,395.04,430.16,434.97,418.90,346.38,306.46,342.38,367.43,340.12,296.66,324.88,412.92,456.23,508.84,318.03,315.54,347.79,377.05,372.58,311.84,311.84,309.42,348.77,326.59,342.64,399.89,367.00,373.57,314.58,349.04,435.84,311.75,323.00,356.53,406.86,473.17,450.19,430.35,416.70,321.81,299.20,291.49,302.66,307.13,312.35,409.23,280.53,346.21,446.17,489.00,489.59,375.64,416.57,424.34,422.69,325.48,318.57,302.73,340.83,374.71,380.75,384.95,362.19,347.51,388.94,384.35,385.43,351.02,325.25,276.86,389.10,375.84,407.03,425.49,432.82,436.14,459.63,474.86,505.29,261.45,263.16,250.34,267.86,349.40,296.36,276.31,287.27
2003-03-21 22:06:39.861000,L7,329.50,328.95,332.82,347.59,296.19,267.69,,,305.71,268.80,235.65,,,,,,,,392.29,498.45,247.83,270.41,316.72,411.83,449.61,365.22,463.04,355.11,328.59,425.69,487.82,494.50,427.10,485.93,510.05,,,,,,,,,411.08,495.63,535.95,394.28,343.88,355.38,415.98,406.69,280.10,252.27,282.90,326.26,548.66,508.74,513.32,506.01,551.35,500.08,491.46,345.40,431.41,374.18,348.44,400.28,220.45,241.98,317.28,337.75,485.32,486.81,438.39,465.78,435.25,236.39,186.47,190.11,223.07,384.34,236.52,324.04,281.45,308.80,214.59,238.90,212.66,284.42,337.04,242.48,346.65,309.03,300.04,343.68,385.61,371.03,353.12,369.99,364.25,330.41,502.77,502.43,491.09,466.46,356.48,314.69,273.87,321.59,373.50,462.01,461.92,448.83,435.54,339.77,401.84,305.97,319.00,512.48,317.59,318.80,309.42,320.67,323.92,313.33,374.53,357.37,409.38,467.16,442.56,445.03,469.07,443.20,473.13,488.84,453.61,447.28,437.97,193.26,183.65,331.93,459.91
2003-03-30 22:00:31.029000,L7,,,,,,,,,,,,,,,,,,,,,,,429.87,424.74,,,,,374.87,,,,411.13,372.29,478.86,297.50,,238.61,276.36,,,,,,,,,,,,511.12,463.24,414.35,246.79,269.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.02,494.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.03,446.99,469.72,,,,,,,,,,,,,,,,256.43,333.62,428.25,446.41,426.85,472.39,457.91,410.07,
2003-05-24 22:06:41.120000,L7,359.57,379.28,393.47,344.65,392.59,381.58,526.78,,,,524.60,508.67,517.86,465.55,475.99,395.75,465.75,527.95,526.56,521.96,470.88,508.80,539.19,535.83,554.11,527.61,,438.40,373.77,,,,,,,415.29,550.08,397.43,423.49,388.85,369.66,540.62,431.12,366.47,449.09,348.58,323.82,338.47,485.80,558.30,,423.49,398.86,344.70,357.78,435.08,418.69,,,,428.49,502.62,480.25,361.19,481.51,470.26,367.05,477.10,479.09,400.68,410.76,387.24,410.32,,421.91,405.22,505.39,502.55,,,,,,,,,,,325.59,293.13,544.79,550.39,470.44,,,,,197.86,249.50,283.79,257.06,238.87,267.05,238.02,,,,,443.23,445.60,463.45,477.45,213.80,233.98,234.87,,235.41,219.61,446.42,242.07,230.90,186.94,450.23,538.33,506.88,440.58,446.97,488.71,473.33,491.93,488.76,,,,414.95,432.14,494.77,,222.54,401.54,422.94,411.10
2003-07-28 21:48:28.960000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.20,194.19,222.36,226.46,241.16,243.51,254.19,243.86,283.39,267.37,273.74,268.14,276.42,278.90,282.99,290.48,276.24,311.13,336.11,301.66,269.39,309.62,331.11,323.89,332.49,326.13,313.55,478.82,474.72,497.90,330.77,404.55,369.61,327.20,343.08,356.72,379.82,390.24,362.96,365.12,210.43,260.37,,327.72,396.78,453.67,481.56,457.54,455.76,469.80,492.25,493.16,448.53,405.42
2003-08-13 21:48:45.123000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.48,192.24,210.66,219.01,225.08,227.95,230.70,238.52,244.03,247.32,251.50,250.53,252.21,,,,264.36,253.55,238.14,266.90,295.21,295.86,305.47,307.35,296.56,470.47,469.95,488.13,290.52,275.68,,,310.74,340.03,339.93,329.07,345.10,337.06,179.35,,,196.12,356.77,423.54,469.72,446.20,450.49,442.92,485.52,467.65,430.89,388.14
2003-09-14 21:49:18.766000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.49,254.42,256.17,258.08,,,,,246.52,226.66,266.16,296.19,297.93,303.71,306.47,298.24,475.80,248.85,369.44,287.83,273.75,,,203.38,312.36,299.15,307.15,309.64,326.46,,,,207.02,366.97,431.17,470.03,450.49,450.63,444.21,483.17,464.52,428.66,350.05
2003-12-03 21:50:19.675000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.83,192.59,216.61,227.69,234.54,237.50,239.46,248.90,255.82,259.89,258.12,252.44,255.35,,242.72,256.45,266.87,252.47,242.15,270.75,303.32,307.21,310.88,310.41,300.45,475.97,475.62,491.92,295.31,283.76,,,310.40,338.02,342.74,335.41,350.74,325.91,172.42,,,215.41,375.41,441.53,473.00,454.49,460.55,452.70,487.96,473.29,435.59,388.55
2004-06-12 21:53:11.618000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.36,184.61,203.15,216.86,218.25,222.06,230.77,231.90,245.86,245.92,246.88,243.89,251.05,,,244.76,261.18,247.56,246.20,261.79,382.38,399.61,400.12,401.41,290.58,463.83,458.03,478.06,281.09,276.39,,430.17,394.37,437.23,460.10,448.18,489.91,486.18,192.52,,464.16,200.02,342.50,402.53,463.66,439.05,446.50,433.26,482.91,471.89,421.32,381.43
2004-07-30 21:54:28.143000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.01,261.28,,173.81,185.97,206.27,213.75,221.27,224.96,229.48,234.60,220.74,,,,,,,,,211.05,208.58,235.66,279.30,288.55,300.74,301.57,287.05,463.25,454.53,476.89,271.82,271.45,,,299.52,332.19,339.27,326.22,351.62,463.57,439.85,456.44,,208.09,348.95,411.67,464.03,439.96,446.88,430.76,474.54,471.83,427.60,381.69
2004-08-22 22:01:12.537000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.11,259.41,239.98,306.60,292.27,283.40,242.67,,,,,,,,,,,,,334.66,259.38,203.69,,,,,,,,,,,238.73,246.29,254.91,268.46,331.54,246.28,245.76,224.29,,,,,,,,,237.31,418.00,307.12,272.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-16 21:55:41.721000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.64,252.92,305.71,230.20,190.34,,,,,,463.29,532.25,532.68,486.47,507.15,248.23,241.89,243.91,224.26,248.05,190.61,,,,,193.80,210.92,220.89,266.12,287.06,277.67,340.16,539.09,269.10,433.41,256.78,259.83,263.51,256.79,323.81,387.10,328.52,265.62,252.00,279.64,391.52,520.78,424.13,313.66,331.20,339.42,346.45,352.34,332.82,493.16,501.14,502.30,326.04,316.56,304.43,344.98,364.59,366.23,372.18,402.59,480.98,476.60,254.67,350.10,357.45,392.17,407.07,449.08,487.57,479.83,470.16,471.97,501.10,493.94,453.94,420.38
2004-10-18 21:56:23.891000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.83,197.51,199.00,220.40,228.94,237.26,239.68,248.07,254.23,259.71,266.85,264.84,265.24,267.60,257.24,253.44,272.28,281.39,267.31,251.61,286.38,310.49,312.17,314.30,311.55,303.32,480.85,472.35,496.85,301.55,282.67,,,329.37,342.39,349.15,346.50,357.67,346.53,235.73,195.20,181.55,221.03,377.73,441.28,482.86,458.68,457.57,449.98,500.93,486.44,440.29,403.59
2004-11-03 21:56:42.977000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.19,197.41,199.15,218.72,223.82,234.22,234.13,241.45,245.88,254.48,259.96,255.20,256.63,258.23,249.56,249.61,267.35,279.84,268.01,251.43,283.39,306.38,303.96,304.23,306.16,295.82,473.72,478.36,484.61,295.55,273.40,,,322.11,334.31,341.62,346.25,356.08,346.57,181.74,183.13,183.25,214.45,361.20,426.53,480.11,444.93,452.15,444.48,489.31,475.50,440.08,393.42
2004-11-19 21:56:55.269000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.94,208.64,203.17,217.44,221.10,231.91,235.11,239.91,250.59,256.81,264.96,257.91,263.23,269.51,265.36,258.82,272.61,286.61,272.35,255.28,284.55,302.35,306.54,308.40,311.12,300.89,477.27,472.00,492.89,294.39,283.77,,,214.19,345.50,353.25,350.67,358.73,352.94,183.98,,,213.16,369.74,425.76,471.40,451.14,460.04,451.56,,494.27,451.94,411.98
