dates,satname,nzd0438-0000,nzd0438-0001,nzd0438-0002,nzd0438-0003,nzd0438-0004,nzd0438-0005,nzd0438-0006,nzd0438-0007,nzd0438-0008,nzd0438-0009,nzd0438-0010,nzd0438-0011,nzd0438-0012,nzd0438-0013,nzd0438-0014,nzd0438-0015,nzd0438-0016,nzd0438-0017,nzd0438-0018,nzd0438-0019,nzd0438-0020,nzd0438-0021,nzd0438-0022,nzd0438-0023,nzd0438-0024,nzd0438-0025,nzd0438-0026,nzd0438-0027,nzd0438-0028,nzd0438-0029,nzd0438-0030,nzd0438-0031,nzd0438-0032,nzd0438-0033,nzd0438-0034,nzd0438-0035,nzd0438-0036,nzd0438-0037,nzd0438-0038,nzd0438-0039,nzd0438-0040,nzd0438-0041,nzd0438-0042,nzd0438-0043,nzd0438-0044,nzd0438-0045,nzd0438-0046,nzd0438-0047,nzd0438-0048,nzd0438-0049,nzd0438-0050,nzd0438-0051,nzd0438-0052,nzd0438-0053,nzd0438-0054,nzd0438-0055,nzd0438-0056,nzd0438-0057,nzd0438-0058,nzd0438-0059,nzd0438-0060,nzd0438-0061,nzd0438-0062,nzd0438-0063,nzd0438-0064,nzd0438-0065,nzd0438-0066,nzd0438-0067,nzd0438-0068,nzd0438-0069,nzd0438-0070,nzd0438-0071,nzd0438-0072,nzd0438-0073,nzd0438-0074,nzd0438-0075,nzd0438-0076,nzd0438-0077,nzd0438-0078,nzd0438-0108,nzd0438-0109,nzd0438-0110,nzd0438-0111,nzd0438-0112,nzd0438-0113,nzd0438-0114,nzd0438-0115,nzd0438-0116,nzd0438-0117,nzd0438-0118,nzd0438-0119,nzd0438-0120,nzd0438-0121,nzd0438-0122,nzd0438-0123,nzd0438-0124,nzd0438-0125,nzd0438-0126,nzd0438-0127,nzd0438-0128,nzd0438-0129,nzd0438-0130,nzd0438-0131,nzd0438-0132,nzd0438-0133,nzd0438-0134,nzd0438-0135,nzd0438-0136,nzd0438-0079,nzd0438-0080,nzd0438-0081,nzd0438-0082,nzd0438-0083,nzd0438-0084,nzd0438-0085,nzd0438-0086,nzd0438-0087,nzd0438-0088,nzd0438-0089,nzd0438-0090,nzd0438-0091,nzd0438-0092,nzd0438-0093,nzd0438-0094,nzd0438-0095,nzd0438-0096,nzd0438-0097,nzd0438-0098,nzd0438-0099,nzd0438-0100,nzd0438-0101,nzd0438-0102,nzd0438-0103,nzd0438-0104,nzd0438-0105,nzd0438-0106,nzd0438-0107
2002-01-20 22:15:01.686000,L7,,,,,,,,229.58,225.10,237.47,,,,,,,,,223.87,233.90,228.63,225.85,235.37,231.31,238.89,210.45,228.32,,180.43,240.37,238.59,156.54,229.01,226.13,218.25,213.58,229.24,212.94,207.82,204.98,,,,,,,,,,,233.92,237.34,245.41,208.51,,,,,,,,,,,,,,,,204.68,225.39,245.50,279.97,265.35,,,,,,,,,,,,,,,176.79,220.73,230.07,206.42,215.77,,,220.92,216.09,227.59,199.33,246.04,217.66,198.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-01-29 22:08:45.213000,L7,,,,,,,,,,,,,,,,,,,218.08,220.03,218.43,221.62,218.62,194.71,184.15,209.91,225.93,,,,,,,,,202.33,219.70,217.26,203.70,196.70,208.54,196.55,197.68,215.54,179.70,,,,,,,,,,,,220.72,219.29,224.80,213.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.60,229.23,207.06,209.74,221.51,,236.61,209.60,185.06,168.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-02-05 22:15:01.569000,L7,,,,,,,,227.36,215.84,200.33,,,,,,,,,,,,,,,231.50,208.43,224.89,229.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.48,214.68,189.64,206.66,,,,,,,,,,235.79,219.63,217.77,277.59,267.20,275.96,276.70,265.60,,,,,,,,,,,,,,,,,,,,214.73,223.06,192.02,243.14,216.79,188.31,169.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-02-14 22:08:53.179000,L7,,,,,,,,,,,172.38,176.20,178.28,185.62,204.18,214.88,200.69,174.80,217.08,217.86,218.48,215.44,218.96,224.16,225.27,,,,,,,,,,,200.63,215.73,204.84,215.82,214.44,213.27,224.87,235.60,230.07,225.65,234.42,227.96,240.95,230.16,235.82,233.36,188.35,,233.81,230.49,232.22,239.86,242.28,240.86,226.96,235.15,237.73,241.40,242.99,242.99,235.56,,207.22,225.78,251.82,257.46,272.61,274.70,282.02,282.56,269.99,,,,,,218.71,218.30,245.59,247.61,257.71,263.73,219.57,237.33,240.96,240.92,228.04,226.17,246.37,241.96,215.68,212.17,224.75,239.27,240.65,233.77,234.13,229.24,224.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-09 22:15:05.816000,L7,,,,,,,,230.40,223.87,235.02,179.27,179.94,189.90,198.60,224.69,229.18,211.56,208.10,228.99,234.62,231.90,227.45,234.97,235.99,239.47,175.79,230.15,,,,,208.97,228.19,226.03,209.87,220.69,228.23,211.33,216.78,210.40,218.37,210.05,232.87,223.74,222.79,225.95,239.47,239.60,,222.25,247.07,231.30,237.87,240.16,212.49,234.30,240.56,234.05,235.95,220.41,215.07,184.47,229.38,198.89,240.08,230.97,,,,247.92,220.47,256.61,296.56,272.42,,,,,,,,,,,,,,,234.70,231.23,248.06,219.83,234.92,244.22,248.89,237.27,224.15,237.01,246.36,253.21,237.07,205.15,206.51,235.57,244.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-03 22:08:45.014000,L7,,,,,,,,,,,,,,,194.10,192.89,209.06,213.18,222.78,232.72,225.04,214.80,233.90,201.38,232.52,234.55,224.26,,,,,200.14,224.77,220.70,203.92,216.16,214.14,227.48,199.60,197.06,,,,,,,,,,221.96,237.00,237.85,240.05,223.83,204.67,232.55,238.86,235.96,,,,,,,,,,,,234.85,225.45,233.92,275.98,274.21,212.70,,,,,,,,,,,,,,233.88,239.52,255.12,226.79,236.21,250.82,241.08,241.09,210.17,238.49,245.10,246.30,212.88,239.85,176.19,,,177.63,199.16,266.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-12 22:07:38.359000,L7,,,,,,,,,,,184.15,181.14,194.12,209.48,236.97,236.24,230.46,224.46,229.90,235.24,243.25,232.90,240.27,241.25,240.10,241.33,238.32,237.05,236.19,239.50,241.81,224.24,228.24,234.73,218.60,220.54,231.31,237.08,213.21,203.15,217.86,241.10,218.12,226.72,197.76,223.21,,232.32,227.93,245.10,244.09,237.61,245.14,228.60,212.20,234.36,236.51,235.42,229.00,220.48,225.10,233.76,240.65,188.27,,,,,,244.69,222.57,257.73,287.53,200.81,280.35,279.23,272.42,,,,,,,,,,,,229.79,237.52,248.85,244.04,218.83,241.39,220.87,240.48,223.76,238.40,236.72,253.05,231.42,195.44,225.01,235.92,242.56,252.44,209.06,216.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31 22:08:20.096000,L7,,,,,,,,,,,178.57,172.41,180.66,201.01,226.62,220.63,213.95,201.37,220.63,225.88,214.27,221.11,231.93,204.73,230.41,208.14,223.96,220.89,227.59,231.57,234.97,207.14,225.32,222.23,214.62,211.40,223.75,214.22,192.56,173.58,,,,,,,,,,,239.85,231.00,238.97,210.85,,,,,,,,,,,,,,,,236.33,223.17,256.01,277.42,261.40,,,,,,,,,,,,,,,,,,,,209.87,181.00,208.52,216.54,228.98,192.40,244.31,215.17,183.12,,,230.87,250.19,194.86,172.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-07 22:14:28.836000,L7,,,,,,,,,,,175.89,177.79,182.41,188.62,224.46,217.22,,,219.80,225.40,220.45,225.55,228.98,202.60,232.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.14,204.81,164.09,227.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-24 22:14:49.328000,L7,,,,,,,,,,,,,,174.40,227.68,220.98,217.23,193.81,226.93,234.78,228.46,208.37,237.10,200.72,237.64,222.87,231.68,,,,,,,,208.29,212.83,225.77,210.17,208.78,200.16,210.20,198.09,216.70,216.28,,,,,,,,,,,,231.84,190.06,234.09,,,,,,,,,,,,249.11,230.63,262.91,285.89,273.32,276.80,290.58,274.75,,,,,,,,,,,,213.04,220.53,237.24,211.16,169.07,240.16,209.73,229.38,223.64,237.42,209.07,248.88,221.05,188.15,173.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-13 22:14:55.747000,L7,,,,,,,,233.61,230.16,233.66,238.40,,,,227.66,224.20,211.83,197.69,221.83,233.91,233.59,219.04,236.45,218.35,235.42,,,,,,,,,,,211.41,225.13,226.11,206.21,207.72,218.37,229.50,208.14,228.29,206.74,228.93,228.31,244.72,248.06,241.18,238.65,240.77,248.81,230.49,210.40,233.18,241.47,246.08,234.80,218.37,204.08,242.25,222.59,188.92,,,,,,241.15,229.06,236.87,281.27,273.95,221.65,,,,,,,,,,,,,,246.56,218.91,252.11,243.75,233.20,257.33,194.25,244.99,224.66,235.60,236.90,249.21,239.34,199.37,186.05,,,199.57,206.23,228.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-11 22:03:03.501000,L5,,,,,,,,,,,,,,,,,,177.15,206.00,218.36,215.02,224.39,219.49,234.34,224.99,225.91,,191.25,202.04,205.63,198.23,213.12,218.01,204.57,208.19,217.09,227.64,232.66,240.66,235.78,242.24,244.39,253.10,239.54,241.36,244.17,242.81,240.12,233.45,234.22,245.55,233.85,227.41,239.13,238.80,241.53,249.75,226.91,,,,,,,,,,,,,,,,,,,,,,,194.70,235.37,216.03,244.72,251.84,258.40,269.15,252.05,254.59,252.22,248.89,228.48,242.00,251.01,262.90,247.58,234.38,249.47,252.49,254.96,255.64,240.55,233.28,229.89,230.93,190.35,229.26,253.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-20 21:57:03.003000,L5,,,,204.53,241.50,252.09,245.33,258.32,261.82,268.22,269.17,270.79,264.20,230.21,239.50,240.94,236.81,239.89,241.14,249.27,255.62,265.32,270.08,267.43,268.40,259.82,252.94,242.75,246.97,245.59,244.20,245.00,242.74,247.47,245.92,245.63,251.19,251.38,251.66,264.39,260.40,253.21,261.63,259.03,271.71,278.19,280.79,277.68,275.50,272.43,274.16,268.16,274.44,290.04,279.28,268.63,272.62,274.96,283.03,280.57,277.19,298.19,279.27,287.42,288.47,284.01,284.39,277.35,281.99,289.79,292.08,303.55,304.92,314.18,307.39,314.21,297.73,274.95,230.26,193.54,238.48,257.21,259.46,267.17,274.80,281.36,282.95,271.20,277.08,273.50,269.89,268.83,278.04,287.13,275.07,268.07,254.80,262.86,270.23,264.84,264.23,259.63,255.35,253.45,258.36,243.17,265.09,286.11,169.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-27 22:03:21.662000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.51,201.06,214.90,214.39,222.73,216.65,219.98,226.55,221.14,224.53,213.90,216.43,,,,215.62,222.00,226.69,225.17,217.47,222.82,219.67,222.58,,,,,,165.82,213.46,217.79,226.38,241.29,240.91,,,,,,,,,,,,,,,,,,,,,,216.26,240.03,186.87,193.59,217.72,210.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-10 21:58:29.659000,L5,,,,226.44,234.12,243.36,230.17,242.42,242.35,235.05,255.71,256.22,228.32,238.68,248.94,250.31,242.86,236.17,241.16,242.36,246.33,246.86,247.66,260.80,259.35,259.05,256.90,257.72,255.20,255.51,249.04,241.90,243.62,244.53,236.21,242.17,246.13,257.12,255.85,264.76,266.17,269.11,275.36,267.35,267.16,264.58,263.19,267.14,263.80,261.73,257.52,266.18,270.96,266.20,271.46,271.05,272.97,275.36,263.78,259.26,260.22,264.85,265.57,267.37,267.12,275.37,277.23,273.75,282.07,292.87,303.10,310.17,303.27,307.87,310.25,307.70,291.37,193.34,165.32,178.26,220.26,258.82,263.89,273.62,281.22,283.99,285.42,286.71,272.68,273.38,267.31,262.78,265.61,269.14,268.57,262.69,260.74,263.85,266.07,275.79,270.56,264.03,247.95,247.83,251.00,257.45,256.99,275.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-26 21:58:42.145000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.08,218.44,213.54,217.32,218.83,232.99,240.62,219.68,,,,,,,222.86,228.41,235.69,241.49,245.28,246.69,247.49,244.00,250.79,255.54,255.13,248.63,238.93,245.26,240.41,249.07,256.46,259.89,280.82,282.94,301.70,299.43,293.30,200.90,184.06,,,185.07,212.91,215.36,227.06,237.60,240.93,240.97,251.89,253.29,248.60,233.51,244.39,238.85,254.44,235.96,208.50,201.07,222.32,225.84,230.53,221.84,224.14,229.73,230.52,232.33,239.58,255.52,277.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-18 22:04:57.325000,L5,,,,237.87,244.64,255.13,234.84,240.16,234.27,230.88,247.31,245.19,226.54,229.14,246.35,251.13,243.26,248.38,252.79,249.41,252.88,246.48,241.77,250.11,243.79,244.64,241.30,239.07,252.56,256.64,257.18,256.60,247.45,251.19,243.14,244.53,246.24,237.66,248.51,244.63,242.24,251.48,258.28,265.63,270.48,275.77,276.39,275.57,274.27,264.11,246.50,246.02,247.00,240.62,252.67,249.05,257.92,275.72,266.20,269.78,273.69,280.80,279.65,272.66,264.63,263.04,261.75,262.02,264.93,273.00,286.01,306.13,313.99,322.91,323.18,323.56,313.23,231.60,163.17,215.63,235.36,256.30,256.92,266.97,275.13,275.73,277.20,290.97,291.01,280.56,278.57,278.49,271.53,267.17,258.37,239.63,235.01,248.82,249.43,257.45,255.32,264.97,262.73,260.72,267.48,265.89,275.71,286.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-19 22:05:07.713000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.95,200.88,207.96,210.63,216.97,226.73,231.09,233.35,222.91,233.44,221.39,225.98,223.10,210.84,213.43,,198.61,217.01,217.81,234.26,247.71,241.33,232.68,232.25,228.48,230.75,,,,,,,,,,,,,,,,,,,,198.84,201.96,210.14,221.68,236.01,243.39,223.73,,,198.24,198.77,214.55,232.85,223.29,209.78,201.17,210.00,222.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-18 22:00:38.480000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.60,221.44,227.60,225.72,231.41,226.26,229.18,,231.22,227.25,233.37,241.06,245.50,256.35,,,,,,,,,,,,209.28,226.29,225.02,215.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-22 22:03:12.259000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.31,204.30,206.25,217.85,217.96,221.68,220.36,225.79,232.21,221.68,220.42,223.18,216.18,216.40,,,220.32,218.85,221.41,234.14,218.03,231.01,224.59,225.69,222.07,229.68,230.09,231.06,221.49,223.71,222.40,230.57,238.87,246.79,251.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30 22:10:21.832000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.65,212.69,220.18,213.08,222.16,220.98,222.04,232.34,225.12,230.92,221.59,218.79,,,,218.68,226.14,227.87,230.16,234.09,233.00,225.97,228.73,229.05,235.23,235.94,229.19,209.28,226.88,223.60,229.12,239.10,243.09,,,,,,,,,,163.49,207.09,197.43,215.31,229.01,235.69,238.54,234.43,238.64,251.23,238.17,223.11,227.44,247.42,237.24,221.12,214.37,223.89,228.89,230.90,224.36,215.11,214.46,210.42,215.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-09 22:04:22.371000,L5,,,,,,,,,,,,173.92,173.61,183.02,201.41,209.42,171.10,185.89,204.64,,,,,,,,,,,,,,,,,,,,207.28,220.60,228.79,223.10,231.46,227.65,229.34,235.60,223.90,220.28,215.33,212.17,207.55,,202.31,227.54,229.85,231.42,238.68,235.04,229.36,226.34,221.17,212.75,220.33,225.41,220.07,,213.49,226.10,235.01,203.05,244.80,,,,,,,,,,,200.72,191.42,221.05,229.58,237.39,243.91,239.89,249.08,245.99,233.67,193.19,224.13,242.76,230.04,215.48,211.76,231.09,235.31,232.87,215.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-26 22:05:17.306000,L5,206.78,231.48,236.15,256.85,265.68,272.20,260.69,259.49,256.86,251.81,262.14,264.57,252.10,247.14,260.27,261.51,251.53,257.47,260.94,257.92,266.37,260.94,250.31,261.68,255.58,253.85,258.29,253.28,254.19,264.27,270.93,257.36,263.78,253.75,263.79,260.59,249.97,253.73,252.00,253.11,259.64,259.43,270.41,277.10,285.40,286.50,289.14,295.64,281.72,269.84,265.27,256.53,260.93,264.64,263.81,261.45,273.38,282.63,281.67,284.60,293.30,291.36,289.85,281.73,271.98,266.11,273.63,266.11,279.18,282.12,297.40,307.30,323.29,323.97,328.62,337.90,326.50,303.82,276.85,221.71,255.50,262.53,275.92,278.46,291.83,291.57,317.51,301.76,301.33,298.99,297.79,294.27,287.83,279.32,267.79,260.05,246.19,262.51,272.91,267.58,271.38,282.49,276.44,271.12,284.79,281.04,287.48,290.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-14 22:06:33.160000,L5,,,,,213.91,224.85,216.46,227.62,219.38,,176.11,224.36,197.86,201.21,215.94,212.82,162.47,177.70,195.11,202.30,204.34,210.90,212.61,,,,,,,,,,,,,,,,,,,,,,,261.86,258.62,242.31,182.02,,251.97,259.47,266.57,267.74,270.60,270.39,274.10,277.77,255.91,253.59,254.46,262.41,260.86,263.43,268.05,278.35,279.21,276.09,285.18,289.68,298.08,298.92,289.26,302.18,298.68,299.03,284.29,234.75,,,,230.17,203.91,229.99,249.11,258.45,284.55,266.78,262.66,264.98,254.15,252.22,251.87,236.26,227.94,228.68,209.61,224.59,232.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
