dates,satname,nzd0438-0000,nzd0438-0001,nzd0438-0002,nzd0438-0003,nzd0438-0004,nzd0438-0005,nzd0438-0006,nzd0438-0007,nzd0438-0008,nzd0438-0009,nzd0438-0010,nzd0438-0011,nzd0438-0012,nzd0438-0013,nzd0438-0014,nzd0438-0015,nzd0438-0016,nzd0438-0017,nzd0438-0018,nzd0438-0019,nzd0438-0020,nzd0438-0021,nzd0438-0022,nzd0438-0023,nzd0438-0024,nzd0438-0025,nzd0438-0026,nzd0438-0027,nzd0438-0028,nzd0438-0029,nzd0438-0030,nzd0438-0031,nzd0438-0032,nzd0438-0033,nzd0438-0034,nzd0438-0035,nzd0438-0036,nzd0438-0037,nzd0438-0038,nzd0438-0039,nzd0438-0040,nzd0438-0041,nzd0438-0042,nzd0438-0043,nzd0438-0044,nzd0438-0045,nzd0438-0046,nzd0438-0047,nzd0438-0048,nzd0438-0049,nzd0438-0050,nzd0438-0051,nzd0438-0052,nzd0438-0053,nzd0438-0054,nzd0438-0055,nzd0438-0056,nzd0438-0057,nzd0438-0058,nzd0438-0059,nzd0438-0060,nzd0438-0061,nzd0438-0062,nzd0438-0063,nzd0438-0064,nzd0438-0065,nzd0438-0066,nzd0438-0067,nzd0438-0068,nzd0438-0069,nzd0438-0070,nzd0438-0071,nzd0438-0072,nzd0438-0073,nzd0438-0074,nzd0438-0075,nzd0438-0076,nzd0438-0077,nzd0438-0078,nzd0438-0108,nzd0438-0109,nzd0438-0110,nzd0438-0111,nzd0438-0112,nzd0438-0113,nzd0438-0114,nzd0438-0115,nzd0438-0116,nzd0438-0117,nzd0438-0118,nzd0438-0119,nzd0438-0120,nzd0438-0121,nzd0438-0122,nzd0438-0123,nzd0438-0124,nzd0438-0125,nzd0438-0126,nzd0438-0127,nzd0438-0128,nzd0438-0129,nzd0438-0130,nzd0438-0131,nzd0438-0132,nzd0438-0133,nzd0438-0134,nzd0438-0135,nzd0438-0136,nzd0438-0079,nzd0438-0080,nzd0438-0081,nzd0438-0082,nzd0438-0083,nzd0438-0084,nzd0438-0085,nzd0438-0086,nzd0438-0087,nzd0438-0088,nzd0438-0089,nzd0438-0090,nzd0438-0091,nzd0438-0092,nzd0438-0093,nzd0438-0094,nzd0438-0095,nzd0438-0096,nzd0438-0097,nzd0438-0098,nzd0438-0099,nzd0438-0100,nzd0438-0101,nzd0438-0102,nzd0438-0103,nzd0438-0104,nzd0438-0105,nzd0438-0106,nzd0438-0107
1999-11-21 22:12:47.994000,L7,,,,,,,,,,,176.21,231.28,196.82,208.78,230.53,226.95,223.11,211.09,224.52,232.47,227.70,229.07,235.87,233.79,237.27,224.57,228.97,,,,,,,,,211.90,227.56,223.44,209.90,207.68,210.36,212.09,219.09,223.61,198.33,208.83,224.26,225.73,223.61,245.49,243.53,241.38,249.66,228.89,210.10,232.12,236.78,231.15,230.40,219.57,206.70,220.17,185.85,,,,,,,257.36,222.04,275.57,291.68,272.99,281.06,285.40,,,,,,,,,,,,198.35,220.45,235.41,229.11,211.75,217.07,240.40,241.96,232.22,237.03,230.71,237.71,242.79,222.76,193.92,174.78,228.94,231.61,244.41,208.52,217.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-28 22:18:56.993000,L7,,,,,,,233.98,222.08,220.86,239.82,180.32,183.31,196.86,210.43,236.33,234.26,229.35,534.17,520.27,519.68,515.62,540.92,529.93,521.24,527.99,528.87,527.51,534.41,536.99,525.08,515.21,511.18,230.51,228.73,217.59,221.10,230.12,225.07,214.34,207.83,213.84,209.85,219.13,226.65,197.95,220.88,228.18,237.29,218.49,243.48,244.03,249.25,248.35,227.02,185.32,235.24,239.09,242.93,240.52,222.62,218.63,239.44,240.14,,,475.17,442.11,414.25,,248.42,222.79,283.35,295.12,272.56,283.10,292.22,272.34,,,,,,,,,,,,233.22,237.37,232.17,224.32,217.26,239.71,241.62,230.65,232.91,236.10,233.12,247.80,225.10,198.89,186.06,235.49,238.98,257.80,203.21,195.62,,,,,,,,514.04,531.31,510.13,,,,,,,,,,409.25,428.45,406.77,407.07,,,,,,
1999-12-07 22:12:53.785000,L7,,,,,,,,,,,175.46,180.15,187.81,205.41,227.83,224.26,216.66,187.35,222.16,230.09,227.82,220.71,225.26,215.72,232.82,212.47,178.90,,,,,,212.36,215.63,207.23,206.44,215.92,213.89,218.26,200.08,208.84,212.06,224.96,222.52,196.93,207.50,220.89,227.12,226.50,234.04,241.52,237.52,239.65,223.95,208.26,232.50,238.38,229.13,240.04,223.82,217.64,232.46,239.34,,,,,,,258.66,222.09,277.62,276.49,267.77,,,,,,,,,217.65,244.90,,,,,218.31,230.54,238.02,211.07,225.85,237.08,241.64,227.91,223.24,234.73,235.72,233.62,225.53,201.45,227.04,229.87,230.69,244.25,201.93,215.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-07 22:10:17.299000,L7,,,,,222.34,235.55,254.25,238.09,228.48,244.23,242.51,204.20,234.71,211.05,236.60,232.05,233.34,278.69,227.78,235.04,231.91,228.27,225.44,184.21,255.06,228.76,235.16,236.77,239.22,239.84,242.81,241.51,233.13,231.66,349.94,349.80,349.66,358.74,365.98,377.01,378.06,198.66,225.05,223.09,196.45,212.91,224.16,231.68,222.96,245.85,242.43,241.91,247.29,232.06,207.56,234.72,238.47,243.34,236.87,219.58,211.90,208.46,,,,,,,,199.85,186.27,193.48,240.32,196.83,280.54,291.19,273.10,,,,,,,,,,,,222.57,239.06,242.40,268.24,231.90,234.66,245.19,237.46,244.32,236.62,240.80,250.02,218.44,194.50,222.46,232.07,250.40,254.73,299.59,291.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-14 22:16:30.766000,L7,,,,201.83,204.64,185.40,240.31,220.60,219.48,237.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.82,210.60,214.85,197.70,219.83,227.05,205.14,219.53,224.83,235.19,230.65,,,,,177.05,219.33,237.23,243.10,243.83,230.62,224.07,,,,,,,,,,,,275.95,296.72,278.16,,,,,,,,,,,,,,,,234.84,237.93,211.56,214.47,,,,,,,208.43,222.22,201.62,174.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-16 22:16:35.253000,L7,,,,,,,,218.61,220.22,238.03,,,,,,,,,223.75,230.48,220.80,222.27,232.71,214.15,,,,,,,,,,,,,,,,,210.34,197.11,213.25,214.71,,,,,,,,,239.33,223.50,164.69,230.87,,,,,,,,,,,,,,246.80,228.39,,,,,,,,,,,,,,,,,,208.15,207.95,195.81,213.78,197.32,,,207.80,216.41,221.84,194.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-10 22:10:27.647000,L7,,,,,,,,226.93,223.60,239.28,232.67,180.20,188.98,207.09,224.83,230.65,215.82,195.76,223.40,231.01,223.63,219.14,219.59,200.47,232.81,209.92,230.49,230.58,237.13,232.60,239.41,162.90,229.88,220.49,212.31,212.00,224.68,207.60,198.10,196.72,,,,,,,,,,,229.01,231.43,237.13,209.48,166.32,225.49,,,,,,,,,,,,,,238.05,214.29,233.53,273.53,240.44,,,,,,,,,,,,,,,211.90,205.85,186.79,199.70,,,,202.66,216.61,217.29,192.88,242.24,218.31,185.43,172.69,,232.10,246.77,199.20,198.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-26 22:10:30.842000,L7,,,457.97,478.95,473.24,451.32,,228.47,194.33,237.31,,173.09,197.95,207.43,227.71,225.70,209.83,198.16,217.85,225.17,215.37,212.48,224.00,198.14,232.11,203.25,223.51,224.85,,,,,222.01,219.38,209.06,210.03,220.75,217.33,180.34,,,,,,,,,,,,230.69,234.71,234.32,205.73,,,,,,,,,,,,,,,,234.95,214.73,240.02,280.18,260.91,225.47,,,,,,,,,,,,,,,,,,,,,191.56,214.02,210.30,193.33,241.23,210.77,186.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-18 22:16:35.003000,L7,,,,,,,,228.29,222.41,241.31,216.49,182.37,206.54,209.43,234.43,222.16,214.34,207.53,223.13,228.29,225.14,222.76,234.66,203.97,233.33,221.09,229.12,227.36,,,,,230.38,220.96,207.98,211.23,223.76,211.83,210.56,196.44,207.43,211.13,213.28,221.40,,213.06,216.23,229.33,216.06,172.61,238.68,230.72,238.85,229.66,167.67,228.59,227.96,227.80,184.49,214.42,160.99,,,,,,,,,236.45,222.11,242.94,282.10,269.24,,,,,,,,,,,,,,,212.52,228.12,233.94,211.23,206.31,230.91,207.20,218.57,216.34,223.93,215.37,244.69,216.72,194.47,177.72,,,,322.02,335.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-23 22:08:26.958000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.89,210.83,201.61,174.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
