dates,satname,nzd0067-0000,nzd0067-0001,nzd0067-0002,nzd0067-0003,nzd0067-0004,nzd0067-0005,nzd0067-0006,nzd0067-0007,nzd0067-0008,nzd0067-0009,nzd0067-0010,nzd0067-0011,nzd0067-0012,nzd0067-0013,nzd0067-0014,nzd0067-0015,nzd0067-0016,nzd0067-0017,nzd0067-0018,nzd0067-0019,nzd0067-0020,nzd0067-0021,nzd0067-0022,nzd0067-0023,nzd0067-0024,nzd0067-0025,nzd0067-0026,nzd0067-0027,nzd0067-0028,nzd0067-0029,nzd0067-0030,nzd0067-0031
1999-10-04 22:10:38.131000,L7,,,,,,,,,246.21,257.29,242.65,204.91,215.93,244.41,433.77,513.52,546.67,552.71,545.31,513.56,457.02,404.08,439.59,503.01,524.25,553.77,529.63,521.23,476.99,444.04,428.36,410.13
2001-12-12 22:06:14.960000,L7,190.47,247.11,238.82,279.27,212.37,361.68,364.97,374.96,384.77,378.37,360.66,352.64,381.69,364.96,270.63,386.16,358.98,338.38,385.62,376.36,375.36,351.66,335.58,383.12,360.58,333.88,433.27,424.71,373.56,349.34,323.62,307.81
2002-01-29 22:06:21.478000,L7,217.60,243.93,227.87,281.54,204.12,256.84,,211.43,270.87,486.02,490.41,342.83,351.34,326.46,434.62,,,,,,,,,,315.07,345.28,187.65,233.73,235.09,248.22,245.45,260.40
2002-02-14 22:06:29.522000,L7,400.79,402.87,409.79,455.90,462.24,441.16,470.74,411.18,,,,,356.95,393.60,368.43,361.02,,,355.69,310.89,328.66,336.38,332.92,333.35,367.51,,381.16,356.27,205.74,220.65,244.89,
2003-01-16 22:06:02.914000,L7,344.99,458.66,521.69,477.50,419.10,426.95,419.70,497.38,452.40,488.83,514.64,449.88,423.31,407.45,323.12,354.28,525.25,320.68,303.64,456.15,378.16,513.60,475.70,336.84,382.85,414.72,422.19,384.72,411.08,403.45,461.05,403.84
2003-12-26 21:56:18.593000,L5,240.44,232.31,243.64,248.95,204.63,,,,,,,,,,,,,,,,,,,,,,214.57,230.01,236.65,245.75,242.63,258.73
2004-05-18 21:58:14.785000,L5,232.94,227.65,241.36,245.60,210.83,185.55,,,,,,,,,,,,,,,,,,,,,228.91,237.28,244.36,247.34,231.94,
2005-01-13 22:03:41.143000,L5,241.74,237.59,245.33,247.74,215.20,192.86,,,,,,,,,,,,,,,,,,,,,239.53,247.80,243.00,252.86,239.94,264.31
2005-04-03 22:04:40.528000,L5,289.81,304.50,263.55,302.16,296.23,300.59,276.77,213.39,272.79,273.15,256.44,258.62,251.52,251.34,,,,,,,,,,,,260.13,250.39,251.66,249.75,257.46,245.89,257.23
2005-04-19 22:04:43.597000,L5,238.46,234.14,241.06,243.87,214.44,193.02,,,,,,,,,,,,,,,,,,,,,211.32,239.17,239.70,249.46,232.38,
