dates,satname,nzd0490-0000,nzd0490-0001,nzd0490-0002,nzd0490-0003,nzd0490-0004,nzd0490-0005,nzd0490-0006,nzd0490-0007,nzd0490-0008,nzd0490-0009,nzd0490-0010,nzd0490-0011,nzd0490-0012,nzd0490-0013,nzd0490-0014,nzd0490-0015,nzd0490-0016,nzd0490-0017,nzd0490-0018,nzd0490-0019,nzd0490-0020,nzd0490-0022,nzd0490-0023,nzd0490-0024,nzd0490-0025,nzd0490-0026,nzd0490-0027,nzd0490-0028,nzd0490-0029,nzd0490-0030,nzd0490-0031,nzd0490-0032,nzd0490-0033,nzd0490-0034,nzd0490-0035,nzd0490-0036,nzd0490-0037,nzd0490-0038,nzd0490-0039,nzd0490-0021
2001-04-09 22:04:41.882000,L7,287.21,241.12,265.73,255.04,261.55,267.15,279.63,290.14,296.70,306.54,303.30,298.37,294.56,290.87,294.39,294.31,302.62,307.02,314.45,316.81,313.99,398.35,391.24,392.45,391.25,400.27,388.49,352.05,384.15,344.87,376.90,361.30,357.01,359.76,363.10,361.14,348.89,349.35,349.45,313.58
2001-07-14 22:03:57.537000,L7,,,,,,,278.64,293.15,298.97,298.86,291.35,304.65,302.36,322.42,322.28,287.80,306.76,274.18,225.19,,,315.92,314.15,144.92,329.41,332.53,309.25,330.84,310.26,336.73,324.12,318.33,316.61,316.92,311.70,316.81,317.27,310.04,316.44,
2001-08-15 22:03:26.328000,L7,,,272.27,272.06,255.98,262.90,145.36,278.94,287.47,298.83,297.62,299.78,313.14,289.48,292.41,294.20,315.55,297.54,308.67,282.00,311.85,320.97,337.66,340.39,357.42,331.36,331.51,334.05,327.52,329.96,333.03,326.43,335.88,336.70,323.51,320.93,314.08,310.28,316.18,282.34
2001-11-03 22:02:58.699000,L7,318.27,325.91,281.85,268.07,287.79,294.40,267.25,270.98,296.71,306.39,316.57,326.25,320.94,326.75,380.07,386.04,384.08,397.72,391.05,399.70,391.50,402.45,403.07,397.45,466.07,478.05,255.30,319.78,347.38,177.16,223.55,386.23,392.36,428.77,451.84,434.29,420.91,383.85,423.22,404.64
2002-02-23 22:03:31.354000,L7,,,485.31,250.11,247.99,254.71,271.60,284.33,287.10,284.78,294.24,297.53,212.85,245.67,253.63,241.15,298.72,297.77,305.87,300.21,311.51,301.75,311.31,319.59,334.18,327.84,326.61,321.13,311.82,318.74,317.82,313.84,307.34,304.00,313.64,320.43,321.98,304.10,308.61,303.30
2002-03-11 22:03:31.366000,L7,,,257.32,249.00,251.30,254.73,365.39,360.46,396.84,280.87,292.15,291.27,201.61,231.58,245.58,242.86,299.97,300.00,305.10,306.79,309.46,303.72,301.49,321.00,320.82,320.81,328.17,318.19,316.00,313.67,321.49,312.13,304.88,298.15,308.23,317.21,324.16,299.81,311.36,307.83
2002-04-12 22:03:25.302000,L7,235.50,314.48,303.98,293.84,302.59,322.90,319.88,290.92,304.40,320.80,301.13,315.51,322.79,311.90,292.78,296.72,335.64,407.62,435.93,410.20,396.22,391.59,378.43,379.12,338.44,341.24,350.34,334.57,331.05,322.59,325.32,319.56,314.66,360.79,372.38,355.87,359.74,349.66,379.80,388.22
2002-05-14 22:03:19.418000,L7,244.50,297.98,286.46,275.73,278.20,276.56,300.67,313.06,305.68,303.27,297.75,311.99,308.96,306.05,326.30,325.98,340.73,342.41,322.49,315.21,317.65,320.19,348.41,330.53,336.22,393.80,394.86,390.94,382.94,377.44,378.32,370.78,372.35,367.78,363.83,357.47,344.93,347.31,348.16,314.87
2002-05-30 22:03:13.672000,L7,,,264.39,248.15,169.41,253.30,276.18,287.45,301.71,295.01,299.71,301.95,295.71,296.63,297.66,290.95,295.12,271.62,284.49,,,208.86,332.63,328.87,323.14,297.04,,,396.43,340.39,364.79,305.42,299.71,294.25,329.68,323.28,299.45,177.29,337.07,
2002-06-15 22:03:07.576000,L7,457.81,259.02,264.51,248.24,166.34,258.05,275.67,289.24,308.91,295.78,285.24,390.84,361.05,378.60,356.86,291.40,301.13,269.65,248.97,,,208.70,381.17,351.53,333.52,292.88,,,313.34,355.19,340.81,340.16,291.63,306.52,342.47,338.04,323.43,322.72,327.55,
2002-11-22 22:02:45.529000,L7,,269.23,256.46,233.99,242.74,246.68,265.40,274.03,284.43,270.56,282.81,285.65,286.16,279.69,281.44,272.53,289.41,298.89,301.95,303.74,305.20,330.56,417.98,430.56,353.08,321.39,319.98,312.21,310.94,313.83,317.54,310.51,302.30,299.26,338.71,336.40,347.00,343.27,332.21,420.14
2002-12-08 22:02:51.522000,L7,,,245.48,227.71,231.77,239.80,255.93,265.94,266.42,266.53,280.96,283.71,278.54,272.97,272.80,269.27,283.99,293.29,309.22,295.93,290.06,292.82,298.05,318.52,315.93,315.19,318.31,303.62,308.41,310.50,310.15,302.41,296.43,293.04,305.08,328.81,300.20,299.55,320.58,295.37
2002-12-24 22:02:57.022000,L7,496.10,472.64,344.81,357.12,376.30,368.35,362.28,398.17,417.18,440.48,390.24,398.33,363.92,362.15,408.67,402.01,365.20,401.62,422.59,409.87,429.76,404.71,372.45,385.28,393.78,406.01,420.97,418.60,404.76,416.72,399.09,382.71,386.56,418.35,417.46,385.14,390.82,375.88,374.53,419.18
2003-08-13 21:51:32.649000,L5,342.16,343.58,319.05,315.87,309.75,316.86,316.92,349.17,339.46,352.51,354.61,339.21,346.04,346.28,370.12,340.44,332.49,340.52,355.11,352.49,348.20,349.09,356.30,370.47,368.85,380.65,361.23,361.47,374.27,364.52,377.79,352.68,352.17,354.04,369.99,359.55,353.52,352.66,359.95,342.92
2003-08-29 21:51:49.928000,L5,,,,,,,,233.42,255.46,278.43,282.21,287.86,283.69,280.57,279.29,275.74,281.05,272.23,,,,,,317.34,327.78,322.81,316.31,316.69,307.45,326.27,327.33,315.70,297.85,,,,,,,
2003-09-30 21:52:18.101000,L5,309.34,308.75,290.63,269.95,278.83,284.16,301.36,311.48,319.35,323.06,336.46,331.43,326.30,324.67,318.10,320.87,322.87,328.31,330.39,331.19,340.27,338.42,348.67,355.60,361.37,359.60,357.61,355.68,355.04,355.92,351.06,353.67,341.25,341.17,346.76,345.38,347.93,349.21,350.54,339.73
2003-11-17 21:52:57.120000,L5,375.75,347.28,304.31,280.89,283.82,285.35,309.73,315.19,327.26,323.84,348.71,346.39,345.27,348.88,342.49,340.10,340.12,337.00,330.96,333.82,336.54,335.98,344.29,347.89,364.80,375.97,378.98,372.57,374.21,378.40,375.93,365.82,352.32,346.78,344.35,345.88,339.50,340.23,344.63,341.96
2004-01-27 21:59:14.176000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.62,309.43,315.25,300.59,418.26,,
2004-06-12 21:55:59.429000,L5,323.69,354.54,333.94,314.73,322.23,334.07,332.33,345.34,343.03,351.25,359.46,339.59,346.01,357.87,345.83,345.06,337.89,342.65,348.38,355.44,368.02,347.56,361.33,357.66,372.66,365.48,374.14,366.83,383.11,382.57,368.32,355.83,358.14,372.53,384.97,371.93,361.53,352.90,400.96,379.69
2004-06-28 21:56:28.308000,L5,243.92,322.54,307.47,302.81,297.12,308.73,321.56,336.23,337.80,345.75,341.47,337.33,333.17,360.48,338.72,330.97,336.69,341.84,345.09,348.33,340.74,364.47,360.26,368.16,360.90,368.05,363.43,371.11,396.42,370.23,376.97,358.23,339.13,358.18,352.87,358.25,342.56,362.36,364.82,348.73
2004-07-30 21:57:15.668000,L5,418.84,449.41,390.05,380.36,364.85,401.47,403.82,443.06,406.29,406.95,424.52,416.30,393.90,408.00,382.80,405.21,385.66,411.55,398.23,369.35,381.93,407.30,405.65,410.81,434.79,435.65,423.42,422.40,409.55,414.99,402.82,415.61,401.15,410.19,394.20,389.58,403.10,414.02,398.04,401.63
2004-08-15 21:57:37.379000,L5,,316.02,297.35,282.30,281.10,294.70,314.72,317.70,325.59,323.43,325.55,329.03,322.86,323.52,321.42,322.49,326.10,328.66,328.07,336.74,344.16,341.27,352.66,358.79,362.16,355.16,351.30,348.62,347.73,354.18,353.08,348.28,342.59,344.09,355.75,355.16,343.82,345.47,344.15,337.17
2004-10-18 21:59:11.702000,L5,,,252.91,192.46,258.53,272.22,280.64,298.41,295.72,299.39,304.27,300.65,300.56,299.91,299.49,296.12,299.28,298.56,309.29,316.01,321.94,317.81,326.04,337.83,345.55,336.06,330.27,326.61,320.87,326.42,327.90,317.38,310.23,280.64,281.88,296.53,186.00,318.91,322.73,320.43
2005-03-11 22:01:31.683000,L5,370.14,332.40,335.11,317.04,312.46,326.32,332.71,339.34,341.89,344.74,345.81,340.30,341.29,330.68,338.35,327.01,339.52,338.21,346.50,347.01,351.68,360.37,363.21,369.29,395.76,381.91,383.04,373.34,367.22,362.26,360.99,370.97,347.81,359.93,354.16,367.66,351.93,366.68,362.98,358.27
2005-04-12 22:01:42.862000,L5,334.04,334.52,303.30,289.56,286.19,301.32,314.94,334.07,335.92,352.45,345.41,340.53,334.84,337.48,334.18,333.19,332.42,336.01,334.86,340.74,346.26,347.61,356.12,355.91,367.11,378.83,369.27,366.17,360.22,368.94,358.19,348.61,349.77,348.27,357.83,351.59,348.20,349.29,349.63,341.67
2005-04-19 22:07:31.266000,L5,,,,,228.80,227.73,244.47,247.22,,,,,,,,,276.33,267.76,264.14,252.89,291.70,,,,,,,,,,,,296.75,296.95,310.20,317.69,309.62,305.40,277.23,223.31
2005-06-15 22:02:10.206000,L5,,,,,,,,,,,,,,,,,,,222.00,212.25,263.59,,,226.56,302.01,252.48,,,,248.56,192.81,180.84,291.60,290.23,307.01,317.34,304.82,284.27,,
2005-06-22 22:07:59.036000,L5,,,,,,,,,,,,,,,,,,,,,,231.82,323.71,434.08,316.45,,,,,,,,,,330.15,331.87,325.85,325.82,296.11,
2005-07-08 22:08:03.465000,L5,,,,,,,,,,,,,,,,,,,,,,,,317.65,324.42,316.39,273.16,325.76,,,,,,,,,,,,
2005-09-19 22:02:44.739000,L5,300.90,237.50,290.29,273.20,286.57,287.06,301.72,312.47,320.48,339.78,344.57,344.20,342.73,353.02,334.28,333.64,327.44,331.47,340.00,345.92,355.88,347.24,352.19,361.67,367.64,360.71,359.01,347.50,351.90,348.60,348.96,341.55,334.50,333.83,342.43,347.30,347.17,345.96,349.82,367.36
2005-10-05 22:02:41.026000,L5,342.23,325.76,304.06,283.29,281.57,291.60,309.81,319.45,337.95,323.81,332.67,332.06,335.65,332.36,334.88,335.98,343.96,340.33,341.56,340.94,344.26,337.06,340.09,352.21,361.99,364.26,368.86,359.88,356.98,359.70,363.29,354.67,353.94,348.14,351.64,351.52,353.00,346.67,350.92,339.59
2005-11-06 22:02:46.848000,L5,353.01,341.40,307.34,307.59,310.31,330.11,337.70,359.57,353.05,368.11,345.67,338.89,326.11,335.98,329.60,334.49,336.77,349.54,352.63,360.65,354.74,356.75,356.13,371.83,372.17,374.49,361.24,367.26,372.65,364.96,368.66,354.58,354.64,362.71,369.91,370.20,378.74,362.35,371.71,357.99
2006-02-26 22:05:22.928000,L5,,301.74,291.79,279.36,281.53,287.42,304.47,320.53,325.19,319.12,327.13,326.56,326.22,330.61,318.80,319.22,318.96,326.36,324.81,330.37,331.11,339.59,348.22,352.57,362.82,368.32,358.06,357.01,351.01,353.83,338.65,340.37,334.61,332.67,344.15,340.45,340.79,347.95,350.18,331.33
2006-03-14 22:05:42.635000,L5,,,,,,228.17,246.06,268.23,278.55,,,,,214.59,288.27,270.50,287.36,232.67,,286.32,308.53,304.63,314.43,329.35,333.83,335.46,330.95,328.43,322.37,328.42,320.98,309.40,301.22,297.11,313.62,314.82,308.79,306.64,317.80,303.28
2006-07-04 22:07:29.185000,L5,,,,,,,218.66,253.83,274.42,203.72,210.65,239.79,264.48,275.20,282.78,274.52,278.60,277.07,275.19,223.82,302.16,232.47,310.75,320.06,315.29,307.98,,,,,,,,,,,,,,270.03
2006-07-27 22:13:34.900000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.81,314.59,323.13,312.29,318.59,302.46,
2006-08-05 22:07:55.109000,L5,258.86,318.34,184.45,291.41,298.80,300.43,313.36,326.59,335.22,335.63,332.62,329.19,330.39,329.30,333.42,329.30,323.96,336.51,343.24,340.46,347.03,345.48,356.53,356.80,364.80,360.03,365.25,355.12,357.64,361.75,361.20,348.27,337.69,341.07,355.20,355.79,342.82,349.09,359.02,346.71
2006-08-12 22:13:47.414000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,320.65,313.09,363.46,356.65,345.61,336.17,340.31,,,,,,,
2006-08-28 22:13:59.628000,L5,,,,,,,,,,,,,,,,311.73,314.79,316.67,315.18,520.05,474.34,,,,,,,,,,335.35,330.94,324.95,325.53,335.11,339.72,337.08,288.92,,361.03
2006-12-11 22:09:16.015000,L5,,286.58,280.31,263.93,268.66,278.31,292.48,303.06,315.22,316.05,322.72,327.33,320.81,322.92,324.11,303.67,308.35,308.72,312.90,318.13,320.39,315.30,338.11,347.82,353.23,356.26,352.68,348.16,345.52,351.97,335.16,325.47,320.95,319.19,331.43,336.09,330.53,324.84,343.04,320.72
2007-09-09 22:07:45.163000,L5,355.10,338.18,331.63,309.26,311.64,332.75,362.71,379.98,362.25,349.74,373.22,367.17,371.28,379.54,409.41,346.99,343.71,352.22,358.79,358.13,357.63,381.31,389.58,387.00,391.70,385.21,381.15,382.01,382.76,370.13,363.70,367.78,354.03,361.50,362.54,351.91,350.43,367.32,365.85,355.00
2007-09-16 22:13:28.554000,L5,341.71,332.30,330.11,310.96,318.30,338.87,353.11,364.10,366.77,356.55,354.70,358.13,358.17,351.72,338.50,337.33,359.39,371.92,379.32,371.91,373.79,374.82,375.53,384.99,370.65,369.85,371.39,369.82,366.04,362.47,351.37,350.47,359.02,356.55,365.84,361.66,355.48,360.92,360.55,368.20
2008-11-14 21:57:52.281000,L5,,302.27,293.61,276.81,282.33,289.25,302.52,313.84,312.12,306.64,311.40,316.40,313.19,315.84,312.81,314.35,318.17,322.65,322.73,330.53,333.35,328.75,336.40,337.85,345.23,343.48,344.63,335.32,334.05,333.57,334.93,333.95,329.96,328.53,336.70,343.29,335.63,331.39,333.81,327.47
2009-01-17 21:59:44.398000,L5,,,,,226.35,238.90,252.88,266.26,266.64,260.00,284.40,281.38,281.03,280.54,282.51,276.10,278.23,274.89,271.31,282.98,285.71,285.19,291.16,300.40,308.39,314.89,313.86,,,,,,284.05,285.21,292.59,302.01,292.25,284.71,281.29,284.88
2010-02-05 22:05:29.575000,L5,374.45,376.81,346.88,316.45,321.03,330.27,336.47,357.31,347.19,349.91,359.14,353.40,348.18,350.74,349.61,368.44,352.89,356.03,353.61,354.01,351.71,351.64,360.64,359.63,374.25,383.97,380.95,387.23,389.79,382.12,381.08,377.60,375.67,360.75,358.72,355.08,353.82,353.02,353.79,358.40
2010-02-12 22:11:17.920000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,319.03,315.20,313.89,310.07,256.79,,,,,,,,,,
2010-11-27 22:10:11.883000,L5,,,,,,,,280.59,294.68,304.12,308.57,306.07,,,,,,,,,,305.52,313.61,323.44,332.58,336.41,325.60,317.68,,,,,,,,,,,,
2011-01-30 22:10:20.732000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,323.86,319.49,315.88,315.37,320.74,318.29,308.35,300.44,228.23,222.10,216.30,224.41,241.55,
2011-03-12 22:04:31.079000,L5,,,277.85,260.50,267.42,271.55,286.55,297.43,300.84,302.38,307.22,309.59,309.04,302.00,304.59,304.79,304.97,304.59,308.86,311.42,313.03,306.82,321.62,331.48,341.06,335.16,334.41,322.60,324.13,320.47,325.59,321.00,314.27,311.34,327.70,331.09,323.70,321.95,318.90,310.77
2013-05-11 22:22:18.973000,L8,,,,,221.51,238.76,247.90,264.59,262.20,276.55,,283.66,275.70,270.78,275.37,270.25,262.30,258.53,263.83,,,247.77,300.11,313.31,312.03,308.71,303.25,312.20,306.35,310.80,308.62,303.66,294.91,294.91,301.89,311.19,271.86,299.81,292.97,
2013-05-11 22:22:42.945000,L8,,,,,222.98,241.07,249.82,266.33,262.61,277.38,,284.08,276.07,271.67,275.67,270.42,262.53,259.43,264.93,,,248.45,300.26,313.31,311.95,309.41,214.79,312.23,306.57,310.77,308.61,303.86,295.06,295.08,302.16,311.19,297.52,300.03,294.05,
2013-06-05 22:16:38.960000,L8,,,,221.65,228.78,235.58,248.17,264.47,265.05,278.37,,286.52,279.21,276.29,275.92,270.61,258.74,249.36,190.58,,,223.42,302.50,312.68,302.75,303.38,310.29,310.24,310.45,312.94,309.66,300.89,234.84,182.70,302.63,308.52,280.56,217.23,295.77,
2013-06-28 22:22:20.943000,L8,,,,235.04,241.02,250.22,255.28,269.38,266.55,287.84,286.90,291.30,283.55,280.62,282.59,276.15,268.44,261.24,270.18,,,251.95,311.25,322.10,312.01,310.33,325.79,323.55,316.15,320.34,319.45,315.67,300.41,292.82,316.56,317.40,309.67,311.38,308.77,
2013-06-28 22:22:44.910000,L8,,,259.19,245.50,248.65,257.72,268.28,278.07,269.34,292.26,289.71,293.49,285.77,282.13,284.89,279.30,272.45,266.19,276.08,,,256.49,313.87,323.43,321.01,319.32,263.40,325.68,318.78,322.50,321.74,318.16,306.98,297.75,318.80,318.72,311.09,312.76,308.59,
2013-07-07 22:16:35.929000,L8,,,,243.05,253.45,263.05,274.12,280.49,284.22,245.45,303.01,310.94,178.85,293.74,297.35,,,,,,289.45,310.19,325.71,337.67,339.01,332.59,328.89,328.35,321.31,326.53,326.34,321.99,315.86,310.70,325.65,321.55,317.42,316.78,319.91,307.04
2013-07-14 22:22:22.423000,L8,,311.02,288.78,270.56,275.78,285.70,297.55,313.92,321.72,333.80,327.00,321.20,314.48,313.79,326.97,308.78,304.36,306.95,319.61,339.58,337.85,331.28,328.48,338.15,344.51,338.08,334.96,340.40,330.37,333.33,334.93,329.93,322.48,321.53,321.37,322.66,316.60,319.98,315.44,336.64
2013-07-23 22:16:34.633000,L8,246.57,304.35,280.36,264.30,271.11,279.38,290.53,300.10,311.60,311.60,306.91,308.51,301.09,293.22,295.62,293.12,291.25,289.82,298.79,299.33,305.88,298.58,323.24,327.97,332.75,332.66,331.16,326.86,324.59,327.54,324.76,319.73,311.42,310.75,323.90,323.03,316.57,315.05,337.95,299.19
2013-08-08 22:16:37.441000,L8,,,247.77,220.66,248.82,250.74,208.91,270.17,248.59,297.85,310.14,301.87,293.06,292.65,318.55,352.36,314.78,270.86,320.82,298.42,300.31,295.21,323.38,316.46,332.86,333.16,336.17,336.03,326.83,338.88,330.38,317.37,315.78,329.29,372.75,298.27,320.39,417.50,432.36,299.87
2013-08-31 22:22:26.282000,L8,,302.14,308.09,177.07,272.67,273.97,288.82,300.33,305.37,330.57,305.81,307.79,301.70,301.15,300.38,297.03,298.68,296.87,310.64,310.02,324.06,302.74,336.73,337.44,338.57,340.93,333.84,331.97,323.74,331.41,330.08,327.79,315.46,324.24,324.73,327.55,324.26,323.14,319.20,307.75
2013-08-31 22:22:50.245000,L8,,300.00,284.67,262.45,269.47,272.27,286.04,298.58,303.94,328.80,303.57,306.56,300.35,300.11,299.46,295.52,296.80,295.20,308.09,308.12,321.33,301.03,334.16,335.88,337.09,339.57,331.90,330.60,323.07,330.39,329.14,326.18,313.91,321.96,323.58,326.53,322.41,321.33,318.58,305.86
2013-09-25 22:16:28.938000,L8,244.91,299.44,280.87,261.49,265.02,273.82,285.83,297.11,305.29,318.54,307.77,305.96,303.43,300.17,304.99,306.39,301.54,295.64,303.40,301.95,308.62,306.58,326.13,331.51,341.67,337.83,336.95,328.08,324.03,343.75,333.78,325.47,313.09,315.49,327.63,327.84,321.23,319.93,323.87,305.27
2013-10-02 22:22:16.506000,L8,347.64,316.27,320.04,288.08,317.29,329.38,305.38,350.42,351.12,363.57,356.07,369.23,415.40,325.15,397.02,319.80,336.86,359.01,361.15,385.89,359.87,362.06,385.20,348.10,387.37,392.61,390.96,363.21,357.41,365.96,370.25,368.92,356.47,359.40,359.21,362.46,357.29,392.90,361.88,361.66
2013-10-02 22:22:40.460000,L8,347.39,316.19,171.58,287.91,317.43,329.19,305.27,349.16,351.21,364.35,356.18,368.97,415.27,325.11,397.31,319.79,336.06,358.95,361.36,385.50,358.87,362.39,384.12,348.63,387.31,393.40,390.79,363.18,357.70,365.81,370.08,368.99,356.29,359.50,359.11,361.93,357.38,393.22,361.79,361.53
2013-10-11 22:16:29.291000,L8,347.33,328.48,339.68,307.22,336.08,321.36,361.39,344.92,350.40,417.09,370.90,340.19,360.54,367.69,396.72,352.19,323.67,357.30,357.09,342.87,363.71,359.36,362.41,370.93,375.14,382.77,379.74,381.84,392.63,363.07,382.75,375.15,384.01,353.57,404.94,362.59,334.76,345.52,388.95,365.91
2013-10-18 22:22:13.444000,L8,,,,,204.51,215.33,226.71,247.29,252.84,,195.33,276.77,272.88,266.24,264.44,261.39,254.65,252.38,253.53,255.70,270.90,264.06,247.47,298.51,301.80,282.99,,,,298.38,302.48,291.58,252.49,223.57,260.45,261.01,260.92,,,273.21
2013-10-18 22:22:37.411000,L8,,,,,,214.73,224.95,246.64,251.89,,189.00,275.76,272.53,266.14,262.68,261.04,254.53,251.85,252.74,235.79,269.40,217.97,266.63,297.48,301.29,273.51,,,,298.00,302.68,291.73,250.36,213.09,256.14,250.84,254.37,,,271.26
2013-10-27 22:16:19.549000,L8,323.83,329.39,333.07,289.07,303.68,297.06,332.35,338.02,352.80,346.15,346.67,327.09,327.59,318.88,313.02,325.26,327.03,339.67,341.74,367.27,370.47,354.28,349.34,349.20,358.88,359.92,359.82,357.39,361.04,357.00,350.25,358.05,353.30,348.77,349.42,345.87,344.85,338.93,341.42,366.69
2013-11-03 22:22:32.045000,L8,,294.62,276.24,260.81,264.88,271.29,282.72,297.05,302.95,306.14,301.06,305.49,299.32,294.18,297.29,298.80,292.56,296.81,300.30,301.37,305.57,301.10,320.99,328.01,334.27,335.13,331.18,327.03,324.15,328.27,327.60,323.64,315.56,312.58,324.60,326.48,322.63,318.74,317.06,305.14
2013-11-12 22:16:19.914000,L8,,,,254.42,257.57,264.64,275.84,284.66,293.79,233.03,,,199.91,237.70,291.10,285.11,282.93,288.11,296.02,295.24,299.43,318.26,231.57,356.18,328.92,329.51,328.92,322.17,308.03,323.58,294.90,314.01,303.21,300.85,314.44,314.72,316.05,307.49,309.04,303.07
2013-11-19 22:22:01.448000,L8,,295.57,277.23,263.51,268.07,273.90,284.79,299.63,302.59,305.39,301.79,305.87,297.66,291.42,292.94,294.03,289.08,293.55,298.86,298.74,302.64,301.46,317.50,326.03,331.25,330.86,326.98,323.39,318.48,323.73,320.71,313.82,310.35,305.32,318.14,320.37,315.32,314.11,310.61,302.06
2013-11-19 22:22:25.407000,L8,,294.66,275.83,175.49,266.70,272.69,283.87,298.00,301.47,303.66,300.61,304.70,296.40,289.77,291.32,292.59,287.50,291.47,297.45,296.88,301.16,299.11,315.91,324.11,329.34,328.70,325.84,320.84,315.11,322.39,319.74,312.65,307.39,304.32,316.83,318.47,313.54,312.63,309.41,299.70
2013-12-21 22:21:51.057000,L8,,308.27,291.33,275.26,283.43,288.58,299.31,313.57,313.22,313.61,310.48,320.01,314.67,305.48,310.45,307.22,303.25,305.92,356.36,351.12,353.50,346.06,359.55,357.91,373.13,371.77,368.95,371.84,369.75,365.16,360.18,346.42,351.61,351.13,357.07,356.43,351.07,344.82,349.83,354.29
