dates,satname,nzd0411-0000,nzd0411-0001,nzd0411-0002,nzd0411-0003,nzd0411-0004,nzd0411-0005,nzd0411-0006,nzd0411-0007,nzd0411-0008,nzd0411-0009,nzd0411-0010,nzd0411-0011,nzd0411-0012,nzd0411-0013,nzd0411-0014,nzd0411-0015,nzd0411-0016,nzd0411-0017,nzd0411-0018,nzd0411-0019,nzd0411-0020,nzd0411-0021,nzd0411-0022,nzd0411-0023,nzd0411-0024,nzd0411-0025,nzd0411-0026,nzd0411-0027,nzd0411-0028
1999-09-04 22:00:33.926000,L7,,,254.78,265.56,294.83,299.00,239.54,195.99,235.30,216.50,217.91,218.95,235.60,229.78,241.37,235.28,230.65,220.45,230.03,218.74,215.40,201.84,197.02,192.55,178.20,162.31,,,
1999-10-22 22:00:28.631000,L7,355.78,345.11,339.19,337.23,346.93,355.33,338.55,319.13,308.48,276.69,264.87,270.99,277.87,278.57,298.01,286.09,280.63,282.18,263.01,263.65,246.68,237.20,225.44,226.52,214.87,317.91,338.86,349.92,339.52
1999-12-09 22:00:33.510000,L7,,,270.29,269.58,,,203.66,170.56,222.44,208.69,201.69,,,,,,,,,,,,,,,,,,
2000-01-26 22:00:26.187000,L7,381.91,378.46,397.33,442.61,339.87,349.42,340.18,315.69,295.16,260.46,254.15,251.06,256.72,262.07,284.24,272.67,265.43,272.88,368.97,380.63,370.77,227.14,216.24,215.70,208.26,194.52,165.03,410.33,412.15
2000-02-11 22:00:21.827000,L7,387.53,342.64,333.80,330.27,348.13,348.66,330.59,311.51,297.22,253.64,248.83,240.53,251.36,259.68,279.07,271.98,263.03,272.40,253.46,243.14,228.49,218.88,217.82,208.69,199.44,397.22,404.35,395.50,400.75
2000-02-27 22:00:16.353000,L7,436.29,436.11,447.02,460.96,474.90,462.81,471.76,472.34,465.92,461.33,250.97,238.73,251.94,255.24,277.94,268.11,266.67,274.60,370.61,377.99,375.84,365.70,370.21,215.55,204.58,211.80,380.12,406.54,392.33
2000-03-30 22:00:09.363000,L7,366.38,376.67,385.24,337.87,347.89,362.93,298.97,319.97,300.76,253.50,255.06,245.82,256.52,262.69,290.33,268.25,261.78,278.18,253.62,252.02,230.72,222.85,216.31,215.77,198.75,188.59,157.77,363.10,332.39
2000-04-15 21:59:55.745000,L7,,,257.61,288.97,310.27,308.58,239.67,229.06,243.60,222.23,229.25,225.16,239.80,232.25,249.45,237.10,231.37,240.36,231.87,215.18,,,,,,,,,
2000-05-01 21:59:54.563000,L7,,,,,295.29,270.17,,,,,,,,,,,,,,,,,,,,,,,
2000-06-18 21:59:27.736000,L7,,,,,,,,,,,,,,,258.83,236.03,232.31,261.65,241.06,216.43,204.41,200.70,183.77,181.15,,,,,
2000-08-05 21:58:44.520000,L7,,,,,299.71,274.71,,,,,,199.55,231.95,233.02,243.26,231.00,231.71,222.61,228.02,217.21,212.19,195.36,183.45,182.56,158.60,,,,
2000-09-06 21:58:22.821000,L7,,,,,,,,,,,,,,,243.34,224.46,232.29,227.65,217.43,208.57,206.74,191.21,186.43,177.79,163.48,,,,
2000-10-08 21:58:00.300000,L7,408.88,411.79,447.26,392.53,412.37,506.96,483.08,473.52,485.26,452.97,388.54,421.90,393.67,381.11,374.35,371.45,374.76,374.10,277.69,285.06,275.45,260.44,253.60,253.99,246.98,192.47,170.28,412.10,408.89
2000-11-09 21:57:57.236000,L7,350.63,348.81,334.37,329.17,340.81,345.94,328.94,312.51,293.74,257.27,252.51,244.72,256.11,267.77,293.33,273.19,269.21,275.93,258.04,250.68,240.55,228.41,218.21,218.60,216.63,186.56,162.06,,
2000-11-25 21:57:58.896000,L7,360.16,351.28,362.71,428.79,457.85,424.64,436.67,323.72,304.31,265.18,260.12,252.11,257.51,271.87,300.11,281.55,271.78,284.84,266.41,254.76,244.74,235.06,225.95,227.89,255.62,205.40,185.58,,
2001-08-24 21:56:24.380000,L7,372.78,410.14,420.74,437.19,451.30,455.11,461.57,458.88,461.64,462.05,466.71,463.51,459.40,459.00,441.70,423.49,394.26,376.84,404.97,392.77,236.85,227.17,221.11,216.63,201.98,189.97,159.22,365.71,361.79
2001-09-25 21:56:04.528000,L7,326.30,360.16,323.20,329.19,338.71,347.13,312.88,313.49,324.56,254.49,250.23,241.58,259.08,266.25,295.52,277.72,270.35,275.75,260.52,251.28,237.89,231.02,220.37,217.04,211.64,186.41,155.18,431.66,435.33
2001-12-30 21:56:13.010000,L7,352.09,367.29,376.46,327.79,337.34,344.67,335.69,313.50,297.32,258.25,248.07,249.50,252.94,264.81,286.55,271.71,261.70,275.60,259.03,244.49,235.56,226.53,221.70,215.41,207.57,412.37,438.70,437.16,430.74
2002-02-16 21:56:30.006000,L7,,,264.10,271.47,266.90,291.93,235.14,241.12,240.35,212.60,207.53,,,,,,,,,,,,,,,,,,
2002-03-20 21:56:24.055000,L7,327.91,341.07,321.36,330.40,339.33,346.72,311.16,304.46,303.27,255.24,248.67,246.23,255.56,264.30,293.24,273.11,265.51,277.18,257.28,250.66,412.58,399.18,416.12,215.00,204.13,185.26,155.36,,
2002-05-07 21:56:27.687000,L7,,,,,288.52,293.46,,,,,,,,,246.86,219.80,225.38,253.64,253.21,250.81,250.64,198.52,213.00,215.44,196.04,,,,
2002-10-14 21:55:19.836000,L7,342.75,342.94,333.55,330.86,343.09,347.21,335.31,310.35,295.37,256.90,253.04,245.41,253.75,264.65,292.40,290.31,267.42,291.31,276.73,271.32,254.85,245.83,237.05,225.55,221.50,198.29,170.85,,
2002-10-30 21:55:25.430000,L7,341.99,344.65,342.77,336.91,346.20,348.36,343.53,319.02,309.31,254.91,243.96,242.23,250.58,261.36,288.68,276.12,269.71,272.81,257.79,250.82,240.07,229.63,220.88,216.23,205.51,186.10,159.04,,
2003-01-18 21:56:06.129000,L7,341.96,369.83,380.56,414.89,429.05,382.46,357.31,318.07,277.86,264.02,256.61,269.87,257.27,230.66,225.76,227.14,221.96,217.80,215.23,218.32,223.68,232.53,227.45,228.51,214.75,190.42,166.29,,
2003-05-10 21:56:22.313000,L7,,,,,308.92,322.24,183.76,188.37,198.42,205.23,215.32,221.17,245.47,228.48,251.58,233.87,229.07,256.00,250.90,226.46,230.08,216.66,192.53,183.09,159.41,,,,
2003-07-21 21:44:09.463000,L5,,,,286.08,318.11,327.44,251.90,207.41,245.07,229.47,233.66,230.90,251.36,219.68,,,,254.01,237.92,230.77,225.17,208.93,196.80,193.30,172.29,160.70,,,
2004-04-02 21:46:54.575000,L5,354.14,353.55,331.24,334.35,352.12,367.39,337.13,309.46,288.89,268.33,256.58,264.21,264.62,275.63,295.19,271.58,268.89,290.53,264.69,260.14,245.95,234.26,222.78,213.02,208.04,188.11,163.62,,
2004-05-04 21:47:51.656000,L5,,,280.55,293.75,311.05,323.17,273.11,273.15,265.45,235.90,241.45,244.33,255.51,244.04,258.82,240.84,229.73,267.85,230.67,234.24,219.71,208.62,199.88,191.15,176.49,168.89,,,
2004-05-20 21:48:20.187000,L5,,,,,,,,,,,,,,,,,,197.81,198.96,206.85,199.58,189.26,173.99,172.62,,,,,
2004-06-05 21:48:48.638000,L5,,,,187.74,162.60,326.96,243.44,241.02,208.36,217.71,233.75,230.21,245.79,231.75,250.96,237.22,213.97,258.88,233.32,230.45,219.63,206.68,195.02,190.62,171.09,159.90,,,
2004-07-07 21:49:44.929000,L5,,,,,316.17,332.52,251.17,233.51,219.91,224.56,239.58,237.09,250.35,244.42,261.07,238.10,241.88,267.73,236.32,236.84,227.24,213.93,202.17,201.21,178.06,167.77,,,
2004-08-08 21:50:26.495000,L5,,,273.43,295.12,319.50,327.02,272.25,268.50,257.64,233.35,229.70,228.73,242.99,227.64,253.04,234.51,228.29,250.87,235.79,233.46,223.29,207.42,198.53,192.83,,,,,
