dates,satname,nzd0004-0000,nzd0004-0001,nzd0004-0002,nzd0004-0003,nzd0004-0004,nzd0004-0005,nzd0004-0006,nzd0004-0007,nzd0004-0008,nzd0004-0009,nzd0004-0010,nzd0004-0011,nzd0004-0012,nzd0004-0013,nzd0004-0014,nzd0004-0015,nzd0004-0016,nzd0004-0017,nzd0004-0018,nzd0004-0019,nzd0004-0020,nzd0004-0021,nzd0004-0022,nzd0004-0023,nzd0004-0024,nzd0004-0025,nzd0004-0026,nzd0004-0027,nzd0004-0028,nzd0004-0029,nzd0004-0030,nzd0004-0031,nzd0004-0032,nzd0004-0033,nzd0004-0034,nzd0004-0035,nzd0004-0036,nzd0004-0037,nzd0004-0038,nzd0004-0039,nzd0004-0040,nzd0004-0041,nzd0004-0042,nzd0004-0043,nzd0004-0044,nzd0004-0045,nzd0004-0046,nzd0004-0047,nzd0004-0048,nzd0004-0049,nzd0004-0050,nzd0004-0051,nzd0004-0052,nzd0004-0053,nzd0004-0054,nzd0004-0055,nzd0004-0056,nzd0004-0057,nzd0004-0058,nzd0004-0059,nzd0004-0060,nzd0004-0061,nzd0004-0062,nzd0004-0063,nzd0004-0064,nzd0004-0065,nzd0004-0066,nzd0004-0067,nzd0004-0068,nzd0004-0069,nzd0004-0070,nzd0004-0071,nzd0004-0072,nzd0004-0073,nzd0004-0074,nzd0004-0075,nzd0004-0076,nzd0004-0077,nzd0004-0078,nzd0004-0079,nzd0004-0080,nzd0004-0081,nzd0004-0082,nzd0004-0083
2010-11-27 22:07:24.215000,L5,186.69,227.05,229.31,226.60,220.83,223.48,227.01,220.88,219.49,,,220.74,232.87,236.39,237.81,234.64,245.49,245.09,257.71,250.45,240.68,232.42,222.75,216.62,209.50,203.35,189.46,,,,,,,,,,,,,,190.75,208.20,228.65,207.71,233.05,239.80,254.10,285.31,301.94,308.76,276.18,273.53,276.93,269.59,273.82,270.94,281.29,286.65,277.65,278.56,281.95,279.76,283.16,274.17,260.12,265.50,268.82,275.16,280.38,261.75,249.61,233.10,220.35,212.50,206.71,196.11,,,,,,,,
2011-09-11 22:06:09.236000,L5,181.67,236.89,237.73,241.52,231.55,235.12,236.23,229.06,230.28,,,231.26,238.83,244.29,238.42,243.21,252.45,259.91,268.20,262.98,248.42,235.60,226.54,216.86,210.96,210.54,197.46,,,,,,,,,,,,189.09,198.12,206.00,207.98,233.53,231.46,249.90,255.84,270.20,293.12,315.34,310.51,271.32,241.99,249.00,248.73,251.77,275.72,282.38,278.94,280.21,273.54,277.17,276.62,280.39,273.13,268.30,274.61,269.32,,,,,224.59,213.70,211.83,202.70,197.92,190.96,,,,,,,
2013-05-11 22:19:31.249000,L8,246.38,244.56,250.47,245.87,238.98,237.19,241.03,232.06,232.79,225.28,230.94,237.60,239.70,245.78,240.34,252.05,256.52,268.97,283.92,273.89,260.99,248.36,231.17,230.05,222.09,225.05,204.48,196.15,185.85,202.47,181.29,,,,184.38,200.69,194.54,204.22,204.17,216.83,220.93,236.40,248.01,226.12,246.34,267.97,287.82,310.86,321.08,327.52,322.47,313.56,304.03,298.90,300.17,297.74,291.38,296.61,285.26,271.61,275.83,288.59,284.73,273.85,271.19,279.58,282.56,285.26,308.43,282.45,269.49,254.12,230.51,236.37,221.78,215.60,217.45,213.19,205.83,226.74,224.33,233.80,,
2013-06-28 22:19:33.252000,L8,248.12,243.32,249.76,246.64,242.57,239.04,244.03,234.36,238.79,228.78,236.93,241.91,242.06,245.83,241.10,248.48,256.08,269.42,291.31,273.94,261.76,249.73,233.42,229.27,221.73,227.46,205.47,195.30,189.38,205.12,183.79,,,,186.19,209.91,194.69,207.28,204.48,216.46,221.20,237.64,249.82,227.10,248.53,265.78,273.66,312.26,320.82,328.08,320.70,313.85,304.51,299.01,303.37,303.49,299.50,299.76,288.56,268.76,276.41,299.07,288.72,273.69,271.49,279.71,293.06,288.42,306.75,281.47,265.73,247.94,239.23,226.96,214.25,215.09,210.74,212.67,201.64,216.60,228.72,238.45,223.97,236.83
2013-08-31 22:19:38.558000,L8,245.07,244.82,250.25,247.06,241.72,239.60,241.53,232.16,236.37,225.20,229.31,238.96,240.30,244.84,240.38,247.60,256.07,267.02,281.91,271.87,258.75,248.10,232.72,229.95,215.76,225.91,204.36,192.89,188.39,197.85,182.55,,,,186.11,198.00,194.31,205.22,204.73,217.17,219.14,235.44,247.12,231.98,249.14,263.66,292.19,311.62,323.66,329.86,324.35,320.06,303.31,300.00,305.93,302.35,298.77,300.72,286.92,271.16,287.26,289.40,290.17,275.54,273.80,281.46,282.54,287.05,305.09,284.09,265.12,248.17,230.96,225.82,217.84,213.74,214.79,209.86,215.02,219.46,229.22,234.66,227.94,257.41
2013-10-02 22:19:28.820000,L8,,,,,,,,,,,208.35,236.16,240.98,245.71,246.06,257.70,253.82,263.24,271.20,262.52,,,,,,,,,,,,,,,,191.43,192.09,202.25,202.19,211.32,214.90,230.26,246.88,228.49,245.38,257.71,283.75,311.63,324.13,331.26,319.44,309.12,302.47,297.81,304.97,301.23,299.52,296.27,288.68,271.76,285.78,287.03,286.64,275.51,273.99,280.41,281.85,286.77,304.21,283.49,262.48,241.96,222.06,222.39,210.91,208.16,208.74,200.62,204.65,210.55,225.92,230.31,222.59,244.87
2013-10-18 22:19:25.762000,L8,,,,,,,,,,539.30,227.33,241.67,245.39,250.28,244.80,251.82,260.03,271.49,,,,,,,,219.55,209.06,193.86,192.76,191.85,181.07,,,,186.84,197.76,195.90,208.72,206.57,216.20,217.82,236.63,249.71,231.53,251.62,263.87,283.74,314.96,328.65,336.13,325.86,314.83,307.47,305.95,309.31,310.77,308.30,303.12,281.38,270.49,273.57,265.38,272.57,269.90,267.34,270.53,271.53,280.41,297.76,273.60,251.42,,,,,,,,,,,,,
2013-11-03 22:19:20.378000,L8,240.52,239.62,245.50,242.72,238.06,237.33,239.30,228.14,235.45,220.23,220.88,236.37,239.15,244.92,240.74,248.18,255.55,265.60,277.24,268.68,254.59,244.11,231.34,227.44,213.91,217.48,196.76,185.04,,,,,,,,190.00,189.49,199.21,200.85,206.52,211.58,230.44,245.14,229.32,243.36,249.59,249.12,308.22,321.64,330.20,313.09,305.77,298.54,295.91,300.28,298.28,296.46,289.97,286.42,271.82,288.71,279.28,284.76,273.93,272.20,279.05,281.29,285.96,302.94,280.78,264.53,246.30,221.53,221.36,207.32,204.15,201.42,193.62,199.82,204.41,223.80,230.15,,
2013-12-05 22:19:13.005000,L8,246.76,245.59,250.94,247.88,245.40,240.35,241.02,231.20,236.49,221.86,219.92,240.64,239.81,249.23,244.51,251.58,258.15,269.72,279.77,272.29,260.06,247.49,234.66,232.10,222.29,222.46,203.03,195.32,187.86,,,,,,184.12,193.84,194.73,204.07,205.28,214.04,215.50,234.04,249.14,232.47,248.69,261.06,262.42,314.81,324.75,331.92,326.12,314.26,306.95,304.87,309.32,305.43,304.68,300.45,293.49,276.62,294.67,290.60,291.19,283.36,277.38,289.92,290.95,293.40,307.24,284.46,269.62,247.91,225.81,224.00,215.25,206.30,205.71,201.53,201.89,210.89,226.22,238.18,,
2014-01-06 22:18:54.881000,L8,280.03,256.55,275.66,267.46,259.88,260.15,257.59,269.47,247.47,254.36,268.70,286.33,261.93,263.52,258.80,288.32,281.11,297.46,311.51,302.73,292.05,276.55,273.87,278.84,267.41,258.63,252.51,238.97,227.68,241.56,219.91,201.52,203.17,205.91,220.38,230.63,234.12,235.32,244.00,255.80,253.62,255.79,275.23,276.73,280.28,296.45,308.92,327.15,344.11,361.40,349.50,345.70,334.10,327.96,328.09,329.94,329.30,323.73,317.31,308.87,314.10,318.73,312.59,307.28,310.90,313.33,312.23,315.91,350.96,321.67,306.85,283.32,261.72,251.11,248.40,221.00,213.69,222.19,217.35,222.25,239.41,260.82,276.99,296.59
2014-02-23 22:18:20.398000,L8,234.27,233.16,239.32,236.82,222.81,233.64,236.43,223.36,228.38,,220.33,233.91,237.38,241.41,236.21,244.74,253.10,261.98,276.08,266.23,250.67,240.78,229.59,223.79,212.07,209.71,187.52,,,,,,,,,,182.73,193.98,195.97,204.17,207.10,213.59,240.42,224.91,221.54,242.45,240.91,279.02,269.63,303.77,269.75,285.94,289.78,249.38,268.77,289.43,289.53,267.11,274.57,266.41,272.70,264.17,274.79,271.62,267.01,275.06,274.32,278.49,299.56,275.85,255.67,227.96,215.52,216.15,194.46,198.65,,,,,,,,
2014-03-27 22:17:50.001000,L8,244.30,239.64,247.89,242.71,238.52,240.97,244.30,232.00,235.24,223.43,222.77,242.80,244.21,250.42,243.57,249.96,258.17,267.49,285.20,271.66,260.58,250.91,232.65,230.18,214.89,225.71,203.53,192.06,188.32,197.93,179.56,,,,186.97,194.94,191.73,204.30,204.14,215.70,216.21,237.83,249.60,233.21,255.88,270.39,290.83,313.43,325.22,333.57,324.83,325.91,306.28,303.71,308.45,307.92,300.10,299.29,293.08,272.15,298.40,299.16,292.91,281.71,276.33,292.17,294.95,291.93,307.74,282.24,264.49,245.88,227.13,222.43,211.18,205.12,206.82,197.04,201.47,213.12,227.62,237.05,,
2014-04-12 22:17:37.464000,L8,250.34,243.13,253.59,250.36,244.55,243.02,247.74,243.33,244.95,226.54,229.80,248.11,247.76,252.71,246.07,253.52,259.36,274.86,292.99,276.66,266.23,249.88,,252.25,263.37,227.99,207.89,200.14,204.50,212.69,210.97,207.58,207.48,,198.56,208.45,226.06,212.02,214.53,226.46,247.68,,252.34,267.23,273.89,289.21,302.91,319.44,331.47,356.52,342.28,331.41,311.36,319.31,314.59,313.29,318.54,304.03,294.62,276.58,299.72,300.64,299.35,279.92,279.32,296.65,301.08,293.51,307.94,286.61,269.74,247.67,230.50,224.83,215.97,210.62,184.86,198.96,204.27,217.66,230.71,243.40,262.15,260.01
2014-04-28 22:17:22.576000,L8,235.36,233.17,242.32,235.51,227.99,234.01,235.20,225.04,231.33,218.05,208.39,234.61,236.08,243.01,238.38,243.60,254.61,265.33,275.49,268.68,257.08,244.09,228.71,228.05,214.90,216.69,198.33,193.44,183.45,,,,,,,190.55,187.30,199.90,199.08,208.40,215.17,230.87,244.74,228.49,241.93,254.22,249.15,305.96,318.49,324.53,313.47,308.17,299.32,294.51,297.18,294.66,290.26,285.96,283.87,271.00,274.11,272.79,279.39,272.09,270.37,276.55,277.99,281.88,301.35,276.80,255.28,231.08,220.08,214.46,191.85,199.76,,,,,,,,
2014-05-14 22:17:08.923000,L8,246.85,240.40,249.26,246.85,236.68,238.66,242.63,231.68,237.06,223.99,226.71,240.28,240.95,248.04,240.28,246.56,258.02,270.28,289.52,273.81,261.62,253.61,232.16,231.61,220.71,232.04,204.57,199.39,195.94,207.26,,,,,194.22,209.74,193.21,205.46,205.77,219.20,220.30,237.40,250.69,233.78,252.47,268.12,297.52,314.18,324.25,330.39,320.26,326.40,306.03,304.60,305.89,302.65,297.93,292.19,289.35,273.46,273.76,287.44,286.03,273.99,273.99,284.26,300.18,287.55,306.59,280.31,261.40,243.45,229.54,223.99,210.14,208.03,210.05,194.30,201.47,217.74,227.54,241.82,229.66,260.86
2014-05-30 22:17:11.184000,L8,,,,,,,,,,,,,,223.42,233.52,236.91,239.50,247.66,250.78,248.41,181.47,229.24,220.79,210.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.68,254.84,238.43,205.11,210.43,254.87,233.73,,,261.71,250.86,259.83,260.31,258.21,257.95,265.63,271.72,284.82,253.31,239.06,220.77,207.50,200.72,188.68,194.66,,,,,,,,
2014-07-01 22:17:22.417000,L8,332.56,313.89,313.18,288.66,292.87,305.84,305.58,305.15,294.71,292.21,286.01,298.43,304.12,307.40,309.93,312.17,331.19,346.76,350.22,347.73,338.68,341.52,315.22,304.80,305.56,300.46,286.68,285.36,264.45,257.86,266.48,249.58,346.68,357.04,262.11,263.07,264.62,272.47,283.30,281.42,290.12,376.98,375.42,343.07,353.18,391.65,401.89,362.54,443.78,454.27,485.05,420.15,408.75,437.52,417.65,357.69,349.71,348.96,446.94,433.76,356.29,344.64,422.23,435.34,507.38,430.52,372.00,424.20,422.54,395.82,409.51,402.91,447.27,388.25,381.55,374.36,357.09,374.35,315.51,416.66,420.09,442.90,326.56,326.46
2014-07-17 22:17:28.260000,L8,258.28,247.49,257.80,250.47,243.54,240.59,245.39,238.20,239.14,228.62,238.32,243.09,245.73,248.66,242.60,250.31,259.27,274.48,293.74,285.51,271.06,258.54,235.90,233.32,226.03,239.12,208.34,200.72,209.51,208.79,205.88,202.78,202.19,202.42,203.36,214.16,198.64,211.36,213.69,234.95,224.64,240.57,253.83,262.41,272.84,283.31,302.42,318.47,325.73,332.84,338.08,328.85,311.74,323.37,311.37,317.51,310.50,309.97,296.95,337.35,309.20,301.64,302.04,278.27,275.88,303.64,305.16,295.29,308.48,288.81,270.50,253.93,233.29,224.34,214.62,213.94,210.30,204.48,203.08,214.58,226.47,236.64,232.18,259.95
2014-11-06 22:17:49.451000,L8,302.38,222.44,303.81,292.56,242.67,247.91,247.07,233.34,238.11,226.20,230.63,240.77,244.84,251.09,244.04,251.08,256.68,263.96,281.19,268.93,256.53,245.89,233.01,227.19,216.64,216.80,197.12,460.24,416.24,346.28,,,,,195.56,280.73,321.16,376.22,437.59,527.31,211.64,228.48,246.34,228.96,241.98,303.25,292.36,,427.76,567.30,,,,,,,,193.25,288.58,276.01,286.58,286.18,290.27,281.11,277.70,293.19,298.21,290.67,305.30,298.89,,,,,,,,,,224.72,255.10,242.89,238.32,249.57
2015-02-10 22:17:27.012000,L8,,,423.94,354.59,215.10,272.69,283.76,236.82,242.09,224.54,230.07,243.59,211.10,,,,258.24,274.50,293.47,276.71,271.67,195.19,,,,238.68,215.57,203.06,210.23,210.43,196.82,201.37,201.55,192.90,,209.17,199.90,217.52,231.99,241.38,235.33,255.41,255.28,267.50,261.19,270.51,315.34,318.49,334.25,345.27,339.52,333.15,319.38,321.78,319.05,316.97,308.44,308.49,305.37,302.71,306.25,303.33,300.67,284.82,274.17,276.73,305.84,303.44,312.38,290.10,273.15,256.55,238.51,230.91,217.58,212.70,210.70,210.90,206.54,220.11,230.20,255.15,270.43,292.02
2015-02-26 22:17:23.009000,L8,256.68,247.17,257.36,252.83,231.91,243.32,244.92,236.30,240.93,225.46,228.44,246.16,246.12,251.80,246.08,251.79,298.01,,,,,,,,,,,,,,,,196.32,196.17,202.24,220.44,204.05,215.47,226.98,244.30,243.87,248.87,251.16,251.72,276.86,287.12,301.14,317.29,336.02,347.56,342.73,333.72,306.57,332.72,320.21,319.14,306.51,315.40,275.17,278.72,307.00,303.58,304.09,293.80,295.74,297.99,301.67,301.21,311.22,288.49,272.65,255.17,230.30,228.23,215.59,211.16,210.71,201.62,201.84,216.26,228.40,249.95,269.62,260.20
2015-06-02 22:16:44.532000,L8,302.75,314.14,281.42,276.23,268.05,279.80,263.47,255.65,257.91,261.65,269.73,275.43,280.76,295.44,278.15,288.38,303.30,326.96,336.91,334.18,326.94,334.37,316.02,306.18,288.31,280.03,278.23,258.81,249.59,245.25,240.72,251.72,253.52,245.57,251.86,262.23,266.32,271.81,279.56,282.27,283.31,286.41,295.64,303.27,311.29,326.94,347.18,363.26,372.31,371.92,356.59,350.02,364.56,359.91,366.94,355.31,355.52,341.37,344.48,348.77,342.86,340.91,344.34,343.17,337.97,346.14,351.52,351.21,359.66,324.19,315.48,294.49,284.26,261.07,257.67,231.78,246.96,253.41,257.33,272.40,280.89,287.74,308.84,326.60
2015-07-20 22:17:10.706000,L8,236.46,237.46,242.84,238.09,230.92,233.49,236.12,227.98,230.57,222.55,224.76,236.44,238.78,241.27,237.20,242.85,253.47,266.94,277.27,266.99,257.06,241.25,231.28,228.54,215.49,219.44,198.59,,,,,,,,,190.78,188.15,203.98,202.08,211.14,215.25,232.73,249.14,228.34,246.86,256.51,297.27,309.90,323.02,325.41,319.76,307.66,301.38,297.33,300.88,298.16,293.71,290.92,285.27,269.34,273.94,288.95,295.35,273.97,272.91,279.95,279.75,288.53,304.95,281.02,267.06,246.79,229.24,224.38,204.79,206.80,203.73,,,,,,,
2015-08-05 22:17:13.094000,L8,479.18,513.18,,,,,,,,212.24,221.59,244.51,240.26,239.30,241.16,245.42,251.36,265.14,277.21,269.33,256.18,240.82,232.38,228.06,213.91,221.97,198.07,184.96,,,,,,,,190.36,188.32,203.94,201.35,209.63,213.59,231.61,246.77,230.86,246.80,257.12,290.00,309.08,320.87,323.85,321.11,313.68,300.66,295.84,299.14,296.63,293.51,289.64,285.34,269.21,278.38,285.72,285.26,273.04,274.16,278.46,282.91,287.44,303.90,283.03,265.09,249.42,228.93,221.28,213.83,209.53,208.31,199.24,201.62,213.17,224.00,232.36,223.66,239.64
2015-09-06 22:17:26.976000,L8,245.19,250.14,248.07,249.53,239.68,241.05,242.28,235.26,240.84,224.76,232.36,242.68,246.36,249.54,243.29,250.15,258.02,271.55,286.16,272.14,260.42,248.22,236.36,232.05,222.88,228.92,207.22,197.80,195.63,201.50,206.19,187.28,,,,186.68,186.59,204.99,204.74,211.23,214.08,242.24,245.10,247.82,255.73,269.86,302.92,318.38,277.92,222.51,212.32,256.73,,,,267.96,295.98,301.75,295.49,279.25,272.04,285.30,282.21,276.03,277.70,289.15,289.26,295.91,311.52,288.33,270.38,253.49,234.37,228.82,217.03,211.37,207.77,207.86,206.52,220.66,230.25,248.83,229.96,258.66
2015-10-08 22:17:36.852000,L8,231.47,233.21,235.26,302.26,,,,,,,,512.05,374.00,262.80,242.98,250.75,259.64,272.64,285.51,275.15,262.26,251.39,238.84,233.66,226.35,233.67,209.61,197.79,190.62,201.70,182.87,,,,,,,,,,,,,,,261.41,269.63,315.97,336.36,351.83,337.14,328.43,315.89,327.54,328.58,321.41,311.48,308.65,306.51,305.37,306.95,307.71,299.55,292.50,290.44,302.14,302.74,302.41,311.46,290.59,251.10,227.14,213.26,211.33,195.44,195.17,189.11,,,,,,,
2015-10-24 22:17:40.820000,L8,243.95,243.54,248.81,246.03,237.64,238.62,239.88,232.21,238.98,224.09,227.04,240.09,242.51,247.52,242.99,250.04,257.79,270.25,283.46,272.50,260.32,250.26,236.65,231.52,224.19,226.34,205.90,196.53,190.58,197.39,184.23,193.57,,,192.87,196.07,197.29,211.58,211.32,221.62,217.70,238.64,253.08,236.90,263.41,276.34,301.31,316.52,332.50,340.20,332.23,326.79,308.90,321.54,317.00,318.45,311.94,309.37,305.33,302.43,305.44,304.07,292.56,282.52,276.64,278.54,274.86,284.05,302.31,289.31,268.06,253.16,226.47,233.90,219.15,215.59,212.02,210.16,210.98,220.38,236.64,253.64,229.16,291.66
2015-12-11 22:17:42.627000,L8,241.25,240.03,246.59,241.76,234.19,236.68,237.12,226.97,234.56,221.25,222.94,237.53,241.18,246.44,243.16,250.68,257.45,270.00,282.10,271.53,259.03,249.08,235.47,231.33,223.32,229.48,203.50,195.35,191.67,198.88,183.16,192.74,,,190.11,195.58,196.96,212.55,210.13,225.14,216.79,242.07,253.09,235.03,262.74,267.61,300.89,315.83,329.22,337.50,330.38,321.75,306.03,307.70,314.43,316.20,307.98,306.05,299.75,277.35,300.54,301.27,301.23,292.79,290.41,299.08,299.66,301.60,310.99,290.87,273.22,252.79,230.82,226.67,218.01,211.61,209.93,203.84,204.66,215.59,229.76,242.01,221.20,248.93
2015-12-27 22:17:43.409000,L8,234.30,236.45,240.19,233.97,227.50,233.03,234.17,224.43,189.37,216.60,220.99,233.89,235.80,244.17,240.32,247.60,255.86,264.45,279.73,267.04,252.51,244.23,231.27,226.73,214.78,214.35,192.64,,,,,,,,,188.33,190.47,203.79,202.31,208.33,209.91,224.74,247.99,227.71,236.75,246.75,244.09,306.52,323.24,327.89,312.31,294.36,295.56,254.74,301.05,293.19,293.36,284.25,281.37,269.89,277.53,272.58,283.38,275.47,273.56,280.53,276.69,285.67,303.19,281.63,264.48,243.45,220.69,220.62,203.53,201.21,201.99,,,,,,,
2016-01-12 22:17:40.472000,L8,,,,213.48,220.96,216.97,224.07,219.20,187.99,189.89,,233.17,243.89,240.73,236.95,243.95,251.60,259.13,272.67,262.57,190.10,236.17,225.59,223.52,212.28,204.97,182.67,,,,,,,,,,,,,,,,,,215.79,223.65,236.85,241.28,289.12,299.30,253.77,271.88,267.02,250.20,260.53,281.02,287.76,268.38,274.04,267.45,270.94,262.37,274.69,271.44,266.39,271.01,271.40,276.59,297.52,274.17,254.28,222.27,213.29,211.85,193.83,194.28,,,,,,,,
2016-04-01 22:17:14.685000,L8,234.81,241.77,253.01,247.08,231.92,239.90,239.92,224.43,234.90,217.89,,236.32,237.55,241.49,238.67,242.63,253.53,264.28,276.75,266.25,252.67,245.47,230.75,225.82,214.15,213.43,197.04,183.10,182.97,,,,,,,188.09,189.94,202.47,201.02,211.76,213.25,224.96,245.82,231.00,243.34,251.77,246.89,306.93,322.86,325.85,314.85,299.78,299.40,296.79,300.87,295.33,290.28,289.23,283.10,269.55,274.76,283.97,281.19,273.36,273.76,279.92,281.32,282.79,301.98,277.43,260.64,242.00,223.12,218.34,202.93,200.83,202.72,,,,,,,
2016-05-03 22:17:13.318000,L8,252.10,257.00,263.54,253.65,250.15,248.31,248.64,243.41,242.66,229.78,237.28,244.26,245.33,251.33,244.31,250.31,262.64,277.26,290.28,269.66,251.81,240.55,230.34,228.78,220.07,215.86,200.79,193.10,201.14,203.26,,,,,,185.13,186.38,199.73,201.43,214.25,213.31,216.10,242.27,190.14,211.89,239.75,241.23,310.69,325.97,324.61,265.51,259.11,268.59,249.45,291.49,291.00,288.81,262.50,276.32,267.56,271.34,264.87,271.23,270.02,266.75,274.64,273.87,278.99,298.97,276.55,259.66,233.45,221.34,217.55,197.37,202.99,203.23,,,,,,,
2016-05-19 22:17:11.230000,L8,246.07,243.92,251.34,247.63,237.47,240.01,240.77,234.00,235.10,225.63,225.94,238.97,243.71,233.78,,,262.42,274.17,289.68,272.91,262.66,255.31,234.85,230.33,236.40,242.77,206.14,193.11,207.41,206.19,184.18,,,,211.07,214.25,201.94,217.09,232.15,237.46,220.42,245.30,253.74,262.04,272.96,276.45,298.86,315.74,329.31,348.90,336.12,328.70,308.80,315.09,313.07,315.15,312.78,309.42,301.32,274.94,303.05,300.96,296.12,289.05,288.78,296.21,297.93,295.66,308.03,287.64,269.69,251.85,234.63,227.89,219.14,213.79,214.63,201.25,200.53,219.34,226.62,253.37,230.44,254.65
2016-08-07 22:17:37.552000,L8,,,,,209.41,238.77,234.90,227.86,233.40,219.56,212.60,237.09,213.86,227.73,231.78,239.24,249.53,263.40,280.70,268.00,255.14,248.40,231.48,226.95,214.51,225.82,200.33,190.13,190.47,196.75,,,,,,191.07,191.68,205.55,203.15,215.14,215.29,233.20,249.99,232.74,248.24,259.10,290.21,310.23,324.66,327.38,320.72,316.25,302.75,300.05,302.53,304.64,294.02,296.04,288.14,271.55,278.31,298.49,294.92,278.43,281.02,287.04,288.09,290.99,306.04,284.84,267.63,251.10,230.76,225.83,214.88,207.37,208.17,201.45,203.46,213.77,226.92,228.37,,
2016-09-08 22:17:48.858000,L8,245.97,233.20,227.13,212.00,218.93,226.86,227.13,217.73,221.85,,,225.96,230.32,237.88,234.29,242.93,251.95,263.29,288.39,269.58,254.93,238.60,,,,,,,,,,,,,,,,,,212.67,216.81,242.55,252.27,233.76,257.79,269.69,303.06,312.70,326.51,346.95,328.16,324.81,305.48,310.32,308.96,310.18,308.43,305.31,296.95,276.91,299.38,300.37,303.07,285.26,278.72,297.90,298.17,295.75,308.49,288.60,268.90,249.04,233.08,229.54,216.64,205.00,193.59,,,,,,213.29,236.89
2016-09-24 22:17:49.840000,L8,244.46,245.50,248.43,245.00,238.34,239.23,241.09,228.21,233.49,221.42,222.45,235.79,239.02,242.50,237.51,244.80,254.50,265.31,280.27,266.86,255.08,248.61,233.33,228.92,216.01,226.23,203.32,188.76,187.52,,,,,,,192.14,194.00,206.43,202.18,209.41,213.13,233.04,244.03,232.75,259.15,264.78,297.07,313.89,329.68,323.16,305.99,,246.29,249.76,292.75,301.60,243.18,282.54,272.86,273.03,297.85,299.15,271.98,256.13,269.69,277.26,219.69,301.09,295.39,276.24,269.38,252.14,238.83,227.81,211.40,207.10,206.50,205.03,208.38,218.77,228.18,248.03,226.09,249.47
2017-01-30 22:17:38.957000,L8,241.88,242.63,246.81,247.02,242.30,239.51,240.13,230.73,231.69,221.58,222.34,237.41,237.13,245.62,242.22,250.14,258.00,269.82,283.91,272.69,263.58,252.92,239.08,235.28,228.62,236.23,207.68,198.76,201.09,201.36,183.73,195.40,199.72,193.82,194.75,194.96,198.58,214.93,210.45,226.57,217.40,241.10,253.89,236.86,259.39,269.86,294.26,312.11,330.06,336.85,331.85,326.91,308.10,311.10,312.55,313.53,301.50,308.31,307.72,304.94,304.29,301.92,299.33,289.80,293.76,297.93,299.95,297.79,309.46,289.29,271.17,251.68,233.01,225.47,217.01,210.29,209.84,199.46,200.57,217.30,230.03,248.69,224.65,246.15
2017-03-03 22:17:25.727000,L8,253.78,257.55,259.20,253.69,255.78,253.46,251.57,249.88,247.02,235.89,240.14,249.56,252.25,256.49,261.07,267.92,278.77,289.34,307.06,300.25,291.64,275.27,281.44,267.00,261.51,256.77,247.99,238.84,229.91,226.38,226.19,222.27,228.11,227.90,233.82,234.80,237.34,242.96,249.28,256.02,260.94,266.82,272.47,283.14,289.84,300.05,315.40,329.88,346.43,365.24,354.81,346.13,343.62,342.16,339.89,336.41,334.92,338.43,341.65,343.28,326.55,326.59,328.91,331.39,334.94,340.30,340.98,348.81,351.26,347.71,317.29,305.25,288.14,276.25,277.33,273.19,272.04,265.79,273.17,266.66,296.72,320.34,313.67,361.35
2017-03-19 22:17:15.956000,L8,237.74,248.03,250.91,248.23,,239.85,239.97,234.97,239.14,225.52,227.78,240.15,243.55,247.70,242.98,251.19,258.71,270.49,285.15,271.77,261.96,251.55,236.74,232.10,223.18,228.50,206.84,195.41,193.40,195.30,,,,,,190.73,194.99,209.74,207.67,228.30,219.91,239.86,253.92,236.32,247.21,261.96,259.11,313.83,316.98,297.45,262.14,229.61,256.81,245.10,266.92,312.10,301.07,301.76,292.14,271.45,277.10,,,,,282.02,272.90,282.79,304.41,292.67,268.46,255.78,229.17,226.20,215.57,209.41,210.62,203.28,201.43,216.89,229.92,251.81,245.79,288.54
2017-04-20 22:16:59.468000,L8,249.96,254.23,255.97,254.58,249.34,246.65,248.03,241.51,240.51,230.24,233.33,239.52,244.66,247.58,246.44,252.27,265.40,280.02,288.99,270.82,262.73,260.35,238.29,244.32,250.68,249.12,216.99,197.53,212.94,198.74,184.68,187.11,,,,194.60,196.58,209.05,213.09,230.95,247.74,255.29,262.64,269.75,278.24,288.00,302.55,320.17,339.22,353.10,341.61,333.08,316.39,322.23,316.93,320.27,315.52,309.47,302.44,295.21,304.96,302.57,303.91,298.56,295.06,299.85,301.39,307.74,315.04,294.62,277.81,259.17,238.11,231.22,224.22,218.98,219.16,213.77,213.84,225.15,236.83,258.33,278.35,296.60
2017-05-06 22:16:55.401000,L8,257.43,258.99,257.99,254.88,252.60,251.41,249.84,247.86,244.72,235.91,239.67,245.00,247.60,253.64,253.88,262.32,275.04,287.68,298.18,297.69,290.28,266.38,275.03,263.35,257.89,253.66,246.48,232.53,230.11,222.20,216.32,213.40,213.46,217.75,220.48,225.97,231.38,232.72,242.21,248.95,256.34,260.40,267.96,274.39,284.81,293.40,309.02,327.27,346.77,362.73,349.56,340.13,331.03,337.05,331.83,328.36,325.46,326.40,317.87,328.21,314.50,314.48,311.73,307.05,323.65,312.25,338.94,344.71,323.85,311.71,281.71,255.58,229.62,216.50,200.16,198.93,196.83,190.24,198.98,222.42,239.62,264.35,277.21,258.45
