dates,satname,nzd0212-0000,nzd0212-0001,nzd0212-0002,nzd0212-0003,nzd0212-0004,nzd0212-0005,nzd0212-0006,nzd0212-0007,nzd0212-0008,nzd0212-0014,nzd0212-0015,nzd0212-0016,nzd0212-0017,nzd0212-0018,nzd0212-0019,nzd0212-0020,nzd0212-0021,nzd0212-0022,nzd0212-0023,nzd0212-0024,nzd0212-0025,nzd0212-0026,nzd0212-0027,nzd0212-0028,nzd0212-0029,nzd0212-0030,nzd0212-0031,nzd0212-0032,nzd0212-0033,nzd0212-0034,nzd0212-0035,nzd0212-0036,nzd0212-0037,nzd0212-0042,nzd0212-0043,nzd0212-0044,nzd0212-0045,nzd0212-0046,nzd0212-0047,nzd0212-0048,nzd0212-0049,nzd0212-0050,nzd0212-0051,nzd0212-0052,nzd0212-0053,nzd0212-0054,nzd0212-0055,nzd0212-0056,nzd0212-0057,nzd0212-0058,nzd0212-0059,nzd0212-0060,nzd0212-0061,nzd0212-0062,nzd0212-0009,nzd0212-0010,nzd0212-0011,nzd0212-0012,nzd0212-0013,nzd0212-0038,nzd0212-0039,nzd0212-0040,nzd0212-0041
1999-12-25 21:58:52.197000,L7,335.85,333.11,309.88,307.24,313.05,305.23,273.88,499.04,497.52,284.19,329.55,329.38,331.48,346.66,357.37,360.82,344.10,347.02,342.24,334.21,331.69,324.00,321.99,323.30,331.10,334.31,333.69,329.28,304.41,258.45,531.85,536.61,535.37,226.41,316.11,494.49,499.10,516.49,523.41,508.39,501.76,302.23,298.34,305.68,305.51,292.65,295.59,306.11,298.07,287.58,279.68,284.80,299.77,463.13,,,,,,,,,
2000-03-14 21:58:35.291000,L7,,,,,,,,,,258.95,273.32,252.14,221.51,194.23,,180.70,208.94,234.94,329.81,290.25,,,,,,297.81,318.05,315.11,240.26,237.97,,,,,,,,226.50,205.34,265.70,268.42,289.20,238.96,285.06,,254.42,277.05,277.88,281.85,222.31,218.93,,,,,,,,,,,,
2000-03-30 21:58:33.541000,L7,358.31,353.08,338.85,336.96,345.13,336.09,320.54,491.11,512.59,480.40,480.34,497.53,529.19,518.24,541.07,448.96,470.62,466.39,519.42,515.23,493.15,465.64,442.41,414.96,482.63,516.88,525.40,534.69,554.33,300.32,216.19,,493.89,508.93,505.43,488.73,434.65,531.20,449.16,517.23,523.09,513.88,475.00,509.89,242.49,443.20,504.87,536.36,486.21,467.00,507.43,508.33,530.09,,551.30,537.35,546.27,526.93,528.09,491.49,532.73,375.57,389.83
2000-07-04 21:57:38.483000,L7,231.76,306.31,,249.48,295.92,289.61,,,,,,,,,,,182.02,248.71,175.76,208.44,209.33,199.44,200.56,,,256.95,263.18,275.10,225.09,240.66,,,,,,213.68,253.11,234.62,251.91,190.32,,,,,,,,,,,,,,,,,,,,,,,
2000-08-05 21:57:08.715000,L7,345.70,342.56,333.70,337.68,338.19,332.77,309.06,249.05,185.60,287.36,308.42,273.53,225.02,213.43,175.97,194.83,232.57,282.92,287.06,261.78,247.05,245.57,251.61,266.85,244.33,301.34,316.10,324.64,290.69,289.46,199.31,513.51,509.00,457.02,529.57,494.77,508.00,280.29,502.02,468.31,269.90,490.84,484.23,419.60,444.05,466.34,454.69,449.93,438.86,435.46,444.07,432.03,418.98,292.60,303.49,520.73,505.39,503.17,494.55,456.49,457.02,463.97,461.96
2000-11-09 21:56:21.390000,L7,337.85,334.25,310.59,309.27,317.93,305.82,280.36,,,456.29,471.35,437.04,352.73,353.65,371.69,361.85,348.78,347.85,337.62,336.99,339.21,329.98,323.17,326.18,333.03,337.43,337.17,337.59,313.45,269.45,,,,461.42,,,241.21,261.95,320.36,334.22,420.58,502.26,,512.25,525.27,530.83,376.67,381.32,388.62,261.69,255.31,234.70,,,,,,,,,,489.28,455.77
2001-03-01 21:56:21.596000,L7,357.16,349.02,343.42,243.05,217.85,288.29,277.82,,,,,,,,,,205.10,359.40,357.93,354.51,363.48,358.21,350.32,542.22,543.05,507.95,523.84,360.52,338.20,285.26,204.69,,,273.89,329.78,342.07,345.22,318.12,322.85,328.26,301.81,313.61,299.59,313.62,315.73,316.37,303.00,319.58,320.63,277.27,281.86,310.41,323.02,,,,,,,,,,226.61
2001-03-17 21:56:16.575000,L7,338.26,337.93,314.86,321.18,329.84,322.58,290.66,,,265.97,300.90,271.91,242.13,202.24,,194.23,225.13,270.73,332.04,314.68,249.54,245.21,239.44,299.44,298.24,310.82,327.57,318.72,302.16,261.53,,,,199.97,300.72,254.86,259.77,250.84,271.46,261.26,246.23,,,,,199.89,274.67,269.76,254.78,214.12,236.77,220.14,197.13,507.75,,,,,,,,,
2001-06-05 21:55:40.577000,L7,324.57,341.84,331.29,328.30,332.56,326.20,289.80,249.19,498.96,452.46,439.42,,,,,175.67,204.66,267.32,210.26,241.36,227.06,229.12,230.81,211.80,222.07,285.86,293.63,289.03,241.95,265.10,180.81,,,,,245.62,269.94,249.36,252.60,237.13,218.67,,230.98,195.26,246.57,203.79,274.26,259.52,276.34,215.52,255.50,253.21,,,485.65,504.45,,,484.47,437.41,521.57,446.64,467.44
2001-06-21 21:55:29.297000,L7,412.43,450.94,457.42,465.24,456.40,403.74,412.12,441.64,332.06,493.46,,,,,,186.35,481.49,485.07,441.22,471.65,235.58,228.96,232.99,191.45,215.01,290.91,302.14,307.74,273.06,276.48,201.51,473.85,444.19,461.81,491.09,252.47,278.12,272.44,283.97,274.00,248.45,466.39,479.91,475.19,225.50,430.68,474.91,510.95,474.37,524.41,465.61,419.72,,,457.86,444.48,428.00,497.91,348.45,425.91,472.29,484.31,500.07
