dates,satname,nzd0420-0000,nzd0420-0001,nzd0420-0002,nzd0420-0003,nzd0420-0004,nzd0420-0005,nzd0420-0006,nzd0420-0007,nzd0420-0008,nzd0420-0009,nzd0420-0010,nzd0420-0011,nzd0420-0012
1999-09-04 22:00:33.926000,L7,291.12,274.34,308.54,301.20,296.42,242.00,315.94,285.91,325.04,350.08,321.86,296.38,225.53
1999-09-27 22:06:48.795000,L7,319.55,387.01,442.55,381.48,429.78,433.05,464.61,450.91,404.32,368.51,407.96,358.00,356.92
1999-10-22 22:00:28.631000,L7,408.72,418.67,437.77,435.36,396.33,446.79,449.35,424.96,428.73,419.14,383.33,369.25,362.29
1999-11-30 22:06:35.082000,L7,301.92,290.64,275.13,272.98,,,,,283.84,304.12,,233.51,278.52
1999-12-09 22:00:33.510000,L7,301.71,292.15,284.72,268.25,,,,,276.33,248.39,,228.02,271.32
1999-12-16 22:06:45.781000,L7,330.74,319.83,318.87,319.91,328.93,324.52,320.85,455.43,432.66,415.06,317.61,274.42,302.63
2000-01-26 22:00:26.187000,L7,303.16,311.03,295.41,274.28,,,,232.00,294.29,318.03,286.19,237.27,276.37
2000-02-11 22:00:21.827000,L7,314.73,309.04,309.13,292.60,251.26,232.73,261.67,301.93,317.41,310.25,327.83,248.34,310.69
2000-02-27 22:00:16.353000,L7,299.87,306.74,306.88,317.70,,223.67,324.77,293.18,331.66,325.70,315.14,,
2000-03-30 22:00:09.363000,L7,296.82,292.53,310.16,308.84,297.17,252.57,312.11,297.42,329.78,334.50,324.67,225.76,294.26
2000-04-15 21:59:55.745000,L7,198.78,248.83,283.38,279.38,234.34,244.19,,,293.75,322.02,315.02,221.23,158.15
2000-05-01 21:59:54.563000,L7,212.66,164.63,240.20,258.99,238.32,227.68,,,,304.67,306.58,223.38,165.22
2000-05-24 22:05:46.512000,L7,,,,,,,,,,309.78,311.13,209.23,150.79
2000-08-05 21:58:44.520000,L7,199.63,175.95,282.67,275.88,284.83,210.38,,,392.96,393.75,379.57,218.99,148.05
2000-08-12 22:04:53.965000,L7,318.39,287.54,312.34,303.81,296.45,259.99,182.84,280.52,326.53,338.12,333.70,235.55,179.59
2000-09-06 21:58:22.821000,L7,206.54,228.76,272.15,268.23,263.84,265.95,206.88,,,309.37,239.04,231.22,185.63
2000-10-08 21:58:00.300000,L7,299.17,293.61,300.53,302.09,284.43,237.64,290.74,282.29,318.47,325.61,319.05,260.94,288.42
2000-11-09 21:57:57.236000,L7,350.30,342.84,339.80,344.99,338.83,344.67,340.12,349.74,345.24,352.77,341.90,333.12,329.91
2000-11-25 21:57:58.896000,L7,299.75,291.50,291.72,271.81,,,,,269.13,231.73,,225.47,266.98
2001-06-05 21:57:16.389000,L7,,,,,,,,,,,292.89,215.38,
2001-07-07 21:57:00.006000,L7,,,,,,,,274.24,194.69,328.57,326.09,219.20,162.06
2001-08-24 21:56:24.380000,L7,,,,,,,,,,,285.43,229.58,184.93
