dates,satname,nzd0398-0000,nzd0398-0001,nzd0398-0002,nzd0398-0003,nzd0398-0004,nzd0398-0005,nzd0398-0006,nzd0398-0007,nzd0398-0008,nzd0398-0010,nzd0398-0011,nzd0398-0012,nzd0398-0013,nzd0398-0014,nzd0398-0015,nzd0398-0016,nzd0398-0017,nzd0398-0018,nzd0398-0019,nzd0398-0020,nzd0398-0021,nzd0398-0022,nzd0398-0023,nzd0398-0024,nzd0398-0025,nzd0398-0026,nzd0398-0027,nzd0398-0028,nzd0398-0029,nzd0398-0030,nzd0398-0031,nzd0398-0032,nzd0398-0033,nzd0398-0034,nzd0398-0035,nzd0398-0036,nzd0398-0037,nzd0398-0038,nzd0398-0039,nzd0398-0040,nzd0398-0041,nzd0398-0042,nzd0398-0043,nzd0398-0044,nzd0398-0045,nzd0398-0046,nzd0398-0047,nzd0398-0048,nzd0398-0049,nzd0398-0050,nzd0398-0051,nzd0398-0052,nzd0398-0053,nzd0398-0054,nzd0398-0055,nzd0398-0056,nzd0398-0057,nzd0398-0058,nzd0398-0059,nzd0398-0060,nzd0398-0061,nzd0398-0062,nzd0398-0063,nzd0398-0064,nzd0398-0065,nzd0398-0066,nzd0398-0067,nzd0398-0068,nzd0398-0069,nzd0398-0070,nzd0398-0071,nzd0398-0072,nzd0398-0073,nzd0398-0074,nzd0398-0075,nzd0398-0076,nzd0398-0077,nzd0398-0078,nzd0398-0079,nzd0398-0080,nzd0398-0081,nzd0398-0082,nzd0398-0083,nzd0398-0084,nzd0398-0085,nzd0398-0086,nzd0398-0087,nzd0398-0088,nzd0398-0089,nzd0398-0090,nzd0398-0091,nzd0398-0092,nzd0398-0093,nzd0398-0094,nzd0398-0095,nzd0398-0096,nzd0398-0097,nzd0398-0098,nzd0398-0099,nzd0398-0100,nzd0398-0101,nzd0398-0102,nzd0398-0103,nzd0398-0104,nzd0398-0105,nzd0398-0106,nzd0398-0107,nzd0398-0108,nzd0398-0109,nzd0398-0110,nzd0398-0111,nzd0398-0112,nzd0398-0113,nzd0398-0114,nzd0398-0115,nzd0398-0116,nzd0398-0117,nzd0398-0118,nzd0398-0119,nzd0398-0120,nzd0398-0121,nzd0398-0122,nzd0398-0123,nzd0398-0124,nzd0398-0125,nzd0398-0126,nzd0398-0127,nzd0398-0128,nzd0398-0129,nzd0398-0130,nzd0398-0131,nzd0398-0132,nzd0398-0133,nzd0398-0134,nzd0398-0135,nzd0398-0136,nzd0398-0137,nzd0398-0138,nzd0398-0139,nzd0398-0140,nzd0398-0141,nzd0398-0142,nzd0398-0143,nzd0398-0144,nzd0398-0145,nzd0398-0146,nzd0398-0147,nzd0398-0148,nzd0398-0149,nzd0398-0150,nzd0398-0151,nzd0398-0152,nzd0398-0153,nzd0398-0154,nzd0398-0155,nzd0398-0156,nzd0398-0157,nzd0398-0158,nzd0398-0159,nzd0398-0160,nzd0398-0161,nzd0398-0162,nzd0398-0163,nzd0398-0164,nzd0398-0165,nzd0398-0166,nzd0398-0167,nzd0398-0168,nzd0398-0169,nzd0398-0170,nzd0398-0171,nzd0398-0172,nzd0398-0173,nzd0398-0174,nzd0398-0175,nzd0398-0176,nzd0398-0177,nzd0398-0178,nzd0398-0009
2014-03-20 22:14:13.571000,L8,311.44,300.05,314.22,322.58,329.05,321.88,314.87,308.42,311.49,300.99,293.18,284.62,281.10,280.01,280.87,284.95,293.15,299.75,299.05,290.30,293.56,284.40,288.52,284.36,286.29,285.62,290.56,293.33,299.40,299.04,305.78,301.79,300.75,294.38,292.77,325.26,319.76,278.77,277.54,272.72,269.27,262.66,259.68,257.55,250.20,255.45,243.57,261.45,236.83,260.92,236.37,239.36,233.52,236.21,227.16,227.76,242.74,245.65,248.54,251.08,257.52,254.05,261.39,260.27,245.54,232.38,243.36,244.50,244.91,247.26,241.49,235.07,233.92,231.94,228.17,222.90,222.03,222.96,242.45,257.53,277.36,281.09,281.07,286.08,288.34,300.32,300.17,299.00,297.85,298.76,299.10,302.12,307.25,297.26,302.22,296.23,294.78,288.99,282.35,288.00,287.43,285.84,285.69,320.42,314.10,307.44,306.67,319.56,324.29,256.11,235.10,228.83,256.72,260.13,270.32,277.23,289.91,292.87,300.11,306.25,304.31,291.56,269.51,232.17,233.01,238.89,254.00,222.42,218.81,203.03,207.26,219.77,203.68,216.07,215.23,201.57,203.59,203.26,186.30,206.87,198.27,211.85,222.63,238.62,248.86,254.47,252.45,305.98,325.98,338.64,339.36,339.87,332.35,256.63,254.17,255.20,252.02,256.02,250.85,233.48,190.70,202.24,221.62,232.91,245.15,253.97,260.49,260.14,266.07,269.64,245.90,210.56,215.33,199.73,182.95,186.17,,,308.42
2014-05-14 22:19:08.687000,L8,340.59,371.38,327.34,330.44,347.72,349.51,344.71,352.50,353.84,346.27,326.04,321.72,304.49,308.38,305.63,315.69,321.06,334.04,329.12,318.34,317.46,324.90,319.38,320.18,317.49,320.88,322.51,323.39,329.93,329.68,333.97,329.16,339.98,331.34,330.88,317.37,310.77,297.63,303.04,298.06,284.37,278.96,285.55,288.48,288.85,267.84,262.40,257.79,250.68,255.51,258.61,261.60,259.85,261.69,261.74,256.95,248.18,265.49,261.18,256.83,257.73,263.27,276.26,277.77,281.13,290.07,285.45,297.93,304.10,304.65,307.59,328.33,284.18,296.32,290.63,286.63,289.77,286.46,289.48,295.38,293.74,300.28,306.85,309.88,316.74,316.90,319.37,323.78,320.60,333.38,333.39,326.98,321.48,328.63,320.99,316.72,316.39,317.56,315.93,320.54,319.06,324.58,297.27,300.64,299.59,301.00,287.58,297.84,296.19,293.33,318.52,322.88,322.92,323.92,325.14,333.43,323.03,328.37,337.78,351.83,315.74,367.80,216.65,275.18,257.75,260.20,262.48,245.88,238.29,,,,263.83,318.71,308.91,241.42,269.10,258.33,259.54,257.34,257.37,257.21,255.55,330.26,324.92,311.47,340.51,297.49,296.30,295.52,302.52,301.33,293.97,289.34,290.49,287.03,283.25,286.70,290.67,295.79,292.89,293.10,292.40,296.19,291.13,294.68,300.98,301.11,328.96,342.84,341.19,347.59,347.65,345.41,339.90,319.69,309.19,319.23,349.47
2014-05-14 22:19:32.642000,L8,340.45,372.69,328.37,331.53,348.29,350.99,345.36,353.43,354.71,348.01,326.63,321.96,305.97,309.02,305.46,316.56,321.89,334.41,329.52,318.25,317.85,325.42,318.41,320.78,318.23,321.18,322.19,323.97,329.72,330.04,334.04,329.54,340.27,331.57,331.09,317.84,310.71,297.56,299.39,297.83,284.73,279.05,284.67,289.35,288.78,268.38,262.66,258.26,251.22,255.92,258.63,261.82,260.04,262.04,261.92,257.58,248.18,264.98,260.93,256.94,257.68,263.90,276.35,278.15,281.06,290.38,285.64,298.46,302.66,305.10,307.41,328.56,284.11,296.20,290.46,286.69,289.93,286.69,288.54,295.77,293.26,300.45,306.89,309.86,316.61,317.21,318.80,323.97,320.46,333.89,333.25,327.09,321.29,328.82,321.35,317.02,315.97,317.82,316.14,321.25,318.73,325.20,297.78,300.53,299.50,300.86,288.06,298.22,296.56,293.29,316.97,322.09,323.15,323.94,324.22,333.45,323.56,327.76,337.58,351.46,327.11,367.59,216.45,273.90,257.97,259.63,201.78,247.05,238.38,,,,313.04,318.81,309.30,267.41,269.34,258.13,259.86,257.34,257.50,256.98,255.26,330.62,325.44,311.72,340.55,297.59,296.18,295.21,302.18,300.59,294.17,290.18,290.59,287.39,283.28,286.54,290.64,295.61,292.81,292.89,292.18,295.92,290.83,294.35,301.39,300.92,329.29,343.02,342.15,347.68,348.29,345.70,340.69,320.71,308.80,319.25,349.64
2014-07-01 22:19:22.211000,L8,323.20,324.43,336.45,341.21,346.43,341.84,336.96,328.74,332.84,324.41,324.72,332.28,344.11,314.63,316.64,329.93,331.50,325.71,328.84,320.64,318.91,321.69,333.39,296.97,312.48,331.24,331.18,330.92,335.79,343.11,341.07,333.79,307.09,334.32,320.79,292.46,286.86,284.37,315.33,273.94,270.99,263.89,261.96,255.13,252.81,248.56,246.15,249.78,248.67,240.05,239.93,238.83,226.57,238.20,232.39,232.33,242.31,244.74,247.15,254.26,254.65,258.67,258.42,274.31,253.77,215.72,219.29,216.71,227.25,233.31,234.90,239.46,230.33,234.34,229.23,228.74,223.54,221.19,236.73,260.33,284.64,296.48,300.35,302.88,307.43,309.73,318.51,349.27,350.91,344.52,333.29,337.42,327.59,297.44,293.47,292.39,290.19,287.23,289.37,277.99,280.59,278.58,278.13,276.06,274.77,272.48,271.62,269.60,257.60,247.71,218.38,210.43,244.56,251.57,261.20,257.95,271.02,270.29,278.36,172.12,284.96,,,,,,,,,,,,,,,,,,167.43,189.36,178.99,171.98,213.01,236.78,250.36,249.93,244.34,245.06,244.73,245.24,249.73,248.40,252.39,251.22,253.35,256.74,285.63,280.45,250.21,234.87,195.03,194.83,219.00,231.14,244.34,252.71,254.26,258.88,261.15,265.63,246.75,202.07,209.10,184.95,,,,,327.17
2014-07-01 22:19:46.174000,L8,322.43,324.12,336.64,340.87,346.39,341.54,336.91,328.68,332.41,323.76,324.32,331.16,344.03,314.53,315.74,329.46,331.10,324.68,327.91,319.97,318.48,321.43,333.37,294.50,312.50,295.95,330.44,329.77,334.94,342.33,316.11,334.58,326.80,334.19,320.51,292.11,285.29,284.80,315.00,273.48,269.48,263.42,261.30,254.58,252.24,247.67,245.53,248.51,248.12,239.59,239.69,238.99,226.37,237.97,232.19,232.26,242.09,244.31,246.80,253.68,254.09,258.61,258.29,273.52,253.74,215.66,218.19,215.25,227.06,232.58,234.48,238.86,229.75,233.79,229.78,228.94,222.70,220.69,235.79,258.92,283.40,296.12,299.86,302.13,306.82,309.00,317.31,348.74,350.67,343.77,333.24,336.35,327.50,296.83,292.92,291.82,289.88,286.67,288.98,277.35,280.14,277.96,277.98,275.66,274.55,272.00,271.28,269.07,257.77,247.17,218.37,209.80,243.75,251.10,260.77,257.36,270.49,269.74,277.88,289.94,284.66,,,,,,,,,,,,,,,,,,166.47,188.70,179.06,171.13,212.52,236.10,249.90,249.30,243.92,244.69,244.30,245.06,249.11,248.08,252.18,250.71,252.43,256.40,284.73,280.48,249.76,234.66,195.27,193.03,218.33,229.78,243.68,252.00,254.04,258.41,260.89,265.27,247.36,202.20,209.23,185.05,,,,,326.74
2014-07-17 22:19:52.017000,L8,318.50,319.60,323.40,329.98,340.14,333.58,328.09,321.27,321.43,309.96,300.87,292.88,285.25,284.16,285.47,289.45,297.63,302.72,298.95,291.61,287.92,289.01,287.57,290.30,284.60,284.38,289.17,296.01,299.70,298.22,305.18,301.86,301.19,293.97,291.81,280.20,279.86,274.42,274.47,268.12,265.25,260.56,258.45,254.67,250.31,242.44,238.48,237.96,235.73,234.35,236.04,232.77,230.17,232.32,232.41,229.64,242.16,243.45,250.07,249.82,254.32,255.22,260.22,261.67,253.72,231.45,239.29,225.07,242.06,234.22,236.65,235.67,237.82,229.20,243.41,224.53,224.41,220.20,237.66,253.13,268.89,275.02,275.65,280.12,289.89,293.18,298.77,297.26,297.54,297.87,296.76,296.72,297.65,298.73,296.19,294.96,290.02,290.77,285.08,282.75,282.20,280.65,278.78,278.99,275.62,277.42,276.23,275.17,267.97,258.28,234.19,223.80,258.60,261.37,273.87,278.97,285.23,298.10,302.39,305.50,310.24,282.66,257.26,225.28,228.85,236.94,255.78,233.25,224.61,229.77,202.84,182.97,,,,,,,171.18,198.37,193.64,197.88,217.95,239.03,242.89,247.29,242.61,242.44,243.81,246.19,246.76,250.86,252.61,252.67,253.69,254.22,254.95,254.96,252.45,237.46,195.98,187.99,215.88,222.18,243.49,251.38,258.12,262.05,267.45,278.96,266.87,223.77,253.66,229.74,197.62,193.51,,,315.95
2014-08-27 22:13:53.214000,L8,305.53,299.96,314.02,320.99,328.06,320.91,276.94,275.08,287.32,295.05,288.62,283.08,305.04,270.38,301.33,309.31,358.82,479.82,489.07,464.03,319.83,424.08,518.54,434.25,373.98,484.69,416.51,327.48,339.94,358.39,385.01,339.95,310.27,285.75,283.71,312.62,309.82,306.20,296.00,275.93,272.18,266.02,263.77,262.65,267.72,246.14,260.58,261.37,232.56,231.51,232.01,248.39,229.47,232.74,228.03,243.04,237.21,241.28,252.57,245.69,252.26,250.91,261.16,259.44,247.33,224.33,222.64,220.78,237.09,224.50,227.41,234.74,228.33,228.26,225.94,216.59,217.66,216.33,233.62,250.88,287.53,296.94,299.98,306.05,311.07,288.29,291.74,321.85,292.10,325.22,322.27,336.48,294.13,290.37,293.30,290.44,288.29,283.18,276.66,277.86,277.29,277.50,272.86,291.08,276.20,309.57,273.35,268.20,264.22,254.01,226.21,213.71,248.36,248.78,261.38,263.75,272.21,279.99,292.74,298.64,303.07,,,,,,,,,,,,,,,,,,,,,173.98,215.87,235.75,240.44,250.56,230.41,234.79,237.52,242.43,242.66,245.97,246.85,247.85,249.46,250.35,250.24,280.92,250.95,232.01,186.88,198.67,218.63,226.16,244.73,250.67,255.90,254.53,259.35,267.61,242.65,199.92,218.53,191.38,,,,,292.45
2014-09-03 22:19:42.686000,L8,312.79,321.95,321.17,329.45,337.40,332.78,324.22,317.03,317.36,308.49,297.92,290.62,286.45,283.19,283.93,286.41,293.28,298.12,290.58,290.89,288.67,288.92,290.46,290.58,292.79,294.26,299.08,299.53,305.51,308.17,315.24,309.23,306.58,298.07,295.10,290.00,287.05,278.95,274.83,271.80,267.23,262.88,259.72,257.16,252.93,248.12,243.78,242.05,238.56,236.44,239.24,235.55,234.35,234.38,235.04,232.39,240.34,241.36,246.17,244.47,251.11,251.89,259.98,263.74,259.08,227.49,229.81,228.75,245.91,230.72,237.06,244.51,241.56,239.50,230.67,227.08,229.20,227.39,242.91,259.06,272.26,275.70,275.07,280.65,287.80,294.50,332.50,299.19,300.82,300.81,301.90,300.03,300.72,298.46,297.94,297.92,295.96,291.55,287.95,285.86,285.78,282.67,280.52,280.73,279.16,278.35,278.75,274.48,270.93,265.67,235.05,219.52,268.27,259.86,272.50,301.01,301.56,309.00,311.40,196.92,205.84,250.53,246.64,269.24,232.55,243.20,257.28,225.12,226.05,225.13,210.43,182.83,,238.94,224.45,205.75,206.33,205.68,186.87,201.77,200.31,209.42,229.27,248.30,255.52,257.06,251.42,252.60,250.40,254.94,253.17,257.35,255.73,258.41,257.96,258.09,256.42,258.89,255.95,239.63,189.20,204.96,227.28,237.12,258.09,260.81,266.62,269.43,273.59,282.43,263.32,258.67,259.51,239.88,210.57,204.51,179.94,,314.01
2014-09-03 22:20:06.649000,L8,312.89,322.98,321.68,329.94,337.91,333.22,325.14,317.76,318.02,308.84,298.30,290.76,286.42,283.11,284.11,286.15,293.53,298.21,290.81,290.31,288.21,288.77,290.38,290.65,292.26,294.23,298.47,299.21,305.12,307.92,315.13,309.41,306.51,297.62,294.73,289.62,286.67,278.69,274.51,271.56,267.06,262.87,259.61,257.02,252.79,247.96,243.71,241.79,238.32,236.40,239.23,235.63,234.40,234.43,235.35,232.47,240.50,241.36,246.07,244.50,251.14,251.87,259.91,263.84,259.52,227.18,230.32,229.40,245.98,230.69,237.51,245.37,242.36,240.12,230.79,228.59,230.35,227.75,243.15,259.10,272.34,275.86,275.19,280.77,288.11,294.96,332.12,299.33,301.10,301.01,302.38,300.24,300.96,298.76,298.06,298.14,296.02,291.75,288.34,286.11,286.01,282.81,280.42,280.78,279.21,278.22,278.78,274.41,271.70,266.61,235.48,260.49,271.80,260.94,274.95,301.69,303.70,309.92,311.49,195.92,205.17,219.67,245.99,269.53,233.32,245.07,257.99,225.94,226.18,225.54,210.73,183.64,,242.72,225.76,206.66,206.44,206.03,187.81,202.81,203.47,211.34,229.87,249.31,256.32,257.52,253.73,253.37,251.22,255.50,253.39,257.69,256.01,258.71,258.56,258.48,256.65,259.08,256.28,240.60,191.10,204.45,227.57,238.16,258.79,261.24,267.05,270.32,274.71,284.79,267.52,265.86,261.87,245.21,218.80,209.05,193.39,,314.20
2014-09-19 22:20:06.551000,L8,306.69,300.00,314.91,322.98,329.00,326.74,349.93,315.12,340.69,306.31,316.49,315.58,305.53,303.11,301.43,288.72,308.66,322.90,326.07,321.45,312.01,306.61,310.00,318.69,323.45,328.85,329.34,301.77,340.29,331.52,349.82,345.38,323.05,303.11,299.16,297.35,297.26,281.40,279.17,277.56,277.36,272.20,262.75,268.25,267.61,280.00,252.84,240.13,266.89,260.42,260.38,260.08,239.08,235.21,233.95,239.49,246.19,256.73,253.75,263.64,261.10,264.67,260.04,273.84,268.47,226.51,234.84,212.17,231.48,233.86,241.52,237.36,235.42,235.15,226.71,219.80,222.74,219.51,240.67,258.14,271.43,279.25,305.42,298.61,290.46,317.51,332.12,330.13,327.17,336.36,328.80,336.30,296.62,300.64,305.78,321.93,329.63,328.25,298.05,306.65,308.98,310.79,292.91,306.43,295.04,305.17,304.12,286.63,286.76,279.73,233.96,222.45,254.64,254.94,269.16,325.52,287.86,343.31,299.89,310.06,307.41,267.55,229.67,231.73,225.52,225.67,250.52,223.66,211.99,213.24,204.09,177.36,,,,,,,180.61,198.96,179.15,197.32,223.47,244.29,251.75,252.16,248.33,246.99,244.24,251.49,247.65,253.39,259.99,257.38,260.20,258.21,296.78,292.79,276.64,253.23,181.73,201.23,224.66,235.33,255.38,296.57,266.37,268.61,269.88,270.37,239.46,199.62,216.65,193.72,,,,,310.23
2014-09-28 22:13:56.699000,L8,305.65,300.25,311.24,319.70,327.70,321.07,312.26,304.11,308.15,299.35,289.78,282.70,279.31,278.50,279.81,283.17,291.28,332.13,324.99,323.85,325.23,323.96,329.83,322.32,285.52,286.53,290.08,338.09,338.77,339.76,306.00,304.53,299.11,295.03,289.40,290.01,286.18,279.51,275.54,272.51,269.00,266.42,259.02,254.94,252.92,245.32,242.86,239.94,236.98,240.18,241.91,251.86,259.42,256.93,229.53,229.65,251.59,248.64,253.29,250.34,253.38,251.63,257.79,260.22,247.36,226.82,226.05,220.82,230.33,230.02,238.36,234.66,232.97,236.04,226.28,218.82,220.59,219.96,239.24,253.27,271.20,271.67,273.16,279.86,299.74,293.11,297.91,296.47,293.85,298.34,292.17,299.34,297.86,295.34,292.55,291.80,291.66,286.31,280.62,281.01,280.22,278.21,323.64,314.70,321.00,317.07,302.42,324.49,257.40,252.28,228.58,218.30,247.85,251.71,262.95,269.21,279.06,290.52,301.76,306.28,306.88,284.81,243.97,264.45,226.06,232.53,251.47,222.84,223.46,218.46,203.89,174.93,,219.10,215.43,195.20,202.28,195.39,181.71,200.53,196.39,206.74,225.66,243.63,247.75,252.39,247.93,244.53,245.38,246.32,249.22,251.64,253.09,253.25,254.01,253.41,252.78,255.88,254.92,232.43,183.32,200.27,220.61,233.57,250.67,257.19,262.67,261.04,267.80,272.35,245.21,202.40,226.75,209.98,182.92,184.80,,,306.41
2014-10-14 22:14:02.495000,L8,297.20,288.57,303.91,312.99,320.93,312.39,302.15,296.36,300.52,291.80,284.22,278.17,275.64,273.87,275.32,280.65,288.43,293.95,286.61,286.62,282.50,280.46,279.04,280.37,280.76,284.76,286.11,292.23,296.68,296.55,301.40,302.54,296.99,289.83,282.97,281.98,278.62,278.09,269.12,269.11,260.45,256.61,254.03,244.99,239.09,228.32,223.73,225.41,219.70,222.16,229.92,231.36,227.62,226.23,221.60,218.04,227.60,227.03,231.95,209.71,225.06,,,,218.11,219.98,218.73,207.65,228.90,216.49,221.56,226.24,228.09,227.39,206.11,212.16,180.68,219.46,230.83,228.94,230.03,237.18,260.23,262.80,255.63,232.03,196.89,204.20,261.23,285.52,290.34,295.78,298.61,264.79,194.85,211.61,252.59,272.70,224.02,212.73,258.33,279.20,259.64,272.84,272.59,269.19,271.55,267.90,244.99,241.13,220.05,212.59,238.96,242.39,255.48,237.11,255.28,271.49,280.64,293.19,288.41,,,,,,,,,,,,,,,,,,,,,,219.15,236.21,245.50,246.13,240.07,236.91,237.82,240.15,235.45,243.06,244.20,249.23,249.12,243.31,240.73,239.86,193.09,,,,,,,,,,,,,,,,,,,,299.91
2014-11-06 22:19:49.237000,L8,303.17,296.87,308.95,316.80,324.04,316.42,309.32,301.94,306.51,298.85,289.01,282.26,279.78,278.40,283.85,284.61,291.71,297.20,298.01,293.18,288.71,284.12,283.49,283.55,285.08,294.99,289.80,295.70,298.22,299.21,304.70,308.11,296.84,291.49,285.71,281.62,275.59,274.60,274.95,269.76,264.05,260.53,256.58,252.95,248.80,241.82,240.02,237.13,235.45,235.16,233.07,231.93,230.60,230.88,227.73,225.85,244.20,248.79,247.97,248.40,254.63,253.31,256.52,260.78,245.90,224.86,236.02,235.04,239.22,229.23,229.99,235.85,230.20,228.03,222.23,216.21,219.55,216.47,243.18,259.80,279.49,278.98,288.10,284.97,286.30,292.06,298.28,303.83,298.66,307.02,313.54,320.66,302.71,303.49,295.98,298.72,290.79,285.45,281.14,284.00,278.54,299.23,277.76,275.47,275.96,275.74,278.25,273.08,255.08,253.47,224.18,218.10,252.32,254.89,265.07,268.24,278.03,290.00,300.13,306.65,310.97,288.20,264.69,234.68,224.64,229.03,252.10,192.97,211.48,198.70,197.98,166.93,,,,,,,181.90,204.00,184.83,201.29,225.68,244.16,247.94,252.53,250.48,249.78,248.19,249.54,257.59,256.20,254.04,256.97,255.57,256.14,257.23,261.54,256.09,233.94,187.69,197.64,218.79,228.56,246.70,253.78,264.49,263.78,267.85,272.57,239.45,201.99,223.11,204.88,173.15,,,,305.12
2014-11-06 22:20:13.200000,L8,303.42,297.45,309.32,317.13,324.49,316.95,309.88,302.51,307.09,299.42,289.36,282.61,280.26,278.73,284.51,284.95,291.83,297.48,298.44,293.89,289.37,284.31,283.77,283.82,285.41,309.27,290.08,296.32,298.34,299.36,304.88,308.70,297.01,291.79,285.83,281.91,275.65,275.02,275.33,270.11,264.42,260.65,256.49,252.93,248.74,241.67,240.04,237.24,235.63,235.11,233.19,231.93,230.67,230.80,227.88,226.13,244.09,248.61,247.70,248.11,254.40,253.01,256.50,260.52,245.80,224.96,235.76,234.96,239.09,229.15,230.02,235.98,230.20,228.01,221.72,216.17,219.50,216.50,243.37,259.98,279.66,278.76,287.92,285.51,286.20,292.02,298.42,303.84,298.87,307.31,313.38,320.72,302.82,303.38,296.30,298.77,290.66,285.29,281.19,283.90,278.41,301.89,277.81,275.27,275.91,275.57,278.48,272.88,255.32,253.60,223.99,218.50,252.53,255.30,265.32,269.29,278.85,290.89,300.76,306.92,312.19,288.69,264.73,234.96,224.86,229.86,252.06,217.57,211.80,199.13,198.06,166.13,,,,,,,182.92,204.29,187.21,202.26,225.93,244.22,248.18,252.56,250.25,249.75,248.16,249.59,257.98,256.30,253.96,256.81,255.49,256.03,257.34,261.69,256.02,233.56,188.06,197.87,218.86,228.70,246.80,254.00,264.94,264.40,267.82,272.78,239.46,202.06,224.56,205.39,173.68,,,,305.34
2014-11-15 22:14:01.388000,L8,308.79,302.63,315.94,322.78,330.20,321.95,313.68,309.45,315.12,304.59,295.41,289.06,283.04,281.70,282.45,286.38,293.97,304.86,299.52,295.62,294.60,291.20,293.46,290.95,291.78,292.19,295.48,301.69,319.64,347.84,349.82,349.15,349.61,291.97,286.05,284.80,278.92,277.40,274.17,271.53,266.19,265.39,259.95,258.41,253.98,247.52,244.01,241.15,240.18,244.16,244.30,234.56,235.60,233.64,226.50,226.72,253.50,253.22,264.78,258.26,255.98,258.09,257.39,280.06,251.28,229.84,236.44,242.82,253.24,227.14,230.66,244.79,243.91,229.28,220.37,216.92,219.24,220.17,241.52,259.64,272.24,275.76,279.99,293.92,290.03,294.46,299.64,300.31,302.66,298.60,297.55,301.59,300.08,304.09,303.48,310.38,293.45,291.47,285.97,289.23,283.46,282.84,280.01,282.86,281.68,278.61,279.93,277.00,259.30,254.50,237.51,222.01,255.32,259.31,270.69,275.61,289.23,297.97,302.56,309.00,177.12,217.60,240.51,263.67,231.04,235.74,253.21,222.85,223.97,223.00,212.19,184.35,,218.65,207.06,198.45,200.86,189.50,178.62,198.11,180.25,196.60,225.82,239.30,252.96,259.52,255.33,252.59,251.16,258.02,253.92,258.44,256.60,260.02,257.98,258.28,253.58,257.31,255.61,236.69,190.16,200.04,220.02,228.75,255.45,261.79,263.77,261.80,274.24,270.81,240.75,201.14,213.23,195.69,,,,,311.50
2014-11-22 22:19:45.715000,L8,286.33,291.00,305.52,314.71,319.97,310.91,312.35,307.42,317.17,328.86,323.39,288.11,290.14,293.07,302.12,285.22,314.82,321.85,303.36,305.78,297.17,291.60,299.16,300.66,302.31,298.42,301.48,305.27,305.26,302.45,314.54,286.74,285.05,285.47,285.89,279.82,300.86,278.04,255.91,214.68,241.31,268.27,268.38,251.22,244.20,238.73,227.48,217.24,217.67,235.80,237.96,237.51,234.18,231.14,232.32,225.38,237.64,237.78,242.46,246.18,253.59,256.08,265.82,270.69,275.05,225.12,244.58,249.27,226.12,225.84,227.15,234.23,233.12,224.58,212.88,215.07,216.92,261.98,278.62,277.09,275.67,283.57,280.74,288.04,295.41,303.32,308.74,317.15,315.90,311.86,309.03,307.16,312.14,306.47,322.97,308.80,317.85,299.03,306.68,306.94,309.50,303.70,303.96,299.46,294.34,292.48,292.24,280.94,290.10,254.24,228.11,216.62,250.72,254.43,262.93,270.07,278.43,333.03,299.27,333.38,301.20,281.67,250.22,249.70,224.94,225.64,246.80,199.74,,,,,,,,,,,,,,178.84,193.45,231.82,243.77,256.82,268.13,244.89,254.34,252.74,265.23,261.65,275.17,277.47,265.67,277.91,281.08,269.20,258.42,232.27,178.18,198.20,217.54,228.02,248.12,254.98,290.57,280.38,301.24,267.45,234.15,195.86,207.90,183.10,,,,,309.98
2014-12-01 22:14:00.103000,L8,306.05,301.97,312.05,319.52,325.81,320.52,311.42,303.40,308.31,300.87,291.87,284.29,279.97,278.13,278.86,284.46,292.38,302.75,294.19,290.19,286.80,288.21,286.58,285.24,284.93,286.95,289.73,294.44,296.88,299.02,303.91,301.19,296.56,292.29,288.32,284.13,277.97,275.21,273.99,270.18,265.23,262.72,257.43,254.04,250.57,243.97,243.53,240.93,245.54,244.62,241.73,237.38,234.00,231.88,222.08,224.39,244.12,251.92,255.99,251.07,252.35,253.48,259.46,261.23,247.04,231.08,241.57,251.76,256.34,228.19,229.26,235.50,235.64,230.59,219.35,216.69,219.35,217.86,241.35,259.83,283.13,296.57,294.46,287.33,297.45,298.22,301.68,297.60,297.42,301.72,291.99,300.57,297.19,302.66,295.96,295.40,291.31,287.24,282.26,282.02,280.67,278.45,278.80,278.70,276.63,274.47,275.71,273.23,257.61,253.54,224.89,215.68,254.00,257.38,268.28,274.46,283.70,292.86,300.40,193.42,203.62,221.56,241.88,242.99,226.34,233.77,255.34,219.85,216.11,217.20,204.38,179.37,,,,,,,179.74,197.41,178.54,199.72,229.90,243.88,249.48,255.99,250.38,250.67,245.97,248.29,248.38,250.74,251.86,252.97,256.80,254.65,253.22,259.56,255.59,236.24,185.89,203.05,223.31,231.58,254.27,260.62,265.41,265.06,269.33,273.57,241.35,203.44,223.49,195.64,,,,,306.57
