dates,satname,nzd0508-0000,nzd0508-0001,nzd0508-0002,nzd0508-0012,nzd0508-0013,nzd0508-0014,nzd0508-0015,nzd0508-0016,nzd0508-0007,nzd0508-0008,nzd0508-0009,nzd0508-0010,nzd0508-0017,nzd0508-0021,nzd0508-0022,nzd0508-0003,nzd0508-0004,nzd0508-0005,nzd0508-0006,nzd0508-0011,nzd0508-0018,nzd0508-0019,nzd0508-0020,nzd0508-0023,nzd0508-0024,nzd0508-0025
1999-12-16 22:07:33.708000,L7,249.53,289.01,272.91,170.87,262.00,213.42,229.00,225.95,,,,,,,,,,,,,,,,,,
2000-12-18 22:05:01.704000,L7,254.71,287.18,,260.43,268.96,280.03,,,286.65,278.63,234.50,238.04,,,,,,,,,,,,,,
2001-01-03 22:05:00.181000,L7,254.51,294.37,271.64,,180.76,189.04,222.78,197.13,,,,,150.79,201.96,214.13,,,,,,,,,,,
2001-02-20 22:05:00.525000,L7,244.43,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-15 22:03:26.328000,L7,465.83,479.16,499.17,306.73,303.52,301.41,302.50,294.93,167.96,180.98,267.91,303.83,294.83,275.57,270.56,492.12,271.64,275.28,277.35,305.60,297.43,281.06,283.40,280.92,277.61,
2001-11-03 22:02:58.699000,L7,490.22,497.94,330.68,399.58,397.72,397.33,396.15,356.61,398.48,396.04,402.90,400.56,400.62,382.34,364.47,505.59,397.78,403.27,401.46,402.19,413.02,360.14,391.27,346.11,318.85,314.59
2002-03-11 22:03:31.366000,L7,245.91,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-08 22:02:51.522000,L7,270.41,268.37,301.60,159.38,176.08,242.27,217.28,192.15,,,,,,254.05,,,,,,,167.40,238.98,215.73,,,
2002-12-24 22:02:57.022000,L7,247.75,295.14,285.35,259.56,258.55,286.62,242.36,262.16,,,,,161.16,,,,,,,,184.86,187.68,146.38,,,
2003-08-29 21:51:49.928000,L5,269.59,305.61,308.27,327.24,342.74,340.10,342.83,340.48,348.62,344.35,333.42,334.63,342.78,329.92,326.40,292.96,321.32,347.64,355.32,334.53,346.48,280.86,,326.74,339.57,335.86
2003-09-30 21:52:18.101000,L5,331.62,336.00,337.00,387.18,377.99,375.39,360.54,367.15,376.00,388.94,385.38,375.54,363.35,354.04,380.01,329.35,340.08,367.39,372.74,443.61,364.72,358.77,354.95,384.48,397.08,388.41
2003-11-17 21:52:57.120000,L5,327.30,333.17,326.40,342.65,349.60,346.97,354.70,352.60,352.34,347.66,338.64,339.01,358.84,347.21,344.91,317.36,322.54,347.69,357.93,339.43,362.34,358.43,354.92,346.10,355.37,353.25
2004-01-20 21:53:24.777000,L5,322.25,328.94,314.87,345.87,341.58,339.19,342.90,338.36,352.01,352.28,339.38,347.06,342.29,258.32,318.87,305.85,323.47,348.22,355.05,341.34,344.52,331.24,332.02,,,
2004-04-25 21:54:35.260000,L5,,,,269.71,,,,,291.09,232.57,238.78,283.38,,,,,,253.71,316.90,303.24,,,,,,
2004-06-12 21:55:59.429000,L5,,,,306.03,265.45,201.63,193.98,188.67,327.22,230.89,,234.01,,254.44,305.49,,,318.69,318.12,315.28,313.43,238.02,309.78,296.89,314.55,300.20
2004-07-30 21:57:15.668000,L5,,,,261.61,199.22,200.77,226.86,192.30,251.39,,235.37,232.22,,291.79,301.79,,,311.43,300.08,263.28,,,282.09,291.28,311.88,
2004-10-18 21:59:11.702000,L5,332.47,338.61,322.61,346.24,350.84,352.56,348.63,346.15,357.93,352.42,344.70,345.09,349.40,337.65,333.23,313.15,332.67,355.49,363.17,346.68,353.33,351.11,346.04,334.71,342.95,343.58
2005-01-22 22:00:50.292000,L5,331.32,338.61,327.93,355.03,357.90,358.45,355.23,353.95,360.21,353.36,345.62,346.93,354.66,338.15,335.15,317.18,324.47,353.86,365.04,350.17,353.57,349.83,343.97,336.17,345.95,343.87
2005-02-07 22:01:03.020000,L5,302.25,313.48,304.13,,,,,,325.42,320.28,288.56,,,179.54,243.64,283.74,293.14,321.44,332.80,,,,,199.87,196.25,
2005-03-11 22:01:31.683000,L5,,,,302.36,304.03,264.95,249.39,211.62,286.01,135.72,,,184.61,288.96,294.31,,206.30,250.38,283.34,197.76,301.59,252.67,285.49,291.33,299.08,
2005-05-14 22:01:54.308000,L5,,,,308.77,232.25,204.12,231.61,191.74,257.93,221.61,228.70,212.88,268.18,230.46,294.25,,,252.80,244.73,293.32,307.11,242.64,279.29,275.94,146.67,
