dates,satname,nzd0021-0000,nzd0021-0001,nzd0021-0002
1999-10-04 22:10:38.131000,L7,270.08,236.91,
2000-09-20 22:08:03.348000,L7,268.90,221.06,278.59
2000-11-07 22:07:53.532000,L7,268.15,217.96,319.17
2001-03-15 22:07:52.114000,L7,465.72,466.78,470.37
2001-11-26 22:06:09.518000,L7,349.98,313.09,472.09
2002-02-14 22:06:29.522000,L7,400.51,397.35,395.79
2002-08-09 22:05:46.029000,L7,,,326.80
2002-11-13 22:05:30.425000,L7,434.71,414.40,425.63
2003-01-16 22:06:02.914000,L7,267.25,203.42,
2004-05-18 21:58:14.785000,L5,319.17,293.32,312.14
2005-01-13 22:03:41.143000,L5,354.06,322.88,338.80
2005-02-14 22:04:09.465000,L5,396.99,384.62,388.63
2005-04-03 22:04:40.528000,L5,348.28,312.02,305.23
2005-04-19 22:04:43.597000,L5,372.79,316.24,348.08
2005-09-26 22:05:42.687000,L5,381.25,343.91,361.44
2006-02-17 22:08:11.136000,L5,371.28,324.04,349.91
2006-04-06 22:09:08.139000,L5,,280.17,273.09
2006-06-25 22:10:20.606000,L5,324.42,296.53,329.77
2006-09-13 22:11:23.474000,L5,339.81,282.54,305.46
2006-12-02 22:12:34.352000,L5,298.90,255.91,271.31
2007-01-03 22:12:49.248000,L5,249.53,202.43,196.81
2007-10-02 22:10:31.289000,L5,331.45,298.00,328.60
2008-11-21 22:01:05.982000,L5,327.19,286.06,292.68
2010-01-27 22:08:26.527000,L5,377.61,328.00,352.65
2010-02-12 22:08:30.110000,L5,373.40,327.77,351.50
2011-01-14 22:07:31.728000,L5,353.93,308.82,323.64
2011-02-15 22:07:34.670000,L5,325.92,284.72,294.89
2011-09-11 22:06:09.236000,L5,351.22,309.46,344.80
2013-04-25 22:19:21.025000,L8,189.49,272.24,324.07
2013-05-11 22:19:31.249000,L8,285.34,272.89,325.09
2013-06-28 22:19:33.252000,L8,251.26,270.73,326.47
2013-07-14 22:19:34.707000,L8,249.98,214.31,319.75
2013-08-31 22:19:38.558000,L8,291.37,269.27,319.45
