dates,satname,nzd0193-0000,nzd0193-0001,nzd0193-0002
1999-07-18 21:58:49.681000,L7,292.84,309.89,304.54
1999-08-12 21:52:44.265000,L7,292.14,284.44,285.81
1999-09-29 21:52:52.243000,L7,312.51,312.74,323.67
1999-10-15 21:52:49.322000,L7,306.50,304.40,309.37
1999-12-09 21:58:57.676000,L7,394.37,385.79,379.87
2000-02-04 21:52:37.377000,L7,305.94,301.91,313.41
2000-02-20 21:52:29.720000,L7,302.33,289.85,300.09
2000-03-14 21:58:35.291000,L7,297.63,297.90,306.14
2000-03-30 21:58:33.541000,L7,302.44,296.23,280.80
2000-05-17 21:58:07.485000,L7,435.02,441.33,464.62
2000-08-05 21:57:08.715000,L7,281.34,,
2000-08-14 21:50:56.232000,L7,345.37,342.69,351.62
2000-09-15 21:50:25.712000,L7,322.52,317.81,312.25
2000-09-22 21:56:29.431000,L7,310.65,307.92,316.81
2000-10-17 21:50:01.277000,L7,306.65,302.71,319.28
2000-12-20 21:50:16.996000,L7,303.16,298.04,307.17
2001-01-05 21:50:16.585000,L7,307.30,310.13,309.37
2001-01-12 21:56:30.696000,L7,259.18,,302.62
2001-03-10 21:50:10.732000,L7,323.12,311.67,319.11
2001-06-05 21:55:40.577000,L7,307.10,312.54,319.41
2001-06-21 21:55:29.297000,L7,321.92,321.54,344.97
2001-06-30 21:49:12.248000,L7,289.31,301.82,242.65
2001-09-09 21:54:36.880000,L7,305.25,306.28,310.34
2001-09-18 21:48:17.356000,L7,454.67,456.95,471.24
2001-09-25 21:54:28.694000,L7,306.08,300.67,308.21
2001-10-11 21:54:09.862000,L7,305.10,299.82,304.00
2001-11-05 21:48:14.934000,L7,294.33,295.28,273.82
2002-01-24 21:48:42.967000,L7,309.05,308.90,313.56
2002-01-31 21:54:50.570000,L7,302.27,295.95,301.11
2002-02-25 21:48:47.943000,L7,304.21,301.52,308.91
2002-03-20 21:54:48.224000,L7,302.51,296.79,295.18
2002-03-29 21:48:39.145000,L7,305.45,301.02,301.59
2002-06-01 21:48:28.245000,L7,301.27,176.39,318.42
2002-08-27 21:54:00.253000,L7,357.55,361.34,372.37
2002-10-07 21:47:33.100000,L7,316.63,309.82,323.45
2002-10-14 21:53:43.769000,L7,307.54,299.64,308.65
2002-10-23 21:47:39.211000,L7,307.74,303.46,309.96
2002-11-08 21:47:44.401000,L7,374.83,302.89,320.91
2002-12-01 21:54:16.937000,L7,279.64,,
2003-01-18 21:54:30.278000,L7,302.47,290.04,293.80
2003-03-23 21:54:40.711000,L7,315.11,401.31,387.20
2003-04-24 21:54:46.433000,L7,293.73,295.09,294.03
2003-05-03 21:48:37.175000,L7,296.28,302.90,292.91
2003-05-10 21:54:46.466000,L7,304.55,298.50,305.25
2003-05-26 21:54:43.917000,L7,298.48,298.48,288.09
2003-07-21 21:42:33.857000,L5,295.97,303.18,306.49
2003-08-06 21:42:51.203000,L5,304.31,310.28,312.85
2003-08-15 21:36:48.503000,L5,306.03,304.35,305.24
2003-10-25 21:44:04.226000,L5,291.59,299.88,298.11
2003-11-19 21:38:14.402000,L5,329.74,332.15,333.57
2004-03-17 21:45:08.368000,L5,292.34,289.71,296.03
2004-04-02 21:45:18.969000,L5,297.53,290.77,304.64
2004-04-18 21:45:49.558000,L5,295.98,289.37,302.72
2004-05-20 21:46:44.438000,L5,303.60,304.17,310.22
2004-07-07 21:48:09.180000,L5,299.69,303.90,308.91
2004-07-23 21:48:33.165000,L5,299.43,301.46,301.41
2004-08-08 21:48:50.888000,L5,290.07,300.49,300.39
2004-09-25 21:50:07.312000,L5,294.79,298.14,291.83
2004-10-20 21:44:28.706000,L5,289.84,286.47,290.77
2004-10-27 21:50:47.740000,L5,294.15,301.51,300.67
2005-01-15 21:52:09.437000,L5,279.26,276.92,278.61
2005-02-09 21:46:19.482000,L5,288.22,284.52,292.10
2005-02-16 21:52:37.927000,L5,282.02,282.05,287.22
2005-02-25 21:46:35.721000,L5,298.92,295.11,300.79
2005-03-04 21:52:52.217000,L5,240.88,282.74,293.78
2005-03-13 21:46:47.612000,L5,304.34,302.00,306.15
2005-03-29 21:46:54.602000,L5,311.46,309.87,314.31
2005-04-21 21:53:10.893000,L5,297.85,288.14,298.75
2005-04-30 21:47:03.060000,L5,333.01,330.82,335.28
2005-06-01 21:47:18.718000,L5,303.76,298.36,306.77
2005-06-08 21:53:33.007000,L5,294.34,302.59,306.34
2005-07-19 21:47:39.248000,L5,295.15,300.64,307.55
2005-10-30 21:54:03.531000,L5,306.48,298.33,295.05
2005-11-15 21:54:26.309000,L5,304.56,,
2005-11-24 21:48:28.120000,L5,297.76,293.14,297.27
2006-02-12 21:50:20.287000,L5,286.53,286.30,287.34
2006-02-19 21:56:39.909000,L5,285.69,287.97,287.92
2006-02-28 21:50:40.410000,L5,291.66,296.40,298.33
2006-04-08 21:57:36.601000,L5,274.83,284.25,285.87
2006-06-27 21:58:48.654000,L5,296.13,301.92,303.94
2006-07-06 21:52:45.642000,L5,282.03,296.27,245.20
2006-07-13 21:59:02.335000,L5,301.31,305.25,309.88
2006-07-22 21:52:58.572000,L5,369.03,356.44,373.79
2006-08-23 21:53:23.469000,L5,289.05,295.86,294.51
2006-10-10 21:53:56.892000,L5,313.22,305.86,307.63
2006-12-13 21:54:31.554000,L5,308.65,299.73,299.27
2007-01-30 21:54:48.635000,L5,300.07,295.76,296.56
2009-11-26 21:56:28.873000,L5,284.67,283.41,279.16
2010-01-13 21:56:49.389000,L5,287.46,273.72,291.67
2010-10-28 21:55:51.312000,L5,281.28,279.34,280.02
2010-12-31 21:55:56.533000,L5,287.53,282.85,285.01
2011-01-09 21:49:46.887000,L5,345.93,341.00,439.91
2011-01-16 21:55:58.174000,L5,287.04,280.17,287.36
2011-01-25 21:49:47.233000,L5,303.11,300.26,304.41
2011-02-17 21:56:00.979000,L5,293.68,294.77,300.60
2011-10-24 21:47:48.042000,L5,287.83,290.07,290.40
2013-05-13 22:07:59.284000,L8,298.92,302.39,308.78
2013-05-29 22:08:05.425000,L8,304.78,307.97,316.42
2013-06-23 22:01:46.719000,L8,310.56,314.66,324.10
2013-06-30 22:08:00.117000,L8,296.66,301.22,308.98
2013-07-25 22:01:49.952000,L8,302.89,301.60,307.20
2013-08-17 22:08:03.120000,L8,364.73,353.63,341.61
2013-09-02 22:08:04.598000,L8,292.10,297.86,295.74
2013-09-27 22:01:43.236000,L8,304.24,,
2013-10-29 22:01:34.321000,L8,302.85,298.92,296.90
2013-11-05 22:07:46.855000,L8,293.95,296.76,293.30
2013-11-14 22:01:33.487000,L8,321.57,316.35,323.59
2013-11-21 22:07:37.752000,L8,327.45,322.62,330.53
2013-12-16 22:01:21.990000,L8,293.82,297.16,302.30
2014-01-01 22:01:14.509000,L8,329.70,321.55,325.77
2014-01-17 22:00:59.983000,L8,324.24,320.11,326.28
2014-01-24 22:07:09.509000,L8,316.83,319.50,328.21
2014-02-02 22:00:53.662000,L8,314.06,309.93,307.64
2014-02-09 22:06:57.254000,L8,325.55,317.23,321.91
2014-02-25 22:06:44.447000,L8,302.74,301.52,303.93
2014-03-06 22:00:25.321000,L8,316.18,316.75,323.38
2014-03-22 22:00:13.558000,L8,304.79,303.92,306.73
2014-03-29 22:06:15.961000,L8,323.79,322.42,330.32
2014-04-23 21:59:43.011000,L8,312.21,312.23,317.76
2014-04-30 22:05:46.536000,L8,307.37,303.77,311.44
2014-05-09 21:59:27.549000,L8,306.45,308.49,314.94
2014-05-25 21:59:22.796000,L8,309.51,313.05,322.38
2014-06-17 22:05:44.904000,L8,248.49,,
2014-07-12 21:59:43.196000,L8,304.31,310.43,233.59
2014-07-28 21:59:47.112000,L8,304.70,307.22,318.47
2014-08-20 22:06:06.726000,L8,305.77,307.53,313.71
