dates,satname,nzd0301-0000,nzd0301-0001,nzd0301-0002,nzd0301-0003,nzd0301-0004,nzd0301-0005,nzd0301-0006,nzd0301-0007,nzd0301-0008,nzd0301-0009,nzd0301-0010,nzd0301-0011,nzd0301-0012,nzd0301-0013,nzd0301-0014,nzd0301-0015,nzd0301-0016,nzd0301-0017,nzd0301-0018,nzd0301-0019,nzd0301-0020,nzd0301-0021,nzd0301-0022,nzd0301-0023,nzd0301-0024,nzd0301-0025,nzd0301-0026,nzd0301-0027,nzd0301-0028,nzd0301-0029,nzd0301-0030,nzd0301-0031,nzd0301-0032,nzd0301-0033,nzd0301-0034,nzd0301-0035,nzd0301-0036,nzd0301-0037,nzd0301-0038,nzd0301-0039,nzd0301-0040,nzd0301-0041,nzd0301-0042,nzd0301-0043,nzd0301-0044,nzd0301-0045,nzd0301-0046,nzd0301-0047,nzd0301-0048,nzd0301-0049,nzd0301-0050,nzd0301-0051,nzd0301-0052,nzd0301-0053,nzd0301-0054,nzd0301-0055,nzd0301-0056,nzd0301-0057,nzd0301-0058,nzd0301-0059,nzd0301-0060,nzd0301-0061,nzd0301-0062,nzd0301-0063,nzd0301-0064,nzd0301-0065,nzd0301-0066,nzd0301-0067,nzd0301-0068,nzd0301-0069,nzd0301-0070,nzd0301-0071,nzd0301-0072,nzd0301-0073,nzd0301-0074,nzd0301-0075,nzd0301-0076,nzd0301-0077
2010-12-31 21:56:44.336000,L5,303.85,295.01,284.17,330.74,356.33,365.08,377.67,363.05,352.25,304.54,277.37,260.85,301.82,335.36,351.52,359.59,362.34,371.91,401.50,394.60,371.06,365.59,380.34,362.58,361.39,360.85,359.53,365.18,375.18,382.24,392.05,380.14,374.92,383.77,383.45,392.13,396.14,370.45,356.35,353.19,294.07,288.91,329.45,366.38,380.30,366.73,360.49,369.03,361.12,317.04,298.67,308.62,338.62,377.55,373.15,386.99,414.00,424.27,396.84,348.55,354.13,346.84,357.45,365.96,263.37,229.81,206.03,192.21,232.93,234.98,217.47,,,,,,,
2011-01-25 21:50:35.036000,L5,349.49,312.28,352.24,365.18,347.41,334.44,353.42,353.95,340.72,296.22,275.16,252.92,287.03,308.65,338.59,344.50,351.80,343.56,344.41,345.48,348.91,350.48,351.95,348.82,350.42,358.20,357.41,375.16,367.98,364.97,353.26,347.54,364.21,353.98,356.81,344.70,347.07,349.84,362.54,369.79,364.37,366.95,369.44,371.11,374.28,365.30,365.75,364.13,365.83,372.16,367.32,364.60,360.79,351.99,352.24,357.27,357.31,353.27,359.25,354.06,357.62,372.31,382.16,377.65,385.26,388.99,388.95,390.69,395.61,405.43,404.72,406.09,409.55,408.65,415.81,409.88,415.41,414.97
2011-02-17 21:56:48.782000,L5,457.67,460.96,457.80,449.72,454.56,447.87,454.68,448.71,414.14,348.18,330.55,347.72,389.77,430.23,421.00,422.35,420.87,441.83,439.19,420.54,429.55,429.45,430.67,433.54,426.79,420.25,428.09,427.30,432.13,427.05,418.31,424.53,417.92,421.21,420.49,417.49,422.58,418.07,425.09,430.52,433.25,434.90,433.14,443.21,444.65,433.47,417.32,421.07,422.01,417.61,406.87,405.91,406.96,408.51,409.85,406.20,415.74,422.15,422.13,422.23,425.40,429.23,430.63,433.04,441.31,456.53,451.85,456.79,459.53,464.55,459.01,459.84,464.13,470.51,476.81,470.08,468.93,470.19
2011-10-24 21:48:35.845000,L5,,,,,322.33,326.99,350.55,347.74,292.97,291.16,273.84,253.11,281.71,294.25,303.12,293.77,319.33,289.51,314.86,329.96,325.71,339.88,342.41,341.06,346.86,352.27,346.25,353.07,357.20,367.19,346.30,344.60,349.31,350.49,338.93,315.18,342.19,353.54,369.96,362.29,370.52,370.24,368.75,373.46,375.28,367.30,365.21,361.95,359.88,358.76,356.26,353.55,351.00,351.58,345.91,346.88,356.65,361.18,357.99,343.40,353.09,370.26,377.94,379.45,382.03,385.34,392.96,401.43,398.23,404.28,398.89,404.39,408.97,407.45,411.09,403.60,407.85,408.54
2013-05-13 22:08:47.205000,L8,383.09,410.64,403.14,399.74,404.01,387.55,383.03,381.98,378.05,312.85,287.49,253.03,283.20,290.41,354.64,350.55,355.95,351.26,348.75,355.20,306.90,355.84,357.13,354.03,352.92,358.48,361.64,371.30,373.88,379.29,367.53,357.87,369.99,366.02,361.58,359.46,362.76,360.51,367.62,364.53,367.28,371.36,374.02,377.82,375.42,310.61,328.96,312.95,355.31,358.48,354.18,352.46,347.16,351.68,353.48,350.76,352.96,356.64,313.44,366.15,371.40,372.49,374.94,380.13,377.00,380.40,385.83,387.96,292.47,395.19,397.20,401.92,393.35,394.63,392.80,328.94,329.75,339.90
2013-05-29 22:08:53.334000,L8,310.62,274.79,334.57,355.98,335.32,350.01,360.37,352.09,324.69,303.94,285.33,203.88,,,324.37,317.93,336.85,317.62,326.73,337.47,297.93,326.20,331.64,318.45,342.46,353.78,362.67,336.11,359.99,372.55,354.39,335.33,368.70,282.05,229.24,,,,,,,,,,,,,,,,,,,,,,,,,,,283.66,338.16,312.61,303.79,300.46,305.25,343.71,291.24,360.79,358.68,364.40,300.71,312.11,320.49,328.53,337.98,340.58
2013-06-07 22:02:40.903000,L8,314.51,302.80,339.20,354.90,341.24,343.89,357.57,350.93,319.45,303.59,290.92,290.57,291.99,286.16,356.06,325.23,360.99,371.54,369.16,345.45,353.73,344.79,340.62,340.69,347.66,353.03,359.37,361.53,362.58,375.20,366.45,382.34,357.82,340.24,352.61,323.34,350.96,373.28,362.95,357.40,369.74,371.51,374.07,380.34,373.35,372.50,371.79,362.86,340.39,340.60,354.45,372.84,369.90,356.34,350.96,332.19,334.99,333.56,359.48,364.78,359.10,363.82,364.72,387.71,382.52,391.18,400.73,411.01,372.28,390.26,364.85,396.54,404.46,389.86,394.47,403.68,421.71,385.05
2013-06-23 22:02:34.637000,L8,,,227.08,245.76,226.88,,,226.96,259.13,253.81,248.02,196.78,,,266.83,291.60,303.90,288.44,287.74,240.40,275.01,304.51,307.51,288.66,311.44,310.59,307.22,306.02,317.77,313.81,,,,,,,,,,,214.36,246.52,243.53,253.56,259.53,254.14,251.93,247.42,251.54,248.01,251.71,248.35,247.11,248.47,242.53,235.35,225.98,224.64,225.25,224.61,218.92,217.41,233.25,239.25,255.43,263.92,264.48,259.84,266.42,256.21,235.80,271.18,276.29,285.90,284.36,294.92,295.15,302.77
2013-06-30 22:08:48.035000,L8,400.25,405.51,401.71,407.55,396.61,383.86,382.67,379.19,377.19,371.08,292.80,282.82,288.46,302.03,368.49,355.57,361.63,358.66,355.14,355.22,352.72,359.56,363.48,356.74,361.21,366.66,366.61,382.67,381.23,378.16,372.78,370.43,369.17,366.79,363.05,361.55,365.61,365.05,362.92,370.00,371.85,371.30,377.58,377.40,320.08,302.62,362.52,360.90,280.42,288.26,283.09,275.85,277.22,278.05,279.29,267.18,254.27,281.73,248.69,265.85,248.55,253.86,259.51,265.56,284.85,281.80,292.37,285.94,286.34,400.26,396.84,387.03,300.20,311.19,312.84,324.48,331.80,336.18
2013-07-25 22:02:37.865000,L8,363.89,329.72,341.39,371.55,362.80,390.78,364.87,377.05,402.39,387.79,396.44,393.73,389.19,390.91,387.91,352.00,391.20,379.70,372.53,373.16,379.80,372.42,377.75,363.25,384.68,416.98,417.66,419.67,400.49,383.56,383.00,382.15,379.96,373.68,354.64,323.23,348.07,348.75,381.80,420.09,380.37,387.40,390.08,423.51,380.62,338.83,331.18,331.29,326.13,327.81,338.30,348.11,351.66,347.01,352.04,351.41,362.24,359.53,364.08,377.07,374.46,370.18,377.60,373.40,357.23,369.64,368.88,370.80,362.95,377.51,376.76,385.58,371.94,379.98,383.42,383.38,374.96,351.94
2013-08-17 22:08:51.042000,L8,,,237.65,266.86,258.28,,314.02,317.10,276.79,257.71,255.60,196.87,,,278.16,296.61,306.45,296.41,296.40,254.58,282.95,311.14,313.79,299.62,312.87,316.30,312.54,230.61,330.28,329.78,231.52,,162.23,282.88,289.20,272.32,268.11,187.43,181.98,258.89,249.99,259.75,256.84,262.63,263.02,265.76,260.68,257.07,262.42,259.71,264.81,262.80,257.31,259.69,252.16,250.11,235.92,224.67,229.82,231.74,227.58,232.36,238.66,254.50,264.21,269.71,276.46,263.91,270.93,271.79,245.08,276.46,285.54,292.37,291.70,305.32,303.37,315.04
2013-09-02 22:08:52.512000,L8,382.52,341.33,352.15,397.18,354.27,383.95,379.19,376.55,371.40,313.22,296.57,269.79,290.56,299.86,357.09,353.30,357.12,354.78,348.08,354.18,348.00,353.38,361.39,352.12,355.81,363.31,364.07,382.13,384.35,380.21,370.95,504.54,505.51,494.34,493.98,496.32,363.42,361.23,365.08,368.83,376.21,379.77,378.50,383.16,384.49,372.45,372.60,366.44,366.32,365.32,363.20,361.54,359.71,361.14,362.71,357.47,362.39,364.60,367.75,367.96,379.42,380.63,385.51,389.27,392.80,402.01,400.74,400.12,401.18,406.78,406.77,413.14,410.73,413.77,410.55,417.21,417.47,417.25
2013-11-14 22:02:21.400000,L8,379.60,331.18,355.27,360.34,352.95,391.70,386.62,381.58,374.32,312.25,298.73,262.98,294.87,303.24,363.88,347.76,361.29,357.59,351.99,358.22,348.80,360.00,365.53,357.66,361.84,364.12,365.40,375.24,391.30,385.22,387.33,376.24,379.33,371.05,370.30,368.07,369.21,374.87,378.29,375.05,383.03,379.88,382.20,386.39,388.95,377.74,375.64,369.24,370.48,370.17,367.83,369.10,366.90,363.70,364.86,360.81,365.07,364.32,363.63,371.10,379.84,381.56,391.94,388.89,391.46,399.67,398.56,399.50,399.32,408.05,408.89,416.62,413.73,419.32,419.44,421.25,420.45,419.43
2013-11-21 22:08:25.669000,L8,385.63,337.44,401.00,378.31,391.22,393.74,389.65,385.14,380.77,314.68,297.62,293.00,293.85,312.06,373.37,363.28,367.43,361.71,356.75,360.92,354.98,361.76,367.84,356.41,361.22,366.72,365.55,375.31,383.71,385.35,380.39,375.03,373.27,371.03,368.11,367.97,368.34,372.10,371.25,374.83,379.14,377.58,377.93,382.38,382.04,376.37,371.06,368.13,371.92,364.15,369.90,365.51,363.02,362.76,361.80,360.19,357.78,361.08,361.59,364.63,376.28,375.09,389.09,386.35,385.70,400.43,392.87,396.31,398.89,406.87,406.08,411.41,409.76,413.22,412.78,413.43,417.02,417.02
2013-11-30 22:02:16.559000,L8,416.34,424.49,426.24,422.69,424.76,409.06,407.22,405.06,403.92,399.39,361.61,349.14,363.31,392.33,385.26,380.44,386.14,385.58,388.66,390.70,389.89,388.01,384.89,385.84,384.39,385.88,390.30,400.11,403.80,405.24,401.52,410.01,398.96,390.35,381.70,386.49,392.52,390.00,388.81,391.88,399.95,406.77,403.09,392.80,402.82,400.05,394.32,396.95,383.27,385.19,386.30,387.60,383.47,378.46,381.86,376.74,383.01,386.37,380.82,391.66,385.21,390.36,390.36,398.01,404.72,397.94,401.15,415.41,419.10,436.48,441.16,419.35,427.15,426.08,434.00,432.99,447.03,438.63
2013-12-16 22:02:09.908000,L8,505.20,497.22,504.42,501.38,503.49,495.63,478.45,488.46,481.62,481.32,477.32,494.44,440.34,428.95,418.63,408.59,467.71,478.46,462.56,518.67,499.31,488.40,486.63,486.72,439.33,410.37,439.32,410.02,495.00,528.71,520.51,530.68,442.85,508.79,495.13,512.78,459.13,456.34,452.62,537.09,458.64,450.44,449.57,468.82,498.25,495.55,516.76,429.79,419.65,412.88,415.52,409.37,401.78,395.26,446.79,435.32,444.96,441.55,443.54,446.34,449.59,455.66,456.60,462.09,451.86,443.41,410.16,424.59,439.99,457.68,447.66,476.72,480.46,489.71,502.11,432.15,440.80,459.63
2014-01-24 22:07:57.409000,L8,388.12,345.05,352.28,353.11,355.15,385.24,384.20,383.37,384.60,311.93,289.85,264.27,291.87,302.58,364.83,346.39,365.69,366.66,355.07,361.52,350.77,361.16,373.38,358.51,358.30,368.50,367.85,372.16,383.28,384.42,373.69,378.08,366.61,366.21,363.42,362.07,367.07,373.31,371.64,371.58,379.49,367.89,377.78,389.25,382.64,374.12,369.07,368.64,364.56,367.58,366.27,359.72,361.57,365.45,364.05,364.98,367.61,362.20,369.55,364.72,374.79,378.18,385.46,391.93,387.63,391.66,392.02,397.17,402.41,409.64,406.77,409.17,410.66,412.38,415.23,418.02,418.77,418.29
2014-02-02 22:01:41.567000,L8,321.35,301.81,346.00,336.72,339.15,327.89,363.25,348.08,318.98,297.50,282.29,244.55,283.45,289.01,315.07,325.99,335.89,326.88,331.95,348.47,307.05,338.76,353.38,328.85,352.76,349.73,351.88,361.53,375.47,366.48,358.51,348.19,349.64,353.43,336.56,326.30,337.84,338.70,338.59,361.11,346.55,345.95,351.60,350.16,357.00,341.48,349.20,347.11,342.64,347.07,345.06,338.64,335.44,335.35,333.33,326.34,330.70,339.03,330.08,340.05,341.93,375.79,378.70,377.86,371.50,371.46,376.14,388.74,390.49,399.02,399.63,402.20,397.98,404.28,410.05,408.30,409.01,408.97
2014-03-06 22:01:13.234000,L8,399.49,402.01,413.77,403.11,407.18,399.23,396.05,399.10,393.67,352.16,291.55,261.74,292.87,326.03,376.07,380.58,373.17,370.32,366.05,370.19,365.67,371.30,367.29,365.28,367.56,366.34,371.05,411.50,385.76,382.27,385.00,384.97,384.35,378.86,387.85,381.68,369.08,373.27,380.74,375.93,383.39,386.46,387.34,392.34,393.24,384.70,380.84,373.66,371.10,373.43,370.91,369.46,365.30,372.52,364.59,364.91,365.69,365.13,376.26,367.29,383.73,379.47,407.97,385.08,384.05,412.22,391.75,402.55,399.61,405.59,407.67,,,,,,,
2014-04-30 22:06:34.437000,L8,401.13,403.61,401.78,405.75,407.42,407.46,407.69,396.92,391.84,389.21,384.86,378.05,376.24,372.72,370.52,370.29,373.71,378.82,376.83,372.50,376.05,372.82,371.48,371.84,368.63,370.30,381.55,378.28,381.65,393.21,388.21,388.26,381.34,380.49,377.29,379.47,371.28,373.30,383.59,382.28,378.46,394.21,391.15,397.26,389.17,387.95,375.38,375.67,370.92,368.84,367.78,369.44,366.80,363.35,362.03,358.13,353.24,357.54,356.37,360.51,368.04,372.51,378.87,377.99,384.15,385.88,396.31,400.26,395.14,412.42,409.13,410.43,414.25,414.55,416.43,410.82,417.10,343.99
2014-05-09 22:00:15.454000,L8,,200.54,279.42,285.54,339.74,312.11,,218.45,272.87,235.28,231.77,196.28,,,,,,,,,,,,,,,304.77,316.45,321.38,344.94,274.55,,269.07,293.10,274.27,274.13,284.21,303.84,274.24,272.31,268.35,271.84,280.59,287.97,397.40,421.92,472.28,482.80,337.50,340.72,412.15,,,,,,,,,,,357.45,362.92,337.25,343.66,367.08,383.05,381.55,355.02,387.06,393.99,336.28,345.53,348.56,353.57,374.43,335.75,354.84
2014-05-16 22:06:21.708000,L8,412.97,406.24,416.73,415.17,407.45,408.86,401.85,402.18,398.29,389.54,384.81,382.82,383.19,379.27,379.12,373.21,376.61,374.40,374.56,380.21,369.36,367.91,370.84,365.13,368.97,373.23,387.42,396.06,391.80,404.93,396.39,388.05,385.61,387.03,383.19,381.52,376.70,372.59,380.13,387.65,384.29,392.81,391.39,391.39,396.60,389.54,400.40,383.72,371.62,377.91,367.34,382.64,376.30,364.02,371.23,368.91,367.23,364.62,368.31,370.38,371.55,368.96,375.80,376.05,389.82,393.03,397.01,405.19,419.89,419.39,400.80,410.08,412.48,411.91,407.10,351.84,349.81,354.15
2014-06-01 22:06:26.739000,L8,418.13,421.14,411.14,413.56,415.85,421.62,412.48,397.51,393.19,396.94,394.30,394.36,383.89,392.63,386.62,373.94,378.70,376.70,372.73,375.68,368.68,365.80,369.10,363.79,362.47,371.90,378.75,380.30,389.88,394.00,383.98,378.98,378.04,372.14,370.16,365.61,370.63,370.40,373.24,374.23,376.72,378.50,387.14,385.98,387.29,301.35,372.02,368.43,372.46,362.04,356.81,358.43,360.70,278.48,354.63,356.35,356.66,386.51,363.98,364.62,373.75,371.10,375.92,271.74,284.92,385.68,383.97,405.33,289.68,406.14,413.08,402.94,307.93,309.58,318.89,326.04,336.95,338.78
2014-06-17 22:06:32.826000,L8,399.85,407.09,347.12,394.30,397.57,389.69,386.83,383.98,385.29,362.55,295.68,284.05,287.77,297.19,358.62,354.46,362.89,361.59,354.72,356.48,345.69,357.04,360.64,355.87,357.88,365.48,365.48,374.42,381.40,380.48,375.27,369.35,369.90,365.55,362.17,359.32,362.40,362.15,364.71,369.51,374.27,374.19,377.03,378.55,377.60,368.24,361.51,363.27,288.69,361.67,293.05,321.31,307.89,283.17,283.28,281.18,267.00,317.68,280.42,273.53,278.05,279.84,299.49,306.15,303.13,347.23,364.45,388.99,344.62,405.74,393.28,386.36,350.75,320.20,349.05,356.35,353.22,347.65
2014-07-03 22:06:38.032000,L8,384.82,339.96,369.32,393.63,393.26,389.00,386.80,381.76,378.88,354.74,288.15,263.55,280.60,287.19,360.85,353.91,361.07,358.08,354.06,354.38,345.80,356.11,354.99,354.67,355.84,363.49,361.16,369.17,375.81,377.54,374.34,369.22,371.80,365.52,358.37,359.13,361.09,361.82,362.51,298.70,371.75,297.31,374.46,376.32,378.66,366.33,363.12,359.24,279.54,287.21,281.10,276.74,274.69,275.66,275.12,267.34,253.44,256.27,252.50,255.43,245.06,249.43,259.39,265.64,286.53,280.58,298.25,284.15,285.53,294.60,268.43,298.91,300.60,311.34,309.75,323.64,325.71,335.72
2014-07-12 22:00:31.114000,L8,394.66,336.22,344.97,368.76,346.95,384.32,384.72,373.41,384.64,310.08,288.10,261.46,281.44,293.30,356.56,340.58,355.38,373.90,361.39,355.94,351.46,353.82,350.79,340.91,349.67,356.84,359.69,439.56,464.68,467.98,366.74,365.61,363.61,364.92,353.51,352.79,354.93,351.48,358.50,363.21,363.41,360.55,311.60,321.73,321.29,364.06,312.21,275.59,280.82,284.39,280.85,275.70,271.07,280.23,281.16,267.80,257.07,298.06,271.53,264.64,247.59,251.51,254.44,296.43,278.31,294.82,307.10,281.68,286.79,295.18,269.61,301.57,300.32,309.67,316.89,322.65,330.96,334.22
2014-08-04 22:06:50.418000,L8,383.30,341.36,349.10,367.10,348.66,386.50,383.04,380.80,375.73,311.29,291.04,261.61,285.26,297.54,355.41,351.33,360.08,354.63,348.90,354.19,312.49,355.29,353.27,349.44,355.82,360.02,360.88,371.64,379.13,376.59,371.31,368.51,370.76,367.72,361.19,358.84,361.11,359.95,364.22,368.65,371.21,370.67,373.48,377.82,381.63,367.58,368.19,365.70,362.16,365.94,359.40,359.63,359.81,357.19,359.89,353.62,356.05,361.16,358.21,364.73,367.15,374.18,380.48,378.56,383.13,385.66,393.00,392.87,287.80,305.90,290.31,329.58,348.07,403.14,396.19,325.01,326.20,337.42
2014-08-13 22:00:42.730000,L8,412.36,383.82,358.12,363.20,395.38,381.28,371.92,355.13,343.90,310.05,289.22,282.46,374.31,377.22,376.06,370.03,379.31,374.42,369.77,372.12,367.74,365.45,360.83,339.70,364.44,373.03,374.34,377.29,392.19,392.56,390.38,379.56,383.49,382.61,373.84,379.80,369.92,375.57,381.30,374.90,379.80,388.96,387.62,389.70,389.37,383.63,387.02,378.94,373.87,367.23,365.08,365.98,365.48,360.56,367.08,369.98,371.20,365.95,366.33,372.45,374.89,375.30,381.20,387.87,392.90,402.73,399.20,400.47,408.55,405.79,403.58,409.67,405.55,411.60,416.65,418.30,438.95,386.77
2014-08-29 22:00:44.046000,L8,384.06,341.59,348.30,352.66,349.45,387.74,385.10,380.91,381.08,310.93,289.84,264.24,286.68,296.77,357.73,350.60,357.42,361.21,352.31,358.48,311.80,356.87,359.85,338.26,360.06,365.00,365.68,374.26,384.18,383.52,376.91,374.82,375.68,371.56,366.38,364.90,366.11,366.88,369.90,372.69,373.84,376.70,377.39,380.71,378.20,370.45,370.98,364.45,363.42,363.84,363.57,366.39,359.40,355.95,356.03,353.95,442.44,447.19,449.73,363.12,366.90,370.78,378.05,379.86,382.72,386.56,387.97,391.21,391.32,399.64,398.82,403.53,403.22,406.55,410.48,416.40,366.20,354.31
2014-11-08 22:07:04.045000,L8,487.26,472.23,483.94,480.21,466.01,475.11,478.88,474.22,466.35,479.76,467.67,472.13,474.75,444.38,387.49,387.85,386.61,384.50,385.88,387.13,380.32,386.24,391.30,392.39,391.69,401.21,408.58,403.50,406.05,410.03,407.73,403.86,408.07,472.43,464.04,447.45,401.25,395.45,471.44,477.49,461.14,464.36,481.98,486.65,444.16,465.53,449.08,458.67,422.42,449.28,439.53,381.27,369.61,376.61,375.73,389.42,380.22,437.57,415.92,430.22,397.00,453.94,457.86,470.30,476.90,488.90,471.32,480.40,469.98,472.17,447.31,466.83,429.17,429.60,428.40,432.78,430.05,436.01
2014-11-17 22:00:50.637000,L8,421.59,415.72,415.89,418.99,407.76,407.84,399.74,405.02,402.67,409.35,404.03,400.62,404.15,387.24,387.76,390.61,391.82,391.30,378.28,393.22,381.47,378.01,375.91,372.54,396.99,395.76,395.92,410.63,418.52,414.66,411.39,411.81,414.14,407.86,409.42,411.96,405.82,393.14,412.98,400.29,398.59,396.11,409.24,421.96,411.27,402.46,397.89,398.91,389.11,381.54,387.34,387.68,391.03,385.96,397.56,386.39,374.82,404.28,406.25,411.67,399.71,397.14,417.26,409.67,413.32,415.86,416.26,413.82,416.41,424.76,424.52,423.86,439.33,454.10,431.18,431.57,438.53,433.33
2014-12-26 22:06:54.981000,L8,394.92,345.30,391.90,402.41,393.73,391.48,387.75,382.37,368.91,370.18,302.75,310.98,302.20,321.25,368.84,365.54,371.52,368.28,357.99,362.19,322.74,360.75,361.93,358.98,363.71,365.81,369.69,378.04,381.44,387.71,375.84,385.71,406.53,391.68,373.05,360.37,365.76,370.09,381.86,447.68,,,,541.57,379.04,364.53,365.39,351.87,356.67,350.84,363.67,352.71,318.38,322.65,365.31,358.98,369.14,369.44,365.66,376.93,371.87,379.30,382.61,381.91,388.63,392.56,394.03,397.77,392.59,401.83,399.11,406.62,405.92,410.11,410.29,410.24,418.64,413.97
2015-01-04 22:00:41.874000,L8,423.52,422.76,417.78,455.34,463.88,488.42,459.63,449.13,407.41,402.25,399.28,400.45,390.74,393.68,392.97,395.57,395.61,385.83,388.17,385.97,388.85,459.96,459.01,471.60,395.44,399.27,397.45,400.26,406.51,417.23,421.58,420.46,420.10,414.42,458.96,457.55,478.64,465.57,464.29,438.19,420.48,422.16,410.00,449.59,479.12,472.90,467.21,467.78,463.31,454.05,464.26,447.18,451.76,458.94,453.16,414.80,389.95,392.75,388.45,397.71,397.79,393.31,403.53,447.04,437.52,473.35,403.55,478.39,403.39,415.47,417.83,433.83,435.65,432.71,430.64,429.00,428.11,447.58
2015-01-20 22:00:37.655000,L8,311.96,302.74,342.26,330.52,346.05,391.00,352.56,353.93,325.01,299.15,285.64,244.53,285.41,294.29,318.95,330.46,333.15,325.84,336.28,346.35,310.99,341.03,346.52,334.85,349.80,350.00,355.19,372.96,366.30,369.69,353.66,354.61,359.16,358.56,347.41,340.91,356.70,353.32,358.50,353.21,359.89,363.47,360.44,367.94,367.26,347.76,355.58,357.92,355.02,349.75,374.00,340.42,372.13,372.33,370.18,342.74,352.54,374.71,372.85,369.89,380.50,374.51,386.20,384.08,374.78,374.07,386.59,390.39,389.33,411.58,403.85,414.05,408.26,409.58,406.45,407.28,411.06,411.24
2015-01-27 22:06:47.246000,L8,395.03,344.33,401.99,399.76,398.27,396.23,392.20,389.15,388.11,377.20,295.57,296.92,293.39,343.10,373.77,366.04,377.17,367.57,364.80,365.01,358.39,361.22,365.15,358.16,363.26,369.40,372.60,399.18,381.15,383.06,374.80,370.01,371.52,368.74,367.45,360.75,365.50,369.78,368.87,367.27,372.29,376.03,374.63,381.92,374.06,370.39,367.64,365.67,362.59,362.96,360.32,357.86,355.11,360.59,363.01,362.00,358.07,372.95,376.52,372.28,379.40,382.32,382.31,384.10,385.51,395.98,392.43,395.82,398.52,400.33,405.02,405.07,409.35,412.05,413.35,412.25,413.94,421.64
2015-02-12 22:06:39.159000,L8,382.16,331.55,347.49,345.88,347.40,383.24,381.25,374.02,372.93,305.51,288.85,256.86,291.07,300.09,328.81,342.82,370.61,364.78,347.66,356.04,313.08,356.49,359.94,340.00,356.59,364.17,359.17,370.27,378.74,387.18,396.60,375.09,372.06,362.21,359.00,349.11,359.25,360.89,365.61,369.29,372.50,375.40,369.14,373.48,371.87,364.27,363.75,362.15,358.41,361.75,357.62,357.44,363.66,361.78,361.04,383.82,312.77,246.92,341.93,367.13,,,486.64,408.81,454.94,413.23,339.35,241.36,454.66,413.23,407.70,409.22,408.16,408.61,482.41,512.68,522.18,
2015-02-28 22:06:36.355000,L8,273.81,272.69,288.26,286.38,325.33,313.99,341.70,333.77,293.59,279.18,276.20,231.18,274.26,277.82,278.29,265.54,303.06,298.72,292.42,302.05,307.96,325.74,322.31,320.10,338.46,341.41,340.03,343.03,356.03,348.64,338.05,334.10,343.03,339.90,324.32,319.08,337.92,338.80,341.65,325.69,353.69,262.81,270.35,272.22,327.04,332.45,276.61,272.53,266.17,257.54,257.35,188.32,254.63,253.14,257.68,252.63,,,,,,,234.69,258.96,267.27,286.06,279.24,274.40,270.30,255.85,359.37,306.95,,278.47,237.72,,274.10,400.30
2015-03-09 22:00:18.465000,L8,,,,,,320.25,326.85,214.95,303.97,244.63,269.61,230.03,278.58,290.75,321.36,333.33,338.89,326.21,302.83,,229.82,311.85,329.24,305.49,352.23,347.80,313.07,323.43,348.94,343.64,334.84,333.03,335.45,357.78,383.66,347.30,337.06,338.93,286.12,224.50,257.88,411.31,303.29,317.37,329.69,335.63,332.83,329.60,311.40,313.41,323.81,312.47,331.73,351.80,322.29,290.71,319.64,232.48,289.28,317.63,,,,,,333.91,317.44,378.61,339.53,413.06,380.67,405.56,395.55,402.79,288.22,419.10,,
2015-04-10 22:00:01.611000,L8,314.28,304.79,336.87,358.67,331.49,328.25,340.25,344.41,313.90,376.69,304.48,297.12,324.66,397.78,404.68,336.95,346.37,372.43,381.67,394.74,378.35,403.18,410.03,423.87,354.65,402.00,402.37,432.11,443.39,420.85,406.15,416.09,424.67,382.90,383.46,436.71,431.97,403.56,364.11,384.93,398.83,428.73,370.13,410.59,389.62,421.24,416.51,423.59,423.59,405.11,447.50,384.65,406.94,413.75,442.99,478.69,374.52,419.62,400.48,385.34,412.66,421.60,435.63,405.94,420.86,417.87,427.07,451.38,462.97,425.13,461.20,398.64,402.19,406.77,409.17,432.87,398.52,403.24
2015-05-12 21:59:40.983000,L8,433.33,426.04,424.74,415.78,417.89,520.12,515.73,508.41,503.59,509.12,506.73,517.00,511.02,409.48,511.82,524.64,501.42,522.65,541.26,506.54,534.61,496.82,517.21,397.12,406.24,401.41,420.62,431.53,438.67,437.34,432.29,413.07,413.81,406.13,420.91,409.82,399.40,398.90,425.52,401.72,424.67,398.25,402.50,428.75,411.88,406.76,407.03,392.79,383.59,384.10,389.98,387.38,406.88,416.98,404.95,399.69,400.35,390.19,383.97,397.30,419.47,419.15,410.67,397.62,407.59,415.96,435.65,437.15,434.07,455.97,448.63,433.00,436.76,443.02,436.71,425.48,382.56,363.59
2015-05-28 21:59:43.617000,L8,383.77,407.69,398.58,396.01,394.75,389.51,386.93,385.03,379.64,351.07,289.96,254.14,282.65,296.92,358.27,356.54,363.18,362.73,356.43,358.14,344.43,357.38,360.32,353.42,354.27,362.86,364.38,371.92,380.15,381.31,371.38,370.58,368.98,367.34,360.99,357.73,361.74,360.16,361.16,367.52,371.93,368.65,373.47,375.04,371.23,367.54,281.19,278.87,282.74,286.44,287.56,277.10,273.71,278.77,277.17,270.69,255.62,287.90,252.80,248.73,258.55,253.42,259.07,269.31,281.20,292.93,293.27,284.19,293.10,395.41,391.87,390.17,301.63,314.99,310.74,323.74,330.22,336.32
