dates,satname,nzd0340-0000,nzd0340-0001,nzd0340-0002,nzd0340-0003,nzd0340-0004,nzd0340-0005,nzd0340-0006,nzd0340-0007,nzd0340-0008,nzd0340-0009,nzd0340-0010,nzd0340-0011,nzd0340-0012,nzd0340-0013,nzd0340-0014,nzd0340-0015,nzd0340-0016,nzd0340-0017,nzd0340-0018,nzd0340-0019,nzd0340-0020
2001-11-03 22:01:46.660000,L7,311.68,285.40,275.15,271.90,266.34,266.43,261.43,517.67,499.37,455.37,253.69,246.70,235.73,231.60,237.75,495.70,489.82,423.22,411.45,286.51,305.89
2001-12-21 22:02:05.831000,L7,307.36,272.89,212.30,,,,,,,,245.17,202.47,214.02,227.11,232.08,242.05,259.28,288.33,261.39,280.17,294.21
2003-10-16 21:51:19.969000,L5,250.89,237.91,240.39,231.43,232.50,231.31,233.07,,,,,,,,,,,,,,
2003-12-03 21:51:55.424000,L5,244.50,244.33,229.19,224.30,224.01,225.42,219.02,204.79,,,,,,,,,,,,,
2004-01-04 21:52:10.021000,L5,245.20,234.42,226.75,222.52,224.51,219.35,218.92,233.25,236.08,236.26,223.67,220.63,203.50,172.28,,,,,,,
2005-02-14 22:05:45.214000,L5,,210.34,211.14,218.77,234.05,221.54,228.11,,,,,,,,,,,,,,
2005-02-23 22:00:07.370000,L5,,,,,,,,,218.88,224.46,208.36,205.85,189.97,,,,,,,,
2005-03-11 22:00:19.764000,L5,305.39,281.35,272.41,264.95,262.17,259.93,264.11,245.45,258.33,264.64,250.77,252.22,247.96,200.89,,197.87,205.84,226.73,227.29,227.72,282.11
2005-09-19 22:01:32.820000,L5,283.36,265.49,255.34,249.21,237.99,240.35,237.44,,236.25,244.14,228.72,236.24,225.85,,,,,,,,
2005-11-22 22:01:58.720000,L5,253.02,244.40,226.67,223.27,213.53,210.84,206.65,,213.08,207.85,200.08,216.12,195.25,184.42,,,,,,,
2006-01-25 22:03:29.142000,L5,257.91,243.11,233.26,228.63,221.76,215.52,208.80,,210.33,208.62,195.73,216.78,198.16,182.25,,,,,,,
2006-09-22 22:07:18.800000,L5,248.22,226.55,214.93,222.90,222.42,223.06,,,,,,,,,,,,,,,
2006-10-08 22:07:29.137000,L5,261.29,244.68,227.50,224.44,223.17,214.73,,,,,,,,,,,,,,,
2006-10-24 22:07:38.411000,L5,256.24,239.62,224.08,217.38,220.73,219.64,209.47,,,,,,,,,,,,,,
2006-10-31 22:13:29.135000,L5,270.61,257.12,243.46,218.85,220.58,216.21,212.01,172.12,216.01,222.36,227.32,223.72,213.38,194.34,195.79,196.57,187.05,198.52,199.04,,
2007-02-13 22:08:23.117000,L5,244.96,229.17,217.59,216.05,216.10,227.05,185.24,,,,,,,,,,,,,,
2007-09-09 22:06:33.244000,L5,244.62,217.10,214.17,192.12,,,,,,,,,,,,,,,,,
2009-01-24 22:04:30.805000,L5,262.24,252.94,241.03,240.56,235.92,231.00,220.00,,220.30,219.88,206.34,208.46,198.60,189.31,,,,,,,
2010-02-21 22:04:20.664000,L5,261.32,247.13,240.20,228.26,231.99,226.67,225.89,,,,,,,,,,,,,,
2011-01-07 22:03:20.155000,L5,246.41,237.13,223.77,224.90,225.91,221.41,214.60,,,,,,,,,,,,,,
2011-01-23 22:03:20.850000,L5,256.76,242.08,227.33,226.28,224.39,220.62,221.57,209.50,224.76,218.02,210.95,208.13,197.54,184.12,,,,,,,
2011-02-08 22:03:23.241000,L5,235.83,221.38,213.71,217.71,221.98,217.95,,,,,,,,,,,,,,,
2011-03-12 22:03:19.303000,L5,245.33,230.03,215.13,212.00,208.53,212.61,,,,,,,,,,,,,,,
2013-05-11 22:21:07.084000,L8,301.59,271.48,250.48,238.88,235.72,244.85,,,,,,,,,,,,,,,
2013-09-16 22:21:09.463000,L8,311.92,287.17,273.52,269.84,264.25,264.58,255.66,263.44,276.67,266.84,245.90,240.68,239.12,226.99,,,,,,,283.40
