dates,satname,nzd0487-0000,nzd0487-0001,nzd0487-0002
1999-08-26 22:07:32.686000,L7,289.98,303.71,308.47
1999-12-16 22:07:33.708000,L7,326.90,335.46,284.81
2000-05-08 22:06:44.900000,L7,265.11,284.57,312.07
2000-06-25 22:06:19.852000,L7,,288.69,307.34
2000-07-11 22:06:05.496000,L7,,232.40,288.76
2000-07-27 22:05:48.258000,L7,296.86,316.65,374.99
2000-08-12 22:05:41.803000,L7,298.63,324.83,356.76
2000-12-18 22:05:01.704000,L7,335.66,354.65,373.88
2001-01-03 22:05:00.181000,L7,349.79,365.91,374.58
2001-02-20 22:05:00.525000,L7,281.05,371.43,395.20
2001-04-09 22:04:41.882000,L7,305.59,323.84,327.85
2001-07-14 22:03:33.580000,L7,267.58,292.48,384.15
2001-07-14 22:03:57.537000,L7,277.57,370.59,383.57
2001-08-15 22:03:26.328000,L7,293.92,316.44,377.73
2001-11-03 22:02:34.745000,L7,283.96,287.27,292.39
2001-11-03 22:02:58.699000,L7,350.66,372.22,378.04
2002-03-11 22:03:31.366000,L7,345.64,364.31,374.11
2002-04-12 22:03:25.302000,L7,323.18,374.51,371.84
2002-05-14 22:02:55.455000,L7,286.94,295.57,312.84
2002-05-14 22:03:19.418000,L7,299.40,338.59,375.94
2002-05-30 22:03:13.672000,L7,285.16,373.06,390.63
2002-06-15 22:03:07.576000,L7,270.53,289.32,380.98
2002-10-05 22:01:55.235000,L7,268.24,275.93,282.35
2002-11-22 22:02:21.568000,L7,319.84,336.75,354.57
2002-11-22 22:02:45.529000,L7,325.14,351.08,372.03
2002-12-08 22:02:27.564000,L7,350.19,373.19,389.47
2002-12-08 22:02:51.522000,L7,334.86,364.94,385.52
2002-12-24 22:02:33.044000,L7,316.64,325.36,341.76
2002-12-24 22:02:57.022000,L7,305.91,314.28,325.10
2003-08-13 21:51:32.649000,L5,287.54,303.18,311.24
2003-08-29 21:51:49.928000,L5,315.71,322.00,334.55
2003-09-30 21:52:18.101000,L5,281.93,291.71,298.13
2003-11-17 21:52:57.120000,L5,321.39,315.75,322.25
2004-06-12 21:55:59.429000,L5,286.49,298.38,306.39
2004-07-30 21:57:15.668000,L5,282.13,299.54,310.52
2004-08-15 21:57:37.379000,L5,278.30,294.03,303.36
2004-10-18 21:59:11.702000,L5,290.40,299.96,311.81
2005-03-11 22:01:31.683000,L5,282.70,289.58,298.15
2005-04-12 22:01:42.862000,L5,298.98,306.08,316.84
2005-05-05 22:07:37.767000,L5,309.41,320.53,328.81
2005-09-19 22:02:44.739000,L5,290.28,300.09,305.85
2005-10-05 22:02:41.026000,L5,302.28,311.66,313.28
2005-11-06 22:02:46.848000,L5,290.20,306.36,322.89
2006-02-26 22:05:22.928000,L5,279.90,286.17,286.96
2006-07-04 22:07:29.185000,L5,275.34,291.84,302.83
2006-08-05 22:07:55.109000,L5,301.15,316.77,327.68
2006-10-08 22:08:40.914000,L5,286.12,292.38,300.47
2006-10-24 22:08:26.357000,L5,350.20,348.81,349.51
2006-12-11 22:08:52.184000,L5,287.17,294.74,302.43
2006-12-11 22:09:16.015000,L5,282.84,291.96,301.89
2007-09-09 22:07:45.163000,L5,286.52,297.85,304.57
2007-09-16 22:13:28.554000,L5,318.81,334.62,344.53
2008-02-16 22:04:45.714000,L5,280.07,286.73,297.24
2008-11-14 21:57:52.281000,L5,285.68,295.89,305.90
2009-01-17 21:59:20.568000,L5,334.01,335.22,341.82
2009-01-17 21:59:44.398000,L5,316.30,317.29,325.67
2010-02-05 22:05:29.575000,L5,276.65,279.89,288.77
2011-01-30 22:10:20.732000,L5,268.83,274.54,295.65
2011-02-08 22:04:35.159000,L5,273.46,282.03,300.98
2011-02-15 22:10:22.480000,L5,455.79,,
2011-03-12 22:04:31.079000,L5,279.73,289.79,298.98
2011-03-28 22:04:02.070000,L5,290.01,300.43,309.33
2013-06-05 22:16:38.960000,L8,265.73,265.40,281.50
2013-06-28 22:22:20.943000,L8,288.72,300.49,311.19
2013-07-07 22:16:11.966000,L8,284.19,290.07,299.66
2013-07-07 22:16:35.929000,L8,282.41,289.46,298.70
2013-07-14 22:22:22.423000,L8,,239.48,260.31
2013-07-23 22:16:10.674000,L8,271.01,281.20,290.49
