dates,satname,nzd0289-0000,nzd0289-0001,nzd0289-0002,nzd0289-0003,nzd0289-0004,nzd0289-0007,nzd0289-0008,nzd0289-0009,nzd0289-0010,nzd0289-0011,nzd0289-0012,nzd0289-0013,nzd0289-0014,nzd0289-0015,nzd0289-0016,nzd0289-0017,nzd0289-0005,nzd0289-0006
1999-08-21 21:46:56.985000,L7,445.57,404.97,331.24,330.60,338.51,181.34,415.54,404.90,428.02,276.46,286.42,301.85,316.70,306.56,320.81,356.65,,
1999-08-28 21:53:11.984000,L7,340.22,289.35,325.26,471.59,502.55,187.52,234.39,246.28,262.41,280.91,287.10,299.70,315.23,303.73,317.21,350.38,498.69,509.29
1999-09-22 21:47:00.785000,L7,,,,,,170.93,217.78,232.15,246.87,271.26,251.46,231.38,225.87,221.17,244.22,,,
1999-09-29 21:53:16.190000,L7,396.39,415.03,360.69,346.49,344.03,334.50,338.64,414.58,416.60,282.10,288.05,311.14,333.66,333.18,342.16,358.32,341.32,341.32
1999-10-24 21:46:56.203000,L7,377.09,360.43,358.08,367.67,377.27,191.47,235.55,245.52,270.82,281.63,291.41,326.25,348.61,350.17,353.87,374.82,377.06,382.69
1999-10-31 21:53:08.082000,L7,391.69,387.30,380.95,392.56,393.21,399.23,398.17,422.77,421.04,428.57,417.08,427.42,430.62,423.65,468.82,,396.94,403.15
2000-01-19 21:53:01.775000,L7,375.93,359.65,362.54,365.62,374.28,196.01,236.53,248.03,276.42,302.02,378.75,468.53,496.68,489.47,477.71,487.11,375.45,377.36
2000-02-04 21:53:01.324000,L7,365.12,349.83,371.97,386.33,495.15,293.14,299.50,451.21,467.62,460.67,375.94,445.81,438.49,428.01,415.31,386.76,494.05,277.86
2000-02-13 21:46:48.016000,L7,355.96,348.45,430.54,383.06,376.31,396.88,412.26,238.55,259.20,277.55,287.10,318.94,334.01,320.65,331.65,356.81,291.28,393.30
2000-02-20 21:52:53.613000,L7,352.79,348.13,339.74,350.04,343.77,191.73,232.88,239.47,260.86,276.38,289.10,323.24,342.84,322.39,366.34,374.29,292.35,410.32
2000-04-01 21:46:34.573000,L7,460.69,462.77,481.91,476.92,399.41,393.09,435.18,437.62,447.66,463.90,416.65,455.55,449.30,450.47,431.52,351.58,415.73,447.06
2000-05-03 21:46:19.161000,L7,360.24,356.70,433.68,454.34,464.73,196.64,239.75,250.47,271.83,313.57,361.93,380.66,372.92,379.51,424.75,433.58,453.85,422.84
2000-05-19 21:46:07.873000,L7,412.22,389.69,417.72,378.51,395.47,197.48,246.39,249.07,278.73,317.47,361.97,385.22,405.74,376.53,384.72,399.55,412.31,423.66
2000-07-13 21:51:43.794000,L7,,,,,,184.51,219.13,235.98,244.09,271.16,262.04,241.22,203.50,232.34,238.96,295.51,,
