dates,satname,nzd0296-0000,nzd0296-0001,nzd0296-0002,nzd0296-0003,nzd0296-0004,nzd0296-0005,nzd0296-0006,nzd0296-0007,nzd0296-0008,nzd0296-0009,nzd0296-0010,nzd0296-0011,nzd0296-0012,nzd0296-0013,nzd0296-0014,nzd0296-0015,nzd0296-0016,nzd0296-0017,nzd0296-0018,nzd0296-0019,nzd0296-0020,nzd0296-0021,nzd0296-0022,nzd0296-0023,nzd0296-0024,nzd0296-0025,nzd0296-0026,nzd0296-0027,nzd0296-0028,nzd0296-0029,nzd0296-0030,nzd0296-0031,nzd0296-0032,nzd0296-0033,nzd0296-0034,nzd0296-0035,nzd0296-0036,nzd0296-0037,nzd0296-0038,nzd0296-0039,nzd0296-0040,nzd0296-0041,nzd0296-0042,nzd0296-0043,nzd0296-0044,nzd0296-0045,nzd0296-0046,nzd0296-0047,nzd0296-0048,nzd0296-0049,nzd0296-0050,nzd0296-0051,nzd0296-0052
2000-02-04 21:53:01.324000,L7,390.23,382.23,346.22,377.41,394.78,316.90,256.97,268.07,202.56,440.20,522.77,515.93,477.42,272.02,259.73,251.43,242.23,240.73,370.22,406.09,467.33,358.51,341.89,429.78,485.82,466.88,324.97,394.32,422.24,403.69,460.23,490.72,468.22,279.75,295.95,298.55,283.23,347.38,358.84,365.49,357.99,344.56,339.91,327.09,320.51,329.75,328.79,330.55,332.80,342.90,359.27,370.21,383.45
2000-02-20 21:52:53.613000,L7,476.97,455.34,444.51,355.84,350.03,302.59,325.53,332.42,318.87,266.57,271.03,282.64,305.00,334.09,327.94,321.76,314.95,319.69,314.85,304.47,277.07,321.54,316.30,325.26,327.90,300.27,324.43,334.65,326.38,350.42,346.08,491.15,518.59,496.84,486.91,497.43,325.12,277.54,307.21,309.65,292.66,334.87,338.00,327.58,335.27,326.89,327.13,337.25,337.71,347.44,351.13,363.34,365.32
2000-05-03 21:46:43.127000,L7,378.58,398.29,391.71,298.26,292.74,283.96,279.04,279.07,276.96,269.34,273.40,284.20,273.57,277.30,350.85,347.19,335.46,315.13,366.74,234.61,241.93,353.19,342.73,352.08,355.26,370.71,348.13,368.04,376.67,339.34,386.60,387.08,389.73,359.61,389.07,387.05,376.25,309.75,321.28,370.47,367.06,354.25,352.94,338.25,331.27,349.75,350.49,340.18,339.84,348.71,360.23,369.04,395.16
2000-05-19 21:46:31.829000,L7,311.34,253.42,306.13,297.43,289.34,267.62,271.27,274.86,271.86,264.83,268.13,275.68,247.58,269.91,266.75,255.68,242.34,223.30,208.79,209.23,169.14,206.58,231.08,253.89,256.25,231.60,240.10,258.99,262.21,259.18,258.40,229.49,261.00,272.20,,,,,210.89,245.81,235.45,246.01,219.27,270.27,248.55,256.31,247.86,259.23,259.98,272.13,242.36,253.17,289.54
2000-05-26 21:52:12.607000,L7,311.09,294.43,298.11,275.35,283.45,263.78,272.12,269.20,263.91,264.05,263.42,275.35,259.74,269.20,264.01,247.11,242.10,237.40,233.35,,203.87,206.98,222.42,253.47,257.52,249.55,242.92,257.20,263.21,247.90,248.70,241.42,256.93,274.48,,265.38,264.12,184.24,263.51,255.70,244.69,257.12,250.87,264.24,252.01,256.42,246.54,256.29,264.35,274.52,251.72,261.49,290.99
2000-05-26 21:52:36.566000,L7,316.87,302.98,306.96,299.17,288.36,271.63,277.03,277.06,446.17,454.86,472.52,481.69,496.31,504.79,266.06,251.35,247.19,240.40,239.17,,205.81,212.03,234.56,257.50,260.40,254.12,469.84,492.62,487.11,426.54,423.65,425.27,431.84,281.31,260.31,276.85,272.91,186.90,270.91,256.34,247.53,263.54,254.79,269.03,258.65,260.92,248.58,257.40,266.10,274.96,259.44,268.61,294.14
2000-07-29 21:51:26.388000,L7,308.62,292.16,303.36,280.68,282.14,263.22,179.84,270.63,266.51,253.46,259.27,264.03,201.26,229.83,251.18,243.54,218.99,173.68,210.27,,,,,250.49,221.43,219.51,234.54,256.75,254.69,250.14,241.46,224.99,191.27,,,,,,234.00,236.46,227.45,257.93,245.48,252.93,255.85,256.88,253.66,220.22,207.94,210.32,242.53,236.57,272.86
2000-07-29 21:51:50.349000,L7,309.12,292.85,305.13,282.49,283.76,263.68,179.93,274.65,266.84,256.42,258.12,264.42,255.29,233.48,250.31,243.35,241.66,174.29,232.28,,,,,250.37,248.53,219.38,233.36,256.54,257.86,249.72,242.74,224.98,191.29,,,,,,234.24,236.99,226.71,257.66,245.56,254.10,255.59,258.11,254.11,257.77,262.85,270.43,243.19,236.61,271.31
2000-08-07 21:45:32.940000,L7,,,,,,,,194.11,269.55,165.74,,220.35,258.43,218.86,221.50,158.69,222.78,175.80,,,,,,,,,,,247.81,242.94,240.70,230.53,190.98,,,,,,228.41,244.90,225.97,246.55,245.41,258.63,257.66,256.27,232.33,259.96,168.88,273.38,245.10,250.19,280.35
2000-08-14 21:51:20.176000,L7,312.21,300.96,302.09,282.26,289.08,273.68,470.08,486.43,507.38,489.37,469.91,474.41,264.89,270.82,260.69,242.03,237.46,238.13,275.71,236.79,195.68,209.88,194.47,253.88,225.22,255.89,242.10,257.46,258.12,258.24,250.75,245.11,255.52,271.84,,268.19,311.07,165.75,260.03,235.62,241.15,256.49,248.12,264.44,263.29,260.20,251.45,262.13,270.72,322.00,332.87,329.80,338.71
2000-08-14 21:51:44.223000,L7,308.83,272.72,301.49,280.01,288.47,263.10,187.05,273.02,224.06,207.89,180.87,270.33,262.05,266.73,252.96,237.62,230.23,182.87,,,,,,230.63,258.45,252.49,240.51,254.45,252.95,253.42,246.44,234.21,193.52,,,,,,230.67,232.89,236.94,211.60,244.16,260.85,261.29,258.14,249.01,259.46,267.93,274.77,250.55,243.61,282.49
2000-09-15 21:50:49.667000,L7,311.57,295.04,301.40,286.51,286.48,269.43,200.14,269.33,270.70,268.05,265.75,275.46,263.37,268.08,261.06,251.92,245.68,266.35,259.83,252.54,164.45,210.14,233.41,255.56,260.83,251.54,242.58,260.36,258.33,256.19,274.38,234.41,257.63,274.46,262.26,257.74,305.47,168.14,260.39,247.88,245.21,247.49,255.08,302.08,300.86,265.15,253.83,264.73,305.88,305.90,317.09,326.26,317.15
2000-09-15 21:51:13.624000,L7,315.07,298.82,305.36,281.13,289.63,270.47,199.01,269.88,272.01,269.51,268.24,275.45,264.47,270.03,259.08,251.98,246.95,261.35,178.93,198.67,164.65,214.13,199.72,256.44,224.78,216.89,216.93,192.52,197.11,257.63,273.31,240.11,259.42,274.95,275.88,260.17,231.83,,260.76,248.35,240.66,249.21,250.59,259.10,265.45,265.84,255.13,263.95,292.95,304.44,315.52,233.35,312.40
2000-10-26 21:44:46.815000,L7,416.78,444.10,460.75,406.00,418.15,380.92,378.27,387.25,349.24,386.15,349.32,374.57,341.03,363.51,352.25,318.26,335.63,345.52,285.58,322.44,296.52,307.78,284.09,285.29,285.57,340.64,329.73,334.05,338.35,385.30,391.68,372.85,385.79,391.68,386.02,377.03,383.23,357.41,369.68,351.62,382.63,342.95,341.36,366.83,351.84,354.15,341.80,333.35,333.47,382.07,358.17,370.04,369.19
2000-11-27 21:44:50.678000,L7,421.38,403.20,325.82,319.02,315.19,318.65,409.95,397.62,397.52,282.43,304.16,313.48,302.80,301.43,288.34,291.41,263.59,339.36,300.95,308.49,260.38,304.54,287.31,282.08,384.11,277.47,281.30,289.92,293.21,299.35,301.85,306.61,302.11,314.41,318.98,310.59,349.58,261.98,294.84,304.33,292.23,362.07,352.98,339.09,329.20,329.05,331.51,338.50,331.24,337.67,344.87,359.84,367.45
2000-12-04 21:50:34.100000,L7,380.64,499.55,415.54,414.61,505.49,529.58,511.87,482.53,444.00,448.30,438.12,421.85,362.61,351.93,346.45,253.08,235.97,224.10,279.26,259.66,259.92,225.99,252.19,272.38,272.55,266.33,247.77,262.63,263.45,280.67,278.75,275.05,266.38,362.49,365.12,361.77,349.64,300.35,264.00,249.46,279.86,346.99,342.40,331.89,326.34,296.44,310.74,295.30,323.63,331.62,339.20,352.19,366.93
2000-12-04 21:50:58.069000,L7,375.17,484.46,410.38,412.59,336.34,524.72,507.94,480.94,437.28,441.26,438.64,416.65,358.14,255.32,341.77,325.79,228.02,223.40,271.99,251.82,254.41,217.80,255.89,267.48,267.63,258.42,241.87,258.41,255.52,273.21,273.70,269.82,259.10,274.52,277.43,270.64,265.40,301.20,260.23,342.09,341.44,328.30,339.69,326.69,322.25,317.96,305.65,310.26,319.68,326.48,336.18,346.35,361.46
2000-12-13 21:44:52.270000,L7,361.92,356.02,291.46,258.81,283.88,266.47,315.54,324.90,312.02,313.59,264.38,280.31,259.30,272.47,232.77,246.68,240.39,273.71,413.65,422.91,431.48,437.79,222.58,285.19,303.63,292.95,240.74,260.14,256.99,274.22,274.18,251.15,255.30,298.25,329.96,326.27,306.13,188.37,264.19,321.08,317.35,310.92,307.13,304.12,300.67,307.30,303.04,304.75,314.54,311.83,323.74,336.59,336.83
2001-01-05 21:50:40.530000,L7,406.64,350.88,337.42,335.11,297.83,330.39,332.56,325.11,326.68,334.67,303.56,325.18,318.90,307.99,301.29,280.38,359.98,302.73,313.52,319.48,314.38,314.25,300.62,308.47,302.10,271.33,302.21,308.50,309.46,317.04,323.11,325.96,321.05,325.16,336.08,340.19,329.94,261.84,320.55,286.43,323.66,319.24,310.78,302.94,299.44,295.40,289.15,288.92,356.09,371.10,400.41,392.92,399.70
2001-01-05 21:51:04.492000,L7,365.80,356.73,345.34,341.36,331.42,334.71,339.21,333.43,275.15,339.12,338.11,331.68,323.49,312.28,308.59,322.75,348.50,261.49,320.54,323.18,321.26,320.17,313.94,317.50,304.73,304.43,309.38,312.78,316.19,322.41,326.95,328.72,328.69,336.07,342.04,345.73,333.91,270.38,331.78,330.49,285.84,322.44,316.31,307.33,267.33,302.94,294.26,294.92,302.57,312.29,321.40,328.72,333.61
2001-01-14 21:44:57.122000,L7,308.92,294.15,294.09,248.64,246.91,,257.41,264.56,274.78,264.52,331.61,337.85,325.58,332.34,323.88,312.83,263.30,275.22,271.30,350.95,324.28,324.65,313.81,313.69,251.27,319.88,314.40,332.87,323.39,319.56,335.15,331.16,342.59,335.85,338.07,341.22,311.85,293.33,334.18,340.77,345.23,335.22,323.42,319.80,315.92,315.07,315.71,335.12,314.56,313.69,345.48,333.23,400.61
2001-01-21 21:50:46.402000,L7,448.68,508.06,433.32,398.96,395.18,418.98,395.65,412.64,388.17,374.44,366.14,396.75,396.50,376.99,438.60,430.61,374.92,405.39,416.81,424.29,408.86,412.16,396.86,415.45,409.69,408.90,406.70,413.68,415.27,435.98,435.06,428.16,419.06,428.21,436.46,438.18,423.78,355.07,328.59,320.17,318.21,320.40,312.61,296.66,294.23,287.81,267.21,287.89,289.73,383.15,400.62,401.75,406.96
2001-01-21 21:51:10.359000,L7,441.44,292.80,296.28,258.80,246.77,256.92,244.35,263.94,268.85,262.24,261.39,272.02,253.96,269.71,250.24,232.89,232.72,234.84,262.20,256.50,162.84,204.67,212.13,245.30,248.87,250.64,237.53,258.24,247.29,262.30,261.58,245.28,228.26,261.85,377.55,379.93,377.33,174.08,369.33,346.59,273.02,238.23,253.74,363.02,345.88,359.60,350.87,294.87,351.09,355.05,313.02,371.86,361.77
2001-04-04 21:44:30.925000,L7,310.09,287.24,256.40,267.27,283.87,267.33,254.89,266.42,269.12,260.97,265.41,276.62,262.53,265.67,247.82,250.27,241.31,243.32,257.20,206.93,167.86,221.90,198.58,254.29,255.63,247.42,208.53,260.47,257.32,258.50,271.44,243.49,222.13,269.95,275.63,268.26,271.09,177.48,255.74,234.75,237.08,244.68,254.24,255.45,261.51,258.07,251.98,262.45,267.20,272.69,251.28,276.63,289.20
2001-04-20 21:44:34.614000,L7,315.49,254.99,303.81,263.23,281.19,265.18,269.79,268.12,266.14,265.15,270.04,279.12,259.82,272.57,249.05,244.35,239.32,232.65,217.86,,208.52,496.96,501.25,504.17,514.60,493.70,506.02,521.87,515.18,260.38,259.80,225.04,230.43,219.38,274.95,274.00,276.27,175.35,236.93,248.21,237.86,258.22,250.79,256.96,259.70,258.66,254.78,512.00,518.48,506.87,514.28,505.21,291.47
2001-04-27 21:50:43.832000,L7,,226.21,235.51,234.73,284.97,274.05,263.79,268.38,260.24,264.49,260.11,276.54,258.36,265.96,252.14,244.40,238.14,251.18,260.60,245.41,163.47,215.15,231.52,252.85,251.65,248.58,238.91,258.94,250.75,257.00,270.55,244.98,264.46,243.30,267.62,270.11,271.23,167.93,260.03,246.30,246.84,244.01,248.17,226.37,256.57,257.50,255.90,262.74,212.18,274.95,324.40,316.05,352.85
2001-05-22 21:44:18.615000,L7,320.19,307.22,314.16,377.95,376.02,367.05,360.57,350.85,278.92,269.02,369.39,367.78,362.97,354.58,339.33,350.20,356.65,356.34,268.23,262.63,255.32,225.67,244.18,263.60,265.80,365.87,323.56,361.30,360.95,274.58,273.89,265.72,268.95,283.45,279.31,329.99,328.70,322.75,269.11,261.99,288.10,276.67,268.39,272.87,267.13,266.92,261.42,263.67,339.62,349.60,363.96,360.53,370.17
2001-06-07 21:44:06.693000,L7,325.67,329.81,311.37,279.75,243.87,260.49,287.61,263.33,273.60,277.24,262.56,279.99,261.65,235.36,198.39,242.12,248.72,238.88,209.89,,206.49,208.59,245.86,233.46,240.54,251.37,256.56,265.82,267.98,257.64,269.76,268.10,218.39,,,,,241.16,283.35,244.21,233.31,186.93,,226.09,233.68,275.92,310.70,291.39,275.96,277.22,,,
2001-07-25 21:43:42.718000,L7,263.07,270.75,304.38,297.11,282.10,286.89,294.45,275.95,272.63,262.99,260.33,277.09,263.11,268.82,255.17,248.96,248.51,254.18,256.34,250.06,174.54,192.52,235.41,254.24,259.36,248.82,246.93,261.27,258.38,272.13,273.89,264.90,263.46,262.95,,,,,262.58,252.83,234.83,275.31,252.20,260.96,261.99,261.81,252.65,300.95,287.66,315.08,296.57,295.32,311.98
2001-08-26 21:43:13.580000,L7,373.39,371.41,479.00,451.57,466.43,465.21,470.15,467.22,493.81,469.80,444.89,,517.46,499.26,402.80,493.87,517.61,372.54,395.24,423.47,440.51,489.87,479.13,473.07,468.25,366.44,390.08,234.27,209.78,,,,,512.77,512.95,516.29,516.94,509.76,513.52,518.41,420.96,450.75,357.32,350.02,357.04,369.23,352.19,355.79,339.80,340.21,339.87,348.58,347.66
2001-09-11 21:43:02.212000,L7,438.23,318.15,308.04,373.79,487.75,291.36,499.80,480.35,331.94,337.42,345.22,356.11,339.69,331.33,332.21,322.15,319.38,309.70,329.46,335.86,203.70,222.65,260.05,268.22,268.71,265.65,257.82,273.31,270.20,280.09,281.59,271.15,347.90,359.78,367.08,326.53,349.97,335.11,370.32,354.83,341.39,332.31,338.16,335.38,332.17,327.00,323.16,431.78,433.25,444.68,360.92,363.56,365.34
2001-09-18 21:48:41.296000,L7,320.43,303.24,305.97,297.52,289.85,277.88,275.75,279.15,280.51,267.81,269.66,281.70,262.96,271.37,260.48,257.09,300.85,284.14,270.33,235.99,177.59,212.90,246.68,257.42,259.97,257.10,248.70,262.02,261.50,269.40,269.96,259.91,265.64,275.13,335.75,338.87,323.78,310.92,332.11,334.37,330.31,319.88,316.99,316.31,310.91,310.69,310.09,319.63,319.39,326.97,338.37,342.93,347.99
2001-09-18 21:49:05.242000,L7,321.94,303.21,306.37,298.16,290.62,277.98,277.57,279.56,280.83,268.66,270.13,282.59,263.75,271.67,260.22,257.68,303.33,291.50,271.61,237.36,176.86,213.35,247.25,257.33,260.52,258.31,249.19,262.73,262.12,269.53,270.78,259.48,265.71,276.32,315.47,311.29,325.22,315.12,336.20,336.52,333.66,321.54,320.46,317.98,312.69,313.73,311.92,322.09,321.57,328.03,340.84,344.73,349.97
2001-10-04 21:48:54.017000,L7,,210.92,254.49,245.09,235.43,255.72,179.01,267.87,262.42,168.18,251.59,,,,,,,,,,,,,,,,,,245.05,237.91,239.27,219.95,,,,,,,,,,,,222.75,249.98,247.68,251.92,256.91,261.99,269.00,238.89,226.89,251.41
2001-10-29 21:42:45.257000,L7,309.41,284.81,290.02,270.18,283.20,263.66,202.35,275.81,270.40,263.79,257.33,218.25,218.96,255.63,236.20,227.37,225.83,,,,,,,,,245.93,210.94,174.19,249.44,256.67,244.77,230.16,169.52,156.40,,249.68,264.61,,,,,237.87,228.36,224.20,255.14,256.79,192.82,206.18,228.41,203.27,246.91,229.17,265.02
2002-01-17 21:43:16.786000,L7,393.07,381.26,379.46,372.23,372.88,301.35,295.76,329.27,330.94,301.40,306.16,285.00,304.09,304.91,302.04,284.11,275.61,312.28,343.30,358.34,348.21,344.55,335.24,346.55,339.90,343.82,338.73,345.86,357.66,361.42,367.07,365.44,371.39,375.31,372.80,368.74,365.48,330.93,351.97,354.25,354.16,347.29,350.12,339.31,342.10,330.71,331.62,336.83,345.87,348.28,358.94,368.57,368.31
2002-02-18 21:43:18.247000,L7,354.65,266.25,300.18,281.00,250.76,269.89,270.10,268.78,271.74,264.60,263.47,276.82,261.10,263.96,254.62,247.58,241.34,235.32,252.01,244.25,163.52,228.18,211.59,251.40,254.67,248.71,242.19,258.13,259.09,267.14,264.21,208.68,252.00,274.20,281.13,284.01,281.19,166.56,,236.30,237.75,233.81,307.66,305.04,303.06,301.81,255.48,260.51,268.21,273.05,319.71,332.16,312.99
2002-02-25 21:49:11.892000,L7,,,,,,,,,,,210.31,204.87,198.94,,,,,,,,,,,,,,,,,,,,177.00,195.03,244.97,200.74,235.01,,,,,,,,,,,,,,,229.39,261.88
2002-02-25 21:49:35.857000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.44,184.07,189.01,201.55,234.63,,,,,,,,,,,,,,,228.67,261.44
2002-03-06 21:43:23.680000,L7,430.62,420.60,448.92,375.38,372.21,444.95,432.24,436.36,431.63,355.65,352.65,355.90,352.47,344.00,343.65,410.49,416.35,383.80,294.36,306.35,301.81,294.85,292.28,257.74,437.23,444.54,408.59,264.55,304.07,304.08,278.58,313.11,454.01,458.84,461.11,485.60,497.91,275.29,304.67,306.87,300.25,332.37,328.99,331.67,274.46,276.43,274.68,278.99,290.51,296.11,307.33,319.71,350.21
2002-04-07 21:43:17.050000,L7,313.62,254.74,337.72,342.50,311.41,319.89,306.56,258.79,288.34,295.53,265.14,281.53,329.57,334.42,336.40,328.18,327.16,303.26,302.00,295.58,283.81,267.25,323.39,328.53,328.45,254.06,244.95,262.14,263.68,266.00,272.73,251.16,313.83,273.84,283.92,271.97,276.69,299.41,320.64,335.25,327.66,335.01,323.68,323.33,321.09,329.87,321.98,326.93,342.32,297.82,313.25,318.23,326.61
2002-04-14 21:49:02.545000,L7,377.12,373.91,417.19,370.34,379.06,371.84,364.42,355.94,353.96,348.18,352.90,352.84,347.25,339.56,332.55,325.11,321.36,323.84,321.11,318.19,311.23,299.47,320.67,348.10,365.91,363.78,346.34,353.67,353.79,352.09,352.27,353.67,354.80,354.91,360.54,351.84,338.67,346.35,377.78,365.31,344.31,327.40,364.75,334.43,324.94,340.17,366.67,332.45,340.69,341.41,355.09,367.70,356.50
2002-04-14 21:49:26.507000,L7,373.32,371.98,374.29,332.69,369.45,293.07,357.88,269.57,297.04,271.36,267.32,282.53,266.34,272.77,262.39,251.55,244.00,241.64,237.31,221.41,214.13,196.36,232.24,342.11,337.25,333.88,343.53,348.00,330.98,343.91,345.61,344.90,339.84,346.83,355.56,345.45,326.61,327.90,340.71,348.37,340.68,323.50,323.66,332.08,321.32,334.92,359.13,327.41,335.48,334.62,350.12,360.22,352.25
2002-05-09 21:43:16.766000,L7,322.61,295.41,303.71,283.05,329.89,321.32,303.93,297.26,261.68,276.39,267.75,281.07,265.98,276.79,266.49,252.91,241.02,235.10,243.14,245.26,286.09,199.64,242.71,259.10,260.65,255.98,248.00,264.87,265.77,273.99,278.05,279.53,267.12,275.17,279.35,493.36,514.54,516.80,499.02,321.40,312.98,323.87,315.86,314.69,286.43,264.65,291.72,276.75,328.07,329.89,338.92,299.80,345.81
2002-06-10 21:43:00.814000,L7,,193.25,156.58,239.32,,,,,,,,,,,169.17,227.30,233.72,196.05,230.52,247.25,,204.03,236.17,257.77,268.36,271.07,269.54,268.49,272.61,285.27,293.94,281.47,277.33,282.96,284.19,299.56,275.67,252.90,309.95,321.46,319.25,298.04,316.24,325.65,310.96,316.63,300.74,312.14,326.87,335.25,340.96,347.75,338.23
2002-07-19 21:48:33.434000,L7,463.75,456.15,439.67,459.37,473.39,277.52,305.37,290.08,275.31,490.49,527.07,541.17,503.15,418.44,255.35,251.99,245.68,240.47,170.81,199.29,212.16,212.27,236.28,256.40,265.40,258.20,250.09,262.45,269.32,271.42,284.74,243.09,263.30,277.73,279.47,274.83,310.18,224.10,271.63,279.80,339.31,276.46,256.16,267.87,312.41,320.04,291.53,318.87,321.03,335.98,338.38,350.84,347.01
2002-07-19 21:48:57.399000,L7,309.79,260.91,302.92,275.78,282.05,267.83,274.94,263.35,244.40,261.55,264.00,280.76,258.94,271.95,253.39,248.43,241.05,235.63,233.60,,210.00,190.41,189.28,203.22,260.21,253.69,238.24,250.31,265.71,509.57,485.92,519.54,525.84,522.50,,228.64,267.27,199.88,264.08,250.93,250.07,264.99,248.79,261.64,265.24,263.50,259.83,263.72,270.25,286.80,258.50,280.61,301.79
2002-09-05 21:48:14.221000,L7,403.76,402.31,408.25,405.86,395.14,376.95,390.79,380.16,375.70,369.19,363.77,368.36,365.56,391.12,375.80,395.96,356.62,359.60,363.60,351.15,351.20,360.12,350.30,350.68,344.37,337.74,337.38,341.35,345.51,345.34,344.98,353.32,370.87,372.15,393.54,393.18,405.48,300.12,307.06,306.78,346.44,333.81,333.96,330.00,325.63,326.04,315.37,319.07,321.89,345.17,347.47,353.30,361.45
2002-09-05 21:48:38.182000,L7,404.60,401.67,411.33,406.06,394.38,377.00,392.52,391.17,398.73,294.40,299.01,323.92,308.58,305.23,269.76,280.33,276.25,270.09,265.32,278.43,247.87,360.69,353.54,352.30,345.34,337.17,339.61,341.10,347.17,345.57,344.26,353.24,370.56,373.89,394.72,393.81,406.11,405.58,361.43,355.07,346.09,334.35,333.86,331.22,324.24,325.31,315.60,319.47,321.32,345.75,346.02,354.33,362.30
