dates,satname,nzd0390-0000,nzd0390-0001,nzd0390-0002,nzd0390-0003,nzd0390-0004,nzd0390-0005,nzd0390-0006,nzd0390-0012,nzd0390-0013,nzd0390-0014,nzd0390-0015,nzd0390-0016,nzd0390-0017,nzd0390-0018,nzd0390-0019,nzd0390-0020,nzd0390-0021,nzd0390-0022,nzd0390-0023,nzd0390-0024,nzd0390-0025,nzd0390-0026,nzd0390-0027,nzd0390-0028,nzd0390-0029,nzd0390-0030,nzd0390-0031,nzd0390-0032,nzd0390-0033,nzd0390-0034,nzd0390-0035,nzd0390-0011,nzd0390-0036,nzd0390-0037,nzd0390-0038,nzd0390-0039,nzd0390-0040,nzd0390-0041,nzd0390-0042,nzd0390-0043,nzd0390-0044,nzd0390-0045,nzd0390-0046,nzd0390-0047,nzd0390-0048,nzd0390-0049,nzd0390-0050,nzd0390-0051,nzd0390-0052,nzd0390-0053,nzd0390-0054,nzd0390-0055,nzd0390-0056,nzd0390-0057,nzd0390-0058,nzd0390-0059,nzd0390-0060,nzd0390-0061,nzd0390-0062,nzd0390-0008,nzd0390-0009,nzd0390-0010,nzd0390-0007,nzd0390-0072,nzd0390-0073,nzd0390-0074,nzd0390-0081,nzd0390-0082,nzd0390-0083,nzd0390-0084,nzd0390-0085,nzd0390-0086,nzd0390-0087,nzd0390-0088,nzd0390-0089,nzd0390-0123,nzd0390-0124,nzd0390-0125,nzd0390-0063,nzd0390-0064,nzd0390-0065,nzd0390-0066,nzd0390-0067,nzd0390-0068,nzd0390-0069,nzd0390-0070,nzd0390-0071,nzd0390-0079,nzd0390-0080,nzd0390-0090,nzd0390-0091,nzd0390-0092,nzd0390-0093,nzd0390-0099,nzd0390-0100,nzd0390-0101,nzd0390-0102,nzd0390-0103,nzd0390-0104,nzd0390-0105,nzd0390-0106,nzd0390-0107,nzd0390-0108,nzd0390-0109,nzd0390-0110,nzd0390-0111,nzd0390-0112,nzd0390-0113,nzd0390-0114,nzd0390-0115,nzd0390-0116,nzd0390-0119,nzd0390-0120,nzd0390-0121,nzd0390-0122,nzd0390-0126,nzd0390-0127,nzd0390-0128,nzd0390-0129,nzd0390-0130,nzd0390-0131,nzd0390-0132,nzd0390-0133,nzd0390-0134,nzd0390-0135,nzd0390-0136,nzd0390-0137,nzd0390-0138,nzd0390-0139,nzd0390-0140,nzd0390-0075,nzd0390-0094,nzd0390-0095,nzd0390-0096,nzd0390-0097,nzd0390-0098,nzd0390-0117,nzd0390-0118,nzd0390-0141,nzd0390-0076,nzd0390-0077,nzd0390-0078,nzd0390-0142
2015-05-19 22:06:16.557000,L8,,,,,,,,297.86,369.88,340.51,401.25,351.89,382.84,364.83,379.49,409.52,370.45,376.77,376.97,389.76,434.29,446.00,422.54,387.03,395.54,353.63,341.69,343.40,345.41,362.99,344.37,344.52,348.94,367.88,369.82,348.00,276.50,266.56,284.94,,,,,234.71,268.18,228.36,366.53,399.22,412.26,444.23,444.71,442.53,404.12,389.46,345.57,289.47,340.91,352.77,357.92,,,315.96,,,,190.08,411.43,396.98,392.32,313.41,306.28,413.83,423.39,421.44,415.12,284.73,272.29,291.05,404.49,465.94,470.53,479.36,428.42,,,,,356.57,398.55,412.16,421.32,380.03,364.43,,,247.05,279.40,224.58,307.54,305.87,294.22,293.98,280.35,288.05,264.28,241.58,270.04,269.97,259.42,270.02,260.18,249.32,210.05,276.46,295.34,303.72,265.89,,,332.29,350.67,298.74,162.20,,,,,,,,242.44,259.31,252.05,248.63,,,260.58,256.40,,284.23,366.47,354.34,
2015-06-20 22:06:32.847000,L8,,255.11,261.34,328.35,337.27,413.39,409.33,405.29,391.98,403.04,414.92,374.94,410.94,326.92,280.94,303.77,357.53,359.39,366.06,395.73,429.08,433.41,433.34,437.09,457.01,456.20,451.96,458.89,434.31,428.65,378.78,397.96,431.67,397.04,411.21,421.02,420.73,428.26,393.67,343.81,364.01,290.11,281.93,379.37,409.10,337.42,411.48,397.02,409.96,444.30,438.69,430.14,396.99,348.03,358.33,307.53,332.21,454.35,469.28,389.14,393.57,407.74,388.35,379.56,420.46,412.89,437.15,440.59,418.61,335.91,301.49,437.03,431.61,255.45,251.48,293.75,281.60,313.06,476.21,473.57,484.12,481.54,470.39,422.91,456.35,415.21,403.02,423.79,412.54,435.06,444.04,444.03,462.96,314.87,288.91,308.57,316.65,360.98,331.88,306.32,305.90,312.83,300.82,307.99,310.54,251.60,273.52,269.04,273.99,272.98,266.45,260.69,246.22,297.11,304.97,322.68,285.96,293.44,,363.79,367.23,372.49,171.20,301.23,,,,,,,425.55,292.42,386.36,249.36,458.70,423.10,286.54,266.22,457.15,404.85,410.88,378.27,366.03
2015-06-20 22:06:56.810000,L8,,,,,,,,,,,,,,,,,,,440.09,442.00,444.99,449.19,451.31,455.00,469.05,467.87,462.28,465.53,450.19,448.26,449.26,,442.62,446.09,448.66,450.19,452.05,443.34,423.92,371.80,380.79,387.40,451.94,447.74,449.74,458.48,457.40,462.18,455.05,461.08,452.21,444.00,414.98,398.10,374.90,314.78,346.47,464.92,480.26,,,,,394.82,435.37,425.07,444.59,448.57,435.16,425.82,310.59,455.27,439.18,439.35,449.60,296.66,289.33,321.82,489.94,489.77,186.80,229.08,485.61,475.75,467.16,429.08,419.60,,457.86,453.68,456.56,470.10,475.86,482.41,492.98,424.75,489.26,366.47,330.57,317.13,314.03,314.68,309.31,313.93,357.70,258.40,276.70,279.25,280.14,278.12,275.78,269.66,249.20,302.68,305.48,326.44,286.36,304.15,,376.09,368.51,376.90,383.59,459.42,,,457.19,335.60,,,515.08,486.38,515.69,,,,313.61,278.15,459.95,426.28,446.48,448.63,258.83
2015-07-22 22:06:49.445000,L8,,356.17,350.47,399.98,420.08,425.16,426.26,408.91,408.25,414.55,418.96,416.31,438.70,435.90,409.43,443.11,434.57,439.16,446.10,443.37,446.12,446.75,445.57,455.49,467.48,462.94,469.59,462.17,448.54,449.63,448.83,393.70,441.92,446.93,448.22,451.10,451.04,439.78,424.65,416.10,377.95,388.87,453.13,451.91,452.38,460.96,462.34,463.11,457.82,473.74,447.68,440.84,418.24,398.04,376.07,324.29,356.06,465.19,480.62,411.87,416.87,411.70,409.69,399.71,440.33,509.58,453.35,449.16,461.15,432.86,312.97,447.01,436.87,444.49,455.92,297.27,287.48,337.90,490.20,487.82,502.56,500.76,481.21,477.34,463.12,425.97,428.63,,,450.18,460.87,476.39,491.90,482.55,424.16,317.93,488.01,512.21,368.63,318.26,314.17,336.70,308.99,357.15,363.41,357.13,318.62,338.54,300.64,290.92,305.40,273.96,250.41,301.56,305.32,328.74,285.90,304.63,311.23,379.18,377.33,378.21,404.61,465.71,302.35,301.45,464.11,466.83,362.38,181.85,513.01,521.17,,,,,325.15,304.18,238.57,459.27,455.45,523.38,242.01
2015-07-22 22:07:13.408000,L8,,,,,,,,,,,,,,,,,,,,447.98,451.65,451.76,451.18,456.31,468.80,466.20,479.39,465.06,450.55,452.45,453.10,,443.61,448.95,450.11,453.24,452.31,442.62,429.10,416.47,385.72,389.44,455.99,452.69,454.75,463.90,463.45,465.51,458.95,478.87,449.41,446.47,422.68,401.85,380.43,326.14,357.56,463.84,480.60,,,,,403.06,442.08,510.55,455.54,449.26,461.53,431.25,314.26,443.13,437.45,442.67,453.92,293.00,297.86,327.56,490.78,488.05,500.99,506.73,482.59,480.77,464.07,428.05,431.13,,,452.41,461.49,475.71,492.08,480.47,375.92,422.63,324.56,511.15,360.28,324.25,317.99,335.30,309.84,350.80,364.02,351.14,308.83,340.34,291.54,289.01,308.16,308.93,248.48,301.25,302.06,325.62,351.88,304.60,309.23,379.98,373.88,377.97,385.64,208.91,399.27,299.47,458.23,175.31,315.62,336.40,514.77,514.12,527.96,,,,325.67,304.27,288.88,461.54,455.02,445.23,255.02
2015-08-23 22:07:00.453000,L8,146.99,359.99,361.08,408.90,421.60,446.11,441.85,407.87,414.49,419.33,420.73,428.36,443.65,438.67,409.47,439.32,449.42,451.71,456.96,457.21,459.75,462.79,464.37,466.90,471.59,473.17,478.69,467.13,476.46,456.90,458.21,391.76,445.56,455.16,453.45,458.51,459.50,459.97,432.84,452.82,401.57,395.12,457.45,461.36,460.65,467.56,470.11,471.84,466.13,482.81,476.88,458.47,431.09,410.33,414.83,340.35,414.61,477.65,493.51,425.40,436.77,427.03,424.49,397.00,420.63,415.41,443.37,445.88,448.20,419.50,312.91,441.61,433.08,428.26,425.33,293.62,287.73,330.19,499.97,510.35,520.30,521.11,494.28,483.64,470.53,450.22,431.11,,,438.43,452.10,476.05,499.79,,407.23,385.51,420.93,502.44,507.81,528.90,467.04,516.69,519.40,516.83,513.91,514.93,379.25,381.10,451.35,382.93,492.98,301.32,240.99,247.19,301.10,328.73,345.95,303.28,312.19,378.82,374.46,375.41,390.18,464.25,,,455.33,453.91,442.69,443.27,423.16,523.66,,,,,510.88,360.90,516.23,434.43,424.52,437.92,252.41
2015-08-23 22:07:24.416000,L8,,,,,,,,,,,,,,,,445.61,453.19,455.26,460.96,463.32,465.75,475.92,480.19,484.21,487.83,484.06,487.12,469.76,485.54,459.78,463.26,,448.63,458.69,456.42,461.85,493.41,475.38,434.84,458.74,405.79,397.48,492.72,466.89,463.35,469.62,473.31,499.63,471.36,484.68,479.07,464.55,433.91,412.49,418.94,341.95,417.80,480.48,498.02,,,,,399.95,424.78,418.83,447.39,450.05,453.60,424.51,315.20,461.67,441.45,432.69,432.55,294.50,288.80,343.26,504.97,514.19,,527.23,500.39,489.31,473.77,457.58,436.04,,,449.02,459.09,480.77,506.92,,,343.53,417.18,369.61,503.31,524.22,465.88,508.55,510.50,507.07,506.30,377.75,376.85,378.60,449.25,379.58,490.18,307.08,243.35,305.32,301.91,330.89,344.52,304.82,338.36,380.69,375.87,376.31,391.28,466.32,296.62,395.98,456.35,455.50,472.68,446.95,428.00,530.64,,,,,509.40,363.31,518.20,448.98,445.77,443.85,250.20
2015-09-08 22:07:06.448000,L8,,233.64,240.16,386.44,405.94,442.55,441.79,385.32,417.29,419.97,420.95,417.60,436.69,435.89,384.07,433.36,439.53,443.54,449.63,447.97,451.25,453.58,452.86,456.74,461.77,462.91,455.22,461.14,450.94,450.65,446.81,370.33,441.54,445.10,445.25,447.11,448.72,442.03,423.54,418.40,393.99,391.00,449.88,453.24,453.65,461.12,461.03,462.63,453.35,457.41,448.17,437.97,406.44,394.37,369.79,326.00,342.84,452.40,471.21,424.99,429.69,432.54,427.19,385.52,414.94,404.32,410.03,440.48,419.06,339.31,295.85,421.91,423.51,433.21,451.95,290.05,283.10,317.98,477.81,477.08,487.07,486.14,472.52,468.45,463.78,417.62,398.07,419.64,405.39,450.89,477.12,480.79,502.20,450.05,417.23,389.19,333.56,495.30,369.44,320.32,314.13,335.62,309.77,355.37,369.40,344.77,308.78,283.08,288.95,295.99,274.48,276.14,241.17,301.90,297.71,317.33,278.76,294.74,311.84,364.95,370.53,370.27,387.64,465.76,384.20,395.23,456.49,456.90,440.07,435.36,413.65,513.55,,,,,319.87,308.45,515.90,405.65,412.33,363.68,252.30
2015-09-08 22:07:30.411000,L8,,,,,,,,,,,,,,437.23,403.58,434.41,442.39,445.61,451.29,449.80,453.36,454.61,456.08,458.11,464.09,464.33,455.95,461.88,452.59,451.51,448.30,,442.38,446.49,446.29,448.43,450.31,443.41,424.92,420.80,397.53,391.86,450.70,454.49,455.22,462.42,461.92,464.09,454.71,458.88,449.47,439.18,408.59,395.48,375.53,326.77,343.59,452.92,471.76,,,,,386.84,415.56,405.34,417.46,441.40,429.86,341.56,296.90,422.37,424.34,433.92,453.40,289.57,286.50,318.02,478.76,478.21,487.87,487.20,473.61,469.90,464.81,429.17,398.85,421.31,406.84,454.83,479.29,481.76,503.64,446.99,338.52,384.95,320.97,493.71,511.10,530.16,470.78,335.75,310.49,355.18,370.48,395.71,309.33,335.49,288.91,295.95,293.48,278.39,241.13,301.59,295.65,317.36,278.40,295.08,311.44,368.54,370.28,369.89,387.12,465.72,408.62,395.07,456.34,454.88,438.64,424.24,414.08,515.88,,,,,320.64,310.52,500.81,406.54,414.62,366.96,468.04
2015-09-24 22:07:13.635000,L8,,354.91,352.93,395.43,410.18,425.85,403.19,391.86,422.38,423.26,425.02,436.09,443.83,440.34,379.76,447.33,450.76,455.52,459.65,461.35,465.96,461.58,464.94,452.95,461.04,459.05,457.36,462.29,448.92,450.53,445.53,371.38,444.36,444.97,443.02,445.40,447.80,440.93,427.04,419.73,394.87,390.08,450.24,453.61,453.01,459.81,460.76,460.18,453.88,475.31,459.19,455.04,415.86,411.04,398.71,333.05,347.20,465.90,485.73,408.50,412.04,420.95,390.82,393.18,423.32,417.65,453.29,448.37,452.49,419.99,310.00,460.44,435.21,445.56,458.26,290.99,289.52,322.93,488.49,492.89,501.29,505.57,483.74,478.50,463.10,409.04,406.78,516.76,,458.24,485.36,480.90,502.42,467.29,471.77,404.85,424.59,497.50,372.63,322.47,313.64,334.11,311.45,347.88,369.20,329.14,308.90,284.22,289.75,298.71,296.71,305.13,241.25,303.04,292.79,324.31,277.65,294.42,335.05,370.19,372.71,369.40,390.12,466.38,414.43,400.23,456.31,163.32,421.50,413.01,421.08,511.51,,,,,324.51,360.08,281.20,263.55,350.98,324.10,252.61
2015-09-24 22:07:37.598000,L8,,,,,,,,,,,,,,,,,,458.47,463.49,464.55,469.49,464.35,472.17,456.04,463.31,462.43,459.96,467.99,451.78,453.44,448.55,,448.08,448.55,445.29,448.57,450.67,444.67,429.59,421.31,398.51,391.46,452.60,456.71,456.06,462.95,463.49,462.96,456.47,480.09,468.98,457.35,418.44,413.04,411.87,337.08,349.81,467.88,487.53,,,,,396.11,425.05,420.67,455.57,450.21,454.64,419.94,311.89,466.37,436.90,448.47,459.50,291.51,292.04,323.89,491.91,496.56,504.61,509.56,486.64,482.51,465.78,412.62,411.42,369.24,,462.76,487.58,483.51,504.32,465.87,455.52,399.59,421.89,497.52,373.17,324.63,316.73,335.56,314.10,346.78,390.54,329.94,306.61,284.95,289.84,300.18,300.02,280.45,241.57,302.94,292.57,326.14,277.89,295.30,329.95,373.89,373.65,369.56,389.03,465.63,421.92,402.68,456.30,452.18,445.88,447.39,423.18,513.80,,,,,326.06,362.37,448.54,268.40,250.39,327.70,252.79
2015-10-10 22:07:14.813000,L8,370.67,386.23,415.88,459.32,450.44,472.28,462.54,438.07,438.50,436.54,443.58,455.92,459.83,457.34,455.33,466.47,475.90,479.64,484.93,484.18,483.72,492.88,490.97,501.59,503.69,503.49,504.17,501.36,503.23,505.04,503.46,444.05,500.87,503.75,505.65,511.65,506.49,492.54,488.32,485.52,461.46,503.60,510.93,507.35,513.90,523.66,522.50,,,498.37,490.37,478.13,441.27,456.85,469.66,469.15,492.11,514.81,523.62,464.54,462.22,455.14,470.56,,,,,,,,,,,,,519.95,522.90,501.91,,,,,,,,,,,,,,,,,,,,410.08,479.20,388.80,,,,,,,,,,,482.96,,,,513.81,,,,,419.74,447.57,459.20,463.72,,,526.84,531.54,527.68,513.16,,,,,,,,495.64,,,,,,
2015-10-10 22:07:38.780000,L8,,,,,,,,,,,,455.41,459.80,457.30,457.50,467.22,476.54,479.95,485.32,483.95,483.50,493.67,491.47,502.65,504.68,503.63,504.98,502.08,503.96,505.65,504.52,,501.71,505.14,506.33,512.21,507.20,492.33,488.09,486.16,460.74,505.05,511.08,507.48,514.46,524.31,523.24,,514.95,498.66,490.87,478.12,442.83,458.25,469.80,472.75,493.24,515.94,524.59,,,,,,,,,,,,,,,,,519.45,522.30,404.67,,,,,,,,,,,,,,,,,,,,410.69,476.94,475.00,,,,,,,,,,,482.64,,,,512.50,,,,,420.44,448.13,423.84,461.46,,,527.29,531.83,498.94,,,,,,,,,495.02,,,,,,
2015-11-27 22:07:23.156000,L8,346.11,369.34,371.03,407.43,416.28,447.06,275.10,406.44,408.68,407.97,415.09,432.71,437.73,436.23,423.26,443.04,445.54,453.43,454.84,456.44,457.96,460.00,466.31,468.72,469.49,473.08,471.28,468.55,473.46,471.24,471.95,403.44,472.55,469.81,472.18,474.18,470.33,462.50,456.96,454.30,439.12,451.49,470.70,476.00,479.49,480.56,490.73,479.42,474.86,470.77,459.17,453.23,413.90,416.89,439.83,351.65,469.62,482.99,492.53,430.39,427.59,422.92,425.68,,,,450.18,444.36,449.25,466.30,502.58,487.63,455.43,453.31,495.24,295.62,290.82,330.11,501.03,508.85,523.57,516.06,508.21,497.44,488.73,495.34,491.87,,451.77,519.50,531.31,,,439.02,466.39,430.48,428.51,482.69,495.33,500.17,467.73,486.86,495.21,484.34,491.58,470.82,364.22,407.69,450.76,486.73,318.13,317.13,255.09,310.47,308.11,316.47,283.33,302.52,371.76,374.68,381.76,380.47,420.51,470.40,303.84,439.96,458.74,151.97,317.33,328.11,,,,,,,499.23,494.24,280.97,,,,467.62
2015-11-27 22:07:47.119000,L8,,,,,,,,,,,,,,433.53,421.59,440.77,442.71,449.77,452.46,453.60,455.54,456.96,463.52,465.49,466.96,470.13,467.11,466.46,470.13,468.56,467.49,,469.22,464.84,467.24,469.50,467.01,458.00,452.74,451.72,434.78,450.20,466.00,470.77,473.80,474.97,485.78,475.74,468.82,465.52,454.01,450.59,410.52,416.15,434.52,348.40,447.49,477.57,489.61,,,,,,,,449.82,444.20,450.10,466.09,500.11,484.56,451.85,450.74,493.40,296.53,290.25,329.96,496.89,505.82,521.61,512.78,500.91,493.41,485.71,494.25,488.28,,455.80,516.37,529.15,,,456.03,470.64,436.80,359.01,485.62,499.38,509.19,470.81,489.68,500.81,493.88,504.98,479.04,380.78,285.44,456.76,495.55,495.68,306.76,255.12,309.17,308.64,318.69,284.47,303.79,373.47,373.73,383.66,380.96,424.52,470.97,,452.20,458.56,460.32,454.17,443.13,,,,409.25,376.51,,324.67,361.08,519.54,,,,251.78
2015-12-13 22:07:21.432000,L8,476.95,455.29,429.41,467.49,467.13,481.42,481.68,438.19,436.86,439.36,451.38,459.10,462.07,461.12,460.07,471.68,475.02,480.69,483.37,487.31,487.72,492.68,495.07,500.59,503.68,505.75,502.97,503.17,502.63,504.05,503.90,444.96,502.90,505.48,507.91,514.52,510.23,492.37,486.69,483.76,470.32,483.63,515.72,509.57,516.80,521.03,524.07,516.88,516.51,503.04,495.72,481.97,457.04,464.24,480.65,494.78,504.60,524.22,,468.51,464.95,458.48,466.83,,,,,,,,,,,,,424.61,460.22,495.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.89,,,,,,,,,,,,,,,,,,,,,,,,,,488.76,,,,,,
2015-12-13 22:07:45.395000,L8,,,,,,,,,,,453.92,459.76,462.90,462.09,461.48,473.70,475.40,481.80,483.76,488.82,489.25,493.82,496.02,501.06,505.28,506.64,504.18,504.83,503.47,505.80,503.82,,504.20,505.71,509.51,514.69,511.87,492.81,487.30,484.98,467.27,487.28,518.47,510.22,517.70,522.12,525.09,518.23,517.61,504.24,496.90,483.08,456.34,467.79,481.26,499.25,506.33,526.54,,,,,,,,,,,,,,,,,,516.27,460.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.19,,,,,,,,,,,,,,,,,,,,,,,,,,488.14,,,,,,
2016-02-15 22:07:09.441000,L8,379.55,403.89,428.31,454.19,456.05,471.36,480.90,432.74,436.12,436.94,448.56,457.59,458.35,457.92,449.21,465.66,468.37,472.74,477.01,481.34,485.49,491.78,494.71,499.78,503.00,510.13,504.33,500.38,497.75,500.11,501.32,438.40,503.89,506.37,510.67,513.96,515.73,493.81,487.12,480.80,476.39,487.22,,,,,,515.78,513.94,501.28,499.75,487.29,469.08,468.27,489.01,504.48,507.87,520.13,,467.38,464.55,452.01,472.49,,,,,,,,,,,,,523.32,519.37,503.29,,,,,,,,,,,,,,,,,,,,439.63,453.28,470.22,,,,,,,,,,,480.01,,,,510.77,450.00,448.52,443.37,,,,,,,,528.35,534.05,528.89,,,,,,,,,492.94,,,,,,
2016-02-15 22:07:33.404000,L8,,,,,,,480.55,431.99,435.58,436.38,448.10,457.24,457.97,457.60,449.60,465.56,468.34,472.58,476.52,480.57,485.24,491.88,494.70,499.87,502.95,509.34,504.01,499.62,497.62,500.14,500.67,437.71,503.72,506.01,510.35,513.23,514.84,493.21,486.41,480.67,475.85,487.12,,,,,,515.79,513.95,501.13,499.89,487.16,468.18,468.64,488.65,504.45,507.62,519.97,,466.85,463.80,451.30,472.11,,,,,,,,,,,,,523.44,520.05,503.48,,,,,,,,,,,,,,,,,,,,439.41,453.59,469.78,,,,,,,,,,,480.63,,,,510.58,401.81,412.92,442.82,,,,,,,,528.77,534.57,529.16,516.24,,,,,,,,493.04,,,,,,
2016-03-02 22:07:07.398000,L8,354.96,379.95,376.55,422.76,428.52,462.80,464.76,392.50,416.82,413.17,419.46,434.24,441.65,439.28,427.04,440.56,449.02,446.82,457.18,456.55,462.80,466.30,471.40,475.16,476.09,481.82,482.57,476.40,475.47,474.40,479.47,348.12,485.24,484.17,490.79,494.43,482.38,469.89,464.53,461.05,447.27,452.67,476.23,495.29,488.84,506.94,513.72,487.36,489.48,476.13,468.07,464.23,427.41,429.78,446.06,458.77,477.30,492.18,496.97,442.70,429.02,342.26,436.08,,,,449.75,452.10,452.54,447.58,512.68,492.84,472.10,481.93,496.91,291.17,287.91,318.19,507.66,515.48,520.91,,,,,,,,461.05,519.33,533.64,,,452.56,460.00,431.91,421.19,502.98,494.29,499.74,467.17,335.21,499.55,493.45,496.04,478.31,373.49,481.87,460.27,490.50,488.61,308.35,245.12,299.96,295.51,309.09,278.38,300.37,341.30,373.85,370.71,369.25,390.77,463.47,409.95,396.45,433.78,412.05,438.89,425.73,,,,,,,511.90,310.02,518.60,,,,470.13
2016-03-02 22:07:31.352000,L8,,,,,,,,397.41,417.51,418.01,421.72,436.13,442.90,440.75,432.51,445.78,451.66,450.57,459.81,459.47,464.10,467.55,473.67,478.69,479.46,483.70,485.65,478.97,485.52,478.60,485.91,371.80,487.99,488.96,494.81,497.48,486.05,471.41,466.34,462.58,447.76,456.95,481.69,498.89,497.71,510.23,516.40,490.06,492.82,478.36,471.12,465.43,428.86,434.43,449.26,466.64,479.76,495.96,500.71,,,,,,,,450.93,453.86,455.35,453.83,514.12,497.10,484.26,486.97,505.09,293.23,287.68,323.23,511.77,517.88,,,,,,,,,456.79,525.91,,,,439.97,385.97,430.93,420.20,497.57,491.54,495.74,466.70,486.50,492.94,488.63,484.92,472.78,,480.22,305.90,483.42,488.76,313.21,247.80,301.92,300.20,313.78,281.04,302.42,360.74,376.95,373.12,370.87,394.92,466.64,382.07,399.64,457.05,455.83,443.31,432.44,,,,,,,508.24,359.80,521.81,,,,470.32
2016-03-18 22:07:01.867000,L8,383.67,443.59,424.17,459.98,464.89,470.28,468.79,436.74,437.04,438.14,447.09,455.63,457.87,458.85,458.87,466.53,473.33,475.52,480.85,483.30,486.31,497.11,493.26,502.50,500.36,512.58,503.50,509.60,502.05,507.82,502.45,442.93,506.77,513.88,511.92,522.44,514.94,492.75,488.03,484.23,470.59,494.37,516.78,511.35,,,,520.14,519.23,501.55,494.02,486.42,459.47,463.35,474.33,501.42,503.82,524.91,,475.03,465.64,458.31,475.35,,,,516.18,508.88,500.05,,,,,,,524.21,522.89,504.37,,,,,,,,,,,,,,,,,,,,442.80,451.75,470.94,,,,,,,,,,,475.92,434.78,368.22,,511.78,397.36,388.64,,,,440.73,492.17,462.61,,,526.78,530.65,525.59,,,,,,,,,491.00,,,,,,
2016-03-18 22:07:25.821000,L8,,,,,,,,436.73,437.15,438.14,447.41,456.05,458.10,458.88,459.69,466.71,473.54,476.04,481.12,483.54,486.42,497.48,493.45,502.76,500.52,513.19,503.84,509.54,502.52,507.76,502.55,443.10,506.79,514.40,512.13,522.61,515.21,492.86,488.64,484.44,471.24,494.95,516.94,511.57,,,,520.58,519.73,501.58,494.51,486.54,459.39,463.56,475.10,502.68,504.36,525.61,,,,458.03,,,,,517.76,509.49,501.37,,,,,,,524.45,523.31,505.16,,,,,,,,,,,,,,,,,,,,442.85,452.47,470.94,,,,,,,,,,,477.07,435.54,368.33,,512.68,447.83,388.86,,,,441.27,492.39,462.79,,,527.22,530.78,526.40,,,,,,,,,491.57,,,,,,
2016-04-19 22:06:46.856000,L8,388.87,413.39,427.42,459.25,459.66,465.71,475.94,439.17,436.30,437.04,442.10,455.60,459.34,460.01,457.63,471.45,471.74,480.66,480.38,484.25,486.16,491.38,496.26,498.64,503.79,502.36,506.20,502.54,502.65,506.83,503.14,446.66,509.02,508.55,513.48,515.14,513.52,492.63,489.61,484.34,469.45,489.65,516.76,,,,,524.78,520.67,502.24,492.90,486.67,462.17,467.52,475.92,495.24,509.20,520.74,,471.17,465.77,459.36,477.34,,,,,,,,,,,,,522.05,523.71,502.63,,,,,,,,,,,,,,,,,,,,439.74,447.69,466.97,,,,,,,,,,,477.59,,,,417.37,445.49,413.41,,,423.38,440.34,490.24,461.50,,,,,,,,,,,,,,488.78,,,,,,
2016-04-19 22:07:10.819000,L8,,,,,,,,439.91,436.88,438.89,442.44,456.10,460.06,460.73,457.30,472.15,472.50,481.35,480.78,485.16,486.33,492.56,496.41,499.32,504.34,503.13,506.92,503.68,502.83,507.50,503.49,447.69,510.10,509.94,513.71,516.11,514.28,493.23,490.47,484.85,471.61,488.78,517.15,,,,,525.36,521.42,502.61,493.27,487.00,463.97,466.83,476.76,493.93,509.53,520.49,,,,460.08,,,,,,,,,,,,,,520.22,523.28,499.99,,,,,,,,,,,,,,,,,,,,432.34,445.34,464.35,,,,,,,,,,,476.50,,,,416.62,441.90,410.98,,,,438.82,489.52,460.99,,,,,,,,,,,,,,488.29,,,,,,
2016-06-06 22:06:54.973000,L8,353.72,385.61,369.52,334.72,405.21,252.15,452.34,373.81,380.80,399.55,416.67,413.90,432.32,429.54,406.87,432.90,428.59,434.44,441.56,446.03,458.97,458.86,467.58,472.86,467.94,470.76,476.98,465.51,451.35,459.65,469.75,337.37,480.65,477.23,486.75,482.52,480.68,466.47,459.12,457.52,431.32,444.35,473.71,487.36,488.62,498.66,501.62,487.51,486.56,473.10,427.80,453.68,430.63,435.43,427.35,328.16,387.23,459.23,477.98,424.09,428.63,420.48,417.46,480.51,433.17,417.79,445.83,446.21,455.27,362.48,400.67,440.00,428.11,433.42,436.31,293.93,284.27,318.24,485.89,515.83,522.39,529.35,470.63,502.06,457.40,493.20,499.96,472.13,422.68,443.04,458.49,447.05,499.21,491.84,499.12,493.63,497.38,519.35,326.18,311.16,311.47,323.29,307.32,307.28,351.87,254.84,282.31,280.80,282.92,280.07,263.23,261.88,245.56,295.13,299.87,315.95,281.12,297.15,345.25,363.50,375.95,378.69,379.01,391.04,,,,341.53,,,430.10,420.17,268.66,413.94,381.77,467.58,278.35,268.76,457.21,416.02,422.60,511.17,361.37
2016-06-06 22:07:18.940000,L8,,,,,,,,,,,,,,,,,439.55,442.89,448.55,452.38,462.72,466.61,472.93,475.68,474.95,476.63,481.08,472.95,468.53,474.72,475.60,,485.74,480.81,490.32,488.34,485.78,470.57,462.98,461.58,435.14,443.64,484.14,492.33,492.63,504.72,505.81,498.08,492.63,478.76,436.53,458.73,435.40,439.61,437.70,330.49,482.16,465.38,507.14,,,,,469.22,439.44,419.34,450.73,448.12,457.32,417.99,390.32,448.88,433.99,475.12,439.50,293.16,293.38,317.74,495.11,518.86,,,159.07,245.26,263.50,,430.97,480.23,426.41,454.96,473.18,487.38,503.92,490.15,495.06,492.41,491.89,516.84,323.58,312.87,319.04,334.11,309.57,305.55,353.85,258.63,278.92,282.17,284.17,284.37,264.73,264.09,246.05,296.93,298.96,315.07,279.86,300.42,336.61,376.88,374.72,379.64,379.76,426.14,297.19,,,342.40,,,434.98,422.27,361.09,411.83,376.32,385.17,307.84,270.72,455.13,421.34,427.23,516.56,268.80
