dates,satname,nzd0110-0000,nzd0110-0001,nzd0110-0002,nzd0110-0003,nzd0110-0004,nzd0110-0005,nzd0110-0006,nzd0110-0007,nzd0110-0008
1999-08-26 22:04:44.971000,L7,330.19,323.90,325.14,318.49,324.52,321.21,321.47,335.57,361.12
1999-09-27 22:04:48.949000,L7,327.27,323.07,323.46,314.72,311.07,251.21,326.96,353.27,330.72
1999-11-14 22:04:42.286000,L7,,264.86,316.22,301.93,308.03,306.07,,,268.62
2000-07-11 22:03:17.779000,L7,311.46,275.71,306.92,301.14,304.14,310.13,308.72,272.01,300.00
2001-01-03 22:02:12.432000,L7,,257.04,311.78,302.84,307.38,,,,
2001-08-15 22:00:38.680000,L7,334.40,324.51,328.44,360.64,362.57,374.00,339.42,391.62,390.41
2001-10-02 22:00:04.650000,L7,307.92,269.81,307.32,290.96,297.40,,,,280.84
2001-11-03 22:00:10.954000,L7,,231.47,284.03,,,,,,279.82
2001-12-05 22:00:18.987000,L7,312.30,275.50,300.02,303.44,299.53,,,,
2001-12-21 22:00:29.925000,L7,,376.29,505.76,336.23,339.51,359.32,357.70,357.20,371.72
2002-01-22 22:00:40.906000,L7,318.85,264.11,314.33,305.30,314.95,318.20,317.08,,300.84
2002-02-23 22:00:43.620000,L7,322.72,295.52,314.33,306.34,312.64,321.04,318.00,187.50,298.91
2002-03-27 22:00:37.575000,L7,,,301.76,297.52,293.07,,,,257.92
2002-07-17 22:00:08.747000,L7,331.24,315.30,324.01,312.42,321.22,321.04,326.39,322.74,310.21
2002-08-02 22:00:01.321000,L7,300.64,277.97,220.93,257.09,241.60,310.73,316.58,301.36,259.65
2002-08-18 21:59:57.690000,L7,319.15,305.19,319.86,310.16,314.55,316.77,323.41,315.60,306.71
2002-09-19 21:59:35.083000,L7,,260.84,167.58,288.44,294.57,,313.12,282.08,269.15
2002-10-21 21:59:36.443000,L7,,273.61,311.62,,,,,,270.73
2002-12-24 22:00:09.147000,L7,321.18,274.90,321.62,309.63,315.86,311.96,316.47,313.32,319.38
2003-01-25 22:00:18.779000,L7,316.82,287.02,315.05,309.87,309.43,315.11,316.80,285.63,313.58
2003-03-30 22:00:31.029000,L7,321.80,288.51,320.92,310.59,316.96,315.85,320.35,284.23,306.75
2003-07-21 21:42:09.884000,L5,322.16,315.40,309.30,306.11,300.86,297.06,310.18,314.18,324.01
2003-08-06 21:42:27.230000,L5,315.03,307.57,297.76,291.31,295.49,,303.71,308.91,316.76
2003-08-13 21:48:45.123000,L5,303.24,307.08,290.35,292.16,291.91,,301.09,305.39,310.84
2003-08-22 21:42:44.232000,L5,323.28,322.84,305.50,308.57,306.31,303.32,317.62,318.36,319.58
2003-09-07 21:43:00.591000,L5,307.98,310.91,305.59,301.41,291.49,289.74,311.32,312.36,320.20
2003-09-14 21:49:18.766000,L5,294.91,293.48,227.51,269.90,,,296.98,302.24,304.97
2003-10-25 21:43:40.253000,L5,316.14,308.75,303.82,292.29,297.73,,304.27,307.56,322.45
2003-11-17 21:50:09.452000,L5,307.03,298.78,294.54,292.42,285.54,,297.82,302.36,326.44
2003-12-12 21:44:10.398000,L5,,,296.01,300.77,288.05,,300.81,302.72,304.33
2004-02-21 21:50:47.082000,L5,259.13,291.19,291.71,282.76,,,,,
2004-04-18 21:45:25.586000,L5,,,,,,,291.01,306.69,308.86
2004-05-04 21:45:52.076000,L5,,,,,,,297.03,307.89,309.47
2004-05-20 21:46:20.465000,L5,317.43,304.52,311.66,299.50,299.20,,305.08,323.94,323.55
2004-06-05 21:46:48.916000,L5,329.29,324.12,320.54,321.49,310.26,316.68,329.21,334.46,336.27
2004-07-07 21:47:45.207000,L5,318.81,312.12,299.93,306.89,298.26,303.48,308.69,321.68,328.71
2004-07-23 21:48:09.192000,L5,307.03,316.88,304.44,304.91,291.39,290.40,308.86,315.49,332.36
2004-07-30 21:54:28.143000,L5,318.17,309.01,304.31,306.44,292.94,,313.92,317.97,331.92
2004-08-08 21:48:26.915000,L5,303.66,301.65,288.42,260.20,,,295.06,307.45,308.81
2004-09-09 21:49:19.975000,L5,316.96,311.07,300.54,304.10,295.27,197.79,308.39,318.57,323.65
2004-09-16 21:55:41.721000,L5,314.35,305.25,281.40,277.57,,,301.00,315.50,321.34
2004-09-25 21:49:43.196000,L5,375.58,371.10,372.84,368.21,373.13,375.92,377.81,392.66,399.32
2004-10-18 21:56:23.891000,L5,306.66,308.68,303.93,289.22,292.35,,303.54,314.72,315.62
2004-11-03 21:56:42.977000,L5,304.52,308.37,295.73,289.28,279.79,,297.79,312.68,315.96
2005-01-15 21:51:45.464000,L5,312.20,308.14,309.09,298.84,293.33,,306.06,322.26,328.46
2005-01-22 21:58:02.481000,L5,316.58,310.64,303.36,300.85,286.73,,,,
2005-02-16 21:52:13.954000,L5,299.93,305.61,295.38,286.51,274.70,,296.43,309.52,305.58
2005-02-23 21:58:31.621000,L5,310.31,,297.34,304.94,288.07,,309.98,319.63,331.53
2005-03-11 21:58:44.158000,L5,308.93,301.45,297.53,301.14,284.05,,306.81,319.97,329.08
2005-03-20 21:52:38.190000,L5,318.17,318.18,315.77,312.54,300.36,311.11,311.31,329.35,329.30
2005-07-17 21:59:35.576000,L5,316.57,311.89,302.41,308.93,291.20,303.87,318.61,331.50,334.83
2005-09-19 21:59:56.928000,L5,304.41,301.60,283.25,274.91,270.71,,303.35,322.07,325.78
2005-11-15 21:54:02.336000,L5,,,,257.41,305.56,318.26,324.03,205.67,242.11
2005-11-22 22:00:23.113000,L5,316.86,316.26,315.62,311.04,303.97,,302.30,341.24,343.63
2006-05-17 22:03:57.969000,L5,308.47,311.64,303.87,301.90,295.91,221.89,312.10,332.26,312.99
2006-06-02 22:04:12.415000,L5,312.49,311.42,297.84,276.87,294.92,223.06,309.95,332.42,323.46
2006-08-21 22:05:19.629000,L5,307.15,308.18,294.29,299.42,281.48,288.56,306.86,320.18,321.96
2006-11-25 22:06:19.953000,L5,,281.63,289.07,285.91,219.66,310.22,314.80,325.77,365.14
2006-12-11 22:06:52.177000,L5,,278.42,273.74,260.71,259.58,271.63,275.29,272.35,298.62
2008-02-16 22:02:22.163000,L5,299.51,296.97,296.07,294.85,289.24,,297.58,308.20,
2008-10-29 21:55:24.451000,L5,318.67,305.88,,,,,296.32,252.69,278.39
2009-01-01 21:56:31.615000,L5,308.81,300.41,289.45,293.73,277.40,,292.11,307.09,286.50
2009-02-02 21:57:22.411000,L5,308.67,303.68,302.89,300.12,295.22,216.87,304.15,317.67,305.34
2010-02-21 22:02:44.773000,L5,311.89,309.24,302.46,310.85,298.49,309.96,314.18,323.88,329.12
2010-10-28 21:55:27.339000,L5,345.47,341.45,333.83,335.02,325.47,343.55,346.60,355.04,363.24
2011-01-07 22:01:44.406000,L5,269.74,273.35,296.90,286.25,285.07,,299.24,309.59,302.10
2011-03-12 22:01:43.554000,L5,310.16,203.51,298.11,302.63,245.91,221.21,224.70,315.93,324.69
2011-03-28 22:01:38.376000,L5,321.69,316.39,319.28,297.97,301.57,302.86,300.62,254.63,313.55
2011-04-13 22:01:34.017000,L5,306.57,307.62,298.58,298.16,289.63,225.06,303.68,318.10,316.14
2011-09-04 22:00:27.603000,L5,305.49,309.36,298.37,265.54,,,,,
2013-04-11 22:07:51.092000,L8,319.37,302.65,315.30,307.63,304.94,310.67,315.34,319.04,321.07
2013-05-20 22:13:50.559000,L8,336.97,332.87,333.47,331.85,326.55,328.45,330.37,344.84,342.71
2013-06-05 22:13:51.261000,L8,318.40,306.17,314.81,305.17,302.93,310.06,316.62,323.59,328.68
2013-06-21 22:13:43.313000,L8,321.47,316.17,315.47,311.11,308.47,312.78,318.22,327.19,330.09
2013-07-07 22:13:48.209000,L8,322.16,315.94,315.41,309.62,307.41,311.51,317.09,327.19,328.95
2013-08-08 22:13:49.700000,L8,,330.91,315.00,327.85,311.22,325.15,332.70,343.08,344.53
2013-09-09 22:13:49.699000,L8,376.70,355.88,371.46,343.64,328.98,357.85,534.20,561.37,
2013-09-25 22:13:41.239000,L8,309.98,315.55,290.07,285.43,293.26,229.82,314.50,324.68,328.55
2013-10-11 22:13:41.596000,L8,318.91,313.17,316.41,307.09,305.44,313.57,318.55,324.25,330.45
2013-10-27 22:13:31.854000,L8,320.13,313.98,315.68,309.45,309.14,316.29,317.04,324.66,329.98
2013-11-12 22:13:32.202000,L8,340.79,331.00,332.08,327.93,328.02,329.87,331.61,347.95,352.97
2013-11-28 22:13:25.971000,L8,324.69,319.67,317.97,317.11,309.80,317.68,321.53,,
2013-12-14 22:13:21.591000,L8,318.63,274.34,313.52,307.52,307.73,312.34,315.62,322.40,328.07
2013-12-30 22:13:13.343000,L8,287.60,301.78,176.31,,,,,320.98,335.90
2014-01-31 22:12:52.806000,L8,235.06,285.58,293.28,290.10,299.95,228.18,312.83,314.81,296.54
2014-02-16 22:12:38.819000,L8,315.85,299.13,310.63,305.93,304.09,307.21,316.13,317.23,297.62
2014-03-20 22:12:13.789000,L8,320.22,310.76,314.40,309.53,306.71,311.67,316.84,315.27,317.19
2014-04-05 22:11:58.702000,L8,318.81,294.23,311.24,303.72,302.41,312.74,315.71,314.03,288.16
2014-04-21 22:11:42.175000,L8,326.46,323.12,322.67,320.19,320.20,321.55,326.98,330.77,334.47
2014-05-23 22:11:18.694000,L8,225.52,290.70,318.51,300.08,297.65,316.70,320.96,330.71,330.93
2014-08-11 22:11:51.972000,L8,317.11,312.68,319.98,305.44,295.60,310.95,320.65,330.46,330.90
2014-10-14 22:12:02.705000,L8,,,,,,305.09,316.36,323.22,
2014-10-30 22:11:58.859000,L8,,312.80,313.16,305.43,307.09,312.29,306.06,306.47,321.97
2014-12-01 22:12:00.318000,L8,,,,,317.81,314.58,333.52,350.13,351.21
2015-01-02 22:11:50.958000,L8,,,,,,,282.61,306.99,320.88
2015-01-18 22:11:48.696000,L8,365.59,472.96,335.40,335.17,332.41,332.38,336.25,348.00,361.91
2015-04-24 22:11:08.401000,L8,317.02,309.23,311.17,304.18,303.02,306.78,314.82,309.57,
2015-05-10 22:10:52.487000,L8,312.19,300.75,312.30,299.81,298.14,305.67,315.28,192.75,282.15
2015-07-29 22:11:25.856000,L8,344.21,334.40,341.16,336.47,331.38,332.52,342.21,349.30,370.39
2015-12-20 22:11:57.501000,L8,350.81,335.42,341.05,332.12,330.41,332.80,338.42,349.01,352.53
2016-02-22 22:11:42.580000,L8,318.63,311.10,312.48,306.40,304.92,308.97,317.77,317.47,323.60
2016-03-09 22:11:40.902000,L8,317.34,308.78,313.52,306.99,304.44,308.16,315.44,322.67,323.07
2016-03-25 22:11:32.353000,L8,313.31,222.58,315.42,309.31,306.92,310.19,317.92,325.86,317.61
2016-04-26 22:11:21.230000,L8,317.94,308.17,315.29,305.59,304.81,307.90,319.95,322.10,325.17
2016-05-12 22:11:20.683000,L8,309.90,304.94,312.53,254.93,301.44,307.01,318.28,325.35,318.87
2016-06-13 22:11:30.674000,L8,319.92,314.18,320.29,316.27,310.64,312.85,320.94,327.17,329.56
2016-07-15 22:11:46.335000,L8,304.76,301.35,311.33,299.90,297.50,308.27,315.35,323.74,323.96
2016-08-16 22:11:53.694000,L8,320.12,314.27,313.45,306.94,309.27,313.21,321.55,328.93,330.54
2016-11-04 22:12:09.415000,L8,319.53,313.62,313.53,308.23,307.32,309.12,320.21,325.45,329.94
2016-11-20 22:12:09.409000,L8,345.53,361.31,342.10,344.70,336.75,338.52,343.01,350.02,368.00
2017-06-16 22:11:31.847000,L8,322.04,318.58,318.23,314.89,306.41,308.99,318.32,326.71,328.45
2017-08-03 22:11:47.949000,L8,345.73,335.72,341.28,342.27,333.15,331.00,338.41,350.55,372.26
2018-01-10 22:11:54.118000,L8,311.71,278.94,310.57,300.78,289.89,233.04,312.25,313.16,
2018-03-31 22:11:15.901000,L8,274.99,321.65,321.38,315.90,310.19,314.00,321.11,311.53,290.51
2018-04-16 22:11:06.667000,L8,319.53,314.96,315.25,,,219.08,314.58,319.32,330.09
2018-05-02 22:10:57.873000,L8,316.86,282.52,311.66,306.16,299.70,303.91,316.85,322.52,328.64
2018-07-05 22:10:54.795000,L8,319.06,312.80,317.81,308.38,305.38,305.11,316.68,323.50,328.37
2018-08-06 22:11:10.291000,L8,310.40,309.11,309.82,301.54,302.00,238.79,312.13,322.47,326.37
2018-09-07 22:11:24.397000,L8,336.80,332.20,330.69,327.98,322.86,327.24,335.50,343.36,341.86
2019-02-14 22:11:33.473000,L8,,176.16,309.18,298.48,296.26,231.06,309.24,191.95,274.40
2019-03-02 22:11:29.304000,L8,344.47,335.17,335.63,328.66,329.33,332.62,337.13,343.40,353.46
2019-06-22 22:11:40.996000,L8,,,,,310.08,314.57,315.92,,
2019-07-24 22:11:48.987000,L8,319.09,313.89,317.68,307.09,305.08,306.94,317.14,322.61,326.96
2019-08-09 22:11:55.358000,L8,315.66,311.00,313.14,300.19,295.36,242.64,316.91,323.82,329.27
2020-01-16 22:11:59.041000,L8,,264.54,316.31,302.39,297.70,302.96,316.07,197.19,292.60
2020-02-01 22:11:53.781000,L8,318.71,,316.11,306.11,303.84,306.03,317.58,310.19,
2020-04-21 22:11:21.823000,L8,230.72,281.34,317.26,303.06,302.20,307.73,317.15,312.72,325.42
2020-05-07 22:11:12.613000,L8,236.67,276.31,310.72,,274.10,303.78,306.20,304.68,284.62
2020-06-08 22:11:24.028000,L8,318.34,312.57,316.93,303.09,298.94,307.56,316.37,322.25,329.30
2020-07-10 22:11:39.723000,L8,310.10,310.45,313.93,299.95,234.01,303.88,315.03,322.45,329.34
2020-07-26 22:11:44.648000,L8,317.43,315.71,313.85,305.74,304.26,305.76,316.12,322.30,328.63
2020-08-27 22:11:56.368000,L8,290.50,310.30,,,,,,,
2020-12-01 22:12:09.987000,L8,348.88,361.69,370.22,356.14,340.99,345.27,344.55,353.92,373.75
2021-02-03 22:11:56.237000,L8,,274.49,312.95,299.37,294.75,233.40,315.75,309.10,288.16
2021-02-19 22:11:51.945000,L8,220.25,288.07,313.85,306.81,305.51,235.40,316.59,311.75,319.02
2021-04-24 22:11:25.382000,L8,383.05,378.07,380.14,375.26,375.35,377.57,379.02,389.37,400.59
2021-05-26 22:11:31.065000,L8,313.63,311.10,316.92,299.96,302.87,244.20,316.92,317.36,326.55
2021-06-11 22:11:38.046000,L8,,322.51,229.26,,302.37,314.82,324.50,326.15,329.23
2021-07-13 22:11:43.513000,L8,308.86,311.82,311.39,302.71,298.24,243.20,313.08,320.24,326.67
2021-11-06 22:12:48.299000,L9,361.28,358.78,355.79,347.01,341.62,343.68,351.36,354.83,374.27
2021-11-18 22:12:08.776000,L8,345.17,333.13,370.61,412.07,326.33,331.46,334.35,352.72,360.94
2022-01-13 22:12:02.740000,L9,304.31,274.39,307.14,299.60,294.79,234.29,314.33,310.80,285.41
2022-01-21 22:11:59.917000,L8,,288.58,316.47,304.33,298.61,236.27,315.01,311.28,294.99
2022-01-29 22:12:05.530000,L9,312.12,294.55,312.23,,,,,313.55,323.38
2022-02-14 22:12:01.049000,L9,374.61,363.40,372.41,364.71,358.07,358.38,366.28,383.12,387.12
2022-02-22 22:11:50.626000,L8,311.89,312.13,311.93,307.18,304.87,302.21,316.84,311.31,279.24
2022-03-18 22:11:49.046000,L9,,287.63,310.59,296.46,294.45,239.01,315.32,315.38,281.15
2022-04-03 22:11:45.362000,L9,307.25,294.07,311.03,291.87,292.60,237.56,314.56,312.24,313.71
2022-05-05 22:11:31.114000,L9,318.32,286.05,310.79,314.14,306.55,308.95,316.56,322.35,314.62
2022-07-08 22:11:39.226000,L9,318.28,315.64,314.03,305.62,304.96,303.93,311.78,322.63,329.21
2022-07-16 22:12:03.012000,L8,323.99,321.81,323.32,317.77,311.24,314.48,322.16,327.00,334.27
2022-09-10 22:12:03.656000,L9,304.74,309.21,303.69,,236.38,237.01,312.63,316.35,319.54
2022-11-13 22:12:17.201000,L9,307.70,309.09,310.11,291.68,266.05,235.94,286.77,,
2023-01-16 22:12:10.212000,L9,255.16,298.27,308.95,299.64,289.16,233.09,311.47,311.76,317.22
2023-02-09 22:12:09.040000,L8,315.92,293.13,318.74,297.49,318.94,325.15,328.38,336.58,356.32
2023-02-17 22:12:13.542000,L9,317.42,319.32,316.17,307.19,302.65,,,310.69,328.03
2023-02-25 22:11:52.258000,L8,307.08,310.55,312.14,302.69,296.74,241.59,310.94,313.58,320.05
2023-03-13 22:11:47.152000,L8,369.78,369.21,359.50,362.45,342.22,342.59,349.46,355.12,375.30
2023-03-21 22:11:55.188000,L9,303.30,300.26,311.14,300.55,293.80,240.71,312.93,315.36,324.08
2023-03-29 22:11:37.049000,L8,302.07,262.98,311.47,292.86,291.46,239.22,311.06,282.96,317.48
2023-05-16 22:11:04.371000,L8,341.32,335.62,335.28,329.22,329.24,325.80,334.72,339.09,356.99
