dates,satname,nzd0125-0000,nzd0125-0001,nzd0125-0002,nzd0125-0003,nzd0125-0004,nzd0125-0005,nzd0125-0006,nzd0125-0007,nzd0125-0008,nzd0125-0009,nzd0125-0010,nzd0125-0011,nzd0125-0012,nzd0125-0013,nzd0125-0014,nzd0125-0015,nzd0125-0016,nzd0125-0017,nzd0125-0018,nzd0125-0019,nzd0125-0020,nzd0125-0021,nzd0125-0022,nzd0125-0023,nzd0125-0024,nzd0125-0025,nzd0125-0026
1999-08-26 22:04:44.971000,L7,543.03,398.41,392.28,379.32,357.66,366.99,363.17,373.15,365.36,370.73,417.59,414.77,370.12,378.60,375.04,346.09,401.60,385.85,355.64,371.15,350.97,341.87,346.50,358.64,372.89,360.01,344.25
1999-09-27 22:04:48.949000,L7,394.39,374.45,309.57,308.36,293.45,291.55,301.41,308.69,304.30,295.33,344.88,345.61,360.40,353.50,352.12,315.82,334.42,327.21,267.97,277.27,324.75,316.58,333.94,340.20,355.32,335.34,321.62
1999-10-22 21:58:28.758000,L7,318.14,413.89,330.94,358.85,201.71,253.32,271.06,410.85,408.49,387.79,317.63,317.11,287.56,285.34,259.56,300.95,303.80,299.85,222.72,234.24,249.34,261.97,274.84,279.71,264.67,258.02,251.86
1999-11-14 22:04:42.286000,L7,419.77,377.51,367.06,,,295.23,309.52,316.76,374.18,300.17,308.20,302.62,317.97,334.18,301.20,320.41,317.37,379.49,387.48,343.61,375.63,315.72,341.28,445.83,406.17,343.15,317.47
2000-01-01 22:04:37.439000,L7,,,,,,,,,,,,,,,,,,,,,,,,254.44,224.24,243.68,234.79
2000-02-18 22:04:29.218000,L7,298.22,304.74,311.98,299.73,378.42,360.57,279.56,231.80,259.91,283.66,245.87,448.00,460.86,557.19,266.55,246.45,258.20,529.89,487.59,302.91,310.13,495.79,533.48,357.40,334.85,272.40,274.50
2000-03-14 21:58:11.336000,L7,487.91,335.20,331.51,332.34,316.21,318.01,336.04,335.29,326.59,318.78,314.33,314.87,329.29,318.64,292.02,283.22,286.86,281.50,286.08,298.23,294.66,295.80,301.78,308.32,311.94,300.45,288.40
2000-03-30 21:58:09.573000,L7,371.83,235.54,278.73,270.66,257.52,257.89,249.86,221.91,251.58,262.39,256.76,261.37,286.52,287.76,266.19,242.03,244.35,228.75,228.33,237.22,247.75,262.20,273.78,281.76,263.46,260.81,248.42
2000-04-15 21:57:55.957000,L7,525.95,340.55,293.50,341.38,317.07,317.77,330.80,414.42,405.34,370.48,299.07,304.32,327.95,316.92,293.86,284.13,283.21,268.39,275.74,288.20,284.49,291.77,407.91,392.37,392.39,371.83,430.82
2000-05-24 22:03:46.662000,L7,386.41,370.87,469.31,291.31,274.51,274.50,286.61,283.23,276.63,282.09,280.62,283.74,293.92,304.63,288.26,266.28,262.18,236.02,242.53,252.10,262.20,274.19,296.95,281.27,291.58,280.59,271.00
2000-07-11 22:03:17.779000,L7,,460.38,488.38,480.51,400.59,424.15,424.30,433.99,269.32,271.04,266.17,270.40,309.83,363.67,421.37,428.77,416.70,402.34,357.98,534.13,437.28,388.05,448.72,,,,
2000-08-12 22:02:54.094000,L7,537.71,541.48,404.76,396.60,356.45,355.16,355.94,362.42,361.75,362.51,355.45,359.05,369.75,386.80,427.88,374.02,367.05,389.22,333.82,359.89,330.26,344.42,379.99,369.69,376.57,353.67,339.64
2000-09-06 21:56:22.949000,L7,367.19,503.38,278.17,287.84,257.46,241.81,269.12,215.89,251.63,257.25,251.06,269.53,281.63,285.41,255.79,239.38,248.91,219.00,224.70,230.91,333.41,348.42,448.98,490.88,559.70,530.55,405.90
2000-09-13 22:02:26.190000,L7,,394.22,374.06,372.35,343.02,344.66,361.11,398.04,361.27,373.48,347.58,357.34,360.71,352.56,340.52,323.16,334.01,319.05,329.07,341.56,334.22,336.53,360.69,354.53,371.28,336.21,335.44
2000-10-15 22:01:56.204000,L7,432.63,364.63,358.05,364.26,274.50,293.31,303.19,296.59,299.05,341.06,341.36,352.11,339.75,340.16,324.93,304.51,320.87,325.14,325.78,339.91,389.48,333.40,338.85,355.11,397.23,381.11,392.95
2000-12-27 21:56:05.061000,L7,,,328.53,315.17,294.11,293.43,304.34,333.77,331.69,326.96,338.91,344.39,341.27,340.03,323.28,306.88,308.34,303.27,305.26,331.70,368.05,326.91,355.27,357.51,389.55,363.70,404.86
2001-01-03 22:02:12.432000,L7,549.90,382.93,389.84,321.47,310.12,311.27,370.85,368.06,367.37,371.47,361.20,361.13,365.68,372.66,379.61,333.07,324.89,319.43,313.88,327.12,325.39,327.89,340.62,353.01,364.23,353.64,354.56
2001-01-12 21:56:06.772000,L7,384.12,395.17,386.22,356.61,313.04,259.77,268.91,227.39,256.04,263.37,298.41,271.96,293.87,299.71,282.34,244.34,240.06,230.44,237.07,246.05,254.87,270.60,296.04,300.65,309.95,291.57,289.83
2001-02-13 21:56:03.778000,L7,518.58,388.38,403.33,399.93,373.55,388.76,386.74,380.20,395.94,370.64,353.48,350.04,355.46,376.06,362.99,333.73,343.18,343.30,352.75,377.72,360.80,340.98,344.21,352.61,387.56,367.25,362.21
2001-03-24 22:01:59.719000,L7,294.98,234.52,277.24,276.10,260.62,260.54,269.28,224.33,254.67,260.95,262.44,269.35,286.37,288.97,266.21,242.85,244.09,225.76,232.41,242.23,247.63,260.89,273.36,287.00,312.45,261.83,255.60
2001-05-20 21:55:29.073000,L7,384.54,313.85,289.97,285.48,275.92,509.81,340.92,,320.27,479.22,440.14,524.23,476.43,518.69,365.60,252.39,252.20,234.77,239.60,250.35,258.25,268.57,282.03,298.56,315.17,265.37,266.55
2001-06-05 21:55:16.607000,L7,482.44,416.91,379.81,377.59,369.25,352.50,366.67,347.87,355.73,340.19,338.32,341.32,365.80,364.72,353.87,338.22,336.30,324.23,326.72,335.90,340.39,328.67,338.38,344.88,376.13,345.27,328.84
2001-08-15 22:00:38.680000,L7,378.76,233.21,278.46,267.75,258.37,258.07,269.70,217.42,253.36,258.05,251.42,259.84,280.47,396.34,427.50,457.23,515.92,476.83,325.09,229.88,263.48,293.17,319.92,324.52,335.76,383.05,391.30
2001-09-09 21:54:12.928000,L7,,423.54,392.47,387.74,390.90,371.63,383.66,385.61,390.99,373.93,381.22,376.83,361.04,356.28,340.94,330.58,350.10,335.18,327.64,340.69,339.10,325.90,342.08,354.82,386.81,351.24,354.67
2001-09-25 21:54:04.740000,L7,548.74,475.98,432.29,429.83,405.14,385.33,385.87,389.46,399.18,389.39,369.82,373.75,373.98,388.56,508.89,383.38,372.03,392.95,380.35,382.73,371.49,346.45,408.90,388.85,390.56,399.25,389.23
2001-10-02 22:00:04.650000,L7,341.52,226.56,366.12,372.94,344.69,343.06,356.81,343.65,347.55,334.99,236.09,256.97,276.01,286.32,257.03,240.52,234.42,219.91,227.41,234.67,245.04,257.55,269.16,280.21,266.34,261.26,289.84
2001-10-11 21:53:46.024000,L7,,542.19,430.67,409.90,395.95,414.84,390.55,410.54,376.44,397.06,360.87,356.86,365.85,396.34,504.55,454.86,367.26,363.45,350.31,363.36,347.87,346.98,412.19,389.72,391.18,394.61,363.25
2001-11-03 22:00:10.954000,L7,390.23,371.39,358.22,355.73,339.78,345.74,352.73,345.94,329.20,329.51,362.29,380.61,359.33,350.34,333.98,308.84,308.80,315.95,328.80,325.75,324.13,317.34,341.06,352.60,368.49,327.25,328.23
2001-12-05 22:00:18.987000,L7,399.60,380.03,401.05,365.52,394.21,394.87,315.61,365.06,334.67,344.37,293.44,351.22,350.94,348.17,287.38,310.14,330.70,335.89,272.68,345.08,330.09,338.02,416.75,393.42,375.82,376.43,387.52
2001-12-30 21:54:13.275000,L7,,,,,364.08,226.48,206.56,217.80,269.43,336.30,321.19,277.64,285.93,290.59,270.81,243.67,245.30,229.68,236.93,246.68,257.97,274.31,282.84,284.78,310.38,295.17,278.84
2002-01-06 22:00:31.992000,L7,337.58,284.64,277.85,277.74,264.61,260.78,270.14,233.36,256.51,265.46,257.52,266.85,284.77,289.72,275.06,247.48,246.52,236.67,237.44,246.80,257.33,266.13,276.06,283.96,271.66,270.89,257.77
2002-01-15 21:54:23.534000,L7,352.11,351.78,378.57,363.68,351.63,371.21,296.98,269.63,259.44,281.50,449.32,515.29,496.60,454.53,374.36,385.59,494.42,282.14,,396.61,254.62,267.75,279.32,294.17,303.18,262.96,343.17
2002-01-22 22:00:40.906000,L7,547.55,400.83,387.22,386.65,364.53,371.59,374.32,385.66,395.05,395.43,367.63,383.89,393.44,383.88,397.60,351.20,345.42,346.85,353.29,348.87,348.55,540.20,,,460.18,387.29,369.18
2002-01-31 21:54:26.647000,L7,404.60,379.67,357.94,357.68,338.26,341.11,385.90,348.42,405.98,376.65,336.85,324.91,337.33,345.17,313.01,305.78,312.77,299.92,316.40,320.14,337.47,327.98,343.03,360.02,375.81,345.86,338.11
2002-02-23 22:00:43.620000,L7,,303.38,343.18,342.05,323.90,350.47,293.85,327.63,364.20,371.36,417.88,420.12,478.86,414.17,501.27,302.01,297.31,253.04,431.84,413.29,454.60,456.04,469.45,530.61,536.77,361.23,325.69
2002-03-27 22:00:37.575000,L7,350.57,353.24,354.49,264.27,334.14,328.61,362.50,380.99,387.88,362.87,323.42,300.08,283.25,289.74,317.97,280.77,306.35,290.85,331.26,343.55,322.85,261.22,272.66,285.86,296.74,287.19,286.97
2002-04-12 22:00:37.812000,L7,444.29,411.24,428.07,411.87,398.04,447.75,504.84,495.59,394.45,370.01,381.61,387.98,370.92,383.79,376.91,344.75,360.77,350.97,370.67,363.83,357.83,339.63,394.43,366.80,469.18,369.87,350.44
2002-05-23 21:54:18.991000,L7,348.85,296.75,290.75,279.83,269.09,262.29,270.89,231.24,260.77,266.49,323.38,337.11,344.71,351.25,268.59,250.28,250.89,229.25,237.86,247.64,249.71,263.20,272.33,284.24,348.08,328.63,340.74
2002-06-15 22:00:19.658000,L7,450.70,376.31,385.36,394.11,378.06,375.40,412.90,375.55,375.12,366.89,341.10,343.33,357.50,352.72,340.44,330.03,330.47,334.27,324.21,340.18,346.93,327.12,370.36,363.21,403.32,347.20,356.84
2002-06-24 21:54:04.370000,L7,,,,,,,,,,,,,,,,404.91,355.46,329.79,318.31,331.04,327.10,316.35,327.51,333.55,338.52,317.22,317.83
2002-07-01 22:00:15.186000,L7,,,,,,,,,,183.43,204.79,201.36,247.96,240.25,,,,188.69,203.10,208.87,235.13,248.21,264.91,228.99,229.56,249.94,246.71
2002-07-17 22:00:08.747000,L7,372.77,291.94,282.05,266.05,261.00,258.04,269.26,222.12,255.57,260.53,255.63,264.44,284.27,291.49,267.21,244.58,246.77,227.81,234.37,244.22,247.76,260.31,272.55,280.74,263.11,261.80,253.12
2002-08-11 21:53:48.595000,L7,379.32,345.28,339.40,347.28,300.32,312.17,335.89,349.69,437.52,426.77,318.96,371.24,399.56,355.26,338.20,329.84,533.69,460.47,411.40,,,,,,531.91,384.97,401.73
2002-08-18 21:59:57.690000,L7,385.90,235.70,273.17,254.41,206.58,235.64,222.01,218.38,243.91,255.79,236.23,257.50,277.25,287.26,255.08,236.78,238.65,221.88,227.23,235.90,241.08,254.69,268.15,267.54,253.15,330.46,341.03
