dates,satname,nzd0260-0000,nzd0260-0001,nzd0260-0002,nzd0260-0003,nzd0260-0004,nzd0260-0005,nzd0260-0006,nzd0260-0007,nzd0260-0008,nzd0260-0009,nzd0260-0010,nzd0260-0011,nzd0260-0012,nzd0260-0013,nzd0260-0014,nzd0260-0015,nzd0260-0016,nzd0260-0017,nzd0260-0018,nzd0260-0019,nzd0260-0020,nzd0260-0021,nzd0260-0022
1999-12-25 21:59:16.152000,L7,,,,,,,,,185.47,194.38,263.52,272.01,283.98,312.58,,,,,,,,,
2000-01-10 21:59:16.407000,L7,243.85,267.27,253.40,232.40,277.56,222.67,259.30,287.15,254.31,201.91,257.91,275.62,285.84,300.81,307.05,286.43,301.82,297.02,288.10,288.91,288.11,284.45,289.74
2000-03-14 21:58:59.247000,L7,305.53,274.06,264.02,259.60,281.00,286.04,268.99,286.34,265.36,207.61,286.15,279.04,297.38,310.80,304.11,288.62,309.19,306.76,297.07,292.08,292.33,286.89,290.17
2000-03-30 21:58:57.484000,L7,308.14,306.00,248.53,252.17,282.70,226.44,176.20,,183.71,205.10,268.28,269.12,275.13,281.30,446.92,442.28,433.01,427.01,416.55,296.89,528.95,498.94,298.33
2000-07-04 21:58:02.420000,L7,247.41,,,,,,,,,,246.23,255.79,251.76,257.60,296.93,266.20,283.74,283.45,274.05,272.39,273.47,277.31,273.59
2000-08-05 21:57:32.751000,L7,,225.11,208.25,200.32,281.40,,,,175.99,191.71,260.08,262.23,271.81,276.15,305.64,275.29,294.46,291.37,282.36,281.85,276.48,280.63,277.89
2000-09-22 21:56:53.357000,L7,243.28,262.80,253.84,,,,,,,,286.74,286.17,289.71,313.76,,,,299.81,292.79,286.32,292.42,292.82,290.61
2000-11-09 21:56:45.337000,L7,316.64,297.89,284.97,285.20,290.75,305.37,302.27,308.39,280.70,381.49,399.71,381.25,366.02,393.65,333.08,317.82,402.23,426.91,357.12,385.22,366.56,312.75,309.77
2000-11-25 21:56:47.006000,L7,297.98,275.28,254.69,238.88,274.04,214.52,266.60,252.54,246.63,204.32,258.64,275.73,285.88,309.99,325.08,286.86,294.43,312.77,306.72,295.15,289.94,294.99,285.25
2001-03-17 21:56:40.512000,L7,289.78,257.87,222.12,242.57,277.50,186.94,,,,186.34,262.82,283.75,282.48,287.01,304.27,285.74,300.78,297.12,287.44,289.53,285.51,284.05,287.02
2001-07-07 21:55:48.139000,L7,,,,,,,,,183.31,197.71,266.00,279.84,286.53,283.59,309.16,295.99,311.80,291.97,279.90,282.31,273.64,272.60,271.66
2001-09-25 21:54:52.649000,L7,,,,,,,,,178.78,189.96,270.16,262.68,277.29,281.89,297.62,273.48,284.99,286.88,276.69,275.31,276.19,277.69,276.93
2001-10-11 21:54:33.822000,L7,315.08,307.54,290.19,291.71,298.26,448.77,449.50,446.78,444.26,433.54,453.12,436.50,522.54,520.02,526.23,489.85,542.88,441.70,348.99,449.10,451.55,462.93,465.64
