dates,satname,nzd0499-0000,nzd0499-0001,nzd0499-0002,nzd0499-0003,nzd0499-0004,nzd0499-0005,nzd0499-0006,nzd0499-0007,nzd0499-0008,nzd0499-0009,nzd0499-0010,nzd0499-0011,nzd0499-0012,nzd0499-0013,nzd0499-0014,nzd0499-0015,nzd0499-0016,nzd0499-0017,nzd0499-0018,nzd0499-0019,nzd0499-0020,nzd0499-0021,nzd0499-0022,nzd0499-0023,nzd0499-0024,nzd0499-0025,nzd0499-0026,nzd0499-0027,nzd0499-0028,nzd0499-0029,nzd0499-0030,nzd0499-0031,nzd0499-0032,nzd0499-0033
1999-08-26 22:07:32.686000,L7,319.77,304.77,307.10,309.34,305.22,269.16,307.23,305.34,303.00,313.45,313.28,318.82,317.57,274.71,332.37,337.55,382.32,339.58,340.85,334.54,332.69,329.31,324.00,325.76,331.05,506.57,506.39,468.93,463.70,484.97,300.25,313.61,303.04,350.46
1999-12-07 22:13:41.663000,L7,340.86,240.72,236.57,249.83,250.92,149.97,195.82,236.87,237.20,258.86,259.19,260.85,265.82,266.66,282.52,377.84,372.66,369.82,367.95,365.09,362.20,356.23,357.58,357.41,363.59,365.66,,,,,,,,
1999-12-16 22:07:33.708000,L7,318.25,316.22,313.58,311.58,316.69,310.89,307.83,256.47,311.98,267.78,318.12,323.12,329.21,329.82,337.91,344.84,344.01,345.30,343.39,336.74,302.26,330.77,332.20,333.72,339.58,343.25,344.68,340.67,334.67,332.67,330.53,322.13,315.77,338.12
2000-05-08 22:06:44.900000,L7,277.60,362.02,361.51,363.82,361.08,362.66,360.82,361.84,357.15,361.02,360.54,366.97,371.05,371.49,377.62,387.39,385.69,389.00,391.31,380.80,378.44,380.55,380.02,381.44,373.99,386.73,388.03,388.13,385.64,377.34,380.83,377.42,366.20,364.49
2000-05-15 22:12:54.183000,L7,247.90,264.57,252.13,182.09,235.51,205.78,275.21,254.90,261.42,271.79,260.27,258.64,264.92,268.34,306.61,290.33,254.85,166.57,,,,,,,175.84,203.58,216.19,248.13,223.50,223.63,264.88,263.34,260.69,262.08
2000-06-25 22:06:19.852000,L7,413.05,380.27,415.40,422.62,430.21,415.81,416.05,410.05,423.11,334.55,407.94,411.31,420.26,431.52,417.38,292.64,334.27,298.70,306.29,305.34,309.48,306.72,312.55,312.79,316.23,313.42,317.30,372.57,375.36,366.42,348.59,339.63,330.01,365.83
2000-07-11 22:06:05.496000,L7,283.63,250.59,269.04,267.15,261.62,270.28,325.78,321.48,298.17,278.14,274.13,253.41,280.47,275.17,290.14,254.24,284.15,186.17,290.78,285.71,294.09,310.96,300.00,302.10,307.75,276.10,,195.58,182.49,207.42,220.20,220.25,278.41,266.01
2000-09-20 22:11:14.930000,L7,321.71,243.76,262.10,258.88,266.03,262.88,267.38,256.68,256.07,261.06,256.12,214.52,263.93,234.46,255.72,269.81,168.19,275.91,288.17,214.91,292.19,293.41,213.12,294.17,296.35,304.99,306.91,304.08,220.34,214.54,228.61,242.70,322.95,321.07
2001-01-03 22:05:00.181000,L7,326.09,251.76,261.05,257.39,261.36,253.35,267.49,253.99,261.99,263.56,264.57,269.39,272.39,277.81,289.43,283.21,234.19,296.08,300.81,299.22,297.49,293.87,295.43,297.81,304.05,302.98,310.39,305.67,306.28,299.95,287.31,278.33,276.32,279.17
2001-02-20 22:05:00.525000,L7,314.11,309.50,307.56,308.96,310.29,308.32,304.32,306.85,308.11,309.26,265.60,316.87,320.37,324.94,332.00,336.64,341.96,344.85,343.71,337.90,336.55,335.39,332.32,332.06,298.86,338.64,341.37,339.18,337.26,338.91,336.20,330.24,325.11,327.90
2001-02-27 22:11:06.137000,L7,406.40,412.30,404.83,399.68,397.78,393.48,399.86,407.11,410.55,416.74,501.01,451.31,365.35,369.35,373.78,375.72,386.27,498.90,477.78,478.42,470.93,485.31,451.41,503.87,457.84,493.28,469.83,459.39,476.87,309.18,338.72,355.21,341.32,321.03
2001-04-09 22:04:41.882000,L7,316.52,305.77,302.21,300.75,303.68,301.51,292.21,299.19,303.40,304.00,307.40,310.49,272.72,319.04,325.56,332.27,332.41,341.28,342.83,334.96,333.35,327.30,327.22,325.80,332.36,306.88,336.83,337.56,333.59,299.06,332.06,329.81,325.96,377.73
2001-04-16 22:10:54.636000,L7,410.99,236.17,251.20,245.74,253.34,247.88,264.16,247.74,221.18,263.03,260.56,257.32,262.17,268.11,274.74,276.89,231.05,278.87,280.17,284.85,278.29,288.95,285.51,288.31,292.68,289.75,295.98,297.26,289.71,282.99,245.90,270.67,267.42,258.81
2001-06-28 22:03:56.771000,L7,399.94,392.08,387.95,374.72,327.39,361.78,353.59,335.36,340.10,337.81,341.87,242.58,276.17,361.05,368.88,372.94,371.53,373.70,209.79,296.92,305.04,324.29,351.40,305.19,312.91,307.28,210.04,262.34,233.17,220.64,292.98,283.07,274.49,360.42
2001-07-05 22:10:09.496000,L7,272.96,254.59,261.34,263.91,266.90,265.80,231.15,265.33,266.92,272.18,265.94,274.44,271.38,280.24,293.73,296.91,259.15,311.24,298.43,308.71,379.84,339.73,345.20,387.70,345.14,388.80,390.92,383.74,389.86,399.42,405.88,344.67,386.94,337.77
2001-07-14 22:03:57.537000,L7,269.52,345.45,350.81,346.82,338.78,342.09,342.12,349.31,344.14,340.91,367.86,162.89,184.31,248.05,250.95,283.25,241.27,184.45,201.11,154.87,298.66,303.12,301.51,303.52,304.13,214.23,204.03,205.97,206.26,212.05,206.27,200.62,355.84,381.81
2001-08-15 22:03:26.328000,L7,260.45,242.76,262.52,258.92,259.79,259.83,188.52,204.57,259.61,264.07,261.11,250.46,265.34,224.88,459.94,460.47,444.41,442.30,196.33,285.76,290.79,292.18,286.71,294.32,295.67,297.42,244.72,218.43,201.89,198.22,214.70,256.83,261.46,265.87
2001-10-02 22:02:52.358000,L7,292.83,292.83,294.00,514.77,470.71,456.68,483.71,268.28,290.91,296.58,300.88,301.64,303.28,301.95,310.15,454.55,516.28,417.52,456.56,445.69,371.92,373.93,405.15,380.93,388.36,395.68,398.77,394.11,396.02,396.19,400.53,417.91,379.58,361.78
2001-11-03 22:02:58.699000,L7,462.59,489.00,489.07,166.62,189.10,403.68,500.34,338.52,153.04,259.05,261.87,310.14,384.23,439.87,453.96,494.47,,300.12,334.39,322.43,444.19,434.65,437.56,386.10,395.34,317.57,325.02,326.36,324.35,318.12,301.97,303.17,290.63,382.17
