dates,satname,nzd0135-0000,nzd0135-0001,nzd0135-0002,nzd0135-0003,nzd0135-0004,nzd0135-0005,nzd0135-0006
1999-08-26 22:04:44.971000,L7,343.50,325.19,305.38,322.32,306.81,323.89,322.88
1999-09-20 21:58:32.521000,L7,337.23,334.74,233.53,327.57,312.18,322.97,311.91
1999-09-27 22:04:48.949000,L7,367.86,375.29,373.38,363.35,359.39,347.10,337.99
1999-10-22 21:58:28.758000,L7,338.85,338.11,265.33,328.77,322.82,328.20,316.22
1999-11-14 22:04:42.286000,L7,347.23,337.01,320.51,331.96,332.58,329.20,322.57
1999-12-25 21:58:52.197000,L7,365.57,357.27,325.40,332.99,335.00,322.55,315.21
2000-02-11 21:58:22.025000,L7,314.82,323.66,320.33,186.84,251.69,320.82,318.53
2000-02-18 22:04:29.218000,L7,379.36,374.64,336.98,347.50,356.69,180.58,335.33
2000-03-30 21:58:09.573000,L7,330.66,392.74,390.91,341.93,312.38,279.89,278.92
2000-03-30 21:58:33.541000,L7,331.17,390.92,390.76,342.52,311.95,283.18,281.89
2000-05-17 21:58:07.485000,L7,350.29,341.39,336.39,331.91,319.70,320.26,322.13
2000-05-24 22:03:46.662000,L7,356.35,349.36,357.48,330.92,321.96,320.97,329.82
2000-09-13 22:02:26.190000,L7,,231.83,304.97,325.56,349.25,322.01,316.33
2000-09-22 21:56:05.544000,L7,406.28,412.78,494.12,,,,
2000-09-22 21:56:29.431000,L7,404.08,416.53,493.25,,,,466.66
2000-10-15 22:01:56.204000,L7,308.82,356.05,357.71,349.96,359.42,356.10,346.37
2001-01-03 22:02:12.432000,L7,488.71,416.51,409.53,410.06,402.41,407.28,398.36
2001-01-12 21:56:06.772000,L7,174.63,,318.94,266.14,316.59,328.22,314.73
2001-01-12 21:56:30.696000,L7,359.89,359.37,313.82,329.14,315.33,334.31,316.24
2001-02-04 22:02:14.384000,L7,,,313.60,209.36,,228.51,319.32
2001-02-13 21:56:03.778000,L7,328.53,322.41,276.15,328.27,262.02,316.70,314.54
2001-03-01 21:55:57.624000,L7,333.69,324.04,,309.86,326.44,326.98,324.71
2001-03-01 21:56:21.596000,L7,330.82,322.80,,310.64,326.80,326.89,325.74
