dates,satname,nzd0139-0000,nzd0139-0001,nzd0139-0015,nzd0139-0016,nzd0139-0017,nzd0139-0018,nzd0139-0019,nzd0139-0020,nzd0139-0021,nzd0139-0022,nzd0139-0023,nzd0139-0024,nzd0139-0025,nzd0139-0026,nzd0139-0027,nzd0139-0028,nzd0139-0029,nzd0139-0030,nzd0139-0031,nzd0139-0002,nzd0139-0003,nzd0139-0004,nzd0139-0005,nzd0139-0006,nzd0139-0007,nzd0139-0008,nzd0139-0009,nzd0139-0010,nzd0139-0011,nzd0139-0012,nzd0139-0013,nzd0139-0014
1999-07-18 21:58:25.703000,L7,289.39,276.41,224.45,223.28,261.91,275.62,265.00,281.67,277.00,279.03,265.88,247.72,208.17,255.97,295.13,273.19,278.65,275.50,204.97,,,,,,,,,,,,,
1999-10-22 21:58:28.758000,L7,500.37,468.92,334.02,331.15,333.22,341.78,337.53,339.99,355.78,336.60,335.90,348.54,332.82,329.07,333.61,325.00,327.71,330.90,427.31,450.31,449.52,438.22,446.07,445.52,349.35,346.16,344.23,341.83,343.39,338.69,254.22,330.16
1999-12-09 21:58:33.708000,L7,457.79,459.07,316.71,311.25,320.53,367.01,367.04,371.11,376.34,373.61,369.65,363.35,379.04,368.11,366.20,379.97,375.98,364.71,336.76,432.98,346.52,348.97,294.21,366.52,382.46,335.89,338.73,333.90,411.33,408.77,322.09,317.59
2000-02-27 21:58:16.566000,L7,450.95,435.43,347.66,290.92,286.50,305.21,301.48,305.12,349.95,267.87,258.22,238.07,337.58,362.20,319.08,309.95,316.70,345.01,321.00,361.06,383.52,386.15,371.02,341.40,402.10,387.85,379.26,451.12,355.20,359.26,518.71,370.56
2000-03-14 21:58:11.336000,L7,310.17,302.10,218.88,237.86,265.25,282.01,274.07,281.70,279.99,283.73,286.11,287.45,287.91,291.17,297.39,284.34,290.11,301.42,271.47,292.19,253.89,200.54,,,,,,199.48,232.23,180.76,225.38,256.95
2000-03-30 21:58:09.573000,L7,464.40,438.97,408.97,414.88,417.63,427.76,461.74,367.59,364.07,358.05,375.83,388.18,425.23,432.69,455.35,478.39,456.44,392.23,,422.38,427.10,420.14,421.11,405.62,423.29,400.73,395.13,388.17,391.71,286.95,257.22,293.36
2000-09-06 21:56:22.949000,L7,398.03,388.09,362.33,363.54,346.59,364.97,368.38,414.73,531.76,477.06,421.85,393.96,375.10,365.51,379.79,403.14,389.81,405.48,379.53,368.88,363.53,338.10,178.83,194.02,266.00,215.38,330.95,332.92,339.66,327.03,380.68,393.37
2000-09-22 21:56:05.544000,L7,422.68,312.92,284.38,283.69,432.76,451.19,417.99,495.10,528.24,544.61,332.49,349.15,479.19,536.31,,,,,,419.01,417.78,397.94,365.89,231.44,172.23,213.95,241.60,382.81,420.49,371.63,369.97,367.50
2000-12-11 21:56:00.959000,L7,,,337.60,333.93,340.51,334.79,330.07,302.64,333.27,328.17,324.07,382.32,381.09,370.39,360.56,390.15,389.69,365.86,348.46,,,,,357.27,217.27,327.24,331.93,326.10,338.95,339.71,338.73,342.65
2000-12-27 21:56:05.061000,L7,440.88,426.00,318.76,305.60,322.59,323.05,366.97,370.39,367.75,376.55,369.34,386.08,365.44,369.16,371.50,373.69,368.86,371.68,361.02,346.51,349.28,337.69,328.82,321.94,357.55,378.60,373.25,367.04,372.16,377.22,393.39,373.03
