dates,satname,nzd0256-0000,nzd0256-0001,nzd0256-0002,nzd0256-0003,nzd0256-0004,nzd0256-0005,nzd0256-0006,nzd0256-0007,nzd0256-0008,nzd0256-0009,nzd0256-0010,nzd0256-0011,nzd0256-0012,nzd0256-0013,nzd0256-0016,nzd0256-0017,nzd0256-0018,nzd0256-0019,nzd0256-0020,nzd0256-0021,nzd0256-0022,nzd0256-0023,nzd0256-0024,nzd0256-0025,nzd0256-0026,nzd0256-0027,nzd0256-0028,nzd0256-0029,nzd0256-0030,nzd0256-0015,nzd0256-0014
1999-08-21 21:46:56.985000,L7,307.41,300.18,296.47,301.38,305.25,314.77,323.67,328.29,344.48,355.21,342.38,309.81,289.75,267.19,303.05,353.99,379.44,380.54,380.79,346.53,344.33,356.63,345.81,336.41,318.21,309.28,287.12,274.66,268.49,,
1999-09-22 21:47:00.785000,L7,313.84,304.49,231.12,305.73,266.63,332.85,490.26,525.82,525.31,195.34,203.79,434.40,,,,209.14,284.56,354.70,366.99,350.24,336.84,340.50,336.32,329.79,314.04,323.12,286.47,292.24,254.16,,
1999-10-24 21:46:56.203000,L7,231.11,226.28,222.87,193.71,213.89,230.24,,,276.91,267.88,243.11,,,,,,,,309.22,266.94,,,,,,,,,,,
2000-02-13 21:46:48.016000,L7,172.91,161.95,169.84,168.61,158.24,219.99,196.32,215.00,214.29,213.51,206.18,,,,,186.74,291.94,357.61,351.67,333.55,335.85,327.98,320.41,314.37,302.60,285.80,271.66,257.35,247.68,,
2000-04-01 21:46:34.573000,L7,179.47,168.99,161.83,165.06,167.98,161.41,187.85,182.62,167.69,155.94,261.28,230.12,177.76,,,,266.50,329.14,345.12,325.50,319.61,290.70,309.23,257.41,,,221.57,248.39,241.11,,
2000-05-19 21:46:07.873000,L7,372.33,319.22,320.05,318.95,324.62,328.02,335.78,297.66,314.04,396.42,363.30,352.84,325.59,289.81,,249.75,374.07,398.64,374.60,371.30,345.93,349.27,365.63,329.01,318.85,305.15,296.70,293.05,280.87,,
2001-04-04 21:44:06.948000,L7,234.94,225.05,221.29,226.28,217.04,222.19,,231.32,168.27,275.34,259.05,222.97,183.33,,,,,301.37,314.25,295.60,,,,,,,,,,,
2001-05-22 21:43:54.652000,L7,417.21,417.06,385.90,412.32,413.24,308.46,306.83,308.17,322.61,313.45,311.02,299.96,237.65,,,296.17,318.45,386.29,385.11,363.72,354.92,353.07,341.25,339.66,324.88,318.99,295.50,286.80,267.83,,
2001-07-25 21:43:18.753000,L7,247.46,235.61,231.87,236.63,222.86,224.31,,,,282.34,258.84,218.68,209.43,,,,,,,,,,,,,261.48,238.35,,,,
2001-09-27 21:42:29.269000,L7,339.19,357.65,335.51,339.21,333.63,348.93,345.33,359.82,362.23,354.87,345.79,337.62,304.76,262.90,271.86,360.74,428.02,431.71,400.01,363.39,359.26,407.98,406.44,407.78,383.24,370.65,327.76,280.87,320.33,157.76,
2001-10-13 21:42:15.922000,L7,325.88,318.09,473.61,442.51,323.84,335.70,335.01,356.68,359.98,354.76,334.61,326.96,288.74,269.43,238.96,334.73,425.33,432.49,409.43,351.54,354.45,355.94,349.60,337.57,323.49,339.73,296.21,308.89,270.42,,
2001-10-29 21:42:21.289000,L7,324.28,324.09,319.60,323.94,327.93,329.95,336.38,351.36,357.10,357.04,328.04,307.64,279.03,248.05,185.92,337.78,425.12,438.33,394.46,374.61,386.69,390.10,356.06,346.25,325.96,311.40,294.04,285.10,277.52,,
2002-01-17 21:42:52.816000,L7,329.45,322.67,329.01,324.77,330.37,340.12,340.81,344.05,362.62,380.64,340.53,336.02,276.88,205.34,382.98,420.63,432.25,453.50,438.08,464.43,415.47,402.20,391.48,384.88,354.39,332.53,324.18,306.95,292.49,153.06,
2002-02-18 21:42:54.191000,L7,304.54,301.76,236.74,245.09,281.88,287.68,283.73,295.38,338.95,349.66,325.43,310.34,251.50,171.40,,208.71,286.41,358.23,370.03,355.91,345.95,349.64,336.69,332.48,314.66,299.43,290.47,274.79,266.84,,
2002-04-07 21:42:52.870000,L7,371.70,375.38,351.33,362.56,355.35,359.65,356.20,364.96,361.34,358.02,350.74,328.42,290.03,154.49,,224.27,349.83,362.23,374.59,348.23,351.34,351.56,345.25,337.19,319.88,306.72,294.72,280.73,272.99,,
2002-09-14 21:41:55.072000,L7,329.96,328.29,326.20,327.69,328.87,334.70,339.17,359.15,380.37,385.58,345.93,325.23,306.80,238.98,303.38,343.93,383.84,401.16,386.00,368.17,362.92,352.68,351.03,346.80,329.01,308.23,300.36,281.13,269.01,,
2002-09-30 21:41:47.719000,L7,329.38,330.03,323.59,318.87,326.09,334.03,334.55,353.11,354.56,357.23,332.46,315.59,287.43,256.75,,213.88,294.66,365.02,377.34,351.28,352.42,350.98,339.45,335.00,322.07,306.99,293.22,281.20,270.33,,
2002-11-01 21:41:54.382000,L7,334.49,330.75,330.29,330.18,332.42,342.67,343.03,348.63,353.30,353.21,331.75,314.23,295.48,290.86,310.46,331.20,366.73,386.01,375.53,364.51,356.44,353.42,345.99,339.06,330.10,310.60,306.96,287.43,275.62,,
2003-01-20 21:42:33.373000,L7,318.80,315.02,328.10,334.75,324.87,313.24,319.02,317.62,326.41,326.13,308.06,281.57,283.12,270.01,,214.66,291.10,360.07,375.28,395.75,356.56,354.45,343.23,335.05,323.94,310.50,320.28,285.21,278.06,,194.13
