dates,satname,nzd0439-0000,nzd0439-0001,nzd0439-0002,nzd0439-0003,nzd0439-0004,nzd0439-0005,nzd0439-0006,nzd0439-0007,nzd0439-0008,nzd0439-0009,nzd0439-0010,nzd0439-0014,nzd0439-0015,nzd0439-0016,nzd0439-0017,nzd0439-0018,nzd0439-0019,nzd0439-0020,nzd0439-0021,nzd0439-0022,nzd0439-0023,nzd0439-0024,nzd0439-0011,nzd0439-0012,nzd0439-0013,nzd0439-0025
1999-08-26 22:06:44.761000,L7,279.84,295.72,296.09,304.26,271.40,304.76,302.86,317.60,319.98,284.31,297.31,278.70,318.51,304.73,212.38,232.89,307.66,261.79,296.45,282.18,239.50,234.99,,,,
1999-09-04 22:00:33.926000,L7,240.91,288.16,286.38,285.00,273.88,297.25,301.84,313.84,320.33,308.62,156.13,277.64,322.14,270.86,207.96,,324.46,283.23,283.81,279.98,276.08,244.78,285.86,177.09,184.48,220.11
1999-09-27 22:06:48.795000,L7,257.95,278.77,287.00,279.93,276.64,287.46,291.43,303.97,321.92,295.35,278.07,,315.94,284.03,203.52,204.09,,230.16,288.77,284.01,266.77,230.16,207.47,,,
1999-12-16 22:06:45.781000,L7,252.94,256.78,261.31,238.51,256.37,266.11,242.13,283.22,310.01,206.80,,,,,,,,,,,,,155.27,,,186.29
2000-01-26 22:00:26.187000,L7,253.04,261.04,268.31,271.45,276.15,282.53,285.99,292.34,318.93,250.22,286.68,288.34,293.29,287.87,315.45,308.63,301.18,325.77,301.26,291.19,294.49,269.92,215.36,315.11,314.56,205.20
2000-02-11 22:00:21.827000,L7,239.64,250.70,264.00,259.35,255.33,281.73,236.60,241.88,292.44,261.85,,,,,,,,196.37,283.92,281.91,269.85,236.49,,,,156.75
2000-02-27 22:00:16.353000,L7,241.07,239.33,254.82,236.59,255.28,277.57,229.92,292.65,302.73,279.33,288.32,,185.20,244.22,202.89,,,,282.14,276.17,,,,,,
2000-03-30 22:00:09.363000,L7,241.32,261.50,271.88,274.97,260.98,293.44,286.30,309.15,319.79,294.84,309.64,283.57,303.09,292.07,207.57,295.18,320.36,327.87,292.32,281.72,292.03,249.38,211.61,329.39,283.91,214.07
2000-05-01 21:59:54.563000,L7,279.53,272.77,276.38,285.45,266.50,310.74,303.62,347.14,321.88,247.80,310.50,175.04,304.60,280.96,203.33,304.82,,171.19,282.21,285.78,258.75,247.81,333.42,,,206.48
2000-05-08 22:05:56.985000,L7,225.37,166.77,271.18,,,,,,,,,,,,,,,,,,,,,,,
2000-05-24 22:05:46.512000,L7,280.69,273.93,290.94,285.60,281.29,305.63,297.02,314.85,323.35,298.60,294.00,,,,,,,,,,,,,,,
2000-06-18 21:59:27.736000,L7,267.41,271.86,277.29,278.34,,280.46,209.56,243.54,192.87,,,,,,,,,,,,,,,,,
2000-07-27 22:05:00.333000,L7,299.37,291.89,306.32,304.27,325.62,319.89,312.22,330.34,333.91,296.65,281.25,,,,,,,,,,,,,,,
