dates,satname,nzd0376-0000,nzd0376-0001,nzd0376-0002,nzd0376-0003,nzd0376-0004,nzd0376-0005,nzd0376-0006,nzd0376-0007,nzd0376-0008,nzd0376-0009,nzd0376-0010,nzd0376-0011,nzd0376-0012,nzd0376-0013,nzd0376-0014,nzd0376-0015,nzd0376-0016,nzd0376-0017,nzd0376-0018,nzd0376-0019,nzd0376-0020,nzd0376-0021,nzd0376-0022,nzd0376-0023,nzd0376-0024,nzd0376-0025,nzd0376-0026,nzd0376-0027,nzd0376-0028,nzd0376-0029,nzd0376-0030,nzd0376-0031,nzd0376-0032,nzd0376-0033,nzd0376-0034,nzd0376-0035,nzd0376-0036,nzd0376-0037,nzd0376-0038,nzd0376-0039,nzd0376-0040,nzd0376-0041,nzd0376-0042,nzd0376-0043,nzd0376-0044,nzd0376-0045,nzd0376-0046,nzd0376-0047
2001-10-02 22:01:40.483000,L7,406.15,265.04,,239.27,232.79,256.65,189.49,207.37,213.25,196.28,200.69,223.10,230.43,179.46,215.44,270.00,269.14,248.80,270.93,269.05,260.28,284.31,240.53,226.43,254.06,240.06,209.46,200.13,176.48,,,,165.76,223.11,226.87,241.11,243.66,225.39,251.85,231.22,234.99,235.00,254.19,242.62,195.54,196.82,185.05,176.32
2001-11-03 22:01:46.660000,L7,510.80,266.30,,,,,,,,,,212.36,198.76,176.50,255.35,187.98,175.44,183.83,189.79,266.94,246.07,279.90,222.33,191.25,249.43,205.87,199.26,206.44,166.22,,,,,217.65,221.70,251.32,242.06,207.77,179.70,268.23,274.69,229.45,238.08,259.73,225.38,214.58,,
2001-12-21 22:02:05.831000,L7,385.31,278.02,232.45,244.10,272.91,275.39,205.26,215.12,238.59,237.25,247.71,236.36,285.46,280.72,243.67,289.79,285.04,282.34,284.27,285.99,276.91,287.99,253.62,272.37,296.12,239.31,239.64,264.77,244.65,182.00,178.57,212.45,197.72,282.61,236.48,272.38,290.39,252.11,291.00,273.87,280.60,267.73,255.31,249.07,227.66,218.81,202.25,
2002-02-07 22:02:17.936000,L7,,,,,,,,,239.36,248.45,260.25,243.50,236.30,243.27,230.73,267.28,256.59,268.28,275.09,280.52,267.48,283.37,237.91,272.18,273.39,247.82,255.41,265.48,247.35,213.59,210.88,198.63,192.20,233.01,224.60,239.04,243.12,228.08,253.93,253.55,241.86,247.94,251.70,242.60,219.38,173.71,,
2002-02-14 22:08:29.220000,L7,436.98,282.61,,304.51,234.18,268.29,199.03,209.70,218.83,219.81,205.35,229.70,287.21,271.06,265.85,302.18,297.28,304.30,303.52,307.33,299.70,299.00,283.92,209.27,250.18,242.31,250.62,270.15,205.76,189.81,184.67,,260.01,285.04,234.28,260.15,253.22,276.35,184.39,176.64,191.43,215.68,193.80,268.88,247.41,232.70,215.71,198.89
2002-03-02 22:08:32.970000,L7,,,461.04,448.43,446.82,441.68,481.20,474.08,502.65,510.82,517.36,502.63,480.24,530.55,530.34,515.26,507.20,523.36,533.73,535.91,487.50,474.75,467.02,455.21,520.61,519.65,495.43,484.87,482.87,,,,468.96,483.28,466.35,454.89,,509.39,492.33,465.62,,,442.67,440.08,421.11,546.38,519.05,463.01
2002-03-11 22:02:19.622000,L7,433.00,193.60,,235.38,231.57,256.44,195.24,210.76,219.11,201.59,202.38,219.42,189.77,173.93,254.51,283.98,188.94,204.07,206.67,278.03,271.36,222.55,200.98,208.26,256.98,210.66,203.69,259.09,183.33,,,,,236.07,226.25,247.43,240.91,196.21,250.83,228.20,234.00,234.39,253.19,250.66,228.36,218.63,,
2002-08-25 22:07:36.489000,L7,466.62,438.30,441.00,227.55,230.20,274.17,218.79,208.29,211.99,197.72,200.80,193.13,185.36,170.62,279.57,280.73,270.93,198.47,202.66,191.20,244.28,294.14,227.29,194.25,195.63,202.54,200.13,309.54,468.13,473.48,474.44,478.79,253.11,240.15,225.92,255.95,277.88,250.32,258.42,224.10,277.71,239.80,254.62,250.85,230.42,211.94,198.33,191.90
2002-10-05 22:01:07.311000,L7,499.97,493.07,508.21,475.32,300.69,299.88,320.53,322.36,292.69,312.79,327.87,313.46,318.56,324.67,357.70,194.23,185.48,293.84,255.22,363.22,366.32,341.63,326.01,318.31,364.97,343.54,347.71,354.26,345.67,334.46,216.44,311.22,298.95,232.01,319.12,325.59,335.50,322.27,341.54,326.85,325.65,342.66,335.71,327.13,240.68,239.58,224.88,204.74
2002-11-29 22:07:49.615000,L7,,,,,,,,209.38,204.78,197.25,188.49,183.31,,,,187.09,180.30,186.57,188.70,192.23,185.71,195.27,195.60,188.27,201.14,201.73,196.27,212.07,,,,,,,176.39,207.24,238.23,203.73,222.13,207.71,222.69,,,,,,,
2002-12-31 22:07:56.130000,L7,382.11,272.11,274.03,287.12,230.17,270.09,,209.73,210.81,225.98,272.86,227.56,272.31,264.10,268.58,256.07,243.03,201.61,286.30,281.30,288.48,285.97,257.02,291.90,272.71,248.19,236.73,235.12,224.05,196.83,190.43,,,269.63,238.57,253.34,274.26,259.54,174.45,182.58,199.34,218.57,184.89,258.66,233.33,225.94,214.91,
2003-02-01 22:08:09.844000,L7,372.84,,,,,,,,,,,,,,,187.06,179.59,190.55,196.78,196.12,184.46,197.79,192.62,189.07,197.85,197.16,196.32,195.90,,,,,,,216.60,204.45,235.86,194.79,216.61,209.92,224.49,,,,,,,
2003-02-26 22:02:04.470000,L7,444.17,291.58,,294.15,262.16,267.11,205.45,217.04,240.78,235.09,275.85,251.02,249.56,267.37,250.79,274.07,258.59,268.10,288.09,288.71,285.41,287.70,250.32,269.86,294.08,250.22,258.29,278.10,255.19,257.38,232.31,221.60,242.66,266.38,237.09,243.06,256.35,258.66,252.28,248.02,264.38,255.49,262.65,257.06,231.81,228.01,223.52,
2003-03-05 22:08:19.474000,L7,533.15,329.33,313.91,318.78,297.61,297.33,301.83,291.55,299.90,304.88,306.53,302.33,302.92,294.17,308.47,310.90,307.77,315.32,320.80,324.86,321.21,325.28,313.15,332.24,343.12,335.15,332.48,318.13,310.86,298.36,293.38,288.07,281.82,291.68,288.62,286.00,297.84,299.11,501.65,538.76,481.01,514.79,319.11,318.06,306.46,314.18,331.97,352.84
2003-03-21 22:08:15.672000,L7,530.83,346.73,319.73,322.34,306.84,300.15,307.92,295.41,291.31,299.55,295.17,297.92,298.59,288.99,293.96,307.27,303.05,314.13,318.04,318.35,318.01,312.91,299.67,323.83,322.49,329.42,472.41,475.04,481.93,480.96,289.94,283.84,259.74,294.58,500.99,501.42,509.93,490.01,298.88,262.93,510.06,526.54,532.39,536.38,538.82,321.23,289.67,371.54
2003-05-24 22:08:16.964000,L7,,501.52,551.63,348.70,306.84,313.69,328.10,301.17,296.07,326.38,336.44,306.49,319.40,309.35,326.91,311.33,335.33,318.42,325.84,339.84,335.66,346.84,348.96,357.21,357.41,345.18,353.70,339.62,348.40,331.14,333.45,300.82,329.04,304.32,310.05,495.35,462.12,505.25,519.30,326.17,335.02,330.15,331.98,338.22,320.67,326.68,382.17,387.78
2003-07-28 21:50:04.710000,L5,452.34,289.21,280.55,291.05,270.12,270.84,277.21,264.14,272.11,275.23,283.44,281.59,277.02,275.43,290.56,287.58,288.18,292.86,298.41,298.06,303.87,291.21,279.76,296.99,293.39,290.02,294.16,281.41,277.41,266.85,267.72,265.60,253.19,269.47,271.13,259.63,276.26,263.11,277.72,267.88,266.45,280.64,277.12,270.07,247.23,248.48,250.49,246.05
2003-08-29 21:50:38.152000,L5,438.92,291.03,290.26,298.89,287.66,285.92,284.06,272.03,286.16,292.32,283.86,291.24,278.22,287.46,293.00,298.23,301.84,310.99,316.18,313.89,312.05,301.70,298.75,306.15,303.54,310.20,306.43,302.08,294.14,289.58,284.11,274.33,259.96,287.03,292.30,272.60,282.49,274.72,288.91,272.87,278.65,290.42,298.03,283.79,278.04,271.71,263.76,258.89
2003-09-14 21:50:54.515000,L5,417.00,327.60,316.23,306.78,285.57,285.92,287.36,271.68,291.34,310.88,295.80,311.03,296.71,289.32,307.86,313.36,301.65,306.85,308.29,335.38,310.71,308.47,317.67,312.81,327.80,318.72,312.53,307.72,308.36,296.01,271.14,275.21,283.31,283.70,276.63,283.58,296.87,284.72,293.31,273.92,289.13,300.35,300.29,268.60,252.66,241.91,244.65,370.11
2003-10-16 21:51:19.969000,L5,373.96,257.08,283.01,282.20,274.58,280.32,281.79,267.26,276.10,279.86,290.21,285.55,275.29,276.50,297.54,292.44,289.68,299.21,307.94,312.04,305.38,301.98,287.75,302.96,304.12,299.73,301.63,293.23,286.69,274.54,270.47,264.74,254.01,279.06,264.74,258.76,284.23,270.37,279.08,243.35,269.03,270.25,272.39,251.94,227.83,222.85,215.61,196.08
2003-10-23 21:57:36.620000,L5,268.05,183.08,231.51,248.34,227.01,230.55,245.57,221.52,241.41,251.01,245.50,241.96,218.71,192.36,,254.71,244.89,251.48,257.62,214.08,,,,,,,208.91,238.44,252.58,243.60,245.79,231.49,223.96,253.73,174.84,209.82,250.77,243.67,260.36,203.56,219.52,231.31,246.13,215.94,181.31,176.15,176.05,
2003-11-17 21:51:45.201000,L5,361.03,244.73,276.49,279.23,264.32,272.13,279.40,268.88,276.96,279.79,288.65,292.19,270.97,269.65,292.02,289.41,282.39,293.20,301.91,311.41,304.62,297.99,286.90,301.82,302.91,296.97,293.61,285.26,280.77,267.73,268.40,259.55,254.10,280.20,262.61,257.80,281.02,270.85,277.68,238.77,264.78,266.75,271.41,249.91,222.93,220.16,214.02,195.24
2003-12-03 21:51:55.424000,L5,334.32,247.26,288.03,296.39,281.14,280.88,281.73,272.75,278.60,268.90,279.84,279.29,273.51,269.74,297.17,298.96,296.10,306.75,310.78,312.36,305.21,295.85,277.60,292.59,292.45,296.93,292.90,285.73,282.03,278.59,273.21,266.80,253.61,279.76,260.91,251.22,269.06,263.32,277.49,245.63,268.28,276.14,283.51,264.33,234.57,226.49,213.38,195.99
2003-12-10 21:58:05.829000,L5,330.08,244.98,294.83,296.47,279.28,280.38,282.42,270.28,274.27,264.80,276.11,274.93,272.31,268.63,290.71,303.11,299.03,308.88,311.25,313.05,308.64,295.49,271.95,287.78,287.96,292.23,291.10,284.23,288.44,282.24,278.98,264.68,254.18,281.33,270.72,249.16,267.36,253.85,273.97,240.82,264.13,275.31,288.42,265.46,238.23,230.29,217.88,201.35
2004-01-04 21:52:10.021000,L5,,,,,,,195.27,180.45,189.73,206.60,207.33,231.40,226.10,,,231.68,223.29,238.64,243.31,248.56,243.30,237.52,218.48,245.76,247.23,259.34,262.42,250.05,229.56,222.53,218.06,185.54,181.57,225.34,178.90,191.36,231.53,227.99,244.47,202.67,223.73,223.65,228.39,204.00,177.93,176.18,,
2004-02-05 21:52:16.959000,L5,460.93,406.76,312.11,310.77,307.30,300.49,287.06,271.99,278.14,286.11,278.24,277.70,271.88,272.73,289.43,301.38,289.80,307.82,314.70,313.98,308.02,309.58,306.20,302.39,308.68,316.04,313.11,305.54,297.85,288.31,281.65,275.01,255.59,272.47,265.95,268.13,283.01,279.63,291.44,285.36,289.70,299.57,308.65,295.44,290.61,261.81,249.26,224.83
2004-04-25 21:53:23.341000,L5,439.51,271.55,278.10,285.52,265.65,268.47,272.60,257.01,263.69,269.76,279.75,281.21,268.01,266.38,275.70,280.75,276.24,284.46,284.90,291.35,292.91,283.37,280.21,293.33,292.59,295.99,293.29,290.95,279.41,266.17,260.09,252.54,245.64,266.19,259.81,256.30,266.63,261.68,274.07,246.42,258.42,264.04,269.55,252.28,226.35,222.97,226.57,215.87
2004-05-18 22:00:14.650000,L5,446.02,292.15,284.72,292.54,278.45,273.88,275.79,265.10,271.19,275.21,286.71,288.04,276.26,278.99,292.03,293.01,288.19,292.93,298.58,300.59,294.17,292.72,283.62,299.83,301.32,309.87,306.37,303.99,290.07,278.70,273.79,260.77,242.89,270.28,267.93,258.47,274.62,275.27,283.17,262.48,283.45,282.71,286.68,270.60,247.24,243.50,240.86,247.40
2004-06-12 21:54:47.510000,L5,,,,,,,,215.48,223.66,230.19,230.12,218.18,212.55,176.77,,235.68,229.32,230.59,233.32,216.88,217.13,215.43,209.72,202.10,232.22,255.79,257.76,248.39,234.79,221.90,217.47,209.96,178.13,220.12,,,,,,,,,,,,,,
2004-09-23 22:03:38.248000,L5,390.97,332.08,309.02,313.06,291.95,288.34,288.84,288.84,281.09,289.10,293.43,290.37,279.45,281.36,304.91,298.66,290.90,307.45,307.00,311.10,301.93,296.90,295.84,305.09,298.83,312.16,308.10,300.04,294.40,271.20,268.26,249.61,228.49,254.01,250.95,215.21,252.34,250.01,259.49,209.23,220.35,244.67,268.71,261.75,232.07,224.44,228.53,209.78
2004-10-02 21:57:38.853000,L5,386.84,266.64,287.39,292.16,269.70,270.12,274.62,260.98,264.94,275.93,278.30,283.97,279.40,276.21,295.10,293.99,289.14,293.36,294.01,299.64,291.04,289.16,279.90,296.82,294.30,305.06,303.57,294.58,288.00,284.36,276.47,262.70,253.10,268.57,263.05,254.11,271.88,268.38,285.35,251.77,275.42,271.83,279.58,259.21,225.49,217.45,211.30,197.31
2004-11-10 22:04:35.857000,L5,367.41,289.94,316.32,307.77,289.36,281.64,272.17,266.06,271.33,277.71,285.90,287.04,293.50,287.73,312.73,306.02,300.39,314.28,311.89,301.55,301.12,297.53,301.50,306.64,304.80,328.02,326.25,320.51,311.30,295.32,290.75,282.08,264.93,276.73,273.63,273.19,283.66,276.59,294.58,280.58,295.62,300.56,302.17,287.41,262.80,262.37,254.60,296.43
2005-01-29 22:05:53.825000,L5,402.69,274.36,299.21,312.47,291.08,296.04,312.42,316.45,336.37,333.61,326.68,317.82,337.20,300.94,319.96,308.76,308.42,308.20,314.92,329.58,311.63,306.42,297.68,311.49,318.30,316.31,316.73,286.81,278.88,269.63,260.32,261.22,237.28,273.44,273.21,277.78,280.29,274.91,294.27,279.88,264.22,282.13,277.48,257.57,236.93,219.97,209.42,207.94
2005-02-23 22:00:07.370000,L5,388.70,306.49,314.50,297.36,277.60,279.90,280.12,270.52,276.66,288.42,293.66,294.42,285.57,281.64,310.59,305.46,298.73,307.92,313.92,317.80,308.83,303.36,304.03,313.57,315.99,321.29,309.20,303.16,294.50,285.76,276.42,271.51,260.48,278.92,272.07,278.84,284.88,276.51,292.69,276.74,287.44,299.00,297.44,285.72,276.44,265.62,290.60,328.35
2005-03-02 22:06:24.060000,L5,388.32,255.59,282.30,280.40,268.88,272.39,279.00,270.09,275.85,281.84,288.66,287.90,271.09,265.23,289.11,292.28,281.36,288.22,298.81,305.82,296.16,296.46,286.28,300.72,303.55,295.58,287.14,278.81,277.73,264.25,265.10,262.10,255.46,278.86,271.28,267.20,280.27,275.09,277.98,250.37,264.37,273.43,276.03,257.23,236.44,230.77,229.02,216.16
2005-03-18 22:06:34.540000,L5,221.64,181.88,260.86,263.67,244.46,228.49,,202.98,219.75,227.28,239.48,242.87,224.39,,,,215.58,271.70,275.41,264.59,252.88,247.85,225.84,252.10,257.10,258.47,231.88,,,,,,,,,185.34,227.63,221.43,235.29,206.26,219.38,238.33,,,,,,
2005-04-12 22:00:30.943000,L5,302.87,214.12,249.96,260.39,242.84,237.53,244.69,235.41,237.88,249.96,254.87,252.93,249.38,241.13,251.13,263.72,258.75,267.85,272.46,273.94,268.07,261.78,244.06,263.89,269.52,271.63,268.03,263.48,246.51,245.38,240.18,236.98,212.48,238.79,169.85,203.42,231.24,234.83,254.08,189.88,170.16,,,,,,,
2005-06-15 22:00:58.430000,L5,485.75,281.23,271.61,286.65,265.73,264.96,269.73,262.34,256.57,266.99,273.48,271.69,267.10,271.67,282.59,279.24,273.86,283.66,290.96,289.93,282.74,280.27,275.29,284.05,292.80,285.04,282.86,260.48,267.33,263.17,260.18,250.78,244.10,255.40,257.11,243.39,250.61,259.79,268.71,252.02,260.40,264.63,266.95,252.46,236.04,228.64,231.57,231.13
2005-07-01 22:01:02.156000,L5,352.23,208.27,236.93,253.57,229.17,225.80,232.21,218.55,226.61,235.96,231.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-10 22:07:43.789000,L5,379.19,258.25,277.14,285.99,265.52,272.58,274.46,266.46,274.36,279.39,288.21,290.82,279.07,273.67,291.74,290.63,274.60,290.52,292.72,300.31,297.75,296.17,285.85,301.92,302.50,309.80,294.18,288.55,276.55,274.09,265.78,263.59,252.11,278.39,270.94,266.49,273.08,267.58,283.10,245.98,264.05,265.30,270.66,258.43,231.28,225.92,217.66,210.46
2005-09-19 22:01:32.820000,L5,375.29,272.39,288.89,295.76,281.44,279.22,283.05,269.26,273.94,278.13,283.58,283.86,278.22,280.22,302.73,300.15,292.46,304.89,305.55,310.62,299.57,295.61,289.69,297.65,300.57,307.40,305.23,301.22,286.50,282.03,273.99,268.63,257.71,274.31,262.65,264.95,270.72,267.45,281.16,260.62,271.45,276.99,285.15,281.72,252.36,246.94,246.57,241.08
2005-10-05 22:01:29.249000,L5,372.75,308.84,337.62,339.07,296.39,286.51,331.24,364.38,365.31,346.66,328.39,336.88,290.54,281.25,303.91,301.01,298.56,306.11,309.74,314.10,307.80,303.55,289.59,302.14,298.30,306.55,301.18,300.51,292.44,286.11,281.23,275.67,263.21,278.56,277.00,269.54,278.24,270.53,288.62,268.00,278.73,284.90,290.02,276.22,247.53,235.27,240.01,235.49
2005-11-22 22:01:58.720000,L5,369.37,257.91,288.08,287.66,276.06,272.67,264.08,256.69,260.83,265.10,275.41,275.21,277.05,276.16,300.98,296.62,289.81,296.49,299.08,293.76,286.84,281.70,272.21,284.97,288.91,298.50,294.38,289.96,282.05,277.73,272.14,263.35,240.94,264.37,252.10,255.69,265.65,252.62,273.24,251.94,261.04,266.01,280.72,261.18,235.59,227.68,215.22,202.45
2006-01-25 22:03:29.142000,L5,370.29,280.64,307.66,303.04,288.96,286.30,287.53,277.87,278.47,278.42,290.12,291.03,281.63,286.46,311.54,311.69,302.09,314.39,319.83,322.85,317.51,306.70,296.50,303.44,303.74,310.96,305.51,300.87,296.81,294.63,292.12,277.15,270.39,285.08,279.77,274.89,281.96,273.18,285.74,271.22,287.70,300.16,300.54,288.53,264.34,269.17,265.55,278.51
2006-02-17 22:10:10.858000,L5,371.21,259.20,285.43,280.76,260.44,251.22,264.69,265.02,268.58,270.93,279.67,276.86,271.00,269.56,294.64,294.71,286.76,291.66,302.53,300.44,294.89,293.20,280.26,295.13,294.67,297.19,290.33,285.67,280.49,274.18,272.21,263.46,251.23,264.59,266.02,259.88,270.12,264.89,270.21,252.87,263.94,272.61,279.28,264.57,240.87,230.41,222.72,220.75
2006-06-25 22:12:20.185000,L5,325.32,195.74,221.03,234.08,215.41,213.39,231.94,,,,,,,,,,,,,,228.60,252.17,239.82,258.72,265.31,272.25,270.69,256.55,242.62,237.50,233.27,227.65,213.87,237.08,233.53,,235.31,232.93,254.03,209.22,196.33,228.88,230.65,186.92,163.15,163.66,175.89,
