dates,satname,nzd0535-0000,nzd0535-0001,nzd0535-0002,nzd0535-0003,nzd0535-0004,nzd0535-0005,nzd0535-0006,nzd0535-0007,nzd0535-0008,nzd0535-0009,nzd0535-0010,nzd0535-0011
2017-10-20 22:27:16.389000,L8,452.09,403.54,397.62,382.41,384.47,372.68,367.47,361.39,400.15,397.18,343.77,340.00
2017-11-21 22:27:10.644000,L8,406.77,391.36,382.38,383.32,382.43,368.16,370.94,357.34,359.05,400.08,338.22,347.74
2017-11-30 22:20:56.190000,L8,351.03,340.74,335.00,327.08,322.08,324.73,330.18,330.78,337.68,347.17,339.66,351.59
2018-01-01 22:20:56.342000,L8,311.84,184.24,196.75,194.41,229.87,225.22,240.59,191.50,306.13,320.56,318.11,319.10
2018-03-13 22:26:32.925000,L8,345.69,331.00,313.09,306.90,283.43,293.84,297.99,289.50,302.91,303.43,299.78,295.63
2018-03-29 22:26:26.176000,L8,306.60,305.02,307.29,298.58,274.27,290.50,292.59,,212.96,297.15,284.13,278.36
2018-07-12 22:19:56.652000,L8,187.36,198.72,232.27,254.85,192.79,279.41,256.19,256.22,317.38,316.42,268.60,244.22
2018-09-21 22:26:37.516000,L8,356.34,351.94,322.12,311.63,295.31,301.84,303.35,299.71,304.74,303.90,296.50,292.50
2019-01-11 22:26:49.169000,L8,339.25,325.71,315.19,310.80,285.33,300.50,249.01,302.30,304.57,304.20,296.73,296.13
2019-01-27 22:26:45.220000,L8,331.74,331.87,310.14,307.57,281.86,290.93,245.28,141.03,301.83,303.23,294.21,294.76
2019-02-05 22:20:33.244000,L8,298.47,297.89,281.99,288.97,268.61,278.73,235.85,186.65,315.55,321.76,318.02,317.51
2019-02-12 22:26:43.149000,L8,357.56,344.46,322.53,316.79,295.38,307.22,316.02,309.59,307.64,311.62,301.02,300.20
2019-02-21 22:20:30.485000,L8,313.91,310.02,289.28,292.36,269.42,285.41,247.09,185.34,318.16,322.47,317.34,317.59
2019-03-16 22:26:33.688000,L8,289.37,334.13,308.44,308.25,265.91,293.77,309.44,303.85,307.52,307.44,299.46,296.33
2019-04-17 22:26:24.837000,L8,305.26,334.27,311.84,309.47,272.21,298.12,302.53,287.77,304.49,303.74,285.56,279.05
2019-09-08 22:27:12.355000,L8,321.30,326.09,307.47,306.36,275.73,282.61,291.20,282.67,304.27,299.03,291.78,289.65
2019-11-11 22:27:19.914000,L8,394.04,383.15,377.96,370.09,366.26,356.60,343.32,340.51,342.74,339.94,329.76,331.87
2020-01-14 22:27:08.860000,L8,340.44,340.76,315.20,314.38,287.79,293.83,308.70,308.14,303.74,306.96,295.53,297.62
2020-01-23 22:20:55.593000,L8,408.68,411.94,405.22,411.72,410.09,411.86,403.36,398.15,404.69,421.62,396.37,401.17
2020-05-14 22:20:12.530000,L8,278.99,229.57,239.63,156.45,192.83,284.29,269.92,259.24,315.46,203.14,303.11,292.68
2020-05-21 22:26:24.857000,L8,239.50,240.00,260.84,263.38,262.04,276.45,276.53,264.45,301.63,286.56,269.18,260.78
2020-09-10 22:27:11.587000,L8,385.43,380.56,367.36,348.37,349.60,348.00,333.83,331.48,331.65,335.16,321.45,327.66
2020-09-19 22:21:03.690000,L8,324.50,302.77,306.86,289.21,280.03,293.30,289.49,306.87,319.67,320.12,315.56,321.87
2020-10-12 22:27:18.337000,L8,319.49,300.98,308.14,290.38,272.63,286.21,280.73,283.51,301.52,294.92,285.87,291.13
2021-02-17 22:27:01.970000,L8,338.32,334.59,328.20,299.50,282.55,298.11,309.59,305.43,305.36,305.98,299.27,298.37
2021-05-24 22:26:39.339000,L8,203.00,235.96,253.19,267.77,253.84,286.75,286.91,277.47,304.30,294.68,252.57,226.70
2021-07-27 22:26:59.768000,L8,260.37,239.18,249.77,256.07,263.93,275.99,274.80,272.97,302.50,292.68,275.25,270.91
2021-08-12 22:27:06.377000,L8,211.91,157.67,218.63,177.67,209.50,172.90,205.34,,303.30,285.84,261.27,250.69
2021-09-22 22:21:05.391000,L8,293.09,287.23,285.54,257.76,263.89,287.25,275.87,304.24,316.51,318.42,313.40,319.42
2022-01-27 22:27:14.862000,L9,299.59,324.52,324.45,308.02,268.72,284.91,303.69,301.26,303.05,304.89,297.79,297.28
2022-02-13 22:20:52.491000,L8,438.22,428.36,351.77,342.53,346.53,338.07,346.37,350.75,366.82,351.72,343.79,407.70
2022-02-20 22:26:59.945000,L8,341.23,326.30,325.56,310.46,279.13,291.07,308.76,302.04,305.40,304.32,299.61,297.50
2022-03-01 22:20:48.516000,L8,303.60,196.42,200.28,203.33,219.52,277.21,296.24,305.99,317.80,319.73,319.31,317.75
2022-03-24 22:26:46.974000,L8,320.81,288.36,253.15,178.02,265.89,287.83,296.26,301.92,307.63,305.18,299.43,296.28
2022-04-10 22:20:41.030000,L9,304.93,294.53,297.67,264.72,268.52,290.25,287.03,264.34,318.57,322.06,317.68,312.03
2022-04-17 22:26:46.754000,L9,336.86,287.69,322.97,264.66,268.34,282.56,145.41,250.36,208.67,302.86,290.10,278.90
2022-05-03 22:26:41.464000,L9,254.54,201.39,201.72,176.78,263.57,284.02,283.31,282.36,304.22,296.25,282.32,276.12
2022-08-07 22:27:06.729000,L9,,,175.38,171.80,206.23,261.27,264.88,271.95,234.47,274.42,242.54,187.34
2022-08-08 22:21:16.880000,L8,300.75,251.98,278.03,261.56,255.75,272.86,280.03,301.87,318.04,319.32,302.59,310.46
2022-08-24 22:21:19.767000,L8,315.05,304.78,316.44,303.74,289.72,299.64,311.74,307.04,318.24,316.91,289.80,298.17
2022-09-08 22:27:11.465000,L9,332.86,316.98,324.19,306.12,272.26,289.03,294.69,291.01,301.89,296.40,283.17,287.49
2022-09-09 22:21:23.307000,L8,312.82,299.18,307.94,291.18,277.59,293.11,298.45,178.75,317.26,320.04,309.90,316.62
2022-09-16 22:27:36.613000,L8,354.18,340.65,331.67,315.91,299.14,301.89,305.64,304.86,306.62,305.25,296.28,298.87
2022-09-17 22:21:06.325000,L9,290.64,284.56,287.38,271.14,255.73,281.13,286.07,280.87,310.01,312.68,278.43,312.07
2022-11-19 22:27:29.757000,L8,356.49,340.10,331.40,313.17,295.91,298.51,304.40,291.79,302.86,303.25,274.27,273.66
2022-11-27 22:27:24.278000,L9,358.71,343.23,335.03,317.06,297.68,301.78,308.54,304.68,305.56,302.84,294.97,297.99
2022-12-06 22:21:13.854000,L9,405.11,412.23,410.34,416.77,408.45,416.63,413.72,417.12,412.13,430.68,395.90,397.56
2022-12-13 22:27:25.324000,L9,406.18,389.51,386.53,385.92,382.15,369.61,362.67,364.49,357.69,355.51,342.43,347.51
2022-12-14 22:21:16.750000,L8,284.03,313.88,317.75,295.77,,,,,159.52,319.86,262.76,
2022-12-21 22:27:21.309000,L8,408.71,390.63,381.09,378.53,376.76,371.78,363.83,364.86,359.50,357.46,343.57,349.74
2022-12-29 22:27:24.705000,L9,343.21,332.39,329.32,290.14,282.65,293.37,295.53,294.55,301.38,302.31,293.17,295.33
2022-12-30 22:21:12.462000,L8,379.67,377.95,422.28,418.67,420.12,414.24,376.69,415.16,419.20,391.20,422.97,425.63
2023-01-07 22:21:14.460000,L9,324.99,310.44,314.83,299.18,288.85,289.32,303.94,304.95,315.05,320.59,319.34,319.80
2023-01-14 22:27:21.562000,L9,371.87,359.78,351.18,342.34,336.31,326.07,328.80,324.08,322.25,323.87,313.03,311.38
2023-01-15 22:21:05.646000,L8,337.16,329.28,326.14,316.73,310.03,311.59,321.77,321.33,327.70,330.55,328.19,331.09
2023-01-30 22:27:25.570000,L9,379.81,365.86,358.24,349.54,341.83,331.62,332.41,329.40,327.27,329.91,318.52,323.37
2023-02-23 22:27:02.902000,L8,302.65,320.79,320.80,309.00,273.89,277.74,292.22,136.06,305.42,306.37,298.95,296.10
2023-02-24 22:21:03.459000,L9,322.83,302.66,309.76,298.13,282.78,293.39,308.31,310.44,321.24,325.29,321.19,319.67
2023-03-27 22:26:47.387000,L8,394.20,362.13,351.64,345.19,333.74,330.06,335.27,325.77,323.49,323.48,290.77,
2023-04-13 22:20:38.700000,L9,300.69,251.80,293.53,277.93,266.36,292.14,294.94,285.79,318.88,319.92,312.18,316.32
2023-04-20 22:26:49.179000,L9,387.58,373.42,371.08,363.71,360.11,362.45,364.26,366.25,355.70,348.37,335.98,331.72
2023-04-28 22:26:27.911000,L8,295.41,288.52,315.77,292.13,274.16,282.26,287.23,289.34,229.15,299.95,278.63,280.25
2023-04-29 22:20:31.914000,L9,296.12,297.61,299.66,285.30,281.03,292.34,292.23,303.10,250.07,317.43,309.68,309.94
2023-05-15 22:20:23.769000,L9,294.58,291.78,297.98,291.19,291.63,300.33,289.90,304.33,321.28,319.65,293.98,265.97
2023-09-19 22:27:02.596000,L8,314.59,308.58,304.10,287.12,274.08,281.77,282.25,291.45,302.88,296.17,282.52,288.85
2023-10-05 22:27:04.875000,L8,461.15,420.98,435.90,430.29,433.82,416.34,383.63,377.90,378.07,388.57,373.16,388.86
2023-10-22 22:21:02.157000,L9,320.79,309.14,310.53,292.45,285.59,291.29,303.96,306.95,317.36,318.54,309.52,317.48
2023-10-29 22:27:09.154000,L9,412.26,389.84,378.90,381.01,389.56,360.02,359.34,360.74,350.07,354.44,339.86,338.35
2023-11-30 22:27:16.547000,L9,360.11,347.05,338.41,322.06,302.26,308.41,312.00,310.95,309.25,308.75,298.99,302.18
2023-12-09 22:21:02.419000,L9,324.55,300.83,298.80,245.11,274.88,289.35,301.58,183.63,313.32,319.19,312.79,319.81
2023-12-17 22:21:00.102000,L8,324.90,312.29,312.06,299.54,289.66,291.48,303.88,308.82,316.61,321.37,316.15,319.77
2024-01-26 22:21:02.147000,L9,436.13,428.20,418.76,421.10,424.68,415.07,403.90,396.84,407.93,417.35,390.69,398.36
2024-02-03 22:20:52.721000,L8,283.02,263.68,294.49,264.94,259.35,279.01,283.04,271.54,305.79,317.25,308.48,307.73
2024-02-19 22:20:51.302000,L8,302.08,308.00,308.47,297.37,283.71,292.87,300.26,304.25,312.46,318.77,310.20,275.05
2024-03-06 22:20:39.136000,L8,322.55,316.62,314.54,306.32,294.33,303.84,286.66,,232.05,306.85,288.28,255.42
2024-04-07 22:20:23.488000,L8,279.62,261.86,307.22,295.79,277.32,289.86,294.57,,310.38,316.28,296.00,308.81
2024-05-08 22:26:34.592000,L9,308.46,323.47,328.31,315.46,299.48,305.04,298.81,294.90,305.50,296.16,216.08,
2024-06-09 22:26:17.449000,L9,280.32,210.81,254.12,205.73,219.64,306.95,296.63,285.07,303.72,293.09,245.09,
2024-08-05 22:20:18.332000,L9,296.69,295.05,306.94,301.50,291.72,302.32,307.05,306.61,319.38,318.28,290.76,286.43
2024-08-20 22:26:43.417000,L8,342.76,331.29,329.42,315.98,291.21,296.91,301.99,303.24,306.44,301.89,287.41,278.62
2024-08-29 22:20:33.674000,L8,320.82,315.74,325.46,307.59,291.69,303.94,306.91,314.93,315.79,317.36,293.27,296.88
2024-09-13 22:26:48.444000,L9,350.58,330.78,332.23,315.08,294.08,299.86,294.96,301.19,306.32,294.72,280.59,275.36
2024-09-22 22:20:32.853000,L9,185.47,158.69,163.78,196.45,223.72,299.97,299.10,247.15,322.35,319.24,214.64,313.03
2024-09-29 22:26:52.739000,L9,353.60,339.18,330.34,315.92,295.58,297.71,291.43,304.31,304.09,299.83,281.30,281.08
2024-10-16 22:20:51.445000,L8,329.13,318.45,318.72,302.88,292.97,298.86,304.19,193.77,320.12,320.47,308.66,316.28
2024-10-24 22:20:57.649000,L9,332.96,325.24,316.56,306.35,296.71,307.65,311.29,315.61,314.61,321.70,309.42,316.53
2024-11-08 22:26:59.650000,L8,402.99,399.95,385.06,377.27,383.93,371.48,371.50,367.46,356.63,352.61,336.87,335.84
2024-11-17 22:20:50.529000,L8,367.20,358.76,353.82,358.44,345.19,337.61,343.04,348.95,353.31,355.73,357.02,356.43
2024-11-24 22:27:09.131000,L8,358.76,343.78,337.11,318.97,306.13,304.85,305.51,305.23,306.20,304.97,293.57,296.17
2024-11-25 22:21:03.583000,L9,329.46,314.71,314.07,303.37,292.34,294.83,304.25,310.21,317.56,319.33,314.79,316.74
2024-12-10 22:26:57.719000,L8,341.88,336.78,327.13,309.84,289.12,292.65,297.74,139.45,301.32,299.62,290.86,294.18
2024-12-18 22:27:07.864000,L9,358.53,343.47,335.27,320.62,300.67,306.69,308.49,306.74,306.44,305.64,297.37,298.39
2025-01-11 22:27:03.988000,L8,355.07,319.37,330.51,319.15,298.23,305.80,306.65,300.49,301.50,303.83,298.12,296.50
2025-01-12 22:20:57.242000,L9,397.72,429.89,421.93,406.20,409.84,418.53,404.64,418.22,431.76,430.78,401.74,418.83
2025-03-09 22:20:38.333000,L8,360.44,403.48,353.12,347.93,347.02,353.42,348.11,355.09,361.13,353.57,347.70,355.49
2025-04-09 22:26:50.816000,L9,348.27,332.24,325.50,314.57,304.42,309.39,313.75,305.74,308.32,304.88,295.49,295.86
2025-04-10 22:20:22.528000,L8,319.52,295.54,228.63,251.61,270.82,297.94,311.68,313.08,321.58,321.74,316.33,317.05
2025-04-18 22:20:37.112000,L9,313.31,302.04,228.94,259.88,292.12,301.12,318.43,309.72,321.37,321.50,312.92,314.04
2025-05-03 22:26:22.787000,L8,344.76,328.49,324.92,315.38,307.20,308.83,306.08,303.57,308.62,146.34,288.37,282.05
2025-05-04 22:20:29.330000,L9,295.12,221.86,221.84,242.46,254.70,293.59,300.22,304.25,314.53,317.16,137.64,286.12
