dates,satname,nzd0124-0000,nzd0124-0001,nzd0124-0002,nzd0124-0003,nzd0124-0004,nzd0124-0005,nzd0124-0006,nzd0124-0007,nzd0124-0008,nzd0124-0009,nzd0124-0010,nzd0124-0011,nzd0124-0012,nzd0124-0013,nzd0124-0014,nzd0124-0015,nzd0124-0016,nzd0124-0017,nzd0124-0018,nzd0124-0019,nzd0124-0020,nzd0124-0021,nzd0124-0022,nzd0124-0023,nzd0124-0024,nzd0124-0025,nzd0124-0026,nzd0124-0027,nzd0124-0028,nzd0124-0029,nzd0124-0030,nzd0124-0031,nzd0124-0032,nzd0124-0033,nzd0124-0034,nzd0124-0035,nzd0124-0036,nzd0124-0037,nzd0124-0038,nzd0124-0039,nzd0124-0040
2000-08-12 22:02:54.094000,L7,308.01,319.75,,,298.66,289.08,314.47,,229.34,264.12,216.84,318.18,,301.82,285.76,238.69,265.45,246.90,269.51,310.94,265.23,287.92,301.23,298.43,296.96,294.53,301.13,298.00,268.59,311.30,261.68,307.47,,231.59,,308.28,304.37,299.71,295.59,286.93,279.38
2000-09-06 21:56:22.949000,L7,,,314.65,326.16,306.88,234.36,184.34,341.65,385.26,478.84,479.65,240.93,298.38,218.75,,,236.73,261.83,281.64,315.64,295.15,292.69,302.71,304.73,293.94,320.11,310.05,307.83,319.35,315.57,291.24,302.97,308.34,312.45,310.29,289.16,308.44,299.80,296.61,287.97,280.43
2000-09-13 22:02:26.190000,L7,,,,,,,,,,,,,,292.32,280.96,239.04,282.57,253.14,271.06,311.16,173.13,,286.91,291.16,,,,,,310.83,283.72,310.00,309.17,309.26,305.89,306.23,301.95,298.25,252.53,282.10,278.38
2000-10-15 22:01:56.204000,L7,422.36,323.89,323.41,339.43,296.62,479.46,,,516.37,408.14,455.80,437.39,400.94,423.47,366.01,414.88,342.20,325.69,335.47,319.22,323.59,318.40,326.02,328.30,308.72,317.20,315.90,316.03,322.72,323.57,398.15,444.12,423.35,242.27,252.79,250.73,233.35,194.90,530.16,294.23,292.26
2000-12-11 21:56:00.959000,L7,309.10,317.53,317.65,319.11,297.47,290.31,203.24,282.46,234.82,322.24,268.59,327.37,293.16,289.94,301.79,313.27,270.97,255.83,273.16,310.78,291.16,283.42,293.05,297.57,293.30,295.36,305.01,308.46,273.13,236.92,205.09,520.52,514.77,314.06,317.20,315.28,308.22,305.07,297.91,284.85,
2001-01-03 22:02:12.432000,L7,307.97,256.71,317.69,316.26,297.54,287.29,316.66,317.40,229.77,267.67,254.34,262.46,430.54,425.86,419.87,245.39,260.78,392.24,406.42,435.82,406.54,290.70,300.12,301.06,299.67,414.09,427.98,418.17,417.08,416.00,414.10,312.82,317.38,320.70,314.82,315.53,309.37,307.85,300.35,288.73,286.86
2001-01-12 21:56:06.772000,L7,312.65,321.95,324.42,320.07,302.24,415.54,410.95,407.72,412.13,404.54,399.27,273.95,232.72,309.58,281.21,256.34,273.26,256.13,269.11,314.11,295.23,295.35,303.78,307.42,303.95,307.72,310.24,311.86,316.55,326.03,173.59,318.32,326.66,320.17,318.91,319.20,306.29,304.39,294.45,442.61,409.50
2001-02-04 22:02:14.384000,L7,508.19,461.94,477.19,472.88,466.97,497.35,493.43,461.56,478.20,448.60,437.95,442.65,429.90,304.60,272.38,246.04,265.15,252.56,,242.68,431.76,419.33,417.56,416.46,388.61,428.44,387.99,419.72,421.89,320.88,302.75,316.02,317.54,210.13,193.29,183.91,222.92,307.22,309.08,310.42,
2001-02-13 21:56:03.778000,L7,524.96,472.66,465.65,478.74,448.46,446.06,444.39,456.54,437.87,449.82,432.75,442.54,432.12,545.03,494.59,256.51,265.51,,270.39,311.13,290.61,289.62,300.50,304.16,301.93,311.44,313.51,311.65,316.16,319.03,306.37,319.34,321.76,322.30,319.79,320.12,313.54,309.02,301.17,289.62,290.09
2001-03-01 21:55:57.624000,L7,310.51,317.02,321.95,314.53,299.00,291.58,318.48,443.74,435.92,440.01,426.20,436.99,411.81,387.71,399.79,387.93,388.41,390.05,369.81,393.03,384.05,372.18,375.85,402.38,373.77,300.13,303.25,381.19,391.99,392.66,382.16,390.37,395.50,395.30,401.69,412.25,,,,,279.65
2001-03-24 22:01:59.719000,L7,485.39,476.62,480.09,469.13,460.11,419.40,440.70,,223.80,270.38,251.40,316.69,223.90,306.91,278.08,250.25,276.42,254.63,273.15,312.39,294.65,289.24,294.72,296.25,292.26,299.68,301.08,306.11,304.78,317.46,296.50,313.35,314.65,317.89,308.85,313.20,310.37,306.59,297.07,286.85,281.53
2001-05-20 21:55:29.073000,L7,,,,307.59,308.51,289.34,,,,,,,287.38,266.25,295.16,158.70,,166.70,207.74,183.91,299.73,290.95,299.98,297.89,299.85,308.11,291.26,296.59,299.16,316.22,228.19,286.93,312.40,315.16,307.64,253.32,220.98,262.59,,,270.55
2001-06-05 21:55:16.607000,L7,430.57,477.14,455.80,414.53,406.00,405.99,372.09,400.70,405.13,388.18,384.21,390.35,379.00,374.87,325.17,320.87,366.46,365.60,334.84,363.63,361.37,347.19,341.03,346.02,349.65,353.51,346.92,355.47,358.35,360.07,357.24,356.18,360.55,531.83,504.43,407.06,384.20,369.28,353.87,341.73,344.84
2001-09-09 21:54:12.928000,L7,259.20,282.00,301.09,281.52,267.73,264.78,316.09,286.66,237.32,316.36,266.58,324.66,296.62,309.32,290.94,240.59,271.64,254.10,270.20,310.37,293.03,286.93,297.89,301.95,289.65,305.75,304.23,305.87,308.12,315.30,296.02,309.85,185.06,265.84,246.22,254.47,304.61,302.82,293.03,282.23,277.47
2001-09-25 21:54:04.740000,L7,317.14,327.76,332.14,322.50,316.13,297.93,324.51,336.98,343.42,339.89,320.44,335.99,310.07,326.13,314.21,299.88,298.02,313.07,319.31,326.66,307.18,301.92,310.95,309.61,308.77,313.93,314.20,315.39,321.32,324.34,310.38,320.23,322.90,324.42,322.85,322.91,367.93,367.91,355.77,344.50,342.03
2001-10-02 22:00:04.650000,L7,447.22,447.86,448.27,428.10,436.88,289.07,179.28,285.53,234.42,277.59,261.37,325.82,234.71,300.31,289.08,242.64,260.35,255.67,274.34,312.73,295.65,281.28,291.63,297.52,289.42,296.18,301.87,302.50,311.18,311.81,293.98,312.29,314.87,315.58,312.91,309.92,303.12,298.80,290.19,281.20,275.91
2001-10-11 21:53:46.024000,L7,526.26,466.34,467.54,462.28,461.61,457.89,482.47,473.97,459.66,438.92,429.36,427.72,415.79,441.27,404.24,366.52,365.12,370.14,393.43,393.18,387.02,383.01,381.99,380.17,376.85,377.37,349.69,384.94,388.73,382.18,373.22,375.77,376.37,377.02,353.05,369.57,371.61,335.21,360.97,352.14,338.01
2001-11-03 22:00:10.954000,L7,,,316.80,311.12,302.22,285.84,307.09,,,,,,,288.18,270.37,236.64,247.73,248.03,,,,244.85,238.65,246.21,258.52,279.55,297.77,294.19,294.66,309.89,289.99,306.52,248.72,271.48,267.18,269.70,295.24,297.40,266.83,271.61,272.63
2002-01-06 22:00:31.992000,L7,,,,,,523.58,465.84,285.32,,,,,,,,,,,,,241.61,258.59,267.87,286.25,254.77,265.23,293.23,291.71,285.80,309.72,287.26,303.91,294.17,304.49,297.48,296.93,297.67,296.62,278.93,237.54,245.38
2002-01-22 22:00:40.906000,L7,503.57,467.93,164.36,275.17,158.84,253.63,198.15,457.09,444.12,446.74,436.05,431.91,424.73,412.09,275.36,247.50,275.48,252.46,265.01,398.92,370.05,387.00,383.99,380.21,297.27,300.40,302.20,306.20,311.94,317.03,304.41,314.10,313.64,318.84,314.76,313.91,306.67,304.96,296.53,285.22,282.01
2002-01-31 21:54:26.647000,L7,467.39,450.70,452.47,461.52,452.39,394.79,461.47,463.17,450.50,431.71,450.25,450.03,428.57,424.83,420.95,388.29,403.29,389.69,354.83,387.68,377.60,371.35,369.59,351.24,368.03,371.43,368.01,365.93,369.25,363.94,362.64,358.85,363.62,358.01,321.92,314.28,317.97,309.06,305.70,328.08,325.50
2002-02-23 22:00:43.620000,L7,532.85,484.43,486.31,484.05,476.12,464.85,441.03,468.41,431.88,438.00,456.15,480.80,469.06,467.69,458.10,450.18,445.98,447.66,448.36,455.08,450.62,444.49,442.62,460.53,444.90,467.54,439.34,439.19,435.48,431.94,433.48,452.61,436.87,440.93,416.10,254.89,247.07,193.35,,,
2002-03-27 22:00:37.575000,L7,252.21,183.39,312.64,427.70,292.16,281.52,312.45,284.13,223.59,305.78,422.22,421.19,411.53,387.63,278.21,249.08,273.97,251.95,259.75,304.04,292.38,288.06,293.78,294.68,280.47,289.63,300.18,303.01,304.48,312.32,297.62,309.51,305.44,311.87,311.55,308.03,303.31,303.31,294.18,285.01,284.30
2002-04-12 22:00:37.812000,L7,303.01,317.93,319.50,307.85,216.20,287.60,444.27,447.39,439.78,421.27,420.84,419.36,421.83,407.65,400.35,405.39,388.74,401.61,391.33,313.78,300.86,292.11,295.93,301.95,299.62,329.89,291.77,321.46,292.76,316.56,308.97,316.14,315.28,319.69,318.11,318.31,310.79,305.69,299.59,284.01,283.55
2002-05-23 21:54:18.991000,L7,,,,,,,,,,,,,,,,,,,,,,239.35,261.42,289.67,257.07,287.54,272.75,251.12,229.06,311.38,,,,,,,298.68,178.70,,228.24,269.72
2002-06-15 22:00:19.658000,L7,309.17,317.35,313.51,315.47,303.90,281.79,263.51,,,,,,,,,,,,,,178.78,292.64,300.60,300.95,273.39,297.33,304.88,303.82,292.99,314.67,300.66,225.45,309.80,266.78,315.08,311.41,310.75,304.80,293.67,284.94,283.92
2002-07-01 22:00:15.186000,L7,310.93,321.86,329.95,322.34,319.89,299.32,314.01,233.53,205.34,239.04,320.14,327.58,304.85,324.62,317.93,296.99,193.76,312.44,263.10,254.60,303.88,299.05,305.31,308.86,302.23,316.01,311.01,316.41,322.03,321.54,310.30,314.13,,,,239.75,312.85,307.80,300.63,288.89,296.35
2002-07-17 22:00:08.747000,L7,307.88,310.24,294.95,222.15,282.06,290.00,316.09,293.75,200.37,273.92,181.47,325.41,296.25,310.78,277.18,240.56,263.86,251.46,268.25,306.66,255.68,288.65,301.34,290.55,277.46,296.33,299.80,305.07,309.08,311.85,284.97,312.91,311.27,315.80,304.96,306.70,301.60,302.31,292.77,286.54,280.36
2002-08-02 22:00:01.321000,L7,336.32,333.23,328.66,437.42,451.03,422.09,359.03,447.54,449.03,451.64,443.80,435.47,413.07,408.35,388.75,301.30,307.45,315.24,305.74,317.49,318.01,301.42,319.04,316.54,319.35,327.44,321.44,326.02,325.75,322.36,322.80,324.05,332.77,328.46,327.26,319.67,318.68,308.00,303.02,304.78,304.41
2002-08-18 21:59:57.690000,L7,305.35,313.91,316.27,314.80,248.09,216.20,236.37,293.02,225.45,322.63,251.95,321.71,296.38,307.28,274.18,238.33,266.97,248.44,260.37,308.72,291.45,286.22,292.45,293.70,285.21,295.99,303.80,301.32,308.18,312.31,287.16,242.17,246.14,265.00,307.15,306.78,305.90,299.01,290.72,282.55,285.76
2002-08-27 21:53:36.267000,L7,,,,,254.80,213.80,244.84,288.97,234.50,271.02,260.29,326.50,298.29,309.65,281.26,251.01,273.12,261.23,278.40,306.67,293.86,289.32,298.37,296.02,,,304.72,304.26,311.01,318.33,296.22,311.84,313.25,315.18,303.24,310.35,302.55,304.07,294.51,282.04,277.79
2002-09-12 21:53:31.762000,L7,308.79,214.58,321.12,315.48,308.89,291.33,177.13,286.35,235.84,323.77,260.25,325.71,290.79,302.15,293.33,244.02,274.05,253.14,273.67,305.75,298.01,282.03,288.18,292.40,259.19,297.42,305.61,314.15,310.18,279.48,282.11,309.78,309.03,311.62,309.96,304.35,303.11,295.67,292.27,283.31,292.61
2002-09-19 21:59:35.083000,L7,,322.38,332.58,291.34,247.22,203.89,199.94,288.31,327.15,271.49,322.97,325.04,228.64,304.78,286.14,242.18,267.57,254.77,264.10,255.24,294.86,279.85,279.39,295.62,266.80,295.91,296.46,293.96,303.97,313.90,284.18,311.42,289.36,314.55,307.30,301.02,302.01,301.76,285.18,,269.63
2002-10-14 21:53:19.813000,L7,440.26,459.73,460.41,457.92,470.02,414.41,419.84,467.15,453.99,440.27,401.03,406.37,435.91,423.56,385.16,413.10,373.97,414.23,374.26,416.25,409.73,417.94,406.08,389.63,393.73,387.50,390.12,408.67,412.33,393.20,384.51,395.41,401.20,404.78,403.33,400.86,349.99,343.49,337.80,372.36,365.28
2002-10-21 21:59:36.443000,L7,,316.56,318.49,317.72,177.33,267.25,313.87,287.81,228.74,268.91,253.88,324.78,287.35,290.41,280.94,238.00,264.23,204.74,177.76,178.53,,,,,,284.95,296.60,296.02,305.37,311.45,255.64,308.70,298.54,308.75,303.56,306.36,302.71,301.54,278.44,284.43,271.25
2002-10-30 21:53:25.867000,L7,306.26,316.31,256.08,277.29,300.59,285.60,200.84,278.09,233.00,266.59,253.72,320.10,225.80,302.72,278.13,237.93,261.06,247.39,256.55,242.47,286.12,,285.31,251.54,294.34,291.00,300.46,299.36,301.81,311.60,287.20,306.60,307.05,311.02,308.60,311.32,303.61,297.42,291.41,284.69,279.15
2002-12-01 21:53:52.985000,L7,310.97,319.76,293.37,278.25,180.75,189.28,202.96,229.65,328.17,332.79,318.91,326.71,303.93,308.26,278.33,247.53,273.17,262.98,264.31,313.74,304.62,300.07,305.45,306.77,306.63,313.41,311.37,320.51,322.92,324.34,304.63,317.69,318.35,320.21,319.18,318.39,311.34,310.23,301.49,189.60,284.03
2002-12-24 22:00:09.147000,L7,480.70,445.77,284.51,187.38,447.68,438.82,413.75,301.35,287.87,433.23,429.44,428.29,419.16,409.13,406.06,389.69,395.70,399.11,394.23,395.40,167.71,257.90,260.59,254.17,379.49,379.26,379.09,367.40,389.53,368.40,382.82,390.22,320.89,322.98,322.00,323.22,313.96,311.50,304.12,292.58,292.13
2003-01-18 21:54:06.301000,L7,316.33,321.57,324.64,321.62,302.39,290.94,321.01,307.30,288.41,328.29,310.16,327.58,300.86,306.07,290.01,256.76,283.34,256.33,272.85,306.79,300.08,293.73,302.70,305.61,304.29,310.25,308.96,308.52,313.98,317.91,303.30,312.25,315.51,316.30,316.40,311.79,302.61,302.31,301.09,289.52,286.68
2003-01-25 22:00:18.779000,L7,490.67,452.97,457.37,451.61,446.76,442.18,443.89,305.91,296.39,431.98,430.96,425.85,228.90,306.51,281.18,244.25,276.46,253.20,267.76,309.90,295.65,256.69,257.68,246.69,164.60,225.38,215.79,309.58,310.49,318.13,305.72,314.73,315.19,315.24,314.65,314.07,307.29,303.69,299.50,291.14,288.43
2003-03-23 21:54:16.760000,L7,308.18,316.89,318.66,432.25,434.43,426.92,477.88,430.57,423.53,419.79,417.14,417.74,404.06,404.44,384.79,385.48,287.32,253.25,268.69,307.66,389.03,291.29,290.13,296.90,201.88,298.73,302.55,307.53,308.57,317.70,301.44,312.71,315.40,316.51,312.48,312.07,306.99,303.90,299.04,292.38,286.63
2003-03-30 22:00:31.029000,L7,306.15,311.33,316.24,308.83,434.47,432.66,435.44,287.26,231.75,270.07,262.69,316.88,288.98,295.53,274.83,243.84,283.20,251.66,267.52,309.73,247.46,288.43,242.56,245.13,192.16,205.91,183.56,303.41,304.09,312.47,290.79,312.47,313.76,311.26,315.07,312.16,302.29,303.77,293.60,287.98,279.92
2003-04-24 21:54:22.477000,L7,309.50,320.46,320.67,316.89,308.26,289.20,319.79,224.77,290.34,186.63,295.84,326.04,304.04,315.26,300.76,313.33,195.44,258.69,290.42,314.00,294.76,290.81,303.69,300.03,290.91,310.17,306.71,307.82,309.92,319.46,314.35,315.69,325.00,316.29,318.54,313.57,305.77,301.11,296.38,289.69,291.79
2003-05-10 21:54:22.508000,L7,306.81,315.09,326.74,313.26,310.55,286.78,313.70,295.68,,,233.93,322.00,266.87,310.04,288.80,,199.30,250.95,228.51,,,282.76,288.07,293.84,231.66,284.51,298.58,302.73,291.36,314.59,288.73,311.33,313.74,315.97,301.94,303.83,305.37,301.17,295.06,287.07,277.83
2003-07-21 21:42:09.884000,L5,259.66,324.06,319.10,310.10,307.11,,,,323.65,291.80,261.34,271.43,227.83,274.90,272.71,171.13,,186.09,215.95,251.21,291.83,276.90,294.41,295.70,293.67,299.85,298.64,295.63,300.45,301.11,281.90,293.28,292.61,292.68,295.76,298.77,293.33,287.39,280.35,263.60,267.73
2003-08-06 21:42:27.230000,L5,304.61,317.35,272.19,307.59,307.85,,,,,,,,,,,225.19,208.79,193.55,218.85,278.32,293.80,268.65,288.33,281.55,280.17,282.46,286.84,283.83,290.18,296.61,284.26,293.71,287.51,287.13,294.32,297.84,295.28,281.05,275.80,264.70,261.19
2003-08-13 21:48:45.123000,L5,,311.50,311.16,305.64,306.37,,,,,,308.52,270.81,,,,,,232.15,224.99,257.23,291.26,270.79,280.31,281.11,277.21,275.51,275.57,279.98,283.93,291.38,277.57,291.84,286.49,285.42,293.48,291.41,289.52,281.22,268.38,259.73,263.50
2003-09-07 21:43:00.591000,L5,311.79,329.03,331.80,321.87,310.92,287.86,306.87,277.29,,,,,,,,,,,,,,,,,,,,,,,,,,264.31,290.24,303.02,296.66,286.68,282.78,260.13,262.97
2003-09-14 21:49:18.766000,L5,312.41,319.87,324.49,312.30,306.14,278.82,304.22,285.81,196.30,267.42,322.69,309.21,236.41,259.67,288.78,226.76,209.27,239.04,225.18,280.10,298.50,278.29,292.81,290.76,267.05,243.48,289.62,291.25,293.79,299.90,284.88,293.00,269.44,,,282.23,292.14,284.26,280.13,263.13,264.71
2003-10-25 21:43:40.253000,L5,318.06,323.87,331.44,319.83,320.49,306.22,324.80,,,,308.72,264.20,270.68,263.07,286.90,226.59,209.91,226.69,233.74,255.79,308.12,285.38,303.65,306.89,295.00,299.34,304.33,304.08,310.06,313.73,297.09,311.51,309.20,312.38,311.08,309.74,305.17,298.38,292.50,280.60,277.90
2003-11-17 21:50:09.452000,L5,332.97,337.80,344.42,337.04,321.61,293.06,312.95,,,,,227.91,244.38,264.37,300.90,246.56,,200.73,213.94,224.25,294.22,274.12,293.26,295.85,303.98,310.51,312.24,314.57,321.93,321.98,308.33,313.43,300.62,300.94,301.11,301.96,293.48,288.33,286.03,274.53,276.30
2003-12-12 21:44:10.398000,L5,330.16,241.35,334.78,322.96,311.49,292.83,321.37,,,,,261.97,220.05,271.54,252.17,222.96,201.67,173.09,224.00,226.71,301.88,282.51,307.34,308.98,304.46,310.27,314.50,313.00,321.68,317.66,300.77,302.45,305.48,305.22,307.34,307.55,300.54,297.72,293.61,285.88,277.78
2004-02-14 21:44:33.705000,L5,327.96,333.10,334.36,326.55,318.34,299.61,323.37,255.54,,,308.90,247.62,250.70,271.26,294.65,258.16,,197.89,220.66,254.63,305.31,280.40,297.91,299.99,296.43,302.09,310.36,309.05,317.85,318.29,303.67,304.71,308.26,304.20,304.08,304.93,297.58,295.64,288.33,276.16,277.43
2004-03-01 21:44:38.581000,L5,311.63,320.31,318.69,321.95,314.12,288.80,244.95,,,,301.34,259.08,226.72,264.53,279.83,247.25,202.73,,,,302.76,274.63,291.57,294.37,292.18,295.50,299.78,302.33,309.20,316.57,299.44,301.88,305.25,304.61,306.03,308.15,299.91,298.02,289.19,276.51,280.11
2004-04-02 21:44:54.996000,L5,325.99,329.41,334.90,328.30,314.13,292.80,314.39,,,,,,,,,,,,,,,257.02,298.72,204.70,209.85,202.39,215.93,196.25,237.68,228.03,211.57,255.02,303.59,299.27,297.77,179.71,294.34,299.43,271.96,279.17,277.79
2004-04-18 21:45:25.586000,L5,,,,,,,359.86,348.78,221.45,,,,,,,,,182.58,216.52,203.85,234.74,286.19,313.88,319.09,337.41,318.41,326.57,315.69,326.27,322.47,308.25,325.80,333.87,315.16,321.40,313.47,304.15,303.55,318.39,308.05,303.47
2004-05-04 21:45:52.076000,L5,326.22,331.30,333.99,323.91,312.79,295.86,322.24,269.62,,327.03,320.86,244.87,282.26,278.69,294.05,163.85,,233.62,230.51,261.03,310.74,280.16,306.77,309.35,304.24,308.49,310.08,310.04,318.60,318.94,302.57,307.82,308.34,304.99,307.41,307.36,303.72,299.93,289.41,267.86,273.31
2004-05-20 21:46:20.465000,L5,252.02,330.43,331.33,321.56,312.99,286.24,315.76,270.93,,,319.04,275.07,230.12,278.99,284.69,240.69,,186.09,222.29,251.42,303.24,278.36,303.45,304.25,297.96,305.68,307.56,306.76,313.87,316.12,298.14,300.05,295.52,302.85,303.64,304.18,302.02,291.64,287.40,276.34,269.81
2004-06-21 21:47:16.748000,L5,,,,,,,,,,,,,,,,,,,,,176.99,194.99,239.03,261.64,240.18,,,,,,,,,,270.17,264.67,272.64,271.37,254.89,253.88,260.36
2004-07-07 21:47:45.207000,L5,312.66,320.91,328.28,318.80,312.23,,,,,,,,219.17,266.10,227.07,,,,,,199.22,213.91,293.73,296.47,293.53,293.22,294.97,292.49,304.05,309.84,282.28,291.55,281.63,288.08,295.54,297.92,296.41,286.62,282.97,270.64,270.86
2004-07-23 21:48:09.192000,L5,314.10,317.15,327.48,316.23,307.48,,,,,323.14,326.52,259.60,223.77,263.53,236.72,227.87,,188.81,210.59,237.48,296.15,176.94,292.49,292.25,290.03,291.07,294.85,294.48,304.56,306.77,286.48,290.01,288.72,289.13,296.01,297.39,292.47,286.76,281.32,268.96,270.45
2004-07-30 21:54:28.143000,L5,319.26,328.13,331.81,315.66,311.22,288.53,218.15,279.36,289.49,337.63,332.79,302.79,262.46,281.27,301.19,246.49,204.98,232.73,218.95,262.72,297.58,261.95,299.46,299.38,299.68,302.59,303.89,303.42,308.53,307.98,288.45,298.19,298.31,296.87,298.46,300.44,293.97,290.36,282.38,273.21,272.59
2004-08-08 21:48:26.915000,L5,315.01,323.86,328.15,323.15,313.11,,,,,,321.36,264.08,231.34,265.31,290.87,225.87,,233.62,214.61,246.07,305.24,,293.98,297.29,297.56,302.60,306.51,302.97,314.58,316.31,295.98,307.91,306.17,305.97,306.12,304.98,300.63,292.42,284.58,273.21,267.26
2004-09-16 21:55:41.721000,L5,471.46,435.47,432.74,436.41,426.57,420.55,432.96,397.25,366.71,392.25,393.45,398.40,392.66,365.73,341.44,335.27,333.16,379.95,376.24,375.47,370.58,358.03,358.63,368.98,368.12,363.09,363.46,363.95,361.96,362.79,358.57,356.74,353.97,356.90,356.07,350.88,344.53,339.51,331.71,313.56,311.99
2004-09-25 21:49:43.196000,L5,347.99,356.69,357.29,357.82,370.57,348.64,365.23,371.63,369.14,368.84,363.91,363.85,345.34,339.24,341.48,320.48,327.70,336.98,342.54,344.88,347.22,314.88,329.96,330.52,330.34,332.10,329.67,330.81,337.28,334.50,328.62,336.69,339.16,340.72,334.83,334.78,327.20,318.29,307.74,304.39,293.40
2004-11-03 21:56:42.977000,L5,319.09,326.25,339.17,342.05,324.82,311.26,329.40,293.34,288.72,327.72,318.46,289.21,286.87,282.68,295.85,264.56,279.44,249.03,236.27,289.93,312.56,286.15,300.18,302.00,299.75,304.98,305.40,305.20,321.95,322.98,309.62,313.34,314.96,318.10,316.97,314.86,307.27,291.29,290.02,277.50,279.14
2004-11-19 21:56:55.269000,L5,313.63,323.86,329.30,314.96,306.02,292.14,330.49,,,,,,,218.00,270.50,234.92,,186.42,230.25,219.33,315.24,292.19,316.51,320.50,314.21,318.78,305.12,306.46,312.02,312.98,298.66,301.54,302.88,313.05,318.32,318.42,309.96,304.82,296.23,289.60,281.67
2005-01-15 21:51:45.464000,L5,326.42,333.24,332.92,321.71,314.11,252.55,317.87,,,,289.31,219.00,225.09,256.72,282.94,245.23,202.85,,,169.74,300.33,279.51,302.22,306.26,301.12,306.68,309.69,308.49,311.30,310.84,295.74,299.48,299.99,299.39,300.57,300.76,303.70,298.36,293.18,277.95,280.00
