dates,satname,nzd0430-0000,nzd0430-0001,nzd0430-0002,nzd0430-0003,nzd0430-0004,nzd0430-0005,nzd0430-0006,nzd0430-0007,nzd0430-0008,nzd0430-0009,nzd0430-0010,nzd0430-0011,nzd0430-0012,nzd0430-0013,nzd0430-0014,nzd0430-0015,nzd0430-0016,nzd0430-0017,nzd0430-0028,nzd0430-0029,nzd0430-0030,nzd0430-0031,nzd0430-0032,nzd0430-0033,nzd0430-0034,nzd0430-0035,nzd0430-0036,nzd0430-0037,nzd0430-0052,nzd0430-0053,nzd0430-0054,nzd0430-0055,nzd0430-0056,nzd0430-0057,nzd0430-0058,nzd0430-0059,nzd0430-0060,nzd0430-0061,nzd0430-0062,nzd0430-0063,nzd0430-0064,nzd0430-0065,nzd0430-0066,nzd0430-0067,nzd0430-0068,nzd0430-0069,nzd0430-0070,nzd0430-0071,nzd0430-0072,nzd0430-0073,nzd0430-0074,nzd0430-0075,nzd0430-0076,nzd0430-0077,nzd0430-0078,nzd0430-0079,nzd0430-0080,nzd0430-0081,nzd0430-0082,nzd0430-0083,nzd0430-0084,nzd0430-0085,nzd0430-0086,nzd0430-0087,nzd0430-0088,nzd0430-0089,nzd0430-0090,nzd0430-0091,nzd0430-0092,nzd0430-0093,nzd0430-0094,nzd0430-0095,nzd0430-0096,nzd0430-0097,nzd0430-0098,nzd0430-0099,nzd0430-0100,nzd0430-0101,nzd0430-0102,nzd0430-0103,nzd0430-0104,nzd0430-0105,nzd0430-0106,nzd0430-0107,nzd0430-0108,nzd0430-0114,nzd0430-0115,nzd0430-0116,nzd0430-0117,nzd0430-0118,nzd0430-0119,nzd0430-0120,nzd0430-0121,nzd0430-0122,nzd0430-0123,nzd0430-0124,nzd0430-0125,nzd0430-0126,nzd0430-0127,nzd0430-0128,nzd0430-0129,nzd0430-0130,nzd0430-0155,nzd0430-0156,nzd0430-0160,nzd0430-0161,nzd0430-0162,nzd0430-0166,nzd0430-0167,nzd0430-0168,nzd0430-0179,nzd0430-0018,nzd0430-0020,nzd0430-0021,nzd0430-0022,nzd0430-0026,nzd0430-0027,nzd0430-0038,nzd0430-0039,nzd0430-0040,nzd0430-0041,nzd0430-0042,nzd0430-0043,nzd0430-0019,nzd0430-0023,nzd0430-0024,nzd0430-0025,nzd0430-0044,nzd0430-0157,nzd0430-0158,nzd0430-0159,nzd0430-0169,nzd0430-0170,nzd0430-0171,nzd0430-0172,nzd0430-0177,nzd0430-0178,nzd0430-0109,nzd0430-0110,nzd0430-0111,nzd0430-0112,nzd0430-0113,nzd0430-0142,nzd0430-0143,nzd0430-0144,nzd0430-0145,nzd0430-0146,nzd0430-0147,nzd0430-0148,nzd0430-0151,nzd0430-0152,nzd0430-0153,nzd0430-0154,nzd0430-0163,nzd0430-0164,nzd0430-0165,nzd0430-0176,nzd0430-0049,nzd0430-0050,nzd0430-0051,nzd0430-0131,nzd0430-0132,nzd0430-0133,nzd0430-0134,nzd0430-0135,nzd0430-0136,nzd0430-0137,nzd0430-0138,nzd0430-0139,nzd0430-0140,nzd0430-0141,nzd0430-0149,nzd0430-0150,nzd0430-0173,nzd0430-0174,nzd0430-0175,nzd0430-0045,nzd0430-0046,nzd0430-0047,nzd0430-0048
1999-09-04 22:00:33.926000,L7,,,,,,,,,,,,,,,,,,493.58,204.01,278.01,301.44,346.48,,,334.21,318.13,324.02,293.35,496.46,339.38,330.12,355.21,325.82,356.36,336.69,290.12,267.38,227.42,211.63,208.67,272.11,309.68,291.47,303.90,307.15,259.66,246.56,294.03,241.67,229.16,218.62,243.30,168.43,281.73,287.70,295.17,420.46,364.21,288.23,288.07,264.65,255.83,199.44,214.61,223.69,265.86,313.64,271.12,212.76,202.67,260.98,,327.16,323.11,338.30,312.54,324.98,258.23,251.80,266.48,443.13,298.65,377.11,441.03,401.28,,448.51,426.96,444.74,459.38,,,,,,,,,455.21,455.72,429.67,480.60,,,,,,416.73,440.41,436.34,,460.15,491.28,473.39,473.80,,,370.71,363.49,378.91,361.74,431.17,405.02,515.37,456.33,466.89,,469.72,,,,424.44,453.79,451.70,344.57,,,453.97,,,,463.31,325.34,335.07,468.76,444.89,467.40,433.99,462.94,,,,,,,,260.97,333.21,373.90,461.23,458.61,422.00,475.94,480.06,486.05,479.87,475.42,475.64,475.25,480.42,282.62,450.63,,317.12,361.58,362.93,474.58,478.67,468.29,235.85
1999-09-27 22:06:48.795000,L7,,,,,,,,,,,,,,,,392.86,309.24,401.18,284.89,264.81,243.01,,265.93,246.12,311.41,284.89,328.16,334.09,486.33,427.79,477.55,369.59,396.88,389.58,350.68,349.90,341.74,360.30,384.36,358.33,441.74,413.61,454.59,338.00,308.61,369.80,368.41,363.32,387.68,427.01,450.38,435.63,380.15,400.62,416.29,417.29,478.21,466.31,379.05,383.81,355.60,319.88,353.23,449.70,448.28,460.13,461.39,468.72,463.53,439.22,350.16,353.83,347.88,335.81,341.59,327.27,256.69,291.41,262.89,183.33,220.73,384.09,353.23,383.37,402.38,,,,,,328.78,435.53,192.46,162.06,436.90,428.04,447.32,462.35,469.85,486.19,457.97,484.40,,,,,,,,235.91,,366.05,408.18,373.69,300.82,263.81,265.25,373.21,440.50,491.22,391.92,503.75,447.15,410.89,336.74,431.46,296.39,474.99,,,,293.49,213.50,,,,,448.04,466.05,392.38,,,349.54,351.83,249.74,,,,,,,,,,,,,513.90,514.27,497.58,455.71,229.11,300.42,181.29,222.47,488.91,362.57,350.06,472.32,483.50,335.02,,,,,,484.19,490.62,500.40,482.63
1999-11-30 22:06:35.082000,L7,,,,,,,,,,,,,,,,,,404.63,,,,432.41,467.26,465.55,476.03,492.81,486.30,461.78,180.48,226.88,272.11,226.06,191.32,244.53,422.57,496.93,493.30,488.94,487.13,469.80,473.22,477.98,475.50,480.71,476.80,486.81,483.30,448.81,456.46,433.00,452.36,445.13,426.46,434.72,424.51,444.42,459.73,474.73,465.28,462.53,468.37,456.37,450.94,452.41,455.12,460.01,467.67,459.84,463.94,455.99,449.18,434.23,439.09,443.73,416.80,363.78,339.40,430.13,443.04,446.30,456.25,460.45,461.93,464.66,463.91,448.63,477.80,459.93,469.78,473.29,450.02,465.18,449.65,455.54,440.18,447.05,464.71,468.99,467.63,488.15,487.88,490.98,358.89,315.04,283.54,428.03,407.66,440.32,428.15,446.24,174.20,529.40,513.52,482.84,487.77,357.56,386.30,441.94,262.57,,,157.00,176.26,524.99,312.01,431.55,429.96,151.91,277.05,384.07,364.18,491.48,290.48,272.90,267.00,198.54,186.44,463.52,469.03,460.07,478.50,460.72,496.39,490.21,492.10,496.12,485.88,496.79,473.40,401.04,354.96,383.58,384.28,444.90,453.72,400.80,261.58,200.06,223.07,194.18,499.74,488.70,497.31,494.72,498.04,496.71,489.42,488.18,482.73,488.04,488.68,440.55,415.98,295.04,275.11,262.61,164.60,175.38,175.43,213.35
1999-12-09 22:00:33.510000,L7,,,,,,,,,,516.02,527.71,462.57,423.98,408.53,348.38,237.41,218.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.27,512.50,493.32,485.76,487.76,493.15,499.85,486.81,506.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.69,,,,,,,,,,,,,,,,,,,,,,,,,,485.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-01-26 22:00:26.187000,L7,,,,,,,,,,,,,499.75,423.73,495.64,419.23,469.00,,,,,,,,,,,,,,,,,,,,,522.90,521.13,513.62,519.77,520.65,523.55,521.18,524.57,507.98,528.77,500.37,483.93,478.31,487.70,491.57,474.15,487.95,489.45,503.24,520.67,516.53,516.35,511.91,515.40,509.80,504.44,509.89,507.05,503.82,513.24,504.85,496.09,484.25,506.12,496.51,507.18,505.20,508.31,502.67,436.07,478.27,498.18,503.98,509.87,502.22,,,,,,,,,,,,,,,,,,,,,476.75,467.94,525.42,497.22,493.82,505.87,514.17,,314.68,,,,,,,,,,,,,,,,,,476.56,474.07,,,,,,422.91,352.44,,,,,,,,,,,,,496.24,485.41,486.75,509.32,493.34,502.94,436.85,490.50,,,,,,,,,,,,,,,,517.57,,,522.06,,,,
2000-02-27 22:00:16.353000,L7,201.01,164.49,165.40,184.59,192.11,156.36,505.47,491.86,498.83,483.69,512.37,452.23,416.84,393.97,336.17,230.44,454.50,519.54,508.42,510.49,512.81,513.61,514.78,519.51,515.80,518.08,523.83,522.33,522.62,527.39,518.05,518.35,515.33,514.45,510.81,508.77,505.36,503.82,500.96,500.94,496.50,491.98,500.75,500.92,499.98,502.87,501.32,484.04,471.63,485.96,486.70,477.50,484.45,487.90,495.30,503.12,499.98,491.33,483.48,489.49,482.04,476.12,477.08,478.06,480.99,479.81,489.00,488.04,482.15,482.73,481.39,479.16,492.59,475.79,487.15,469.91,441.03,456.56,486.26,492.09,494.31,481.71,504.15,496.86,518.12,526.40,505.72,506.93,504.01,505.74,508.31,508.42,504.40,509.25,507.82,512.62,506.08,504.74,515.15,517.10,522.85,524.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-30 22:00:09.363000,L7,,518.75,487.03,495.33,464.75,439.18,487.01,209.18,167.43,245.20,158.52,528.46,516.17,517.19,351.82,235.68,212.29,513.04,,,512.53,511.60,517.79,518.81,517.23,518.78,523.10,522.79,523.61,528.00,521.27,513.04,513.17,513.05,508.85,510.05,503.40,503.25,501.34,499.76,495.13,488.77,496.12,507.10,493.47,503.85,499.77,489.52,472.96,485.58,490.37,476.91,449.08,487.69,493.36,497.71,496.69,491.30,481.36,482.36,477.79,471.65,472.19,474.58,470.45,475.97,488.41,490.26,476.35,480.61,479.12,477.63,483.38,474.47,485.27,467.83,444.43,458.24,489.28,497.47,501.22,481.12,494.62,498.78,504.49,505.11,503.18,504.13,502.80,505.10,507.54,505.23,501.12,501.63,499.78,508.57,496.28,506.95,507.81,516.78,,,499.64,468.70,,,,507.73,524.42,,319.36,,,,,,,521.13,528.26,,,,,,,,,,468.78,522.30,,,,,,429.06,378.01,505.81,507.88,494.76,494.08,500.80,518.35,521.40,522.26,519.14,523.00,527.26,526.05,473.34,487.91,514.17,513.36,516.02,488.00,444.42,489.98,,,,,,,,,,,,,,,,,,,,,,,
2000-04-15 21:59:55.745000,L7,409.21,403.01,329.18,326.08,505.29,458.74,262.13,322.26,259.29,318.21,365.01,353.92,344.11,256.23,244.94,222.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.84,486.02,473.39,476.78,485.48,514.72,,,,,469.09,402.94,458.13,422.10,338.92,253.38,214.66,221.34,,246.99,255.31,314.68,256.62,,,,,,,,,,,,,163.60,189.21,203.38,224.91,198.94,,,,,,,,,,,217.11,283.73,282.71,296.63,259.38,392.52,208.63,517.44,473.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-01 21:59:54.563000,L7,,,,,,,,,,,,,,,,,,309.67,359.54,244.80,244.32,432.90,403.86,151.05,231.01,466.08,461.87,457.87,499.98,348.70,309.13,368.82,501.81,217.78,329.71,355.57,242.26,257.64,300.21,281.90,310.14,354.78,299.16,344.96,340.15,291.58,250.80,271.85,230.84,219.71,204.66,407.93,256.61,215.42,388.77,453.90,473.95,467.94,385.25,457.40,452.22,425.52,419.12,316.83,305.98,280.19,374.98,148.25,221.95,280.69,337.30,334.34,317.27,322.21,335.02,310.74,179.24,162.48,174.90,207.18,182.87,329.48,395.54,469.99,456.37,406.30,452.25,459.45,371.42,470.76,392.94,437.25,451.16,445.56,161.94,,452.25,456.36,426.15,476.60,473.22,478.07,237.61,286.18,,427.92,414.55,403.67,471.86,273.43,,269.72,192.20,299.85,389.70,205.57,186.82,472.77,205.03,205.82,218.46,215.05,454.15,282.45,326.09,,289.58,467.32,277.24,154.17,,375.08,346.04,469.88,347.17,,,451.14,431.09,452.28,,467.48,495.08,401.12,471.50,288.26,463.03,346.83,466.01,,,274.44,246.67,468.49,465.82,,426.25,403.73,474.74,494.55,494.72,424.96,192.41,497.86,232.23,501.44,486.53,486.57,225.87,264.54,313.89,388.45,,489.19,490.40,433.86,492.12,473.11,389.43,260.60
2000-08-05 21:58:44.520000,L7,,,,,,,,,,,,,,,,391.12,411.90,232.04,389.71,477.54,247.43,,,500.22,505.16,452.64,331.70,432.46,268.91,357.44,299.83,361.92,275.46,288.14,161.82,166.77,174.85,169.38,300.30,264.96,292.56,312.07,293.64,286.72,272.98,243.93,201.44,270.84,234.38,222.16,210.77,242.81,270.92,297.72,306.98,345.28,475.74,365.36,435.17,335.57,318.39,312.24,341.41,336.87,318.83,337.62,359.48,322.72,342.37,335.95,335.62,178.07,311.73,321.23,265.53,305.98,,,457.75,456.95,265.52,327.63,290.44,477.05,458.77,219.20,235.21,205.89,192.66,214.74,200.63,193.88,170.38,172.73,157.17,460.48,455.04,439.49,349.09,505.52,448.14,499.17,,369.95,,,408.35,418.12,432.47,462.48,,157.29,478.73,388.45,251.09,352.36,372.13,403.62,462.64,379.60,378.31,493.93,206.05,150.50,331.91,,380.33,473.12,338.33,,,320.32,316.64,264.61,472.08,,,400.31,470.45,359.68,443.66,262.82,419.17,483.15,436.40,481.00,471.69,441.08,477.13,,,,,462.10,446.73,,211.52,174.48,386.11,255.79,492.03,498.82,496.34,495.12,498.91,317.88,275.09,406.67,482.81,195.04,318.42,477.22,,440.67,498.14,502.55,487.30,485.63,493.21,198.75
