dates,satname,nzd0433-0000,nzd0433-0001,nzd0433-0002,nzd0433-0003,nzd0433-0004,nzd0433-0005,nzd0433-0006,nzd0433-0007,nzd0433-0008,nzd0433-0009,nzd0433-0010,nzd0433-0011,nzd0433-0012,nzd0433-0013,nzd0433-0014,nzd0433-0015,nzd0433-0016,nzd0433-0050,nzd0433-0051,nzd0433-0052,nzd0433-0053,nzd0433-0054,nzd0433-0055,nzd0433-0056,nzd0433-0057,nzd0433-0058,nzd0433-0059,nzd0433-0060,nzd0433-0061,nzd0433-0062,nzd0433-0063,nzd0433-0064,nzd0433-0065,nzd0433-0066,nzd0433-0067,nzd0433-0049,nzd0433-0017,nzd0433-0018,nzd0433-0019,nzd0433-0020,nzd0433-0021,nzd0433-0022,nzd0433-0023,nzd0433-0024,nzd0433-0025,nzd0433-0026,nzd0433-0027,nzd0433-0028,nzd0433-0029,nzd0433-0030,nzd0433-0031,nzd0433-0032,nzd0433-0033,nzd0433-0034,nzd0433-0035,nzd0433-0036,nzd0433-0037,nzd0433-0038,nzd0433-0039,nzd0433-0040,nzd0433-0041,nzd0433-0042,nzd0433-0043,nzd0433-0044,nzd0433-0045,nzd0433-0046,nzd0433-0047,nzd0433-0048
2004-01-18 22:04:57.325000,L5,220.31,207.26,210.43,201.28,190.55,,,,,,,,,216.58,226.64,178.13,200.37,205.23,213.45,218.90,218.40,219.00,214.58,177.62,228.59,223.77,207.67,213.17,206.21,206.78,205.65,207.30,210.63,204.54,,209.71,197.62,191.30,193.96,202.16,205.04,209.39,212.06,211.02,214.26,213.55,211.72,191.08,174.26,,,180.78,187.52,189.53,191.96,193.76,216.37,214.75,210.17,211.32,214.15,212.52,212.01,200.08,202.11,204.80,207.74,207.80
2004-01-27 21:58:50.060000,L5,238.51,220.46,215.49,214.55,202.91,198.45,199.79,219.85,229.31,229.19,218.83,224.74,233.39,231.03,231.27,183.82,203.37,206.59,,,,,,,,,,,,,,,,,,202.72,186.26,182.21,,,176.77,199.49,202.04,203.92,204.42,199.13,198.07,187.76,,,,176.21,189.11,188.17,193.07,201.42,210.98,211.02,206.06,207.87,208.41,207.61,206.38,204.69,203.35,208.60,209.10,207.68
2004-02-19 22:05:07.713000,L5,243.69,219.17,221.39,213.92,201.25,201.19,189.03,211.35,,,,,208.61,193.61,222.02,177.80,201.26,225.38,222.50,223.57,209.25,219.56,221.40,219.91,215.27,214.52,214.75,217.27,213.51,213.95,218.95,214.95,224.43,220.18,203.76,212.40,195.13,188.33,195.36,205.81,207.43,204.45,215.48,214.33,215.71,207.24,198.95,196.94,183.88,,176.71,188.99,196.11,196.56,202.62,207.29,211.51,208.62,208.60,208.65,208.54,198.11,201.31,204.59,208.87,210.61,208.22,212.01
2004-05-18 22:00:38.480000,L5,278.80,252.09,258.86,246.80,231.21,224.57,228.64,239.44,244.22,258.48,241.33,208.59,251.24,,,,,223.71,226.23,224.08,226.79,220.74,230.04,226.75,230.37,236.21,233.57,234.58,237.82,234.35,237.04,235.29,233.28,232.62,,214.15,,,,,195.33,215.36,225.61,206.44,216.84,210.05,204.42,196.51,,,,,,,,,,,,,,,,,,,,
2004-08-22 22:03:12.259000,L5,272.69,257.42,258.81,250.92,233.80,225.48,227.30,245.40,247.98,253.55,244.48,226.51,214.52,243.96,242.46,195.60,214.85,234.36,233.37,237.31,229.99,234.08,235.62,235.84,242.71,241.46,241.12,237.74,242.64,242.02,245.18,240.37,240.90,238.33,231.54,220.57,,,,,211.64,209.36,211.22,186.37,213.25,213.53,195.15,188.71,184.02,191.13,199.42,179.97,,,,,,,,,,,,,,,,
2004-09-30 22:10:21.832000,L5,261.01,243.68,246.84,237.01,227.45,226.60,226.63,241.28,252.11,250.21,238.32,236.96,248.42,249.88,243.77,222.22,230.34,230.61,233.21,233.81,229.50,235.06,237.44,238.13,239.20,238.75,237.67,240.80,240.22,239.24,240.33,237.72,239.52,238.18,220.82,221.89,222.96,220.80,216.79,207.17,211.76,208.24,200.39,204.72,215.85,210.11,201.55,189.27,197.74,201.61,203.37,174.53,,,,,,,,,,,,,,203.54,216.18,214.87
2004-10-16 22:10:42.774000,L5,278.41,265.95,263.93,265.77,261.91,258.65,255.01,272.11,280.87,278.77,274.00,292.93,301.92,299.88,296.98,289.12,282.61,285.41,269.94,270.41,267.90,269.17,269.87,271.30,275.61,277.69,287.68,284.87,286.90,287.08,284.28,284.82,281.65,282.37,260.76,273.37,284.55,288.87,279.55,276.43,273.53,273.07,269.91,260.04,258.40,255.92,250.89,254.16,246.09,251.18,251.10,253.00,248.64,252.11,258.91,245.79,247.64,251.97,245.87,248.35,249.39,245.92,251.66,260.45,266.35,270.12,272.03,269.68
2004-11-10 22:04:59.688000,L5,,,,,,,,,,,,,,,,,,233.06,242.25,246.17,235.28,235.36,231.53,199.24,230.36,241.37,252.98,258.95,257.49,256.83,258.58,248.19,248.68,238.05,214.57,,,,,,167.51,176.26,177.13,190.63,217.09,224.98,231.54,222.87,212.99,216.56,220.54,218.10,208.37,215.09,205.21,203.80,188.25,197.29,206.12,208.49,228.06,231.85,222.77,227.78,,,,
2004-11-26 22:05:17.306000,L5,279.03,256.20,258.34,254.66,253.94,250.29,248.93,263.94,269.93,266.36,261.97,271.42,285.92,287.06,282.95,272.49,268.39,274.46,275.89,273.90,270.88,272.68,273.59,277.41,272.38,267.84,264.97,266.20,266.88,264.94,266.43,263.57,270.22,273.67,259.15,260.68,270.13,283.43,282.28,282.68,279.08,274.88,271.80,263.68,265.57,262.01,244.83,238.94,229.39,230.99,234.20,233.55,234.47,238.10,254.43,255.00,260.08,261.85,254.88,259.31,257.72,246.33,242.29,247.52,247.96,252.81,255.39,254.92
2005-02-14 22:06:33.160000,L5,288.84,269.87,265.71,266.46,263.58,248.56,244.26,254.41,262.38,274.44,271.42,282.73,291.55,290.12,288.72,282.48,275.78,270.29,252.70,252.63,251.67,256.32,254.68,258.01,260.35,273.41,276.14,275.61,274.33,275.62,274.85,273.95,272.29,266.07,249.00,268.30,277.76,279.60,277.83,264.87,258.12,254.10,252.95,248.01,241.24,242.70,242.34,248.82,240.72,241.01,242.87,245.96,245.83,247.99,249.84,233.17,235.69,237.60,236.42,233.91,236.78,234.72,250.62,256.82,259.80,260.20,265.83,264.19
2005-04-10 22:13:16.111000,L5,237.82,220.42,225.21,214.07,185.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.32,201.51,214.12,216.18,205.66,195.42,,,,183.42,196.91,197.24,201.64,205.46,208.60,206.70,206.06,201.86,208.47,209.47,211.97,208.28,,,,
2005-06-29 22:13:46.730000,L5,278.94,263.08,261.83,250.45,237.99,238.78,236.41,248.57,260.81,269.68,247.24,210.23,188.54,,,,,236.25,237.44,247.87,229.66,240.69,237.55,239.59,237.87,244.82,237.44,238.97,245.01,238.47,241.95,237.36,238.58,240.42,235.87,223.10,,,,,,223.58,229.03,206.54,223.90,218.66,216.50,197.30,,,,,,,,,,,,,,,,,,216.95,227.11,231.25
2005-08-09 22:07:58.986000,L5,275.72,254.18,255.99,252.51,237.79,236.04,235.99,251.10,258.08,261.57,244.06,235.22,260.86,252.36,256.15,201.13,236.76,231.00,236.21,236.01,233.15,232.45,232.67,228.74,246.96,248.01,245.78,248.09,251.13,249.23,251.34,240.96,235.35,238.82,232.23,222.10,236.33,239.53,229.73,227.69,218.74,214.13,227.31,216.95,211.11,225.23,212.90,203.36,182.20,194.61,203.51,196.00,206.78,190.01,187.77,195.34,178.48,167.06,,,,,,,205.78,215.45,231.65,233.03
2005-09-10 22:08:07.620000,L5,260.86,242.33,244.76,238.17,228.82,220.41,226.28,235.82,250.16,247.48,236.04,212.34,234.41,221.20,224.06,189.36,203.47,233.01,232.28,237.87,233.59,237.34,233.67,239.58,238.95,245.31,241.27,236.92,235.09,234.98,238.00,232.86,236.85,232.26,226.86,224.48,,,,,203.17,216.28,222.77,214.24,215.00,214.97,206.45,196.28,185.25,195.88,199.12,188.17,192.48,191.01,194.38,196.12,199.36,203.55,205.38,203.89,200.75,201.40,202.81,198.13,199.87,209.00,225.79,223.04
2005-11-13 22:08:20.468000,L5,282.75,262.90,262.91,256.63,256.56,256.15,258.09,273.22,279.32,277.54,272.42,281.99,299.55,299.29,296.75,292.94,290.49,273.76,277.78,276.95,272.58,267.11,266.67,269.32,273.62,272.45,271.74,274.16,275.80,276.67,276.70,274.29,276.40,273.14,266.64,272.82,288.77,290.09,289.42,289.37,281.97,276.86,268.32,259.86,259.13,256.00,253.86,247.07,238.56,239.67,246.99,250.79,251.15,253.45,254.58,256.98,259.87,259.47,249.99,251.58,248.46,248.51,249.76,252.22,257.11,263.30,270.06,268.09
2006-01-23 22:16:11.550000,L5,,,,,,,,,,,,,,,,,,222.53,227.34,231.02,219.92,218.87,214.96,,,,,,,,,,,,,207.55,,202.47,197.31,209.92,211.02,207.36,214.90,214.23,214.56,211.56,199.60,191.99,168.84,,,189.56,196.89,196.03,204.71,205.65,214.23,212.79,208.26,208.68,208.76,202.37,204.93,204.98,210.31,210.26,213.61,211.95
2006-02-01 22:10:13.684000,L5,286.89,264.57,260.76,258.33,253.72,252.69,250.24,264.71,272.50,267.42,274.26,285.00,298.20,295.21,294.05,286.66,286.17,267.38,270.49,262.27,259.29,261.35,263.02,266.68,268.82,267.52,270.37,271.45,270.59,271.88,271.71,271.59,270.28,270.31,260.16,266.06,283.67,287.77,287.08,284.68,269.76,263.92,264.31,255.76,254.68,248.73,249.57,245.27,235.76,235.87,238.80,242.76,241.29,242.56,247.40,246.30,248.55,247.79,245.12,245.91,244.62,245.21,247.70,251.54,258.19,258.18,263.23,262.16
2006-02-08 22:16:33.840000,L5,288.43,270.69,259.77,262.34,263.40,260.49,257.75,272.55,285.29,281.03,278.21,296.41,304.55,304.97,304.11,294.03,295.93,274.30,273.73,270.68,272.00,269.50,274.28,277.69,280.62,281.09,279.54,280.36,276.73,281.06,276.92,280.47,274.31,275.92,265.24,266.57,292.50,294.36,298.38,296.59,284.02,276.41,274.50,268.16,265.60,264.07,258.82,255.37,242.74,243.31,247.30,247.93,251.75,248.11,253.31,251.33,257.26,256.46,257.09,256.28,255.08,250.36,257.11,264.22,262.88,266.31,266.95,274.26
2006-03-12 22:17:13.956000,L5,241.20,218.39,223.65,212.68,200.67,195.47,198.92,214.73,,,,,,,,,,,,,,,,,,,,,,,231.15,227.47,196.14,228.26,,,,,,,,183.97,200.89,205.25,213.35,211.86,206.95,195.62,,,,195.85,204.63,205.05,206.24,204.34,209.70,207.14,198.64,206.64,203.41,201.40,202.20,,,,,
2006-04-13 22:17:50.097000,L5,,,,,,,,,,,,,187.14,228.22,235.15,200.82,217.69,,,,,,,,,,,,,,,,,,,,230.01,242.94,226.53,,,,172.68,180.99,207.19,207.36,217.05,209.70,,,,,,,,,,,,,,,,,,,,
2006-10-22 22:20:22.725000,L5,267.30,251.89,252.65,252.77,254.14,248.63,251.42,271.71,278.45,275.85,270.65,284.37,300.49,288.95,287.03,282.54,277.91,258.98,260.00,258.48,258.20,268.81,269.47,271.54,274.28,272.85,276.54,275.22,272.51,260.72,264.42,262.04,259.78,259.47,250.98,256.87,279.04,279.92,278.14,274.87,267.50,267.21,269.62,263.44,258.83,258.63,254.01,247.30,240.48,241.29,231.64,234.41,235.15,237.39,238.86,242.12,244.73,250.76,247.82,253.08,249.50,247.03,251.43,252.44,256.57,249.09,251.39,252.12
2006-10-31 22:14:17.081000,L5,276.45,258.01,258.98,255.07,255.09,254.97,258.11,280.05,281.84,278.86,273.97,291.08,303.21,301.47,289.29,283.33,283.27,263.69,267.03,262.68,264.58,271.93,273.29,275.11,279.36,277.81,278.88,278.03,277.60,268.87,269.08,270.14,266.83,267.19,255.45,261.65,281.92,285.74,283.02,280.41,271.97,271.10,272.36,267.49,260.41,261.84,257.83,252.27,241.28,242.45,240.39,237.22,238.57,239.40,242.67,244.52,246.77,250.81,253.03,255.34,252.23,251.55,254.76,258.05,260.42,257.93,256.35,259.36
2006-12-09 22:20:48.644000,L5,276.71,257.11,257.85,253.40,256.56,259.49,262.39,267.23,272.18,266.70,266.29,280.77,294.61,293.58,290.33,283.17,283.47,265.41,273.65,272.22,275.77,272.03,274.53,278.12,281.08,280.00,283.81,269.18,268.70,268.41,267.41,267.74,266.66,265.91,254.32,263.45,282.44,294.47,295.07,293.44,283.24,282.77,276.18,271.36,270.37,267.70,259.49,244.21,233.02,236.31,237.14,239.67,240.94,241.74,246.42,260.20,262.11,265.55,259.08,261.29,260.95,259.27,266.09,252.96,255.66,259.08,258.98,261.41
2007-01-26 22:21:06.903000,L5,279.20,261.29,255.54,253.18,248.23,245.91,244.67,261.65,266.91,262.03,261.89,285.52,300.43,296.87,294.80,288.06,287.05,268.62,,,,,,,,,,274.12,273.13,271.81,273.59,270.36,270.83,269.36,,268.47,287.65,290.83,289.84,276.43,262.70,258.03,258.25,249.91,249.68,245.36,243.79,239.64,236.24,240.10,243.31,247.58,247.29,252.02,252.53,,,,,,,,,252.91,258.92,260.90,264.47,263.83
2007-02-04 22:14:57.320000,L5,274.51,259.34,256.80,253.91,251.52,250.78,254.91,273.00,276.92,274.17,273.70,290.94,303.02,302.46,297.35,290.09,286.25,263.40,260.39,262.27,259.25,262.27,260.02,275.23,279.02,276.35,278.65,276.41,278.23,276.77,276.94,263.01,264.29,265.84,253.38,258.57,281.32,285.13,284.76,279.89,273.16,266.75,262.48,261.06,263.25,259.76,256.07,254.02,242.82,242.41,246.97,248.25,240.41,238.46,245.30,243.99,249.45,249.29,246.37,247.17,257.34,253.09,258.08,260.62,262.47,267.15,267.81,261.39
2007-02-11 22:21:08.430000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.13,224.59,221.49,221.94,221.87,222.11,,,,,,,,,,,,,,,,,,,,,,
2007-09-07 22:19:19.580000,L5,293.61,277.06,277.94,269.88,266.98,258.07,266.74,277.25,281.07,281.64,276.83,290.23,302.00,298.90,294.39,293.63,292.21,277.30,274.79,265.96,268.84,270.48,268.78,269.87,274.92,275.66,277.82,282.14,280.84,279.95,281.04,274.31,278.77,277.51,270.33,275.49,297.27,299.20,296.94,291.22,286.07,274.03,276.79,273.14,261.99,259.80,255.93,252.21,243.74,248.83,242.10,247.43,245.30,247.45,251.94,248.66,245.74,248.10,245.49,243.42,239.30,241.09,241.87,251.34,254.01,258.90,269.18,270.61
2007-10-02 22:12:54.699000,L5,263.29,240.78,240.29,233.60,229.33,222.65,227.19,236.37,246.34,243.84,229.22,168.49,,,,,,242.28,245.04,241.51,236.47,239.55,239.13,241.38,237.81,235.03,231.94,232.83,236.80,235.13,238.24,235.47,243.45,245.14,228.44,202.79,,,,,,207.51,225.53,215.23,225.86,220.40,206.08,179.01,,,,,196.01,201.02,209.49,219.59,217.10,215.76,214.97,213.84,215.04,202.44,200.13,,,,,
2008-12-23 22:04:28.225000,L5,227.41,213.68,217.16,207.40,186.60,166.38,189.07,221.45,230.96,230.50,215.34,153.33,245.75,234.89,223.82,224.86,223.40,217.47,219.98,212.58,207.02,200.84,207.79,178.00,223.60,229.88,226.41,230.70,221.48,227.36,226.65,220.12,214.34,208.60,,215.27,226.57,224.89,213.74,203.49,210.25,214.59,214.27,212.45,210.26,213.97,216.10,208.29,178.83,195.01,,201.50,208.47,208.46,205.56,205.91,208.56,208.11,206.65,208.90,211.90,213.22,220.88,,225.38,227.91,228.03,221.33
2010-01-27 22:10:50.221000,L5,277.20,263.84,259.91,252.32,230.19,217.27,223.48,247.65,256.79,252.80,253.50,239.02,284.28,287.42,286.18,282.02,283.80,266.99,269.59,262.79,259.53,263.96,261.35,266.24,268.75,269.09,271.91,274.71,271.81,273.36,274.63,273.81,272.18,271.50,263.40,268.10,286.16,288.54,287.18,285.88,279.04,273.66,271.25,267.33,265.62,258.57,255.93,251.05,242.06,243.31,240.39,249.25,248.91,248.26,253.69,253.01,251.62,251.41,249.71,248.72,248.44,247.42,250.57,255.44,259.91,259.11,265.16,263.34
2011-01-21 22:16:06.266000,L5,274.67,257.99,254.59,251.73,228.35,212.62,218.64,240.56,253.64,251.95,243.73,218.96,260.63,265.68,262.63,262.37,265.41,255.62,252.53,254.13,251.74,253.18,253.43,255.70,260.43,272.41,273.61,273.15,273.60,273.24,273.18,272.00,272.56,256.94,247.51,264.83,268.85,265.50,261.70,266.39,261.27,258.29,259.02,256.12,256.99,252.16,255.26,251.43,243.57,240.89,243.10,248.04,251.66,249.82,239.51,236.89,242.03,243.33,238.71,240.64,238.17,240.01,252.36,257.00,257.95,259.67,262.61,263.25
2011-02-15 22:09:58.365000,L5,276.69,267.80,272.66,256.07,230.90,217.52,228.96,255.12,266.03,260.10,248.28,223.48,263.32,266.36,268.93,266.88,270.32,260.11,263.78,263.47,260.37,263.72,259.78,265.94,276.44,280.08,278.46,277.59,278.12,277.85,279.50,277.01,267.05,262.96,255.29,272.22,273.64,266.31,267.77,270.25,271.93,256.42,265.62,262.68,262.92,263.07,265.27,258.02,248.34,250.75,247.29,254.80,254.85,255.02,244.23,243.73,251.31,250.37,245.79,245.66,246.56,253.10,254.00,258.72,259.38,262.76,267.11,268.57
2013-05-02 22:27:58.439000,L8,260.50,248.91,248.93,236.16,222.81,207.24,214.10,241.40,243.70,250.12,238.50,184.11,209.48,211.45,221.92,204.59,214.21,243.22,246.88,243.39,244.36,247.30,241.73,246.73,247.81,251.56,250.55,251.13,251.36,247.53,252.06,246.61,245.58,247.39,239.64,243.33,217.42,217.97,226.59,250.75,248.79,229.77,250.56,245.87,249.39,239.73,234.50,224.81,210.33,213.84,168.80,208.29,220.60,214.18,221.54,223.65,225.66,226.31,225.12,224.78,221.05,220.71,221.45,226.96,222.91,232.19,241.14,243.24
2013-05-11 22:21:55.010000,L8,257.52,243.97,245.37,234.57,217.59,202.72,203.28,231.80,,,,,,,,,,233.90,240.70,235.27,238.82,241.99,215.41,180.70,235.39,236.00,229.09,234.54,234.07,234.29,237.51,234.30,230.83,239.31,229.62,232.03,,,,,,,228.65,192.78,230.02,226.23,201.02,175.96,,,,,,,,,,,,,,,,,,,,
2013-05-27 22:22:02.838000,L8,299.97,294.19,285.16,273.59,264.15,250.57,250.10,261.17,273.78,284.20,287.46,273.96,284.82,277.12,272.44,261.25,265.09,335.30,303.92,321.25,325.64,277.10,340.54,329.07,332.73,280.03,331.11,315.42,334.74,335.15,329.31,333.36,323.19,316.73,288.40,338.52,294.82,302.59,299.91,309.57,314.03,280.06,297.87,309.14,300.17,296.66,290.05,282.71,280.67,253.83,259.25,302.58,260.39,256.51,258.76,303.76,265.41,265.29,265.47,257.17,257.92,260.21,259.76,260.28,259.56,263.82,343.95,310.28
2013-06-12 22:21:59.086000,L8,267.25,251.65,254.54,246.69,229.03,214.73,209.81,181.62,,,,,,,,,,254.40,255.27,250.70,245.64,246.57,238.10,244.55,249.44,248.60,228.41,201.48,,,,,,,,250.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.40,234.62,247.81,250.42
2013-06-28 22:21:56.988000,L8,272.78,256.28,257.08,243.47,225.02,210.14,212.87,241.48,245.71,258.48,245.48,188.79,189.35,,209.49,197.30,189.10,244.37,249.19,247.35,246.51,248.91,245.01,250.65,248.39,251.58,251.92,255.41,251.87,243.89,245.79,245.38,250.15,249.17,243.29,242.29,210.14,211.43,226.78,233.44,238.41,223.19,234.24,236.32,237.42,232.26,226.73,205.43,,,,,,,,,,,,,,,,,,,241.80,243.40
2013-07-14 22:21:58.456000,L8,272.72,258.38,258.06,246.06,230.22,215.56,221.57,248.97,248.53,258.48,251.30,193.86,221.88,236.98,236.22,228.38,231.35,252.74,254.26,253.22,251.95,253.84,252.32,255.13,260.07,259.06,262.38,261.32,259.98,257.32,260.48,258.03,255.29,259.05,248.68,247.67,235.64,235.48,241.67,256.04,256.38,237.41,261.51,256.34,252.60,246.73,243.11,224.97,193.64,219.73,177.87,,,,,,,,,,,,,,,238.54,244.84,251.20
2013-09-16 22:21:57.385000,L8,292.16,273.12,272.51,262.51,251.55,243.04,255.63,272.37,279.70,283.20,281.98,264.12,269.98,267.52,273.06,269.44,264.25,274.35,278.81,273.90,274.31,274.23,274.55,277.28,279.18,279.62,278.08,280.72,278.25,280.68,277.84,275.85,276.51,274.55,263.79,270.26,272.40,258.93,268.53,274.71,276.01,272.53,276.72,276.17,275.92,270.13,268.08,260.91,252.98,255.14,253.05,259.58,255.45,254.23,256.28,258.34,260.57,266.81,261.46,257.69,254.52,254.83,255.87,260.86,260.81,262.12,267.41,266.74
2013-09-23 22:28:04.083000,L8,276.71,269.46,267.49,261.34,241.54,238.79,242.01,265.33,280.10,274.71,267.62,258.41,267.90,263.93,263.78,253.56,255.74,272.94,275.87,273.22,271.15,273.68,271.45,274.79,276.26,277.25,277.22,277.54,340.95,337.55,331.35,326.81,315.91,271.73,260.40,266.86,253.87,255.37,262.24,270.58,270.88,269.70,274.17,272.01,272.65,267.56,263.73,256.50,252.60,250.72,251.19,257.24,256.47,252.90,253.72,255.97,257.89,261.00,256.37,255.71,250.87,252.91,254.07,259.64,261.32,261.35,266.08,264.38
2013-10-18 22:21:49.490000,L8,274.32,259.92,256.65,254.65,241.56,240.16,246.93,259.90,264.51,276.49,279.78,275.91,277.76,279.36,297.33,285.33,280.80,275.77,278.67,275.50,271.97,321.90,304.52,313.95,322.71,331.91,304.09,329.61,325.89,323.94,291.43,313.72,309.54,312.72,313.76,271.58,248.78,251.68,270.82,259.24,283.85,288.33,280.73,284.93,286.36,290.91,285.43,281.80,278.72,260.39,260.51,265.16,251.21,290.91,273.77,262.03,267.05,270.34,269.37,264.14,270.98,259.53,260.60,264.42,260.48,264.95,269.42,268.56
2013-12-21 22:21:27.090000,L8,395.91,370.09,301.08,285.11,326.88,286.11,271.14,295.27,328.50,325.46,347.39,350.60,344.54,349.38,339.98,344.39,352.94,493.10,484.74,520.18,352.47,380.77,372.97,383.72,389.64,379.59,358.17,361.94,392.45,389.68,401.68,386.13,393.73,348.73,430.45,490.06,435.28,455.79,485.35,509.05,465.29,334.57,371.18,378.21,376.99,369.85,439.48,460.73,458.67,443.10,351.65,512.57,451.95,400.48,407.39,472.95,386.13,371.84,369.30,344.28,372.88,375.71,532.91,498.27,500.47,503.27,488.36,494.63
2014-02-07 22:20:57.101000,L8,241.57,230.56,230.67,222.70,203.38,191.05,,227.72,234.62,218.86,211.39,170.23,223.23,223.92,223.57,210.31,221.79,234.78,238.77,239.01,235.61,240.04,228.20,237.62,233.89,234.47,234.74,236.97,224.41,233.35,233.64,230.30,229.64,229.57,218.07,235.85,219.88,219.24,225.29,240.76,238.19,230.77,245.23,242.43,245.03,234.96,232.27,226.44,206.01,,,217.63,219.26,220.75,220.60,223.61,227.92,227.47,226.40,222.60,228.00,223.45,227.59,227.99,230.94,234.67,237.37,239.59
