dates,satname,nzd0400-0000,nzd0400-0001,nzd0400-0002,nzd0400-0003,nzd0400-0004,nzd0400-0005,nzd0400-0006,nzd0400-0007,nzd0400-0008,nzd0400-0009,nzd0400-0010,nzd0400-0011,nzd0400-0012,nzd0400-0013,nzd0400-0014,nzd0400-0015,nzd0400-0016,nzd0400-0017,nzd0400-0018,nzd0400-0019,nzd0400-0020,nzd0400-0021,nzd0400-0022,nzd0400-0023,nzd0400-0024,nzd0400-0025,nzd0400-0026,nzd0400-0027,nzd0400-0028,nzd0400-0029,nzd0400-0030,nzd0400-0031,nzd0400-0032,nzd0400-0033,nzd0400-0034,nzd0400-0035,nzd0400-0036,nzd0400-0037,nzd0400-0038,nzd0400-0039,nzd0400-0040,nzd0400-0041,nzd0400-0042,nzd0400-0043,nzd0400-0044,nzd0400-0045,nzd0400-0046,nzd0400-0047,nzd0400-0048,nzd0400-0049,nzd0400-0050,nzd0400-0051,nzd0400-0052,nzd0400-0053,nzd0400-0054,nzd0400-0055,nzd0400-0056,nzd0400-0057,nzd0400-0058,nzd0400-0059,nzd0400-0060,nzd0400-0061,nzd0400-0062,nzd0400-0063,nzd0400-0064,nzd0400-0065,nzd0400-0066,nzd0400-0067,nzd0400-0068,nzd0400-0069,nzd0400-0070,nzd0400-0071,nzd0400-0072,nzd0400-0073,nzd0400-0074,nzd0400-0075,nzd0400-0076,nzd0400-0077,nzd0400-0078,nzd0400-0079,nzd0400-0080,nzd0400-0081,nzd0400-0082,nzd0400-0083,nzd0400-0084,nzd0400-0085,nzd0400-0086,nzd0400-0087,nzd0400-0088,nzd0400-0089,nzd0400-0090,nzd0400-0091,nzd0400-0092,nzd0400-0093,nzd0400-0094,nzd0400-0095,nzd0400-0096,nzd0400-0097,nzd0400-0098,nzd0400-0099,nzd0400-0100,nzd0400-0101,nzd0400-0102,nzd0400-0103,nzd0400-0104,nzd0400-0105,nzd0400-0106,nzd0400-0107,nzd0400-0108,nzd0400-0109,nzd0400-0110,nzd0400-0111,nzd0400-0112,nzd0400-0113,nzd0400-0114,nzd0400-0115,nzd0400-0116,nzd0400-0117
2010-01-27 22:10:50.221000,L5,,229.85,274.32,270.56,272.20,278.05,277.86,285.60,291.58,273.37,275.19,282.20,287.51,287.95,293.22,287.44,309.04,294.90,296.76,303.36,306.63,320.78,352.64,354.44,365.46,369.92,346.52,352.17,359.85,353.16,364.70,369.73,364.86,358.25,357.97,372.64,378.34,360.68,349.11,329.48,340.94,318.76,338.34,331.93,320.45,321.49,320.52,328.20,320.73,316.54,310.87,299.35,321.20,286.69,282.14,287.42,287.40,282.01,287.98,283.19,277.19,274.28,275.63,279.61,287.55,284.43,281.67,291.29,300.85,310.25,316.48,330.06,342.26,332.64,328.44,343.61,330.84,337.72,343.91,350.94,352.98,362.65,356.77,370.78,374.87,375.75,380.42,381.12,394.03,383.12,361.73,360.89,361.59,363.17,369.79,358.53,371.72,384.30,409.62,404.89,389.61,358.38,364.96,365.44,364.66,360.01,352.11,351.34,361.38,365.34,354.58,350.52,354.69,354.90,361.14,366.21,344.83,340.47
2010-02-21 22:04:44.494000,L5,,,,235.40,225.81,244.86,245.14,247.09,241.93,236.55,228.37,227.25,217.70,227.66,233.63,245.55,257.98,254.98,249.30,266.14,264.93,269.52,275.96,283.89,286.05,294.28,297.14,313.55,319.14,328.64,330.20,330.65,302.08,302.95,301.13,301.69,294.45,303.50,279.41,275.06,272.10,262.23,265.95,276.08,285.17,317.67,309.35,262.31,272.50,263.57,266.87,261.57,263.60,256.53,235.56,257.09,252.48,242.59,243.47,241.52,242.11,239.97,227.16,176.33,214.26,225.88,233.05,236.61,241.53,243.07,246.67,249.75,240.53,248.43,265.54,306.88,307.10,314.30,324.43,321.72,319.03,313.90,310.16,309.84,317.13,324.32,321.93,321.35,328.80,322.48,315.60,326.14,327.89,335.16,353.15,361.16,360.80,369.82,358.70,354.24,344.84,343.76,330.87,341.59,329.20,331.57,322.89,324.92,328.09,313.37,305.14,308.02,303.53,300.18,308.04,307.52,287.35,259.39
2010-10-19 22:03:43.463000,L5,,,,218.61,216.47,232.63,234.96,235.70,233.30,233.10,230.08,224.01,221.69,234.02,246.06,254.02,266.56,259.95,253.44,265.45,262.32,265.54,270.13,279.37,293.62,300.07,310.37,319.49,332.57,337.63,341.84,329.42,309.16,304.76,305.68,301.08,298.49,306.99,281.28,285.53,288.62,293.84,290.62,297.54,290.79,290.59,283.76,266.13,266.50,266.57,264.67,261.41,261.95,256.10,244.98,269.01,269.46,264.27,262.74,261.94,262.70,258.47,244.74,187.90,220.71,231.99,238.80,242.17,249.02,255.76,258.09,264.67,252.09,268.40,288.58,309.71,313.62,314.66,320.81,322.51,316.79,323.11,311.40,321.69,317.33,323.89,329.08,334.74,333.88,327.37,330.72,334.45,330.88,330.98,338.74,339.90,337.91,328.97,340.20,344.72,341.89,341.86,338.82,340.86,334.49,331.89,330.26,318.66,324.81,321.46,314.69,313.61,304.04,305.36,316.17,319.96,303.74,281.18
2010-12-22 22:03:41.192000,L5,,,,220.46,216.86,224.44,222.02,221.42,227.39,231.10,232.39,228.38,217.95,228.42,239.26,245.65,259.10,256.30,260.90,267.18,270.22,272.02,284.50,286.23,296.64,302.67,302.83,316.49,322.69,331.17,330.52,328.84,305.56,304.83,306.88,309.65,299.78,307.78,279.82,285.77,281.25,279.94,265.91,275.69,277.65,274.94,271.73,259.00,266.20,264.23,267.97,265.14,263.18,258.13,248.41,257.79,261.73,249.24,242.84,247.02,243.78,246.02,235.27,184.91,215.87,227.03,232.80,234.92,242.30,247.64,251.37,258.04,245.89,247.48,277.68,302.25,306.37,311.16,316.55,319.95,323.22,320.97,319.15,315.44,318.78,327.32,333.17,325.44,326.95,322.01,317.75,325.00,330.27,333.22,343.04,348.03,344.37,334.67,340.85,339.80,334.77,336.01,326.34,327.25,323.45,328.06,321.27,322.10,329.08,323.03,315.01,319.67,312.99,315.70,319.97,321.32,303.21,279.67
2011-01-07 22:03:43.985000,L5,,,211.37,223.35,218.06,229.63,226.76,227.95,229.10,234.66,230.30,231.85,228.07,239.31,242.40,250.42,264.78,263.77,262.02,266.91,264.47,269.93,283.59,286.72,291.06,297.87,313.52,322.91,329.21,331.83,332.48,329.68,305.14,303.34,307.09,304.87,294.17,312.61,289.32,280.47,280.56,272.99,278.57,277.71,283.10,274.38,275.51,260.39,267.31,263.61,260.31,261.96,262.16,257.02,237.53,260.61,262.88,253.50,254.01,252.45,248.29,245.63,236.57,194.96,217.50,230.90,236.18,236.25,241.32,247.84,251.35,258.80,251.61,260.32,295.58,307.17,312.24,316.97,327.18,318.35,321.49,318.22,315.11,317.28,313.01,328.36,331.34,339.57,334.49,330.46,317.62,331.60,331.60,339.30,336.97,347.55,344.42,336.75,348.04,338.14,339.08,334.19,339.35,337.76,327.00,326.07,324.06,321.75,328.21,316.04,307.89,312.51,310.39,311.21,315.01,320.96,299.57,279.25
2011-01-23 22:03:44.680000,L5,,,,219.32,211.74,227.64,224.56,223.28,229.27,227.96,226.41,221.71,215.31,230.09,236.64,247.12,261.94,260.27,257.79,258.80,260.49,263.41,272.43,278.03,284.42,290.26,302.48,316.37,325.60,334.76,335.09,328.72,300.50,302.34,300.23,299.83,290.93,297.87,274.17,272.63,267.72,266.31,268.53,270.08,274.30,269.50,271.55,255.34,262.57,257.79,257.69,254.57,258.45,255.26,242.55,258.13,262.12,247.85,243.05,240.54,243.22,237.45,229.47,182.62,208.55,221.42,228.80,231.22,233.80,240.63,240.48,249.86,238.41,245.00,283.05,307.14,308.06,314.10,319.79,316.05,312.37,310.12,303.07,307.77,309.83,319.75,324.94,330.44,326.81,322.95,314.49,326.28,329.63,329.87,333.95,337.72,332.74,322.98,336.13,330.77,325.65,322.73,323.55,327.05,317.11,316.01,315.18,317.58,320.42,310.25,297.31,303.12,300.24,302.63,310.19,312.73,291.52,
2011-02-15 22:09:58.365000,L5,,220.64,243.10,263.86,269.36,277.10,287.27,284.52,281.21,300.02,305.38,302.74,310.96,326.80,308.32,278.36,289.36,302.58,314.82,307.14,321.09,340.24,348.14,357.98,364.00,373.04,370.61,375.14,366.86,382.97,393.10,378.89,382.96,384.88,397.10,396.37,384.66,367.82,374.32,384.01,365.45,369.99,351.44,337.09,333.34,342.52,347.69,368.08,346.24,342.75,340.55,336.62,333.34,316.02,319.77,317.35,318.43,308.22,294.95,296.30,298.67,307.84,319.01,322.82,331.67,341.67,357.86,373.81,390.57,390.01,396.39,392.12,391.27,377.97,393.49,395.91,404.56,397.19,416.21,437.44,449.91,446.55,411.06,388.53,387.00,399.31,428.20,402.05,413.09,387.57,381.47,410.24,427.83,403.69,408.77,455.35,403.16,411.93,425.38,432.20,405.28,411.75,414.63,392.23,402.00,393.28,385.78,385.32,412.50,384.96,389.55,402.79,408.43,390.69,391.83,395.41,382.08,381.84
2011-03-12 22:03:43.133000,L5,,,,204.80,198.80,207.41,218.43,222.05,223.39,226.62,225.46,228.16,212.53,226.16,233.12,238.65,258.37,258.49,252.84,256.54,259.20,263.72,273.02,276.74,282.34,284.45,294.42,314.32,317.44,335.38,331.23,330.39,299.33,299.36,298.66,295.93,289.94,297.75,272.62,265.79,264.83,261.28,263.19,271.46,286.17,310.80,282.46,281.85,267.26,260.91,259.64,258.70,260.46,256.77,235.59,257.93,268.35,248.91,242.90,241.53,243.69,240.86,229.02,182.27,198.57,212.04,221.17,229.06,225.84,238.16,238.86,250.35,244.96,251.47,271.06,300.48,302.25,310.24,316.35,309.57,310.05,297.16,299.78,304.92,305.67,314.02,321.28,321.21,321.31,312.61,308.90,322.41,325.21,325.25,330.44,335.11,334.47,326.22,336.13,329.47,326.55,325.76,320.55,324.97,320.51,349.37,342.42,328.72,351.16,330.10,320.23,308.78,303.12,302.60,308.06,315.06,296.54,
2013-05-11 22:21:55.010000,L8,277.40,351.30,405.46,463.50,471.62,265.59,274.11,270.01,289.60,309.57,277.01,254.04,255.76,263.31,294.17,342.94,293.36,302.15,330.76,320.36,323.59,320.31,336.74,353.40,361.55,364.82,375.40,382.91,385.28,393.70,395.73,418.92,377.53,378.67,404.06,384.36,367.04,370.36,377.51,369.77,363.01,376.42,367.86,367.72,412.47,340.85,341.48,372.48,342.39,385.99,369.24,351.15,352.06,370.95,378.26,341.51,346.21,344.52,378.98,359.22,384.56,336.39,353.16,340.70,358.83,362.93,315.77,356.77,415.25,398.18,426.37,386.93,409.15,357.57,358.66,370.62,366.63,379.33,392.03,397.05,487.23,537.51,479.80,394.78,421.80,389.02,418.83,388.35,391.51,394.61,401.02,403.71,430.83,417.10,422.59,423.91,428.75,421.40,416.97,410.59,412.36,434.95,438.11,481.63,477.91,438.66,412.87,508.28,429.53,395.77,399.64,415.69,421.97,430.51,420.96,436.48,417.14,402.22
2013-05-27 22:22:02.838000,L8,266.19,300.82,333.03,367.84,375.41,230.72,239.17,240.33,234.07,227.69,224.88,230.20,249.20,260.33,263.87,261.62,273.98,278.20,289.30,291.88,298.88,310.55,306.09,322.93,325.72,330.91,337.15,348.10,357.65,371.00,372.57,362.20,344.30,347.31,365.22,378.74,304.83,306.63,295.28,327.31,346.21,335.06,329.69,324.51,314.47,320.14,325.64,319.01,318.03,323.95,331.77,318.41,327.44,323.63,289.74,283.26,290.71,291.45,273.51,309.21,313.25,258.88,250.89,226.63,237.03,241.13,245.62,249.84,253.50,258.06,256.27,262.51,263.22,253.65,278.98,334.11,348.03,353.34,368.12,357.25,373.09,379.96,332.81,338.41,381.05,364.65,368.72,364.38,379.56,383.81,381.25,383.34,396.12,347.78,350.56,353.53,356.30,352.02,356.37,396.44,395.18,401.38,409.30,345.93,349.42,344.50,339.53,339.99,347.00,342.75,335.84,336.12,327.64,332.40,338.25,337.20,332.96,243.68
2013-06-05 22:15:51.038000,L8,318.11,374.99,386.97,344.71,412.75,365.50,447.86,447.89,439.70,394.63,311.76,306.30,299.36,289.30,298.48,277.99,292.07,292.80,311.62,303.13,460.35,454.75,338.75,360.57,349.68,384.55,381.85,387.18,468.31,510.03,419.63,419.01,389.72,393.25,380.92,395.51,384.34,381.01,348.38,358.49,339.54,368.68,349.91,369.44,349.65,377.33,357.72,383.88,384.07,386.91,391.42,394.76,386.12,377.90,391.00,391.28,362.41,365.58,351.12,376.81,341.95,351.58,389.57,359.21,405.98,380.09,409.24,398.63,416.97,415.36,397.17,416.31,447.96,476.92,491.29,513.77,478.16,489.07,491.16,501.52,405.92,538.59,417.16,402.96,395.25,401.84,413.73,403.66,393.73,414.96,456.11,444.34,521.93,521.34,418.26,426.65,438.45,451.21,446.57,430.88,425.05,430.76,431.40,411.12,418.42,401.18,399.88,404.49,420.27,390.57,414.17,412.31,411.85,394.01,420.74,416.51,408.08,384.79
2013-06-28 22:21:56.988000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.56,281.42,275.45,274.95,269.45,278.64,261.91,251.51,244.98,,220.10,250.12,254.49,254.38,250.70,241.67,232.52,,,,,,,,235.90,231.20,219.24,221.21,221.61,217.24,209.37,,,,197.24,179.36,198.53,227.53,203.77,231.28,225.58,226.87,244.50,251.46,234.80,206.50,196.86,187.11,196.52,251.61,246.06,252.76,255.90,250.91,271.38,290.84,302.26,272.27,220.22,,234.46,273.31,309.13,306.36,288.02,291.30,284.41,309.56,294.29,279.69,298.62,310.75,299.93,290.61,286.29,300.39,311.32,262.79,244.83,219.81,195.74,200.59,184.69,,,
2013-07-14 22:21:58.456000,L8,,,,236.34,219.87,224.52,232.30,225.40,219.64,218.92,206.71,207.67,188.29,223.24,222.11,,253.80,268.79,268.84,268.94,271.03,276.11,283.86,289.75,298.14,305.32,311.17,335.19,333.31,344.70,341.95,343.86,317.58,308.65,308.88,307.82,299.09,304.46,288.31,283.50,279.27,274.18,273.51,279.31,279.87,277.20,275.42,263.72,266.84,272.49,271.48,268.68,271.63,262.68,268.06,263.19,272.46,265.60,255.51,251.56,254.32,252.40,242.41,212.92,230.85,236.22,249.25,240.59,244.87,247.91,244.68,254.47,253.13,249.94,275.45,312.26,315.65,324.97,327.83,325.55,323.49,326.75,328.16,326.61,327.34,332.40,336.36,337.23,336.30,331.55,324.81,330.56,331.91,338.30,344.03,347.30,346.05,341.20,345.33,344.00,339.29,335.89,337.44,336.69,333.40,335.91,329.75,331.01,338.36,335.56,321.94,317.92,316.02,320.61,327.26,325.71,316.96,290.29
2013-07-30 22:21:59.508000,L8,,,,237.15,220.51,225.61,232.82,227.38,220.31,218.04,209.91,207.35,193.81,226.10,217.32,,249.59,262.04,267.26,269.06,272.71,277.52,288.49,294.69,293.27,299.12,313.71,335.65,335.96,343.42,343.79,338.01,318.10,311.33,315.06,312.91,301.56,308.52,300.91,289.88,285.64,274.21,274.15,279.72,281.25,276.69,274.52,266.25,268.30,269.99,271.93,270.98,271.37,264.23,267.64,271.33,272.48,266.00,259.44,259.42,259.99,255.77,237.87,183.90,229.76,235.45,239.02,237.74,248.18,248.73,245.56,252.63,249.29,251.19,285.81,315.86,316.38,326.12,328.08,326.29,325.10,325.80,327.84,328.01,326.61,329.41,337.39,340.82,337.76,333.18,326.09,330.02,332.31,338.82,345.71,346.82,347.23,340.34,345.35,343.45,337.52,334.17,338.40,338.59,336.71,337.57,328.86,333.52,341.05,337.35,324.25,320.89,317.15,324.79,327.88,327.99,317.23,291.43
2013-09-16 22:21:57.385000,L8,,213.54,334.75,393.93,439.87,361.82,378.92,439.01,295.04,285.55,279.98,292.01,288.10,395.35,341.35,288.43,310.31,308.03,323.05,331.66,289.46,323.98,324.48,363.82,345.86,360.18,370.18,378.36,381.91,382.08,403.98,425.29,395.02,420.57,381.32,382.71,383.27,385.98,390.84,367.89,358.84,331.92,334.02,345.80,347.45,370.97,358.04,378.51,377.02,348.75,341.20,340.08,352.61,331.58,311.34,308.86,321.31,324.20,338.31,352.29,383.79,328.20,332.70,315.31,300.17,299.65,328.03,371.78,350.23,362.02,371.44,405.01,388.78,425.89,412.80,378.85,361.81,369.35,371.30,373.61,396.26,384.67,411.47,397.95,410.43,401.24,400.43,436.06,399.15,427.33,389.06,428.03,401.16,433.00,433.71,442.18,440.74,440.34,407.95,407.48,430.04,413.12,448.02,436.78,412.90,400.73,425.95,399.50,432.39,399.28,398.87,394.50,386.92,397.38,390.61,430.09,412.95,362.09
2013-10-11 22:15:41.373000,L8,,,227.23,237.95,219.88,250.29,262.71,223.05,218.92,212.60,210.55,203.01,199.05,,,204.20,251.34,262.42,263.29,271.33,282.35,276.83,284.01,288.55,304.34,303.92,323.75,337.72,340.47,349.60,347.95,344.44,308.64,309.83,312.97,309.98,302.38,310.61,294.77,281.37,280.35,274.85,283.86,283.05,290.20,284.62,281.67,271.02,278.43,274.11,288.24,283.46,286.48,278.10,270.45,273.27,278.32,271.32,267.41,262.69,261.17,258.82,258.66,204.29,249.64,230.96,238.60,246.59,255.33,250.05,251.85,260.50,253.50,282.45,294.48,318.57,330.35,326.77,333.73,328.70,328.97,327.66,327.40,328.87,334.07,334.49,339.29,343.61,344.43,337.21,333.10,340.52,342.66,344.92,351.68,351.90,351.07,342.07,350.62,347.60,342.06,345.79,346.62,349.78,344.99,341.90,332.96,342.78,347.97,330.42,322.89,318.87,317.07,326.30,327.33,325.74,310.95,282.35
2013-10-18 22:21:49.490000,L8,,,,235.56,215.27,234.54,247.69,222.03,217.47,212.16,208.37,198.77,235.83,234.45,244.14,255.48,258.73,271.23,262.53,272.36,274.38,288.83,293.97,310.10,308.21,325.43,332.70,344.41,358.69,358.99,365.57,351.67,332.78,332.56,336.05,330.74,341.57,320.85,308.48,307.04,300.89,310.84,316.37,319.45,313.62,321.11,319.62,323.22,317.55,312.89,317.60,317.95,309.16,295.83,283.08,288.93,303.86,295.41,285.36,279.93,272.60,274.84,290.29,285.95,216.09,264.11,281.28,283.90,306.29,323.43,322.00,251.08,311.62,326.14,294.96,336.01,337.19,352.87,369.62,364.15,366.26,372.50,370.51,382.45,381.30,375.94,386.08,374.86,355.90,353.15,358.46,359.26,368.53,378.24,370.37,378.64,383.46,386.70,380.44,366.42,370.18,374.19,371.46,369.26,366.54,375.03,377.60,381.69,406.60,329.11,323.74,319.46,318.83,357.44,358.53,381.76,308.47,
2013-10-27 22:15:31.632000,L8,,,320.59,311.60,260.43,275.47,267.27,224.98,219.43,213.55,213.74,214.57,219.17,231.21,195.91,218.77,254.20,272.89,260.41,270.99,274.13,282.28,289.01,297.59,302.22,312.21,319.53,334.58,337.21,346.02,345.61,339.96,316.96,317.56,349.15,354.09,361.93,360.53,296.66,288.16,286.12,288.22,288.38,296.39,297.57,299.40,297.27,292.01,291.21,277.82,282.62,277.09,275.82,273.37,271.75,273.68,275.45,268.74,263.09,265.72,265.65,264.17,259.07,245.37,232.25,239.00,247.28,248.78,255.77,254.61,260.07,264.40,258.87,257.51,302.71,318.60,321.86,332.77,337.96,345.26,330.43,340.70,329.04,328.75,339.46,345.59,366.07,386.98,372.90,371.93,369.19,383.80,387.52,394.93,356.48,352.09,353.06,345.67,352.31,348.39,347.92,347.42,352.20,347.55,345.00,348.29,339.53,343.43,351.71,340.19,335.60,330.77,331.50,335.09,337.01,331.79,325.48,
2013-11-12 22:15:31.992000,L8,,,220.13,234.23,215.60,242.87,232.94,221.37,215.57,201.12,204.52,202.73,199.96,,,210.79,251.84,267.09,276.76,284.88,272.12,276.95,285.06,289.16,296.47,300.23,312.55,327.25,331.52,337.53,354.44,334.68,315.86,313.44,308.48,339.80,343.87,301.64,286.12,281.87,275.79,279.78,276.35,281.18,280.06,279.75,274.56,269.02,273.38,268.38,267.47,271.40,267.79,269.66,264.98,271.59,272.34,264.02,256.69,256.76,257.69,255.35,240.56,189.12,202.27,232.34,237.38,241.52,245.88,247.45,243.11,252.61,253.29,250.60,296.72,317.50,341.68,325.28,329.08,325.93,323.89,323.79,319.35,322.57,320.05,328.24,332.11,337.45,335.33,326.90,322.86,336.67,334.46,336.72,344.41,345.84,342.58,337.72,345.06,340.16,337.60,337.63,339.06,336.51,333.24,334.43,328.54,332.20,338.78,327.21,319.67,315.77,315.81,320.23,325.53,322.42,308.56,290.69
2013-12-14 22:15:21.385000,L8,,,,224.53,209.18,222.80,221.22,213.41,210.92,201.65,199.75,198.52,191.74,,,209.55,249.80,253.03,254.32,277.18,275.22,304.49,280.84,286.82,293.51,317.17,339.15,340.22,341.48,343.25,358.31,332.60,305.19,307.31,306.91,306.77,297.94,300.36,282.02,277.17,273.39,268.21,277.11,279.24,301.52,303.07,272.63,257.02,269.95,273.28,270.21,266.96,299.04,258.03,269.86,273.52,272.51,246.25,262.16,261.26,257.71,256.37,239.71,237.46,220.73,230.90,232.95,236.78,245.17,245.67,241.75,251.76,243.56,252.66,290.57,316.53,339.09,349.52,344.37,362.46,321.73,319.77,316.10,316.09,321.01,325.65,335.28,336.45,337.97,331.26,331.97,334.24,355.31,342.82,368.91,351.46,343.68,332.78,343.88,337.82,334.91,334.64,335.56,334.42,330.18,333.05,328.83,329.55,333.84,323.80,317.50,314.02,313.26,316.09,323.01,320.43,308.18,
2013-12-21 22:21:27.090000,L8,,,,232.19,215.59,224.56,229.79,218.62,216.30,208.16,204.84,207.04,186.47,298.77,314.56,356.47,257.11,256.53,257.82,268.95,273.48,278.01,287.92,289.46,298.01,301.36,310.02,351.17,354.31,364.33,363.19,376.59,308.08,309.73,309.63,309.02,297.43,301.96,292.39,282.98,278.57,283.14,281.19,290.76,294.53,290.44,280.47,271.95,277.96,273.17,268.39,273.88,276.30,264.83,261.82,267.33,271.10,263.56,258.15,258.06,258.63,257.35,242.38,236.00,216.17,233.32,241.00,243.10,246.78,247.12,244.38,252.77,246.13,255.37,293.83,322.13,322.83,330.23,329.91,326.11,324.07,323.83,322.73,322.65,325.82,329.92,337.35,341.71,344.76,335.19,324.83,341.27,339.97,340.84,347.04,350.73,350.78,340.08,350.35,349.49,341.69,340.93,340.15,339.39,333.78,333.96,329.69,332.86,339.54,326.61,322.87,318.92,317.93,321.83,326.38,324.42,309.56,
2013-12-30 22:15:13.133000,L8,,,,,,,,,,,,,,,,192.32,251.00,257.01,240.69,,241.39,285.39,266.54,278.26,331.08,268.56,185.03,,,,,,,,,,,,,,,,,,,,245.94,257.65,297.42,304.99,,,,,,,,,,,,,,,,196.90,240.74,234.72,250.43,248.00,246.23,255.16,248.53,253.27,274.42,345.47,329.10,343.59,348.03,353.98,344.99,354.08,349.51,355.15,360.90,364.87,358.59,352.19,360.04,364.75,353.62,353.69,346.68,356.35,360.86,365.50,369.05,335.02,346.07,341.01,340.82,334.96,337.96,336.04,329.34,333.85,329.80,330.59,336.25,324.05,320.29,315.37,315.02,316.53,328.17,323.29,225.36,
2014-02-07 22:20:57.101000,L8,,,228.84,236.94,220.04,260.91,232.12,218.60,215.09,207.41,216.40,214.62,210.72,223.93,221.95,223.51,252.14,257.21,259.57,268.02,273.05,276.29,286.56,290.41,299.23,299.54,315.10,328.79,332.61,339.04,344.03,336.14,312.61,310.92,306.97,313.02,297.49,305.60,296.73,281.86,279.27,275.82,276.86,281.14,280.42,279.53,276.02,263.43,271.55,271.47,269.84,269.96,265.69,267.63,266.49,268.45,269.61,263.06,258.36,255.52,258.08,257.14,245.31,242.25,203.51,250.80,228.27,238.78,243.97,248.31,242.40,252.66,255.33,278.63,298.90,312.54,314.41,323.25,327.95,326.23,328.15,327.20,323.88,325.08,325.12,332.45,339.35,341.24,340.10,334.01,333.18,338.35,343.47,344.50,349.06,353.14,346.98,338.37,345.66,343.04,339.34,338.59,340.24,338.40,334.74,335.91,332.89,330.84,337.24,326.35,321.10,316.98,316.22,318.79,324.34,321.61,309.14,
2014-03-20 22:14:13.571000,L8,,,224.99,235.05,212.41,225.51,232.89,216.10,218.18,216.01,220.57,221.04,215.87,228.63,232.70,234.15,254.42,260.78,257.85,266.61,270.02,275.83,284.49,291.86,296.66,302.64,312.75,329.52,340.23,354.57,342.66,334.85,312.07,311.57,311.66,309.39,299.82,302.91,291.37,286.22,281.68,280.85,280.65,284.06,286.67,280.52,280.06,272.91,275.59,270.28,275.76,277.08,272.15,265.42,270.06,269.48,275.05,266.86,261.21,254.65,258.26,251.49,240.44,240.15,237.38,237.11,246.75,240.09,243.40,248.60,244.11,254.69,256.23,276.80,296.43,321.95,318.94,330.79,327.38,326.12,326.84,327.78,326.37,324.28,327.61,332.03,346.14,350.41,359.38,331.74,328.65,343.37,387.76,376.01,348.42,349.49,348.92,340.48,346.64,342.76,340.06,338.83,339.35,337.37,335.15,336.66,332.02,333.53,337.84,330.87,323.10,317.93,317.39,322.05,325.94,324.32,312.51,
2014-05-14 22:19:32.642000,L8,,489.83,447.07,470.66,379.33,345.84,408.28,393.80,445.19,385.72,407.57,442.93,460.62,504.49,278.47,296.92,273.18,280.38,287.86,295.93,303.66,315.11,316.67,340.22,347.92,371.32,367.97,384.15,394.29,453.93,398.50,500.70,493.79,361.24,370.74,352.55,341.52,349.29,364.06,323.26,308.50,308.05,309.92,333.76,324.26,325.53,337.32,349.88,351.53,351.34,340.96,305.73,330.27,344.97,361.80,365.47,318.64,349.51,312.37,312.82,308.43,321.10,312.03,360.48,305.45,341.87,366.05,380.09,349.93,362.13,382.33,368.27,367.31,470.66,477.55,484.95,504.59,499.71,511.15,477.78,361.60,367.88,380.57,388.43,363.14,374.06,381.33,386.93,377.64,376.45,375.47,378.64,407.24,448.86,460.39,460.67,486.95,,,,522.70,526.31,425.37,445.31,541.48,528.68,543.65,418.74,409.05,399.17,397.02,398.03,406.82,397.57,391.63,395.99,378.53,362.06
2014-07-01 22:19:46.174000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.91,253.33,265.60,252.17,240.93,243.44,191.52,,246.15,247.32,243.80,240.65,214.64,185.20,,,,,,,,,222.40,211.66,210.54,212.62,213.23,205.54,,,,,,,,,,,,217.57,228.70,229.94,282.31,288.29,273.68,257.09,260.61,247.92,247.93,252.40,228.83,264.70,257.10,280.95,264.60,287.41,295.41,,215.15,300.73,302.44,310.97,302.10,271.70,305.47,307.91,306.53,308.08,313.54,304.69,287.62,285.44,294.45,307.03,272.68,256.08,229.14,230.17,236.52,233.63,,,
2014-07-17 22:19:52.017000,L8,,,281.73,170.02,254.13,250.32,238.18,228.62,224.97,223.13,226.91,230.16,219.71,230.45,236.65,238.85,252.15,257.13,259.59,268.69,271.46,275.64,282.66,288.84,292.80,301.21,308.17,332.33,333.31,340.76,341.15,339.39,316.57,310.05,315.20,309.00,300.31,301.71,373.21,377.36,375.35,388.87,276.16,282.75,284.25,279.31,280.62,274.37,272.47,272.87,275.29,271.00,271.22,265.52,265.91,266.01,272.50,266.83,257.47,254.36,254.07,253.74,245.92,230.49,227.27,233.60,239.21,244.58,248.13,250.35,247.18,254.33,255.32,251.22,275.99,307.13,315.48,328.23,333.46,324.94,319.43,324.73,324.20,325.27,391.14,406.54,416.69,439.04,441.29,444.62,326.13,336.92,337.79,346.59,349.53,350.69,344.86,339.60,345.14,339.66,339.18,337.07,338.75,337.84,335.03,335.55,329.26,333.89,340.21,335.29,328.08,323.34,320.16,324.90,329.54,326.15,316.02,276.32
