dates,satname,nzd0400-0000,nzd0400-0001,nzd0400-0002,nzd0400-0003,nzd0400-0004,nzd0400-0005,nzd0400-0006,nzd0400-0007,nzd0400-0008,nzd0400-0009,nzd0400-0010,nzd0400-0011,nzd0400-0012,nzd0400-0013,nzd0400-0014,nzd0400-0015,nzd0400-0016,nzd0400-0017,nzd0400-0018,nzd0400-0019,nzd0400-0020,nzd0400-0021,nzd0400-0022,nzd0400-0023,nzd0400-0024,nzd0400-0025,nzd0400-0026,nzd0400-0027,nzd0400-0028,nzd0400-0029,nzd0400-0030,nzd0400-0031,nzd0400-0032,nzd0400-0033,nzd0400-0034,nzd0400-0035,nzd0400-0036,nzd0400-0037,nzd0400-0038,nzd0400-0039,nzd0400-0040,nzd0400-0041,nzd0400-0042,nzd0400-0043,nzd0400-0044,nzd0400-0045,nzd0400-0046,nzd0400-0047,nzd0400-0048,nzd0400-0049,nzd0400-0050,nzd0400-0051,nzd0400-0052,nzd0400-0053,nzd0400-0054,nzd0400-0055,nzd0400-0056,nzd0400-0057,nzd0400-0058,nzd0400-0059,nzd0400-0060,nzd0400-0061,nzd0400-0062,nzd0400-0063,nzd0400-0064,nzd0400-0065,nzd0400-0066,nzd0400-0067,nzd0400-0068,nzd0400-0069,nzd0400-0070,nzd0400-0071,nzd0400-0072,nzd0400-0073,nzd0400-0074,nzd0400-0075,nzd0400-0076,nzd0400-0077,nzd0400-0078,nzd0400-0079,nzd0400-0080,nzd0400-0081,nzd0400-0082,nzd0400-0083,nzd0400-0084,nzd0400-0085,nzd0400-0086,nzd0400-0087,nzd0400-0088,nzd0400-0089,nzd0400-0090,nzd0400-0091,nzd0400-0092,nzd0400-0093,nzd0400-0094,nzd0400-0095,nzd0400-0096,nzd0400-0097,nzd0400-0098,nzd0400-0099,nzd0400-0100,nzd0400-0101,nzd0400-0102,nzd0400-0103,nzd0400-0104,nzd0400-0105,nzd0400-0106,nzd0400-0107,nzd0400-0108,nzd0400-0109,nzd0400-0110,nzd0400-0111,nzd0400-0112,nzd0400-0113,nzd0400-0114,nzd0400-0115,nzd0400-0116,nzd0400-0117
2000-08-03 22:11:07.870000,L7,,,,,218.67,227.98,213.63,210.55,216.47,211.14,220.55,206.41,203.54,,,,235.95,244.31,238.42,227.51,240.15,,228.86,248.79,252.88,264.19,278.79,296.06,312.09,300.29,285.11,305.31,290.64,279.43,263.74,267.81,244.38,252.28,269.55,268.42,237.49,227.23,217.92,243.21,,210.01,264.55,250.03,241.71,160.64,,,,,,,,,,,,,,,,180.72,215.66,233.09,402.35,414.29,438.07,461.65,193.55,200.08,241.26,289.05,294.00,294.57,292.68,256.50,263.25,272.11,280.49,228.66,235.03,288.24,286.77,311.79,306.15,235.86,257.12,227.78,282.88,286.26,303.32,303.19,299.37,289.90,297.73,304.56,281.83,295.62,277.70,300.57,305.06,316.01,328.33,319.05,341.01,311.04,301.69,295.35,275.89,299.93,250.83,,,
2000-08-19 22:11:01.988000,L7,,198.40,314.26,342.49,361.57,487.57,479.10,462.50,542.43,506.29,390.43,513.93,523.67,460.47,521.17,434.35,478.00,478.45,421.83,386.56,369.84,382.97,400.29,386.06,467.82,462.16,481.21,476.97,472.10,519.70,,,459.02,391.57,388.07,393.37,399.77,411.42,431.21,406.13,374.53,381.57,414.66,394.17,405.52,375.78,390.60,388.81,384.62,389.31,380.22,366.19,362.37,348.73,357.98,355.30,351.22,347.97,361.08,355.66,355.26,460.89,477.26,448.53,468.96,398.05,395.96,474.33,514.95,503.41,400.61,503.10,512.85,514.80,517.61,523.63,,452.68,424.82,432.96,454.78,440.62,557.07,,,,,,,,480.78,479.71,492.16,495.89,539.13,535.27,505.13,466.79,498.26,456.03,444.58,454.22,462.87,479.39,479.34,469.18,425.93,492.24,516.56,,,,,,528.92,519.96,458.02,487.13
2000-09-20 22:10:27.007000,L7,,,,257.56,270.39,265.86,278.86,257.18,251.75,253.34,247.08,246.16,248.69,252.89,262.61,268.96,278.65,279.75,278.26,269.95,259.33,264.37,276.91,284.74,296.99,306.52,311.27,318.08,330.86,332.37,334.80,342.13,319.95,312.13,308.32,306.92,295.01,295.76,296.58,294.25,284.56,321.18,332.80,320.14,321.98,325.39,334.79,281.76,311.88,299.68,302.29,302.62,318.62,321.82,319.00,293.06,321.52,307.51,304.76,318.92,325.79,330.78,315.32,321.74,330.07,229.94,249.67,248.93,248.24,249.54,434.77,442.49,412.99,439.06,353.07,384.88,373.91,377.14,378.17,379.38,392.33,380.62,382.89,386.78,321.93,325.19,341.49,331.35,330.60,317.99,381.33,430.35,436.23,446.97,343.76,365.64,381.98,393.27,395.09,383.44,388.45,406.36,398.51,358.15,449.84,461.90,364.43,381.12,366.70,353.19,358.62,326.78,319.70,321.47,327.60,324.51,,
2000-11-07 22:10:17.299000,L7,,,,,,227.98,234.34,225.54,193.25,215.02,194.66,,,,,,215.14,226.06,227.71,226.15,224.42,216.93,226.77,247.67,240.56,235.25,274.03,288.86,292.21,214.10,252.67,219.63,255.27,199.17,250.44,246.83,242.04,243.04,214.30,203.39,205.57,213.91,225.81,230.96,226.36,,,,282.94,287.01,284.51,270.33,298.28,,,234.13,246.01,208.10,207.80,,,,,,,,,,,,,,,,337.41,337.83,288.62,,209.69,218.08,261.46,231.99,213.74,212.65,217.50,297.22,287.20,312.21,304.43,285.04,261.86,268.27,286.21,294.51,290.76,280.79,239.72,264.68,266.38,276.82,278.10,276.65,266.29,300.82,302.75,244.91,215.58,231.13,278.71,283.54,266.84,258.60,246.75,269.05,224.86,252.96,,
2001-01-10 22:10:27.647000,L7,,,,240.39,199.02,237.09,240.49,205.15,227.67,228.79,206.31,223.29,197.89,234.68,240.96,183.22,247.61,249.55,239.94,243.18,242.24,246.21,274.00,263.98,235.31,279.38,279.67,300.97,348.17,333.96,347.65,307.38,295.85,300.37,254.77,249.87,241.80,250.27,267.19,237.88,227.96,250.66,228.99,236.91,239.06,232.02,222.15,229.94,232.01,,280.53,279.92,281.71,270.59,,252.73,271.32,243.10,247.61,276.79,184.76,179.19,208.55,,,176.36,232.14,238.50,241.76,243.47,248.14,,239.09,207.46,273.39,339.51,343.25,307.90,310.62,300.97,296.46,290.93,234.68,287.77,255.02,324.01,356.47,355.79,313.57,343.20,346.43,300.37,309.61,314.44,329.30,287.06,277.03,269.71,281.94,275.13,285.43,278.10,356.85,342.17,355.19,248.05,358.30,323.87,364.58,302.46,287.14,279.66,289.69,291.29,294.79,274.80,,
2001-03-15 22:10:15.982000,L7,,,266.04,275.47,341.37,294.09,283.01,276.03,261.89,250.51,258.55,258.95,250.94,255.04,254.75,265.48,272.52,276.70,279.98,272.88,271.83,268.24,275.76,285.96,288.73,295.32,301.20,322.15,332.70,335.27,342.06,335.30,305.98,303.63,303.14,297.50,293.21,288.96,285.74,267.22,270.58,266.92,277.67,266.90,275.63,279.07,280.07,266.50,268.28,252.50,261.70,238.80,233.19,221.61,,,,206.08,216.03,208.99,222.00,230.29,229.83,171.92,345.88,343.74,354.85,349.14,356.53,367.27,377.81,380.02,386.17,386.01,388.57,397.17,330.53,404.44,416.42,424.44,422.84,426.38,321.96,314.12,323.47,325.27,333.89,337.23,336.67,331.78,317.77,330.33,337.01,342.52,343.93,349.72,350.00,340.86,346.96,346.50,342.56,345.08,346.48,350.76,355.80,354.59,350.98,353.80,355.70,339.35,335.40,334.37,333.71,328.60,325.97,325.61,235.36,270.83
2001-03-31 22:10:07.582000,L7,,,,312.58,339.66,308.73,293.03,287.34,292.55,256.70,262.35,245.43,254.38,276.50,265.35,270.77,259.30,270.85,273.85,274.05,271.36,269.52,279.36,286.94,291.08,293.76,312.17,326.05,333.10,341.28,351.12,343.01,308.17,308.57,304.56,301.26,294.79,290.99,288.45,287.04,278.11,280.20,337.29,337.65,288.41,290.53,343.21,334.26,343.55,250.56,240.66,239.42,,227.72,230.52,268.92,263.91,253.62,242.62,243.22,226.82,240.75,238.11,179.32,235.06,236.95,246.31,249.71,251.92,252.71,255.75,262.72,257.67,281.64,297.79,325.49,331.22,333.50,336.77,331.49,336.44,325.02,330.10,338.74,327.95,325.03,336.68,414.80,408.35,416.92,329.06,337.57,345.23,349.21,346.70,348.06,351.41,330.90,419.81,425.25,402.05,417.35,356.08,348.32,350.80,412.57,416.21,403.55,353.79,333.39,345.16,345.44,353.49,357.10,350.78,325.76,235.11,264.97
2001-05-11 22:03:45.250000,L7,467.41,514.18,529.98,355.34,378.41,385.52,427.19,380.56,380.18,396.66,321.13,343.90,342.16,389.62,389.00,514.99,462.87,421.80,496.62,457.20,432.48,332.17,406.23,414.51,300.92,309.35,316.15,330.18,333.78,341.27,351.37,343.59,324.14,311.39,318.90,316.47,341.47,466.21,475.02,481.96,487.21,536.02,483.07,518.29,526.84,510.89,508.66,532.06,315.19,202.60,323.63,261.20,501.36,518.56,518.43,261.08,277.49,267.91,239.00,244.27,242.28,246.16,244.35,176.84,236.91,236.96,248.87,246.81,256.11,258.33,252.76,256.50,255.01,271.57,333.51,356.54,372.51,380.69,373.52,377.10,378.36,378.11,360.79,326.34,418.69,388.77,434.82,425.65,403.30,453.23,446.13,508.66,511.57,492.17,491.70,503.52,515.49,524.93,512.72,508.58,355.33,358.42,371.61,528.06,528.34,533.57,536.89,379.07,371.66,366.92,376.80,363.31,351.61,345.32,346.50,332.76,316.20,
2001-05-27 22:03:36.284000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.05,240.26,248.47,228.44,250.74,240.23,,,,,224.00,199.52,210.49,206.96,230.34,210.17,,,,,,,,,,,,,,,,,,,,,,,,,,,231.53,236.46,221.69,270.80,265.44,262.88,262.05,252.92,224.77,248.03,230.43,232.23,236.95,203.19,,,,,,,236.37,290.41,263.58,290.73,283.48,282.31,285.63,281.71,272.85,262.23,299.06,276.93,301.05,302.51,276.55,224.88,,,,,,,
2001-07-05 22:09:21.566000,L7,413.91,491.41,508.01,,,,,,,,,,,,,,220.14,238.89,276.89,273.49,246.63,,,,,,202.95,293.35,291.77,,,,274.34,259.71,266.65,308.26,294.30,293.29,290.30,274.15,286.63,282.68,250.16,241.09,295.03,298.38,223.35,243.77,230.22,,,,,,,,,,,,,,,,,,201.00,227.96,218.74,226.76,183.54,174.69,236.11,212.49,245.67,283.13,292.63,288.90,217.64,260.54,265.87,271.50,267.80,260.00,286.47,292.61,294.26,308.95,296.40,248.92,227.94,280.23,260.62,298.62,284.29,311.57,327.73,267.70,297.58,317.22,285.76,300.40,283.43,319.21,353.16,357.81,321.12,337.62,319.92,291.39,273.01,285.14,226.23,196.61,193.45,,,
2001-07-14 22:03:09.614000,L7,,,,261.64,260.97,250.76,261.62,258.64,250.53,250.53,252.24,249.14,246.04,249.28,293.31,282.73,248.27,274.65,250.83,268.83,261.66,252.35,271.64,291.65,298.97,294.72,295.00,302.34,473.81,497.00,524.13,512.31,511.45,525.18,520.51,516.86,535.14,296.58,301.21,305.45,289.89,304.59,308.67,314.39,320.72,317.69,277.87,333.55,316.18,329.05,338.79,339.40,280.24,,,233.86,277.90,268.42,344.06,342.96,354.82,356.89,313.40,358.10,360.62,357.01,363.59,372.84,380.85,387.82,390.07,398.56,409.60,424.31,427.13,439.90,452.71,420.19,418.15,415.57,424.10,444.11,396.78,437.37,415.67,457.15,462.51,468.18,481.08,487.11,295.79,339.55,332.08,347.24,379.65,371.39,371.76,365.73,355.74,363.49,338.15,509.09,519.45,533.39,352.48,367.89,363.22,372.54,352.85,329.37,308.87,308.81,305.06,306.38,300.24,205.54,,
2001-08-15 22:02:38.465000,L7,334.57,,,,,477.48,493.22,480.73,448.10,,,,,440.56,355.93,351.53,366.10,366.89,355.61,348.87,363.22,385.74,407.32,438.54,454.66,463.94,488.71,484.38,522.42,,,,,,,,,,502.50,356.57,366.82,464.74,368.62,442.57,388.23,380.27,389.06,424.32,451.65,431.39,420.96,369.01,363.47,365.92,366.25,368.80,370.07,361.08,405.15,381.42,375.81,391.21,405.97,432.44,441.76,434.33,437.87,468.71,432.87,445.18,441.91,454.32,457.61,474.97,469.16,503.52,513.14,496.20,539.58,530.02,515.93,501.02,504.47,458.29,429.40,475.50,467.90,521.90,507.73,509.94,,,,,537.51,488.04,496.12,521.14,452.90,428.25,436.90,454.94,449.33,507.72,478.44,476.44,481.89,492.82,521.33,448.43,,,458.14,501.51,497.22,506.10,446.41,471.33
2001-09-07 22:08:34.815000,L7,519.57,,,252.25,249.47,237.55,244.93,244.69,238.23,229.36,237.43,223.38,210.09,237.74,214.76,254.85,259.88,253.05,260.14,261.69,255.30,255.64,273.65,278.28,275.69,296.17,287.94,311.82,305.72,335.96,339.41,322.17,277.22,262.19,262.92,294.70,288.81,268.90,281.96,241.28,249.08,279.47,314.50,279.39,271.76,288.73,288.65,282.73,278.85,330.43,339.22,351.81,239.19,,,245.29,257.43,239.18,243.05,210.69,,,,,,237.36,240.81,248.99,220.35,226.76,233.32,236.42,254.15,267.08,319.88,344.19,350.43,351.77,358.06,365.83,374.65,306.38,295.02,246.84,289.45,193.32,177.76,307.53,306.94,376.50,291.93,288.31,320.90,315.30,328.14,298.00,294.36,322.66,330.10,328.15,325.85,333.12,336.33,339.32,333.40,337.20,332.46,332.94,329.22,299.51,293.62,290.34,267.70,285.13,299.30,306.38,232.85,280.65
2001-09-23 22:08:26.958000,L7,,,,249.51,228.88,239.20,249.30,251.92,244.71,250.53,258.06,253.61,238.03,248.87,255.62,264.33,272.69,276.05,275.28,281.51,272.52,279.29,285.70,286.81,299.08,313.83,325.74,425.45,439.84,426.86,376.28,343.40,351.73,326.61,319.27,324.54,301.65,286.35,280.52,274.08,273.95,267.29,261.51,264.93,267.96,269.15,271.26,253.83,249.17,226.88,231.54,222.90,,,367.38,380.77,387.10,375.48,384.64,340.65,354.43,356.74,344.08,180.33,240.01,264.86,282.79,266.00,275.25,280.36,311.55,346.45,259.60,269.53,299.64,324.28,326.78,328.80,338.64,328.81,324.83,312.61,301.14,303.64,302.48,317.02,332.68,383.46,379.59,404.21,414.09,333.01,332.95,340.12,348.21,347.40,338.78,330.16,343.00,343.84,330.65,334.67,345.63,349.54,387.43,385.78,378.08,355.17,355.09,313.09,306.94,302.45,297.23,312.66,313.38,443.79,443.78,422.32
2001-11-10 22:08:27.402000,L7,,,,251.97,231.47,248.75,254.08,240.89,238.14,234.54,233.10,231.88,220.85,241.41,261.89,256.92,260.88,268.11,271.20,267.94,260.07,262.61,274.46,275.42,284.76,297.42,304.20,316.90,323.03,329.57,336.80,325.34,300.74,304.06,296.38,292.46,288.64,277.36,270.97,274.78,270.61,271.72,277.57,274.05,342.74,363.40,353.15,394.00,268.06,160.53,,,,,,245.35,265.75,247.00,234.49,212.10,219.39,234.79,224.80,169.68,202.24,238.90,239.68,240.49,248.64,248.31,249.48,250.75,246.15,267.80,290.26,319.19,318.94,321.66,329.19,313.98,308.40,304.40,296.92,301.23,300.88,313.32,316.35,331.43,375.48,346.22,383.33,319.71,326.10,337.71,343.81,349.03,343.25,340.29,362.94,335.56,332.31,333.08,368.27,365.37,354.16,361.80,355.11,354.99,344.91,280.14,297.54,281.95,298.29,307.93,300.24,289.98,,
2002-01-22 22:02:40.699000,L7,530.32,437.10,426.59,417.16,429.96,502.52,501.06,411.09,457.27,411.60,409.50,408.49,415.01,416.77,417.60,430.40,436.38,445.87,452.30,447.47,448.78,453.72,465.69,470.97,476.27,488.65,484.71,501.62,494.60,489.47,501.23,496.26,480.29,461.86,479.81,472.52,465.17,465.27,450.70,451.21,447.89,439.69,449.03,440.89,438.40,451.95,458.17,440.63,431.92,434.08,433.52,435.41,425.20,424.04,436.07,427.16,438.84,431.50,448.82,428.09,456.41,433.97,346.91,445.28,479.23,475.37,472.94,485.49,488.24,490.58,394.66,488.29,528.52,532.28,524.95,532.60,,,,,,,,,,,,,,,,,,,,,477.59,465.00,538.22,455.71,482.89,,,,,,,,,,459.78,438.12,517.31,508.06,,,,
2002-02-14 22:08:53.179000,L7,455.22,499.66,446.89,479.20,427.22,430.22,420.89,412.29,401.89,414.56,404.18,444.29,407.99,434.60,412.94,421.66,447.59,462.71,450.62,483.72,448.64,505.49,437.04,417.96,405.38,436.55,474.13,532.45,,456.95,483.59,490.53,446.82,462.07,431.03,438.53,439.04,437.06,398.32,402.18,389.76,387.82,370.92,418.58,386.35,406.69,388.83,357.18,375.99,398.91,384.98,390.44,363.06,366.13,351.24,348.75,375.82,388.81,338.21,339.94,338.27,335.25,332.30,332.20,333.33,341.03,362.41,360.42,355.36,371.88,364.57,382.95,419.96,400.18,415.38,411.06,464.49,421.31,395.50,396.75,404.16,418.60,426.03,452.58,430.24,433.68,427.15,433.42,424.52,435.51,469.35,431.90,437.00,467.05,480.12,439.03,452.75,463.87,437.27,426.69,433.94,434.54,446.34,434.98,448.56,491.63,509.60,466.61,448.57,459.00,425.85,427.24,411.63,420.90,402.39,406.85,382.03,370.75
2002-03-11 22:02:43.421000,L7,,,,,,,,,,,,,,,,,182.49,227.71,222.90,230.42,251.73,246.44,237.52,243.46,223.18,257.98,239.21,292.56,253.42,257.51,293.25,350.22,262.05,199.30,245.47,228.14,243.78,282.23,290.34,231.51,227.44,,285.92,294.09,299.97,305.56,,226.69,229.93,229.36,,,342.10,345.79,349.70,347.91,,,,,,,,,,,220.24,225.66,234.29,,,,188.75,204.13,228.66,291.76,290.59,285.32,238.59,263.83,272.26,247.13,244.55,247.43,246.04,287.04,356.18,359.39,358.83,379.59,276.76,284.23,290.13,308.26,303.75,273.34,286.04,283.04,313.54,300.31,302.88,346.28,295.68,347.27,344.17,350.51,262.71,298.30,300.80,278.61,263.38,286.07,280.17,289.80,292.07,265.59,,
