dates,satname,nzd0450-0000,nzd0450-0001,nzd0450-0002,nzd0450-0003,nzd0450-0004,nzd0450-0005,nzd0450-0006,nzd0450-0007,nzd0450-0008,nzd0450-0009,nzd0450-0010,nzd0450-0011,nzd0450-0012,nzd0450-0013,nzd0450-0014,nzd0450-0018,nzd0450-0019,nzd0450-0020,nzd0450-0021,nzd0450-0022,nzd0450-0023,nzd0450-0024,nzd0450-0025,nzd0450-0026,nzd0450-0027,nzd0450-0028,nzd0450-0029,nzd0450-0030,nzd0450-0031,nzd0450-0032,nzd0450-0033,nzd0450-0034,nzd0450-0035,nzd0450-0036,nzd0450-0037,nzd0450-0038,nzd0450-0039,nzd0450-0040,nzd0450-0041,nzd0450-0042,nzd0450-0043,nzd0450-0044,nzd0450-0045,nzd0450-0046,nzd0450-0047,nzd0450-0048,nzd0450-0049,nzd0450-0050,nzd0450-0051,nzd0450-0052,nzd0450-0053,nzd0450-0054,nzd0450-0055,nzd0450-0056,nzd0450-0057,nzd0450-0058,nzd0450-0059,nzd0450-0060,nzd0450-0061,nzd0450-0062,nzd0450-0063,nzd0450-0064,nzd0450-0065,nzd0450-0066,nzd0450-0067,nzd0450-0068,nzd0450-0069,nzd0450-0070,nzd0450-0071,nzd0450-0072,nzd0450-0073,nzd0450-0074,nzd0450-0075,nzd0450-0076,nzd0450-0077,nzd0450-0078,nzd0450-0079,nzd0450-0080,nzd0450-0081,nzd0450-0082,nzd0450-0083,nzd0450-0084,nzd0450-0085,nzd0450-0086,nzd0450-0087,nzd0450-0088,nzd0450-0089,nzd0450-0090,nzd0450-0091,nzd0450-0092,nzd0450-0093,nzd0450-0094,nzd0450-0095,nzd0450-0096,nzd0450-0097,nzd0450-0098,nzd0450-0099,nzd0450-0100,nzd0450-0101,nzd0450-0102,nzd0450-0103,nzd0450-0104,nzd0450-0105,nzd0450-0106,nzd0450-0107,nzd0450-0108,nzd0450-0109,nzd0450-0110,nzd0450-0111,nzd0450-0112,nzd0450-0113,nzd0450-0114,nzd0450-0115,nzd0450-0116,nzd0450-0117,nzd0450-0118,nzd0450-0119,nzd0450-0120,nzd0450-0121,nzd0450-0122,nzd0450-0123,nzd0450-0124,nzd0450-0125,nzd0450-0126,nzd0450-0127,nzd0450-0128,nzd0450-0129,nzd0450-0130,nzd0450-0131,nzd0450-0132,nzd0450-0133,nzd0450-0134,nzd0450-0135,nzd0450-0136,nzd0450-0137,nzd0450-0138,nzd0450-0139,nzd0450-0140,nzd0450-0141,nzd0450-0142,nzd0450-0143,nzd0450-0144,nzd0450-0145,nzd0450-0146,nzd0450-0147,nzd0450-0148,nzd0450-0149,nzd0450-0150,nzd0450-0151,nzd0450-0152,nzd0450-0153,nzd0450-0015,nzd0450-0016,nzd0450-0017
2000-12-16 22:16:35.253000,L7,297.40,307.95,300.45,238.68,229.63,216.73,205.27,195.84,187.99,172.52,252.37,232.75,229.14,214.28,204.66,189.08,176.84,206.65,186.14,,,,,,,,,203.16,206.69,205.77,203.63,231.32,235.92,238.24,197.66,201.06,211.64,219.31,215.54,223.85,218.65,249.99,240.59,241.89,256.35,273.88,267.07,298.57,276.94,279.98,281.38,269.88,300.50,293.96,298.78,296.14,286.16,292.38,300.66,341.20,307.70,318.41,318.43,307.96,279.44,315.47,294.07,338.69,346.09,345.69,360.80,386.83,349.79,305.29,361.52,318.13,313.75,342.51,337.02,344.75,351.94,318.62,366.35,292.56,287.88,307.06,316.28,278.92,346.92,312.49,319.29,315.48,413.36,368.65,217.13,191.90,189.36,217.14,261.83,243.04,259.56,346.34,327.83,342.87,334.02,294.76,285.82,350.70,346.75,312.32,295.30,212.20,189.22,210.81,270.83,266.15,257.12,250.51,246.79,230.56,251.21,271.11,269.99,253.09,266.33,243.40,243.25,242.76,255.89,237.12,237.30,,,,250.57,266.09,271.54,263.91,280.68,252.59,292.40,280.08,302.15,295.25,350.82,304.94,300.29,304.06,309.37,309.45,233.57,199.60,206.35,183.60
2000-12-16 22:16:59.214000,L7,299.27,310.56,300.52,287.91,284.61,290.03,272.88,267.99,261.53,252.57,254.25,232.94,231.78,209.83,204.62,188.91,178.80,204.72,185.57,,,,,,,,,202.59,211.40,208.07,203.97,225.42,231.28,239.92,199.75,200.58,213.65,220.13,216.23,222.23,218.51,235.34,235.22,241.20,247.54,272.14,266.06,269.65,314.38,277.00,277.46,273.83,291.19,293.92,311.83,296.40,284.24,290.12,299.12,182.92,195.33,203.08,206.11,211.10,211.87,213.30,221.30,222.54,216.56,226.73,239.84,261.92,262.16,257.52,281.39,203.98,238.82,236.62,199.37,213.09,222.70,313.07,366.35,293.05,283.76,309.97,312.14,277.51,341.21,307.58,317.29,317.39,407.95,367.81,216.43,193.07,187.90,214.99,254.44,241.72,257.55,346.65,320.19,341.30,340.95,388.41,287.14,338.16,339.74,310.60,293.93,209.25,187.70,187.10,247.25,263.05,256.55,245.42,240.20,263.79,250.83,269.76,269.98,252.92,262.08,244.35,246.01,254.11,255.35,238.22,236.91,,239.84,241.92,250.05,265.58,272.15,262.88,280.24,254.58,290.09,279.10,237.64,289.45,344.08,308.41,300.81,302.83,306.16,306.69,305.54,200.37,205.33,192.85
2001-01-01 22:16:33.637000,L7,313.37,337.64,328.24,356.53,292.49,287.99,292.48,279.13,272.28,268.73,282.65,264.65,315.74,323.49,268.41,213.80,262.21,243.38,214.96,235.89,205.06,224.11,184.87,186.03,191.43,201.15,203.90,213.77,209.86,218.46,225.51,227.43,231.35,222.66,223.32,218.64,216.15,216.00,214.76,222.72,219.99,219.73,231.45,179.06,194.22,198.99,208.13,209.73,234.27,239.98,237.86,240.37,232.62,287.90,308.88,288.40,283.61,327.66,294.35,309.49,306.26,294.43,298.54,313.36,313.88,356.40,351.79,382.26,395.06,389.20,396.00,408.58,378.17,402.92,399.54,367.22,397.09,373.33,386.66,389.62,411.45,351.94,413.28,394.49,371.07,411.83,415.29,401.84,406.49,404.07,446.71,317.11,430.58,378.90,310.24,285.32,244.80,292.88,312.34,317.68,327.62,326.38,331.89,343.65,356.93,353.65,395.45,423.26,399.85,397.22,380.47,418.84,451.08,391.53,424.84,366.55,356.79,378.91,366.01,376.04,281.26,291.00,297.88,298.50,286.18,258.57,257.36,264.93,254.56,268.97,273.99,270.09,244.53,267.93,246.16,244.54,257.89,262.12,261.85,266.77,262.90,263.52,286.05,282.64,297.65,303.66,337.74,317.62,404.62,389.75,348.14,284.55,266.77,245.57
2001-01-01 22:16:57.613000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.64,174.01,173.04,176.65,176.23,180.32,174.87,180.71,178.17,185.52,181.87,188.32,189.09,189.33,193.61,197.20,198.91,203.12,201.48,196.99,194.40,190.90,190.76,186.85,188.90,187.87,190.62,192.84,191.39,192.62,197.10,195.36,191.09,192.21,190.77,192.29,231.08,228.21,195.63,171.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.33,172.39,177.25,176.92,182.82,183.59,181.02,,,
2001-01-17 22:17:03.511000,L7,355.50,386.11,403.44,326.80,309.91,335.63,293.85,363.89,373.74,380.96,377.60,343.59,383.51,343.65,352.26,338.12,338.74,273.76,273.39,247.46,234.24,214.16,239.04,283.55,255.96,315.64,296.04,289.14,312.73,306.88,312.79,307.84,312.03,270.22,247.62,228.10,241.18,259.86,274.02,261.06,250.63,285.41,276.84,297.27,338.14,314.41,294.09,268.65,323.46,339.34,326.91,399.78,372.59,343.50,341.67,374.99,385.82,387.21,436.65,419.43,388.71,359.41,321.80,340.96,447.73,445.54,397.57,443.13,370.15,385.83,396.43,423.26,423.12,427.43,454.88,442.67,404.33,424.50,406.41,396.25,402.55,423.68,418.37,378.20,398.69,372.34,401.14,399.03,410.35,446.96,455.16,456.70,448.45,434.97,377.34,459.68,528.66,453.02,487.59,438.58,527.00,534.09,531.44,301.30,320.78,392.77,413.31,360.23,402.59,362.46,377.65,375.60,468.82,393.30,339.06,366.37,236.08,239.57,255.49,255.39,376.87,260.51,261.54,265.23,253.18,254.62,242.18,309.80,447.00,439.37,442.79,441.67,447.57,443.06,433.17,429.39,263.10,267.06,269.48,285.13,293.19,320.10,320.85,329.18,394.47,298.12,313.33,320.75,315.71,350.76,462.17,340.23,323.66,338.68
2001-01-26 22:10:54.748000,L7,350.65,361.16,371.48,356.03,336.42,320.57,288.72,280.57,279.35,283.86,280.54,275.48,279.95,273.26,261.38,256.77,251.01,239.05,224.59,219.62,200.98,201.80,205.32,208.18,206.17,221.59,232.96,257.35,240.03,246.27,270.73,256.91,291.15,252.88,258.81,230.49,230.39,239.34,229.40,240.99,241.80,242.71,258.77,296.24,286.29,335.61,352.58,338.61,339.66,359.45,333.63,313.45,348.40,324.30,377.24,366.54,373.53,363.65,366.70,354.11,411.18,355.14,370.03,399.93,395.25,396.96,375.44,405.07,414.20,410.08,428.06,420.71,441.39,381.93,407.60,459.90,440.91,446.33,470.91,430.13,432.76,458.89,449.54,455.41,539.57,469.08,442.51,443.90,436.35,463.26,460.60,476.93,483.23,434.90,210.59,175.50,208.00,216.85,239.22,263.63,258.60,356.02,407.55,413.98,432.42,417.46,409.09,410.61,458.58,412.31,374.18,399.34,381.58,399.38,402.59,393.60,384.38,386.12,413.45,452.43,404.44,413.53,280.95,283.25,280.21,238.34,264.85,266.04,268.95,272.42,274.04,269.72,276.07,281.99,274.30,278.36,276.51,286.62,292.14,295.68,520.68,406.42,428.29,461.78,385.44,353.54,362.80,378.02,373.64,398.59,419.96,258.91,261.72,267.85
2001-04-07 22:16:13.559000,L7,319.78,347.30,327.31,308.96,289.40,281.12,268.82,261.83,263.10,268.93,246.82,233.76,232.66,222.78,233.69,198.39,189.47,194.76,186.70,185.07,173.79,177.18,180.03,180.90,189.92,194.41,197.01,206.32,208.86,204.37,214.96,238.26,223.86,248.03,228.25,203.40,199.12,207.44,206.45,211.87,217.43,229.07,224.51,233.44,257.31,246.34,279.60,323.66,301.57,340.54,307.77,281.07,304.83,269.29,281.00,282.51,276.76,299.19,290.38,303.08,298.30,325.92,322.48,310.46,326.17,309.07,318.19,329.99,329.76,344.93,356.14,341.84,342.04,336.89,336.93,348.43,342.95,345.45,321.11,360.33,322.94,306.37,300.72,307.77,309.94,303.78,311.16,323.31,318.44,301.88,374.94,352.14,417.86,363.06,294.38,248.81,210.23,194.50,235.78,247.72,180.87,191.89,200.55,196.18,216.28,219.85,227.62,227.52,239.09,251.72,253.45,251.04,264.00,255.86,245.29,242.22,227.24,221.92,222.53,226.68,238.98,230.30,234.20,235.68,240.39,232.26,270.45,269.44,274.46,230.89,225.55,227.46,231.78,227.23,231.95,234.24,222.06,234.78,237.81,282.56,242.75,245.00,349.62,321.00,371.10,361.82,348.30,322.39,276.01,278.21,264.79,227.96,237.53,199.91
2001-04-07 22:16:37.523000,L7,328.87,348.21,332.41,312.77,294.81,287.03,269.95,265.35,273.17,277.57,270.54,235.09,234.59,223.15,240.14,201.18,195.70,201.61,189.28,187.07,179.69,190.12,194.64,183.44,193.09,197.25,203.46,208.37,212.86,206.54,252.63,241.79,274.14,247.76,233.76,216.31,203.23,210.16,209.27,216.81,219.85,242.92,223.48,235.53,260.72,272.33,292.45,324.73,302.26,345.53,311.76,295.30,307.35,272.87,281.32,287.28,279.98,302.37,294.52,317.69,318.50,327.99,325.01,314.34,328.82,340.99,320.79,332.49,337.71,348.52,360.81,343.97,348.48,338.35,339.27,359.23,344.83,347.72,325.40,363.33,325.04,308.30,303.12,311.22,310.56,305.79,312.85,327.26,322.04,307.10,378.66,357.14,421.09,364.84,300.77,250.26,219.05,204.27,238.35,252.17,181.32,192.70,200.81,196.95,216.67,219.40,228.06,228.77,239.34,253.24,253.91,251.16,264.38,256.43,245.30,242.28,228.33,222.09,223.00,227.01,237.20,230.84,234.45,235.98,240.20,231.16,273.07,232.59,276.06,234.98,225.67,227.60,232.10,227.25,232.84,234.25,223.62,234.64,238.03,250.54,242.98,245.19,297.03,322.07,373.24,367.10,354.21,323.01,313.97,275.52,264.72,231.73,241.07,203.34
2001-08-29 22:14:52.879000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.21,191.65,193.14,192.76,164.08,190.17,183.47,187.67,187.48,185.00,175.98,181.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.78,182.73,180.96,191.24,188.23,190.17,,,
2001-08-29 22:15:16.816000,L7,387.43,373.23,451.82,452.41,535.08,536.11,437.55,436.08,377.08,416.83,393.91,356.94,304.99,382.81,335.80,297.61,294.07,288.60,280.52,321.67,327.91,303.63,331.04,301.75,316.30,336.17,332.49,321.56,339.19,312.65,316.87,366.51,348.84,327.39,311.45,345.97,351.15,344.40,276.75,259.37,251.42,246.12,285.10,280.25,294.17,308.33,290.60,291.06,273.99,321.01,319.01,334.43,334.63,294.77,305.78,289.78,297.80,314.79,319.11,327.17,324.37,322.45,324.75,291.90,305.03,312.61,321.16,353.88,327.93,335.02,364.21,351.71,351.48,344.87,330.89,375.18,372.85,318.53,318.69,330.51,314.55,318.78,342.56,319.92,338.96,336.53,397.32,431.16,376.71,345.67,312.80,355.46,491.33,437.65,356.74,346.27,401.24,334.52,226.93,316.74,338.69,280.32,322.37,305.19,324.06,294.03,363.64,355.29,357.45,390.71,399.58,418.41,428.73,415.38,397.85,365.49,295.52,266.65,354.99,322.66,318.71,412.49,330.86,288.96,290.89,273.74,213.95,202.87,203.92,202.53,221.06,214.65,210.85,222.16,231.00,240.67,238.52,246.97,245.71,363.67,378.06,291.26,382.42,398.59,416.70,358.03,357.53,354.61,352.27,339.11,350.66,346.41,304.74,305.34
2001-11-01 22:14:29.905000,L7,257.52,274.00,468.99,435.00,478.65,228.57,230.04,423.42,392.29,201.43,425.79,461.69,466.96,495.79,,449.19,456.22,401.02,368.65,404.93,386.98,372.97,,206.17,211.29,341.79,285.94,377.12,442.66,395.35,371.97,251.11,512.54,234.91,345.80,323.29,295.45,293.38,316.98,308.91,323.92,392.02,450.68,409.22,461.73,390.45,435.01,499.92,514.93,195.02,200.05,203.20,204.89,380.47,393.19,483.90,205.28,506.90,364.47,266.88,441.03,346.89,552.88,227.53,253.34,251.67,245.44,264.39,523.67,426.96,270.48,349.86,507.57,481.48,345.32,397.40,535.87,480.51,469.69,310.96,247.59,497.89,374.91,257.75,248.34,274.70,231.04,339.69,372.48,232.79,230.93,225.32,244.94,204.99,343.89,,,531.59,457.56,169.61,188.53,304.76,208.93,211.84,215.87,199.58,243.24,246.42,235.45,244.35,251.44,250.87,261.97,245.74,239.74,220.56,214.61,213.19,212.52,231.71,214.16,438.14,380.56,277.58,509.83,382.93,211.92,202.59,211.19,210.66,218.18,229.61,222.99,212.17,224.00,232.11,228.98,241.37,241.03,236.22,238.89,246.15,250.52,255.63,260.94,273.93,271.38,278.64,275.71,467.37,395.51,476.63,509.29,471.45
2001-11-01 22:14:53.871000,L7,257.25,274.05,254.23,246.64,245.93,228.63,231.45,231.09,207.55,201.43,195.87,185.63,185.18,170.42,,450.86,455.90,400.23,367.30,406.55,385.06,,,205.70,210.27,221.62,285.68,379.96,443.22,350.02,370.45,248.19,509.32,235.34,299.29,323.20,294.23,293.83,314.78,306.36,324.53,390.72,448.01,409.77,459.90,390.74,467.64,494.56,512.63,193.51,199.34,202.76,202.82,375.72,388.32,484.98,204.36,495.59,415.93,268.81,439.68,353.81,553.72,226.67,246.20,246.06,244.55,262.42,523.04,429.46,272.20,346.36,469.14,481.59,343.27,397.42,535.03,481.97,468.13,305.43,246.58,522.66,375.49,256.50,244.43,272.57,230.72,227.15,224.70,230.45,229.72,223.75,244.20,472.10,341.65,,,534.99,456.53,457.57,185.98,301.52,208.57,210.64,215.21,227.31,204.28,245.61,222.77,243.83,251.03,250.45,262.26,244.94,238.37,220.19,214.67,213.80,212.93,420.42,460.60,380.86,199.57,213.20,211.85,218.26,210.99,201.40,211.13,421.86,501.03,434.47,431.41,507.98,476.13,483.78,473.69,422.60,241.33,236.35,238.60,245.47,250.82,394.27,405.01,395.27,527.65,240.43,233.75,503.19,393.26,495.69,507.93,469.27
2002-01-20 22:15:01.686000,L7,329.89,348.36,339.24,330.70,310.93,319.99,298.20,310.99,296.36,284.59,272.26,287.60,268.13,263.12,279.62,245.74,281.86,221.76,217.89,242.55,238.02,272.36,233.03,215.05,324.95,282.05,228.94,268.18,276.28,269.88,277.91,262.63,286.04,272.03,230.22,267.03,270.27,269.68,294.22,301.95,261.69,254.21,240.80,274.98,247.54,287.67,300.69,322.00,345.26,302.60,345.37,332.48,321.05,329.92,313.15,313.23,304.01,328.16,311.85,300.23,312.51,316.74,326.85,355.41,322.68,312.67,342.94,369.33,373.35,370.16,373.14,343.04,344.59,350.35,337.41,327.50,328.59,334.93,341.19,331.09,340.15,360.77,346.38,362.11,395.54,342.40,337.31,323.61,316.89,343.59,376.16,366.31,413.18,376.43,242.46,237.28,250.15,270.29,264.89,288.83,335.29,338.28,354.83,371.58,382.01,422.11,413.37,455.38,381.55,327.56,321.32,327.95,400.81,353.19,356.15,333.99,298.34,279.95,283.65,339.21,312.76,351.57,324.92,346.73,338.63,312.56,324.63,289.09,340.67,293.30,363.63,358.60,357.11,347.34,351.45,330.37,361.54,328.31,393.88,358.66,366.06,330.15,340.11,333.71,352.87,328.18,330.99,371.14,343.27,373.72,389.02,278.82,309.96,276.52
2002-01-20 22:15:25.657000,L7,327.15,346.92,336.59,325.29,303.51,311.99,295.28,305.15,292.22,282.32,266.04,268.43,265.88,277.30,271.82,229.46,267.14,219.02,210.28,236.53,228.97,263.76,224.65,279.10,322.48,285.57,224.25,260.16,268.09,263.72,269.73,258.86,276.96,269.64,225.04,259.87,256.30,260.62,261.72,282.50,253.14,238.00,230.85,267.76,245.09,258.11,295.57,333.08,321.44,289.17,330.82,318.87,349.56,358.94,305.13,310.45,298.34,325.28,294.25,295.04,306.14,297.51,323.00,348.58,302.97,311.51,335.21,362.34,344.66,364.58,367.29,341.97,339.04,348.09,330.31,327.84,321.77,330.10,334.67,326.96,318.50,357.87,340.06,354.92,392.63,340.92,331.91,313.37,308.71,322.59,334.03,357.33,410.65,374.19,241.39,224.90,237.57,265.05,257.03,280.45,324.49,335.45,348.23,369.81,373.65,417.48,411.98,450.96,374.62,320.20,318.35,324.24,393.81,339.73,349.92,316.81,302.58,278.03,281.42,323.15,309.82,339.13,318.72,313.29,331.89,307.37,297.61,284.23,347.29,289.45,334.46,348.65,350.51,343.75,198.69,212.12,218.54,227.35,232.14,237.19,243.10,248.05,252.18,254.26,257.69,259.94,255.27,256.11,250.74,255.94,251.41,262.18,300.06,273.47
2002-02-05 22:15:01.569000,L7,364.92,356.97,345.99,355.75,350.80,353.55,323.81,346.17,329.61,397.01,344.07,344.33,294.82,326.18,337.66,311.26,313.72,323.22,288.28,288.78,290.95,288.90,313.36,316.96,325.45,294.59,309.60,316.70,190.60,196.20,196.18,200.87,335.31,169.58,192.80,186.14,170.79,176.11,179.08,297.25,194.31,190.57,195.91,200.14,207.91,213.42,219.62,228.55,229.46,223.36,238.93,225.93,242.02,233.36,240.38,241.78,248.48,251.13,246.17,231.14,261.99,234.12,262.86,279.33,306.18,327.77,340.24,347.98,374.63,317.77,356.01,369.46,380.38,362.07,349.06,330.16,338.61,351.64,367.03,356.44,362.11,246.73,296.75,344.23,362.90,356.81,306.50,312.07,388.88,437.50,486.88,480.08,397.20,373.12,312.73,304.17,240.76,232.76,188.94,205.90,219.96,221.57,231.93,244.45,263.60,254.56,276.99,290.17,296.17,295.80,295.75,226.09,287.12,291.74,254.55,193.15,174.59,172.03,178.47,178.52,389.05,182.73,188.40,188.02,184.68,179.29,173.17,173.64,176.21,179.52,172.32,185.08,193.55,199.04,173.98,178.50,182.15,185.55,190.89,195.33,192.47,202.27,207.19,211.56,213.66,218.43,216.01,210.03,221.62,220.13,213.95,343.44,307.88,312.19
2002-02-05 22:15:25.531000,L7,364.03,354.61,346.50,356.97,351.07,354.20,323.78,347.79,331.14,397.08,347.17,343.96,297.15,326.23,336.96,312.66,317.74,327.85,320.43,315.55,325.92,333.32,343.31,342.61,332.72,293.89,310.75,315.09,325.80,314.50,344.84,330.26,336.11,171.68,193.07,186.13,172.89,176.49,183.88,297.14,258.35,228.62,238.58,243.41,268.76,276.43,278.53,282.10,287.82,303.25,273.98,285.79,275.84,264.93,283.75,283.68,284.17,302.94,284.83,282.72,298.42,284.73,335.94,355.63,381.30,381.82,385.82,392.79,414.94,382.46,393.90,400.08,421.78,385.40,399.84,384.59,411.39,380.21,367.37,355.76,360.29,247.01,270.60,344.05,362.17,357.22,359.80,357.24,338.56,436.61,486.96,480.15,468.59,373.01,312.72,303.97,278.34,317.80,311.83,365.91,382.41,322.15,334.06,351.01,355.97,464.17,275.92,289.54,295.81,295.18,294.32,375.28,412.02,425.93,409.81,377.96,382.68,352.89,355.14,344.62,398.42,182.12,188.08,187.22,184.06,179.30,173.73,173.40,176.05,178.20,172.11,183.58,193.40,198.62,203.97,207.35,211.71,216.60,220.34,217.21,224.96,233.42,234.97,240.69,237.96,244.95,238.65,236.40,243.88,247.86,249.21,346.51,308.13,310.67
2002-02-14 22:09:17.160000,L7,,,,,,,292.64,294.85,263.63,284.26,272.96,292.78,279.34,321.79,294.49,247.50,257.71,266.52,255.06,247.57,210.31,221.27,219.57,226.48,238.70,274.08,287.69,245.13,250.42,247.70,247.35,285.90,282.76,277.74,271.87,275.28,233.77,228.05,219.01,230.74,259.00,232.91,263.49,242.49,252.18,261.24,311.90,290.76,312.35,316.89,325.81,282.26,277.43,273.44,274.37,281.37,286.26,284.48,318.41,331.06,320.25,342.39,328.88,365.27,342.84,361.19,323.16,325.78,324.37,348.76,367.43,358.70,374.16,347.92,371.21,366.14,357.99,359.68,363.27,348.13,359.10,317.88,312.99,313.19,333.56,307.35,325.00,311.96,292.30,304.41,307.71,310.44,420.89,384.89,287.11,256.87,212.55,221.45,232.16,239.66,258.41,271.79,313.75,300.21,295.39,306.02,347.80,354.54,397.64,398.98,349.02,327.50,331.30,300.25,310.69,322.33,284.96,295.39,286.57,310.72,295.51,287.49,316.67,306.80,319.63,336.50,346.11,323.16,300.96,305.08,297.77,337.61,319.85,313.59,334.55,295.99,321.52,310.08,336.64,309.94,362.53,342.08,341.92,350.13,337.43,355.54,335.59,332.16,319.61,327.21,331.42,246.16,253.53,271.57
2002-03-09 22:15:05.816000,L7,360.42,343.77,344.04,263.12,258.12,222.15,238.33,222.38,219.18,262.26,240.02,247.78,237.75,229.90,237.48,227.88,206.24,242.49,222.98,213.95,225.54,229.33,222.31,218.74,205.05,218.04,224.46,228.00,215.10,251.29,265.38,256.05,226.78,233.62,258.40,246.21,247.65,250.06,246.39,207.36,201.99,248.82,239.31,313.83,275.82,274.30,287.07,379.27,337.27,322.01,316.16,296.46,353.31,318.74,304.43,256.69,264.56,332.46,323.46,282.31,273.49,307.63,319.80,320.35,334.23,345.02,372.38,382.30,348.99,311.18,319.07,334.70,319.53,322.45,311.75,302.39,303.61,310.99,305.87,341.09,319.04,331.47,333.51,311.77,292.58,287.23,278.19,284.02,282.73,279.41,299.32,271.57,408.92,374.72,218.79,214.63,219.98,231.58,243.39,256.27,236.89,258.57,262.62,276.74,293.98,295.04,248.37,293.89,265.34,347.16,317.04,328.46,328.89,359.86,291.05,282.50,274.33,223.76,250.12,199.72,210.87,202.84,197.20,178.47,207.39,166.40,179.19,192.86,173.79,205.37,264.18,276.61,259.01,237.47,219.42,226.32,224.68,191.74,293.37,237.15,246.94,256.71,293.84,329.60,330.31,344.60,300.75,366.94,346.91,345.20,316.47,231.59,232.35,231.55
2002-03-09 22:15:29.782000,L7,366.39,352.86,372.83,340.44,324.93,328.87,321.08,282.07,315.80,273.25,245.54,268.35,246.92,235.36,249.00,240.60,241.46,247.31,228.32,230.75,237.97,251.06,237.85,229.96,227.96,232.05,234.96,244.43,253.41,301.85,271.76,269.11,244.53,238.59,262.21,257.64,255.00,256.02,251.94,212.05,205.20,243.58,268.69,323.23,308.27,283.85,292.95,386.72,344.85,360.21,332.26,347.20,402.97,334.36,321.44,368.40,269.42,377.47,399.18,377.43,283.52,315.89,325.74,327.36,370.43,399.61,425.35,404.77,365.70,335.66,322.63,297.75,290.00,281.80,320.17,326.54,306.62,317.97,314.29,345.43,326.82,342.02,328.02,330.06,298.23,290.80,285.78,286.93,286.32,282.90,294.72,274.27,411.79,376.19,228.07,221.20,225.46,238.81,264.23,264.92,239.11,261.40,266.35,278.94,299.15,313.61,286.37,297.22,310.08,353.33,322.79,339.94,343.26,365.89,292.68,291.88,284.81,252.25,280.59,284.00,279.00,269.30,258.91,280.90,253.79,245.11,324.53,267.97,293.52,279.26,268.84,288.48,293.42,269.27,274.61,294.86,279.42,275.31,298.42,284.56,298.58,322.03,368.08,339.62,338.83,376.22,347.37,376.01,358.41,347.87,381.81,234.98,248.96,239.54
2002-10-03 22:14:17.207000,L7,303.61,322.65,302.31,284.85,292.35,297.30,282.67,281.24,287.07,254.87,251.81,237.82,258.78,256.99,255.45,264.78,225.66,201.77,223.21,210.69,218.61,213.12,217.42,203.07,215.18,218.25,199.06,215.68,245.16,272.62,261.91,329.76,252.81,241.25,222.62,221.94,230.73,212.37,210.89,216.16,246.50,275.96,218.61,261.53,273.72,305.00,321.81,284.97,302.32,266.59,273.29,314.76,334.74,288.87,307.49,339.22,323.49,301.70,321.95,327.32,322.81,383.62,395.96,339.83,325.24,324.72,348.77,362.23,373.36,386.82,350.79,417.61,359.18,356.48,381.84,358.60,253.34,272.92,263.30,281.09,283.48,272.19,251.25,268.44,275.02,275.69,238.45,227.57,262.10,255.63,256.15,254.70,412.97,372.85,221.23,217.02,238.66,189.78,266.48,185.93,257.14,279.54,275.05,223.56,223.26,369.97,374.01,379.12,367.32,359.13,374.90,336.24,293.65,286.95,279.34,274.97,276.49,291.16,272.86,280.42,255.06,307.84,285.60,313.43,292.49,288.55,216.82,214.77,219.47,219.05,223.30,226.10,230.14,227.80,221.69,232.08,230.11,234.88,234.66,243.44,245.11,254.99,347.11,312.61,349.03,325.15,263.35,270.55,263.37,276.46,276.80,259.34,253.59,222.27
2002-10-28 22:08:10.279000,L7,,,340.70,302.51,242.30,238.61,236.83,207.74,221.91,216.39,,204.42,196.64,241.82,242.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.21,184.89,207.41,216.05,178.14,176.86,198.37,220.99,213.13,218.28,228.22,224.64,237.07,237.38,222.44,231.54,247.81,251.59,262.58,267.92,279.65,265.87,231.42,231.27,223.62,214.84,212.05,209.32,205.92,202.92,200.77,200.07,386.57,341.60,342.95,325.08,307.09,209.79,332.88,322.16,312.12,269.05,352.94,323.85,393.81,291.41,221.55,165.16,,,,269.42,239.85,182.39,175.72,213.82,243.51,245.15,235.64,311.58,308.92,330.31,343.97,,,,,,216.92,206.72,215.07,,,236.49,244.94,245.86,246.24,,,226.00,240.76,247.86,251.89,261.90,266.70,233.97,226.42,262.78,257.82,279.83,232.16,168.57,172.57,178.60,183.18,182.96,179.43,186.97,185.58,190.45,417.40,367.89,350.55,244.31,227.57,
