dates,satname,nzd0501-0000,nzd0501-0001,nzd0501-0002,nzd0501-0003,nzd0501-0004,nzd0501-0005,nzd0501-0006,nzd0501-0007
1999-08-26 22:07:32.686000,L7,413.69,465.09,465.95,444.81,456.99,380.77,356.87,350.67
1999-12-16 22:07:33.708000,L7,267.53,260.51,299.21,218.91,280.76,284.59,271.89,223.73
2000-05-08 22:06:44.900000,L7,401.42,299.83,316.96,306.64,305.74,309.44,337.65,298.40
2000-05-15 22:12:54.183000,L7,254.92,257.31,166.80,,,255.16,217.87,206.44
2000-06-25 22:06:19.852000,L7,360.46,227.22,169.48,302.62,178.85,,,
2000-07-27 22:05:48.258000,L7,398.11,362.08,347.40,305.72,303.52,302.79,295.18,293.03
2000-09-20 22:11:14.930000,L7,358.26,293.75,309.54,303.35,301.49,305.00,310.65,301.31
2001-01-03 22:05:00.181000,L7,413.89,336.92,337.87,333.46,333.33,341.56,399.31,391.24
2001-02-20 22:05:00.525000,L7,378.83,265.32,305.73,301.54,297.43,297.69,286.99,289.59
2001-02-27 22:11:06.137000,L7,447.28,444.24,307.85,307.23,303.62,300.69,283.63,297.31
2001-04-09 22:04:41.882000,L7,410.26,389.73,312.20,311.65,304.66,311.97,336.53,342.08
2001-06-28 22:03:56.771000,L7,381.90,314.76,310.49,317.68,279.16,303.31,308.57,278.57
2001-07-05 22:10:09.496000,L7,314.42,269.97,172.68,289.76,277.40,293.16,261.64,254.92
2001-07-14 22:03:57.537000,L7,403.43,310.26,319.76,313.41,300.16,302.36,305.24,275.01
2001-08-15 22:03:26.328000,L7,248.72,,,,,,,
2001-10-02 22:02:52.358000,L7,309.03,343.51,342.63,341.52,341.68,348.58,349.04,327.13
2001-11-03 22:02:58.699000,L7,372.10,371.02,374.41,357.01,362.16,362.45,374.62,325.60
2002-02-23 22:03:31.354000,L7,365.84,270.66,306.89,302.69,306.23,310.55,313.93,304.40
2002-03-11 22:03:31.366000,L7,390.22,389.36,387.00,389.18,377.17,390.47,381.55,380.48
2002-04-12 22:03:25.302000,L7,388.11,293.08,317.99,315.33,309.82,311.65,385.93,400.17
2002-05-14 22:03:19.418000,L7,415.49,392.92,393.07,417.04,308.93,318.37,360.26,303.50
2002-05-30 22:03:13.672000,L7,374.58,298.39,268.96,219.27,,240.50,218.74,
2002-06-15 22:03:07.576000,L7,377.31,224.68,164.89,,281.95,299.79,255.74,
2002-06-22 22:09:15.051000,L7,,,,302.94,327.77,330.01,274.05,256.31
2002-12-24 22:02:57.022000,L7,353.09,267.75,307.56,302.70,300.64,298.97,260.83,288.39
2003-08-13 21:51:32.649000,L5,325.64,241.84,289.25,295.54,214.90,269.24,254.50,205.90
