dates,satname,nzd0269-0000,nzd0269-0001,nzd0269-0002,nzd0269-0003,nzd0269-0004,nzd0269-0005,nzd0269-0006,nzd0269-0007,nzd0269-0008,nzd0269-0009,nzd0269-0010,nzd0269-0011,nzd0269-0012,nzd0269-0013,nzd0269-0014,nzd0269-0015,nzd0269-0016,nzd0269-0017,nzd0269-0018,nzd0269-0019,nzd0269-0020,nzd0269-0021,nzd0269-0022,nzd0269-0023,nzd0269-0024,nzd0269-0025,nzd0269-0026,nzd0269-0027,nzd0269-0028,nzd0269-0029,nzd0269-0030,nzd0269-0031,nzd0269-0032,nzd0269-0033,nzd0269-0034,nzd0269-0035,nzd0269-0036,nzd0269-0037,nzd0269-0038,nzd0269-0039,nzd0269-0040,nzd0269-0041,nzd0269-0042,nzd0269-0043,nzd0269-0044,nzd0269-0045,nzd0269-0046,nzd0269-0047,nzd0269-0048,nzd0269-0049,nzd0269-0050,nzd0269-0051,nzd0269-0052,nzd0269-0053,nzd0269-0054,nzd0269-0066,nzd0269-0067,nzd0269-0068,nzd0269-0069,nzd0269-0071,nzd0269-0072,nzd0269-0073,nzd0269-0075,nzd0269-0076,nzd0269-0077,nzd0269-0078,nzd0269-0079,nzd0269-0082,nzd0269-0083,nzd0269-0084,nzd0269-0085,nzd0269-0086,nzd0269-0087,nzd0269-0088,nzd0269-0089,nzd0269-0090,nzd0269-0091,nzd0269-0092,nzd0269-0093,nzd0269-0094,nzd0269-0095,nzd0269-0096,nzd0269-0097,nzd0269-0098,nzd0269-0099,nzd0269-0100,nzd0269-0101,nzd0269-0102,nzd0269-0103,nzd0269-0104,nzd0269-0105,nzd0269-0106,nzd0269-0107,nzd0269-0108,nzd0269-0109,nzd0269-0110,nzd0269-0111,nzd0269-0112,nzd0269-0113,nzd0269-0114,nzd0269-0115,nzd0269-0116,nzd0269-0117,nzd0269-0118,nzd0269-0119,nzd0269-0120,nzd0269-0121,nzd0269-0122,nzd0269-0123,nzd0269-0124,nzd0269-0125,nzd0269-0126,nzd0269-0055,nzd0269-0056,nzd0269-0057,nzd0269-0058,nzd0269-0064,nzd0269-0065,nzd0269-0070,nzd0269-0074,nzd0269-0080,nzd0269-0081,nzd0269-0063,nzd0269-0059,nzd0269-0060,nzd0269-0061,nzd0269-0062
2003-03-07 21:55:10.647000,L7,282.47,302.89,313.90,297.42,301.77,308.21,402.65,339.53,,,,,182.26,311.43,330.93,339.03,472.01,472.12,387.65,238.54,251.26,346.96,,207.73,318.61,287.03,280.29,284.34,280.30,286.09,281.95,271.91,275.35,270.69,246.78,237.01,244.39,264.88,251.53,251.10,270.84,272.11,278.47,283.08,273.29,250.17,269.06,272.09,268.91,262.52,277.77,258.23,228.06,244.62,243.77,298.37,309.71,287.72,301.55,328.83,379.84,407.24,343.42,,263.13,295.19,354.14,391.04,174.87,421.82,355.04,394.27,394.57,402.02,400.80,401.41,432.88,416.31,380.22,375.05,373.07,384.58,391.45,360.79,391.48,389.18,389.59,300.47,286.38,281.24,292.45,303.08,315.66,320.59,303.97,277.26,250.72,265.26,279.88,286.83,301.03,309.60,302.52,290.38,287.82,292.23,298.28,532.72,507.97,496.38,481.91,,,,,215.56,380.37,327.57,274.02,394.53,374.99,367.12,321.11,485.71,425.69,425.66,518.32
2003-04-24 21:55:10.390000,L7,445.96,448.96,384.36,441.06,457.63,494.24,485.42,393.69,456.56,436.85,427.82,373.31,437.84,440.87,466.75,384.99,470.66,385.26,490.90,489.60,404.71,510.21,384.16,345.12,498.09,474.64,377.95,486.59,457.15,441.71,453.59,454.27,311.82,374.08,368.47,357.09,358.74,372.76,384.61,376.94,370.23,371.04,380.90,375.65,382.87,384.24,308.87,377.12,375.71,369.83,374.22,379.34,376.31,381.18,395.76,361.99,376.81,367.85,365.54,494.01,468.96,463.49,420.27,418.34,414.81,416.25,418.69,470.32,461.23,469.30,541.42,547.72,496.32,505.67,511.37,539.96,538.19,543.83,547.09,532.40,496.79,478.73,443.63,544.25,494.50,390.80,413.19,454.42,434.85,339.14,331.40,377.19,412.62,390.81,402.79,381.20,470.97,363.15,359.97,316.43,483.73,487.61,472.02,546.00,552.26,472.15,495.16,542.88,520.90,498.76,316.37,345.37,385.06,403.27,416.57,440.02,409.58,392.32,378.39,406.84,419.70,418.85,427.24,466.16,425.52,421.99,414.88
2003-07-21 21:42:57.544000,L5,312.00,338.72,340.94,348.31,347.17,333.13,330.30,324.84,329.93,320.49,321.09,314.49,310.41,250.95,259.89,314.26,312.41,308.57,309.17,319.14,324.55,329.27,324.64,329.01,330.66,302.59,290.83,301.09,300.94,294.46,296.94,294.01,297.60,308.16,268.99,264.58,254.02,281.40,289.26,285.62,292.95,296.68,287.38,274.46,266.09,243.58,267.32,271.36,267.94,265.90,293.78,287.36,275.50,269.89,264.32,309.99,306.84,308.48,302.35,198.84,299.49,289.30,286.38,288.71,285.16,281.32,272.43,272.62,287.09,291.97,273.13,252.41,274.28,296.07,271.08,295.46,280.65,287.67,313.49,301.01,283.84,272.40,326.12,330.60,307.01,294.89,293.97,302.95,303.57,298.28,302.76,318.71,386.34,403.84,428.99,306.63,280.74,276.67,295.77,296.00,307.48,325.58,321.40,316.57,309.42,377.44,319.58,365.43,312.11,311.84,,,226.01,,,,306.21,311.16,295.81,,286.36,273.50,320.67,185.59,277.77,295.06,296.59
2004-03-01 21:45:26.384000,L5,372.49,362.27,352.15,354.59,336.84,352.15,332.11,328.72,331.85,332.09,338.91,337.19,340.32,337.94,329.84,334.17,337.25,315.15,320.09,320.25,326.16,329.80,338.29,352.62,341.44,324.88,315.05,327.29,317.77,304.14,296.41,292.62,299.15,288.45,280.22,290.89,297.65,321.26,318.14,305.44,306.96,307.12,291.10,292.25,285.08,295.23,294.72,298.07,307.50,302.28,305.22,310.70,316.01,315.53,281.57,205.50,188.15,189.61,190.65,302.51,298.21,304.03,299.70,298.70,305.93,301.50,289.07,284.88,293.12,296.07,295.77,310.75,312.63,322.89,306.72,321.04,319.17,307.11,311.13,304.88,300.74,302.21,323.37,337.16,330.68,325.24,323.49,328.98,325.28,316.48,312.50,323.43,335.74,341.55,331.84,318.23,311.33,322.12,318.57,327.39,340.22,343.88,330.00,325.77,317.63,321.49,319.60,318.19,317.52,327.86,314.16,336.71,,,242.68,297.56,238.70,226.88,303.11,293.79,287.91,282.93,239.46,293.82,178.30,207.03,225.17
2004-03-17 21:45:32.199000,L5,320.31,338.28,347.26,325.68,340.51,347.73,335.98,339.31,335.25,337.29,326.85,326.14,321.51,314.28,315.85,316.00,317.20,318.61,323.28,330.05,327.43,340.46,338.05,336.86,349.70,361.44,398.40,341.85,296.41,302.44,302.09,293.69,298.38,290.74,284.33,272.28,262.33,294.50,291.82,292.19,293.59,290.46,291.02,297.50,286.95,290.59,295.02,298.06,286.31,278.85,289.71,291.70,293.80,288.44,267.67,316.52,318.66,318.00,313.71,303.74,298.61,289.48,284.24,289.59,287.56,282.36,275.50,288.05,291.89,299.33,302.69,290.67,290.91,296.50,290.50,304.17,300.60,304.84,312.89,313.08,294.48,272.81,323.45,327.66,307.31,304.98,307.74,310.03,305.61,301.85,322.52,325.96,334.54,338.43,329.07,306.76,277.91,280.79,297.33,317.75,314.29,328.91,327.24,328.26,318.17,320.72,324.16,318.85,319.97,309.89,298.50,306.45,,,,250.11,305.42,319.03,302.44,,296.62,287.25,315.08,283.80,302.52,290.68,225.50
2004-04-02 21:45:42.656000,L5,322.25,346.16,339.07,340.60,327.57,336.65,326.94,330.51,328.38,337.03,334.36,324.64,331.47,314.94,317.43,318.05,315.67,310.29,322.11,316.03,326.81,329.98,330.48,339.39,327.89,307.30,300.54,309.74,292.07,297.26,296.86,288.36,283.85,283.43,277.78,271.07,284.29,295.10,292.96,298.12,294.99,284.94,285.76,289.07,280.36,275.72,278.62,293.60,296.07,300.38,302.01,294.42,306.56,282.60,264.99,311.28,305.84,306.26,294.95,299.39,294.54,301.28,295.10,283.77,284.38,279.71,273.56,278.88,289.08,291.23,285.12,295.61,295.45,300.70,301.95,298.61,292.63,297.13,298.52,299.94,284.87,280.19,323.40,323.37,309.49,313.58,306.84,318.20,302.00,295.12,306.29,318.11,330.66,333.54,327.97,306.21,281.68,286.59,315.73,305.42,319.03,321.84,322.09,324.11,314.34,314.20,315.07,316.24,315.47,322.75,309.77,317.32,,,,241.02,256.97,312.31,296.61,,276.80,268.75,317.15,278.08,184.11,290.64,229.94
2004-04-18 21:46:13.246000,L5,358.42,353.13,350.83,358.10,351.56,341.71,335.24,348.75,374.46,341.54,344.56,325.24,335.60,345.26,328.37,327.54,354.80,328.42,337.98,321.86,332.65,336.42,337.18,353.29,348.13,316.79,313.70,329.40,305.71,309.20,298.16,295.12,326.57,321.43,286.16,274.71,285.41,309.52,329.79,305.45,309.71,298.73,303.53,299.73,290.93,280.14,322.69,294.04,321.59,332.73,313.27,312.73,310.84,304.75,270.54,324.81,320.65,323.56,321.20,316.43,312.16,299.03,293.98,295.21,316.46,304.55,299.68,303.13,300.93,302.13,305.14,296.34,307.68,333.83,304.98,308.39,318.17,312.26,310.11,311.86,319.88,307.10,330.90,333.17,313.70,322.65,307.08,323.24,336.04,315.58,323.65,345.24,340.25,347.15,356.21,313.22,307.94,298.96,334.12,358.85,328.76,350.58,356.79,341.41,345.46,337.25,328.91,330.22,317.63,330.75,311.69,321.58,251.32,,,297.53,315.39,327.01,326.25,308.00,294.36,294.72,336.64,287.18,308.32,295.71,305.50
2004-05-20 21:47:08.268000,L5,,,,,222.90,279.89,280.56,254.65,241.35,262.58,264.40,200.42,199.33,219.38,232.58,248.38,176.46,259.93,,,,208.27,230.29,238.58,269.72,242.96,,,,,251.85,252.71,245.67,259.05,,,,,,,179.39,209.26,188.94,195.96,211.96,183.41,240.08,232.62,243.81,242.91,242.11,,,,,,,,,,,,,,,,,,,,193.13,225.18,243.16,242.41,226.17,231.67,223.12,224.22,218.61,232.57,237.09,,277.27,278.01,272.94,263.80,262.51,277.07,256.62,262.46,269.60,169.76,283.62,290.88,289.44,251.94,223.22,,,,,,,,,,256.52,265.82,272.84,209.37,,,,,,,,,,,,,,,,,
2004-06-21 21:48:04.551000,L5,,,,,,,,,,,,,,,,,,,,,,195.65,234.27,288.24,281.70,261.00,246.70,271.13,254.21,262.67,262.71,260.56,250.43,238.98,176.84,,,,,,,,,,,,,,,,,,,,,,,,,263.83,260.31,261.94,,,258.39,258.44,236.30,,245.90,257.20,241.24,250.55,262.50,273.46,263.98,263.21,261.36,268.42,276.55,273.20,261.57,231.35,297.01,301.89,292.80,279.20,286.80,294.36,284.32,279.74,293.50,294.90,313.28,317.88,307.65,285.50,257.91,258.75,263.50,274.06,278.39,296.05,301.93,285.20,282.05,293.96,288.07,297.38,292.56,281.46,,,,,,,,,,,258.31,,,,,,
2004-07-07 21:48:33.010000,L5,300.44,331.08,339.72,331.08,337.23,327.54,317.38,319.27,316.18,311.30,311.52,304.38,322.93,252.98,267.23,308.92,304.94,314.29,304.26,310.62,320.68,314.60,329.07,327.38,315.94,286.44,282.31,298.46,284.56,293.91,294.34,284.40,292.72,286.69,252.09,255.50,244.99,284.08,281.06,280.97,291.01,291.83,293.76,240.63,262.98,247.16,264.49,256.30,272.99,266.94,288.59,281.09,277.07,275.94,262.60,310.37,307.52,293.64,296.12,294.75,290.88,287.34,283.27,279.13,277.55,276.50,273.56,268.19,278.38,283.59,264.01,259.87,279.48,298.86,266.96,296.30,277.60,294.77,293.30,292.64,277.90,255.12,314.08,326.09,308.28,292.19,294.55,309.36,297.83,291.68,305.03,313.57,331.37,351.86,325.68,297.18,275.38,271.01,284.70,295.42,306.93,314.63,316.92,306.88,300.77,314.90,308.30,321.95,309.24,306.12,,,222.03,,,,297.46,313.02,295.63,,283.04,188.14,311.67,269.48,181.12,277.98,293.94
2004-07-23 21:48:56.995000,L5,310.90,341.94,328.95,341.36,334.61,328.90,327.28,324.84,328.42,327.65,319.49,317.54,316.85,243.83,268.41,314.25,307.41,314.62,304.64,315.44,325.52,334.39,335.76,326.21,323.09,294.15,287.25,298.48,300.65,300.92,302.55,293.74,296.75,289.05,271.32,268.05,257.62,285.84,283.36,286.96,288.43,295.93,291.65,250.13,264.45,252.98,265.43,263.07,272.33,267.13,293.10,292.89,285.60,281.67,260.01,311.03,309.54,306.76,305.52,302.77,298.29,295.71,293.56,283.59,282.13,281.19,273.76,275.03,291.80,290.33,281.86,269.54,282.39,295.15,268.20,292.95,294.54,276.37,308.39,303.99,276.13,266.24,328.24,329.66,315.20,294.59,305.72,320.66,307.38,301.02,305.62,326.43,357.48,399.85,332.82,306.10,277.62,278.42,302.04,301.96,305.03,321.34,323.77,410.31,350.40,359.35,415.18,369.67,315.63,315.46,,,237.03,,,,306.93,313.66,298.96,,284.72,260.02,306.19,271.19,282.81,285.37,295.66
2004-08-08 21:49:14.576000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.25,192.30,231.49,232.14,213.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-25 21:50:31.000000,L5,328.46,349.69,345.99,335.63,337.12,325.90,328.01,325.13,331.58,337.40,329.80,331.72,323.69,315.11,312.41,324.51,324.90,315.36,315.85,316.74,325.69,321.78,329.07,326.16,331.83,310.13,302.56,304.54,296.75,308.00,297.67,291.09,288.22,291.63,262.54,262.42,269.70,303.63,293.38,293.32,297.44,297.02,296.33,293.23,280.13,291.96,291.77,286.54,296.98,304.64,301.50,300.99,294.73,294.67,279.35,320.35,310.68,307.95,295.58,292.65,291.32,290.48,290.60,286.21,292.62,285.07,278.96,279.68,294.47,291.33,294.63,298.40,302.90,306.81,298.12,315.55,307.20,308.60,304.50,305.47,288.26,292.86,326.94,322.24,321.63,311.94,311.37,325.24,313.16,311.13,315.42,325.89,331.25,336.30,323.35,297.93,275.70,304.11,306.61,315.56,316.05,325.34,332.81,322.02,316.81,316.44,317.53,312.07,304.18,308.36,306.21,311.32,,,,233.15,305.55,319.31,297.24,,287.05,272.73,325.52,276.24,283.13,298.59,310.69
2005-01-31 21:52:45.327000,L5,407.20,402.49,377.24,374.48,362.61,346.59,349.66,354.57,382.55,367.62,380.79,380.15,366.77,366.65,368.61,348.36,362.74,348.73,389.82,377.87,381.11,377.72,354.12,367.82,389.20,373.67,348.92,397.78,378.81,344.79,360.16,341.23,348.35,351.76,340.43,347.88,358.03,342.05,362.07,367.53,362.69,335.94,349.21,351.38,329.61,354.71,339.17,321.61,319.84,318.53,329.91,329.90,347.65,325.67,325.75,349.50,361.47,367.21,372.40,327.52,328.80,347.54,334.89,302.38,317.03,309.73,305.85,329.74,341.51,320.64,316.61,325.09,331.43,333.47,346.49,363.40,350.89,368.56,374.33,347.49,378.84,347.31,345.56,361.64,343.37,349.18,352.22,342.55,328.81,337.28,338.20,364.79,389.59,395.93,397.27,313.57,312.12,317.40,320.87,333.26,344.92,349.17,359.09,351.43,349.75,371.83,377.36,335.34,334.10,327.35,330.45,338.25,243.19,328.47,259.99,294.93,379.01,362.38,322.36,347.65,334.59,326.43,352.30,351.53,348.77,349.85,361.23
2005-03-04 21:53:16.048000,L5,333.29,350.28,351.75,349.51,341.44,338.98,338.95,330.45,332.97,339.96,330.72,333.49,338.12,329.14,332.05,336.68,331.51,339.47,329.80,321.16,327.62,329.77,331.70,394.63,332.08,310.59,304.69,319.48,314.90,306.82,312.68,324.96,305.37,298.10,277.30,260.18,266.40,295.59,306.53,309.31,315.72,318.60,309.79,353.90,368.53,382.00,403.88,390.83,332.34,304.65,298.79,303.11,300.10,294.99,293.95,317.76,318.19,312.70,309.54,297.74,298.31,303.01,289.06,288.57,293.76,296.86,288.77,284.58,295.32,298.38,298.31,296.96,304.25,310.18,300.42,322.22,324.96,317.69,320.52,320.97,290.58,289.88,332.00,331.62,317.73,320.92,322.75,336.89,326.98,316.69,338.53,339.25,342.95,360.14,378.75,301.59,279.21,278.82,309.59,314.49,328.84,337.23,336.58,338.17,329.59,325.54,353.46,328.00,313.00,322.26,305.78,322.48,222.40,,,220.19,313.59,316.62,309.35,,288.51,296.75,315.77,275.41,288.70,293.00,309.97
2005-04-21 21:53:34.581000,L5,327.80,334.13,341.97,339.75,336.23,335.22,324.21,318.57,324.29,327.27,320.63,328.10,317.98,309.56,312.39,318.61,316.68,314.35,319.31,317.47,326.44,328.73,330.41,333.72,327.70,308.74,300.86,305.42,292.49,299.00,299.56,292.99,292.98,294.97,270.95,259.03,260.99,293.14,288.66,292.70,295.89,294.73,295.59,291.63,270.52,294.22,286.05,295.15,287.59,286.30,289.00,292.22,290.08,287.60,267.69,310.37,307.38,305.01,297.00,284.56,283.15,283.93,219.13,284.51,278.61,275.24,276.55,269.97,281.86,279.71,288.59,286.94,296.79,304.69,303.45,311.52,311.22,311.68,310.95,306.76,294.22,314.44,315.78,314.14,315.38,310.93,311.06,319.67,311.91,315.68,318.03,329.67,332.03,337.18,326.49,307.06,281.81,291.36,300.98,314.05,326.44,343.68,341.56,359.41,322.23,316.85,314.73,312.12,305.43,302.84,309.50,300.32,,,,,299.47,306.72,291.35,,279.35,263.60,315.66,261.79,270.34,278.56,223.42
2005-06-08 21:53:56.837000,L5,310.11,324.61,323.51,337.25,324.15,327.07,323.19,316.24,320.93,328.12,316.22,323.68,314.17,250.04,283.05,301.16,305.93,301.05,316.48,315.19,321.14,320.37,328.19,325.09,322.78,294.27,280.43,295.05,286.04,283.16,290.40,287.28,286.50,289.05,264.76,260.73,254.08,282.65,282.98,277.70,283.35,280.89,275.98,244.65,266.52,248.24,270.36,259.30,280.13,271.36,290.64,286.06,271.40,274.06,259.89,306.32,301.18,294.93,293.71,288.48,287.71,295.34,286.26,272.56,277.19,269.40,276.76,268.64,291.66,285.01,279.45,261.59,281.02,300.15,273.95,301.20,285.01,278.97,293.34,284.69,282.03,253.56,315.19,318.23,302.73,295.83,296.41,301.00,290.34,293.65,292.85,309.47,320.55,336.19,315.96,298.43,270.26,277.74,302.18,293.69,302.43,313.65,310.83,308.01,292.68,309.78,306.52,310.22,305.39,300.31,282.32,,220.10,,,,293.30,304.06,297.05,,274.99,260.75,301.05,267.98,277.44,285.34,294.26
2005-08-27 21:54:31.776000,L5,,,,306.03,319.67,275.04,283.07,257.10,198.60,290.92,304.98,317.11,307.56,291.05,295.67,297.71,216.04,213.82,201.98,242.71,,,,,,,191.07,178.37,274.53,271.87,208.96,258.25,276.01,276.47,254.82,204.15,,259.76,280.91,281.01,283.22,294.24,198.09,,178.59,254.55,252.76,286.04,,,,,,,,,283.88,295.43,300.43,294.12,299.35,282.13,,,,,,,,240.66,275.29,292.68,291.67,294.39,281.08,293.20,292.06,297.16,298.33,306.19,288.00,248.33,330.02,321.48,301.94,296.98,292.65,306.25,290.22,288.96,310.10,324.10,332.03,337.46,322.08,296.44,264.38,263.44,284.67,276.00,299.56,313.16,319.80,320.27,313.55,313.48,317.12,313.95,309.52,305.86,287.40,268.16,,,,,,,302.48,,,,,,251.27,256.03,
2005-09-28 21:54:32.218000,L5,321.30,338.49,336.61,331.22,329.00,322.57,325.12,330.95,333.76,343.69,331.04,337.53,324.69,314.46,311.29,321.87,316.13,323.73,340.30,326.26,327.56,330.33,331.39,336.49,327.36,303.74,296.32,302.21,289.94,299.75,301.16,296.43,301.16,296.22,273.37,258.54,266.24,287.38,288.89,288.26,292.62,296.44,294.04,297.81,284.44,295.60,295.86,294.11,300.80,303.38,294.16,294.64,289.68,285.70,274.27,314.11,200.02,307.29,303.55,300.63,297.45,295.87,280.34,275.65,287.85,281.52,274.19,279.95,291.63,295.60,298.67,304.90,300.99,309.20,297.97,316.09,310.25,308.47,310.19,309.00,291.38,271.94,331.88,339.97,319.98,315.75,315.50,319.56,308.50,308.21,321.55,328.67,335.86,341.51,331.96,299.02,278.41,275.80,303.56,311.44,318.92,323.54,329.59,326.28,321.21,320.65,324.25,320.34,314.25,316.60,303.71,312.97,,,,,301.20,316.98,304.48,,286.37,285.52,310.68,275.55,286.21,293.46,302.33
2005-10-30 21:54:27.218000,L5,367.94,367.96,345.77,341.80,336.74,334.69,328.40,342.33,352.67,365.93,356.71,354.76,371.29,355.28,316.22,335.41,322.16,315.40,327.04,327.73,353.68,350.41,352.02,362.60,354.44,357.83,307.36,304.36,293.99,307.26,303.19,304.18,311.32,320.46,307.49,325.86,292.84,306.28,317.17,318.28,287.12,287.98,287.30,290.00,286.18,320.57,328.95,327.92,504.56,,,,,,,323.17,312.29,309.75,308.46,327.87,331.57,319.52,318.84,309.05,291.42,295.75,291.12,298.02,318.95,330.04,324.65,342.04,339.10,365.31,378.51,368.62,386.30,355.52,370.79,378.70,386.62,414.98,396.53,350.75,339.26,335.24,341.95,326.95,320.59,334.15,322.67,337.46,334.71,370.43,359.55,337.76,352.43,362.26,460.33,539.26,373.28,332.20,351.63,337.47,327.85,327.66,344.07,336.32,338.70,338.84,325.66,341.30,254.46,434.51,234.38,272.26,356.53,320.37,332.30,306.92,285.27,289.58,357.96,304.79,324.37,344.19,349.32
2006-02-03 21:56:42.865000,L5,340.16,349.12,342.88,342.02,339.57,351.16,372.18,373.56,375.71,370.97,364.04,342.25,337.39,314.78,335.64,335.65,331.94,334.62,348.07,360.52,354.63,356.21,360.07,356.62,333.15,319.47,305.66,326.77,314.97,316.13,307.00,332.44,352.18,361.71,345.64,292.77,281.68,291.76,300.15,313.03,295.12,304.26,318.13,359.63,316.54,346.15,325.04,338.84,354.13,323.85,302.74,301.70,308.67,295.66,298.75,324.72,326.44,326.94,353.72,322.19,321.95,317.06,347.20,301.19,333.92,300.83,314.70,328.70,330.15,333.01,348.11,318.33,309.58,316.57,305.62,321.12,328.33,324.12,333.33,334.20,315.28,344.66,348.43,358.15,323.13,324.05,324.45,332.58,327.45,322.77,337.46,378.87,398.70,402.23,418.06,318.41,299.60,311.79,314.77,319.48,335.15,340.71,349.27,363.81,345.89,350.42,398.07,357.48,326.74,326.14,308.68,331.70,235.12,246.02,235.81,265.26,345.75,345.49,379.00,335.87,297.83,310.93,340.12,287.88,320.50,313.31,331.46
2006-06-27 21:59:12.342000,L5,294.28,315.71,319.46,321.41,321.79,310.00,314.78,319.60,318.73,324.48,318.55,310.82,319.07,251.12,255.57,303.60,302.72,311.51,308.68,312.62,319.85,315.85,323.16,325.70,310.37,281.76,279.90,292.92,284.84,293.15,289.37,289.38,282.83,282.26,247.18,255.56,246.25,277.57,280.87,278.22,286.10,287.43,285.78,240.77,265.07,255.88,264.67,258.09,272.19,268.11,283.90,272.99,279.22,265.56,258.21,308.73,304.93,302.40,292.16,291.14,287.93,282.26,267.56,201.04,275.24,276.68,272.43,259.75,281.60,286.91,269.12,257.82,271.94,286.36,271.59,288.06,273.01,286.72,296.93,296.31,281.80,260.77,310.46,318.26,303.69,292.93,288.55,302.93,296.15,295.93,300.50,311.70,327.66,334.97,317.24,293.49,275.95,265.29,292.72,300.65,298.04,323.83,311.84,314.50,298.02,310.82,309.03,310.82,303.05,304.42,282.00,,213.28,,,,292.77,311.21,289.97,,272.82,253.99,305.03,265.91,268.51,279.63,293.42
2006-11-02 22:00:44.654000,L5,333.23,342.65,346.07,337.40,334.61,335.96,336.37,331.06,335.71,335.93,336.98,335.18,340.33,326.29,333.73,337.99,315.97,322.34,317.64,320.40,330.84,330.80,338.97,349.15,334.12,321.13,320.38,320.28,302.26,299.88,301.75,300.26,297.49,299.61,288.36,282.84,280.06,307.64,296.06,309.14,300.09,298.84,299.94,298.48,298.66,308.00,307.12,312.14,317.29,319.41,311.79,313.46,306.51,299.48,280.47,318.75,320.35,315.83,203.46,299.41,302.81,312.78,298.75,299.56,301.54,301.39,287.43,287.01,303.56,305.50,319.25,320.62,339.27,353.99,362.19,352.47,340.64,317.83,320.31,312.36,334.29,353.52,363.56,365.96,341.43,359.94,330.16,338.39,330.91,320.09,330.51,333.89,340.13,348.06,360.61,346.69,329.82,329.68,358.56,368.24,358.40,339.85,341.83,360.85,363.14,362.14,344.60,336.88,338.91,349.93,356.43,363.85,210.58,,,,324.95,336.13,314.53,,301.30,288.97,327.40,285.63,305.73,311.54,327.29
2008-02-25 21:56:48.941000,L5,314.98,324.55,327.43,322.79,325.25,316.39,320.93,319.81,321.86,323.49,319.16,324.75,332.42,309.60,318.18,321.86,314.00,319.36,319.36,316.70,316.81,324.08,320.66,320.87,319.42,307.44,289.66,294.40,285.38,294.85,291.03,288.24,287.01,290.56,270.56,258.97,256.27,287.15,288.97,290.66,289.36,291.92,291.45,296.13,284.45,287.45,290.49,296.28,296.69,295.20,291.97,291.91,288.20,285.66,272.90,314.36,310.59,305.45,306.95,288.54,288.67,284.82,276.99,276.09,278.53,285.30,278.24,277.65,291.63,291.83,284.94,286.39,292.93,302.35,289.72,302.62,303.25,300.93,294.50,295.02,283.54,269.36,317.08,315.13,309.05,303.41,300.66,309.35,302.55,290.92,305.92,301.06,317.93,317.15,296.83,280.59,257.94,270.64,279.45,299.22,296.14,341.04,314.19,304.81,301.75,,,,,,,,,,,,304.08,306.84,295.24,,279.45,268.05,307.83,263.91,190.73,283.06,289.09
2009-11-26 21:56:52.561000,L5,328.11,340.07,345.37,338.90,340.79,338.42,331.59,333.58,328.29,324.34,324.62,323.69,338.73,328.93,324.40,332.35,325.33,324.13,324.25,312.83,323.20,323.27,321.67,330.47,326.70,325.69,314.86,322.20,316.17,319.23,308.60,297.38,298.86,297.54,283.85,264.33,282.00,308.16,310.76,310.99,313.26,304.89,309.98,308.47,297.79,308.65,312.53,314.53,307.26,315.32,311.56,316.64,306.07,303.90,292.42,328.29,322.36,320.74,312.39,303.32,301.94,300.59,290.92,294.13,300.64,293.32,293.22,288.53,298.66,310.54,307.65,313.70,314.58,331.85,328.19,329.72,333.88,332.61,342.65,312.93,317.20,324.52,338.60,342.58,334.74,335.05,338.45,340.75,329.07,331.15,338.87,342.32,350.39,364.97,383.82,301.56,285.93,298.51,311.07,328.27,338.74,342.00,350.18,352.36,335.93,354.96,368.57,353.10,323.51,324.19,322.75,330.74,239.05,,,249.05,235.69,220.34,314.47,239.27,300.21,285.67,226.74,274.50,173.22,178.87,205.37
2010-01-13 21:57:13.219000,L5,355.88,366.91,356.74,376.19,386.13,383.07,345.17,363.65,375.69,376.22,358.99,358.71,347.45,353.31,347.42,333.67,329.54,351.43,335.91,329.00,329.29,336.22,349.76,341.57,344.74,361.77,342.47,374.25,341.27,331.93,318.17,310.23,305.12,314.32,335.35,335.09,324.71,353.14,320.87,315.64,311.70,302.04,303.72,312.10,299.99,320.70,328.23,329.84,325.99,346.55,350.52,354.04,311.67,311.86,323.77,191.85,366.14,357.79,338.96,317.80,325.72,342.07,334.89,307.66,315.28,297.68,303.87,302.48,314.77,340.22,340.64,334.56,349.54,350.52,408.41,328.11,318.60,373.88,359.02,368.54,350.31,357.66,379.57,384.93,389.62,394.93,380.24,369.30,330.34,384.94,374.58,339.82,348.61,348.10,351.12,323.04,326.35,327.91,358.07,350.80,379.59,448.41,408.33,458.98,351.09,354.15,338.72,343.02,356.65,335.97,336.93,339.99,236.19,258.98,285.55,315.63,238.13,212.83,314.78,332.49,302.37,318.12,231.57,329.42,169.58,184.28,214.55
