dates,satname,nzd0122-0000,nzd0122-0001,nzd0122-0002,nzd0122-0003,nzd0122-0004,nzd0122-0005,nzd0122-0006,nzd0122-0007,nzd0122-0008,nzd0122-0009,nzd0122-0010,nzd0122-0011,nzd0122-0012,nzd0122-0013,nzd0122-0014,nzd0122-0015,nzd0122-0016,nzd0122-0017,nzd0122-0018,nzd0122-0019,nzd0122-0020,nzd0122-0021,nzd0122-0022
1999-10-22 21:58:28.758000,L7,405.48,385.25,388.23,391.13,400.07,393.88,384.66,384.44,430.83,454.75,398.75,400.45,388.27,449.17,404.14,412.62,401.93,386.66,390.71,407.92,416.12,411.20,406.64
1999-12-09 21:58:33.708000,L7,368.47,350.17,326.10,355.70,370.80,367.95,358.94,349.97,351.22,366.34,355.92,351.13,354.25,350.52,354.66,367.40,354.29,339.97,342.07,349.84,358.51,345.81,334.15
2000-03-14 21:58:11.336000,L7,376.36,359.60,364.88,373.51,386.14,383.41,370.56,343.79,363.78,366.54,371.44,280.01,293.15,295.49,303.72,307.45,305.13,304.23,304.19,318.65,319.41,313.82,331.93
2000-03-30 21:58:09.573000,L7,,,,,217.42,217.75,188.10,267.24,271.95,277.30,,191.34,285.67,270.85,287.49,263.28,246.60,237.02,250.26,259.74,283.61,268.60,192.10
2000-04-15 21:57:55.957000,L7,374.80,360.19,361.79,375.88,381.68,372.13,366.42,336.81,359.01,368.52,366.97,274.75,288.41,299.16,307.26,316.61,,,,,,,
2000-09-06 21:56:22.949000,L7,405.57,363.65,356.04,367.27,378.78,385.56,380.29,377.09,362.32,404.99,344.54,331.32,294.43,346.40,350.95,517.00,490.23,477.97,493.46,321.71,362.38,400.63,424.20
2000-09-22 21:56:05.544000,L7,,,,,,,,,,264.73,267.24,269.10,276.88,242.39,290.21,293.26,308.80,,236.63,299.60,311.38,283.18,186.05
2000-12-11 21:56:00.959000,L7,196.81,248.75,234.40,211.17,205.77,385.95,359.69,360.03,342.88,351.20,356.55,356.80,301.10,311.72,327.59,350.18,335.99,340.26,343.53,349.23,352.36,337.47,337.46
2000-12-27 21:56:05.061000,L7,372.91,340.01,535.48,516.59,513.47,507.84,233.99,284.49,288.18,344.17,281.45,300.45,309.36,332.42,340.54,341.04,332.34,328.57,328.79,334.55,341.83,334.92,304.44
2001-01-12 21:56:06.772000,L7,181.34,238.68,216.34,200.05,191.77,,,,,286.31,273.11,288.83,294.66,329.11,325.60,335.70,324.83,319.01,307.23,201.73,327.31,328.67,
