dates,satname,nzd0270-0000,nzd0270-0001,nzd0270-0002,nzd0270-0003,nzd0270-0004,nzd0270-0005,nzd0270-0006,nzd0270-0007,nzd0270-0008,nzd0270-0009,nzd0270-0010,nzd0270-0011,nzd0270-0012,nzd0270-0013,nzd0270-0014,nzd0270-0015,nzd0270-0016,nzd0270-0017,nzd0270-0018,nzd0270-0019,nzd0270-0020,nzd0270-0021,nzd0270-0022,nzd0270-0023,nzd0270-0024,nzd0270-0025,nzd0270-0026,nzd0270-0027,nzd0270-0028,nzd0270-0029,nzd0270-0030,nzd0270-0031,nzd0270-0032,nzd0270-0033,nzd0270-0034,nzd0270-0035,nzd0270-0036,nzd0270-0037,nzd0270-0038,nzd0270-0039,nzd0270-0040,nzd0270-0041,nzd0270-0042,nzd0270-0043,nzd0270-0044,nzd0270-0045,nzd0270-0046,nzd0270-0047,nzd0270-0048,nzd0270-0049,nzd0270-0050,nzd0270-0051,nzd0270-0052,nzd0270-0053
2000-12-13 21:44:28.287000,L7,,,,,525.38,349.32,465.49,,375.00,295.14,,,,,,,,429.20,412.66,447.00,420.23,493.44,365.79,442.97,366.07,353.91,349.43,310.63,394.99,446.82,315.00,414.63,425.74,431.03,500.20,365.52,510.12,522.57,,441.76,471.60,394.57,437.26,428.72,471.53,371.62,512.65,500.25,376.36,521.45,534.93,,,
2001-01-14 21:44:33.150000,L7,286.53,281.05,276.88,266.67,247.67,279.22,244.11,219.20,454.04,,243.26,232.41,253.00,469.23,216.25,254.27,245.08,292.50,272.89,258.86,293.13,293.47,250.52,251.70,239.19,219.31,214.17,181.56,471.83,476.32,221.25,271.61,228.17,,241.25,281.73,255.14,268.96,269.40,257.98,283.73,207.89,308.09,264.26,209.20,248.28,278.57,270.50,299.75,249.91,356.29,257.78,312.52,257.91
2001-04-04 21:44:06.948000,L7,301.77,295.54,347.43,311.70,307.57,301.04,300.76,295.02,310.09,314.61,298.48,301.09,293.21,284.53,296.20,292.85,302.68,317.65,337.80,338.29,385.05,374.71,340.08,510.25,515.36,529.11,525.51,508.90,520.97,262.89,250.10,288.02,300.92,313.99,311.19,322.18,332.31,333.33,340.18,326.30,332.20,382.93,348.33,373.78,372.86,365.36,363.61,502.61,486.44,495.18,508.55,504.28,505.94,424.93
2001-04-20 21:44:10.657000,L7,292.76,291.89,298.25,314.68,309.70,304.57,303.52,296.94,310.53,320.56,298.32,301.06,294.10,285.74,291.89,379.91,436.88,382.15,338.37,342.18,350.14,348.66,347.97,336.78,321.60,339.02,319.52,311.69,304.59,265.73,271.64,287.70,296.69,316.13,316.01,320.75,332.18,338.87,339.57,289.55,336.56,328.64,320.20,312.06,349.61,360.09,363.88,308.47,312.99,335.87,373.20,419.34,418.44,430.61
2001-05-22 21:43:54.652000,L7,,282.77,308.64,306.17,307.30,299.45,307.43,310.52,320.99,325.92,314.65,309.25,298.84,301.94,300.86,301.32,317.50,434.19,477.74,464.50,348.95,351.13,346.10,334.16,337.63,338.70,322.08,321.15,303.68,276.18,296.12,307.88,332.58,338.97,332.92,343.73,346.34,353.70,355.06,370.92,348.22,368.97,355.25,370.69,342.91,341.60,348.26,348.39,313.58,337.38,344.63,315.47,362.21,373.96
2001-07-25 21:43:18.753000,L7,,233.78,293.93,264.76,204.45,,,260.60,288.08,304.64,303.45,219.54,294.43,288.59,289.30,187.47,189.66,235.70,189.75,285.43,223.69,268.91,314.20,319.65,319.31,318.59,,,211.11,277.34,288.63,299.67,244.92,321.46,254.50,332.21,339.40,312.26,302.51,360.02,363.66,349.40,316.63,204.92,341.56,320.29,,,,236.67,352.37,355.17,187.36,271.47
2001-08-10 21:43:00.495000,L7,,279.55,302.67,302.08,305.60,300.15,301.63,304.54,309.70,317.95,305.12,310.01,301.41,296.62,296.34,297.39,306.98,318.82,440.97,453.35,440.28,442.14,343.93,335.72,321.29,333.65,317.94,291.39,290.77,261.59,294.19,297.13,292.83,332.44,320.15,348.09,336.85,349.73,348.29,365.30,370.69,397.19,360.24,373.86,350.09,307.30,362.51,362.73,376.20,315.54,356.42,372.98,372.90,377.31
2001-09-11 21:42:38.257000,L7,439.03,485.19,463.56,313.30,309.74,308.70,309.30,305.71,316.49,318.45,303.94,306.93,308.52,288.92,291.58,295.31,299.02,316.92,330.28,334.97,345.93,365.40,343.88,343.92,324.46,335.83,321.27,305.91,289.94,261.02,268.87,299.16,319.08,298.28,315.50,323.87,331.83,342.54,335.60,335.61,372.40,347.53,360.08,365.49,360.02,352.08,358.67,365.47,374.79,337.11,362.72,374.80,374.36,391.14
2001-09-27 21:42:29.269000,L7,305.32,293.19,289.16,276.26,299.23,292.96,287.22,288.84,295.30,307.37,245.83,238.49,289.38,221.50,279.78,411.98,486.14,496.48,503.28,476.76,494.14,432.28,475.79,458.25,437.95,449.65,449.54,256.16,250.55,385.74,402.33,409.49,409.76,397.89,409.55,438.05,432.85,512.56,520.51,515.76,504.67,308.67,308.21,423.70,432.94,415.50,413.52,418.05,419.19,420.43,419.20,428.44,424.41,403.77
2001-10-13 21:42:15.922000,L7,340.28,324.27,352.39,351.95,371.03,403.47,509.31,503.86,483.42,377.53,372.93,370.26,383.88,400.46,381.92,401.57,381.41,397.24,408.73,404.25,392.86,391.42,405.53,389.22,411.45,396.06,399.72,379.67,374.39,390.34,452.41,430.73,392.00,456.20,393.52,426.64,400.29,417.67,454.18,409.10,402.85,399.88,399.94,395.01,377.80,377.29,387.40,387.89,399.90,380.36,413.76,396.45,402.48,411.25
2001-10-29 21:42:21.289000,L7,351.39,327.07,361.58,354.36,355.27,448.80,500.77,495.39,385.96,381.41,368.63,391.04,376.00,373.44,441.84,486.26,464.61,418.83,404.97,333.82,397.77,403.54,406.17,377.26,370.14,377.87,501.99,472.49,472.65,481.36,481.33,349.49,391.67,381.16,380.96,353.01,404.20,335.18,406.88,408.10,413.36,423.21,382.61,410.75,418.84,413.88,411.70,419.34,424.52,428.77,418.81,422.13,433.52,432.55
2002-01-17 21:42:52.816000,L7,374.42,382.35,391.61,400.22,395.69,407.56,411.98,419.87,455.04,446.25,432.38,412.89,402.50,393.01,396.29,394.53,397.04,401.58,405.46,404.43,407.25,416.76,416.94,409.59,402.07,404.75,419.07,432.24,405.56,412.04,422.20,414.70,415.23,414.51,439.63,440.88,498.65,,,,,,,,425.98,417.39,431.81,476.02,474.74,445.70,437.46,461.87,471.73,445.61
2002-02-02 21:42:54.721000,L7,454.95,469.77,515.50,508.86,373.62,303.58,217.56,208.49,201.26,,,,,,,335.20,346.80,343.78,362.26,464.52,441.33,421.76,359.14,486.90,481.57,507.41,509.85,455.08,441.06,478.80,412.14,418.59,445.44,415.68,397.27,401.12,429.04,484.00,361.74,370.34,370.61,250.05,312.78,163.17,177.05,277.00,269.36,302.34,339.43,383.02,371.38,370.13,384.18,389.17
2002-02-18 21:42:54.191000,L7,156.28,250.06,283.02,272.87,281.35,288.15,275.52,213.13,199.25,298.21,296.31,291.85,288.76,252.93,284.62,279.67,280.01,261.69,306.25,317.54,321.95,321.35,285.26,187.30,244.29,321.88,303.02,252.37,213.69,272.75,237.33,278.09,236.13,238.16,252.71,289.38,276.77,278.19,302.20,362.53,332.27,352.07,317.78,260.99,268.56,285.00,506.82,529.20,529.71,527.66,338.82,360.81,312.18,284.49
2002-03-22 21:42:52.399000,L7,303.56,294.12,291.03,283.96,298.05,302.45,296.67,305.12,305.79,313.07,302.19,298.04,294.65,225.98,289.62,295.09,298.49,316.25,325.45,334.35,338.35,340.03,296.83,246.87,291.24,324.56,318.25,215.90,225.72,218.47,260.30,273.08,269.75,,309.55,338.55,259.04,162.91,483.38,285.28,236.51,259.56,184.29,,,,,,264.57,325.67,378.22,353.69,399.65,339.52
2002-09-14 21:41:55.072000,L7,492.20,499.25,489.54,495.43,488.67,503.82,500.53,355.29,355.65,472.50,468.22,460.79,454.39,457.11,452.86,473.33,464.87,483.84,482.80,485.05,387.76,368.52,452.95,466.70,485.16,480.48,485.17,475.16,481.37,434.77,452.16,457.10,474.57,474.20,474.98,478.96,504.78,491.03,377.80,431.36,447.17,469.93,366.80,380.93,484.48,481.10,468.08,459.57,471.58,366.80,371.61,432.62,417.02,400.77
2002-09-30 21:41:47.719000,L7,304.50,444.52,473.43,478.72,472.27,465.01,306.41,309.52,316.70,322.06,316.65,311.36,304.15,296.58,432.56,446.11,454.35,456.77,463.77,455.99,457.36,451.92,457.82,469.82,474.13,477.83,325.29,309.55,272.76,256.39,311.33,311.73,368.36,358.87,356.75,369.48,346.65,366.74,394.56,437.37,403.45,383.53,369.19,368.99,365.19,370.64,350.97,362.30,377.85,361.19,362.66,372.44,360.54,387.94
2002-11-01 21:41:54.382000,L7,358.13,342.17,298.73,320.61,311.61,310.86,308.32,307.40,311.98,317.41,304.51,307.08,296.97,293.09,299.37,302.28,305.86,320.65,340.17,342.99,362.28,370.00,345.82,376.73,320.69,356.49,324.52,307.33,263.80,342.10,332.16,337.63,315.83,370.98,387.98,384.95,398.90,396.19,388.03,365.77,386.41,392.43,341.85,325.77,349.70,351.69,355.51,318.24,331.86,352.32,355.12,339.32,389.20,387.14
2002-11-17 21:42:06.289000,L7,485.41,507.45,517.40,525.11,475.94,497.58,514.68,361.23,359.78,339.20,458.51,465.10,474.47,460.49,452.23,463.54,464.94,495.60,463.56,496.44,481.87,512.27,499.73,492.66,492.86,487.84,475.10,451.52,445.27,311.50,328.63,348.84,372.77,356.72,371.95,376.62,380.47,385.37,387.22,390.59,378.16,374.46,369.15,376.20,383.76,372.12,376.42,382.07,377.74,362.09,355.97,390.24,387.23,390.38
2003-01-20 21:42:33.373000,L7,166.12,271.68,280.00,265.96,,224.00,201.11,282.98,,,,,,,,256.13,181.45,276.35,268.17,252.31,255.65,204.71,240.71,250.97,239.11,180.08,,,,,192.08,264.59,227.65,210.06,247.88,280.75,257.54,261.41,268.70,253.31,245.38,163.38,252.06,258.25,259.25,392.53,378.67,372.10,390.93,297.72,237.91,241.00,304.32,277.20
2003-02-05 21:42:41.878000,L7,295.43,284.01,286.80,273.22,252.15,292.18,242.74,288.32,223.59,255.28,293.65,240.75,259.83,222.21,207.64,278.79,247.48,306.47,284.68,264.97,308.58,305.27,295.18,317.94,249.06,322.91,312.67,296.82,,,232.15,278.93,239.20,236.65,261.20,291.88,279.64,277.08,277.16,262.34,282.55,230.91,315.31,268.39,272.87,256.29,236.89,276.25,303.78,305.05,254.36,247.60,304.82,278.85
2003-02-21 21:42:44.547000,L7,456.34,422.30,446.15,480.28,497.39,519.98,516.60,499.86,514.54,523.42,525.97,522.51,496.25,504.41,502.90,448.74,407.26,495.04,509.42,475.69,475.55,511.48,483.16,498.33,488.99,470.09,465.54,463.51,450.12,463.05,346.40,430.00,516.99,389.33,534.39,477.57,460.91,470.91,435.90,477.75,515.45,390.85,489.31,478.71,353.91,493.09,396.86,412.77,443.37,410.69,370.21,370.11,365.59,385.46
2003-05-12 21:42:48.091000,L7,,240.94,299.18,273.17,299.85,241.07,232.27,251.72,259.57,241.65,233.39,228.67,297.22,294.43,229.84,164.24,218.40,235.96,336.26,339.82,337.75,338.69,312.11,316.70,325.22,320.71,299.88,226.23,176.32,269.49,303.49,313.82,316.70,324.79,315.69,332.65,331.87,331.86,328.28,332.23,339.39,332.97,236.36,250.98,221.48,302.58,336.91,265.26,162.48,300.17,349.53,363.58,234.78,295.31
2003-05-28 21:42:46.560000,L7,349.22,,,,,,,,509.58,496.96,534.91,486.36,518.73,502.89,518.88,495.42,493.73,512.31,437.31,508.19,485.13,520.62,518.28,,,,488.48,465.93,463.27,473.24,509.91,505.55,513.70,508.51,523.93,,,,526.28,510.15,502.12,455.42,,535.26,517.44,511.50,517.74,507.71,509.28,511.66,489.87,474.63,463.81,479.62
2003-07-23 21:30:38.185000,L5,293.47,277.27,290.99,234.45,205.71,,,301.24,294.52,257.80,298.32,290.04,286.27,274.61,282.86,237.59,242.87,257.84,331.29,315.52,251.83,265.73,216.07,260.82,253.43,274.09,234.79,275.34,232.99,266.84,230.35,207.82,193.41,,,,,,,,,,,,,,,,,,,,,
2003-09-25 21:31:42.973000,L5,300.89,283.59,300.31,281.65,309.07,306.58,302.97,315.55,311.49,320.75,316.92,310.51,221.62,229.02,236.95,242.12,240.78,261.36,336.02,333.87,336.06,344.67,332.84,332.13,325.84,339.90,319.60,304.56,259.80,270.37,288.88,171.62,221.35,278.39,323.80,270.92,262.06,324.83,348.31,343.68,348.54,198.31,257.12,260.48,316.64,209.10,,274.54,278.47,171.67,297.35,288.61,247.84,324.86
2003-11-28 21:32:34.027000,L5,306.78,293.14,293.83,274.36,247.54,300.71,255.83,307.81,219.17,290.27,308.60,289.90,291.60,193.42,284.62,302.26,309.17,324.27,320.00,248.78,335.49,275.97,279.31,165.79,285.84,324.37,304.98,189.55,261.92,267.44,304.90,175.52,203.66,216.83,225.13,212.88,267.50,317.73,333.70,329.44,340.68,203.52,332.73,305.80,319.32,234.65,,291.29,265.61,296.22,308.92,290.07,316.55,329.29
2003-12-14 21:32:38.364000,L5,310.18,294.60,301.05,278.77,243.56,225.72,235.02,226.52,217.33,298.01,309.74,298.33,292.22,192.88,280.73,299.45,307.52,326.52,327.89,336.01,337.27,274.44,273.04,262.57,256.40,329.90,309.76,302.49,268.11,262.78,299.08,315.05,225.87,287.81,334.29,343.17,331.75,317.32,334.37,328.38,341.41,205.99,324.43,322.05,326.02,248.63,,313.75,328.71,304.62,298.40,298.54,325.45,329.56
2004-01-15 21:32:50.035000,L5,301.55,281.28,275.12,261.46,230.81,223.77,228.30,222.59,221.58,249.47,301.36,287.78,285.35,184.54,276.37,282.91,285.08,316.32,314.96,322.34,289.71,243.86,273.68,274.35,260.81,321.05,234.02,181.39,265.59,245.13,281.77,,226.96,293.97,333.58,335.78,331.66,337.98,347.68,329.09,331.88,197.76,321.13,267.77,299.08,226.83,,297.61,276.61,295.38,327.57,287.87,252.45,317.92
2004-05-06 21:34:22.023000,L5,303.74,283.22,282.91,245.83,297.29,301.31,295.69,313.62,216.65,302.37,308.36,294.97,292.77,189.92,239.13,289.36,218.05,213.70,247.42,239.07,238.99,228.13,220.79,274.85,314.17,333.38,292.60,279.67,268.16,276.45,233.12,233.23,223.67,,218.45,263.51,280.60,320.35,330.95,348.19,344.84,196.38,338.33,330.30,320.13,227.50,254.48,283.28,248.55,225.79,314.86,318.34,337.63,330.54
2004-06-23 21:35:46.683000,L5,161.05,262.60,294.33,227.61,226.60,292.96,217.80,202.88,207.27,218.53,191.26,303.46,299.16,280.86,289.32,287.43,223.33,207.64,246.77,222.28,220.52,229.69,210.47,304.89,324.75,332.40,304.86,300.85,247.83,278.44,280.25,226.46,231.73,,325.69,332.16,312.30,216.50,172.79,349.87,231.39,340.68,340.46,278.92,319.79,286.65,307.90,259.45,225.01,263.74,317.77,316.26,345.20,321.04
2004-07-25 21:36:37.854000,L5,,,,,,,,,,,294.95,301.29,295.67,267.55,287.82,281.33,281.56,,,,,287.27,310.58,314.41,318.22,333.49,312.58,290.22,185.14,277.72,232.16,218.42,232.74,,231.48,256.48,255.76,211.90,153.60,348.87,211.07,197.51,246.79,248.78,274.31,201.19,,,,,293.65,291.18,203.80,235.67
2004-08-10 21:36:56.635000,L5,298.07,285.36,300.30,270.82,299.06,298.47,296.21,303.86,300.39,312.97,309.53,307.18,303.58,296.10,297.25,298.66,304.06,313.86,331.10,330.01,330.86,335.15,327.41,265.29,319.66,337.87,320.07,293.73,255.19,287.47,242.28,217.73,242.34,216.37,327.53,330.77,324.50,330.72,340.55,354.82,351.77,347.02,342.09,342.09,335.82,229.99,,262.98,242.98,285.87,317.33,302.75,231.35,327.73
2004-09-11 21:37:49.351000,L5,297.45,275.33,299.54,270.59,222.14,,,,,,,301.14,296.51,290.01,293.31,293.74,,,,,,,,,,,,217.91,182.82,264.44,232.66,214.31,243.75,221.62,324.10,345.77,339.29,347.92,353.17,355.34,356.20,352.04,340.07,336.61,329.62,320.43,327.13,326.83,316.61,302.55,322.73,331.22,269.83,334.51
2004-10-13 21:38:32.826000,L5,296.36,283.80,303.62,277.99,265.83,303.07,297.67,310.08,307.11,314.37,314.46,308.98,296.71,273.49,284.14,292.80,295.36,307.45,329.93,326.67,339.67,335.05,325.21,321.39,321.83,339.33,325.04,296.88,240.20,240.73,228.54,219.31,221.72,,250.52,273.06,236.71,319.26,351.69,345.90,353.95,,321.77,261.97,315.04,212.42,,194.05,264.80,301.30,296.42,303.92,326.34,334.01
2005-02-18 21:40:42.163000,L5,324.23,318.20,334.16,340.89,332.36,328.60,324.92,336.35,337.44,339.27,330.14,327.39,319.24,315.67,315.51,320.13,331.29,343.99,369.55,375.59,379.65,371.23,370.35,369.61,358.65,369.19,345.43,341.05,317.01,298.80,322.35,328.75,346.64,366.95,366.59,373.16,371.78,383.34,378.55,383.41,372.84,368.62,366.93,364.55,360.32,359.22,372.33,373.86,383.44,370.86,366.68,381.03,383.85,386.68
2005-05-09 21:41:19.893000,L5,294.46,273.85,293.47,258.83,213.77,,201.92,308.42,300.96,308.25,308.26,304.12,294.50,232.63,235.97,250.20,246.25,264.36,276.36,281.70,276.70,265.83,264.94,277.32,269.78,266.66,243.57,241.42,181.81,261.56,219.24,210.49,225.05,,220.50,259.37,215.43,207.00,188.23,217.85,227.84,204.31,320.59,258.37,215.27,212.15,,264.11,171.42,276.47,297.14,293.65,223.28,231.96
2005-05-25 21:41:28.038000,L5,286.13,277.69,300.63,266.15,220.19,295.96,293.09,307.99,304.13,313.43,310.84,300.56,294.63,276.73,288.07,292.83,296.64,204.24,228.44,206.89,217.69,235.71,204.93,322.82,326.26,333.28,314.46,298.00,243.02,269.07,228.28,219.80,245.97,210.53,252.04,274.78,258.87,208.05,200.80,283.41,343.59,338.86,328.79,323.19,271.63,206.56,,269.43,229.91,278.67,310.16,256.17,222.39,230.96
2005-06-10 21:41:36.102000,L5,291.29,276.42,291.35,268.19,207.30,297.85,295.35,310.93,273.36,314.11,314.76,310.43,299.89,212.98,227.09,238.83,248.91,259.46,271.77,264.54,267.68,226.26,333.27,327.15,331.82,334.40,319.58,303.75,247.26,272.37,225.91,206.61,,,250.38,263.93,295.22,213.03,352.20,357.61,356.27,345.25,271.59,336.38,232.51,219.98,,257.26,220.43,234.41,317.06,321.84,270.60,335.60
2005-06-26 21:41:40.412000,L5,293.08,280.04,286.88,265.03,202.91,291.88,206.97,194.93,211.56,180.62,185.41,303.33,298.59,239.72,242.69,255.22,257.62,266.12,275.47,282.27,266.79,268.74,314.64,315.15,323.56,329.77,237.87,307.18,185.32,283.71,237.51,223.69,,247.19,256.28,265.71,229.25,211.74,194.35,209.22,222.45,210.81,331.94,249.69,254.64,216.03,,,,,275.72,297.74,232.92,232.45
2005-07-12 21:41:47.390000,L5,162.35,271.31,285.31,263.27,298.48,290.89,294.88,307.97,304.65,309.29,310.94,302.64,292.51,275.42,285.42,243.59,250.39,264.02,231.93,317.41,319.23,332.32,265.43,274.28,264.13,267.04,242.13,285.12,189.41,272.00,224.95,174.67,240.10,226.53,251.39,341.81,313.69,205.88,344.66,357.58,354.45,337.90,330.91,334.33,291.71,211.72,285.00,250.94,193.92,177.98,293.25,302.00,,229.57
2005-08-13 21:42:05.358000,L5,295.94,285.86,293.03,273.99,221.20,296.30,297.15,308.69,304.16,316.82,251.07,312.24,304.69,295.15,301.29,302.89,311.68,323.45,333.08,332.76,333.33,336.12,327.86,320.85,323.54,339.87,319.39,299.31,187.94,281.12,234.15,193.60,252.73,,259.33,259.29,292.96,322.97,333.10,226.08,235.27,207.66,337.05,340.67,209.51,222.25,,,,,,,203.50,231.53
2005-08-29 21:42:10.705000,L5,304.73,289.78,299.98,280.93,303.31,307.10,291.81,255.99,300.04,309.22,243.18,303.79,295.03,280.00,288.05,302.01,309.37,327.30,344.62,333.69,332.84,343.57,327.86,317.64,320.05,330.67,313.64,306.49,249.13,268.23,217.95,191.45,239.85,201.76,269.61,273.57,258.97,220.89,187.55,205.22,215.38,323.33,326.38,330.22,318.33,231.59,,266.97,271.12,278.20,268.81,291.72,223.16,312.92
2006-01-20 21:44:01.121000,L5,333.17,326.92,341.88,351.17,344.11,345.97,345.89,345.01,346.69,340.32,334.95,328.13,326.90,321.52,326.43,339.95,362.28,377.65,374.53,381.91,378.77,379.01,378.35,376.84,373.68,372.77,353.17,349.68,328.86,331.43,348.61,358.59,377.72,382.52,373.66,380.02,387.26,382.74,386.22,374.84,381.11,378.92,368.56,368.83,359.36,362.97,368.31,406.29,426.29,385.54,366.83,404.75,384.76,389.36
2006-02-21 21:44:44.561000,L5,299.35,284.74,292.05,285.41,228.16,198.88,224.67,221.00,222.72,299.31,305.99,292.17,290.85,236.61,237.89,241.46,295.69,313.34,238.48,331.84,325.28,326.86,317.01,307.69,315.88,324.20,310.67,299.51,271.34,276.58,211.25,,,255.05,328.12,331.21,280.60,331.17,341.15,338.87,343.70,201.76,325.48,261.16,218.51,223.87,,299.02,269.21,297.56,298.52,213.85,268.27,321.06
2006-03-09 21:45:04.554000,L5,300.84,281.49,292.76,269.46,219.62,298.86,224.03,221.18,225.83,294.04,306.67,293.41,291.73,193.09,285.32,290.71,294.13,260.03,292.97,272.64,329.31,330.08,319.94,315.73,302.58,327.29,294.76,267.93,269.92,267.30,221.61,198.29,,228.53,329.97,342.00,332.45,340.78,334.12,342.83,340.14,336.11,325.82,261.18,315.70,239.95,,294.11,276.29,307.41,313.23,298.48,283.06,322.89
2006-04-10 21:45:40.863000,L5,298.90,279.42,294.17,279.55,271.96,301.82,294.20,308.74,225.57,308.64,311.24,306.65,296.24,276.04,291.96,244.38,245.88,253.65,321.00,333.06,265.67,269.98,266.11,270.45,249.51,259.64,231.45,227.60,272.29,275.80,195.20,,,270.21,325.73,282.92,264.24,313.41,336.86,349.14,347.40,338.46,323.31,316.42,299.14,238.27,,287.40,283.07,296.75,307.91,299.37,277.40,330.26
